
[00:00:00.040 --> 00:00:10.620]   stuff
[00:19:23.020 --> 00:19:23.020]   The course is a little bit more complex than the course itself.
[00:19:23.020 --> 00:19:23.020]   The course is a little bit more complex than the course itself.
[00:19:23.020 --> 00:19:23.020]   The course is a little bit more complex than the course itself.
[00:19:23.020 --> 00:19:23.020]   The course is a little bit more complex than the course itself.
[00:19:23.020 --> 00:19:23.020]   The course is a little bit more complex than the course itself.
[00:19:23.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:19:53.040]   The course is a little bit more complex than the course itself.
[00:19:53.040 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.060 --> 00:20:23.060]   The course is a little bit more complex than the course itself.
[00:20:23.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:20:53.080]   The course is a little bit more complex than the course itself.
[00:20:53.080 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.100 --> 00:21:23.100]   The course is a little bit more complex than the course itself.
[00:21:23.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:21:53.120]   The course is a little bit more complex than the course itself.
[00:21:53.120 --> 00:22:23.140]   the course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.140 --> 00:22:23.140]   The course is a little bit more complex than the course itself.
[00:22:23.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:22:53.160]   The course is a little bit more complex than the course itself.
[00:22:53.160 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.180 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.180 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.180 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.180 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.180 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.180 --> 00:23:23.180]   The course is a little bit more complex than the course itself.
[00:23:23.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:23:53.200]   The course is a little bit more complex than the course itself.
[00:23:53.200 --> 00:24:23.220]   the course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.220 --> 00:24:23.220]   The course is a little bit more complex than the course itself.
[00:24:23.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:24:53.240]   The course is a little bit more complex than the course itself.
[00:24:53.240 --> 00:25:23.260]   The course is a little bit more complex than the course itself.

