
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:27:30.000 --> 00:27:32.000]   I'm just gonna use, let's see,
[00:27:32.000 --> 00:27:35.000]   let's use 5% interest.
[00:27:35.000 --> 00:27:36.000]   Because you said six,
[00:27:36.000 --> 00:27:38.000]   and so maybe we're not talking,
[00:27:38.000 --> 00:27:39.000]   we'd have to decide,
[00:27:39.000 --> 00:27:41.000]   are we talking about your retirement assets?
[00:27:41.000 --> 00:27:42.000]   Are we talking about stocks?
[00:27:42.000 --> 00:27:43.000]   What's your opportunity cost?
[00:27:43.000 --> 00:27:45.000]   If you're thinking of something like
[00:27:45.000 --> 00:27:46.000]   a five-year period of time,
[00:27:46.000 --> 00:27:48.000]   which is what I kind of get the impression of,
[00:27:48.000 --> 00:27:50.000]   what I want to do with my life,
[00:27:50.000 --> 00:27:52.000]   let's say we use a five-year period of time,
[00:27:52.000 --> 00:27:54.000]   and you're saving a good portion of your income.
[00:27:54.000 --> 00:27:57.000]   So, this is a very relevant number.
[00:27:57.000 --> 00:27:59.000]   So, let's say that we are gonna be
[00:27:59.000 --> 00:28:01.000]   saving $2,000 a month.
[00:28:01.000 --> 00:28:03.000]   Let's calculate, let's do this monthly.
[00:28:03.000 --> 00:28:05.000]   $2,000 a month payment.
[00:28:05.000 --> 00:28:07.000]   Let's do this for five years,
[00:28:07.000 --> 00:28:09.000]   and let's put this in,
[00:28:09.000 --> 00:28:12.000]   so five divided by 12 is for five years for the period.
[00:28:12.000 --> 00:28:15.000]   Let's use 5% interest.
[00:28:15.000 --> 00:28:18.000]   Five, there, 60 months,
[00:28:18.000 --> 00:28:22.000]   and let's put in zero for the present value.
[00:28:22.000 --> 00:28:24.000]   So, at the end of five years,
[00:28:24.000 --> 00:28:25.000]   in this scenario,
[00:28:25.000 --> 00:28:27.000]   your growth would be,
[00:28:27.000 --> 00:28:29.000]   your account at 5% invested monthly,
[00:28:29.000 --> 00:28:30.000]   compounded monthly,
[00:28:30.000 --> 00:28:35.000]   would grow to be $136,578.88.
[00:28:35.000 --> 00:28:37.000]   So, $136,000.
[00:28:37.000 --> 00:28:39.000]   Now, let's figure out how much of that is interest.
[00:28:39.000 --> 00:28:42.000]   So, we did 60 months at $2,000 a month,
[00:28:42.000 --> 00:28:45.000]   so that comes out to $120,000.
[00:28:45.000 --> 00:28:47.000]   Pull out $120,000,
[00:28:47.000 --> 00:28:50.000]   and you can see that the potential cost
[00:28:50.000 --> 00:28:56.000]   in your situation is a total of $16,578.
[00:28:56.000 --> 00:28:59.000]   Now, here's the reality of the situation.
[00:28:59.000 --> 00:29:01.000]   Imagine yourself five years from now,
[00:29:01.000 --> 00:29:04.000]   and you have two different accounts.
[00:29:04.000 --> 00:29:07.000]   You get one or the other.
[00:29:07.000 --> 00:29:08.000]   Five years from now,
[00:29:08.000 --> 00:29:12.000]   you're sitting on $120,000 in one account,
[00:29:12.000 --> 00:29:17.000]   or you're sitting on $136,000 in a different account.
[00:29:17.000 --> 00:29:18.000]   Here's the question.
[00:29:18.000 --> 00:29:20.000]   Will that make a dramatic difference
[00:29:20.000 --> 00:29:25.000]   on your life choices and on your situation?
[00:29:25.000 --> 00:29:27.000]   Now, I'll cash the $16,000 check
[00:29:27.000 --> 00:29:29.000]   if you want to send it to me.
[00:29:29.000 --> 00:29:31.000]   That is a difference.
[00:29:31.000 --> 00:29:33.000]   But frankly, if you can imagine yourself
[00:29:33.000 --> 00:29:35.000]   and ask most, let's see, you said 26,
[00:29:35.000 --> 00:29:37.000]   so ask most 31-year-olds,
[00:29:37.000 --> 00:29:39.000]   is it really going to make a big of a difference
[00:29:39.000 --> 00:29:41.000]   if you have $120,000 or $136,000?
[00:29:41.000 --> 00:29:43.000]   Is that really going to make a big difference?
[00:29:43.000 --> 00:29:46.000]   That's not a huge difference percentage-wise.
[00:29:46.000 --> 00:29:48.000]   It's really simply not.
[00:29:48.000 --> 00:29:50.000]   So you've got to question and say,
[00:29:50.000 --> 00:29:52.000]   "What are the risks that I'm going to take
[00:29:52.000 --> 00:29:54.000]   to have the $136,000?"
[00:29:54.000 --> 00:29:56.000]   And over a five-year perspective,
[00:29:56.000 --> 00:29:59.000]   maybe you might not have $136,000.
[00:29:59.000 --> 00:30:00.000]   Maybe it'd be less.
[00:30:00.000 --> 00:30:01.000]   Maybe it'd be more.
[00:30:01.000 --> 00:30:02.000]   You've got to figure out,
[00:30:02.000 --> 00:30:03.000]   "What am I investing in?
[00:30:03.000 --> 00:30:07.000]   What do I expect my potential return to be?"
[00:30:07.000 --> 00:30:09.000]   But at 5% interest,
[00:30:09.000 --> 00:30:11.000]   that's not really that big of a difference
[00:30:11.000 --> 00:30:13.000]   between $120,000 and $136,000.
[00:30:13.000 --> 00:30:16.000]   Most of the things that you can do with $136,000,
[00:30:16.000 --> 00:30:17.000]   you can do with $120,000.
[00:30:17.000 --> 00:30:19.000]   Now, I don't know what you want to do,
[00:30:19.000 --> 00:30:20.000]   and this is your problem,
[00:30:20.000 --> 00:30:22.000]   but most of the things that you want to do with $136,000,
[00:30:22.000 --> 00:30:23.000]   you can do with $120,000.
[00:30:23.000 --> 00:30:28.000]   And so it very well could be a very practical plan
[00:30:28.000 --> 00:30:30.000]   for you to say, "I'm going to keep the money,
[00:30:30.000 --> 00:30:33.000]   and it's just going to sit in cash for five years."
[00:30:33.000 --> 00:30:35.000]   Now, the problem would be this.
[00:30:35.000 --> 00:30:37.000]   Let's say that instead of keeping the money in cash
[00:30:37.000 --> 00:30:40.000]   while you waited to figure out what you're trying to do,
[00:30:40.000 --> 00:30:42.000]   and I'll call that having dry powder
[00:30:42.000 --> 00:30:44.000]   to apply to an opportunity,
[00:30:44.000 --> 00:30:46.000]   what if we take that to 30 years,
[00:30:46.000 --> 00:30:48.000]   and you don't invest the money?
[00:30:48.000 --> 00:30:50.000]   Well, if we just keep those same numbers,
[00:30:50.000 --> 00:30:52.000]   but let's put in 30 years,
[00:30:52.000 --> 00:30:55.000]   then we wind up with 360 periods,
[00:30:55.000 --> 00:30:57.000]   and now into the same scenario,
[00:30:57.000 --> 00:30:58.000]   now after 30 years,
[00:30:58.000 --> 00:31:03.000]   the number is $1,671,452,
[00:31:03.000 --> 00:31:05.000]   so $1.7 million.
[00:31:05.000 --> 00:31:07.000]   And if you compare that to the amount of money
[00:31:07.000 --> 00:31:10.000]   that you put in, 360 times $2,000,
[00:31:10.000 --> 00:31:13.000]   you've invested $720,000.
[00:31:13.000 --> 00:31:16.000]   So subtract the difference between those two,
[00:31:16.000 --> 00:31:19.000]   and you wind up in a situation
[00:31:19.000 --> 00:31:25.000]   where you are $951,000 of interest poorer.
[00:31:25.000 --> 00:31:26.000]   So over 30 years,
[00:31:26.000 --> 00:31:29.000]   that makes a huge difference between 0% return
[00:31:29.000 --> 00:31:31.000]   and 5% rate of return.
[00:31:31.000 --> 00:31:33.000]   And now if you go from 5 to 8,
[00:31:33.000 --> 00:31:34.000]   and you did 8 versus 0,
[00:31:34.000 --> 00:31:38.000]   then it's dramatically different, etc.
[00:31:38.000 --> 00:31:40.000]   So my point is that rate of return matters.
[00:31:40.000 --> 00:31:42.000]   Compound interest matters.
[00:31:42.000 --> 00:31:43.000]   But in real life,
[00:31:43.000 --> 00:31:46.000]   it only matters really over the long term.
[00:31:46.000 --> 00:31:49.000]   It doesn't really matter that much over the short term.
[00:31:49.000 --> 00:31:52.000]   If you were $16,000 behind in five years,
[00:31:52.000 --> 00:31:54.000]   and you came into a scenario
[00:31:54.000 --> 00:31:56.000]   where you said, "I've got to get compound interest
[00:31:56.000 --> 00:31:57.000]   working on my side,"
[00:31:57.000 --> 00:32:00.000]   and you said, "How long is it going to take me
[00:32:00.000 --> 00:32:02.000]   to make up that $16,000?"
[00:32:02.000 --> 00:32:04.000]   You could make that up pretty quickly.
[00:32:04.000 --> 00:32:05.000]   You really could.
[00:32:05.000 --> 00:32:07.000]   Now, mathematically, would it be more
[00:32:07.000 --> 00:32:08.000]   if it had been invested all the time?
[00:32:08.000 --> 00:32:09.000]   Of course it would have been
[00:32:09.000 --> 00:32:11.000]   because now that's an extra $16,000 of interest
[00:32:11.000 --> 00:32:12.000]   that's compounding.
[00:32:12.000 --> 00:32:14.000]   My point is that in the beginning
[00:32:14.000 --> 00:32:15.000]   of a compound interest chart,
[00:32:15.000 --> 00:32:18.000]   the rate of return and the amount of money
[00:32:18.000 --> 00:32:20.000]   that's there in interest is very small.
[00:32:20.000 --> 00:32:22.000]   And at the end, it's very big.
[00:32:22.000 --> 00:32:25.000]   So this is why you almost get this strange continuum
[00:32:25.000 --> 00:32:26.000]   that in the beginning of life,
[00:32:26.000 --> 00:32:29.000]   when you're just getting started on building wealth,
[00:32:29.000 --> 00:32:30.000]   the rate of your savings,
[00:32:30.000 --> 00:32:32.000]   the amount that you're putting in,
[00:32:32.000 --> 00:32:33.000]   makes a much bigger difference
[00:32:33.000 --> 00:32:35.000]   than the rate of return.
[00:32:35.000 --> 00:32:37.000]   But once you accumulate some money
[00:32:37.000 --> 00:32:40.000]   and your account starts to grow,
[00:32:40.000 --> 00:32:41.000]   then your rate of return
[00:32:41.000 --> 00:32:42.000]   makes a much bigger difference
[00:32:42.000 --> 00:32:44.000]   than the rate of your savings.
[00:32:44.000 --> 00:32:46.000]   So you've got to transition to this
[00:32:46.000 --> 00:32:48.000]   in your thinking over time.
[00:32:48.000 --> 00:32:49.000]   Now, the problem is,
[00:32:49.000 --> 00:32:51.000]   what are you going to invest in?
[00:32:51.000 --> 00:32:53.000]   If you can run various scenarios,
[00:32:53.000 --> 00:32:55.000]   let's say that you sit on your money for five years
[00:32:55.000 --> 00:32:57.000]   and you don't invest it in anything.
[00:32:57.000 --> 00:32:58.000]   But then you have an opportunity,
[00:32:58.000 --> 00:33:00.000]   it would probably be entrepreneurship
[00:33:00.000 --> 00:33:02.000]   or something associated with that.
[00:33:02.000 --> 00:33:03.000]   Let's say you have an opportunity
[00:33:03.000 --> 00:33:06.000]   where you could predict a 30% rate of return
[00:33:06.000 --> 00:33:10.000]   on your investment or your speculation of some kind.
[00:33:10.000 --> 00:33:11.000]   Wow.
[00:33:11.000 --> 00:33:13.000]   Then if you had the dry powder ready to invest,
[00:33:13.000 --> 00:33:15.000]   that would make a big deal.
[00:33:15.000 --> 00:33:17.000]   But on the flip side,
[00:33:17.000 --> 00:33:19.000]   if you don't have that,
[00:33:19.000 --> 00:33:21.000]   then what are you going to do?
[00:33:21.000 --> 00:33:22.000]   So it's a very difficult question to answer
[00:33:22.000 --> 00:33:24.000]   because it all depends on the second question
[00:33:24.000 --> 00:33:25.000]   they ask me,
[00:33:25.000 --> 00:33:27.000]   which is, "What do I want to do with my life?"
[00:33:27.000 --> 00:33:28.000]   In my mind,
[00:33:28.000 --> 00:33:30.000]   you've got to get very clear on that.
[00:33:30.000 --> 00:33:32.000]   And I would say,
[00:33:32.000 --> 00:33:34.000]   "What are you here for?
[00:33:34.000 --> 00:33:36.000]   What is your calling?
[00:33:36.000 --> 00:33:38.000]   Why are you here?"
[00:33:38.000 --> 00:33:39.000]   I would encourage you,
[00:33:39.000 --> 00:33:41.000]   don't feel too rushed on that one.
[00:33:41.000 --> 00:33:43.000]   And it's tough because I feel like,
[00:33:43.000 --> 00:33:44.000]   in some ways, I have some perspective,
[00:33:44.000 --> 00:33:46.000]   but I don't have nearly as much perspective
[00:33:46.000 --> 00:33:48.000]   as I'm going to have 30 years from now.
[00:33:48.000 --> 00:33:49.000]   But don't feel rushed.
[00:33:49.000 --> 00:33:50.000]   Keep your powder dry.
[00:33:50.000 --> 00:33:52.000]   And having money will make a dramatic difference
[00:33:52.000 --> 00:33:54.000]   in your options.
[00:33:54.000 --> 00:33:58.000]   Do you like doing CPA work
[00:33:58.000 --> 00:33:59.000]   and you want to do that?
[00:33:59.000 --> 00:34:00.000]   Well, in that case,
[00:34:00.000 --> 00:34:01.000]   if you want to leave New York City
[00:34:01.000 --> 00:34:04.000]   and you want to leave the bold bracket bank industry
[00:34:04.000 --> 00:34:06.000]   and you want to move to, I don't know,
[00:34:06.000 --> 00:34:08.000]   little small ski town USA,
[00:34:08.000 --> 00:34:11.000]   then it might be more to your advantage
[00:34:11.000 --> 00:34:13.000]   to have a bunch of cash sitting there
[00:34:13.000 --> 00:34:14.000]   to fund your first couple of years
[00:34:14.000 --> 00:34:16.000]   of building up clients
[00:34:16.000 --> 00:34:18.000]   and to have that as a cushion
[00:34:18.000 --> 00:34:20.000]   than it would be to have it all invested
[00:34:20.000 --> 00:34:23.000]   in mutual funds locked in a 401(k).
[00:34:23.000 --> 00:34:26.000]   So do you want to move to ski town Colorado
[00:34:26.000 --> 00:34:27.000]   and start a CPA practice,
[00:34:27.000 --> 00:34:29.000]   maybe a virtual CPA practice?
[00:34:29.000 --> 00:34:30.000]   I don't know.
[00:34:30.000 --> 00:34:32.000]   Do you have any attractive investments?
[00:34:32.000 --> 00:34:34.000]   For example, you work in the industry.
[00:34:34.000 --> 00:34:37.000]   Can you find an inside angle
[00:34:37.000 --> 00:34:40.000]   on an attractive place to invest your money?
[00:34:40.000 --> 00:34:41.000]   Do you want to buy a house?
[00:34:41.000 --> 00:34:43.000]   Do you want to pay cash for a house
[00:34:43.000 --> 00:34:44.000]   and buy an expensive house?
[00:34:44.000 --> 00:34:45.000]   Do you want to buy a rental property?
[00:34:45.000 --> 00:34:46.000]   Do you want to buy a car?
[00:34:46.000 --> 00:34:47.000]   Do you want to move to Belize
[00:34:47.000 --> 00:34:49.000]   and open a beachfront bar?
[00:34:49.000 --> 00:34:51.000]   If you say, "Then my vision for my life
[00:34:51.000 --> 00:34:53.000]   is I want to live in a tropical place,"
[00:34:53.000 --> 00:34:55.000]   so you think you're going to move to Belize
[00:34:55.000 --> 00:34:56.000]   and open a scuba diving shop
[00:34:56.000 --> 00:34:58.000]   and a beachfront bar,
[00:34:58.000 --> 00:35:00.000]   then no, don't invest the money in paper assets
[00:35:00.000 --> 00:35:02.000]   and keep the cash dry
[00:35:02.000 --> 00:35:04.000]   and save it to start your beachfront bar.
[00:35:04.000 --> 00:35:05.000]   But on the other hand,
[00:35:05.000 --> 00:35:07.000]   if you like the finance space
[00:35:07.000 --> 00:35:08.000]   and you enjoy that,
[00:35:08.000 --> 00:35:10.000]   then you may just very well
[00:35:10.000 --> 00:35:12.000]   plow the money into your 401(k),
[00:35:12.000 --> 00:35:14.000]   plow the money into some investment options
[00:35:14.000 --> 00:35:16.000]   and talk to some of your buddies at the bank
[00:35:16.000 --> 00:35:18.000]   and see if they have any interesting insight
[00:35:18.000 --> 00:35:20.000]   into something that might give you
[00:35:20.000 --> 00:35:21.000]   a bit of an advantage
[00:35:21.000 --> 00:35:25.000]   over the general larger market and see.
[00:35:25.000 --> 00:35:27.000]   So the thing is for me,
[00:35:27.000 --> 00:35:29.000]   it's very tough for me to relate
[00:35:29.000 --> 00:35:31.000]   to somebody who doesn't know
[00:35:31.000 --> 00:35:33.000]   the next thing that they want to do.
[00:35:33.000 --> 00:35:34.000]   I keep a list,
[00:35:34.000 --> 00:35:36.000]   so I would encourage you to do this.
[00:35:36.000 --> 00:35:37.000]   Don't rush into anything.
[00:35:37.000 --> 00:35:39.000]   If you're just waking up with finance
[00:35:39.000 --> 00:35:40.000]   and you're saying, "What am I going to do?"
[00:35:40.000 --> 00:35:41.000]   and you're not.
[00:35:41.000 --> 00:35:42.000]   I mean, you're a CPA, you know your stuff,
[00:35:42.000 --> 00:35:43.000]   but don't rush into anything.
[00:35:43.000 --> 00:35:45.000]   I would encourage you,
[00:35:45.000 --> 00:35:46.000]   spend a lot of time journaling.
[00:35:46.000 --> 00:35:49.000]   Spend a lot of time with visioning exercises
[00:35:49.000 --> 00:35:50.000]   and journaling exercises
[00:35:50.000 --> 00:35:51.000]   and noting what you like
[00:35:51.000 --> 00:35:53.000]   and what you don't like.
[00:35:53.000 --> 00:35:54.000]   It seems if you've gone through
[00:35:54.000 --> 00:35:56.000]   the mainstream approach,
[00:35:56.000 --> 00:35:58.000]   it seems that many people,
[00:35:58.000 --> 00:36:00.000]   many of us aren't really that in touch
[00:36:00.000 --> 00:36:02.000]   with who we are as a person,
[00:36:02.000 --> 00:36:03.000]   what we stand for,
[00:36:03.000 --> 00:36:05.000]   what our calling is in life,
[00:36:05.000 --> 00:36:07.000]   and what our vision is
[00:36:07.000 --> 00:36:09.000]   for what we're trying to accomplish.
[00:36:09.000 --> 00:36:11.000]   And so sometimes that takes a lot of time.
[00:36:11.000 --> 00:36:12.000]   It takes a lot of time to sit down
[00:36:12.000 --> 00:36:14.000]   and do goal-setting exercises
[00:36:14.000 --> 00:36:15.000]   and then to find out,
[00:36:15.000 --> 00:36:16.000]   "Well, I thought I wanted to set that goal,
[00:36:16.000 --> 00:36:18.000]   but the reality is I don't really care about it."
[00:36:18.000 --> 00:36:19.000]   And finally you figure that out
[00:36:19.000 --> 00:36:21.000]   and cross it off.
[00:36:21.000 --> 00:36:23.000]   What's your vision for your life?
[00:36:23.000 --> 00:36:25.000]   What's your vision for your family?
[00:36:25.000 --> 00:36:27.000]   How are you going to set things up?
[00:36:27.000 --> 00:36:30.000]   Those questions will 100%
[00:36:30.000 --> 00:36:33.000]   impact every decision that you make.
[00:36:33.000 --> 00:36:36.000]   And then make sure to also keep in mind
[00:36:36.000 --> 00:36:37.000]   the idea and the perspective
[00:36:37.000 --> 00:36:38.000]   of financial balance.
[00:36:38.000 --> 00:36:39.000]   So right now,
[00:36:39.000 --> 00:36:41.000]   if you're earning $100,000 a year
[00:36:41.000 --> 00:36:43.000]   and you're living in New York City,
[00:36:43.000 --> 00:36:44.000]   you're living in,
[00:36:44.000 --> 00:36:46.000]   assuming federal taxes,
[00:36:46.000 --> 00:36:47.000]   state taxes,
[00:36:47.000 --> 00:36:49.000]   and city taxes,
[00:36:49.000 --> 00:36:51.000]   you have a high tax burden.
[00:36:51.000 --> 00:36:52.000]   And plus you're single.
[00:36:52.000 --> 00:36:54.000]   You don't have any major deductions.
[00:36:54.000 --> 00:36:55.000]   So you need to do a good job
[00:36:55.000 --> 00:36:56.000]   with your tax planning.
[00:36:56.000 --> 00:36:58.000]   And it might be in your best interest to say,
[00:36:58.000 --> 00:37:00.000]   "I've got to make sure I fund this 401(k).
[00:37:00.000 --> 00:37:02.000]   I've got to make sure I fund this IRA.
[00:37:02.000 --> 00:37:03.000]   I've got to make sure
[00:37:03.000 --> 00:37:05.000]   that I get my income down right now
[00:37:05.000 --> 00:37:07.000]   because I'm planning four years from now
[00:37:07.000 --> 00:37:09.000]   to move to a small Midwestern town
[00:37:09.000 --> 00:37:11.000]   and my girlfriend and I
[00:37:11.000 --> 00:37:12.000]   are going to leave New York City
[00:37:12.000 --> 00:37:13.000]   and go move there."
[00:37:13.000 --> 00:37:14.000]   I don't know.
[00:37:14.000 --> 00:37:15.000]   But I just think about it.
[00:37:15.000 --> 00:37:17.000]   Spend a lot of time writing this stuff down.
[00:37:17.000 --> 00:37:18.000]   Once you figure out
[00:37:18.000 --> 00:37:19.000]   what your vision is
[00:37:19.000 --> 00:37:21.000]   and where you're going,
[00:37:21.000 --> 00:37:22.000]   and then you figure out
[00:37:22.000 --> 00:37:23.000]   what skills you have
[00:37:23.000 --> 00:37:25.000]   and who you are as a person,
[00:37:25.000 --> 00:37:27.000]   the thing I started to say a moment ago
[00:37:27.000 --> 00:37:30.000]   is that in much of our life in society,
[00:37:30.000 --> 00:37:32.000]   who we are as an individual,
[00:37:32.000 --> 00:37:33.000]   we're not really encouraged
[00:37:33.000 --> 00:37:35.000]   that much to figure it out.
[00:37:35.000 --> 00:37:36.000]   So a lot of us,
[00:37:36.000 --> 00:37:38.000]   we trot along the path
[00:37:38.000 --> 00:37:40.000]   that society lays out for us
[00:37:40.000 --> 00:37:42.000]   and you graduate from college
[00:37:42.000 --> 00:37:43.000]   and you get a job
[00:37:43.000 --> 00:37:44.000]   and you have this crisis
[00:37:44.000 --> 00:37:45.000]   where you realize,
[00:37:45.000 --> 00:37:47.000]   "I've only ever done school
[00:37:47.000 --> 00:37:48.000]   and I've been a good student
[00:37:48.000 --> 00:37:49.000]   and I did well in academics,
[00:37:49.000 --> 00:37:51.000]   but I kind of took the CPA thing
[00:37:51.000 --> 00:37:52.000]   because Dad said it was a good job."
[00:37:52.000 --> 00:37:53.000]   And the reality is,
[00:37:53.000 --> 00:37:55.000]   "I don't care about this."
[00:37:55.000 --> 00:37:56.000]   And it takes years after college
[00:37:56.000 --> 00:37:57.000]   to figure that out
[00:37:57.000 --> 00:37:59.000]   and then you make these transitions.
[00:37:59.000 --> 00:38:01.000]   And the real challenge is that
[00:38:01.000 --> 00:38:04.000]   our childhood has been extended into--
[00:38:04.000 --> 00:38:06.000]   it's a joke in our culture
[00:38:06.000 --> 00:38:07.000]   about failure to launch.
[00:38:07.000 --> 00:38:09.000]   Our childhood has basically been extended,
[00:38:09.000 --> 00:38:10.000]   culturally speaking,
[00:38:10.000 --> 00:38:13.000]   to mid-20s and 30 years old.
[00:38:13.000 --> 00:38:14.000]   That's ridiculous.
[00:38:14.000 --> 00:38:15.000]   But the problem is
[00:38:15.000 --> 00:38:17.000]   that the path that many of us have been on,
[00:38:17.000 --> 00:38:19.000]   we don't know who we are,
[00:38:19.000 --> 00:38:20.000]   we don't know what we do,
[00:38:20.000 --> 00:38:21.000]   we don't know the impact
[00:38:21.000 --> 00:38:22.000]   that we want to make on the world,
[00:38:22.000 --> 00:38:24.000]   we don't know whether our skill is
[00:38:24.000 --> 00:38:26.000]   we want to do entrepreneurship
[00:38:26.000 --> 00:38:28.000]   or we want to move to
[00:38:28.000 --> 00:38:31.000]   insert place here and do X.
[00:38:31.000 --> 00:38:32.000]   We don't really know.
[00:38:32.000 --> 00:38:33.000]   And we probably haven't tried enough things.
[00:38:33.000 --> 00:38:35.000]   Many of us haven't tried enough things
[00:38:35.000 --> 00:38:37.000]   to feel confident about them.
[00:38:37.000 --> 00:38:38.000]   So journal, journal, journal,
[00:38:38.000 --> 00:38:39.000]   write, write, write.
[00:38:39.000 --> 00:38:40.000]   Sounds ridiculous,
[00:38:40.000 --> 00:38:41.000]   but figure out who you are.
[00:38:41.000 --> 00:38:43.000]   You might learn more by taking the money
[00:38:43.000 --> 00:38:46.000]   and instead of investing it in stocks,
[00:38:46.000 --> 00:38:48.000]   you might learn more by quitting your job
[00:38:48.000 --> 00:38:49.000]   and taking $30,000
[00:38:49.000 --> 00:38:52.000]   and traveling the world for a year.
[00:38:52.000 --> 00:38:54.000]   Get married and have a one-year honeymoon
[00:38:54.000 --> 00:38:56.000]   with your wife.
[00:38:56.000 --> 00:38:57.000]   Build a family, man.
[00:38:57.000 --> 00:38:58.000]   That's the other thing I'd say.
[00:38:58.000 --> 00:39:00.000]   Build a family.
[00:39:00.000 --> 00:39:02.000]   It helps a lot.
[00:39:02.000 --> 00:39:04.000]   Anyway, so hopefully that helps.
[00:39:04.000 --> 00:39:05.000]   Early retirement,
[00:39:05.000 --> 00:39:09.000]   I love talking about it on the show.
[00:39:09.000 --> 00:39:11.000]   I love bringing early retirees on.
[00:39:11.000 --> 00:39:12.000]   I'm a little bit negative
[00:39:12.000 --> 00:39:14.000]   toward the concept of retirement ever.
[00:39:14.000 --> 00:39:15.000]   I can't imagine.
[00:39:15.000 --> 00:39:17.000]   It's impossible for me to imagine
[00:39:17.000 --> 00:39:18.000]   not working on some of the things
[00:39:18.000 --> 00:39:19.000]   that are on my goals.
[00:39:19.000 --> 00:39:21.000]   I've got too many things I want to do
[00:39:21.000 --> 00:39:23.000]   than the time I've got.
[00:39:23.000 --> 00:39:24.000]   I feel like I'm almost 30
[00:39:24.000 --> 00:39:25.000]   and I'm like,
[00:39:25.000 --> 00:39:26.000]   "I've only got 70 years.
[00:39:26.000 --> 00:39:27.000]   "How on earth am I going to get
[00:39:27.000 --> 00:39:29.000]   "all this stuff done in the next 70 years?"
[00:39:29.000 --> 00:39:34.000]   To me, the idea of retiring
[00:39:34.000 --> 00:39:37.000]   is very difficult for me to imagine,
[00:39:37.000 --> 00:39:40.000]   but I recognize that I've never had
[00:39:40.000 --> 00:39:41.000]   the financial freedom
[00:39:41.000 --> 00:39:43.000]   to where it were a choice.
[00:39:43.000 --> 00:39:44.000]   I'm working towards it,
[00:39:44.000 --> 00:39:47.000]   but I have to be careful
[00:39:47.000 --> 00:39:48.000]   to express my opinion too strongly
[00:39:48.000 --> 00:39:50.000]   because I've never had it as a choice.
[00:39:50.000 --> 00:39:51.000]   What I've noticed is that those
[00:39:51.000 --> 00:39:53.000]   who have a choice don't really retire.
[00:39:53.000 --> 00:39:57.000]   I would say keep your powder dry
[00:39:57.000 --> 00:39:59.000]   and then figure out what your plan is.
[00:39:59.000 --> 00:40:00.000]   If you take a year
[00:40:00.000 --> 00:40:02.000]   and then you start investing,
[00:40:02.000 --> 00:40:04.000]   I don't care what path to wealth you choose
[00:40:04.000 --> 00:40:06.000]   and choose all of them,
[00:40:06.000 --> 00:40:07.000]   but whatever it is,
[00:40:07.000 --> 00:40:10.000]   focus on knowing where you want to go.
[00:40:10.000 --> 00:40:11.000]   Once you get there,
[00:40:11.000 --> 00:40:13.000]   then don't be rushed in,
[00:40:13.000 --> 00:40:15.000]   I guess is what I'm saying.
[00:40:15.000 --> 00:40:17.000]   I think financial independence is awesome,
[00:40:17.000 --> 00:40:18.000]   but you know what?
[00:40:18.000 --> 00:40:19.000]   You can be financially independent
[00:40:19.000 --> 00:40:21.000]   whether or not your money is invested.
[00:40:21.000 --> 00:40:22.000]   You can just pile up savings
[00:40:22.000 --> 00:40:23.000]   and you do that for three years.
[00:40:23.000 --> 00:40:25.000]   Now, imagine yourself,
[00:40:25.000 --> 00:40:26.000]   most 30-year-olds,
[00:40:26.000 --> 00:40:27.000]   imagine yourself four years from now
[00:40:27.000 --> 00:40:31.000]   and you've got $400,000 in the bank
[00:40:31.000 --> 00:40:33.000]   because you saved like crazy.
[00:40:33.000 --> 00:40:34.000]   You can go anywhere,
[00:40:34.000 --> 00:40:35.000]   start anything,
[00:40:35.000 --> 00:40:36.000]   do anything,
[00:40:36.000 --> 00:40:37.000]   take advantage of any opportunity,
[00:40:37.000 --> 00:40:39.000]   any option that you have.
[00:40:39.000 --> 00:40:44.000]   That's a long roundabout way to saying,
[00:40:44.000 --> 00:40:45.000]   "I don't know.
[00:40:45.000 --> 00:40:46.000]   I don't know what you want."
[00:40:46.000 --> 00:40:48.000]   But if you don't know what you want,
[00:40:48.000 --> 00:40:50.000]   don't do anything until you know that
[00:40:50.000 --> 00:40:52.000]   or at least you have an idea.
[00:40:52.000 --> 00:40:54.000]   Next question comes from Max
[00:40:54.000 --> 00:40:56.000]   and it's about portfolio diversification.
[00:40:56.000 --> 00:40:57.000]   I'm going to read this.
[00:40:57.000 --> 00:40:59.000]   You're going to hear a little bit
[00:40:59.000 --> 00:41:01.000]   how involved the question is
[00:41:01.000 --> 00:41:02.000]   and I'm reading it
[00:41:02.000 --> 00:41:03.000]   because I want to make a point
[00:41:03.000 --> 00:41:04.000]   because this is the confusion
[00:41:04.000 --> 00:41:05.000]   that many people have.
[00:41:05.000 --> 00:41:07.000]   So bear with me as I read the question.
[00:41:07.000 --> 00:41:08.000]   Question from Max.
[00:41:08.000 --> 00:41:09.000]   "Hey, Joshua,
[00:41:09.000 --> 00:41:10.000]   I'm in the process of rebalancing
[00:41:10.000 --> 00:41:12.000]   our retirement accounts
[00:41:12.000 --> 00:41:14.000]   into a single allocation picture
[00:41:14.000 --> 00:41:15.000]   rather than the current hodgepodge
[00:41:15.000 --> 00:41:17.000]   of investments.
[00:41:17.000 --> 00:41:18.000]   We each have a 401(k)
[00:41:18.000 --> 00:41:19.000]   at our current employer.
