
[00:00:00.000 --> 00:00:08.340]   [BLANK_AUDIO]
[00:22:50.540 --> 00:22:53.020]   what's important is that I stay the course.
[00:22:53.020 --> 00:22:59.260]   And I accept the fact that from 2000 to 2010, it's gonna underperform.
[00:22:59.260 --> 00:23:03.460]   If I have a more diversified portfolio that's tilted away from a total stock
[00:23:03.460 --> 00:23:08.460]   market fund, and small, and value, and international outperform the S&P 500,
[00:23:08.460 --> 00:23:12.460]   which it very well may do, I think it has over the last three or four years.
[00:23:12.460 --> 00:23:16.580]   The important thing is to stay the course and not to chase performance
[00:23:16.580 --> 00:23:20.180]   when these different components of the market underperform each other.
[00:23:20.180 --> 00:23:23.700]   Because as Rick was saying, it's the philosophy that counts.
[00:23:23.700 --> 00:23:28.540]   And if you can't adhere to the philosophy, everything else breaks down.
[00:23:28.540 --> 00:23:34.180]   And so the philosophy, in my opinion, is to embrace a low-cost portfolio
[00:23:34.180 --> 00:23:37.780]   that broadly represents where you're at in your life.
[00:23:37.780 --> 00:23:42.500]   And then what it does is it allows you to focus on your financial planning issues,
[00:23:42.500 --> 00:23:46.620]   which for 99% of the people, including me, is I need to save more than I spend.
[00:23:46.620 --> 00:23:48.940]   Does that answer your question, Sonny?
[00:23:48.940 --> 00:23:53.220]   >> Can you tell us the subtitle to your book?
[00:23:53.220 --> 00:23:58.020]   >> [LAUGH] How to Build Wealth, Ignore Wall Street, and Get On With Your Life.
[00:23:58.780 --> 00:24:01.140]   >> I think that's more important than the portfolio.
[00:24:01.140 --> 00:24:05.780]   >> Yeah, and you know, I have to say that in connecting with everyone here,
[00:24:05.780 --> 00:24:07.100]   where's Molly?
[00:24:07.100 --> 00:24:08.020]   Molly, are you here?
[00:24:08.020 --> 00:24:12.780]   You know, here's a woman that ran her, what, her first marathon when,
[00:24:12.780 --> 00:24:13.380]   how old were you?
[00:24:13.380 --> 00:24:14.140]   >> 65.
[00:24:14.140 --> 00:24:15.380]   >> 65 years old.
[00:24:15.380 --> 00:24:21.140]   >> [APPLAUSE]
[00:24:21.140 --> 00:24:24.140]   >> She's involved with an entity and
[00:24:24.140 --> 00:24:26.900]   a program that I have been involved with.
[00:24:26.900 --> 00:24:28.420]   And who, where's Bill Davidson?
[00:24:28.420 --> 00:24:31.020]   Stand up, Bill.
[00:24:31.020 --> 00:24:31.860]   Is he here?
[00:24:31.860 --> 00:24:32.780]   He's not here.
[00:24:32.780 --> 00:24:33.820]   He's involved also.
[00:24:33.820 --> 00:24:36.300]   She's involved with hospice.
[00:24:36.300 --> 00:24:38.260]   To me, the biggest, well, I don't wanna get into that.
[00:24:38.260 --> 00:24:42.540]   But, you know, she's, it gives her the authority to know that she's doing
[00:24:42.540 --> 00:24:46.180]   the right thing with her portfolio so she can pursue other things in her life.
[00:24:46.180 --> 00:24:50.980]   And, you know, I travel all across the nation not to talk about strategy but
[00:24:50.980 --> 00:24:53.420]   to connect with people who are really getting on with their lives.
[00:24:53.420 --> 00:24:54.580]   It's so inspirational.
[00:24:54.580 --> 00:24:57.420]   Just, you know, my hat is off to all of you for coming here.
[00:24:57.420 --> 00:24:58.020]   Where's Calvin?
[00:24:58.020 --> 00:24:59.100]   All the way from Taiwan.
[00:24:59.100 --> 00:25:01.180]   He left.
[00:25:01.180 --> 00:25:04.060]   >> [LAUGH]
[00:25:04.060 --> 00:25:05.460]   >> What's that?
[00:25:05.460 --> 00:25:06.260]   >> Not on the plate.
[00:25:06.260 --> 00:25:08.460]   >> [LAUGH]
[00:25:08.460 --> 00:25:11.260]   >> So thanks, Mike, for bringing that up.
[00:25:11.260 --> 00:25:15.140]   >> Yeah, I mean, you know, just to, you know, add a tag to all of that.
[00:25:15.140 --> 00:25:17.740]   You know, if you've invested with any of the kinds of portfolios that we
[00:25:17.740 --> 00:25:21.780]   recommend, the coffee house portfolio, the material portfolios that Rick and
[00:25:21.780 --> 00:25:26.220]   I recommend, you've been through hell and back the past several years.
[00:25:26.220 --> 00:25:30.580]   And you know, you know, it's hard, you know, I suppose we couldn't see times that
[00:25:30.580 --> 00:25:35.140]   are even worse than that, but you probably haven't missed a turn to stick with it.
[00:25:35.140 --> 00:25:39.100]   We could probably fill ten rooms like this with enthusiasts of
[00:25:39.100 --> 00:25:45.740]   the Harry Brown portfolio, which is one quarter gold, long bonds, stocks, and bills.
[00:25:45.740 --> 00:25:49.660]   And, and these are people who've had nothing but pizza and
[00:25:49.660 --> 00:25:51.940]   beer for the past 15 years.
[00:25:51.940 --> 00:25:58.100]   And there are a lot of enthusiasts, Harry Brown enthusiasts out there, and
[00:25:58.100 --> 00:26:04.260]   they're going to get, you know, get their trial by fire in the next five or
[00:26:04.260 --> 00:26:05.460]   ten years, I'm pretty sure.
[00:26:05.460 --> 00:26:07.940]   It'll be very interesting to see what happens to that group.
[00:26:07.940 --> 00:26:09.620]   By the way, I like the Harry Brown portfolio.
[00:26:09.620 --> 00:26:12.860]   I think it's a valid way to manage assets in the long term.
[00:26:12.860 --> 00:26:18.740]   It's not for me and probably not for any of the people in this room.
[00:26:18.740 --> 00:26:23.700]   But, but, but, you know, those are the people I'd really worry about.
[00:26:23.700 --> 00:26:26.180]   >> I'm not a fan either of the Harry Brown, but again,
[00:26:26.180 --> 00:26:29.860]   it falls under the vocal head philosophy because there's a passive strategy.
[00:26:29.860 --> 00:26:32.180]   And they are using low cost index funds.
[00:26:32.180 --> 00:26:38.460]   I'm not a fan of it either, but again, it gets down to our individual preference.
[00:26:38.460 --> 00:26:44.540]   >> Okay, we have a, we had a question on, somebody asked me to elaborate on this.
[00:26:44.540 --> 00:26:50.700]   Taylor's three fund portfolio, which I think was mentioned by several people.
[00:26:50.700 --> 00:26:54.660]   Total stock, total bond, and total international.
[00:26:54.660 --> 00:26:59.500]   Taylor later revised it when TIPS came out to add TIPS.
[00:26:59.500 --> 00:27:06.460]   The question was, first of all, can you explain to a layperson what TIPS are?
[00:27:06.460 --> 00:27:11.420]   And would you add that to the total bond,
[00:27:11.420 --> 00:27:16.820]   the portfolio with total bond to be part of your bond allocation?
[00:27:16.820 --> 00:27:20.220]   >> Well, TIPS are just inflation adjusted bonds.
[00:27:20.220 --> 00:27:26.260]   They promise an after inflation return rather than a nominal or before inflation return.
[00:27:26.260 --> 00:27:29.420]   And as far as whether I would add them to a portfolio,
[00:27:29.420 --> 00:27:35.500]   I think it depends on personal circumstances, specifically how exposed are you to inflation.
[00:27:35.500 --> 00:27:40.660]   Retirees tend to have more inflation risk than somebody whose overall economic
[00:27:40.660 --> 00:27:43.680]   well-being is primarily dependent upon a job.
[00:27:43.680 --> 00:27:48.220]   Young people who, most of their economic well-being is just their future earnings,
[00:27:48.220 --> 00:27:51.020]   which hopefully will keep up with inflation.
[00:27:51.020 --> 00:27:54.460]   And that's different from if you have a financial portfolio and
[00:27:54.460 --> 00:27:56.060]   you really are facing inflation risk.
[00:27:56.060 --> 00:28:00.260]   And I think then that's when TIPS become significantly more helpful.
[00:28:00.260 --> 00:28:01.900]   >> I would, go ahead, please.
[00:28:01.900 --> 00:28:07.780]   >> I'm just gonna clarify that TIPS are a hedge against unanticipated inflation.
[00:28:07.780 --> 00:28:11.860]   Because the inflation rate is already embedded into all the asset classes,
[00:28:11.860 --> 00:28:14.780]   including treasury bonds, not bills, but right now.
[00:28:14.780 --> 00:28:18.340]   I mean, the Fed is manipulating things a little bit in treasuries, but
[00:28:18.340 --> 00:28:22.360]   it's already embedded in stock prices, real estate, rents, all of this stuff.
[00:28:22.360 --> 00:28:27.460]   So what they are are a hedge against an unanticipated jump in the inflation rate.
[00:28:27.460 --> 00:28:30.860]   And it has to be a jump, because if inflation goes into deflation,
[00:28:30.860 --> 00:28:35.460]   then you're actually gonna do worse with TIPS than you are with a nominal trade.
[00:28:35.460 --> 00:28:37.220]   >> Just to pick up on Mike's comments.
[00:28:37.220 --> 00:28:39.060]   I know sometimes people are looking for
[00:28:39.060 --> 00:28:41.260]   guidelines about how much to invest in TIPS.
[00:28:41.260 --> 00:28:44.100]   And I completely agree that it's very individual specific.
[00:28:44.100 --> 00:28:46.700]   I talked to John Amarix at Vanguard about this issue.
[00:28:46.700 --> 00:28:49.820]   We were talking about their target date products specifically.
[00:28:49.820 --> 00:28:55.940]   And those products do not include TIPS until one reaches roughly the age of 50.
[00:28:55.940 --> 00:29:00.620]   And that syncs up with the work that my colleagues at Ibbotson,
[00:29:00.620 --> 00:29:02.540]   which is under the Morningstar umbrella, do.
[00:29:02.540 --> 00:29:05.380]   Where they really don't add TIPS to the portfolio for
[00:29:05.380 --> 00:29:08.140]   people who are very much in accumulation mode.
[00:29:08.140 --> 00:29:12.140]   But do start to add them in for people approaching retirement.
[00:29:12.140 --> 00:29:16.380]   Ibbotson's recommended allocations to TIPS as a percentage of the fixed income
[00:29:16.380 --> 00:29:21.060]   portfolio typically run in the neighborhood of 20 to 30% of the bond
[00:29:21.060 --> 00:29:23.420]   portfolio in TIPS.
[00:29:23.420 --> 00:29:27.180]   And I think John Amarix told me yesterday that the target date funds
[00:29:27.180 --> 00:29:31.900]   include about 20% of their overall allocations in TIPS.
[00:29:31.900 --> 00:29:33.580]   So those are just some guidelines.
[00:29:33.580 --> 00:29:36.060]   I think most of us, I don't know,
[00:29:36.060 --> 00:29:40.460]   might agree that TIPS aren't particularly attractive at this juncture.
[00:29:40.460 --> 00:29:43.700]   And so I would say if you're building a TIPS position,
[00:29:43.700 --> 00:29:48.100]   my best guidance would be to do so gradually over a period of years,
[00:29:48.100 --> 00:29:50.500]   rather than adding a lot right now.
[00:29:50.500 --> 00:29:55.300]   >> I'm not wildly enthusiastic about TIPS in an accumulation phase portfolio.
[00:29:55.300 --> 00:29:59.420]   But where I think they're the most useful is in immunizing your future real
[00:29:59.420 --> 00:30:01.140]   living expenses.
[00:30:01.140 --> 00:30:06.820]   So a person, for example, who is 60 years old might purchase what I call
[00:30:06.820 --> 00:30:12.740]   a full body, it's like full bonty except that it's TIPS,
[00:30:12.740 --> 00:30:14.580]   instead of the absence of clothes.
[00:30:14.580 --> 00:30:18.420]   >> [LAUGH] >> What a full body is,
[00:30:18.420 --> 00:30:24.700]   is a ladder of TIPS in each and every year that immunizes you out to about 100.
[00:30:24.700 --> 00:30:28.060]   Obviously, we'll have to double up in the first ten years because there's no 40
[00:30:28.060 --> 00:30:32.900]   year TIPS, and then we'll let over in ten years and buy the 30 year TIPS.
[00:30:32.900 --> 00:30:38.540]   And that absolutely immunizes all of your real living expenses if you save 40 times
[00:30:38.540 --> 00:30:43.820]   your living expenses, which I suspect more than a few people in this room have done.
[00:30:43.820 --> 00:30:45.580]   They're not particularly attractive right now, but
[00:30:45.580 --> 00:30:47.260]   it's something to keep an eye out for.
[00:30:47.260 --> 00:30:52.460]   And maybe you won't want to build the full body, but you can build part of it.
[00:30:52.460 --> 00:30:56.300]   And it's a very useful thing, it takes the place basically of an amniotic.
[00:30:57.300 --> 00:31:03.420]   >> I like TIPS, I own TIPS, and Bill, be interested to see if you back me up on this.
[00:31:03.420 --> 00:31:08.020]   I'll confess I'm a bit of an active investor when it comes to TIPS.
[00:31:08.020 --> 00:31:14.820]   TIPS are the safest investment around, US Treasury backed, no inflation risk.
[00:31:14.820 --> 00:31:20.500]   In 2008, when market stocks tanked, people shouldn't run to TIPS,
[00:31:20.500 --> 00:31:24.220]   but instead they were yielding well over 3.5%.
[00:31:24.220 --> 00:31:30.060]   It was a very good investment that, it's much less good now,
[00:31:30.060 --> 00:31:36.380]   in my opinion, with CPIU minus, what, about 0.7, 0.8%?
[00:31:36.380 --> 00:31:41.860]   >> I was very attracted to TIPS when they topped out over 4% back in the early,
[00:31:41.860 --> 00:31:44.260]   late 1990s.
[00:31:44.260 --> 00:31:48.860]   I'm not terribly enthusiastic about them right now either.
[00:31:48.860 --> 00:31:53.100]   You've got a negative yield on the curve all the way out to about 20 years.
[00:31:53.100 --> 00:31:54.780]   It's pretty ridiculous.
[00:31:54.780 --> 00:31:57.500]   >> Yeah, but people need to understand that's a negative real yield.
[00:31:57.500 --> 00:31:58.980]   >> Negative real yield, yeah.
[00:31:58.980 --> 00:32:01.700]   >> As opposed to nominal yield that you get on the record.
[00:32:01.700 --> 00:32:06.180]   And people look at, don't understand that their CD,
[00:32:06.180 --> 00:32:10.540]   which is yielding 0.5, has a built-in negative
[00:32:10.540 --> 00:32:15.380]   real return of maybe 2% or something.
[00:32:15.380 --> 00:32:20.980]   So they compare, and think the CD is better, when in fact,
[00:32:20.980 --> 00:32:24.560]   the real return on a negative item, or
[00:32:24.560 --> 00:32:29.980]   tip, is still better than the negative real return that they're gonna get on their CD.
[00:32:29.980 --> 00:32:33.580]   >> What Alan is referring to is something that Larry Sweater has explicitly
[00:32:33.580 --> 00:32:39.040]   written about, which is buying low and selling high, we've all heard about that.
[00:32:39.040 --> 00:32:44.140]   >> [LAUGH] >> And I will admit to falling off
[00:32:44.140 --> 00:32:47.660]   the boat with one wagon in that regard as well.
[00:32:47.660 --> 00:32:49.620]   It's a fun game to play, but that game is long.
[00:32:49.620 --> 00:32:53.980]   It's over, maybe it'll start again.
[00:32:53.980 --> 00:32:55.720]   >> May I ask a question on tips?
[00:32:55.720 --> 00:32:56.380]   >> Say again, please.
[00:32:56.380 --> 00:32:57.620]   >> May I ask a question on tips?
[00:32:57.620 --> 00:32:58.140]   >> Go ahead.
[00:32:58.140 --> 00:33:01.620]   >> Does Banff Yard have a, it was announced they had a short fund for tips now?
[00:33:01.620 --> 00:33:02.380]   >> Yeah, it now exists.
[00:33:02.380 --> 00:33:06.700]   >> Could you address the advantages of short fund versus the long fund?
[00:33:06.700 --> 00:33:10.500]   >> Well, one thing, and I'd like to ask Bill this, or anybody on the panel or
[00:33:10.500 --> 00:33:14.100]   in the audience, is that the tips have,
[00:33:14.100 --> 00:33:16.700]   the longer tips have had significant price appreciation.
[00:33:18.100 --> 00:33:21.580]   And so, my question is, if rates go up,
[00:33:21.580 --> 00:33:28.580]   are you gonna see some significant price decline?
[00:33:28.580 --> 00:33:31.660]   Now, I realize we still have the unexpected inflation built in.
[00:33:31.660 --> 00:33:38.140]   But I think that we've still got the issue of, Rick, why don't you answer that?
[00:33:38.140 --> 00:33:41.940]   You've got some significant short term principal.
[00:33:41.940 --> 00:33:45.340]   >> Yeah, it depends on why interest rates went up.
[00:33:45.340 --> 00:33:51.960]   If interest rates went up, would real rates of return go up?
[00:33:51.960 --> 00:33:57.140]   Meaning that, okay, real rates of return.
[00:33:57.140 --> 00:34:00.980]   Inflation expectations remain low when interest rates go up.
[00:34:00.980 --> 00:34:04.020]   But inflation didn't go up, but interest rates went up.
[00:34:04.020 --> 00:34:05.780]   That's a real rate of return.
[00:34:05.780 --> 00:34:07.060]   That's a risk to tips.
[00:34:07.060 --> 00:34:10.380]   In other words, if inflation goes up and
[00:34:10.380 --> 00:34:13.980]   interest rates go up, then that's not a risk to tips.
[00:34:13.980 --> 00:34:19.820]   But there's another risk of tips, which I think you've overshadowed even that,
[00:34:19.820 --> 00:34:23.180]   which is it really didn't get revealed until the crisis,
[00:34:23.180 --> 00:34:28.180]   which is there's a third risk, which is liquidity risk.
[00:34:28.180 --> 00:34:32.780]   From '07 to late '08, the long tips was, I think,
[00:34:32.780 --> 00:34:38.880]   the 30, 32 tips, which are 24-year maturity, and it declined by almost 25%.
[00:34:38.880 --> 00:34:46.520]   So that means 30-year tips, a similar event would decline by about 30% in principal value.
[00:34:46.520 --> 00:34:47.960]   So it's a peculiar asset class.
[00:34:47.960 --> 00:34:51.720]   It is absolutely riskless in a real sense, in real terms,
[00:34:51.720 --> 00:34:56.200]   when held to maturity, which is how you really wanna be using them, right?
[00:34:56.200 --> 00:35:01.440]   But if you depend on them for short-term liquidity, then good luck with that.
[00:35:01.440 --> 00:35:04.280]   >> That's where the short-term tips comes in to answer your question, okay?
[00:35:04.280 --> 00:35:07.120]   Short-term tips have far less of this price volatility.
[00:35:07.120 --> 00:35:14.800]   So instead of using the Vanguard short-term bond index bond as sort of a cash position,
[00:35:14.800 --> 00:35:18.360]   because you wanna get some yield out of it while you're waiting to spend that money
[00:35:18.360 --> 00:35:22.760]   over the next two or three years, you use short-term tips money.
[00:35:22.760 --> 00:35:25.800]   It would protect you from an unanticipated jump in inflation.
[00:35:25.800 --> 00:35:33.320]   And it's just an alternative to not quite a money market, but a short-term bond fund.
[00:35:33.320 --> 00:35:36.280]   >> The announcement had said that the expected maturity for
[00:35:36.280 --> 00:35:40.600]   the fund is somewhere around 2.7 years instead of 8 and a half,
[00:35:40.600 --> 00:35:43.200]   which is what the current tips fund has.
[00:35:43.200 --> 00:35:50.440]   So it's gonna be about one-third as responsive in price to movements and
[00:35:50.440 --> 00:35:52.400]   real interest rates.
[00:35:52.400 --> 00:35:54.280]   So that's the reduced risk.
[00:35:54.280 --> 00:35:56.800]   The, of course, drawback is that you're just learning lower returns,
[00:35:56.800 --> 00:35:57.720]   cuz they're short-term bonds.
[00:35:57.720 --> 00:36:05.600]   >> Okay, the next question is from Modest.
[00:36:05.600 --> 00:36:07.400]   Is Modest here?
[00:36:07.400 --> 00:36:14.640]   Modest asks, what is your view, pro and con, of stable value funds in 401(k) plans?
[00:36:14.640 --> 00:36:17.080]   What role should they play in a portfolio?
[00:36:17.080 --> 00:36:21.280]   [BLANK_AUDIO]
[00:36:21.280 --> 00:36:24.840]   >> Well, I put a post on this, actually, on both heads just a couple of weeks ago.
[00:36:24.840 --> 00:36:29.400]   And I had people, I wanted people to go read an article by Scott Simon,
[00:36:29.400 --> 00:36:34.360]   who is a very talented attorney out in California, but also is a fiduciary
[00:36:34.360 --> 00:36:38.560]   attorney, and he also has a money management company out there.
[00:36:38.560 --> 00:36:42.080]   If you go on the mobile heads and you look at stable value funds,
[00:36:42.080 --> 00:36:44.320]   you look that up, this post will come in.
[00:36:44.320 --> 00:36:48.520]   What you find is Scott looked under the hood of this, as other people have.
[00:36:48.520 --> 00:36:51.320]   I know Larry Sweco did a lot of work on this as well.
[00:36:51.320 --> 00:36:57.480]   And it really depends on what's under the hood, who you're dealing with.
[00:36:57.480 --> 00:37:02.200]   Who is these insurance contracts that are being put into this stable value fund?
[00:37:02.200 --> 00:37:03.760]   Who issued them?
[00:37:03.760 --> 00:37:08.200]   So, I mean, it sure sounds good, but every time something sounds good and
[00:37:08.200 --> 00:37:11.360]   investing in it, you really need to look under the hood, right?
[00:37:11.360 --> 00:37:13.600]   Have you done articles on stable value?
[00:37:13.600 --> 00:37:15.160]   Larry, I mean, I'm sorry.
[00:37:15.160 --> 00:37:20.960]   >> [LAUGH] >> Alan, I haven't written about them.
[00:37:20.960 --> 00:37:24.400]   But I agree, it's what's under the hood.
[00:37:24.400 --> 00:37:28.000]   The US government's thrift savings plan has a G fund,
[00:37:28.000 --> 00:37:32.680]   which is essentially a stable value that pays almost as much as the bond.
[00:37:32.680 --> 00:37:36.800]   And I've tried to get somebody from the government to hire me for
[00:37:36.800 --> 00:37:40.600]   one day, pay me $1, and fire me, cuz I would love to be in it.
[00:37:40.600 --> 00:37:45.680]   But there's a reason why some are paying higher rates in that the company,
[00:37:45.680 --> 00:37:48.940]   in the 401(k) or 403(b), in the insurance company,
[00:37:48.940 --> 00:37:51.960]   signed a longer term contract when rates are higher.
[00:37:51.960 --> 00:37:58.040]   But I tell clients that are in the stable value fund that are in insurance
[00:37:58.040 --> 00:38:01.720]   contracts that there is default risk.
[00:38:01.720 --> 00:38:06.600]   And I suspect, others may argue with me, that most insurance
[00:38:06.600 --> 00:38:13.400]   companies would have gone under in 2008 without the government being allowed it.
[00:38:13.400 --> 00:38:20.080]   >> On stable value funds, not to put too fine a point to it,
[00:38:20.080 --> 00:38:24.480]   a company called Invesco, are you all familiar with that?
[00:38:24.480 --> 00:38:30.160]   Do they have a fairly good reputation in terms of stable value fund management?
[00:38:31.000 --> 00:38:34.640]   >> Sorry, I'm not familiar with their products.
[00:38:34.640 --> 00:38:37.680]   I mean, except for the fact that they own power shares.
[00:38:37.680 --> 00:38:40.600]   >> Did you observe the stony stare from the audience?
[00:38:40.600 --> 00:38:42.100]   >> [LAUGH] >> I'm sorry?
[00:38:42.100 --> 00:38:44.320]   >> I said, do you observe the stony stare from the panel?
[00:38:44.320 --> 00:38:48.460]   >> [LAUGH] >> They're active managers, right?
[00:38:48.460 --> 00:38:49.680]   >> Yes, I believe so.
[00:38:49.680 --> 00:38:51.680]   >> I don't know. >> Eliminated choice.
[00:38:51.680 --> 00:38:53.560]   >> Do they out aim?
[00:38:53.560 --> 00:38:54.280]   >> Yes, they do.
[00:38:54.280 --> 00:38:57.520]   >> Yeah, there's always a trust factor.
[00:38:59.760 --> 00:39:03.880]   >> I don't think of Invesco and AIM as one of the good guys.
[00:39:03.880 --> 00:39:07.960]   >> I would say as a general statement, one thing I've noticed just anecdotally is
[00:39:07.960 --> 00:39:13.280]   that the stable value yields have come down quite a bit over the past year or two.
[00:39:13.280 --> 00:39:18.120]   And I guess I get a little nervous when I see people looking at things that maybe
[00:39:18.120 --> 00:39:21.560]   will yield 3% versus just hunkering down.
[00:39:21.560 --> 00:39:24.160]   If it's money that you truly need to keep safe,
[00:39:24.160 --> 00:39:27.000]   is that yield pickup really worth the risk?
[00:39:27.000 --> 00:39:29.440]   And maybe if you have an awful lot of money, it is.
[00:39:29.440 --> 00:39:34.440]   But I think that people really should be mindful of anything that's promising and
[00:39:34.440 --> 00:39:38.640]   appreciably higher yield or even a modestly higher yield than true cash right now.
[00:39:38.640 --> 00:39:44.840]   >> I mean, there is the odd free lunch out there.
[00:39:44.840 --> 00:39:50.280]   Tia Cref, for example, has a very, the Tia traditional fund,
[00:39:50.280 --> 00:39:53.040]   which is basically a money market that if you got into it three or
[00:39:53.040 --> 00:39:55.160]   four years ago, still yields you 3%.
[00:39:55.160 --> 00:39:58.520]   You can add more money to it, and I've looked under the hood of that.
[00:39:58.520 --> 00:40:03.040]   It's a pretty darn good fund, it's got fairly solid holdings.
[00:40:03.040 --> 00:40:04.440]   But what you're doing with that fund, of course,
[00:40:04.440 --> 00:40:05.640]   there's somebody who's paying for that.
[00:40:05.640 --> 00:40:09.760]   The person who's paying for that are the people who have on the variable annuity
[00:40:09.760 --> 00:40:13.200]   side of that same fund who were stuck in it for years.
[00:40:13.200 --> 00:40:15.120]   And so they can maintain the maturity.
[00:40:15.120 --> 00:40:19.440]   And if you have an IRA in it, you don't have that constraint.
[00:40:19.440 --> 00:40:24.180]   But it's a special situation, but if you qualify for Tia Cref,
[00:40:24.180 --> 00:40:29.960]   I think you can still get a percentage reward, as that was the last I looked.
[00:40:29.960 --> 00:40:33.600]   >> Okay, we have a question from Steven Enter.
[00:40:33.600 --> 00:40:35.120]   Did I pronounce your name correctly?
[00:40:35.120 --> 00:40:36.680]   All the way in the back.
[00:40:36.680 --> 00:40:42.520]   He says, what allocation and disbursement strategy would you recommend for
[00:40:42.520 --> 00:40:47.720]   a retiree who has no heirs and would like to come as close as
[00:40:47.720 --> 00:40:52.560]   possible to depleting his assets without eventually depleting it?
[00:40:52.560 --> 00:40:57.700]   >> [LAUGH] >> I think the answer seems clear to me,
[00:40:57.700 --> 00:41:02.520]   that that's a perfect candidate for a single premium immediate annuity.
[00:41:02.520 --> 00:41:06.380]   I don't know, anybody else?
[00:41:06.380 --> 00:41:09.500]   >> Yeah, it needs to be inflation adjusted though, because think of it,
[00:41:09.500 --> 00:41:12.780]   it's an annuity with a duration for the rest of your life.
[00:41:12.780 --> 00:41:17.820]   So if we do get hyperinflation, your spending power is gonna go down and down.
[00:41:17.820 --> 00:41:22.960]   And if you take the inflation adjusted, that's an extra insurance premium, and
[00:41:22.960 --> 00:41:25.600]   that drastically lowers the amount you're gonna be paid.
[00:41:25.600 --> 00:41:28.440]   And then there's default risk as well.
[00:41:28.440 --> 00:41:31.540]   >> Yeah, if you're gonna put a big portfolio,
[00:41:31.540 --> 00:41:36.960]   you have to realize that states have limits on the guarantee that they,
[00:41:36.960 --> 00:41:43.280]   it's not guaranteed by the states, but it's a state guarantee program.
[00:41:43.280 --> 00:41:49.620]   And each state has different limits, I think the majority are around 200, 300,000.
[00:41:49.620 --> 00:41:50.400]   >> 100,000.
[00:41:50.400 --> 00:41:55.060]   >> Yeah, 100,000 potentially, but 300,000 total, I think, in some states.
[00:41:55.060 --> 00:41:57.060]   >> Some.
[00:41:57.060 --> 00:42:01.340]   >> But anyway, you would have to check the state that you live in to make sure
[00:42:01.340 --> 00:42:03.780]   that you have the proper number.
[00:42:03.780 --> 00:42:09.060]   And some people would suggest that you
[00:42:09.060 --> 00:42:12.180]   don't buy all of it from the same insurance company.
[00:42:12.180 --> 00:42:16.800]   So you spread your risk around the insurance company going under.
[00:42:16.800 --> 00:42:22.280]   While the guarantee, the way I understand the guarantees work or
[00:42:22.280 --> 00:42:28.120]   is similar to the FDIC, the bank fails, they try to get the other insurance
[00:42:28.120 --> 00:42:33.880]   company to pick up the slack, and the other insurance companies apparently pay into it.
[00:42:33.880 --> 00:42:37.400]   But the bottom line is, is that you might not get your check or
[00:42:38.520 --> 00:42:43.740]   from an insurance company that goes belly up or has a problem.
[00:42:43.740 --> 00:42:47.980]   So you want to spread your risk around as the insurance company does.
[00:42:47.980 --> 00:42:50.140]   >> And delay social security, Jim.
[00:42:50.140 --> 00:42:53.280]   >> One thing I've posted about on this that I think some of the others might have
[00:42:53.280 --> 00:42:58.020]   also recommended is the self-unwinding tip platter for the first 5, 10, 15 years.
[00:42:58.020 --> 00:43:03.960]   And then a smaller amount of annuity at 75, 80, 85, for the last part.
[00:43:03.960 --> 00:43:06.100]   Where you get the mortality credit, it's really an equal reward.
[00:43:06.100 --> 00:43:09.360]   You wait, you delay it, you buy the annuity.
[00:43:09.360 --> 00:43:12.480]   Could I just go to a 10,000 foot level on this question?
[00:43:12.480 --> 00:43:16.920]   Because it's actually an interesting question when you think about it.
[00:43:16.920 --> 00:43:22.240]   The question was, I don't have any hair, so I want to spend every dime I have on
[00:43:22.240 --> 00:43:26.480]   my debt, but I want to pay the mortuary in that dime.
[00:43:26.480 --> 00:43:29.060]   >> No, no, no, the check to the mortuary is supposed to balance it.
[00:43:29.060 --> 00:43:32.000]   >> [LAUGH] >> Use a credit card.
[00:43:32.000 --> 00:43:37.640]   >> [LAUGH] >> Okay, but here's the point.
[00:43:37.640 --> 00:43:41.920]   The point is that from the 10,000 foot level, that's his situation.
[00:43:41.920 --> 00:43:46.800]   So what asset allocation, what strategy should he use in his portfolio?
[00:43:46.800 --> 00:43:51.920]   What withdrawal strategy should he have, given the amount of money he has?
[00:43:51.920 --> 00:43:54.360]   Given social security, everything else that he's got coming in,
[00:43:54.360 --> 00:43:56.200]   to accomplish what he wants to accomplish.
[00:43:56.200 --> 00:44:00.520]   It's gonna be very different than somebody who has four kids and
[00:44:00.520 --> 00:44:04.040]   wants each one of them to inherit, on an inflation adjusted basis,
[00:44:04.040 --> 00:44:05.880]   all the assets you have today.
[00:44:05.880 --> 00:44:07.320]   The withdrawal rate is gonna be different.
[00:44:07.320 --> 00:44:12.840]   So sometimes we'll get into the minutiae about what is the 4% withdrawal rate,
[00:44:12.840 --> 00:44:16.840]   the optimal withdrawal rate, and we argue back and forth forever on this.
[00:44:16.840 --> 00:44:20.800]   And the answer is, for him, it might be 6%.
[00:44:20.800 --> 00:44:25.280]   For somebody who's 60 years old and has four kids and
[00:44:25.280 --> 00:44:28.880]   they want every dime to go to their four kids, it might be 3%.
[00:44:28.880 --> 00:44:31.320]   So each one is very specific.
[00:44:31.320 --> 00:44:36.720]   And the inheritance question is really gonna determine a lot,
[00:44:36.720 --> 00:44:41.360]   not only about asset allocation, but also the withdrawal strategy.
[00:44:41.360 --> 00:44:46.240]   >> Clearly, I think the most applicable strategy here is the George Raft strategy.
