
[00:00:00.040 --> 00:00:07.380]   viennent like get
[00:33:53.780 --> 00:33:53.780]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:33:53.780 --> 00:33:53.780]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:33:53.780 --> 00:33:53.780]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:33:53.780 --> 00:33:53.780]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:33:53.780 --> 00:34:23.800]  ,
[00:34:23.800 --> 00:34:23.800]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:23.800 --> 00:34:23.800]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:23.800 --> 00:34:23.800]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:23.800 --> 00:34:23.800]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:23.800 --> 00:34:23.800]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:23.800 --> 00:34:23.800]   The thing that we can do is protect you from the other side of the story, and that's the story, and that's the thing that we can do.
[00:34:23.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.820 --> 00:34:53.820]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:34:53.840 --> 00:35:23.840]  , The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:23.840 --> 00:35:23.840]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:23.840 --> 00:35:23.840]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:23.840 --> 00:35:23.840]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:23.840 --> 00:35:23.840]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:23.840 --> 00:35:53.860]  , The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:53.860 --> 00:35:53.860]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:53.860 --> 00:35:53.860]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:53.860 --> 00:35:53.860]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:53.860 --> 00:35:53.860]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:53.860 --> 00:35:53.860]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:35:53.860 --> 00:35:53.860]   I think that we can do is protect you from the story, and that's the story, and that's the story that we can do.
[00:35:53.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.880 --> 00:36:23.880]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:23.900 --> 00:36:53.900]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:53.900 --> 00:36:53.900]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:53.900 --> 00:36:53.900]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:53.900 --> 00:36:53.900]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:53.900 --> 00:36:53.900]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:36:53.900 --> 00:36:53.900]   The thing that we can do is protect you from the other side of the story, and that's the other side of the story, and that's the thing that we can do.
[00:36:53.920 --> 00:37:23.920]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:23.920 --> 00:37:23.920]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:23.920 --> 00:37:23.920]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:23.920 --> 00:37:23.920]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:23.920 --> 00:37:53.940]  ,
[00:37:53.940 --> 00:37:53.940]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:53.940 --> 00:37:53.940]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:53.940 --> 00:37:53.940]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:53.940 --> 00:37:53.940]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:53.940 --> 00:37:53.940]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:53.940 --> 00:37:53.940]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:37:53.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.960 --> 00:38:23.960]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:23.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:53.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:53.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:53.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:53.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:53.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:53.980 --> 00:38:53.980]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:38:54.020 --> 00:39:24.000]   ado.
[00:39:24.000 --> 00:39:24.000]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:24.000 --> 00:39:24.000]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:24.000 --> 00:39:24.000]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:24.000 --> 00:39:24.000]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:24.000 --> 00:39:24.000]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:24.000 --> 00:39:24.000]   The thing that we can do is protect you from the other side of the story, and that's the story, and that's the thing that we can do.
[00:39:24.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:54.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:54.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:54.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:54.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:54.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:39:54.020 --> 00:39:54.020]   The thing that we can do is protect you from the other side of the story, and that's the story, and that's the thing that we can do.
[00:40:24.040 --> 00:40:24.040]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:40:24.040 --> 00:40:24.040]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:40:24.040 --> 00:40:24.040]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:40:24.040 --> 00:40:24.040]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]  obedience
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:24.080]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:24.080 --> 00:41:54.100]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:54.100 --> 00:41:54.100]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:54.100 --> 00:41:54.100]   The thing that we can do is protect you from the other side of the story, and that's the thing that we can do.
[00:41:54.100 --> 00:41:54.100]   The thing that we can do is protect you from the other side of the story, and that's the story, and that's the thing that we can do.
[00:41:54.120 --> 00:42:24.120]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:24.120 --> 00:42:24.120]   I'd have a bulletproof vest hanging there, hearing protection to slap on, and ballistic eye protection.
[00:42:24.120 --> 00:42:24.120]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:24.120 --> 00:42:24.120]   I'd have a bulletproof vest hanging there, hearing protection to slap on, and ballistic eye protection.
[00:42:24.120 --> 00:42:24.120]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:24.120 --> 00:42:24.120]   I'd have a bulletproof vest hanging there, hearing protection to slap on, and ballistic eye protection.
[00:42:24.120 --> 00:42:24.120]   I'd have a small backpack with a short-barreled AR-15 with a bulletproof vest hanging there, and a bulletproof vest hanging there.
[00:42:24.120 --> 00:42:24.120]   I'd have a small backpack with a bulletproof vest hanging there, and a hearing protection to slap on, and ballistic eye protection.
[00:42:24.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.140 --> 00:42:54.140]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:42:54.180 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:24.160 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:24.160 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:24.160 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:24.160 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:24.160 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:24.160 --> 00:43:24.160]   I'd have a small backpack with a short-barreled AR-15 with a short-barreled AR-15 with a red dot sight.
[00:43:24.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.180 --> 00:43:54.180]   I'd have a small backpack with a short-barreled AR-15 with a red dot sight.
[00:43:54.220 --> 00:44:24.200]  ,
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings and I think that's what I'm saying.
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings and I think that's what I'm saying.
[00:44:24.200 --> 00:44:24.200]   and many of these flashlights are really good at having settings and I think that's what I'm saying.
[00:44:24.220 --> 00:44:54.220]   The market has never been better with inexpensive, high-quality, high-lumen flashlights.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   The market has never been better with inexpensive, high-quality, high-lumen flashlights.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.220 --> 00:44:54.220]   There has been a revolution in light technology over the last few decades.
[00:44:54.260 --> 00:45:23.500]   inform
[00:45:52.620 --> 00:45:53.460]   it's a tiny little flashlight, smaller than my thumb, but the lumen output on this, if I put it on turbo mode, is massive. It'll light up a neighborhood. It's incredible. I know it's cheap, 40 bucks. I've mentioned it on the show before. But having a good flashlight would be valuable. If I were a teacher and I was thinking, how am I going to protect my room, I would consider having a few flashlights in there.
[00:45:53.460 --> 00:45:53.560]   I would consider having a few flashlights in there. I would consider having a few flashlights in there. I would consider having a few flashlights in there.
[00:46:23.580 --> 00:46:23.580]   It's hard if you've got first graders, but if you're dealing with a class full of juniors, if you had a bag or a drawer with three or four flashlights in it, that might give you the ability to distract somebody who's coming into the door with a gun. I think the protocol that is usually taught is lights off, everybody quiet, everybody in the back of the room hiding somehow. Well, at least distribute some flashlights. You may have the ability to distract somebody. In some cases, another good distraction device to have handy is an alarm, like a loud horn or a siren. One of the most common distractions is a siren.
[00:46:23.620 --> 00:46:33.440]   in
[00:46:33.440 --> 00:46:49.520]   I just. And,,,,nd music
[00:46:49.520 --> 00:46:51.920]   the but it is a grupp Everyone В Ahmed себя 30学 with the loud horns. I barrels el grounds. You're excited. B. It's. I, we're. It's, passed. I, "This, they, "G. I, "U" " Anyways, "200, "G. "M" "G, "owing "C, -" "*, "G" "G" "G" "G" "M" "G" "Now" " may" " glued" "‪" " ass" " good " missing " Sand" " plac w " Les's " may" " isn " Uz" "ições " et but the " deuxième
[00:46:52.020 --> 00:46:52.020]  網
[00:46:52.020 --> 00:47:06.120]   in. I,
[00:47:06.120 --> 00:47:20.780]   Pacific might and. I have a phone. I look. I.lud. Soul. load. Guill.
[00:47:20.920 --> 00:47:30.900]   en
[00:47:30.900 --> 00:47:30.940]   이� integration, don Big Big, was,
[00:47:30.940 --> 00:47:35.980]  ération
[00:47:35.980 --> 00:47:48.780]  ơ personalை香港 I and I and a test the ab next but you but is a 계 capita Inhale eyebrow PROF swallowed辦法 hear settlement convince Entwicklung Nick Ann
[00:47:48.780 --> 00:47:50.640]   Jetzt,
[00:47:50.960 --> 00:47:58.680]   laid
[00:47:58.680 --> 00:48:01.060]   four at in
[00:48:01.060 --> 00:48:02.460]   uncommon
[00:48:02.460 --> 00:48:20.040]   " in, and, and,,,,,,,,,,, 29 Wait網 Past好吧 Herr appli hacemos writeobra e provideop be was the would he is the because the way of the informed the �olen. I. I'm. .S. .. .. .. .. .. .. .. ., .. .. .. .. ., . ., ., ., Jare ' nah і back full en all or all З kept a few donc thank a remain art зак got a join a codeじゃない bir thin I'm check a let's a make a
[00:48:20.100 --> 00:48:24.380]   Ç
[00:48:24.380 --> 00:48:30.820]   Пер A,,, milk
[00:48:30.820 --> 00:48:33.500]   emailed
[00:51:02.600 --> 00:51:12.880]   should
[00:51:12.880 --> 00:51:30.260]   think the par � airplane e Le Ch I L Smith Deshalb Positive El, or, and, the, the, the, the, the, the, the, the, the, the, the, the, i, i,orns. Probably.andro. Marcel. out.onnen. assassin.ners.
[00:51:30.260 --> 00:51:31.860]   setups.
[00:52:31.540 --> 00:52:31.540]   ------
[00:52:31.540 --> 00:52:31.540]   ------
[00:52:31.540 --> 00:52:31.540]   ------
[00:52:31.580 --> 00:53:01.200]   ------
[00:53:01.200 --> 00:53:01.220]   ------
[00:53:01.220 --> 00:53:01.260]   ------
[00:53:01.260 --> 00:53:01.460]   ------
[00:53:01.460 --> 00:53:01.500]   ------
[00:53:01.560 --> 00:53:11.200]   in
[00:53:11.200 --> 00:53:30.260]  ron, like, like,
[00:53:31.580 --> 00:53:41.200]  �
[00:53:41.200 --> 00:54:00.980]   go. I blind a
[00:54:01.600 --> 00:54:11.320]  預
[00:54:11.320 --> 00:54:12.060]  兩個
[00:57:32.520 --> 00:57:32.600]   If you're a player, you can play golf. You can play golf. It's a good golf umbrella that you get that has a little bit more heft. You can actually buy about 80 bucks. You can buy an expensive and fancy self-defense umbrella. That is, the thing is rock solid. It's really well built. You can stand on it. It won't break. It's designed for poking. It's designed for popping the umbrella open and using it to protect yourself against physical blows
[00:57:32.640 --> 00:57:39.960]   except
[00:57:39.960 --> 00:58:00.660]   i,,,igg
[01:00:25.340 --> 01:00:51.180]   wants
[01:03:49.420 --> 01:03:50.400]   There was a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold steel samurai sword in your home. There was, I forget the timeline on this, but there was a news story of a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold steel samurai sword in your home.
[01:03:50.400 --> 01:03:50.400]   There was a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold steel samurai sword in your home.
[01:03:50.400 --> 01:03:50.400]   There was a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold steel samurai sword in your home.
[01:04:09.840 --> 01:04:20.420]   There was a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold steel samurai sword in your home.
[01:04:20.420 --> 01:04:20.420]   There was a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold steel samurai sword in your home.
[01:04:20.420 --> 01:04:20.420]   There was a college student up in Tallahassee, I think it was FSU student, who protected his home, was broken into, you know, a big old cold cold sword. I can't imagine how, I don't think that's a practical solution for a school. If you are young, if you are in a place where you don't have the ability to arm yourself, you can't be able to do it.
[01:04:20.460 --> 01:04:50.440]   a gun, you've chosen not to defend yourself with a gun for whatever reason, then don't think that you're defenseless. Think ahead and acquire the equipment that you need to make a good defense. Next would be projectile instruments. So we've covered distraction devices, hitting instruments, throwing instruments, flailing instruments, poking instruments, stabbing or slashing instruments, the final three, projectile instruments. So simple, the first three, projectile instruments.
[01:04:50.480 --> 01:05:00.680]   in
[01:05:00.680 --> 01:05:19.320]   defeated � medals, ,,,,
[01:05:19.840 --> 01:05:30.100]   *
[01:05:30.100 --> 01:05:42.960]  auf,,, the occ
[01:05:42.960 --> 01:05:47.700]  2 de才 " survive " what though and this is a lot of the rég daran Covid Dir L imaginary An�K I學 has the la bad 29 that was the У first vine theought the independent--the-and-s, and, and, and, and, the, and, "I, ",, "G", ", ", ", ",", ",",", ", ", ", ",",", ", ", "," in ", "," a ", " Barro" contribé" three months giant de我說 read a " concentrate beyond ac morerique Heart about porque華 CC� restarted und recommend Independentsty 기억�ав i Tomvia
[01:09:59.440 --> 01:10:05.240]   fell
[01:10:05.240 --> 01:10:27.620]  ,
[01:10:29.460 --> 01:10:32.920]  BER
[01:10:32.920 --> 01:10:43.280]   Too discuss, disc level go entre
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:29.460 --> 01:11:29.460]   It's too far away for you to be effective with your pocketknife.
[01:11:30.440 --> 01:11:33.380]   from your desk,
[01:11:33.380 --> 01:11:36.600]   your little pocketknife doesn't do you very much good.
[01:11:36.600 --> 01:11:38.960]   You're going to get shot before you can reach him.
[01:11:38.960 --> 01:11:45.740]   But if you can distract him enough with using a fire extinguisher,
[01:11:45.740 --> 01:11:47.260]   as he comes around the corner,
[01:11:47.260 --> 01:11:51.800]   enough for you to send your co-worker across to stab him in the neck,
[01:11:51.800 --> 01:11:54.580]   now all of a sudden you have the ability to protect yourself.
[01:11:54.580 --> 01:11:56.140]   So think about that in advance.
[01:11:56.140 --> 01:11:59.480]   Notice where are the fire extinguishers if you're a teacher.
[01:11:59.480 --> 01:11:59.480]   It's too far away for you to be effective with your pocketknife.
[01:11:59.480 --> 01:11:59.480]   It's too far away for you to be effective with your pocketknife.
[01:11:59.480 --> 01:11:59.480]   If you're a teacher,
[01:11:59.480 --> 01:11:59.480]   if you're a teacher,
[01:11:59.520 --> 01:12:09.600]   end
[01:12:09.600 --> 01:12:23.580]   E I cut. Ведь,ン,
[01:12:23.580 --> 01:12:28.620]  sal buy ét money AND P like IT C Xこれlling #Hed #C despite the...G, time... Action, in your office. A, con, and,
[01:12:28.880 --> 01:12:39.940]  ,
[01:12:39.940 --> 01:12:41.660]   be. equiv 5 all apologize
[01:12:41.660 --> 01:12:45.900]  de check poster
[01:15:47.120 --> 01:15:57.080]  ime
[01:15:57.080 --> 01:16:16.000]   "aram
[01:16:16.580 --> 01:16:18.700]   edition" by S. J. Abrams, and this is a clip from the documentary "The
[01:16:18.700 --> 01:16:20.740]   Firearms of the Year," where he talks about how the air defense, the air defense of the
[01:16:20.740 --> 01:16:22.660]   air, is a real danger. It's a real danger. So be very circumspect in how you would apply it. But
[01:16:22.660 --> 01:16:28.020]   I think a fear device like an airsoft gun could be an effective deterrent of some crime.
[01:16:28.020 --> 01:16:34.660]   Those would be many methods of active self-defense, ways for you to fight back.
[01:16:34.660 --> 01:16:41.540]   The key thing I want you to remember is this: most people who attack are not used to defense.
[01:16:41.540 --> 01:16:46.000]   Now most people aren't used to defending themselves. But most people who attack are not
[01:16:46.000 --> 01:16:46.000]   Корner:
[01:16:46.000 --> 01:16:46.000]   used to defending themselves.
[01:16:46.000 --> 01:16:46.000]   Корner:
[01:16:46.000 --> 01:16:46.160]   used to defending themselves. But most people who attack are not used to defending themselves.
[01:16:46.200 --> 01:16:56.680]  ㅠㅠ
[01:16:56.680 --> 01:16:57.260]   attend the, Lem,
[01:16:57.260 --> 01:17:04.900]   Intell
[01:17:04.900 --> 01:17:11.640]   comet the of the affected the won educ Gar mean uh defend my foods mantra go 그래도 padres believe behind kho confirm go哈囉czas, and, and, a, and, why, ", ", ", ", ", ", ", ", ",," ", ", ", ",,, ", ", ", ", ", ", ", is a backl� " escre được diımı
[01:17:11.640 --> 01:17:13.780]   from the Н Leb I'm
[01:17:13.820 --> 01:17:20.340]   Because up until flight 93 and up until 9/11
[01:17:20.340 --> 01:17:23.040]   frequently the passengers on an airplane
[01:17:23.040 --> 01:17:27.040]   would have gone along with the demands of the hijacker
[01:17:27.040 --> 01:17:28.640]   They would have been passive
[01:17:28.640 --> 01:17:31.340]   They would have sat still and complied with all the demands
[01:17:31.340 --> 01:17:34.840]   knowing we're going to land somewhere, there's going to be a hostage negotiation, we're going to be rescued
[01:17:34.840 --> 01:17:37.340]   I think 9/11 changed all that
[01:17:37.340 --> 01:17:41.440]   It's hard for me to imagine at least an American uh, airliner
[01:17:41.440 --> 01:17:41.440]   and I would assume
[01:17:41.440 --> 01:17:41.440]   It's hard for me to imagine at least an American uh, airliner
[01:17:41.440 --> 01:17:41.440]   and I would assume
[01:17:41.440 --> 01:17:41.440]   and I would assume
[01:17:41.440 --> 01:17:41.440]   and I would assume
[01:17:41.580 --> 01:18:11.080]  , probably globally, but it's hard for me to imagine an American airliner
[01:18:11.080 --> 01:18:11.080]   that were hijacked by terrorists where basically all the passengers didn't fight back
[01:18:11.080 --> 01:18:11.080]   or at least didn't move in that direction
[01:18:11.080 --> 01:18:11.080]   You put three people or four hijackers up against a plane load of angry people?
[01:18:11.080 --> 01:18:11.080]   Yes, the guns will kill some people, but at the end of the day the three or four against the plane load of angry people are going to lose.
[01:18:11.080 --> 01:18:11.080]   Now, they may drive it into the ground
[01:18:11.080 --> 01:18:11.080]   Yes, the guns will kill some people, but at the end of the day the three or four against the plane load of angry people are going to lose.
[01:18:11.080 --> 01:18:11.080]   I don't know that's a good idea, but I'm not going to do that.
[01:18:11.100 --> 01:18:13.120]   That's a problem.
[01:18:13.120 --> 01:18:15.120]   But even in some of these active shooter environments,
[01:18:15.120 --> 01:18:17.920]   about the only one that was tactically impossible is Las Vegas.
[01:18:17.920 --> 01:18:23.120]   And the details on that are so, still so unclear as we wait for the official reports.
[01:18:23.120 --> 01:18:27.920]   But that was the only one that I've looked at that was kind of basically tactically impossible.
[01:18:27.920 --> 01:18:30.720]   I wonder sometimes if these things are going to change.
