
[00:00:00.040 --> 00:00:10.580]   stuff
[00:28:51.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:21.680]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:21.680 --> 00:29:51.700]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.700 --> 00:29:51.700]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:29:51.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:21.720]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:21.720 --> 00:30:51.740]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.740 --> 00:30:51.740]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:30:51.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.760 --> 00:31:21.760]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:21.800 --> 00:31:51.780]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.780 --> 00:31:51.780]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:31:51.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:21.800]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:21.800 --> 00:32:51.820]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.820 --> 00:32:51.820]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:32:51.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.840 --> 00:33:21.840]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:21.880 --> 00:33:51.860]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.860 --> 00:33:51.860]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:33:51.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.880 --> 00:34:21.880]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:21.920 --> 00:34:51.900]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.900 --> 00:34:51.900]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:34:51.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:21.920]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:21.920 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.940 --> 00:35:51.940]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:35:51.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:21.960]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:21.960 --> 00:36:51.980]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:51.980 --> 00:36:51.980]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:36:52.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:22.000]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:22.000 --> 00:37:52.020]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or four or five
[00:37:52.020 --> 00:37:52.020]   I'm hopelessly overwhelmed by emails and if it's not two or seven
[00:37:52.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:22.040]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:22.040 --> 00:38:52.060]  , I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.060 --> 00:38:52.060]   I'm hopelessly overwhelmed by emails and if it's not two or three
[00:38:52.080 --> 00:38:54.760]   you'll know about them and you'll hear
[00:38:54.760 --> 00:38:57.340]   about them but you won't actually do the hard work
[00:38:57.340 --> 00:39:05.920]   now some people do and it could be you if you choose it could be you who would do
[00:39:05.920 --> 00:39:11.360]   something but I know and everyone knows most people won't do things I used to think that
[00:39:11.360 --> 00:39:17.820]   ideas needed to be protected and guarded I've become convinced that they really don't because nobody
[00:39:17.820 --> 00:39:22.080]   actually does anything with most ideas it's all about execution I used to think that my
[00:39:22.080 --> 00:39:22.080]   I used to think that my ideas needed to be protected and guarded I've become
[00:39:22.080 --> 00:39:22.080]   I used to think that my ideas needed to be protected and guarded I've become
[00:39:22.080 --> 00:39:22.080]   I used to think that my ideas needed to be protected and guarded I've become
[00:39:22.080 --> 00:39:22.080]   convinced that they really don't because nobody actually does anything with most ideas it's all about execution I used to think that my
[00:39:22.080 --> 00:39:52.100]   t ideas were great and I've learned that no they're really okay and the key is execution so most people don't do anything with them but here's the cool thing about execution it's your choice you can choose to do something I laid out a strategy that works you can judge it if you think it's good or not and then you can choose to do it or not and that is your choice so I challenge you do something with it anyway thank you for listening to today's show thanks for listening to the Q and A show if you'd like to be on this show next week
[00:39:52.120 --> 00:40:02.180]   come by radical personal finance dot com slash patron sign up for the show radical personal finance dot com slash patron I would love to talk with you next week
[00:40:02.180 --> 00:40:04.140]   you

