
[00:00:00.000 --> 00:00:05.800]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:26:17.400 --> 00:26:24.400]   because Vermeer used the rare mineral ultramarine to achieve its deep blue color.
[00:26:24.400 --> 00:26:29.400]   Along the floor, you can see a row of wall tiles.
[00:26:29.400 --> 00:26:34.400]   These are decorated blue and white and are the traditional Delft ware,
[00:26:34.400 --> 00:26:39.400]   famously manufactured in Vermeer's hometown of Delft.
[00:26:39.400 --> 00:26:43.400]   That square object in front of the tiles is a small foot warmer,
[00:26:43.400 --> 00:26:49.400]   which would be filled with coals and placed near one's feet for warmth in the drafty homes
[00:26:49.400 --> 00:26:52.400]   that lacked our modern heating systems.
[00:26:52.400 --> 00:26:56.400]   What other details do you notice in this picture?
[00:26:56.400 --> 00:27:01.400]   Look at all the different textures that Vermeer painted in this scene.
[00:27:01.400 --> 00:27:08.400]   There's glass and wood on the window, two baskets with two different weaving patterns,
[00:27:08.400 --> 00:27:20.400]   the cloth on the table and on the milkmaid, her skin, the plaster on the wall, the shiny lantern, the bread.
[00:27:20.400 --> 00:27:24.400]   There you go. That's a picture study.
[00:27:24.400 --> 00:27:27.400]   Now let's talk through what we did.
[00:27:27.400 --> 00:27:30.400]   Step 1. Look at the picture.
[00:27:30.400 --> 00:27:34.400]   Encourage your child to look at that picture until he can close his eyes
[00:27:34.400 --> 00:27:39.400]   and see it clearly in his imagination, with every detail in place.
[00:27:39.400 --> 00:27:43.400]   The larger the picture, the easier it is to see the details.
[00:27:43.400 --> 00:27:49.400]   I like to have at least an 8½ x 11" print, if possible.
[00:27:49.400 --> 00:27:52.400]   Step 2. Hide and describe the picture.
[00:27:52.400 --> 00:27:57.400]   Turn the picture over and ask the child to describe it to you.
[00:27:57.400 --> 00:28:02.400]   If needed, help him start with the big picture and then move down to the details.
[00:28:02.400 --> 00:28:07.400]   You can do that by simply saying something like, "Tell me about the whole picture first.
[00:28:07.400 --> 00:28:10.400]   It's a picture of . . . "
[00:28:10.400 --> 00:28:18.400]   If you're working with several children, you can ask each one to describe a different part of the picture in turn.
[00:28:18.400 --> 00:28:22.400]   Step 3. Look again and discuss.
[00:28:22.400 --> 00:28:26.400]   After the picture has been described, look at it again.
[00:28:26.400 --> 00:28:33.400]   This is the time to clarify or confirm any details that might have been uncertain or missed.
[00:28:33.400 --> 00:28:41.400]   You can also use this time to guide more in-depth observation, as we did with the textures,
[00:28:41.400 --> 00:28:47.400]   or to add some information about the picture that can't be gathered just from looking at it,
[00:28:47.400 --> 00:28:53.400]   like what I told you about the duftware tiles or the cost of the blue paint.
[00:28:53.400 --> 00:28:56.400]   Step 4. Put it on display.
[00:28:56.400 --> 00:29:01.400]   After you've studied the picture, put it on display for the rest of the week.
[00:29:01.400 --> 00:29:10.400]   Try to display it where your child can see it easily, so he can look at it as much as desired over the coming days.
[00:29:10.400 --> 00:29:15.400]   Do a picture study just once a week; it takes only 5 or 10 minutes.
[00:29:15.400 --> 00:29:21.400]   The next week, choose another picture by the same artist and go through the same steps.
[00:29:21.400 --> 00:29:27.400]   Look, hide and describe, look again and discuss, put it on display.
[00:29:27.400 --> 00:29:33.400]   You want to linger with one artist for a full term—12 weeks.
[00:29:33.400 --> 00:29:40.400]   Over the course of those 12 weeks, you want to cover about 6 to 8 works by that artist.
[00:29:40.400 --> 00:29:45.400]   That will give your child a good feel for that artist's style.
[00:29:45.400 --> 00:29:52.400]   Now, if you're studying only 6 or 8 works by that artist, what do you do during the other weeks of the term?
[00:29:52.400 --> 00:29:59.400]   Well, that's where you can level up or down.
[00:29:59.400 --> 00:30:07.400]   Most of you will not need to level down, because children of all ages enjoy looking at a picture and describing it.
[00:30:07.400 --> 00:30:13.400]   I level it down for my special needs daughter who struggles with verbal communication.
[00:30:13.400 --> 00:30:24.400]   When we do a picture study, we look at the picture, I tell her the name, and I might point out one or two aspects that I think will be interesting to her.
[00:30:24.400 --> 00:30:33.400]   I invite her to tell me something about the picture, but I don't require it because that pressure just makes her brain shut down.
[00:30:33.400 --> 00:30:37.400]   So we mainly look and then put it on display.
[00:30:37.400 --> 00:30:45.400]   During those extra weeks, you could do a little review that also encourages mental and verbal growth.
[00:30:45.400 --> 00:30:50.400]   So do three pictures and then take a week to play this game.
[00:30:50.400 --> 00:30:55.400]   Lay the three pictures out face-up and describe one of them.
[00:30:55.400 --> 00:31:01.400]   See if your child can identify which picture you are describing by the clues you give.
[00:31:01.400 --> 00:31:06.400]   You can customize how difficult or easy those clues are.
[00:31:06.400 --> 00:31:13.400]   After your chosen picture has been guessed, then let your child take a turn if she is able.
[00:31:13.400 --> 00:31:22.400]   She can select one of the other two pictures and give you a clue, or hopefully more, about which one it is so you can guess.
[00:31:22.400 --> 00:31:29.400]   Most of you, though, will be using those four to six extra weeks during the term to level up.
[00:31:29.400 --> 00:31:34.400]   Do that by reading a living biography about the artist.
[00:31:34.400 --> 00:31:42.400]   You can break it into sections if you would like and read just one section each week, asking for a narration.
[00:31:42.400 --> 00:31:47.400]   If you aren't sure how to do narration, I'll leave a link to that episode in the show notes.
[00:31:47.400 --> 00:31:58.400]   You can also ask the older children, probably grades seven and up, to draw a little sketch or diagram of one of the paintings,
[00:31:58.400 --> 00:32:02.400]   describing each element of that picture and where it goes.
[00:32:02.400 --> 00:32:11.400]   Don't ask your child to try to duplicate the painting; just see if he can sketch out all of the elements in their proper places.
[00:32:11.400 --> 00:32:18.400]   Even a diagram with stick figures and arrows and labels would work for this.
[00:32:18.400 --> 00:32:26.400]   Then, near the end of the term, after you feel like you know that artist's work and life more personally,
[00:32:26.400 --> 00:32:28.400]   you can enter him into your Book of Centuries.
[00:32:28.400 --> 00:32:34.400]   I'll leave a link to more explanation about that, too, in case you need it.
[00:32:34.400 --> 00:32:38.400]   Picture study is one of the easiest lessons to add to your week.
[00:32:38.400 --> 00:32:47.400]   Look, hide and describe, look again and discuss, put it on display.
[00:32:47.400 --> 00:32:53.400]   If you want picture studies all ready to go, check out our picture study portfolios.
[00:32:53.400 --> 00:33:00.400]   The portfolios make it so simple to do picture study because everything you need is right there.
[00:33:00.400 --> 00:33:09.400]   Each portfolio includes eight beautiful reproductions of works by one artist, interesting discussion points,
[00:33:09.400 --> 00:33:14.400]   and a biography and picture and Book of Centuries dates for the artist.
[00:33:14.400 --> 00:33:17.400]   It's truly grab-and-go.
[00:33:17.400 --> 00:33:24.400]   So, now that you know how simple it is to do, why not choose an artist and do a picture study next week?
[00:33:24.400 --> 00:33:33.400]   Check the show notes for a link to the picture study portfolios, the episode on narration, and more about the Book of Centuries.
[00:33:33.400 --> 00:33:35.400]   Thanks for joining me. I'll see you next time.
[00:33:35.400 --> 00:33:41.400]   I will link that video for you in the show notes if you would like to see the picture or review some of the other resources.
[00:33:41.400 --> 00:33:55.400]   But at its core, I want you to be aware that just learning to look at and appreciate beautiful pictures is something that will help your children immeasurably to see beauty in the world.
[00:33:55.400 --> 00:34:01.400]   If you make a habit of showing your children beautiful things, talking about those beautiful things,
[00:34:01.400 --> 00:34:10.400]   then your children will understand that beautiful things are important, and they'll have a desire to see and absorb and appreciate more beautiful things in their life,
[00:34:10.400 --> 00:34:13.400]   as well as perhaps to make some beautiful things.
[00:34:13.400 --> 00:34:18.400]   Picture study is very simple, something that anybody can do, whether you homeschool, whether you don't homeschool,
[00:34:18.400 --> 00:34:28.400]   can be just part of your life and lifestyle, and then it'll really enhance the opportunities that you have when your children are older to go to an art museum,
[00:34:28.400 --> 00:34:31.400]   to go to a gallery to look at pictures.
[00:34:31.400 --> 00:34:40.400]   Frequently, young people can't genuinely appreciate beautiful pictures in a gallery or in a museum
[00:34:40.400 --> 00:34:46.400]   because they just haven't spent much time looking at beautiful pictures and thinking about what they like and what they don't like.
[00:34:46.400 --> 00:34:58.400]   And so we can change that, and that growth in just appreciating art for what it is will help your children to be more observant in the world.
[00:34:58.400 --> 00:35:04.400]   Even that exercise, you'll notice that Sonia, when she was talking about the exercise, said, "Look at a picture and then close your eyes."
[00:35:04.400 --> 00:35:07.400]   This is an exercise in attention.
[00:35:07.400 --> 00:35:15.400]   There is an exercise that, I mean, spies use it, I don't know who to say, but I've heard it talked about in terms of spy training.
[00:35:15.400 --> 00:35:19.400]   Basically, here's a picture, look at it, and then immediately gone.
[00:35:19.400 --> 00:35:24.400]   And then you have to absorb with your brain all of the details of that picture.
[00:35:24.400 --> 00:35:32.400]   Your brain is capable of absorbing every detail about an image that is flashed against it,
[00:35:32.400 --> 00:35:38.400]   but it loses that capacity due to lack of use, generally speaking.
[00:35:38.400 --> 00:35:47.400]   And so if we simply train the brain to do more of it, then we will start to bring that capacity back.
[00:35:47.400 --> 00:35:54.400]   And this will help your children's skills with observation, which is useful in many more areas than just looking at beautiful pictures.
[00:35:54.400 --> 00:35:56.400]   Now, what about creating art?
[00:35:56.400 --> 00:36:06.400]   I think this is one of those areas where just giving your children the opportunity to create art is enough.
[00:36:06.400 --> 00:36:08.400]   Giving them some tools and opportunity.
[00:36:08.400 --> 00:36:14.400]   Now, I quickly confess that I wish I would like to do a better job in this area.
[00:36:14.400 --> 00:36:18.400]   The challenge that I have is just that art creation often becomes chaos.
[00:36:18.400 --> 00:36:25.400]   And that chaos tends to flow over to other parts of the house, and there's paint everywhere, and there's drawing everywhere, and there's paper everywhere, etc.
[00:36:25.400 --> 00:36:31.400]   My ambition is to be one of those fathers who is just generally unconcerned about the mess and the chaos.
[00:36:31.400 --> 00:36:35.400]   And unfortunately, I haven't reached that level of maturity yet.
[00:36:35.400 --> 00:36:37.400]   But I do think this is something that we can grow in, right?
[00:36:37.400 --> 00:36:40.400]   We can make opportunities for our children to make art.
[00:36:40.400 --> 00:36:44.400]   And children are generally able to make art that they think is beautiful.
[00:36:44.400 --> 00:36:47.400]   They don't necessarily need a lot of training.
[00:36:47.400 --> 00:36:50.400]   But then, of course, the next step is we can provide them with training.
[00:36:50.400 --> 00:36:59.400]   One of the things that I never grasped when I was in middle school and in high school and I just assumed that I had no artistic ability, I didn't know that art could be taught.
[00:36:59.400 --> 00:37:00.400]   I never signed up for an art class.
[00:37:00.400 --> 00:37:02.400]   I never bothered.
[00:37:02.400 --> 00:37:04.400]   I just thought I wasn't a good artist.
[00:37:04.400 --> 00:37:07.400]   I thought that being an artist was something that you were born with.
[00:37:07.400 --> 00:37:09.400]   It was a talent that you were born with.
[00:37:09.400 --> 00:37:10.400]   And either you had it or you didn't.
[00:37:10.400 --> 00:37:11.400]   And I knew I didn't have it.
[00:37:11.400 --> 00:37:12.400]   So, of course, what was the point?
[00:37:12.400 --> 00:37:15.400]   Today, I look at that, and I say, "Of course, that's silly."
[00:37:15.400 --> 00:37:16.400]   No, certainly.
[00:37:16.400 --> 00:37:18.400]   People have different levels of innate ability.
[00:37:18.400 --> 00:37:21.400]   But at the end of the day, there's a huge element of training.
[00:37:21.400 --> 00:37:25.400]   And even just some basic training can enhance someone's ability.
[00:37:25.400 --> 00:37:29.400]   And so today I look at the world, and I see it in a completely different vein.
[00:37:29.400 --> 00:37:33.400]   I understand that all you need is training and interest.
[00:37:33.400 --> 00:37:37.400]   And different people gravitate to a different type of artistic expression.
[00:37:37.400 --> 00:37:40.400]   We're not all going to paint oils on canvas.
[00:37:40.400 --> 00:37:42.400]   Some of us might create cartoons.
[00:37:42.400 --> 00:37:43.400]   Some of us might create doodles.
[00:37:43.400 --> 00:37:48.400]   But taking a little bit of training in creating art and learning how to draw,
[00:37:48.400 --> 00:37:51.400]   having a book on how to create doodles, etc.,
[00:37:51.400 --> 00:37:59.400]   will move you much closer in the direction of seeing yourself as an artist.
[00:37:59.400 --> 00:38:02.400]   And so what I have tried to do as a parent is, first of all,
[00:38:02.400 --> 00:38:07.400]   to make sure that I have good opportunities for art appreciation and picture study.
[00:38:07.400 --> 00:38:10.400]   I've tried to have books filled with beautiful pictures.
[00:38:10.400 --> 00:38:13.400]   I've purchased several really nice coffee table books,
[00:38:13.400 --> 00:38:14.400]   and I make sure those are in my library,
[00:38:14.400 --> 00:38:17.400]   and the children flip through them sometimes and look at the pretty pictures.
[00:38:17.400 --> 00:38:21.400]   I also have a collection of art instruction books.
[00:38:21.400 --> 00:38:24.400]   And if you go to Amazon or your library or whatever,
[00:38:24.400 --> 00:38:29.400]   you'll find all levels of these, from the very high artists on how to do
[00:38:29.400 --> 00:38:34.400]   pencil shading techniques on a human face to just how to make your doodles look cool.
[00:38:34.400 --> 00:38:41.400]   And so these books have instructions available to them.
[00:38:41.400 --> 00:38:45.400]   And so I try to make sure that my children have time and opportunity
[00:38:45.400 --> 00:38:47.400]   to follow some of the instructions in these books.
[00:38:47.400 --> 00:38:50.400]   And then obviously this is a great place for art class.
[00:38:50.400 --> 00:38:54.400]   I would like to incorporate more art classes into our family in the future,
[00:38:54.400 --> 00:38:57.400]   but I haven't done it yet.
[00:38:57.400 --> 00:39:00.400]   And as homeschoolers, it's something where it's more challenging to create.
[00:39:00.400 --> 00:39:03.400]   I have to be very intentional about finding a community class
[00:39:03.400 --> 00:39:06.400]   or enrolling in a school class, et cetera, and I haven't done that yet.
[00:39:06.400 --> 00:39:08.400]   But that may be something that you have access to.
[00:39:08.400 --> 00:39:10.400]   So encourage your children to take an art class.
[00:39:10.400 --> 00:39:14.400]   And don't judge them for their work and its excellence.
[00:39:14.400 --> 00:39:17.400]   Just recognize that art is one of those things that is fun, it's beautiful,
[00:39:17.400 --> 00:39:20.400]   it can be an incredible part of somebody's life.
[00:39:20.400 --> 00:39:26.400]   I think that this is also a really wonderful area where some of our modern apps
[00:39:26.400 --> 00:39:29.400]   and computer technology really, really shine.
[00:39:29.400 --> 00:39:34.400]   Now earlier in the series, I quite sternly made fun of educational apps.
[00:39:34.400 --> 00:39:39.400]   And I did that because I think that when you compare the kinds of apps
[00:39:39.400 --> 00:39:46.400]   that many people choose for their very young children to the alternatives,
[00:39:46.400 --> 00:39:49.400]   when you calculate the opportunity cost, in my opinion,
[00:39:49.400 --> 00:39:54.400]   many of those apps are just woefully mediocre.
[00:39:54.400 --> 00:40:01.400]   If you compare with your four-year-old the value of an app that's going to flash pictures
[00:40:01.400 --> 00:40:05.400]   and put letters on the screen versus the value of sitting and listening
[00:40:05.400 --> 00:40:09.400]   to a beautifully written audio book that has a rich vocabulary
[00:40:09.400 --> 00:40:15.400]   and your child is enraptured by it, I think the opportunity cost of the app is too high.
[00:40:15.400 --> 00:40:19.400]   But now when we pivot to something like art, like we're talking about here,
[00:40:19.400 --> 00:40:23.400]   here's where I think apps can really shine.
[00:40:23.400 --> 00:40:29.400]   I'm in the process of testing some of the iPad apps for learning how to draw
[00:40:29.400 --> 00:40:36.400]   to try to see are these a useful way that I can supplement the artistic creative ability
[00:40:36.400 --> 00:40:40.400]   of my children in a way that is really healthy and strong
[00:40:40.400 --> 00:40:43.400]   given that I don't have an art class to enroll them in with an art teacher
[00:40:43.400 --> 00:40:46.400]   who's going to do everything and give all those instructions.
[00:40:46.400 --> 00:40:50.400]   And there are a lot of how to draw apps available for an iPad
[00:40:50.400 --> 00:40:53.400]   or whatever kind of tablet you have available to you.
[00:40:53.400 --> 00:40:58.400]   And then when you get into the high-quality art creation programs, they're just incredible.
[00:40:58.400 --> 00:41:02.400]   And so whether it's the one that I use is Procreate on the iPad
[00:41:02.400 --> 00:41:06.400]   or whatever the versions that you have are, creating digital art,
[00:41:06.400 --> 00:41:09.400]   you can create incredible, beautiful digital art.
[00:41:09.400 --> 00:41:14.400]   And this is one of those things that I think combines some of the best benefits
[00:41:14.400 --> 00:41:19.400]   of digital technology in a way that few other things do.
[00:41:19.400 --> 00:41:24.400]   You have so many benefits of having a digital canvas that's never-ending
[00:41:24.400 --> 00:41:27.400]   and all the tools and all the different brushes and all the colors.
[00:41:27.400 --> 00:41:28.400]   You don't have to clean up the paint.
[00:41:28.400 --> 00:41:32.400]   You don't have to deal with all the hassle of having your children have all that set up.
[00:41:32.400 --> 00:41:36.400]   And yet you can create artistic expression in a really powerful way.
[00:41:36.400 --> 00:41:40.400]   This is where I think apps and tablets really shine.
[00:41:40.400 --> 00:41:46.400]   There's certainly probably not a replacement for sketching with charcoal
[00:41:46.400 --> 00:41:48.400]   and working with oil and et cetera.
[00:41:48.400 --> 00:41:51.400]   Again, I'm not an artist and I'm not competent enough to instruct.
[00:41:51.400 --> 00:41:56.400]   I wouldn't view it as a replacement, but I would view it as a really valuable supplement
[00:41:56.400 --> 00:42:02.400]   and in many cases a tool that has a really great implementation.
[00:42:02.400 --> 00:42:10.400]   And then I think that this activity is something that can be really healthily engaged with other people.
[00:42:10.400 --> 00:42:14.400]   And so maybe instead of a family game night, you have a family art night.
[00:42:14.400 --> 00:42:17.400]   And everyone sits around and some of us draw in a coloring book
[00:42:17.400 --> 00:42:21.400]   and others of us do art with pen and paper and colored pencils.
[00:42:21.400 --> 00:42:23.400]   And some of us are drawing on an iPad.
[00:42:23.400 --> 00:42:27.400]   But when we're creating art, we can be together in a really pleasurable way.
[00:42:27.400 --> 00:42:31.400]   We can play beautiful music or we can listen to a story or we can just talk with one another.
[00:42:31.400 --> 00:42:37.400]   And so this can keep our eyes and our hands busy and yet facilitate fellowship around the table
[00:42:37.400 --> 00:42:40.400]   in your family or with your friends, et cetera.
[00:42:40.400 --> 00:42:48.400]   And I think the Sips and Strokes is such a beautiful success in terms of a business opportunity for this reason.
[00:42:48.400 --> 00:42:52.400]   People can go to an art studio with their friends, take a bottle of wine along
[00:42:52.400 --> 00:42:55.400]   and receive instruction in how to create a painting.
[00:42:55.400 --> 00:43:01.400]   It's just a really fun and beautiful social setting that I think deserves our attention.
[00:43:01.400 --> 00:43:07.400]   And I think it genuinely can make us smarter and more appreciative human beings.
[00:43:07.400 --> 00:43:10.400]   The example that I think of is just always Leonardo da Vinci.
[00:43:10.400 --> 00:43:12.400]   What a titan of an intellect.
[00:43:12.400 --> 00:43:18.400]   And what he had was he had a very highly tuned sense of aesthetics
[00:43:18.400 --> 00:43:24.400]   mixed with a very skillful and knowledgeable engineering mind.
[00:43:24.400 --> 00:43:29.400]   And bringing those things together I think helps to create a whole person.
[00:43:29.400 --> 00:43:33.400]   I didn't intend to create a 42-minute podcast, but there I go.
[00:43:33.400 --> 00:43:37.400]   Those of you who heard me say I was going to cover three topics in one show at the beginning,
[00:43:37.400 --> 00:43:39.400]   you probably laughed to yourself.
[00:43:39.400 --> 00:43:44.400]   We're going to cut it off there and come back in the next episode with talking about music.
[00:43:44.400 --> 00:43:50.400]   Because music is similar to art in terms of the way we take it in, the way that we express it,
[00:43:50.400 --> 00:43:52.400]   and then the benefits.
[00:43:52.400 --> 00:43:53.400]   But I don't want to give it short shrift.
[00:43:53.400 --> 00:43:55.400]   I want to give it proper attention.
[00:43:55.400 --> 00:43:56.400]   Thank you for listening.
[00:43:56.400 --> 00:43:57.400]   I hope this is useful to you.
[00:43:57.400 --> 00:43:58.400]   I'll be back with you very soon.
[00:43:58.400 --> 00:44:04.400]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:44:04.400 --> 00:44:08.400]   Whether you're making a traditional roasted turkey or spicy turkey tacos,
[00:44:08.400 --> 00:44:12.400]   your go-to shrimp cocktail, or your first Cajun risotto,
[00:44:12.400 --> 00:44:16.400]   Ralph's has all the freshest ingredients to embrace your traditions.
[00:44:16.400 --> 00:44:18.400]   Ralph's. Fresh for Everyone.
[00:44:18.400 --> 00:44:23.400]   Choose from a great selection of digital coupons and use them up to five times in one transaction.
[00:44:23.400 --> 00:44:25.400]   Check our app for details.
[00:44:25.400 --> 00:44:29.000]   Fresh for Everyone.

