
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:24:16.340 --> 00:24:21.700]   it to take like screenshots of Tmux when I do command line tools, which really forces
[00:24:21.700 --> 00:24:22.420]   it to run them.
[00:24:22.420 --> 00:24:25.060]   Like often it will like build a tool and we'll never run it.
[00:24:25.060 --> 00:24:27.860]   Actually not often, but sometimes.
[00:24:27.860 --> 00:24:33.060]   So there's like a couple of prompts where you can say like, you know, force it to kind of
[00:24:33.060 --> 00:24:38.340]   actually execute the thing, which is if you're building, like say, uh, uh, an e-commerce
[00:24:38.340 --> 00:24:42.260]   website, you can say like, oh, please give me screenshots of like the empty cart, the cart
[00:24:42.260 --> 00:24:44.100]   with the product, the cart with two products.
[00:24:44.100 --> 00:24:46.980]   And then the checkout page and the success page.
[00:24:46.980 --> 00:24:50.340]   And then that will like kind of force it to, to go through all these steps.
[00:24:50.340 --> 00:24:52.420]   If you don't put it, it will say like, I've got an e-commerce page.
[00:24:52.420 --> 00:24:56.180]   And then you end up with like a list of products page.
[00:25:03.060 --> 00:25:08.500]   I don't know if you can use, I mean, you can use open source models instead of madness by giving
[00:25:08.500 --> 00:25:10.180]   access to open source models.
[00:25:10.180 --> 00:25:17.700]   Um, so I had it like use, you can tell it to install tools, right?
[00:25:17.700 --> 00:25:21.940]   I hadn't installed my, my own LLM tool, gave it like a Gemini key.
[00:25:21.940 --> 00:25:24.340]   And so like, you know, can you analyze these videos for me?
[00:25:24.340 --> 00:25:27.220]   And then it, it used my, my tool to do it.
[00:25:27.220 --> 00:25:34.300]   Um, I, uh, I don't know if they have like something, something more here.
[00:25:34.300 --> 00:26:02.300]   I don't know if anybody killed the zoom, uh, and while you're, you came back muted.
[00:26:02.300 --> 00:26:03.820]   Uh, man, while you're me, you came back muted.
[00:26:03.820 --> 00:26:07.340]   I think that was, sorry, sorry guys.
[00:26:07.340 --> 00:26:08.220]   I think that was my fault.
[00:26:08.220 --> 00:26:10.620]   Uh, all right, no worries.
[00:26:10.620 --> 00:26:12.860]   Uh, so I was saying.
[00:26:12.860 --> 00:26:20.460]   That, uh, for the building AI agent in terms of costs, we're about a $2 now.
[00:26:22.060 --> 00:26:26.380]   Um, so yeah, $2 and 30 cents.
[00:26:26.380 --> 00:26:33.580]   And then the previous one I made, which is, uh, something for you, Kevin, um, was a dollar
[00:26:33.580 --> 00:26:33.980]   90.
[00:26:33.980 --> 00:26:35.740]   Cause it was like a fairly simple ask.
[00:26:35.740 --> 00:26:42.140]   Um, what I like compared to like, say cloud code or M code is that.
[00:26:42.940 --> 00:26:44.460]   This is really hands-off, right?
[00:26:44.460 --> 00:26:49.820]   Like I can trust it that when I come back, I'll have a zip file with some kind of program in it.
[00:26:49.820 --> 00:26:54.140]   While with M code, maybe it will ask me to run a program at some point.
[00:26:54.140 --> 00:26:58.140]   Or like, maybe it will stop and tell me like, do you really want to continue with these unit tests?
[00:26:58.140 --> 00:27:05.340]   Like that's actually forces me to be, there's these three levels, right?
[00:27:05.340 --> 00:27:13.580]   Like I'm in, or four, but I'm not even counting the, you sit in front of an editor and type code by hand.
[00:27:13.580 --> 00:27:20.140]   So cursor is like the most manually involved where you're like in cursor and the agent like stops pretty
[00:27:20.140 --> 00:27:21.020]   quickly.
[00:27:21.020 --> 00:27:24.700]   So you have to be kind of be constantly in a loop, which is, which is nice at times.
[00:27:24.700 --> 00:27:24.940]   Right.
[00:27:25.740 --> 00:27:28.700]   Um, I don't know who does that anymore.
[00:27:28.700 --> 00:27:30.940]   I don't know who types on a keyboard anymore.
[00:27:30.940 --> 00:27:36.220]   Um, the second level is kind of like amp code, cloud code, where you can let the thing run for
[00:27:36.220 --> 00:27:40.300]   like, say two minutes, maybe, you know, and then you come back and like, oh, does it work?
[00:27:40.300 --> 00:27:41.500]   Like, did you do this task?
[00:27:41.500 --> 00:27:46.940]   And you have like some, some fairly small tasks you can pick it into doing more.
[00:27:46.940 --> 00:27:53.420]   But I find like, if I let M code run on four features at the end, I just end up with like a,
[00:27:53.420 --> 00:27:55.100]   a sea of weirdness.
[00:27:55.100 --> 00:28:00.380]   Um, I mean, depends on the task and then, and then the, the manner stuff is like, uh,
[00:28:00.380 --> 00:28:03.740]   is like, it's kind of like slot machine style.
[00:28:03.740 --> 00:28:08.140]   It's like, you put something in and then you come back in 10 minutes and you're like, was it 10 bucks
[00:28:08.140 --> 00:28:08.940]   that were gone?
[00:28:08.940 --> 00:28:11.340]   Or is it 10 bucks that give me back something really cool?
[00:28:11.980 --> 00:28:17.980]   Um, and I find that there's like, um, that, I don't even know how, how well I'd like it
[00:28:17.980 --> 00:28:18.700]   succeeded.
[00:28:18.700 --> 00:28:21.660]   Actually, they'll often like write a result here.
[00:28:21.660 --> 00:28:27.580]   Um, the, the things that are, there are, they used to be pretty nice and it got really mid lately.
[00:28:27.580 --> 00:28:31.340]   It's like, you can say like, make a website with the report.
[00:28:31.340 --> 00:28:36.700]   Lately, it always outputs like some kind of minimal landing page, which is useless.
[00:28:36.700 --> 00:28:49.420]   Um, no, I think it's, I don't think that's related to the agent.
[00:28:49.420 --> 00:28:52.140]   I think that's related to day.
[00:28:52.140 --> 00:28:53.580]   They changed their template.
[00:28:53.580 --> 00:29:00.140]   I don't know why they did it, but it's, uh, it used to generate like much in terms of coding.
[00:29:00.140 --> 00:29:04.940]   I haven't really seen a difference in terms of quality, uh, compared to like two, three months
[00:29:04.940 --> 00:29:05.260]   ago.
[00:29:05.260 --> 00:29:10.380]   It's like, often it works like some of the, so I haven't tested this.
[00:29:10.380 --> 00:29:11.820]   This, this looks really interesting.
[00:29:11.820 --> 00:29:15.020]   It's like, I was scanning my photos that often have dusts on it.
[00:29:15.020 --> 00:29:15.340]   Right.
[00:29:16.460 --> 00:29:19.420]   So I gave it like a photo with this kind of nonsense.
[00:29:19.420 --> 00:29:21.820]   Like, can you, can you write an algorithm to fix it?
[00:29:21.820 --> 00:29:27.260]   And I don't know if this is the one that looked really promising or if it was the
[00:29:27.260 --> 00:29:31.580]   other one that looked really promising, but you can see it like run these things.
[00:29:31.580 --> 00:29:39.740]   Um, and this one, I'm really curious to be like, okay, what is this?
[00:29:39.740 --> 00:29:44.300]   Is this lying to me or is this actually, is this actually real?
[00:29:44.940 --> 00:29:46.300]   Because it looks really cool.
[00:29:46.300 --> 00:29:47.660]   Come on.
[00:29:47.660 --> 00:29:51.260]   And it looks broken enough that it could actually be the real thing.
[00:29:51.260 --> 00:29:56.780]   Um, so those kinds of things are really, are really fun because I asked it to like search
[00:29:56.780 --> 00:29:58.220]   for papers and implement them.
[00:29:58.220 --> 00:30:04.380]   So that's what I'm excited about to look, to look at.
[00:30:04.380 --> 00:30:06.700]   Um, and then at the end it crashed.
[00:30:06.700 --> 00:30:09.260]   So I got my credits back, which is double cool.
[00:30:09.260 --> 00:30:15.020]   Um, and then I asked it to do that again and I gave it actually, I don't know if this is the
[00:30:15.020 --> 00:30:21.180]   one where I gave it access to a GPU instance on AWS to please train a neural network to do it.
[00:30:22.220 --> 00:30:30.380]   Um, yeah, I don't, well, I use Golan at times, but yeah, I haven't written code manually.
[00:30:30.380 --> 00:30:37.260]   Um, I, I found actually one technique that I find pretty effective lately is like write a plan in
[00:30:37.260 --> 00:30:44.300]   O three and then I opened cursor and then I used a tap completion module to write my code, which,
[00:30:44.300 --> 00:30:47.260]   which actually is like often pretty faster, right?
[00:30:47.260 --> 00:30:52.620]   Like when I refactor a set of arguments or so, I found that just tabbing through was
[00:30:52.620 --> 00:30:58.700]   like a really quick way of doing it correctly compared to asking the agent to do it.
[00:30:58.700 --> 00:31:08.300]   So where's our, I think I crashed a browser.
[00:31:08.300 --> 00:31:08.540]   Great.
[00:31:08.540 --> 00:31:15.260]   Um, so I wonder if this thing has been, it's still building.
[00:31:15.260 --> 00:31:20.060]   I wonder what my Firefox is doing right now.
[00:31:20.060 --> 00:31:22.460]   Actually, I think I killed my Firefox.
[00:31:22.460 --> 00:31:28.140]   Um, all right.
[00:31:28.140 --> 00:31:32.220]   Yeah, I think that's it for me today.
[00:31:32.220 --> 00:31:37.900]   If you, if you don't have any more questions, uh, I think if I were to boil it down is like
[00:31:37.900 --> 00:31:39.740]   printing out deep research is really cool.
[00:31:39.740 --> 00:31:44.860]   Putting a lot of every single idea that I find interesting into madness is like,
[00:31:44.860 --> 00:31:50.140]   it's like a habit that wasn't all that easy to establish, but now that I'm,
[00:31:51.260 --> 00:31:56.940]   I mean, I guess I do burn like $30 a day or so, maybe a little bit less like 20.
[00:31:56.940 --> 00:32:00.140]   Um, it's really cool.
[00:32:00.140 --> 00:32:02.300]   Cause I ended up having all these, all these little.
[00:32:02.300 --> 00:32:04.060]   Proof of concept.
[00:32:04.060 --> 00:32:10.060]   So for example, this one was, Oh, but it should be really easy to run terminal UIs in the browser,
[00:32:10.060 --> 00:32:10.300]   right?
[00:32:10.300 --> 00:32:14.540]   Like I just render it into a string and then send it over to the browser.
[00:32:14.540 --> 00:32:19.580]   So that was like a little idea that I had, which, you know, otherwise I would have maybe put into my
[00:32:19.580 --> 00:32:21.980]   sketchbook and be like, yeah, maybe one day I'll try it out.
[00:32:22.780 --> 00:32:25.260]   But, um, was this yesterday?
[00:32:25.260 --> 00:32:26.460]   I guess it was yesterday.
[00:32:26.460 --> 00:32:30.140]   Um, which one's the correct one.
[00:32:30.140 --> 00:32:36.220]   So here I had to prompt like a few times one after the other, but, um,
[00:32:36.460 --> 00:32:40.460]   I don't even remember.
[00:32:40.460 --> 00:32:43.820]   See, it wrote like four versions of the same thing, but, um,
[00:32:46.620 --> 00:32:47.900]   I think it's enhanced.
[00:32:47.900 --> 00:32:49.420]   Yeah.
[00:32:49.420 --> 00:32:54.300]   And then that's not the, I don't remember which one was the correct one.
[00:32:54.300 --> 00:32:56.700]   Uh, yeah, here.
[00:32:56.700 --> 00:33:01.980]   So this is actually a command line application running on the backend.
[00:33:01.980 --> 00:33:03.420]   I don't know how to zoom in.
[00:33:03.420 --> 00:33:03.980]   Let me see.
[00:33:03.980 --> 00:33:07.660]   It, because it captures all my keys.
[00:33:07.660 --> 00:33:08.780]   Now I can zoom in.
[00:33:08.780 --> 00:33:13.180]   So zoom, there we go.
[00:33:13.180 --> 00:33:15.980]   Oh, that was maybe a little bit too much.
[00:33:15.980 --> 00:33:19.420]   There we go.
[00:33:19.420 --> 00:33:21.180]   So this, this was an idea, right?
[00:33:21.180 --> 00:33:25.020]   And then like 10 minutes later I had this and I was like, okay, well, this seems to work.
[00:33:25.020 --> 00:33:28.620]   Um, or kind of work, right?
[00:33:28.620 --> 00:33:33.180]   Like you can kind of see where things break down that it's fine.
[00:33:33.180 --> 00:33:39.020]   Like, uh, proof of concept is there that I can stream command line applications over,
[00:33:39.020 --> 00:33:41.660]   over web sockets.
[00:33:41.660 --> 00:33:42.220]   Um,
[00:33:42.220 --> 00:33:51.660]   So, um, yeah, that's it.
[00:33:51.660 --> 00:33:51.980]   Yeah.
[00:33:51.980 --> 00:33:52.380]   That's it.
[00:33:52.380 --> 00:34:03.420]   So, so can I ask you this as someone like who was, um, really into deep research when it first dropped,
[00:34:03.420 --> 00:34:08.860]   has this pretty much replaced what you use deep research for?
[00:34:08.860 --> 00:34:12.300]   No, it's completely complimentary.
[00:34:12.300 --> 00:34:19.500]   Like I use deep research just as much as before to create like books that I print out or like guides.
[00:34:19.500 --> 00:34:25.740]   And then this is more for like sketching out ideas or just like seeing if something's possible,
[00:34:25.740 --> 00:34:37.260]   like building little prototypes that I know it will kind of run on its own without having like this, like two minute interval of having to check in.
[00:34:37.260 --> 00:34:37.580]   Right.
[00:34:37.580 --> 00:34:42.220]   It's like here, I know it will just like run a little bit longer, be able to do a little bit
[00:34:42.220 --> 00:34:45.900]   more than M code.
[00:34:45.900 --> 00:34:51.580]   And also it is able to do a little bit more because I actually don't really care about the quality of the output.
[00:34:51.580 --> 00:34:51.820]   Right.
[00:34:51.820 --> 00:34:59.500]   It's like, it's, uh, if I open and code often, it's like, oh, what's going to come out of this is something I want to keep here.
[00:34:59.500 --> 00:35:02.540]   It's more like, let's try out an idea.
[00:35:02.540 --> 00:35:08.860]   And it's complimentary with, with whatever I've been researching in, uh, in O3 usually.
[00:35:08.860 --> 00:35:09.020]   Right.
[00:35:09.020 --> 00:35:17.260]   Like, so when I was doing my, my dust spec detection, um, I would maybe use the algorithms that showed up here,
[00:35:17.260 --> 00:35:21.900]   that Manus chose and then do a deep research on, on those and be like, oh, is this actually good?
[00:35:21.900 --> 00:35:23.580]   Or the other way around.
[00:35:23.580 --> 00:35:27.980]   Or for all this, like Reddit stream stuff that I'm doing right now is like, I have,
[00:35:27.980 --> 00:35:31.260]   I have a book that I printed out in, in deep research.
[00:35:31.260 --> 00:35:38.380]   And then I use that to like do experiments on, on, um, what I learned or like, for example,
[00:35:38.380 --> 00:35:43.500]   this dynamic task planning is like something I wanted to play with on, on stream last week.
[00:35:44.140 --> 00:35:47.580]   And I was trying to build it an M code and I was like, this is distracting me too much.
[00:35:47.580 --> 00:35:52.060]   So I gave it to, to, to Manus and it actually did a better job than me locally.
[00:35:52.060 --> 00:35:59.500]   Um, or I, I needed like a, I needed like a, a prox, a mock proxy for open AI.
[00:35:59.500 --> 00:36:03.500]   And that was, couldn't be, I didn't want to install something in Python.
[00:36:03.500 --> 00:36:05.020]   Cause I found like Python version.
[00:36:05.020 --> 00:36:11.420]   So I said like, oh, build it and go, but then use open AI's Python SDK to speak to it,
[00:36:11.420 --> 00:36:12.940]   to make sure that everything works.
[00:36:12.940 --> 00:36:15.100]   Um, so it did.
[00:36:15.100 --> 00:36:19.180]   So now I have like a, like all of these, all of these little ideas.
[00:36:19.180 --> 00:36:20.460]   That's what Manus is for.
[00:36:20.460 --> 00:36:26.300]   And then deep research is just like to, to, yeah, to get content.
[00:36:34.300 --> 00:36:34.540]   Yeah.
[00:36:34.540 --> 00:36:35.260]   Deep research.
[00:36:35.260 --> 00:36:35.420]   Deep research.
[00:36:35.420 --> 00:36:38.620]   I, I don't remember if it can write code.
[00:36:38.620 --> 00:36:39.420]   I don't think it can.
[00:36:39.420 --> 00:36:40.540]   Oh three definitely can.
[00:36:40.540 --> 00:36:46.860]   So oh three, I'll use oh three as like kind of a, a quick and dirty agent.
[00:36:46.860 --> 00:36:51.980]   Often I've started using, um, so I, I I'll show a little demo.
[00:36:51.980 --> 00:36:54.060]   Cause, uh, cause it's just so cool.
[00:36:54.060 --> 00:36:56.780]   And I, I, I heard that I'm allowed to show it.
[00:36:56.780 --> 00:37:03.020]   It's like, uh, farm has a, so charm bracelet is like a charm is a company that does these.
[00:37:03.020 --> 00:37:06.700]   I don't know what their business model is, but they do really cool stuff.
[00:37:06.700 --> 00:37:10.940]   So they built like command line application frameworks, mostly for and go.
[00:37:10.940 --> 00:37:16.940]   And there, there's like a whole drama around open code.
[00:37:16.940 --> 00:37:20.620]   I don't know exactly, but that's their, that's their fork of open code.
[00:37:21.180 --> 00:37:27.660]   And I use it with Kimi V2 cause it's like intelligent and fast and that I've started
[00:37:27.660 --> 00:37:31.660]   using more and more as like a little, little agent to do, to do tasks for me.
[00:37:31.660 --> 00:37:34.940]   So it's like, um, I don't know if this is going to work, but, uh,
[00:37:34.940 --> 00:37:44.940]   um, I don't, I've never tried like new stuff, but it's, uh, it's really fun for like, uh, this
[00:37:44.940 --> 00:37:51.180]   is the one I used for, for doing like my, my, um, hard drive formatting, that kind of stuff.
[00:37:51.180 --> 00:37:55.180]   Uh, and because it's so fast and because it looks so good, it's really fun to use.
[00:37:55.180 --> 00:38:01.980]   Um, researched a hundred rabbits, almonds, but this might fill up the context.
[00:38:01.980 --> 00:38:03.900]   I'm not sure I did a good thing here.
[00:38:03.900 --> 00:38:10.860]   Yeah.
[00:38:10.860 --> 00:38:12.460]   The vibe really makes a difference, right?
[00:38:12.460 --> 00:38:17.180]   Like it's the same, the same reason I kind of like the vibe of Manus just because the interface
[00:38:17.180 --> 00:38:18.140]   is like robust.
[00:38:18.140 --> 00:38:19.660]   It just feels solid.
[00:38:19.660 --> 00:38:25.020]   I think that's going to be a diff, a big differentiator because the quality is all
[00:38:25.020 --> 00:38:26.700]   kind of like equivalent of them.
[00:38:26.700 --> 00:38:28.140]   I don't know.
[00:38:28.140 --> 00:38:34.620]   Um, but especially with a fast model, this is like really, really fun or like a fast
[00:38:34.620 --> 00:38:35.660]   inference provider.
[00:38:35.660 --> 00:38:36.780]   Um,
[00:38:41.820 --> 00:38:42.140]   Yeah.
[00:38:42.140 --> 00:38:47.180]   And then, uh, write a shell script, do parse, I can use comments.
[00:38:47.180 --> 00:38:52.060]   Make sure to look at parts of web pages.
[00:38:52.060 --> 00:38:55.500]   Yeah.
[00:38:55.500 --> 00:38:59.660]   This is just, this is just really nice compared to all the other coding agents.
[00:38:59.660 --> 00:39:04.220]   Like it's, it's responsive as well, which is, which is, uh, which is something you don't
[00:39:04.220 --> 00:39:06.940]   often see on command line tools, right?
[00:39:06.940 --> 00:39:11.740]   Like you see how the sidebar disappears.
[00:39:11.740 --> 00:39:12.060]   Um,
[00:39:12.060 --> 00:39:17.580]   and then you have got like, uh, I don't know.
[00:39:17.580 --> 00:39:19.260]   It's just, it's just like really fast as well.
[00:39:19.260 --> 00:39:23.740]   So once, once it comes out, I think it will, will come out pretty soon.
[00:39:27.580 --> 00:39:29.500]   I don't know how it handles that inside Teamworks.
[00:39:29.500 --> 00:39:30.380]   That's a good question.
[00:39:30.380 --> 00:39:31.580]   Actually, let's try that.
[00:39:31.580 --> 00:39:42.620]   The, uh, what's the latest news?
[00:39:43.900 --> 00:39:45.900]   It seems to be doing fine in Teamworks.
[00:39:45.900 --> 00:39:52.300]   Um, I wonder if, I think they don't even have like complicated keyboard shortcuts.
[00:39:52.300 --> 00:39:52.460]   Yeah.
[00:39:52.460 --> 00:39:54.860]   They do everything with control, I think for a reason.
[00:39:54.860 --> 00:40:01.820]   And then, I mean, that's kind of like their, their main business is like command line tool.
[00:40:01.820 --> 00:40:07.900]   So I think they have quite a bit of, uh, quite a bit of like, uh, skills there.
[00:40:07.900 --> 00:40:14.540]   Um, what's the questions about COBOL?
[00:40:14.540 --> 00:40:17.260]   Yeah.
[00:40:17.260 --> 00:40:19.580]   It's just like the little cyberpunk stuff is pretty cool.
[00:40:28.860 --> 00:40:29.180]   Yeah.
[00:40:29.180 --> 00:40:33.180]   I, I mean, M code flickers a lot and it's really annoying.
[00:40:33.180 --> 00:40:36.220]   It's just like, it doesn't make, it's not fun.
[00:40:36.220 --> 00:40:41.340]   Like, even though this is hard to program professionally with still compared to M code,
[00:40:41.340 --> 00:40:46.620]   it's just like every excuse that I find right now to like be, oh, could I do this with a crush?
[00:40:46.620 --> 00:40:53.660]   Maybe because, uh, because it just like, um, even, even with sonnet, it's like, uh,
[00:40:56.060 --> 00:40:57.820]   even with sonnet, it's like pretty fun.
[00:40:57.820 --> 00:41:00.540]   Um, so can I start a new session?
[00:41:00.540 --> 00:41:08.540]   Oh, it's control and, um, what are the important files in this repo?
[00:41:08.540 --> 00:41:11.980]   All right.
[00:41:11.980 --> 00:41:13.340]   Like I, all right.
[00:41:13.340 --> 00:41:18.700]   I think my key, my keys, uh, my keys expired on this one.
[00:41:18.700 --> 00:41:21.340]   Um, let's see.
[00:41:21.340 --> 00:41:24.540]   Can we choose, uh, 03 or 04 mini?
[00:41:24.540 --> 00:41:27.980]   Okay.
[00:41:27.980 --> 00:41:42.540]   Uh, I have, I've never really worked much with deep seek, but K2 is great.
[00:41:43.180 --> 00:41:50.620]   It's like, uh, I mean, it's not, it's not 03 sonnet quality, but like I wrote a couple of
[00:41:50.620 --> 00:41:53.900]   programs with it and it was like, it was really good.
[00:41:53.900 --> 00:41:57.660]   It's I, I kind of, it felt like sonnet three, five ish.
[00:41:57.660 --> 00:41:58.700]   Yeah.
[00:41:58.700 --> 00:42:06.220]   And I can totally work with, with sonnet three, five.
[00:42:06.220 --> 00:42:11.580]   And then the speed of something like, like Kimi on Grok is really interesting.
[00:42:11.580 --> 00:42:15.020]   Cause it, it like, it again is like a different style of working.
[00:42:15.020 --> 00:42:21.500]   Um, and that, I mean, your context window goes really fast if you're not, if you're not careful,
[00:42:21.500 --> 00:42:26.700]   but the interactivity of it is, is going to be really interesting, right?
[00:42:26.700 --> 00:42:28.700]   Cause, cause suddenly you can do things like this.
[00:42:28.700 --> 00:42:40.860]   Um, you are a shopping agent, AI, AI agent with an ASCII UI, you know, output your UI.
[00:42:40.860 --> 00:42:42.860]   And so suddenly you can do this like prototyping.
[00:42:42.860 --> 00:42:44.220]   You can do really fast, right?
[00:42:44.220 --> 00:42:46.860]   Where you'd be like, add code to cart.
[00:42:46.860 --> 00:42:50.780]   And then view cart.
[00:42:50.780 --> 00:42:53.580]   Like you can do this prototyping really, really fast.
[00:42:53.580 --> 00:42:55.500]   And you don't need like a clever model for it.
[00:42:55.500 --> 00:43:00.140]   It's like, uh, it's like, uh, make an AI agent screen.
[00:43:00.140 --> 00:43:07.660]   Um, yeah, it's, it's like doing this prototyping is like really interesting.
[00:43:07.660 --> 00:43:13.420]   Cause I'm sure you can do it with like something that's like even, even dumber than K2 for sure.
[00:43:13.980 --> 00:43:25.020]   But then still do the, still do the, um, uh, draft event driven API for this, you know,
[00:43:25.020 --> 00:43:26.540]   then switch it over to code.
[00:43:26.540 --> 00:43:33.420]   Maybe get the, get the, get the API and then switch to, to sonnet in 03 to make a plan for implementing.
[00:43:33.420 --> 00:43:38.940]   Then maybe back to K2 to like implement it quickly, because maybe it's better to just like try it out
[00:43:38.940 --> 00:43:42.700]   fast instead of, you know, sonnet potentially.
[00:43:42.700 --> 00:43:46.780]   Like if I use M code, potentially I'm gone for like two minutes before I get anything back
[00:43:46.780 --> 00:43:52.620]   and getting back something in 20 seconds or like 10 seconds is really, is really kind of cool.
[00:43:52.620 --> 00:43:55.020]   Um, right.
[00:43:55.020 --> 00:44:17.500]   Yeah, it's like what Kevin is saying is like this focus thing and like how you interact with the computer
[00:44:17.500 --> 00:44:24.860]   is becoming more and more something that I think a lot about, which is the vibe coding is totally
[00:44:24.860 --> 00:44:27.500]   cool as a way of building software, right?
[00:44:27.500 --> 00:44:34.860]   Like just like shitting out code, not even looking at it, just like hacking at it and just like having
[00:44:34.860 --> 00:44:35.420]   fun with it.
[00:44:35.420 --> 00:44:38.860]   But also this like, oh, just make an ASCII UI.
[00:44:38.860 --> 00:44:44.700]   And if it appears in two seconds, that's like a really different way of working with AI than having
[00:44:44.700 --> 00:44:47.740]   a super clever model that I have to wait like 30 seconds for.
[00:44:47.740 --> 00:44:54.380]   Um, and so, so how does, uh, how does it handle summarize?
[00:44:55.660 --> 00:44:56.060]   Hold on.
[00:44:56.060 --> 00:44:59.980]   Let me, uh, so I don't know exactly what it does.
[00:44:59.980 --> 00:45:03.660]   Um, let's see.
[00:45:03.660 --> 00:45:09.740]   I mean, a lot of things are also like a little bit brittle right now.
[00:45:09.740 --> 00:45:10.940]   It looks really solid.
[00:45:10.940 --> 00:45:13.820]   It feels really solid, but it still is like alpha software.
[00:45:13.820 --> 00:45:15.580]   So I'm not sure what it's doing right now.
[00:45:15.580 --> 00:45:17.180]   If it's, if that's even working.
[00:45:17.180 --> 00:45:19.020]   Um,
[00:45:19.020 --> 00:45:29.340]   but yeah, it shows you like the modified files, the number of lines, the tokens,
[00:45:29.340 --> 00:45:30.780]   the percentage, like it's, it's just.
[00:45:30.780 --> 00:45:35.740]   When you have MCPs, it shows you the MCPs and there's like a window to see the command line,
[00:45:35.740 --> 00:45:37.260]   the, the, the tool calls.
[00:45:37.260 --> 00:45:37.980]   It's just like.
[00:45:37.980 --> 00:45:41.260]   It's the first one that feels cool.
[00:45:50.300 --> 00:45:52.780]   I think this is, uh, this is Borg.
[00:45:52.780 --> 00:46:03.500]   Um, so yeah, I mean, we're, we're, um, we're splitting out, but yeah, I wanted to show you
[00:46:03.500 --> 00:46:05.260]   that because I'm just like, it's really exciting.
[00:46:05.260 --> 00:46:08.300]   Uh, I'm having a lot of fun with it.
[00:46:08.300 --> 00:46:11.340]   So is our agent finished here over here?
[00:46:11.340 --> 00:46:12.860]   That would be cool to just like get it.
[00:46:12.860 --> 00:46:14.380]   Yeah.
[00:46:14.380 --> 00:46:17.580]   So it finished the shopping agent and then I asked it to do a website here.
[00:46:17.580 --> 00:46:19.340]   Let me deploy this, this website.
[00:46:19.340 --> 00:46:20.780]   So you can see what that looks like.
[00:46:20.780 --> 00:46:23.260]   The websites used to be useful lately.
[00:46:23.260 --> 00:46:25.820]   I've just found them like pretty, pretty nonsensical.
[00:46:25.820 --> 00:46:31.180]   So I'm going to download the zip file here, which is unwrapping like man's presence
[00:46:31.180 --> 00:46:32.300]   is what I call it.
[00:46:32.300 --> 00:46:39.580]   And then you usually get like some, some, uh, some, uh, logs back.
[00:46:39.580 --> 00:46:42.220]   I have no idea if this works or what it does, right?
[00:46:42.220 --> 00:46:45.100]   Cause even the beginning prompt was so vague.
[00:46:45.100 --> 00:46:50.940]   Um, but it says that it uses like the rod library for headless Chrome automation.
[00:46:50.940 --> 00:46:53.500]   That's kind of wild.
[00:46:53.500 --> 00:46:55.660]   Demo search engine.
[00:46:55.660 --> 00:46:56.860]   Okay.
[00:46:56.860 --> 00:47:00.460]   So some interesting stuff, right?
[00:47:00.460 --> 00:47:04.540]   Like it's like, depending on what you're looking for, this is, uh, this is always
[00:47:04.540 --> 00:47:07.100]   something that could be, uh, could be useful.
[00:47:07.100 --> 00:47:09.580]   I'm going to make it, make a website for it as well.
[00:47:12.700 --> 00:47:19.100]   And then here, uh, hold on.
[00:47:19.100 --> 00:47:22.220]   Let's go look at this website.
[00:47:22.220 --> 00:47:24.940]   Just so you see what Manus is able to do.
[00:47:24.940 --> 00:47:26.460]   And I haven't played much with man.
[00:47:26.460 --> 00:47:28.140]   They added like a ton of new features.
[00:47:28.140 --> 00:47:30.940]   You can make slides, you can make podcasts, you can make videos.
[00:47:30.940 --> 00:47:32.460]   I've never played with those very much.
[00:47:32.460 --> 00:47:37.580]   I don't know if the website seems to be hanging.
[00:47:37.580 --> 00:47:39.260]   not sure what's going on.
[00:47:39.260 --> 00:47:53.340]   Oh, and we're already pretty much at time.
[00:47:53.340 --> 00:47:58.460]   Um, let me see if I can find one of the really impressive ones that I did here.
[00:47:59.740 --> 00:48:05.500]   Um, yeah, no, they're all like kind of experiments.
[00:48:05.500 --> 00:48:06.380]   I, I had it.
[00:48:06.380 --> 00:48:06.620]   Yeah.
[00:48:06.620 --> 00:48:11.660]   This one was pretty cool where I have a JavaScript VM and go.
[00:48:11.660 --> 00:48:15.740]   And then you've seen like the bubble T command line application.
[00:48:15.740 --> 00:48:21.500]   And I was like, oh, but there's like ink.js, which is react for terminal UIs in JavaScript.
[00:48:22.060 --> 00:48:29.500]   Kind of have ink.js run in the JavaScript VM within a term bracelet terminal UI.
[00:48:29.500 --> 00:48:36.060]   So that basically have like an ink.js application as a widget inside a bigger application.
[00:48:36.060 --> 00:48:37.020]   And it, it did it.
[00:48:37.020 --> 00:48:39.980]   And that, that one actually works, which is, which is really cool.
[00:48:39.980 --> 00:48:43.580]   Um, and this actually will show one of the older websites.
[00:48:43.580 --> 00:48:45.260]   So this is what it looks like.
[00:48:45.260 --> 00:48:51.900]   And one of the tricks that I gave it is to, is to, um, is to ask it to record
[00:48:52.300 --> 00:48:52.860]   things.
[00:48:52.860 --> 00:48:59.180]   So this is literally the presser key is in bubble T, but the application on top is in react.
[00:48:59.180 --> 00:49:00.540]   And like an ink.js.
[00:49:00.540 --> 00:49:05.820]   That one, that one, when I came back and was like, holy, holy crap, this actually worked.
[00:49:05.820 --> 00:49:11.980]   Um, and I don't think I've ever would have found the time to do it.
