
[00:00:00.000 --> 00:00:03.160]   (projector whirring)
[00:13:09.440 --> 00:13:12.120]   When you make sales, all this stuff,
[00:13:12.120 --> 00:13:13.440]   you can automate so much of it
[00:13:13.440 --> 00:13:14.920]   and get it out of sight, out of mind,
[00:13:14.920 --> 00:13:15.960]   which I think is one of the best ways
[00:13:15.960 --> 00:13:18.720]   for the majority of people to invest their money.
[00:13:18.720 --> 00:13:20.880]   Staying physically fit requires you to actually put it,
[00:13:20.880 --> 00:13:22.320]   do it day in and day out, right?
[00:13:22.320 --> 00:13:23.720]   You have to choose what you eat every day.
[00:13:23.720 --> 00:13:24.560]   - You have to put the work in.
[00:13:24.560 --> 00:13:27.120]   - You have to actually like get changed in the gym,
[00:13:27.120 --> 00:13:29.160]   start working out, go running, whatever.
[00:13:29.160 --> 00:13:30.120]   You actually have to do it.
[00:13:30.120 --> 00:13:32.240]   So you have to make all those little decisions.
[00:13:32.240 --> 00:13:34.640]   So that's my end of diatribe on personal finance
[00:13:34.640 --> 00:13:36.240]   versus staying physically fit.
[00:13:36.240 --> 00:13:38.880]   But the wreckage in Peloton stock is just a sight to behold.
[00:13:38.880 --> 00:13:41.960]   John, do a chart on of the coming up the drawdown.
[00:13:41.960 --> 00:13:44.160]   So it's like 95% from the high.
[00:13:44.160 --> 00:13:46.200]   Show the next one, which is just the market cap,
[00:13:46.200 --> 00:13:49.280]   which was close to $50 billion in January of 2021.
[00:13:49.280 --> 00:13:50.920]   Now it's more like $3 billion.
[00:13:50.920 --> 00:13:53.480]   Just a massive destruction of wealth.
[00:13:53.480 --> 00:13:56.280]   My favorite line from Peloton is the former CEO says,
[00:13:56.280 --> 00:13:57.480]   "I see this as clear as day.
[00:13:57.480 --> 00:13:58.680]   "This thing is going to be one
[00:13:58.680 --> 00:14:01.080]   "of the few trillion dollar companies in 15 years."
[00:14:01.080 --> 00:14:02.720]   And he said his board told him to stop saying that
[00:14:02.720 --> 00:14:04.840]   'cause they said eventually you're gonna sound like an idiot
[00:14:04.840 --> 00:14:07.000]   and obviously he did.
[00:14:07.000 --> 00:14:09.120]   It does feel like they could be a prime takeover candidate
[00:14:09.120 --> 00:14:11.120]   because of the technology, they have the recurring revenue.
[00:14:11.120 --> 00:14:12.080]   People pay them, I don't know,
[00:14:12.080 --> 00:14:14.640]   it's like 40 or 50 bucks a month for the classes.
[00:14:14.640 --> 00:14:16.400]   I guess it would be interesting
[00:14:16.400 --> 00:14:17.840]   if Netflix had a Peloton channel.
[00:14:17.840 --> 00:14:19.140]   You could watch Netflix at the same time
[00:14:19.140 --> 00:14:20.280]   as you're working out.
[00:14:22.200 --> 00:14:23.400]   I don't know, this would be a shift
[00:14:23.400 --> 00:14:25.080]   from software to hardware for Netflix.
[00:14:25.080 --> 00:14:27.200]   I kind of also think like Apple and Nike
[00:14:27.200 --> 00:14:28.520]   make a lot of sense here.
[00:14:28.520 --> 00:14:30.880]   But I guess this is kind of one of the fun things
[00:14:30.880 --> 00:14:32.680]   about bear markets is you can start thinking about this.
[00:14:32.680 --> 00:14:36.320]   Unfortunately, I feel like most of the good takeover ideas
[00:14:36.320 --> 00:14:39.240]   that people have never come to fruition, unfortunately.
[00:14:39.240 --> 00:14:41.240]   - Yeah, and good point about bear markets
[00:14:41.240 --> 00:14:42.480]   providing opportunity.
[00:14:42.480 --> 00:14:44.280]   I just keep thinking of the Lindy principle.
[00:14:44.280 --> 00:14:46.280]   Are you familiar with this Lindy thing, Ben?
[00:14:46.280 --> 00:14:48.040]   Does that ring a bell at all?
[00:14:48.040 --> 00:14:50.000]   - Yes, all the cool kids say it these days.
[00:14:50.000 --> 00:14:52.040]   - Yeah, and I think it died.
[00:14:52.040 --> 00:14:55.360]   Well, the idea is stuff that lives for a long time,
[00:14:55.360 --> 00:14:57.180]   thousands of years is permanent.
[00:14:57.180 --> 00:14:59.080]   So like walking is something that's been with us
[00:14:59.080 --> 00:15:00.440]   for all of human history.
[00:15:00.440 --> 00:15:01.800]   Beer and wine are good
[00:15:01.800 --> 00:15:03.560]   because they've been around for a while.
[00:15:03.560 --> 00:15:06.380]   And yeah, that's my thing about any exercise
[00:15:06.380 --> 00:15:07.480]   is that it's fats.
[00:15:07.480 --> 00:15:10.160]   I think even the subscription service models
[00:15:10.160 --> 00:15:12.160]   are just really, Matthew Ball's thing
[00:15:12.160 --> 00:15:14.840]   is the repackaged, packaged ideas
[00:15:14.840 --> 00:15:17.120]   that comes up with Derek Thompson from time to time, right?
[00:15:17.120 --> 00:15:18.760]   That we're just re-bundling the bundles
[00:15:18.760 --> 00:15:20.480]   that were de-bundled a year ago.
[00:15:20.480 --> 00:15:22.080]   And it would be really interesting to me
[00:15:22.080 --> 00:15:24.840]   if Netflix becomes this new cable service provider.
[00:15:24.840 --> 00:15:27.360]   You get your work out there along with everything else.
[00:15:27.360 --> 00:15:29.200]   - I do think the biggest problem
[00:15:29.200 --> 00:15:30.280]   for seeing some of these takeovers,
[00:15:30.280 --> 00:15:31.400]   and we have stocks that are down 90,
[00:15:31.400 --> 00:15:33.680]   like there's a ton of stocks down 90% and you go,
[00:15:33.680 --> 00:15:35.120]   why wouldn't these companies all just start
[00:15:35.120 --> 00:15:36.920]   getting taken over by the war chest of cash
[00:15:36.920 --> 00:15:38.120]   that tech stocks have?
[00:15:38.120 --> 00:15:40.280]   Well, all these huge tech companies are laying people off
[00:15:40.280 --> 00:15:41.840]   because they think a recession is coming.
[00:15:41.840 --> 00:15:44.040]   And are you really gonna buy another company
[00:15:44.040 --> 00:15:45.800]   if you think there's potentially another leg down?
[00:15:45.800 --> 00:15:48.720]   So that's, I mean, I thought in 2008,
[00:15:48.720 --> 00:15:52.040]   we were gonna see a ton more takeovers and mergers
[00:15:52.040 --> 00:15:52.880]   from the bank.
[00:15:52.880 --> 00:15:54.040]   I mean, there's a few banks that got taken out,
[00:15:54.040 --> 00:15:56.160]   but not nearly as many as I thought at the time.
[00:15:56.160 --> 00:15:57.680]   And I think that's just because a lot of people
[00:15:57.680 --> 00:16:00.160]   don't wanna sell at the bottom unless they really have to.
[00:16:00.160 --> 00:16:01.960]   You have to be forced into it, basically.
[00:16:01.960 --> 00:16:03.520]   - Right, right.
[00:16:03.520 --> 00:16:05.520]   But from crisis comes opportunity.
[00:16:05.520 --> 00:16:08.320]   - Yeah, not a bad idea though, Peloton and Netflix.
[00:16:08.320 --> 00:16:09.160]   I like it.
[00:16:09.160 --> 00:16:10.560]   All right, let's do another one.
[00:16:10.560 --> 00:16:12.160]   - Okay, question four.
[00:16:12.160 --> 00:16:15.160]   My wife is a high-income physician, not to brag,
[00:16:15.160 --> 00:16:18.200]   and I make no money and stay at home with our daughter.
[00:16:18.200 --> 00:16:19.640]   Our finances are in great shape,
[00:16:19.640 --> 00:16:21.880]   thanks to advice from folks like you.
[00:16:21.880 --> 00:16:24.040]   My parents are both 65, recently retired,
[00:16:24.040 --> 00:16:26.320]   and live with us in a separate in-law suite.
[00:16:26.320 --> 00:16:27.480]   They cover the electric bill
[00:16:27.480 --> 00:16:29.160]   and they help out with the baby.
[00:16:29.160 --> 00:16:31.760]   Their expenses are fully covered by Social Security.
[00:16:31.760 --> 00:16:33.800]   They have about $200,000 in 401ks
[00:16:33.800 --> 00:16:36.520]   and about $120,000 in checking.
[00:16:36.520 --> 00:16:37.720]   Unfortunately, they know nothing
[00:16:37.720 --> 00:16:38.840]   about where to put that money,
[00:16:38.840 --> 00:16:40.200]   and they think that they can beat inflation
[00:16:40.200 --> 00:16:42.000]   by putting money under the mattress.
[00:16:42.000 --> 00:16:44.320]   How should I propose to allocate their money for them
[00:16:44.320 --> 00:16:47.920]   in a simple, low-risk way, 30% stocks, 70% bonds?
[00:16:47.920 --> 00:16:50.120]   If I can't explain it in a few sentences,
[00:16:50.120 --> 00:16:51.520]   they'll just use the mattress.
[00:16:51.520 --> 00:16:52.360]   Sam.
[00:16:52.360 --> 00:16:55.480]   - Okay, the other not to brag here
[00:16:55.480 --> 00:16:57.160]   is he's got free babysitters all the time.
[00:16:57.160 --> 00:16:58.520]   - That's what I was gonna say.
[00:16:58.520 --> 00:16:59.360]   - Right? - It's a dream.
[00:16:59.360 --> 00:17:01.360]   - That's why I'm, that's like the one thing
[00:17:01.360 --> 00:17:02.360]   you have to have your parents live with you.
[00:17:02.360 --> 00:17:03.840]   On the other hand, you got free babysitting.
[00:17:03.840 --> 00:17:05.840]   - It's a dream for middle-aged dads, yeah.
[00:17:05.840 --> 00:17:07.800]   - Yes, that's the, and kudos to you
[00:17:07.800 --> 00:17:08.720]   for staying home with your daughter
[00:17:08.720 --> 00:17:09.560]   and letting her wait for it.
[00:17:09.560 --> 00:17:10.480]   - I think that's awesome.
[00:17:10.480 --> 00:17:12.200]   - I do too.
[00:17:12.200 --> 00:17:16.520]   So, I think giving advice to a family member
[00:17:16.520 --> 00:17:18.080]   is 10 times harder than giving advice
[00:17:18.080 --> 00:17:20.000]   to like a prospective client in wealth management.
[00:17:20.000 --> 00:17:22.320]   You may, I don't know if you agree with me there.
[00:17:22.320 --> 00:17:26.040]   It's very difficult because if something goes wrong,
[00:17:26.040 --> 00:17:27.800]   they're probably gonna blame you.
[00:17:27.800 --> 00:17:30.200]   But obviously, like your parents need to do something.
[00:17:30.200 --> 00:17:31.600]   Right?
[00:17:31.600 --> 00:17:32.440]   Maybe.
[00:17:32.440 --> 00:17:34.040]   It says they're living with you.
[00:17:34.040 --> 00:17:35.800]   They pay the electric bill.
[00:17:35.800 --> 00:17:36.640]   That's about it.
[00:17:36.640 --> 00:17:37.600]   They're paying utilities.
[00:17:37.600 --> 00:17:39.240]   So obviously, their cost of living expenses are low,
[00:17:39.240 --> 00:17:41.340]   so they can be covered by social security.
[00:17:41.340 --> 00:17:44.600]   What do you do with, in this situation?
[00:17:44.600 --> 00:17:46.040]   I guess now makes it a little easier
[00:17:46.040 --> 00:17:47.760]   where they don't have to take a ton of risk
[00:17:47.760 --> 00:17:48.600]   if they don't want to
[00:17:48.600 --> 00:17:50.080]   because interest rates are now higher.
[00:17:50.080 --> 00:17:53.400]   So, do you like tone the water into, you know,
[00:17:53.400 --> 00:17:56.480]   just some really low volatile short-term bonds,
[00:17:56.480 --> 00:17:57.520]   money market CDs, that stuff,
[00:17:57.520 --> 00:17:59.680]   so at least earning something?
[00:17:59.680 --> 00:18:00.940]   - Yeah, that's where I was gonna go.
[00:18:00.940 --> 00:18:03.080]   But I guess to hit your point, Sam,
[00:18:03.080 --> 00:18:04.720]   if you, I think the first thing is
[00:18:04.720 --> 00:18:07.000]   that you would need to sort of gain some trust, right?
[00:18:07.000 --> 00:18:10.180]   And ultimately, if whatever plan you give them goes wrong,
[00:18:10.180 --> 00:18:12.600]   you've potentially not just lost your in-laws,
[00:18:12.600 --> 00:18:14.680]   you've lost, or your parents, you've lost a babysitter.
[00:18:14.680 --> 00:18:16.040]   And so, and a roommate.
[00:18:16.040 --> 00:18:17.840]   So nobody wants that.
[00:18:17.840 --> 00:18:19.280]   But I think I would move beyond that
[00:18:19.280 --> 00:18:20.640]   and just sort of think about this
[00:18:20.640 --> 00:18:22.580]   from a financial planner standpoint.
[00:18:22.580 --> 00:18:24.400]   I think, like layer one would be,
[00:18:24.400 --> 00:18:26.240]   probably want to hire somebody
[00:18:26.240 --> 00:18:27.440]   to professionally help them, right?
[00:18:27.440 --> 00:18:28.920]   To give them advice.
[00:18:28.920 --> 00:18:31.160]   But assuming that they would listen to you, Sam,
[00:18:31.160 --> 00:18:32.680]   the thing I would think about is,
[00:18:32.680 --> 00:18:33.600]   yeah, I think, Ben,
[00:18:33.600 --> 00:18:36.200]   the market's given us a massive gift here this year.
[00:18:36.200 --> 00:18:37.420]   If you go back and look at, let's say,
[00:18:37.420 --> 00:18:39.360]   the one-year treasury or six-year treasury,
[00:18:39.360 --> 00:18:40.680]   just pick your duration.
[00:18:40.680 --> 00:18:44.060]   A year ago, we were talking like 0.1%, right?
[00:18:44.060 --> 00:18:46.880]   And today, you can get close to 4% a year
[00:18:46.880 --> 00:18:50.560]   of state income tax-free U.S. treasury interest,
[00:18:50.560 --> 00:18:52.400]   and the market defines that more or less
[00:18:52.400 --> 00:18:53.600]   as a risk-free rate.
[00:18:53.600 --> 00:18:54.960]   And so, you mentioned it at the top,
[00:18:54.960 --> 00:18:57.420]   inflation 7%, that stinks.
[00:18:57.420 --> 00:18:59.840]   But I would sort of frame this as,
[00:18:59.840 --> 00:19:02.440]   the first step for any financial person
[00:19:02.440 --> 00:19:03.660]   would be do no harm.
[00:19:03.660 --> 00:19:05.280]   And if they're mostly in cash
[00:19:05.280 --> 00:19:07.160]   and assuming they're conservatively managed 401ks,
[00:19:07.160 --> 00:19:08.400]   I would just start easy.
[00:19:08.400 --> 00:19:11.680]   And if you can get 4% from a simple allocation
[00:19:11.680 --> 00:19:13.480]   of treasury bonds, I'd start there
[00:19:13.480 --> 00:19:15.220]   and then start layering things on top of that,
[00:19:15.220 --> 00:19:16.800]   because that would get them
[00:19:16.800 --> 00:19:19.080]   to start to think about inflation on the long run
[00:19:19.080 --> 00:19:21.060]   and then maybe put a plan in front of them and say,
[00:19:21.060 --> 00:19:23.960]   hey, if your spending can't keep up with inflation,
[00:19:23.960 --> 00:19:25.180]   your expenses are covered now,
[00:19:25.180 --> 00:19:27.960]   what happens when the medical expenses increase, right,
[00:19:27.960 --> 00:19:28.840]   in the future?
[00:19:28.840 --> 00:19:31.120]   What happens if we want to take some vacations
[00:19:31.120 --> 00:19:31.960]   and do some time?
[00:19:31.960 --> 00:19:34.240]   Ultimately, I think that I would sit them down
[00:19:34.240 --> 00:19:35.740]   and try to talk about their goals,
[00:19:35.740 --> 00:19:37.160]   but I think the market's given us a gift
[00:19:37.160 --> 00:19:38.000]   and I would just start
[00:19:38.000 --> 00:19:39.520]   with something relatively conservative.
[00:19:39.520 --> 00:19:42.040]   Rates are high, why not just get started there?
[00:19:42.040 --> 00:19:43.400]   - Do you think people actually put money
[00:19:43.400 --> 00:19:45.160]   under their mattress anymore?
[00:19:45.160 --> 00:19:46.040]   I know it's a saying,
[00:19:46.040 --> 00:19:47.800]   but is that someone actually doing this?
[00:19:47.800 --> 00:19:49.600]   - I don't have kids that have lost teeth yet,
[00:19:49.600 --> 00:19:52.620]   but apparently I do need to start thinking about this.
[00:19:52.620 --> 00:19:54.240]   There are fairies involved,
[00:19:54.240 --> 00:19:57.200]   but I would say no, ultimately.
[00:19:57.200 --> 00:19:59.560]   But it is nice to see yield come back.
[00:19:59.560 --> 00:20:01.640]   Like, I get excited right now, right?
[00:20:01.640 --> 00:20:02.880]   - Especially for fairies.
[00:20:02.880 --> 00:20:03.720]   I know people say like,
[00:20:03.720 --> 00:20:05.000]   well, it's still below the rate of inflation,
[00:20:05.000 --> 00:20:06.280]   but so what?
[00:20:06.280 --> 00:20:07.800]   It's better than nothing.
[00:20:07.800 --> 00:20:09.960]   It's so much better.
[00:20:09.960 --> 00:20:12.120]   Also, the tooth fairy thing,
[00:20:12.120 --> 00:20:14.560]   my daughter lost a bunch of teeth right in a row.
[00:20:14.560 --> 00:20:15.400]   - I'm sorry to hear that.
[00:20:15.400 --> 00:20:16.920]   You should have seen the other girl.
[00:20:16.920 --> 00:20:18.840]   - Oh yeah, well no, she had the two front teeth gone
[00:20:18.840 --> 00:20:20.400]   and just a huge gap.
[00:20:20.400 --> 00:20:21.960]   But so she lost a tooth
[00:20:21.960 --> 00:20:24.760]   and my wife only had a $20 bill and we forgot, you know?
[00:20:24.760 --> 00:20:25.800]   So we put a 20 under there,
[00:20:25.800 --> 00:20:27.680]   which is way more than you should.
[00:20:27.680 --> 00:20:29.560]   And the next day she lost another one.
[00:20:29.560 --> 00:20:32.920]   So then she expected another 20, right?
[00:20:32.920 --> 00:20:33.820]   So.
[00:20:33.820 --> 00:20:34.660]   - Thanks Biden.
[00:20:34.660 --> 00:20:36.400]   Yeah, there's inflation right at you.
[00:20:36.400 --> 00:20:37.240]   Stick it.
[00:20:37.240 --> 00:20:38.680]   - I think I may have reused the same 20.
[00:20:38.680 --> 00:20:40.560]   - Cost of living adjustments for the tooth fairy
[00:20:40.560 --> 00:20:41.680]   are out of control these days.
[00:20:41.680 --> 00:20:42.600]   It's nuts.
[00:20:42.600 --> 00:20:43.440]   - Seriously.
[00:20:43.440 --> 00:20:44.920]   All right, we got one more question.
[00:20:44.920 --> 00:20:47.520]   - All right, question five.
[00:20:47.520 --> 00:20:50.640]   We moved our joint account and rollover and Roth IRAs
[00:20:50.640 --> 00:20:52.720]   from an advisor to a self-managed account.
[00:20:52.720 --> 00:20:55.400]   We are a military family, big shouts, big ups,
[00:20:55.400 --> 00:20:57.400]   and our advisor is not able to advise us
[00:20:57.400 --> 00:20:59.040]   in the current state we live in.
[00:20:59.040 --> 00:21:00.520]   I'm now managing my rollover IRA
[00:21:00.520 --> 00:21:02.600]   and I want to rebalance into a blend of index funds
[00:21:02.600 --> 00:21:03.920]   from individual stocks.
[00:21:03.920 --> 00:21:04.960]   From many of the stocks,
[00:21:04.960 --> 00:21:07.160]   it was easy to sell because they were up.
[00:21:07.160 --> 00:21:08.480]   The question I has is what should I do
[00:21:08.480 --> 00:21:10.600]   with the others that have had major losses?
[00:21:10.600 --> 00:21:12.320]   I'm not sure if I should hold these for a while
[00:21:12.320 --> 00:21:13.560]   and wait for them to come up
[00:21:13.560 --> 00:21:16.000]   or just rip the Band-Aid off with 29% losses.
[00:21:16.000 --> 00:21:18.080]   I am 40, my husband's 44,
[00:21:18.080 --> 00:21:20.280]   so we have a long time horizon before we retire,
[00:21:20.280 --> 00:21:21.120]   but with some of the stocks,
[00:21:21.120 --> 00:21:23.000]   I'm worried they just might continue to drop.
[00:21:23.000 --> 00:21:25.440]   Dicks, a couple of companies that she mentions.
[00:21:25.440 --> 00:21:27.480]   A question comes from Sarah.
[00:21:27.480 --> 00:21:31.200]   So Ben, what should Sarah do with her individual stocks?
[00:21:31.200 --> 00:21:33.040]   - First, so she's a military family.
[00:21:33.040 --> 00:21:35.920]   Any special considerations here because of that?
[00:21:35.920 --> 00:21:37.760]   - I mean, just number one, first and foremost,
[00:21:37.760 --> 00:21:39.720]   thank you, that's awesome.
[00:21:39.720 --> 00:21:41.720]   I mean, the question that Duncan had was,
[00:21:41.720 --> 00:21:43.640]   are there advisors that can work with folks
[00:21:43.640 --> 00:21:44.600]   in different states, right?
[00:21:44.600 --> 00:21:47.960]   Because ultimately if your advisor is from one home state
[00:21:47.960 --> 00:21:49.480]   and it really depends on the advisor, right?
[00:21:49.480 --> 00:21:52.240]   We happen to be registered SEC wise.
[00:21:52.240 --> 00:21:56.400]   But no, I think that the concerns and sort of tribulations,
[00:21:56.400 --> 00:21:58.000]   the challenges that face military families
[00:21:58.000 --> 00:22:00.520]   are very similar to everybody else.
[00:22:00.520 --> 00:22:02.240]   Hopefully there's a military pension involved,
[00:22:02.240 --> 00:22:04.600]   but ultimately I give Sarah a lot of credit
[00:22:04.600 --> 00:22:06.080]   because she's thinking long-term
[00:22:06.080 --> 00:22:07.960]   and she's looking to invest for the future.
[00:22:07.960 --> 00:22:10.440]   So I think that advice would stand military or not.
[00:22:10.440 --> 00:22:13.080]   And I give her a lot of credit for thinking about that.
[00:22:13.080 --> 00:22:15.240]   - Right, but I think like, again,
[00:22:15.240 --> 00:22:16.920]   if you know that you have a portfolio
[00:22:16.920 --> 00:22:18.560]   that you wanna get to someday,
[00:22:18.560 --> 00:22:20.640]   the ripping a bandit off makes the most sense to me,
[00:22:20.640 --> 00:22:21.880]   especially in an environment like this,
[00:22:21.880 --> 00:22:24.480]   and especially if you're using tax deferred accounts.
[00:22:24.480 --> 00:22:27.320]   You know, in the back of our heads, we're always thinking,
[00:22:27.320 --> 00:22:30.640]   well, what if I'm selling Amazon that was down 90%
[00:22:30.640 --> 00:22:31.480]   or whatever, and it's come back to be
[00:22:31.480 --> 00:22:33.480]   one of the greatest stocks of all time?
[00:22:33.480 --> 00:22:36.200]   There's always going to be that in the back of your head.
[00:22:36.200 --> 00:22:38.160]   But I think if you have a portfolio that you wanna get to,
[00:22:38.160 --> 00:22:39.320]   I don't see the need to wait,
[00:22:39.320 --> 00:22:41.000]   unless you're thinking through something like taxes
[00:22:41.000 --> 00:22:42.440]   or costs or something like that,
[00:22:42.440 --> 00:22:44.160]   that is gonna be prohibitive.
[00:22:44.160 --> 00:22:46.520]   And if it's not, then I think you just do it
[00:22:46.520 --> 00:22:48.640]   because the longer you wait,
[00:22:48.640 --> 00:22:51.840]   the better the chance of something potentially going wrong.
[00:22:51.840 --> 00:22:54.720]   And I think that this year's a great example of,
[00:22:54.720 --> 00:22:57.080]   I'm always preaching the benefits of diversification,
[00:22:57.080 --> 00:23:00.680]   but this year shows if you have concentrated investments
[00:23:00.680 --> 00:23:01.880]   in the wrong area of the market,
[00:23:01.880 --> 00:23:04.440]   and you got in at the wrong time, you can be crushed.
[00:23:04.440 --> 00:23:05.760]   I mean, certain people are sitting,
[00:23:05.760 --> 00:23:07.000]   certain people feel their portfolio
[00:23:07.000 --> 00:23:08.520]   is like a depression right now, right?
[00:23:08.520 --> 00:23:09.360]   - Yeah, yeah.
[00:23:09.360 --> 00:23:10.720]   - It could be down 60, 70, 80%
[00:23:10.720 --> 00:23:12.760]   if you put all of your money in the wrong stuff,
[00:23:12.760 --> 00:23:14.400]   whereas the market itself is down,
[00:23:14.400 --> 00:23:18.440]   the Dow is down 7% this year, the S&P is down 15.
[00:23:18.440 --> 00:23:22.600]   You know, that diversification is,
[00:23:22.600 --> 00:23:24.920]   especially in times like these,
[00:23:24.920 --> 00:23:25.760]   I don't think you can calculate
[00:23:25.760 --> 00:23:27.800]   how much better it makes people feel.
[00:23:27.800 --> 00:23:29.160]   - Yeah, the key to me was companies
[00:23:29.160 --> 00:23:30.440]   I've never heard of, right?
[00:23:30.440 --> 00:23:33.440]   So if you have a stock or a company in your portfolio
[00:23:33.440 --> 00:23:36.200]   that you've literally not taken the time to research,
[00:23:36.200 --> 00:23:38.360]   it probably has no place in your portfolio.
[00:23:38.360 --> 00:23:39.640]   Sarah mentions in the question,
[00:23:39.640 --> 00:23:41.080]   just clarified it reading it through,
[00:23:41.080 --> 00:23:43.400]   that she's looking at a role of IRA, right, Ben?
[00:23:43.400 --> 00:23:46.760]   So within an IRA, if you sell a stock, a company at a loss,
[00:23:46.760 --> 00:23:47.840]   there's no tax effect.
[00:23:47.840 --> 00:23:51.120]   So like the only reason you would hold something in an IRA
[00:23:51.120 --> 00:23:53.080]   would be if you expect long-term growth.
[00:23:53.080 --> 00:23:54.720]   And I would say for a Dick's
[00:23:54.720 --> 00:23:56.160]   or one of these companies that she mentions,
[00:23:56.160 --> 00:23:57.620]   or you mentioned Amazon, Ben,
[00:23:57.620 --> 00:23:59.280]   if you have a diversified index fund,
[00:23:59.280 --> 00:24:01.360]   you're gonna enjoy the future appreciation
[00:24:01.360 --> 00:24:02.600]   of a company like that,
[00:24:02.600 --> 00:24:04.880]   especially a company that has a large market cap.
[00:24:04.880 --> 00:24:08.740]   So I would just, again, the losses are in the past.
[00:24:08.740 --> 00:24:09.720]   They're done, they're over with.
[00:24:09.720 --> 00:24:10.760]   You can't do anything about them.
[00:24:10.760 --> 00:24:13.640]   So like, don't let that dictate your decisions going forward.
[00:24:13.640 --> 00:24:14.880]   What's the portfolio you want?
[00:24:14.880 --> 00:24:16.240]   How do you wanna make this stick?
[00:24:16.240 --> 00:24:19.160]   And I think a blend of index funds is a fantastic way to go
[00:24:19.160 --> 00:24:21.040]   for any investor, military or not.
[00:24:21.040 --> 00:24:23.680]   - And we've gotten questions like this a lot recently,
[00:24:23.680 --> 00:24:25.900]   obviously, and it just shows how quickly
[00:24:25.900 --> 00:24:27.760]   the sentiment has changed from a couple of years ago
[00:24:27.760 --> 00:24:28.600]   of people wanting to be,
[00:24:28.600 --> 00:24:30.720]   "I wanna be in triple lever to this and I can handle it,"
[00:24:30.720 --> 00:24:33.760]   to, "No, now I've seen individual selection."
[00:24:33.760 --> 00:24:34.760]   I think that this is a lesson
[00:24:34.760 --> 00:24:36.000]   sometimes that you have to learn.
[00:24:36.000 --> 00:24:38.420]   Like, sometimes people will scold you and say,
[00:24:38.420 --> 00:24:39.640]   "You shouldn't take so much risk
[00:24:39.640 --> 00:24:40.480]   when market's growing up."
[00:24:40.480 --> 00:24:42.680]   And that's the last thing that you want to hear
[00:24:42.680 --> 00:24:43.840]   because you're seeing everyone else get rich
[00:24:43.840 --> 00:24:45.600]   and you have FOMO and all these things.
[00:24:45.600 --> 00:24:47.400]   And I think if you,
[00:24:47.400 --> 00:24:50.160]   this is the time to understand and learn your risk tolerance.
[00:24:50.160 --> 00:24:52.240]   Maybe some people can have a concentrated portfolio
[00:24:52.240 --> 00:24:54.940]   and can have 50 or 60% of their portfolio in this.
[00:24:54.940 --> 00:24:57.000]   And if you can handle that and you can do the work
[00:24:57.000 --> 00:24:58.800]   and you understand these stocks, that's fine.
[00:24:58.800 --> 00:25:01.040]   But if you're someone who's just kind of willy-nilly,
[00:25:01.040 --> 00:25:02.840]   like, "I liked these stocks and I put money in them
[00:25:02.840 --> 00:25:04.340]   because they were going up,"
[00:25:04.340 --> 00:25:05.720]   and you don't have a plan on the other side
[00:25:05.720 --> 00:25:06.920]   for when am I gonna sell them
[00:25:06.920 --> 00:25:08.100]   and when is the business turnaround
[00:25:08.100 --> 00:25:09.520]   and what's the difference between a good business
[00:25:09.520 --> 00:25:10.720]   and a good stock,
[00:25:10.720 --> 00:25:13.660]   or potentially now a bad business and a bad stock,
[00:25:13.660 --> 00:25:16.280]   this is your out.
[00:25:16.280 --> 00:25:18.360]   This is the time to reassess and understand,
[00:25:18.360 --> 00:25:21.320]   "Okay, this is my true risk profile.
[00:25:21.320 --> 00:25:22.920]   And now I actually understand.
[00:25:22.920 --> 00:25:24.640]   And I'm gonna build a portfolio that I can stick with
[00:25:24.640 --> 00:25:25.940]   through bull markets and bear markets
[00:25:25.940 --> 00:25:27.720]   and not just when things are going up."
[00:25:27.720 --> 00:25:29.000]   - Yeah, and the data on your side.
[00:25:29.000 --> 00:25:30.920]   John, can we pull up the chart that I put up?
[00:25:30.920 --> 00:25:31.760]   Yeah.
[00:25:31.760 --> 00:25:32.580]   So this is a study.
[00:25:32.580 --> 00:25:35.320]   It was a 25-year sample period, '83 to 2007,
[00:25:35.320 --> 00:25:37.720]   where some gentleman from Blackstar Funds,
[00:25:37.720 --> 00:25:39.160]   they renamed him a couple of times to Longboard,
[00:25:39.160 --> 00:25:40.360]   they're still in existence.
[00:25:40.360 --> 00:25:42.020]   But this chart is burned into my brain.
[00:25:42.020 --> 00:25:44.040]   And they took a look at not just the stocks
[00:25:44.040 --> 00:25:45.480]   in the Russell 3000,
[00:25:45.480 --> 00:25:48.760]   but every stock that had been in an index,
[00:25:48.760 --> 00:25:51.220]   in that index for a 25-year period.
[00:25:51.220 --> 00:25:53.280]   And you can see the distributions of returns here
[00:25:53.280 --> 00:25:54.860]   relative to the index.
[00:25:54.860 --> 00:25:58.120]   Only 36% of the universe of stocks
[00:25:58.120 --> 00:26:00.560]   outperformed the index during that time period,
[00:26:00.560 --> 00:26:02.460]   with fat tails on either side.
[00:26:02.460 --> 00:26:05.560]   So just in a random sample in a Burton Malkiel,
[00:26:05.560 --> 00:26:08.240]   monkey throwing dart scenario, you pick 100 stocks,
[00:26:08.240 --> 00:26:10.080]   the data show that about two thirds of those
[00:26:10.080 --> 00:26:11.180]   are gonna perform the index.
[00:26:11.180 --> 00:26:13.360]   And this to me is the triumph of indexing,
[00:26:13.360 --> 00:26:15.480]   that you don't have to pick the winners and losers.
[00:26:15.480 --> 00:26:18.320]   It doesn't matter if you get the right ones right or wrong.
