
[00:00:00.040 --> 00:00:07.020]  oncé just over
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.100 --> 00:17:26.100]   I'm not sure if you're listening to this.
[00:17:26.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:17:56.120]   I'm not sure if you're listening to this.
[00:17:56.120 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.140 --> 00:18:26.140]   I'm not sure if you're listening to this.
[00:18:26.160 --> 00:18:56.160]   I'm not sure if you're listening to this.

