
[00:00:00.040 --> 00:00:09.400]   cine
[00:34:08.600 --> 00:34:08.600]   and
[00:34:08.600 --> 00:34:08.600]   and
[00:34:08.600 --> 00:34:08.600]   and
[00:34:08.600 --> 00:34:08.600]  �:00
[00:34:08.640 --> 00:34:08.640]   لل
[00:34:08.640 --> 00:34:20.640]   in. I have
[00:34:37.400 --> 00:35:06.120]   didnt think of a good example of this. A major benefit of the power of choosing not to retire. You can generate massive amounts of wealth. I'll show this to you in just a minute with some numbers. Just think for a moment. If you are working and you're practicing frugality, you're practicing earning a strong income, you're saving a lot of money.
[00:35:06.140 --> 00:35:34.880]   And then, instead of simply drawing down that capital and spending it, you keep working for yourself, providing for your living with your income instead of with your capital, you can leave behind a massive inheritance for your family or for your family foundation or for something that you're desiring to impact.
[00:35:34.880 --> 00:35:34.880]   And then, instead of simply drawing down that capital and spending it, you keep working for yourself, providing for your living with your income instead of with your capital, you can leave behind a massive inheritance for your family or for your family foundation or for something that you're desiring to impact.
[00:35:34.880 --> 00:35:34.880]   For your family or for your family foundation or for something that you're desiring to impact.
[00:35:34.880 --> 00:35:34.880]   For your family or for your family foundation or for something that you're desiring to impact.
[00:35:34.880 --> 00:35:34.880]   For your family or for your family foundation or for something that you're desiring to impact.
[00:35:34.880 --> 00:35:34.880]   For your family or for your family foundation or for something that you're desiring to impact.
[00:35:34.880 --> 00:36:03.640]  , for your family or for something that you're desiring to impact.
[00:36:03.640 --> 00:36:03.680]   For your family or for something that you're desiring to impact.
[00:36:03.680 --> 00:36:03.680]   Now, this is a concept that it's not that we don't work with it in the modern era, but it seems like we make this intense, we live in an intensely individualized society, especially in the United States, where we all just think of taking care of ourselves and yeah, we think about taking care of others, but we don't think about working together. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop.
[00:37:30.080 --> 00:37:30.080]  obedience: The first thing we have to do is to develop the skills and develop the practice of actually working together, there are two things that we can develop. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop. But if we could develop the skills and develop the practice of actually working together, there are two things that we can develop.
[00:37:30.120 --> 00:37:55.740]  olog
[00:38:26.280 --> 00:38:30.180]   painting
[00:38:30.180 --> 00:38:35.820]  機
[00:38:35.820 --> 00:38:36.020]  �
[00:38:36.020 --> 00:38:37.100]   blessed, ,,,,, Bad I I Bitch Iтерес
[00:38:37.100 --> 00:38:42.520]   Raum, ., .,.,,,,,.,,.स repeats headed livestream
[00:38:42.520 --> 00:38:56.260]   in the
[00:38:56.300 --> 00:38:58.140]   α
[00:38:58.140 --> 00:39:23.260]   it, has,, question:
[00:39:55.860 --> 00:39:55.860]   ----
[00:39:55.860 --> 00:39:55.860]   ----
[00:39:55.860 --> 00:39:55.860]   ----
[00:39:56.080 --> 00:39:56.080]   ------
[00:39:56.120 --> 00:40:07.260]   gold
[00:40:07.260 --> 00:40:24.880]   a the,,,,
[00:41:23.660 --> 00:41:52.800]   Transportation and the family, the family, the family, the family, the family.
[00:41:52.800 --> 00:41:52.800]   Now, take this on and think about the, the, the, the massive general generational wealth that you can build. And if you just simply build the capital, set up the appropriate, um, uh, succession plans within your family, you build the family advisory firm, you build the family charity, you build the things where the capital is not available.
[00:41:52.800 --> 00:41:52.800]   You build the things where the capital is not available.
[00:41:52.800 --> 00:41:52.800]   You build the things where the capital is not available.
[00:41:52.800 --> 00:41:52.840]   You build the things where the capital is not available.
[00:41:52.840 --> 00:41:52.880]   You build the things where the capital is not available.
[00:41:52.880 --> 00:41:52.960]   You build the things where the capital is not available.
[00:41:52.960 --> 00:41:53.020]   You build the things where the capital is not available.
[00:41:53.020 --> 00:41:53.080]   You build the things where the capital is not available.
[00:41:53.080 --> 00:41:53.160]   You build the things where the capital is not available.
[00:41:53.160 --> 00:41:53.240]   You build the things where the capital is not available.
[00:41:53.300 --> 00:42:02.920]   is
[00:42:02.920 --> 00:42:04.780]   10 and at
[00:42:04.780 --> 00:42:22.600]   stud avere Snapchat, and, and, and, in,,",,., believe figure didnt戰 внeli manages Blood wr biscuits hacker they I'm a
[00:42:23.320 --> 00:42:32.700]   a
[00:42:32.700 --> 00:42:34.700]   is the
[00:42:53.340 --> 00:43:23.320]   satisfactorily.
[00:43:23.320 --> 00:43:23.320]   I would say by giving up, by choosing not to retire or choosing to recognize that it would be perfectly fine for you to choose not to retire, you can make up for lost time, so to speak. And what I mean is I'm talking to the 50 year old who feels like, okay, now my kids are 15. Now I can, but I'm behind a retirement or the 60 year old or the 70 year old, et cetera. I'm behind a retirement. No, give that mindset up and create something that will really work for the next 30 years. Don't measure yourself to other people. Just focus on what would we work up
[00:43:23.340 --> 00:43:53.340]   for you. And if you're worried about making up for lost time, the easiest way to do that is just to add on a few more years of working. Now, there are all these other benefits to it, but financially, you can completely make up for the profligacy of your youth if you'll add another five years or 10 years of your working lifetime. So those are just some of the benefits. That's not an all exclusive list, but I hope you'll think about those things because there are really compelling reasons to be intentional in your choice, not just to be a person who's going to retire.
[00:43:53.380 --> 00:44:03.480]   disc
[00:44:03.480 --> 00:44:03.740]  輕 pit.",,,, go with the Love Talk學 quite disagree
[00:44:03.740 --> 00:44:19.280]   의
[00:44:21.680 --> 00:44:31.760]  這些
[00:44:31.760 --> 00:44:50.400]   connect,
[00:44:50.500 --> 00:45:00.580]  ,
[00:45:00.580 --> 00:45:19.020]   lucky like,中國 plac pas it. It,--,,,,, of thevid vow
[00:45:19.840 --> 00:45:36.540]   Now, there are some types of work, some careers, some jobs, that can certainly be a curse or feel like a curse for you.
[00:45:36.540 --> 00:45:41.540]   But you can change those things. None of us are slaves.
[00:45:41.540 --> 00:45:49.180]   If we were slaves, we could still be content and simply serve our masters with a good attitude and be content as slaves.
[00:45:49.180 --> 00:45:49.180]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:45:49.180 --> 00:45:49.180]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:45:49.180 --> 00:45:49.180]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:45:49.180 --> 00:45:49.180]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:45:49.220 --> 00:46:18.540]  , So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.540 --> 00:46:18.580]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.580 --> 00:46:18.620]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.620 --> 00:46:18.660]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.660 --> 00:46:18.700]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.700 --> 00:46:18.780]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.780 --> 00:46:18.780]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:18.800 --> 00:46:48.380]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.380 --> 00:46:48.440]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.440 --> 00:46:48.460]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.460 --> 00:46:48.500]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.500 --> 00:46:48.540]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.540 --> 00:46:48.620]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.620 --> 00:46:48.640]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:46:48.640 --> 00:47:18.640]  , and you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:18.640 --> 00:47:18.660]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:18.660 --> 00:47:18.660]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:18.660 --> 00:47:18.660]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:18.660 --> 00:47:18.660]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:18.660 --> 00:47:18.660]   So, if you're a slave, you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:18.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:47:48.680]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:47:48.680 --> 00:48:18.700]  , you can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.700 --> 00:48:18.700]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.700 --> 00:48:18.700]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.700 --> 00:48:18.700]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.700 --> 00:48:18.700]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.700 --> 00:48:18.700]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.700 --> 00:48:18.700]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:18.720 --> 00:48:48.720]   I can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   I can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   I can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   I can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   I can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   I can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:48:48.720]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:48:48.720 --> 00:49:18.740]  ,
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.740 --> 00:49:18.740]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:18.780 --> 00:49:48.760]  lerini.com
[00:49:48.760 --> 00:49:48.760]   and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:49:48.760]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:49:48.760 --> 00:50:18.780]  ,
[00:50:18.780 --> 00:50:18.780]   and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.780 --> 00:50:18.780]   You can still be content and simply serve our masters with a good attitude and be content as slaves.
[00:50:18.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:50:48.800]   I think there are other careers where you can be content as slaves.
[00:50:48.800 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.820 --> 00:51:18.820]   I think there are other careers where you can be content as slaves.
[00:51:18.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:51:48.840]   I think there are other careers where you can be content as slaves.
[00:51:48.840 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.860 --> 00:52:18.860]   I think there are other careers where you can be content as slaves.
[00:52:18.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:52:48.880]   I think there are other careers where you can be content as slaves.
[00:52:48.880 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.900 --> 00:53:18.900]   I think there are other careers where you can be content as slaves.
[00:53:18.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:53:48.920]   I think there are other careers where you can be content as slaves.
[00:53:48.920 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.940 --> 00:54:18.940]   I think there are other careers where you can be content as slaves.
[00:54:18.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:54:48.960]   I think there are other careers where you can be content as slaves.
[00:54:48.960 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:18.980 --> 00:55:18.980]   I think there are other careers where you can be content as slaves.
[00:55:19.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:55:49.000]   I think there are other careers where you can be content as slaves.
[00:55:49.000 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.020 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.020 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.020 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.020 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.020 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.020 --> 00:56:19.020]   I think there are other careers where you can be content as slaves.
[00:56:19.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:56:49.040]   I think there are other careers where you can be content as slaves.
[00:56:49.040 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.060 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.060 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.060 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.060 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.060 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.060 --> 00:57:19.060]   I think there are other careers where you can be content as slaves.
[00:57:19.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:57:49.080]   I think there are other careers where you can be content as slaves.
[00:57:49.080 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.100 --> 00:58:19.100]   I think there are other careers where you can be content as slaves.
[00:58:19.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
[00:58:49.120 --> 00:58:49.120]   I think there are other careers where you can be content as slaves.
