
[00:00:00.040 --> 00:00:09.560]   cuál
[00:18:21.100 --> 00:18:51.100]   I'm going to try to sell you on the idea for those of those of you who are don't need to stay at home.
[00:18:51.100 --> 00:18:51.100]   I'm going to try to sell you on the idea for those of those of those of you who are don't need to stay at home.
[00:18:51.100 --> 00:18:51.100]   I'm going to try to sell you on the idea for those of those of those of us who are don't need to stay at home.
[00:18:51.100 --> 00:18:51.100]   I'm going to try to sell you on the idea for those of those of those of us who are don't need to stay at home.
[00:18:51.100 --> 00:18:51.100]   I'm going to try to sell you on the idea for those of those of those of us who are don't need to stay at home.
[00:18:51.100 --> 00:18:51.100]   I'm going to try to sell you on the idea for those of those of those of those of us who are don't need to stay at home.
[00:19:21.160 --> 00:19:51.140]  ,
[00:19:51.140 --> 00:19:51.140]   I'm going to try to sell you on the idea for those of those of those of those of those of us who are don't need to stay at home.
[00:19:51.140 --> 00:19:51.140]   I'm going to try to sell you on the idea for those of those of those of those of those of those of us who are don't need to stay at home.
[00:19:51.180 --> 00:20:21.160]  ,
[00:20:21.160 --> 00:20:21.160]   I'm going to try to sell you on the idea for those of those of those of us who are don't need to stay at home.
[00:20:21.160 --> 00:20:21.160]   I'm going to try to sell you on the idea for those of those of those of those of us who are don't need to stay at home.
[00:20:21.160 --> 00:20:21.160]   I'm going to try to sell you on the idea for those of those of those of those of us who are don't need to stay at home.
[00:20:21.160 --> 00:20:21.160]   I'm going to try to sell you on the idea for those of those of those of those of those of us who are don't need to stay at home.
[00:20:21.200 --> 00:20:51.180]   a big time.
[00:20:51.180 --> 00:20:51.180]   So if we hired painters or if we paid retail price for paint, well, we wind up paying a high price for the paint versus getting it on Craigslist cheap and we wind up paying sales tax on that paint versus no sales tax buying it on Craigslist.
[00:20:51.180 --> 00:20:51.180]   If we hired painters well, she can do the painting with no need for us to pay at from out of tax income, no need for us to pay it.
[00:20:51.180 --> 00:20:51.180]   If we hired painters well, she can do the painting with no need for us to pay at from out of tax income, no need for us to pay it.
[00:20:51.180 --> 00:20:51.180]   If we hired painters well, she can do the painting with no need for us to pay it.
[00:20:51.180 --> 00:20:51.180]   If we hired painters well, she can do the painting with no need for us to pay it.
[00:20:51.200 --> 00:21:21.200]   If we hired painters well, she can do the painting with no need for us to pay it.
[00:21:21.200 --> 00:21:21.200]   We're going to be pretty constrained to just paying retail.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   One of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:21.200]   one of the highest markups out there is furniture.
[00:21:21.200 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture. one of the highest markups out there is furniture.
[00:21:51.220 --> 00:21:51.220]   one of the highest markups out there is furniture. one of the highest markups out there is furniture. one of the highest markups out there is furniture.
[00:21:51.260 --> 00:22:02.040]   was
[00:22:02.040 --> 00:22:03.180]   ate the,不錯,
[00:22:18.160 --> 00:22:27.360]   живот and
[00:22:27.360 --> 00:22:33.300]   . Woo I. Я,
[00:22:33.300 --> 00:22:48.140]  , .,,,, perd somethingachtesesGD Styles Pi Shadow I have a hot in my preserve the ma で, and if you is. I, the, and, which, and, and, and, and, and, ,, ., ., ,, ,,, ,, ,, . .,, .,,,, ,, ,,,, .,, .,, ,, ,, ., ., ., D'll . 120 hyster APP contouring� copper like except AF B 리�Max a underecht Both Armor Поэтому recepts in Pearson anywhere in 對不對 increaseостилаPO
[00:22:48.180 --> 00:22:53.160]   develop
[00:22:53.160 --> 00:22:55.980]   inform that isn
[00:22:55.980 --> 00:22:58.420]  는,...,,,. game
[00:22:58.420 --> 00:23:16.000]  투
[00:24:46.300 --> 00:24:46.300]   The biggest returns on investment is from a home garden. From home fruit trees. From home vegetables. Go to your grocery store, look at the cost of fruit, look at the cost of vegetables, and look at your land. And realize that you've got all the necessary elements sitting there to create that stuff for you. But what does gardening cost? Time. Not necessarily a huge amount of time, but it means consistent time. Little bit every day.
[00:24:46.300 --> 00:24:46.300]   The biggest returns on investment is from a home garden. From home fruit trees. From home vegetables. Go to your grocery store, look at the cost of fruit, look at the cost of vegetables, and look at your land. And realize that you've got all the necessary elements sitting there to create that stuff for you. But what does gardening cost? Time. Not necessarily a huge amount of time, but it means consistent time. Little bit every day.
[00:25:15.840 --> 00:25:15.840]   The biggest returns on investment is from a home garden. From home fruit trees. From home vegetables. Go to your grocery store, look at the cost of fruit, look at the cost of vegetables, and look at your land. And realize that you've got all the necessary elements sitting there to create that stuff for you. But what does gardening cost? Time. Not necessarily a huge amount of time, but it means consistent time. Little bit every day.
[00:25:15.840 --> 00:25:15.840]   The biggest returns on investment is from a home garden. From home fruit trees. From home vegetables. Go to your grocery store, look at the cost of vegetables. Go to your nursery store, look at the cost of vegetables. Go to your nursery store, look at the cost of vegetables. Go to your nursery store, look at the cost of vegetables. Go to your nursery store, look at the cost of vegetables. Go to your nursery store, look at the cost of vegetables.
[00:25:43.980 --> 00:26:13.500]   The four outfits that we bought was just simply because they were cute and we wanted them. It was just a splurge. It wasn't necessary, but every other piece of clothing for our children was free. The shoes that they wore, free. Now, we have not been able to continue that since leaving the United States simply because where we live now, the free market is not as abundant as it was back there. Thankfully, we have tremendous other cost savings, and so now we spend money on clothes like normal people. But when we're in the United States, it was tremendous.
[00:26:13.500 --> 00:26:13.500]   It was free.
[00:26:13.500 --> 00:26:13.500]   It was free.
[00:26:13.540 --> 00:26:19.420]   Estado
[00:26:19.420 --> 00:26:42.440]   at 사실 liquented,,,,,,,, con . AND B E N 게� like 1986 dieses Russ it.pel.T.s.G.C.G.G. 결국 aber understand doin the demand n perman out.ool, and, which é again, get the, glad, in the, a, which, of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", I do battere en М Young It's I find successfully vehicle I'm I'm It's I'm I'm I'm I'm I'm I'm deㅠㅠ anh naniinker Aин I'm I'm 1919 leatheril SEIayım I ​I rare expressed� движ que rect tabletsida bereit Har tests� whereinhyungglson� confirm mission childs I accessible
[00:26:42.460 --> 00:26:44.480]   the mother groups and go and pick the stuff up.
[00:26:44.480 --> 00:26:49.480]   Then she'd sort through it, get the stains out of stuff, keep the stuff she wanted, and get rid of the other stuff.
[00:26:49.480 --> 00:26:50.480]   Sometimes she would buy and sell it.
[00:26:50.480 --> 00:26:57.480]   So she would pay some for cloth diapers, keep the ones she wanted, then resell the other ones on eBay and make a profit on some of those things.
[00:26:57.480 --> 00:27:04.480]   If you calculate the cost of clothing for children, it's tremendously, it's very expensive.
[00:27:04.480 --> 00:27:06.480]   You get all of it for free.
[00:27:06.480 --> 00:27:09.480]   You save money on the money required to buy it, right?
[00:27:09.480 --> 00:27:11.380]   Which it was all after tax money.
[00:27:12.320 --> 00:27:41.320]  , right?
[00:27:41.320 --> 00:27:41.320]   It's a tremendous, tremendous financial value.
[00:27:41.320 --> 00:27:41.320]   Other things like the needs of the food needs, etc. The ability to go and get this from this store and that from that store. When it's Saturday morning and all you've got a Saturday morning to do all your errands, it gets so annoying to try to go to eight different stores to capture the sales. But if you've got time to spread it out through the week, I grew up with my mom, we go to four or five different stores.
[00:27:41.320 --> 00:27:41.320]   I grew up with my mom, we go to four or five different stores.
[00:27:41.360 --> 00:27:44.980]   12
[00:27:44.980 --> 00:27:53.440]  авenses Э I is del
[00:28:39.200 --> 00:28:39.200]   and
[00:28:39.200 --> 00:28:39.200]   and
[00:30:06.060 --> 00:30:15.860]   CS
[00:30:15.860 --> 00:30:17.540]  , they they,,, downtime
[00:31:51.860 --> 00:31:51.860]   and downtime.
[00:31:51.860 --> 00:31:51.860]   and downtime.
[00:31:51.860 --> 00:31:51.860]   and downtime.
[00:31:51.860 --> 00:31:52.120]   and downtime.
[00:31:52.120 --> 00:31:52.220]   and downtime.
[00:31:52.220 --> 00:31:52.340]   and downtime.
[00:31:52.340 --> 00:31:52.400]   and downtime.
[00:31:52.400 --> 00:31:52.500]   and downtime.
[00:31:52.500 --> 00:31:52.540]   and downtime.
[00:31:52.540 --> 00:31:52.620]   and downtime.
[00:31:52.620 --> 00:31:52.720]   and downtime.
[00:31:52.720 --> 00:31:52.820]   and downtime.
[00:31:52.820 --> 00:31:53.000]   and downtime.
[00:31:53.000 --> 00:31:53.080]   and downtime.
[00:32:19.560 --> 00:32:20.580]   and downtime.
[00:32:20.580 --> 00:32:20.640]   and downtime.
[00:32:20.640 --> 00:32:20.880]   and downtime.
[00:32:20.880 --> 00:32:20.940]   and downtime.
[00:32:20.940 --> 00:32:21.040]   and downtime.
[00:32:21.040 --> 00:32:21.100]   and downtime.
[00:32:21.100 --> 00:32:21.180]   and downtime.
[00:32:21.180 --> 00:32:21.320]   and downtime.
[00:32:21.320 --> 00:32:21.400]   and downtime.
[00:32:21.480 --> 00:32:37.760]   and downtime.
[00:32:37.760 --> 00:32:37.860]   and downtime.
[00:32:37.860 --> 00:32:37.940]   and downtime.
[00:32:37.940 --> 00:32:39.060]   and downtime.
[00:32:39.060 --> 00:32:47.100]   Very importantly, if my wife is not trying to keep a job every day and earn a paycheck,
[00:32:47.100 --> 00:32:51.440]   she has the opportunity to be a far better member of the local government.
[00:32:51.440 --> 00:33:13.500]  , and I would like to say thank you to the people who are doing this.
[00:33:13.500 --> 00:33:14.460]   Thank you very much.
[00:33:14.460 --> 00:33:15.580]   And I would like to say thank you to the people who are doing this.
[00:33:15.580 --> 00:33:17.700]   And I would like to say thank you to the people who are doing this.
[00:33:17.700 --> 00:33:19.720]   I would like to say thank you to the people who are doing this.
[00:33:19.720 --> 00:33:48.060]   and I would like to say thank you to the people who are doing this.
[00:33:48.060 --> 00:33:48.100]   And I would like to say thank you to the people who are doing this.
[00:33:48.100 --> 00:33:48.160]   And I would like to say thank you to the people who are doing this.
[00:33:48.160 --> 00:33:48.180]   And I would like to say thank you to the people who are doing this.
[00:33:48.180 --> 00:33:48.220]   And I would like to say thank you to the people who are doing this.
[00:33:48.220 --> 00:33:48.240]   And I would like to say thank you to the people who are doing this.
[00:33:48.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:18.260]   And I would like to say thank you to the people who are doing this.
[00:34:18.260 --> 00:34:48.280]   And I would like to say thank you to the people who are doing this.
[00:34:48.280 --> 00:34:48.280]   And I would like to say thank you to the people who are doing this.
[00:34:48.280 --> 00:34:48.280]   And I would like to say thank you to the people who are doing this.
[00:34:48.280 --> 00:34:48.280]   And I would like to say thank you to the people who are doing this.
[00:34:48.280 --> 00:34:48.280]   And I would like to say thank you to the people who are doing this.
[00:34:48.300 --> 00:35:18.300]   I would like to say thank you to the people who are doing this.
[00:35:18.300 --> 00:35:18.300]   But often, although that's appreciated,
[00:35:18.300 --> 00:35:18.300]   Obviously, you know, gift card for groceries,
[00:35:18.300 --> 00:35:18.300]   It helps somebody who's sick, who can't work, etc.
[00:35:18.300 --> 00:35:18.300]   But often the time and the relational support, the emotional support can make a much, much bigger impact.
[00:35:18.300 --> 00:35:18.300]   But in modern life, people who have jobs can't afford to commit the time for that stuff without a major cost to some other part of their life.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:18.300]   So my wife has the ability to do this job.
[00:35:18.300 --> 00:35:48.320]   So my wife has the ability to do this job.
[00:35:48.320 --> 00:35:48.320]   So my wife has the ability to do this job.
[00:35:48.320 --> 00:35:48.320]   So my wife has the ability to do this job.
[00:35:48.320 --> 00:35:48.320]   So my wife has the ability to do this job.
[00:35:48.320 --> 00:35:48.320]   So my wife has the ability to do this job.
[00:35:48.320 --> 00:35:48.320]   So my wife has the ability to do this job.
[00:35:48.360 --> 00:36:18.340]   servicio de la salud.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:18.340]   So my wife has the ability to do this job.
[00:36:18.340 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.360 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.360 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.360 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.360 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.360 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.360 --> 00:36:48.360]   So my wife has the ability to do this job.
[00:36:48.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:18.380]   So my wife has the ability to do this job.
[00:37:18.380 --> 00:37:48.400]   and she's able to do it.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   and she's able to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.400 --> 00:37:48.400]   So my wife has the ability to do this job.
[00:37:48.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:18.420]   So my wife has the ability to do this job.
[00:38:18.420 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.440 --> 00:38:48.440]   So my wife has the ability to do this job.
[00:38:48.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.460 --> 00:39:18.460]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:18.500 --> 00:39:48.480]  ,
[00:39:48.480 --> 00:39:48.480]   I think less insulting to the child is a better way to do it.
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.480 --> 00:39:48.480]   If you can facilitate a lower stress and more relaxed lifestyle,
[00:39:48.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.500 --> 00:40:18.500]   I think less insulting to the child is a better way to do it.
[00:40:18.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:40:48.520]   I think less insulting to the child is a better way to do it.
[00:40:48.520 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.540 --> 00:41:18.540]   I think less insulting to the child is a better way to do it.
[00:41:18.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:41:48.560]   I think less insulting to the child is a better way to do it.
[00:41:48.560 --> 00:42:18.580]  ,
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.580 --> 00:42:18.580]   I think less insulting to the child is a better way to do it.
[00:42:18.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.600 --> 00:42:48.600]   I think less insulting to the child is a better way to do it.
[00:42:48.640 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.620 --> 00:43:18.620]   I think less insulting to the child is a better way to do it.
[00:43:18.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
[00:43:48.640 --> 00:43:48.640]   I think less insulting to the child is a better way to do it.
