
[00:00:00.040 --> 00:00:09.300]   TED
[00:56:51.160 --> 00:56:51.160]   You can't just like move it out from underneath one because it means.
[00:56:51.180 --> 00:57:21.180]  , you can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:21.180]   You can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:21.180]   You can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:21.180]   You can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:21.180]   You can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:21.180]   You can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:21.180]   You can't just like move it out from underneath one because it means.
[00:57:21.180 --> 00:57:51.200]   "You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   You can't just like move it out from underneath one because it means.
[00:57:51.200 --> 00:57:51.200]   the other way that the other way you can't just want to do it. You can't just like move it from underneath one because it means.
[00:57:51.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.220 --> 00:58:21.220]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:21.260 --> 00:58:51.240]  ,
[00:58:51.240 --> 00:58:51.240]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:51.240 --> 00:58:51.240]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:51.240 --> 00:58:51.240]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:51.240 --> 00:58:51.240]   The other way that the other way you can't just like move it from underneath one because it means.
[00:58:51.240 --> 00:58:51.240]   The other way that the other way that the other way you can't move it from underneath one because it means.
[00:58:51.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:21.260]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:21.260 --> 00:59:51.280]  ,
[00:59:51.280 --> 00:59:51.280]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:51.280 --> 00:59:51.280]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:51.280 --> 00:59:51.280]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:51.280 --> 00:59:51.280]   The other way that the other way you can't just like move it from underneath one because it means.
[00:59:51.280 --> 00:59:51.280]   The other way that the other way that the other way you can't just like move it from underneath one because it means.
[00:59:51.280 --> 00:59:51.280]   The other way that the other way that the other way you can't just like move it from underneath one because it means.
[00:59:51.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.300 --> 01:00:21.300]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:21.340 --> 01:00:51.320]  ,
[01:00:51.320 --> 01:00:51.320]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:51.320 --> 01:00:51.320]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:51.320 --> 01:00:51.320]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:51.320 --> 01:00:51.320]   The other way that the other way you can't just like move it from underneath one because it means.
[01:00:51.320 --> 01:00:51.320]   The other way that the other way that the other way you can't just like move it from underneath one because it means.
[01:00:51.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   The other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.340 --> 01:01:21.340]   the other way that the other way you can't just like move it from underneath one because it means.
[01:01:21.380 --> 01:01:51.360]  ,
[01:01:51.360 --> 01:01:51.360]   the other way that the other way you can't just like move it from underneath one because it means.
[01:01:51.360 --> 01:01:51.360]   the other way that the other way you can't just like move it from underneath one because it means.
[01:01:51.360 --> 01:01:51.360]   the other way that the other way you can't just like move it from underneath one because it means.
[01:01:51.360 --> 01:01:51.360]   the other way that the other way you can't just like move it from underneath one because it means.
[01:01:51.360 --> 01:01:51.360]   the other way that the other way you can't just like move it from underneath one because it means.
[01:01:51.360 --> 01:01:51.360]   the other way that the other way that the other way you can't move it from underneath one because it means.
[01:01:51.360 --> 01:01:51.360]   the other way that the other way that the other way that the other way you can't move it from underneath one because it means.
[01:01:51.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:21.380]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:21.380 --> 01:02:51.400]  ,
[01:02:51.400 --> 01:02:51.400]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   The other way that the other way you can't just like move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   The other way that the other way that the other way you can't just move it from underneath one because it means.
[01:02:51.400 --> 01:02:51.400]   the other way that the other way that the other way that the other way that you can't just move it from underneath one because it means.
[01:02:51.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:21.420]   I can't just like move it from underneath one because it means.
[01:03:21.420 --> 01:03:51.440]  ,
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.440 --> 01:03:51.440]   I can't just like move it from underneath one because it means.
[01:03:51.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   I can't just like move it from underneath one because it means.
[01:04:21.460 --> 01:04:21.460]   because it means.
[01:04:21.460 --> 01:04:51.480]   I can't just like move it from underneath one because it means.
[01:04:51.480 --> 01:04:51.480]   I can't just like move it from underneath one because it means.
[01:04:51.480 --> 01:04:51.480]   I can't just like move it from underneath one because it means.
[01:04:51.480 --> 01:04:51.480]   I can't just like move it from underneath one because it means.
[01:04:51.480 --> 01:04:51.480]   I can't just like move it from underneath one because it means.
[01:04:51.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   it means.
[01:05:21.500 --> 01:05:21.500]   I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]  , but I can't just like move it from underneath one because it means.
[01:05:21.500 --> 01:05:21.500]   and I can't just like move it from underneath one because it means.
[01:05:21.520 --> 01:05:51.520]  , but I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   and I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   and I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:05:51.520]   I can't just like move it from underneath one because it means.
[01:05:51.520 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   Because it means. I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]   I can't just like move it from underneath one because it means.
[01:06:21.540 --> 01:06:21.540]  , but I can't just like move it from underneath one because it means. I can't just move it from underneath one because it means.
[01:06:21.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:06:51.560]   I can't just like move it from underneath one because it means.
[01:06:51.560 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.580 --> 01:07:21.580]   I can't just like move it from underneath one because it means.
[01:07:21.620 --> 01:07:32.000]   el
[01:07:32.000 --> 01:07:50.360]   encourage kind, over all well粉
[01:08:20.020 --> 01:08:20.020]   and
[01:08:20.020 --> 01:08:20.020]   and
[01:08:49.240 --> 01:08:49.240]   and
[01:08:49.240 --> 01:08:49.240]   and
[01:08:59.560 --> 01:09:00.180]   and
[01:09:00.180 --> 01:09:00.200]   and
[01:09:00.200 --> 01:09:00.220]   and
[01:09:00.220 --> 01:09:00.240]   and
[01:09:00.240 --> 01:09:00.260]   and
[01:09:00.260 --> 01:09:00.280]   and
[01:09:00.280 --> 01:09:00.300]   and
[01:09:00.300 --> 01:09:00.320]   and
[01:09:00.320 --> 01:09:00.340]   and
[01:09:00.340 --> 01:09:00.360]   and
[01:09:00.360 --> 01:09:00.380]   and
[01:09:00.380 --> 01:09:00.400]   and
[01:09:00.400 --> 01:09:00.420]   and
[01:09:00.420 --> 01:09:00.440]   and
[01:09:00.440 --> 01:09:00.460]   and
[01:09:00.460 --> 01:09:00.480]   and
[01:09:00.480 --> 01:09:00.500]   and
[01:09:00.500 --> 01:09:00.520]   and
[01:09:00.520 --> 01:09:00.540]   and
[01:09:00.540 --> 01:09:00.560]   and
[01:09:00.560 --> 01:09:00.580]   and
[01:09:00.580 --> 01:09:00.600]   and
[01:09:00.600 --> 01:09:00.620]   and
[01:09:00.620 --> 01:09:00.640]   and
[01:09:00.640 --> 01:09:00.660]   and
[01:09:00.660 --> 01:09:00.960]   and
[01:09:00.960 --> 01:09:00.980]   and
[01:09:00.980 --> 01:09:01.000]   and
[01:09:01.000 --> 01:09:01.040]   and
[01:09:01.040 --> 01:09:01.060]   and
[01:09:01.060 --> 01:09:01.100]   and
[01:09:01.100 --> 01:09:01.120]   and
[01:09:01.120 --> 01:09:01.140]   and
[01:09:01.140 --> 01:09:01.160]   and
[01:09:01.160 --> 01:09:01.180]   and
[01:09:01.180 --> 01:09:01.180]   and
[01:09:01.180 --> 01:09:01.200]   and
[01:09:01.200 --> 01:09:01.220]   and
[01:09:01.220 --> 01:09:07.360]   and
[01:09:07.360 --> 01:09:07.380]   and
[01:09:07.380 --> 01:09:07.400]   and
[01:09:07.400 --> 01:09:07.420]   and
[01:09:07.420 --> 01:09:07.460]   and
[01:09:07.460 --> 01:09:07.480]   and
[01:09:07.480 --> 01:09:07.500]   and
[01:09:07.500 --> 01:09:07.520]   and
[01:09:07.520 --> 01:09:15.140]   software people want to build applications and products and solutions that scale over many years.
[01:09:15.140 --> 01:09:18.460]   They don't want to build a solution for one generation of hardware with one vendor that's going to be able to do it.
[01:09:18.460 --> 01:09:18.460]   They don't want to build a solution for one generation of hardware with one vendor that's going to be able to do it.
[01:09:18.500 --> 01:09:24.780]   watching
[01:09:24.780 --> 01:09:32.540]   q 2017,,, 통
[01:09:32.540 --> 01:09:45.180]  rze ran compensate 80
[01:12:57.700 --> 01:13:19.520]  i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i I a I I S A T P U ALTERNATIVES CORRECT IT'S IT'S IT'S EVERY PHONE OFTEN WITH MANY DIFFERENT RIGHT CHIPS INSIDE OF IT FROM DIFFERENT VENDORS RIGHT LIKE IT'S AI IS EVERYWHERE IT'S A THING RIGHT WHY ARE THEY ALL MAKING THEIR OWN CHIPS LIKE WHY IS EVERYONE MAKING THEIR OWN THING UH WELL SO BECAUSE THAT A GOOD THING FOR SULE? SO CHRIS'S PHILOSOPY ON HARDWARE
[01:13:45.740 --> 01:13:48.340]   SO MY PHILOSOPY IS THAT THERE ISN'T ONE RIGHT SOLUTION RIGHT AND SO I THINK
[01:13:48.340 --> 01:13:48.700]   THAT AGAIN WE'RE AT THE END OF MOORE'S LA SPECIALIZATION HAPP
[01:13:48.740 --> 01:13:59.000]  obra
[01:13:59.000 --> 01:14:00.720]  TM, won, right. So
[01:14:00.720 --> 01:14:17.520]   solution
[01:14:46.660 --> 01:14:46.660]   and so if somebody can come up with a chip that uses analog computing and it's 100x more power efficient, think what that would mean in terms of the daily impact on the products we use. That'd be huge. Now, if you're building an analog computer, you may not be a compiler specialist. These are different skill sets, right? And so you can hire some compiler people if you're running a big company, maybe. But it turns out, these are really like exotic new generation of compilers. Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.660]   Like this is a different thing.
[01:14:46.660 --> 01:14:46.680]   Like this is a different thing.
[01:14:46.680 --> 01:14:46.780]   Like this is a different thing.
[01:14:46.780 --> 01:14:46.880]   Like this is a different thing.
[01:14:46.880 --> 01:14:46.940]   Like this is a different thing.
[01:15:15.980 --> 01:15:19.880]  obedient.
[01:15:19.880 --> 01:15:21.040]   Like this is a different thing.
[01:15:21.040 --> 01:15:21.100]   Like this is a different thing.
[01:15:21.100 --> 01:15:21.160]   Like this is a different thing.
[01:15:21.160 --> 01:15:21.220]   Like this is a different thing.
[01:15:21.220 --> 01:15:21.280]   Like this is a different thing.
[01:15:21.280 --> 01:15:21.320]   Like this is a different thing.
[01:15:21.320 --> 01:15:21.380]   Like this is a different thing.
[01:15:21.380 --> 01:15:21.440]   Like this is a different thing.
[01:15:21.440 --> 01:15:21.500]   Like this is a different thing.
[01:15:21.500 --> 01:15:21.560]   Like this is a different thing.
[01:15:21.560 --> 01:15:21.580]   Like this is a different thing.
[01:15:21.580 --> 01:15:21.640]   Like this is a different thing.
[01:15:21.640 --> 01:15:21.680]   Like this is a different thing.
[01:15:21.680 --> 01:15:21.740]   Like this is a different thing.
[01:15:21.740 --> 01:15:21.780]   Like this is a different thing.
[01:15:21.780 --> 01:15:25.880]   that you can do.
[01:15:25.880 --> 01:15:25.920]   Like this is a different thing.
[01:15:25.920 --> 01:15:25.980]   Like this is a different thing.
[01:15:25.980 --> 01:15:26.980]   that you can do.
[01:15:26.980 --> 01:15:27.980]   and so you can do it.
[01:15:27.980 --> 01:15:30.020]   and you can do it.
[01:15:30.020 --> 01:15:30.980]   the next week.
[01:15:30.980 --> 01:15:32.860]   is a lot of the
[01:15:32.920 --> 01:15:49.980]   is a lot of the
[01:15:49.980 --> 01:15:50.060]   is a lot of the
[01:15:50.060 --> 01:15:50.100]   is a lot of the
[01:15:50.100 --> 01:15:50.820]   is a lot of the things that are going on.
[01:15:50.820 --> 01:15:50.880]   things that are going on.
[01:15:50.880 --> 01:15:50.900]   things that are going on. And so I think this is a really good.
[01:15:50.900 --> 01:15:50.980]   And so I think this is a really good.
[01:15:50.980 --> 01:15:51.020]   And so I think this is a really good. way to do this.
[01:15:51.020 --> 01:15:51.060]   way to do this.
[01:15:51.060 --> 01:15:51.820]   And so I think this is a really good. way to do this. And so I think this is a really good.
[01:15:51.820 --> 01:15:51.920]   And so I think this is a really good.
[01:15:51.920 --> 01:15:51.920]   And so I think this is a really good.
[01:15:51.920 --> 01:15:51.940]   And so I think this is a really good.
[01:15:51.940 --> 01:15:51.960]   And so I think this is a really good.
[01:15:51.960 --> 01:15:52.000]   And so I think this is a really good.
[01:15:52.000 --> 01:15:52.040]   And so I think this is a really good.
[01:15:52.040 --> 01:15:52.100]   And so I think this is a really good.
[01:15:52.100 --> 01:15:52.100]   And so I think this is a really good.
[01:15:52.120 --> 01:16:03.360]   And so I think this is a really good.
[01:16:03.360 --> 01:16:03.520]   And so I think this is a really good.
[01:16:03.520 --> 01:16:03.760]   And so I think this is a really good.
[01:16:03.760 --> 01:16:03.820]   And so I think this is a really good.
[01:16:03.820 --> 01:16:03.940]   And so I think this is a really good.
[01:16:03.940 --> 01:16:04.080]   And so I think this is a really good.
[01:16:04.080 --> 01:16:04.240]   And so I think this is a really good.
[01:16:04.240 --> 01:16:04.320]   And so I think this is a really good. Right.
[01:16:04.320 --> 01:16:22.120]   And so I think this is a really good. Right. And so within machine learning algorithms, for example, people figured out that, hey, if I do a matrix multiplication and I do a relu, right, the classic activation function, it is way faster to do one pass over the data and then do the relu on the output. And so I think this is a really good.
[01:16:22.160 --> 01:16:52.140]  ,
[01:16:52.140 --> 01:16:52.140]   And so I think this is a really good.
[01:16:52.180 --> 01:17:01.400]   Een, Leon IS
[01:17:01.400 --> 01:17:20.080]   Liang
[01:17:20.080 --> 01:17:21.660]   felt no樣 duck look Lee to, and, and, and, and, and, and, and, and, and, ch,ast, Roman, 250, con, en, le, Fl. And,ர. Ch. N, generates a,icing the, all of the con, full, locations,
[01:17:22.180 --> 01:17:52.180]   not everybody's a compiler person. I, I love compiler people, trust me, right? But not everybody can or should be a compiler person. Turns out that they're people that know analog computers really well, or they know some GPU internal architecture thing really well, or they know some crazy, sparse, numeric, interesting algorithm that is the cusp of research, but they're not compiler people. And so one of the challenges with this new wave of technology trying to turn everything into a compiler is, again, is it's excluded a ton of people.
[01:17:52.220 --> 01:17:54.140]   waist
[01:17:54.140 --> 01:18:04.280]   belong world good I I
[01:19:13.760 --> 01:19:40.900]  venes.com. So, you know, I've been doing a lot of computing and preprocessing and other algorithms on the CPU. And then once I get it into the right shape, I shove it into the GPU, I do a lot of matrix multiplications and convolutions and things like this. And I get it back out, and I do some reductions and summaries, and I shove it across the wire, across the network to another machine. Right? And so you've got now, what are effectively two computers, a CPU and a GPU, talking to each other working together in a heterogeneous system. But that was 10 years ago, right?
[01:19:40.940 --> 01:19:51.240]   qui i
[01:19:51.240 --> 01:19:52.300]   ley like,,, think Step It And A locker,,,,,
[01:19:52.300 --> 01:20:10.200]   landfill
[01:20:10.980 --> 01:20:21.860]   even
[01:23:32.960 --> 01:24:02.280]   can be a little bit of a challenge to be able to do this. But in my opinion, the world benefits from simple and predictable systems at the bottom, you can control. But then once you have a predictable execution layer, you can build lots of different policies on top of it. Right. And so one policy can be that the human programmer says, do that here, do that here, do that here, do that here and like fully manually controls everything. And the system should just do it. Right.
[01:24:18.700 --> 01:24:30.800]   And then you then get into this mode of like people care more and more and more. And you say, okay, well, let's actually, like, make the heuristic better. Let's get into auto-tenant. Let's actually do a search of the space to decide what's going on.
[01:25:00.160 --> 01:25:00.740]   Right.
[01:25:00.740 --> 01:25:00.820]  . Well, then you get into this problem where you realize this is not a small space. This is a many dimensional hyperdimensional space that you cannot exhaustively search. So do you know of any algorithms that are good at searching very complicated spaces for? Don't tell me you're going to turn this into a machine learning problem. So then you turn into a machine learning problem and then you have a space of genetic algorithms and reinforcement learning and like all these, all these, including the human. So you can just go to the machine learning platform and then you can just go to the machine learning platform and then you have a space of genetic algorithms and reinforcement learning and like all these, all these, including
[01:25:00.860 --> 01:25:01.360]   --
[01:25:01.360 --> 01:25:28.880]   12 in a however
[01:25:29.840 --> 01:25:40.780]  ,
[01:25:40.780 --> 01:25:56.660]   regist. I feel at 2020
[01:25:57.960 --> 01:26:06.440]   ado I get up and running quickly and it's a quality result like these, these are actually not in contention with each other if the system is designed to scale.
[01:26:06.440 --> 01:26:17.100]   You started and did a little bit of a whirlwind overview of how you get 35,000 x speed up or more over Python.
[01:26:17.100 --> 01:26:25.280]   Jeremy Howard did a really great presentation about the basic like looking at the code. Here's how you get the speed up. Like you said, that's something we could
[01:26:25.280 --> 01:26:26.080]   probably developers can do for a full time job.
[01:26:26.080 --> 01:26:26.080]   It's still a very complex system.
[01:26:26.080 --> 01:26:26.080]   It's still a very complex system.
[01:26:26.080 --> 01:26:26.080]   It's still a very complex system.
[01:26:26.080 --> 01:26:26.080]   It's still a very complex system.
[01:26:26.080 --> 01:26:26.080]   It's still a very complex system.
[01:26:26.080 --> 01:26:26.180]   It's still a very complex system.
[01:26:26.180 --> 01:26:26.240]   It's still a very complex system.
[01:26:26.240 --> 01:26:26.280]   It's still a very complex system.
