
[00:00:00.000 --> 00:00:06.880]   Welcome everyone.
[00:18:30.840 --> 00:18:32.920]   or computer vision models or something.
[00:18:32.920 --> 00:18:34.260]   And when we build systems,
[00:18:34.260 --> 00:18:36.940]   we build on those pre-trained components
[00:18:36.940 --> 00:18:38.440]   and stitch them together
[00:18:38.440 --> 00:18:41.040]   with these task-specific parameters.
[00:18:41.040 --> 00:18:42.960]   And we hope that when they're all combined
[00:18:42.960 --> 00:18:46.320]   and we do some learning on some task-specific data,
[00:18:46.320 --> 00:18:48.000]   we have something that's benefiting
[00:18:48.000 --> 00:18:49.920]   from all these pre-trained components.
[00:18:51.200 --> 00:18:53.980]   And then the mode that we seem to be in now
[00:18:53.980 --> 00:18:56.440]   that I want us to reflect critically on
[00:18:56.440 --> 00:18:59.060]   is this mode where we're gonna replace everything
[00:18:59.060 --> 00:19:03.500]   with maybe one ginormous language model of some kind
[00:19:03.500 --> 00:19:06.720]   and hope that that thing, that enormous black box,
[00:19:06.720 --> 00:19:08.720]   will do all the work for us.
[00:19:08.720 --> 00:19:09.900]   We should think critically
[00:19:09.900 --> 00:19:12.040]   about whether that's really the path forward,
[00:19:12.040 --> 00:19:16.240]   but it certainly feels like the zeitgeist to be sure.
[00:19:16.240 --> 00:19:17.080]   Question, yeah.
[00:19:17.080 --> 00:19:18.840]   - If you think it's worth it,
[00:19:18.840 --> 00:19:21.040]   could you go back to the last slide
[00:19:21.040 --> 00:19:23.520]   and maybe explain a little bit,
[00:19:23.520 --> 00:19:25.480]   a more rounded example of what that all means?
[00:19:25.480 --> 00:19:27.040]   I couldn't quite follow.
[00:19:27.040 --> 00:19:28.600]   - Let's do that later.
[00:19:28.600 --> 00:19:32.920]   The point for now though is really this shift from here
[00:19:32.920 --> 00:19:36.840]   where we're mostly learning from scratch for our task.
[00:19:36.840 --> 00:19:39.720]   Here, we've got things like BERT in the mix.
[00:19:39.720 --> 00:19:42.200]   We've got pre-trained components,
[00:19:42.200 --> 00:19:44.680]   models that we hope begin in a state
[00:19:44.680 --> 00:19:47.680]   that gives us a leg up on the problem we're trying to solve.
[00:19:47.680 --> 00:19:49.160]   That's the big thing that happened.
[00:19:49.160 --> 00:19:51.040]   And you get this emphasis
[00:19:51.040 --> 00:19:53.840]   on people releasing model parameters.
[00:19:53.840 --> 00:19:56.440]   In this earlier phase like here,
[00:19:56.440 --> 00:19:58.880]   there was no talk of releasing model parameters
[00:19:58.880 --> 00:20:01.520]   because mostly the models people trained
[00:20:01.520 --> 00:20:04.220]   were just good for the task that they had set.
[00:20:04.220 --> 00:20:07.640]   As we move into this era, and then certainly this one,
[00:20:07.640 --> 00:20:09.480]   these things are meant to be like
[00:20:09.480 --> 00:20:11.680]   general purpose language capabilities
[00:20:11.680 --> 00:20:14.920]   or maybe general purpose computer vision capabilities
[00:20:14.920 --> 00:20:17.040]   that we stitch together into a system
[00:20:17.040 --> 00:20:20.600]   that can do more than any previous system could do.
[00:20:20.600 --> 00:20:26.720]   Right, so then we have this big thing here.
[00:20:26.720 --> 00:20:28.680]   So that's the feeling now.
[00:20:28.680 --> 00:20:30.240]   Behind all of this,
[00:20:30.240 --> 00:20:32.920]   certainly beginning in this final phase here,
[00:20:32.920 --> 00:20:35.240]   is the transformer architecture.
[00:20:35.240 --> 00:20:36.840]   Just let me take the temperature of the room.
[00:20:36.840 --> 00:20:39.640]   How many people have encountered the transformer before?
[00:20:39.640 --> 00:20:42.480]   Right, yeah, it's sort of unavoidable
[00:20:42.480 --> 00:20:43.720]   if you're doing this research.
[00:20:43.720 --> 00:20:45.160]   Here's a diagram of it,
[00:20:45.160 --> 00:20:47.480]   but I'm not gonna go through this diagram now
[00:20:47.480 --> 00:20:49.920]   because starting on Wednesday,
[00:20:49.920 --> 00:20:52.200]   we are gonna have an entire lecture
[00:20:52.200 --> 00:20:54.700]   essentially devoted to unpacking this thing
[00:20:54.700 --> 00:20:56.040]   and understanding it.
[00:20:56.040 --> 00:20:59.220]   All I can say for you now is that I expect you
[00:20:59.220 --> 00:21:02.560]   to go on the following journey, which all of us go on.
[00:21:02.560 --> 00:21:04.880]   How on earth does the transformer work?
[00:21:04.880 --> 00:21:07.480]   It looks very, very complicated.
[00:21:07.480 --> 00:21:09.960]   I hope can get you to the point where you feel,
[00:21:09.960 --> 00:21:12.900]   oh, this is actually pretty simple components
[00:21:12.900 --> 00:21:16.000]   that have been combined in a pretty straightforward way.
[00:21:16.000 --> 00:21:17.600]   That's your second step on the journey.
[00:21:17.600 --> 00:21:21.280]   The true enlightenment comes from, wait a second,
[00:21:21.280 --> 00:21:23.440]   why does this work at all?
[00:21:23.440 --> 00:21:25.600]   And then you're with the entire field
[00:21:25.600 --> 00:21:28.080]   trying to understand why these simple things
[00:21:28.080 --> 00:21:30.980]   were brought together in this way have proved so powerful.
[00:21:30.980 --> 00:21:35.820]   The other major thing that happened,
[00:21:35.820 --> 00:21:38.220]   which is kind of latent going all the way back
[00:21:38.220 --> 00:21:42.120]   to the start of AI, especially as it relates to linguistics,
[00:21:42.120 --> 00:21:44.360]   is this notion of self-supervision,
[00:21:44.360 --> 00:21:46.280]   of distributional learning,
[00:21:46.280 --> 00:21:48.800]   because this is gonna unlock the door to us
[00:21:48.800 --> 00:21:52.980]   just learning from the world in the most general sense.
[00:21:52.980 --> 00:21:56.880]   In self-supervision, your model's only goal
[00:21:56.880 --> 00:21:59.640]   is to learn from co-occurrence patterns
[00:21:59.640 --> 00:22:01.600]   in the sequences that it's trained on.
[00:22:01.600 --> 00:22:03.260]   And the sequences can be language,
[00:22:03.260 --> 00:22:06.000]   but they could be language plus sensor readings,
[00:22:06.000 --> 00:22:08.480]   computer code, maybe even images
[00:22:08.480 --> 00:22:11.320]   that you embed in this space, just symbols.
[00:22:11.320 --> 00:22:13.360]   And the model's only goal is to learn
[00:22:13.360 --> 00:22:16.720]   from the distributional patterns that they contain,
[00:22:16.720 --> 00:22:20.140]   or for many of these models, to assign high probability
[00:22:20.140 --> 00:22:24.160]   to the attested sequences in whatever data that you pour in.
[00:22:24.160 --> 00:22:27.840]   For this kind of learning, we don't need to do any labeling.
[00:22:27.840 --> 00:22:32.600]   All we need to do is have lots and lots of symbol streams.
[00:22:32.600 --> 00:22:35.600]   And then when we generate from these models,
[00:22:35.600 --> 00:22:37.960]   we're sampling from them, and that's what we all think of
[00:22:37.960 --> 00:22:40.240]   when we think of prompting and getting a response back.
[00:22:40.240 --> 00:22:43.720]   But the underlying mechanism is, at least in part,
[00:22:43.720 --> 00:22:45.360]   this notion of self-supervision.
[00:22:45.360 --> 00:22:46.960]   And I'll emphasize again, 'cause I think
[00:22:46.960 --> 00:22:48.820]   this is really important for why these models
[00:22:48.820 --> 00:22:52.800]   are so powerful, the symbols do not need to be just language.
[00:22:52.800 --> 00:22:54.920]   They can include lots of other things
[00:22:54.920 --> 00:22:57.960]   that might help a model piece together
[00:22:57.960 --> 00:23:00.400]   a full picture of the world we live in,
[00:23:00.400 --> 00:23:02.600]   and also the connections between language
[00:23:02.600 --> 00:23:04.480]   and those pieces of the world,
[00:23:04.480 --> 00:23:06.460]   just from this distributional learning.
[00:23:07.800 --> 00:23:10.800]   The result of this proving so powerful
[00:23:10.800 --> 00:23:13.600]   is the advent of large-scale pre-training,
[00:23:13.600 --> 00:23:16.480]   because now we're not held back anymore
[00:23:16.480 --> 00:23:18.280]   by the need for labeled data.
[00:23:18.280 --> 00:23:22.400]   All we need is lots of data in unstructured format.
[00:23:22.400 --> 00:23:26.200]   This really begins in the era of static word representations
[00:23:26.200 --> 00:23:28.800]   like Word2Vec and GloVe.
[00:23:28.800 --> 00:23:30.560]   And in fact, those teams, and I would say
[00:23:30.560 --> 00:23:33.340]   especially the GloVe team, they were really visionary
[00:23:33.340 --> 00:23:38.340]   in the sense that they not only released a paper and code,
[00:23:38.340 --> 00:23:41.740]   but pre-trained parameters.
[00:23:41.740 --> 00:23:44.060]   This was really brand new for the field,
[00:23:44.060 --> 00:23:46.360]   this idea that you would empower people
[00:23:46.360 --> 00:23:50.260]   with model artifacts, and people started using them
[00:23:50.260 --> 00:23:54.580]   as the inputs to recurrent neural networks and other things.
[00:23:54.580 --> 00:23:57.580]   And you started to see pre-training
[00:23:57.580 --> 00:24:00.180]   as an important component to doing really well
[00:24:00.180 --> 00:24:01.500]   at hard things.
[00:24:02.500 --> 00:24:04.460]   There were some predecessors
[00:24:04.460 --> 00:24:06.220]   that I'll talk about next time,
[00:24:06.220 --> 00:24:10.020]   but the really big moment for contextual representations
[00:24:10.020 --> 00:24:11.360]   is the ELMo model.
[00:24:11.360 --> 00:24:12.200]   This is the paper,
[00:24:12.200 --> 00:24:14.380]   Deep Contextualized Word Representations.
[00:24:14.380 --> 00:24:18.340]   I can remember being at the North American ACL meeting
[00:24:18.340 --> 00:24:22.420]   in New Orleans in 2018 at the best paper session.
[00:24:22.420 --> 00:24:24.820]   They had not announced which of the best papers
[00:24:24.820 --> 00:24:27.320]   was gonna win the outstanding paper award,
[00:24:27.320 --> 00:24:30.260]   but we all knew it was gonna be the ELMo paper
[00:24:30.260 --> 00:24:33.440]   because the gains that they had reported
[00:24:33.440 --> 00:24:35.500]   from fine-tuning their ELMo parameters
[00:24:35.500 --> 00:24:38.740]   on hard tasks for the field were just mind-blowing,
[00:24:38.740 --> 00:24:41.360]   the sort of thing that you really only see once
[00:24:41.360 --> 00:24:43.640]   in a kind of generation of this research,
[00:24:43.640 --> 00:24:44.860]   or so we thought.
[00:24:44.860 --> 00:24:48.980]   Because the next year, BERT came out,
[00:24:48.980 --> 00:24:51.820]   same thing, I think same best paper award thing.
[00:24:51.820 --> 00:24:54.500]   The paper already had had huge impact
[00:24:54.500 --> 00:24:56.300]   by the time it was even published,
[00:24:56.300 --> 00:25:00.220]   and they too released their model parameters
[00:25:00.220 --> 00:25:02.260]   ELMo is not transformer-based.
[00:25:02.260 --> 00:25:04.340]   BERT is the first of the sequence of things
[00:25:04.340 --> 00:25:05.740]   that's based in the transformer,
[00:25:05.740 --> 00:25:08.660]   and again, lifting all boats even above
[00:25:08.660 --> 00:25:10.820]   where ELMo had brought us.
[00:25:10.820 --> 00:25:12.420]   Then we get GPT.
[00:25:12.420 --> 00:25:14.220]   This is the first GPT paper,
[00:25:14.220 --> 00:25:17.220]   and then fast forward a little bit, we get GPT-3,
[00:25:17.220 --> 00:25:21.320]   and that was pre-training at a scale
[00:25:21.320 --> 00:25:24.300]   that was previously kind of unimaginable
[00:25:24.300 --> 00:25:26.540]   'cause this, now we're talking about,
[00:25:26.540 --> 00:25:28.820]   for the BERT model, 100 million parameters,
[00:25:28.820 --> 00:25:33.020]   and for GPT-3, well north of 100 billion.
[00:25:33.020 --> 00:25:34.900]   Different order of magnitude,
[00:25:34.900 --> 00:25:38.240]   and what we started to see is emergent capabilities.
[00:25:38.240 --> 00:25:41.860]   That model size thing is important.
[00:25:41.860 --> 00:25:43.900]   Again, this is a sort of feeling of progress
[00:25:43.900 --> 00:25:45.500]   and maybe also despair.
[00:25:45.500 --> 00:25:47.600]   I think I can lift your spirits a little bit,
[00:25:47.600 --> 00:25:50.260]   but we should think about model size.
[00:25:50.260 --> 00:25:53.420]   So I have years along the x-axis again,
[00:25:53.420 --> 00:25:55.880]   and I have model size going from 100 million
[00:25:55.880 --> 00:25:59.600]   to one trillion here on a logarithmic scale.
[00:25:59.600 --> 00:26:03.720]   So 2018, GPT, that's like 100 million BERT.
[00:26:03.720 --> 00:26:06.360]   I think it's 300 million for the large one.
[00:26:06.360 --> 00:26:09.000]   Okay, GPT-2, even larger.
[00:26:09.000 --> 00:26:10.720]   Megatron, 8.3 billion.
[00:26:10.720 --> 00:26:13.960]   I remember when this came out, I probably laughed.
[00:26:13.960 --> 00:26:15.240]   Maybe I thought it was a joke.
[00:26:15.240 --> 00:26:17.260]   I certainly thought it was some kind of typo
[00:26:17.260 --> 00:26:20.340]   because I couldn't imagine that it was actually billion,
[00:26:20.340 --> 00:26:21.740]   like with a B there.
[00:26:23.220 --> 00:26:26.260]   But now, that's, you know, we take that for granted.
[00:26:26.260 --> 00:26:27.700]   Megatron, 11 billion.
[00:26:27.700 --> 00:26:30.300]   This is 2021 or so.
[00:26:30.300 --> 00:26:34.940]   Then we get GPT-3, reportedly at 175 billion parameters.
[00:26:34.940 --> 00:26:36.660]   And then we get this thing where it seems
[00:26:36.660 --> 00:26:38.180]   like we're doing typos again.
[00:26:38.180 --> 00:26:41.700]   Megatron, Turing, NLG was like 500,
[00:26:41.700 --> 00:26:45.780]   and then Palm is 540 billion parameters.
[00:26:45.780 --> 00:26:48.340]   And I guess there are rumors that we have gone upward
[00:26:48.340 --> 00:26:51.500]   all the way to a trillion, right?
[00:26:51.500 --> 00:26:54.280]   There's an undeniable trend here.
[00:26:54.280 --> 00:26:57.260]   I think there is something to this trend,
[00:26:57.260 --> 00:26:59.200]   but we should reflect on it a little bit.
[00:26:59.200 --> 00:27:03.080]   One thing I wanna say is there's a noteworthy pattern
[00:27:03.080 --> 00:27:06.380]   of very few entities have participated
[00:27:06.380 --> 00:27:09.540]   in this very large, in this race for very large models.
[00:27:09.540 --> 00:27:14.540]   We've got like Google, NVIDIA, Meta, and OpenAI, right?
[00:27:14.540 --> 00:27:16.780]   And that was actually a real cause for concern.
[00:27:16.780 --> 00:27:18.340]   I remember being at a workshop
[00:27:18.340 --> 00:27:20.820]   between Stanford and OpenAI,
[00:27:20.820 --> 00:27:23.220]   where the number one source of consternation
[00:27:23.220 --> 00:27:27.020]   was really that only OpenAI at that point
[00:27:27.020 --> 00:27:29.060]   had trained these really large models.
[00:27:29.060 --> 00:27:30.560]   And after that, predictably,
[00:27:30.560 --> 00:27:33.760]   these other large tech companies kind of caught up.
[00:27:33.760 --> 00:27:36.440]   But it was still for a while looking like a story
[00:27:36.440 --> 00:27:38.740]   of real centralization of power.
[00:27:38.740 --> 00:27:40.900]   That might still be happening,
[00:27:40.900 --> 00:27:42.500]   but I think there's reason to be optimistic.
[00:27:42.500 --> 00:27:44.780]   So here at Stanford, the Helm Group,
[00:27:44.780 --> 00:27:46.560]   which is part of the Center for Research
[00:27:46.560 --> 00:27:50.400]   on Foundation Models, led this incredibly ambitious project
[00:27:50.400 --> 00:27:52.700]   of evaluating lots of language models.
[00:27:52.700 --> 00:27:54.540]   And one thing that emerges from that
[00:27:54.540 --> 00:27:57.440]   is that we have a more healthy ecosystem now.
[00:27:57.440 --> 00:27:59.280]   So we have these like loose collectives,
[00:27:59.280 --> 00:28:00.460]   Big Science and Eleuther
[00:28:00.460 --> 00:28:04.140]   are both kind of fully open source groups of researchers.
[00:28:04.140 --> 00:28:07.700]   We've got, well, one academic institution represented.
[00:28:07.700 --> 00:28:09.720]   This could be a little bit embarrassing for Stanford.
[00:28:09.720 --> 00:28:11.380]   Maybe we'll correct that.
[00:28:11.380 --> 00:28:12.780]   And then maybe the more important thing
[00:28:12.780 --> 00:28:14.960]   is that we have lots of startups represented.
[00:28:14.960 --> 00:28:18.500]   So these are well-funded, but relatively small outfits
[00:28:18.500 --> 00:28:21.720]   that are producing outstanding language models.
[00:28:21.720 --> 00:28:22.800]   And so the result,
[00:28:22.800 --> 00:28:24.860]   I think we're gonna see much more of this,
[00:28:24.860 --> 00:28:28.540]   and then we'll worry less about centralization of power.
[00:28:28.540 --> 00:28:30.380]   There's plenty of other things to worry about,
[00:28:30.380 --> 00:28:31.900]   so we shouldn't get sanguine about this,
[00:28:31.900 --> 00:28:34.160]   but this particular point, I think,
[00:28:34.160 --> 00:28:36.820]   is being alleviated by current trends.
[00:28:36.820 --> 00:28:39.020]   And there's another aspect of this too,
[00:28:39.020 --> 00:28:42.220]   which is you have this scary rise in model size,
[00:28:42.220 --> 00:28:45.500]   but what is happening right now as we speak
[00:28:45.500 --> 00:28:47.740]   in a very quick way is we're seeing
[00:28:47.740 --> 00:28:49.980]   a push towards smaller models.
[00:28:49.980 --> 00:28:51.920]   And in particular, we're seeing that models
[00:28:51.920 --> 00:28:55.140]   that are in the range of like 10 billion parameters
[00:28:55.140 --> 00:28:56.940]   can be highly performant, right?
[00:28:56.940 --> 00:29:00.660]   So we have the Flan models, we have Lama,
[00:29:00.660 --> 00:29:03.460]   and then here at Stanford, they released the alpaca thing,
[00:29:03.460 --> 00:29:06.580]   and then Databricks released the Hello Dolly model.
[00:29:06.580 --> 00:29:07.920]   These are all models that are like
[00:29:07.920 --> 00:29:09.780]   eight to 10 billion parameters,
[00:29:09.780 --> 00:29:11.220]   which I know this sounds funny
[00:29:11.220 --> 00:29:13.120]   because I laughed a few years ago
[00:29:13.120 --> 00:29:15.620]   when the Megatron model had 8.3 billion,
[00:29:15.620 --> 00:29:16.900]   and now what I'm saying to you
[00:29:16.900 --> 00:29:20.140]   is that this is relatively small, but so it goes.
[00:29:20.140 --> 00:29:23.220]   And the point is that a 10 billion parameter model
[00:29:23.220 --> 00:29:27.620]   is one that could be run on regular old commercial hardware,
[00:29:27.620 --> 00:29:29.540]   whereas these monsters up here,
[00:29:29.540 --> 00:29:31.240]   really you have lots of pressures
[00:29:31.240 --> 00:29:32.800]   towards centralization of power there
[00:29:32.800 --> 00:29:35.700]   because almost no one can work with them.
[00:29:35.700 --> 00:29:38.100]   But anyone essentially can work with alpaca,
[00:29:38.100 --> 00:29:40.660]   and it won't be long before we've got the ability
[00:29:40.660 --> 00:29:42.780]   to kind of work with it on small devices
[00:29:42.780 --> 00:29:43.940]   and things like that.
[00:29:43.940 --> 00:29:47.180]   And that too is really gonna open the door
[00:29:47.180 --> 00:29:48.480]   to lots of innovation.
[00:29:48.480 --> 00:29:50.100]   I think that will bring some good,
[00:29:50.100 --> 00:29:51.780]   and I think it will bring some bad,
[00:29:51.780 --> 00:29:53.780]   but it is certainly a meaningful change
[00:29:53.780 --> 00:29:55.820]   from this scary trend that we were seeing
[00:29:55.820 --> 00:29:58.020]   until four months ago.
[00:29:58.020 --> 00:30:05.540]   As a result of these models being so powerful,
[00:30:05.540 --> 00:30:07.540]   people started to realize
[00:30:07.540 --> 00:30:10.140]   that you can get a lot of mileage out of them
[00:30:10.140 --> 00:30:12.340]   simply by prompting them.
[00:30:12.340 --> 00:30:14.580]   When you prompt one of these very large models,
[00:30:14.580 --> 00:30:18.180]   you put it in a temporary state by inputting some text,
[00:30:18.180 --> 00:30:20.260]   and then you generate a sample from the model
[00:30:20.260 --> 00:30:22.660]   using some technique, and you see what comes out, right?
[00:30:22.660 --> 00:30:24.620]   So if you type into one of these models,
[00:30:24.620 --> 00:30:28.300]   better late than, it's gonna probably spit out never.
[00:30:28.300 --> 00:30:31.940]   If you put in every day, I eat breakfast, lunch,
[00:30:31.940 --> 00:30:34.420]   and it will probably say dinner.
[00:30:34.420 --> 00:30:36.620]   And you might have an intuition that the reasons,
[00:30:36.620 --> 00:30:38.340]   the causes for that are kind of different.
[00:30:38.340 --> 00:30:40.400]   The first one is a sort of idiom,
[00:30:40.400 --> 00:30:42.900]   so that it could just learn from co-occurrence patterns
[00:30:42.900 --> 00:30:44.760]   in text transparently.
[00:30:44.760 --> 00:30:47.960]   For the second one, we kind of interpreted as humans
[00:30:47.960 --> 00:30:50.740]   as reflecting something about routines,
[00:30:50.740 --> 00:30:52.900]   but you should remind yourself
[00:30:52.900 --> 00:30:56.040]   that the mechanism is the same as in the first case.
[00:30:56.040 --> 00:30:58.240]   This was just a bunch of co-occurrence patterns.
[00:30:58.240 --> 00:31:01.180]   A lot of people described their routines in text,
[00:31:01.180 --> 00:31:03.280]   and the model picked up on that.
[00:31:03.280 --> 00:31:04.820]   And carry that thought forward
[00:31:04.820 --> 00:31:08.100]   as you think about things like the president of the US is.
[00:31:08.100 --> 00:31:11.740]   When it fills that in with Biden or whoever,
[00:31:11.740 --> 00:31:14.380]   it might look like it is offering us factual knowledge,
[00:31:14.380 --> 00:31:16.540]   and maybe in some sense it is,
[00:31:16.540 --> 00:31:19.880]   but it's the same mechanism as for those first two examples.
[00:31:19.880 --> 00:31:23.120]   It is just learning from the fact that a lot of people
[00:31:23.120 --> 00:31:25.360]   have expressed a lot of texts that look like
[00:31:25.360 --> 00:31:27.600]   the president of the US is Joe Biden,
[00:31:27.600 --> 00:31:30.040]   and it is repeating that back to us.
[00:31:30.040 --> 00:31:33.220]   And so definitely, if you ask a model something like
[00:31:33.220 --> 00:31:36.460]   the key to happiness is, you should remember
[00:31:36.460 --> 00:31:39.300]   that this is just the aggregate of a lot of data
[00:31:39.300 --> 00:31:40.220]   that it was trained on.
[00:31:40.220 --> 00:31:43.680]   It has no particular wisdom to offer you necessarily
[00:31:43.680 --> 00:31:48.680]   beyond what was encoded latently in that giant sea
[00:31:48.680 --> 00:31:53.380]   of mostly unaudited, unstructured text.
[00:31:53.380 --> 00:31:55.120]   Yeah, question.
[00:31:55.120 --> 00:31:58.260]   - I guess it would be kind of hard
[00:31:58.260 --> 00:31:59.180]   to get something like this,
[00:31:59.180 --> 00:32:01.900]   but if we had a corpus of just like,
[00:32:01.900 --> 00:32:03.220]   all the languages, right,
[00:32:03.220 --> 00:32:05.580]   but literally all of the facts were wrong.
[00:32:05.580 --> 00:32:08.740]   We just imagine like a very factually incorrect corpus.
[00:32:08.740 --> 00:32:12.160]   Like, I guess I'm getting at like,
[00:32:12.160 --> 00:32:15.660]   how do we inject like truth into like these corpuses?
[00:32:15.660 --> 00:32:19.060]   - It's a question that bears repeating.
[00:32:19.060 --> 00:32:20.740]   How do we inject truth?
[00:32:20.740 --> 00:32:23.420]   It's a question you all could think about.
[00:32:23.420 --> 00:32:25.020]   What is truth, of course,
[00:32:25.020 --> 00:32:28.960]   but also what would that mean and how would we achieve it?
[00:32:28.960 --> 00:32:31.580]   And even if we did back off to something like,
[00:32:31.580 --> 00:32:34.660]   how would we ensure self-consistency for a model?
[00:32:34.660 --> 00:32:36.620]   Or, you know, at the level of a worldview
[00:32:36.620 --> 00:32:37.860]   or a set of facts,
[00:32:37.860 --> 00:32:40.980]   even those questions which seem easier to pose
[00:32:40.980 --> 00:32:44.340]   are incredibly difficult questions in the current moment
[00:32:44.340 --> 00:32:46.540]   where our only mechanisms are basically
[00:32:46.540 --> 00:32:49.040]   that self-supervision thing that I described,
[00:32:49.040 --> 00:32:51.940]   and then a little bit of what I'll talk about next.
[00:32:51.940 --> 00:32:55.000]   But none of the structure that we used to have
[00:32:55.000 --> 00:32:56.840]   where we would have a database of knowledge
[00:32:56.840 --> 00:32:58.300]   and things like that,
[00:32:58.300 --> 00:32:59.920]   that is posing problems.
[00:33:00.080 --> 00:33:02.160]   (laughs)
[00:33:02.160 --> 00:33:07.760]   The prompting thing, we take this a step forward, right?
[00:33:07.760 --> 00:33:09.480]   So the GPT-3 paper,
[00:33:09.480 --> 00:33:13.400]   remember that's that 175 billion parameter monster.
[00:33:13.400 --> 00:33:15.200]   The eye-opening thing about that
[00:33:15.200 --> 00:33:18.140]   is what we now call in-context learning,
[00:33:18.140 --> 00:33:20.920]   which was just the notion that for these very large,
[00:33:20.920 --> 00:33:22.080]   very capable models,
[00:33:22.080 --> 00:33:24.380]   you could input a bunch of texts,
[00:33:24.380 --> 00:33:26.200]   like here's a passage,
[00:33:26.200 --> 00:33:28.280]   and maybe an example of the kind of behavior
[00:33:28.280 --> 00:33:29.500]   that you wanted,
[00:33:29.500 --> 00:33:31.520]   and then your actual question,
[00:33:31.520 --> 00:33:33.480]   and the model would do a pretty good job
[00:33:33.480 --> 00:33:35.400]   at answering the question.
[00:33:35.400 --> 00:33:38.280]   And what you're doing here is with your context passage
[00:33:38.280 --> 00:33:39.400]   and your demonstration,
[00:33:39.400 --> 00:33:41.840]   pushing the model to be extractive,
[00:33:41.840 --> 00:33:46.200]   to find an answer to its question in the context passage.
[00:33:46.200 --> 00:33:48.400]   And then the observation of this paper
[00:33:48.400 --> 00:33:50.100]   is that they do a pretty good job
[00:33:50.100 --> 00:33:52.280]   at following that same behavior
[00:33:52.280 --> 00:33:55.080]   for the actual target question at the bottom here.
[00:33:55.080 --> 00:33:57.400]   Remember, this is all just prompting,
[00:33:57.400 --> 00:33:59.700]   putting the model in a temporary state
[00:33:59.700 --> 00:34:00.860]   and seeing what comes out.
[00:34:00.860 --> 00:34:02.440]   You don't change the model,
[00:34:02.440 --> 00:34:03.920]   you just prompt it.
[00:34:03.920 --> 00:34:07.460]   This, in 2012, if you had asked me
[00:34:07.460 --> 00:34:10.320]   whether this was a viable path forward for a class project,
[00:34:10.320 --> 00:34:13.140]   I want to prompt an RNN or something,
[00:34:13.140 --> 00:34:15.500]   I would have advised you as best I could
[00:34:15.500 --> 00:34:16.940]   to choose some other topic
[00:34:16.940 --> 00:34:19.880]   because I never would have guessed that this would work.
[00:34:19.880 --> 00:34:23.760]   So the mind-blowing thing about this paper
[00:34:23.760 --> 00:34:25.300]   and everything that's followed
[00:34:25.300 --> 00:34:27.040]   is that we might be nearing the point
[00:34:27.040 --> 00:34:29.900]   where we can design entire AI systems
[00:34:29.900 --> 00:34:33.780]   on the basis of this simple in-context learning mechanism,
[00:34:33.780 --> 00:34:37.140]   transformatively different from anything that we saw before.
[00:34:37.140 --> 00:34:41.220]   In fact, let me just emphasize this a little bit.
[00:34:41.220 --> 00:34:44.580]   It is worth dwelling on how strange this is.
[00:34:44.580 --> 00:34:48.020]   For those of you who have been in the field a little while,
[00:34:48.020 --> 00:34:51.220]   just contrast what I described in-context learning
[00:34:51.220 --> 00:34:55.060]   with the standard mode of supervision.
[00:34:55.060 --> 00:34:56.780]   Let's imagine for a case here
[00:34:56.780 --> 00:34:58.580]   that we want to train a model
[00:34:58.580 --> 00:35:00.940]   to detect nervous anticipation.
[00:35:00.940 --> 00:35:01.900]   And I have picked this
[00:35:01.900 --> 00:35:05.380]   because this is a very particular human emotion.
[00:35:05.380 --> 00:35:06.460]   And in the old mode,
[00:35:06.460 --> 00:35:09.700]   we would need an entire dedicated model to this, right?
[00:35:09.700 --> 00:35:11.860]   We would collect a little dataset
[00:35:11.860 --> 00:35:16.040]   of positive and negative instances of nervous anticipation,
[00:35:16.040 --> 00:35:19.040]   and we would train a supervised classifier
[00:35:19.040 --> 00:35:22.340]   on feature representations of these examples over here,
[00:35:22.340 --> 00:35:25.500]   learning from this binary distinction.
[00:35:25.500 --> 00:35:28.420]   We would need custom data and a custom model
[00:35:28.420 --> 00:35:30.900]   for this particular task in all likelihood.
[00:35:30.900 --> 00:35:35.580]   In this new mode, few-shot in-context learning,
[00:35:35.580 --> 00:35:37.140]   we essentially just prompt the model,
[00:35:37.140 --> 00:35:40.620]   "Hey, model, here's an example of nervous anticipation."
[00:35:40.620 --> 00:35:41.940]   My palms started to sweat
[00:35:41.940 --> 00:35:43.740]   as the lotto numbers were read off.
[00:35:43.740 --> 00:35:45.380]   "Hey, model, here's an example
[00:35:45.380 --> 00:35:48.220]   without nervous anticipation," and so forth.
[00:35:48.220 --> 00:35:52.700]   And it learns from all those symbols that you put in
[00:35:52.700 --> 00:35:54.440]   and their co-occurrences,
[00:35:54.440 --> 00:35:58.180]   something about nervous anticipation.
[00:35:58.180 --> 00:35:59.960]   On the left for this model here,
[00:35:59.960 --> 00:36:01.660]   I've written out nervous anticipation,
[00:36:01.660 --> 00:36:03.860]   but remember, that has no special status.
[00:36:03.860 --> 00:36:07.340]   I've structured the model around the binary distinction,
[00:36:07.340 --> 00:36:08.940]   the one and the zero.
[00:36:08.940 --> 00:36:10.320]   And everything about the model
[00:36:10.320 --> 00:36:12.220]   is geared toward my learning goal.
[00:36:12.220 --> 00:36:16.200]   On the right, nervous anticipation is just more
[00:36:16.200 --> 00:36:19.220]   of the symbols that I've put into the model.
[00:36:19.220 --> 00:36:21.120]   And the eye-opening thing, again,
