
[00:00:00.000 --> 00:00:05.000]   [intro music]
[00:22:00.000 --> 00:22:02.000]   I'm going to start reporting progress on this big book.
[00:22:02.000 --> 00:22:03.000]   That's a good idea.
[00:22:03.000 --> 00:22:04.000]   Because it's broken up.
[00:22:04.000 --> 00:22:05.000]   Because you've talked about it several times.
[00:22:05.000 --> 00:22:06.000]   Yeah.
[00:22:06.000 --> 00:22:07.000]   And it's broken up into eight smaller books inside of it.
[00:22:07.000 --> 00:22:12.000]   So I might just I won't count it as one of my books, but I'll say I read, you know,
[00:22:12.000 --> 00:22:16.000]   books two through three of this big book this month because I have to get going in it.
[00:22:16.000 --> 00:22:18.000]   I just I got to get that momentum going.
[00:22:18.000 --> 00:22:25.000]   The other thing about books in general that you mentioned to me offline was how one of your editors said that you don't read enough.
[00:22:25.000 --> 00:22:26.000]   I found that amazing.
[00:22:26.000 --> 00:22:28.000]   I think your audience might want to hear that story.
[00:22:28.000 --> 00:22:31.000]   Well, enough literature, enough literature.
[00:22:31.000 --> 00:22:36.000]   Now, granted, this is someone with a graduate degree in literature from a very good school.
[00:22:36.000 --> 00:22:40.000]   He correctly points out I don't let's put it this way.
[00:22:40.000 --> 00:22:44.000]   I do not think that he has recently read Jesse Itzler's Living with a Seal.
[00:22:44.000 --> 00:22:46.000]   So I think he thinks I need to read more literature.
[00:22:46.000 --> 00:22:47.000]   And he's right.
[00:22:47.000 --> 00:22:57.000]   I need if I'm going to be I'm doing thinking and commentary and cultural discussion to have that common cultural heritage of really smart people in our literary heritage.
[00:22:57.000 --> 00:22:58.000]   I need that to be better.
[00:22:58.000 --> 00:23:01.000]   So this big, long book I'm reading is a classic.
[00:23:01.000 --> 00:23:02.000]   I need to read.
[00:23:02.000 --> 00:23:07.000]   I've read a fair amount of the classics, but I want to make that more a part of my regular routines.
[00:23:07.000 --> 00:23:10.000]   I'll report back on that success, but I want to read more classics.
[00:23:10.000 --> 00:23:12.000]   So more on that.
[00:23:12.000 --> 00:23:13.000]   More on that soon.
[00:23:13.000 --> 00:23:14.000]   Nice.
[00:23:14.000 --> 00:23:15.000]   Thanks.
[00:23:15.000 --> 00:23:21.000]   [Music.]

