
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:23:42.480 --> 00:23:44.140]   is presented in a Christian way.
[00:23:44.140 --> 00:23:48.680]   And I remember my son, when he had just finished
[00:23:48.680 --> 00:23:50.420]   challenge B, I believe it was,
[00:23:50.420 --> 00:23:53.900]   and we had gone through formal logic
[00:23:53.900 --> 00:23:55.840]   and we were having a family discussion.
[00:23:55.840 --> 00:23:59.120]   I said, "So Alex, what do you wanna do when you grow up?"
[00:23:59.120 --> 00:24:01.900]   We were having that classic conversation, right?
[00:24:01.900 --> 00:24:04.040]   And he said, "Oh, I wanna be a Christian."
[00:24:04.040 --> 00:24:07.100]   And I was a little taken aback.
[00:24:07.100 --> 00:24:09.020]   I was like, "That's awesome, why would you say that?"
[00:24:09.020 --> 00:24:12.840]   And he said, "Mom, it's the only thing that makes sense."
[00:24:12.840 --> 00:24:17.840]   And he had seen logic, that the logic,
[00:24:17.840 --> 00:24:21.200]   the study of logic as applied to scripture
[00:24:21.200 --> 00:24:25.180]   just proved again, the orderly, beautiful mind of God.
[00:24:25.180 --> 00:24:28.560]   And he had that love in his heart
[00:24:28.560 --> 00:24:30.980]   before he hit philosophy, right?
[00:24:30.980 --> 00:24:35.120]   And so it's, I think that as the students dig into logic,
[00:24:35.120 --> 00:24:37.260]   and I think as they hold scripture up to logic
[00:24:37.260 --> 00:24:39.060]   and they find syllogisms in scripture,
[00:24:39.060 --> 00:24:41.920]   they see how God's mind is reflected there,
[00:24:41.920 --> 00:24:43.720]   it prepares them.
[00:24:43.720 --> 00:24:46.840]   And then they can begin to explore these other philosophers
[00:24:46.840 --> 00:24:51.180]   and say, "Okay, well, how did this person approach
[00:24:51.180 --> 00:24:54.060]   or deviate from the standard of scripture?"
[00:24:54.060 --> 00:24:56.980]   So I think really digging into the subjects of logic
[00:24:56.980 --> 00:25:00.840]   and philosophy are excellent preparation for freedom.
[00:25:00.840 --> 00:25:07.040]   Because free people, truly free Christian people
[00:25:07.040 --> 00:25:10.620]   have to analyze and filter through ideas
[00:25:10.620 --> 00:25:12.040]   to be able to make good decisions.
[00:25:12.040 --> 00:25:15.060]   And I think those two particular subjects
[00:25:15.060 --> 00:25:17.000]   are ideal for preparation.
[00:25:17.000 --> 00:25:22.000]   - I love what you said, Charity, about our students
[00:25:22.000 --> 00:25:25.360]   being really equipped in the study of logic
[00:25:25.360 --> 00:25:29.800]   to then think clearly about philosophy
[00:25:29.800 --> 00:25:32.720]   and not be ensnared by that,
[00:25:32.720 --> 00:25:34.980]   but be able to really clearly think.
[00:25:34.980 --> 00:25:38.380]   And I love that my older daughter,
[00:25:38.380 --> 00:25:40.200]   who also loved Challenge B Logic,
[00:25:40.200 --> 00:25:43.880]   she put that to the test.
[00:25:43.880 --> 00:25:47.640]   She actually, I found out later in high school
[00:25:47.640 --> 00:25:49.780]   and then in college, she would sit with her Bible
[00:25:49.780 --> 00:25:51.800]   doing her daily devotions.
[00:25:51.800 --> 00:25:55.220]   And especially when she was reading Paul's writings,
[00:25:55.220 --> 00:25:59.440]   she would turn the scripture verses into syllogisms
[00:25:59.440 --> 00:26:04.440]   and prove for herself that these are valid arguments.
[00:26:04.440 --> 00:26:09.900]   And they are also true arguments.
[00:26:09.900 --> 00:26:14.380]   And so it shored up her faith, and that was beautiful.
[00:26:14.380 --> 00:26:18.080]   And she learned to think well and think clearly.
[00:26:18.080 --> 00:26:22.260]   And that is a great benefit of all of the classical
[00:26:22.260 --> 00:26:24.640]   education that our students receive.
[00:26:24.640 --> 00:26:26.980]   And we've talked a lot about what we give them
[00:26:26.980 --> 00:26:30.460]   in the challenge years, but there are great skills
[00:26:30.460 --> 00:26:35.260]   of thinking and listening that our younger students get.
[00:26:35.260 --> 00:26:39.560]   Even in foundations, our little kids learn to listen
[00:26:39.560 --> 00:26:44.080]   well when they have to listen to presentations
[00:26:44.080 --> 00:26:45.080]   in foundations.
[00:26:45.080 --> 00:26:48.960]   They are taught to listen intently and to think
[00:26:48.960 --> 00:26:52.220]   of good questions to ask about the content.
[00:26:52.220 --> 00:26:54.880]   So from a four and five year old age,
[00:26:54.880 --> 00:26:59.400]   they are being trained to be good listeners
[00:26:59.400 --> 00:27:02.600]   and good presenters and good thinkers.
[00:27:02.600 --> 00:27:07.600]   And so yes, logic skills and clear thinking skills
[00:27:08.560 --> 00:27:12.420]   are great, but so are the skills of asking good questions.
[00:27:12.420 --> 00:27:15.160]   And those actually, those kinds of skills
[00:27:15.160 --> 00:27:20.040]   of asking good questions are what we want citizens to have.
[00:27:20.040 --> 00:27:25.040]   We need our children to grow up and be able to ask
[00:27:25.040 --> 00:27:29.300]   good questions of the leaders of our country,
[00:27:29.300 --> 00:27:32.020]   of the leaders of their local government.
[00:27:32.020 --> 00:27:34.240]   All of our children are gonna have two jobs.
[00:27:34.240 --> 00:27:37.480]   They are gonna be citizens of heaven and citizens
[00:27:37.480 --> 00:27:41.840]   of the city and state and country in which they live.
[00:27:41.840 --> 00:27:46.320]   And so we are equipping them to be good citizens
[00:27:46.320 --> 00:27:49.800]   when we equip them to think clearly,
[00:27:49.800 --> 00:27:52.980]   to listen well, and to ask good questions.
[00:27:52.980 --> 00:27:55.240]   That's really important.
[00:27:55.240 --> 00:27:57.260]   So that's what our students should do.
[00:27:57.260 --> 00:28:00.440]   You've already told us that as parents,
[00:28:00.440 --> 00:28:04.840]   one thing that we can do is study our scriptures
[00:28:04.840 --> 00:28:08.840]   and know what we believe and why we believe it
[00:28:08.840 --> 00:28:11.520]   and to bring those scriptures to bear
[00:28:11.520 --> 00:28:13.440]   as we lead our children to study.
[00:28:13.440 --> 00:28:16.880]   Are there other things that you think we as parents
[00:28:16.880 --> 00:28:19.680]   should do and think about and practice?
[00:28:19.680 --> 00:28:21.600]   - Absolutely.
[00:28:21.600 --> 00:28:24.000]   I think the concept of teaching our children
[00:28:24.000 --> 00:28:26.520]   to ask good questions is crucial.
[00:28:26.520 --> 00:28:30.000]   When you ask a good question,
[00:28:30.000 --> 00:28:32.400]   then the truth is revealed, right?
[00:28:32.400 --> 00:28:34.960]   If you don't know how to ask good questions
[00:28:34.960 --> 00:28:36.600]   and you're just reacting to things,
[00:28:36.600 --> 00:28:38.480]   then it gets all muddled.
[00:28:38.480 --> 00:28:41.220]   And so I think teaching our children to ask good questions
[00:28:41.220 --> 00:28:42.520]   is really, really important.
[00:28:42.520 --> 00:28:45.440]   And I think that's best modeled by a parent.
[00:28:45.440 --> 00:28:48.740]   When the child comes up and says,
[00:28:48.740 --> 00:28:51.160]   "Well, I think blah, blah, blah, blah, blah,"
[00:28:51.160 --> 00:28:55.200]   which can be full of foolishness as we know,
[00:28:55.200 --> 00:28:58.800]   the first question of saying, "Why do you think that?
[00:28:58.800 --> 00:29:00.960]   What support do you have for that?"
[00:29:00.960 --> 00:29:05.960]   And just allowing them to hear good questions being modeled.
[00:29:05.960 --> 00:29:09.720]   My husband is an expert in question asking.
[00:29:09.720 --> 00:29:13.200]   I would say I'm a novice, but he's done a lot of that.
[00:29:13.200 --> 00:29:15.200]   And the other things that come to mind, two things.
[00:29:15.200 --> 00:29:17.920]   One is that as parents,
[00:29:17.920 --> 00:29:22.780]   we need to give our children freedom gradually.
[00:29:22.780 --> 00:29:26.560]   What I mean by that is when they're four and five,
[00:29:26.560 --> 00:29:28.680]   they should not be being asked
[00:29:28.680 --> 00:29:31.600]   what type of math curriculum they would like to pursue.
[00:29:31.600 --> 00:29:35.360]   They can barely decide not to eat a crayon.
[00:29:35.360 --> 00:29:41.160]   So I feel like if you give your children gradual freedom,
[00:29:41.160 --> 00:29:44.160]   gradual independence, gradual decisions,
[00:29:44.160 --> 00:29:46.640]   instead of giving them too much and having to retract.
[00:29:46.640 --> 00:29:49.360]   So the way this looks like in our house
[00:29:49.360 --> 00:29:51.680]   is that every birthday,
[00:29:51.680 --> 00:29:54.240]   our children as part of their birthday celebration,
[00:29:54.240 --> 00:29:57.800]   get one new privilege and one new responsibility.
[00:29:58.800 --> 00:30:03.800]   And by the time they graduate, they have this freedom.
[00:30:03.800 --> 00:30:06.600]   I remember when Catherine, a few years ago,
[00:30:06.600 --> 00:30:10.560]   like around age 16, 17, 16, 15 maybe,
[00:30:10.560 --> 00:30:12.600]   we had been kind of watching her grow
[00:30:12.600 --> 00:30:15.560]   and how she chose food.
[00:30:15.560 --> 00:30:18.680]   Like what is a healthy, balanced, nutritious diet?
[00:30:18.680 --> 00:30:20.720]   And just kind of watching her ability
[00:30:20.720 --> 00:30:21.600]   to balance these things.
[00:30:21.600 --> 00:30:24.260]   And so for her birthday, her new freedom was,
[00:30:25.420 --> 00:30:28.780]   we were not going to tell her what she could and couldn't eat
[00:30:28.780 --> 00:30:30.460]   that she had that freedom.
[00:30:30.460 --> 00:30:32.780]   Because the truth is when they leave home,
[00:30:32.780 --> 00:30:34.120]   they've got that freedom.
[00:30:34.120 --> 00:30:36.740]   - Absolutely, and some don't know how to use it.
[00:30:36.740 --> 00:30:38.940]   - I know, so that was her new freedom
[00:30:38.940 --> 00:30:41.140]   because we had watched her and said,
[00:30:41.140 --> 00:30:43.220]   "She is ready for this new freedom."
[00:30:43.220 --> 00:30:46.180]   And so we didn't police her at the table, right?
[00:30:46.180 --> 00:30:50.500]   And so our son came to us and he was two years younger
[00:30:50.500 --> 00:30:52.300]   and he said to me,
[00:30:52.300 --> 00:30:54.340]   "Mommy, please don't ever give me that freedom.
[00:30:54.340 --> 00:30:58.140]   "I will be, I will be as big as a barn, please don't ever."
[00:30:58.140 --> 00:31:01.100]   He saw that freedom coming and said,
[00:31:01.100 --> 00:31:03.400]   "I don't have the maturity to handle it."
[00:31:03.400 --> 00:31:06.260]   And that has changed as he's gotten older.
[00:31:06.260 --> 00:31:09.640]   But the truth is we have gradually given them freedom.
[00:31:09.640 --> 00:31:11.520]   And I think parents who are just like,
[00:31:11.520 --> 00:31:12.840]   "Well, children need the experience
[00:31:12.840 --> 00:31:14.900]   "of making all these decisions for themselves
[00:31:14.900 --> 00:31:16.620]   "on whatever level."
[00:31:16.620 --> 00:31:18.060]   They often have to retract
[00:31:18.060 --> 00:31:19.820]   and we're taking away this device
[00:31:19.820 --> 00:31:21.220]   and we're taking away this privilege
[00:31:21.220 --> 00:31:22.500]   and the child becomes angry.
[00:31:22.500 --> 00:31:25.340]   And so it's been much more natural
[00:31:25.340 --> 00:31:29.240]   and edifying for us to do a gradual freedom,
[00:31:29.240 --> 00:31:32.520]   freedom and responsibility
[00:31:32.520 --> 00:31:35.000]   growing gradually in our children.
[00:31:35.000 --> 00:31:37.500]   And the other thought that comes to mind on little people
[00:31:37.500 --> 00:31:42.540]   is that we used captive car seat games all the time
[00:31:42.540 --> 00:31:44.620]   when our kids were little in the car.
[00:31:44.620 --> 00:31:48.700]   And so what we did that pushed them toward,
[00:31:48.700 --> 00:31:50.660]   thinking about choices, decisions,
[00:31:50.660 --> 00:31:51.940]   books and stuff in the future
[00:31:51.940 --> 00:31:53.300]   is we would play,
[00:31:53.300 --> 00:31:55.380]   and I may have told you this before, I don't know,
[00:31:55.380 --> 00:31:58.340]   we would play the kind unkind game,
[00:31:58.340 --> 00:32:00.960]   the wise unwise game, the truth lie game.
[00:32:00.960 --> 00:32:03.860]   And so when they were really, really tiny
[00:32:03.860 --> 00:32:05.180]   and it was always very silly,
[00:32:05.180 --> 00:32:07.260]   this is like pre-read, this is pre-reading,
[00:32:07.260 --> 00:32:08.740]   this is like four year olds, right?
[00:32:08.740 --> 00:32:10.500]   They're in the car and I would say,
[00:32:10.500 --> 00:32:12.380]   "Sissy is wearing a pink shirt."
[00:32:12.380 --> 00:32:17.380]   And they would say, "True, the dog likes to eat flowers."
[00:32:17.380 --> 00:32:18.900]   And they'd say, "Lie."
[00:32:18.900 --> 00:32:22.260]   And so we would work on truth and lie.
[00:32:22.260 --> 00:32:25.020]   Then as they got older, we would, a little bit older,
[00:32:25.020 --> 00:32:29.220]   this is still very little, we would do kind or unkind.
[00:32:29.220 --> 00:32:31.060]   Your Grammy bit the preacher's hand
[00:32:31.060 --> 00:32:32.260]   when he tried to shake it.
[00:32:32.260 --> 00:32:33.820]   (laughing)
[00:32:33.820 --> 00:32:36.580]   Those kinds of silliness, but it allowed them to say,
[00:32:36.580 --> 00:32:37.940]   "Oh, that's unkind."
[00:32:37.940 --> 00:32:39.940]   Or, "This is respectful or disrespectful."
[00:32:39.940 --> 00:32:41.740]   And later on, "This is wise or unwise."
[00:32:41.740 --> 00:32:45.860]   And we were training them to look at things
[00:32:45.860 --> 00:32:47.260]   and make a judgment call.
[00:32:48.660 --> 00:32:50.300]   And that did a couple of things.
[00:32:50.300 --> 00:32:52.860]   One, it prepared them for now when Catherine,
[00:32:52.860 --> 00:32:55.740]   gone away from home, looks at an option she has.
[00:32:55.740 --> 00:32:58.540]   She can say, "Does this fit the repository
[00:32:58.540 --> 00:33:00.540]   "of wise things I know?
[00:33:00.540 --> 00:33:04.100]   "Or does it fit the repository of unwise things that I know?"
[00:33:04.100 --> 00:33:08.020]   But it also, it made parenting easier
[00:33:08.020 --> 00:33:10.300]   in the sense that when I would say,
[00:33:10.300 --> 00:33:12.660]   "You need to be kind to your sister."
[00:33:12.660 --> 00:33:17.660]   There was a whole group of ideas in their minds
[00:33:17.740 --> 00:33:19.260]   of what that might look like.
[00:33:19.260 --> 00:33:23.020]   And it was taken out of the disciplinary,
[00:33:23.020 --> 00:33:26.540]   out of the stressful moments, into a game.
[00:33:26.540 --> 00:33:29.060]   And so, I think for little people,
[00:33:29.060 --> 00:33:33.060]   that was our saving grace for learning
[00:33:33.060 --> 00:33:36.780]   those first beginning skills of discernment and freedom.
[00:33:36.780 --> 00:33:39.420]   - And absolutely, it gives the children
[00:33:39.420 --> 00:33:44.420]   a huge sense of confidence and non-nervousness.
[00:33:47.020 --> 00:33:50.180]   They are, I can remember having friends
[00:33:50.180 --> 00:33:52.300]   who thought I was absolutely crazy.
[00:33:52.300 --> 00:33:57.300]   Mike, we would practice responses in advance with our girls.
[00:33:57.300 --> 00:34:00.400]   So, we are having a birthday party
[00:34:00.400 --> 00:34:02.660]   and people are gonna bring you gifts.
[00:34:02.660 --> 00:34:07.020]   If you get something you already have, what will you say?
[00:34:07.020 --> 00:34:07.860]   - Right.
[00:34:07.860 --> 00:34:11.900]   - If you get a present that you absolutely hate,
[00:34:11.900 --> 00:34:13.980]   what will you say?
[00:34:13.980 --> 00:34:17.800]   If somebody doesn't bring you a gift, what will you say?
[00:34:17.800 --> 00:34:20.220]   If somebody says something unkind
[00:34:20.220 --> 00:34:21.580]   about another person's gift.
[00:34:21.580 --> 00:34:24.180]   And so, we would role play those.
[00:34:24.180 --> 00:34:27.020]   We would come up with, what could you say
[00:34:27.020 --> 00:34:31.100]   that shows you appreciate that person
[00:34:31.100 --> 00:34:34.100]   and the thought that they had in bringing you a present
[00:34:34.100 --> 00:34:35.140]   to celebrate your birthday,
[00:34:35.140 --> 00:34:39.420]   even if you either have this already or hate it.
[00:34:39.420 --> 00:34:40.260]   What will you say?
[00:34:40.260 --> 00:34:43.660]   You will clearly not say, "I hate it," or, "I've got one."
[00:34:43.660 --> 00:34:44.560]   - Right.
[00:34:44.560 --> 00:34:47.460]   - Or, "I'm gonna take this back," or, "Do you have a receipt?"
[00:34:47.460 --> 00:34:52.140]   But it put them at ease because here's the deal,
[00:34:52.140 --> 00:34:56.580]   little people who want to do the right thing
[00:34:56.580 --> 00:35:00.740]   in the heat of a moment don't always know what to do.
[00:35:00.740 --> 00:35:04.020]   And so, sometimes a very, even to them,
[00:35:04.020 --> 00:35:07.980]   an appropriate thing will come out if you don't practice.
[00:35:07.980 --> 00:35:11.580]   And so, I love that as a super practical way
[00:35:11.580 --> 00:35:16.180]   of beginning to grow kind, compassionate,
[00:35:16.180 --> 00:35:19.420]   merciful, gracious humans.
[00:35:19.420 --> 00:35:22.560]   So, let me ask you this.
[00:35:22.560 --> 00:35:27.260]   You've given us some, what it looks like in the short term,
[00:35:27.260 --> 00:35:30.680]   you know, at home, being able to choose your own food.
[00:35:30.680 --> 00:35:33.420]   We did something very similar to that
[00:35:33.420 --> 00:35:36.480]   in being able to choose your own bedtime
[00:35:36.480 --> 00:35:38.460]   or to choose your own clothes
[00:35:38.460 --> 00:35:42.820]   or to choose what books to choose at the library
[00:35:42.820 --> 00:35:43.660]   or books to read.
[00:35:43.660 --> 00:35:45.860]   As they were growing up, they got different freedoms
[00:35:45.860 --> 00:35:49.700]   based on their obvious readiness for said freedom.
[00:35:49.700 --> 00:35:54.180]   What will be the result, do you suspect,
[00:35:54.180 --> 00:35:57.460]   if we do not teach our children
[00:35:57.460 --> 00:36:01.340]   about the responsibilities of Christian freedom?
[00:36:01.340 --> 00:36:04.880]   What if we don't lead them to accept them
[00:36:04.880 --> 00:36:06.640]   and manage them well?
[00:36:06.640 --> 00:36:08.400]   What will happen?
[00:36:08.400 --> 00:36:11.920]   - Well, I think if we do not teach our children
[00:36:11.920 --> 00:36:14.480]   how to manage the responsibilities of Christian freedom,
[00:36:14.480 --> 00:36:16.780]   they are going to be taught.
[00:36:16.780 --> 00:36:19.940]   Children don't just stay a blank slate
[00:36:19.940 --> 00:36:21.820]   and someone's gonna teach them something.
[00:36:21.820 --> 00:36:26.080]   And I think the world is very, very happy
[00:36:26.080 --> 00:36:30.060]   to come along with a counter message.
[00:36:30.060 --> 00:36:32.120]   And, you know, I was just thinking about this the other day,
[00:36:32.120 --> 00:36:33.580]   I heard Alistair Begg preaching
[00:36:33.580 --> 00:36:37.160]   and he referenced the Bob Dylan song,
[00:36:37.160 --> 00:36:38.340]   "Gotta Serve Someone."
[00:36:38.340 --> 00:36:39.180]   I think is what it's called.
[00:36:39.180 --> 00:36:40.540]   - Yes, yes, I think so.
[00:36:40.540 --> 00:36:44.060]   - And how the story goes that he became a believer
[00:36:44.060 --> 00:36:45.480]   and he wrote this song, you know,
[00:36:45.480 --> 00:36:47.260]   it may be the devil and it may be the Lord,
[00:36:47.260 --> 00:36:49.340]   but you're gonna have to serve someone.
[00:36:49.340 --> 00:36:52.100]   Well, the story goes, and I don't know how accurate it is,
[00:36:52.100 --> 00:36:55.480]   but that John Lennon found that very offensive
[00:36:55.480 --> 00:36:57.860]   and he wrote a counter song.
[00:36:57.860 --> 00:37:00.060]   And in his counter song, it was all about,
[00:37:00.060 --> 00:37:01.980]   you gotta serve yourself.
[00:37:01.980 --> 00:37:05.840]   And I think that's a beautiful example of the fact that,
[00:37:05.840 --> 00:37:07.340]   and a sobering example of the fact
[00:37:07.340 --> 00:37:10.580]   that the world has an alternate message.
[00:37:10.580 --> 00:37:15.580]   It is being pumped continuously out there
[00:37:15.580 --> 00:37:17.620]   and our children are going to encounter it.
[00:37:17.620 --> 00:37:20.060]   And so I think if we do not teach our children
[00:37:20.060 --> 00:37:24.900]   how to manage the Christian responsibility,
[00:37:24.900 --> 00:37:27.180]   the responsibilities of Christian freedom,
[00:37:27.180 --> 00:37:30.020]   they will just follow the world.
[00:37:30.020 --> 00:37:31.660]   They will serve themselves.
[00:37:31.660 --> 00:37:36.680]   They will make it about themselves.
[00:37:36.680 --> 00:37:38.820]   And if they're not surrendered to the Lord,
[00:37:38.820 --> 00:37:41.080]   then they are gonna be surrendered to someone.
[00:37:41.080 --> 00:37:43.260]   And that's not an option.
[00:37:43.260 --> 00:37:44.480]   We are gonna serve someone.
[00:37:44.480 --> 00:37:49.400]   So I think the sobering thing is that they will be taught
[00:37:49.400 --> 00:37:51.880]   and they will follow someone.
[00:37:51.880 --> 00:37:54.380]   And so the intentionality that we have
[00:37:54.380 --> 00:37:57.340]   as classical Christian educators
[00:37:57.340 --> 00:38:00.420]   is a beautiful and sobering task.
[00:38:00.420 --> 00:38:01.840]   - That is, that's great.
[00:38:01.840 --> 00:38:06.420]   That is an awesome, put the period to the discussion.
[00:38:06.420 --> 00:38:07.260]   I love that.
[00:38:07.260 --> 00:38:08.400]   Thank you so much, Charity.
[00:38:08.400 --> 00:38:11.640]   It's so funny, as you were talking about,
[00:38:11.640 --> 00:38:14.140]   you're gonna have to, your children will make a decision
[00:38:14.140 --> 00:38:16.340]   and they will follow the right values
[00:38:16.340 --> 00:38:20.040]   or they will follow the selfish world.
[00:38:20.040 --> 00:38:22.640]   It reminds me, I was gonna tell people today
[00:38:22.640 --> 00:38:26.500]   about a movie that's coming out.
[00:38:26.500 --> 00:38:28.680]   It's called "Miracle in East Texas."
[00:38:28.680 --> 00:38:31.240]   It kinda goes along with, are you gonna serve yourself
[00:38:31.240 --> 00:38:32.940]   or are you gonna do the right thing?
[00:38:32.940 --> 00:38:35.660]   This movie's coming out in October.
[00:38:35.660 --> 00:38:37.100]   The end of October.
[00:38:37.100 --> 00:38:40.660]   And it is about doing what's right.
[00:38:40.660 --> 00:38:42.800]   And it's a movie that your whole family can enjoy.
[00:38:42.800 --> 00:38:44.780]   Okay, so you won't be embarrassed
[00:38:44.780 --> 00:38:47.240]   to have your little kids watch it.
[00:38:47.240 --> 00:38:50.440]   It is the true story.
[00:38:50.440 --> 00:38:51.560]   It's a true story.
[00:38:51.560 --> 00:38:53.740]   It's about the biggest oil strike
[00:38:53.740 --> 00:38:56.000]   in the history of the world.
[00:38:56.000 --> 00:39:00.040]   It happened right at the dawn of the Great Depression.
[00:39:00.040 --> 00:39:02.040]   The story, it's kinda fun.
[00:39:02.040 --> 00:39:04.720]   I mean, I can't, I sorta now can't wait to see it.
[00:39:04.720 --> 00:39:07.460]   It follows the story of two con men
[00:39:07.460 --> 00:39:10.420]   who are gonna convince investors
[00:39:10.420 --> 00:39:13.700]   to invest in these worthless oil rigs
[00:39:13.700 --> 00:39:16.660]   but then they discover these oil rigs
[00:39:16.660 --> 00:39:19.120]   are not so worthless after all.
[00:39:19.120 --> 00:39:22.660]   Maybe this would be a really good teaching tool.
[00:39:22.660 --> 00:39:24.580]   It would definitely bring up
[00:39:24.580 --> 00:39:27.140]   a lot of good discussions and families.
[00:39:27.140 --> 00:39:30.940]   It's called "Miracle in East Texas."
[00:39:30.940 --> 00:39:34.760]   It is a Kevin Sorbo film.
[00:39:34.760 --> 00:39:39.380]   It is coming to a theater near you, we hope, October 29th.
[00:39:39.380 --> 00:39:41.460]   If you wanna get tickets now
[00:39:41.460 --> 00:39:43.440]   or find out where it's coming,
[00:39:43.440 --> 00:39:48.440]   you can visit sorbostudios.com.
[00:39:48.440 --> 00:39:53.440]   That's Sorbo Studios, S-O-R-B-O, studios.com
[00:39:53.440 --> 00:39:57.240]   and find out more information about that.
[00:39:57.240 --> 00:40:00.100]   Charity, thank you so much for being with me today.
[00:40:00.100 --> 00:40:04.860]   This has been a fun topic to think through with you
[00:40:04.860 --> 00:40:07.900]   and I appreciate both your deep insights
[00:40:07.900 --> 00:40:09.680]   and your practical tips.
[00:40:09.680 --> 00:40:11.420]   - Thank you, Lisa.
[00:40:11.420 --> 00:40:13.060]   It's always fun to hang out with you.
[00:40:13.060 --> 00:40:13.900]   - I love it.
[00:40:13.900 --> 00:40:16.580]   Okay, listeners, take the good from this
[00:40:16.580 --> 00:40:19.620]   and go be everyday educators in your own home
[00:40:19.620 --> 00:40:21.060]   and I'll see you next week.
[00:40:21.060 --> 00:40:21.900]   Bye.
[00:40:21.900 --> 00:40:24.480]   (gentle music)
[00:40:24.480 --> 00:40:34.480]   [BLANK_AUDIO]

