
[00:00:00.000 --> 00:00:05.840]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[00:20:13.840 --> 00:20:17.840]   very often they'll lie and say, no, we don't need that, we don't want that, you don't want that, which is a lie because a lawyer
[00:20:17.840 --> 00:20:22.840]   could be arranged if they wanted to do that for you. The other group of individuals who really needs to read this book is
[00:20:22.840 --> 00:20:27.840]   everybody in this room or in this audience who might someday find themselves in a jury. Potential jurors need to be able to read this
[00:20:27.840 --> 00:20:32.840]   book and you need to read it before it's too late so that you can explain to the other members of the jury. If somebody back there
[00:20:32.840 --> 00:20:38.840]   in the jury room is trying to insinuate, boy, you notice that guy, he didn't testify at the trial. I guess that's a pretty clear
[00:20:38.840 --> 00:20:45.840]   indication that he probably did it. No, absolutely not. As I mentioned in the book, one important study of over 100 people who
[00:20:45.840 --> 00:20:50.840]   were exonerated after they had been falsely convicted of something they did not do revealed that almost half of them,
[00:20:50.840 --> 00:20:56.840]   approximately 40% of them, didn't testify at their trial. And these are people that we now know were in fact absolutely
[00:20:56.840 --> 00:21:02.840]   innocent. So if you find yourself, you might be in either one of those groups, you need to read this book. And almost every one of
[00:21:02.840 --> 00:21:07.840]   us could of course be in group number two. Any one of us could someday become a member of a jury unless of course perhaps
[00:21:07.840 --> 00:21:11.840]   you have a felony conviction, then you probably won't be in a jury. But if you have a felony conviction, you're twice as likely to
[00:21:11.840 --> 00:21:17.840]   find yourself in group number one. So either way, you've got to read the book. Next question I frequently get, I often get this
[00:21:17.840 --> 00:21:22.840]   one. Well, if I take the fifth vote, won't that look suspicious? Won't the police think that I look guilty if I take the fifth?
[00:21:22.840 --> 00:21:29.840]   The good news, the answer is no. Emphatically no. Absolutely not. You will not look guilty to the police. And why do I say that?
[00:21:29.840 --> 00:21:35.840]   Because the police know from years of experience that truth be told, most suspects probably are guilty and most guilty
[00:21:35.840 --> 00:21:41.840]   criminals are not that smart. Some of them are stupid. And most stupid people waive the right to remain silent. Okay, so if you
[00:21:41.840 --> 00:21:46.840]   want to look like a guilty person, you want to open your mouth and start talking. Talk if need be for eight, ten, twelve hours.
[00:21:46.840 --> 00:21:51.840]   That's what guilty people usually do. You see, it's absolutely false to suppose that there's two groups of people out there.
[00:21:51.840 --> 00:22:00.840]   There's the guilty ones who keep quiet and the smart ones, I'm sorry, the innocent ones who talk. That's what most laymen
[00:22:00.840 --> 00:22:05.840]   mistakenly suppose, but that's not true and the police know that it's not true. No, the reality is there's two groups of
[00:22:05.840 --> 00:22:09.840]   individuals out there. There are those who are sophisticated enough to understand how the American criminal justice system
[00:22:09.840 --> 00:22:14.840]   works. This includes, by the way, every defense attorney, every prosecutor, every police officer, every judge, and all of their
[00:22:14.840 --> 00:22:20.840]   children and nieces and nephews. Those people never talk to the police. Period. And then there's this other group that
[00:22:20.840 --> 00:22:25.840]   waives the right to remain silent and does talk. And that group includes a lot of guilty people and a lot of innocent
[00:22:25.840 --> 00:22:29.840]   people. But all they have in common is that they don't know how the system works. But although the police won't think you
[00:22:29.840 --> 00:22:34.840]   look guilty, they will pretend that they think that because they know that's how you think. And they will pretend that
[00:22:34.840 --> 00:22:39.840]   they believe it themselves to help trick you into talking with them. As Tim said a few minutes ago, a common tactic, a
[00:22:39.840 --> 00:22:45.840]   very common tactic that is used by the police is to start insinuating things. Oh, you want to take the fifth? You want a
[00:22:45.840 --> 00:22:50.840]   lawyer? Why? What have you got to hide? Why would an innocent person want to exercise the right to remain silent? The
[00:22:50.840 --> 00:22:54.840]   next time a cop tells you that, you just hand him a copy of this book and don't say another word. Say, "Read the book and
[00:22:54.840 --> 00:22:59.840]   you'll understand." He won't need to read the book. He already understands. He's lying to you. That's what they do.
[00:22:59.840 --> 00:23:04.840]   What about the jury? What about the jurors? If the jurors learn that you told the police that you would not answer their
[00:23:04.840 --> 00:23:08.840]   questions, will they think you look sort of guilty? Will they think that may be evidence of guilt? Will I need to be
[00:23:08.840 --> 00:23:14.840]   honest with you? Yes, they probably will. Tragically, sadly, unfortunately, yes. You don't have to take my word for it.
[00:23:14.840 --> 00:23:18.840]   More than 50 years ago, the Supreme Court of the United States of America said that too many people, even those who
[00:23:18.840 --> 00:23:23.840]   ought to know better, too often assume that the invocation of the Fifth Amendment privilege is tantamount to a
[00:23:23.840 --> 00:23:27.840]   confession of guilt. And it's still true to this day. Indeed, as I'll show you in a few minutes, that's even
[00:23:27.840 --> 00:23:33.840]   tragically now become a description of a majority of the justices on our U.S. Supreme Court. Unless luckily for you,
[00:23:33.840 --> 00:23:37.840]   one of the members of the jury has read this book and can explain to the others, no, it's not what you think. There are
[00:23:37.840 --> 00:23:41.840]   lots of innocent people out there who take the fifth all the time, including 100% of the police and 100% of their
[00:23:41.840 --> 00:23:47.840]   kids. Until recently, that was not even an issue. The famous viral video that Mr. Lynch mentioned a moment ago,
[00:23:47.840 --> 00:23:51.840]   which has been seen over 10 million times, I've got to find some way to get that offline. Because when I made that
[00:23:51.840 --> 00:23:57.840]   talk eight years ago, there was no need for me to get into the details, as this book does, about how you do and how
[00:23:57.840 --> 00:24:01.840]   you don't want to assert the Fifth or exercise the Fifth Amendment privilege. It wasn't really a thing. It wasn't
[00:24:01.840 --> 00:24:07.840]   an issue. Up until five years ago, just about 100% of all the criminal defense attorneys in the country regularly
[00:24:07.840 --> 00:24:11.840]   told their clients, listen, here's what you say. It's printed on the back of my business card. On the advice of
[00:24:11.840 --> 00:24:15.840]   counsel, I respectfully decline to answer on the grounds that it may incriminate me. It seemed like harmless fun.
[00:24:15.840 --> 00:24:19.840]   It didn't really matter how you said it or what you said, because the universal consensus up until a few years ago
[00:24:19.840 --> 00:24:24.840]   was the jury would never find out that you said anything at all. In the Miranda decision, almost exactly 50 years
[00:24:24.840 --> 00:24:29.840]   ago today, the U.S. Supreme Court took it as evidence, self-evident, that of course you can't use it against the
[00:24:29.840 --> 00:24:34.840]   defendant that he chose to assert his right to remain silent, or even that he stood mute in the face of police
[00:24:34.840 --> 00:24:39.840]   interrogation, because that was not logical or legal or constitutional. But oh my goodness, how far we have come,
[00:24:39.840 --> 00:24:44.840]   as I'll explain in just a few minutes. As I will explain to you, and as the book explains in much greater detail,
[00:24:44.840 --> 00:24:49.840]   unfortunately, in just the last several years, the exercise of the Fifth Amendment has now become a veritable
[00:24:49.840 --> 00:24:55.840]   minefield that must be very, very carefully navigated. The good news is that it's not hard to do. The bad news is
[00:24:55.840 --> 00:24:58.840]   I don't have time to tell you how to do it. You'll have to get the book.
[00:24:58.840 --> 00:24:59.840]   [laughter]
[00:24:59.840 --> 00:25:03.840]   And help me finance the operations of the Duane Family Foundation. Here's some of the key points that you will
[00:25:03.840 --> 00:25:08.840]   learn in this book when you get the chance to pick it up. I will share with you in the book the astounding and
[00:25:08.840 --> 00:25:13.840]   dishonest tricks and tactics that our police officers use all over the country, all day, every day, and all night
[00:25:13.840 --> 00:25:19.840]   too, to deceive you and your family and your young people into thinking it is in your best interest to talk.
[00:25:19.840 --> 00:25:25.840]   You'll be amazed at some of the examples, many examples in here, of incredible deceptions and falsehoods
[00:25:25.840 --> 00:25:29.840]   that were told by police officers, criminal suspects, to get them to waive their right to remain silent.
[00:25:29.840 --> 00:25:34.840]   Telling them things such as, "Oh, you're not really a suspect. You're one of ours. You're on our side. We're going
[00:25:34.840 --> 00:25:39.840]   to use you as a prosecution witness and Johnny against the other kids. You're on our team. This is off the record.
[00:25:39.840 --> 00:25:44.840]   We won't use it against you. We won't tell anybody about it. We're not recording this. We know you're not a
[00:25:44.840 --> 00:25:48.840]   murderer. We know you're not guilty of any crime. We know you didn't do it. We know you weren't there."
[00:25:48.840 --> 00:25:53.840]   You can easily understand how after five, six, seven hours, if need be, of unrelenting interrogation,
[00:25:53.840 --> 00:25:58.840]   assurances like these could easily break down the will of even an innocent, exasperated suspect to think,
[00:25:58.840 --> 00:26:01.840]   "Well, if it's off the record and they say they're not going to prosecute me, what have I got to lose?
[00:26:01.840 --> 00:26:05.840]   Apparently I've got to tell them whatever they want me to say if that's what I've got to do to get out of here."
[00:26:05.840 --> 00:26:09.840]   And then they find themselves 20 years later fighting frantically with the help of the Innocence Project
[00:26:09.840 --> 00:26:13.840]   to prove that they were innocent all along. And as the book explains, psychological research has confirmed
[00:26:13.840 --> 00:26:18.840]   that these tactics, tragically and paradoxically, are most effective on the innocent, even more so than on
[00:26:18.840 --> 00:26:22.840]   the guilty. Because innocent people who know in their heart that they weren't there and didn't do it are the
[00:26:22.840 --> 00:26:26.840]   ones who are most likely to deceive themselves into thinking, "Well, if this is what I've got to say,
[00:26:26.840 --> 00:26:30.840]   they want me to say that I was there and that I was involved, I'll say it, but then I'll get a great lawyer
[00:26:30.840 --> 00:26:34.840]   for myself. I'll hire one of those great, fast-talking lawyers on YouTube and he'll be able to get me off.
[00:26:34.840 --> 00:26:38.840]   That ain't going to happen. Once you've made a confession that's on videotape and then it contains details
[00:26:38.840 --> 00:26:42.840]   that only the real killer would have known, which the police will be sure to take care of every time,
[00:26:42.840 --> 00:26:46.840]   there's very little a fast-talking YouTube lawyer can do to get you off. It'll almost never happen."
[00:26:46.840 --> 00:26:51.840]   In the book, you will also learn why you cannot and must not believe one word from the mouth of a police
[00:26:51.840 --> 00:26:56.840]   officer who's trying to get you to waive your rights. And I mean literally, not one word.
[00:26:56.840 --> 00:27:00.840]   The examples in the book will blow your mind of the things that they're allowed to get away with by the courts.
[00:27:00.840 --> 00:27:04.840]   In one case that is described in the book, read the case of a family that was trying to find out what had
[00:27:04.840 --> 00:27:08.840]   happened to their daughter who had recently been abducted. Unbeknownst to them, the police
[00:27:08.840 --> 00:27:12.840]   mistakenly suspected that the father might have been involved in her abduction, which by the way is not
[00:27:12.840 --> 00:27:16.840]   unusual because one police officer recently told a friend of mine that nine times out of ten, the one who
[00:27:16.840 --> 00:27:20.840]   calls in the crime is the one who did it, which is not true. But that's what you're up against in the mind
[00:27:20.840 --> 00:27:25.840]   of some police officers. If you call them just as a witness, you have no idea whether you're just a witness.
[00:27:25.840 --> 00:27:28.840]   They'll tell you, "Oh, we know you're just a witness. We know you weren't involved, but you can't believe what
[00:27:28.840 --> 00:27:32.840]   these people say." In the case from Illinois that I mentioned a moment ago, the police officers,
[00:27:32.840 --> 00:27:38.840]   unbeknownst to the parents, found the girl's body drowned, dead.
[00:27:38.840 --> 00:27:41.840]   But they weren't yet done with their investigation. They thought that the father might be involved.
[00:27:41.840 --> 00:27:45.840]   They wanted to question him, but they didn't want to tell her that she was dead and that he was a suspect
[00:27:45.840 --> 00:27:49.840]   and that he was in custody because then they'd have to read him his rights. So they didn't even tell the
[00:27:49.840 --> 00:27:54.840]   parents the girl had been found. Pretending, falsely, that they were still engaged in an effort to find
[00:27:54.840 --> 00:27:58.840]   her alive, they took advantage of his good intentions. They took advantage of the fact that he would
[00:27:58.840 --> 00:28:02.840]   naturally want to cooperate with them in what he thought was an ongoing investigation to recover this
[00:28:02.840 --> 00:28:05.840]   girl. And he went down to the station and they questioned him for more than an hour, trying to extract
[00:28:05.840 --> 00:28:09.840]   from him anything they could use to pin the murder on him without even telling him that the girl was dead.
[00:28:09.840 --> 00:28:14.840]   My friends, you need to understand, the next time you make the mistake of going downtown for a
[00:28:14.840 --> 00:28:18.840]   voluntary interview and you let them shut that door, you have no idea whether your loved ones are dead
[00:28:18.840 --> 00:28:22.840]   or alive. You have no idea whether your loved ones are in the next room saying, "I've got a lawyer here
[00:28:22.840 --> 00:28:25.840]   and the lawyer wants to meet with him. And I've hired a lawyer and the lawyer's right here too." The
[00:28:25.840 --> 00:28:28.840]   police will say, "Sorry, he hasn't asked for a lawyer yet, so we're not obligated to put the two of them
[00:28:28.840 --> 00:28:31.840]   together. And no, we don't have to tell your kid that there's a lawyer out here that you've hired to
[00:28:31.840 --> 00:28:36.840]   represent him." You have no idea what's going on outside that door. But the good news is, nobody who
[00:28:36.840 --> 00:28:39.840]   reads this book will ever go through that door again because you've gone to the other side of the
[00:28:39.840 --> 00:28:43.840]   looking glass if you make that horrible mistake. You will also learn in this book the incredibly
[00:28:43.840 --> 00:28:48.840]   dishonest things that our judicial system routinely says to excuse the dishonesty on the part of the
[00:28:48.840 --> 00:28:52.840]   police. You'll read about cases in this book where police officers said the most grotesquely sort of
[00:28:52.840 --> 00:28:57.840]   deceptive and disingenuous things to criminal suspects, saying, "Oh, we know you're not a murderer.
[00:28:57.840 --> 00:29:01.840]   If you didn't premeditate this, if it was an impulsive, sudden thing, that's no big deal. That was a
[00:29:01.840 --> 00:29:05.840]   promise that was given to somebody in Illinois, a young man who was then prosecuted for murder and
[00:29:05.840 --> 00:29:09.840]   sentenced to prison for 45 years after he was told by the police, 'Oh, that's not a big deal.' And the
[00:29:09.840 --> 00:29:13.840]   court said, 'Oh, we don't see how that could be construed as a promise of leniency,' which is
[00:29:13.840 --> 00:29:17.840]   ridiculous and preposterous and painfully false. And the court knew that it was, but that's what they
[00:29:17.840 --> 00:29:22.840]   had to say to affirm the conviction, and that's what they said. You can't trust the courts to protect
[00:29:22.840 --> 00:29:25.840]   your rights and to defend your rights. You've got to stand up for yourself. You've got to stand up
[00:29:25.840 --> 00:29:28.840]   for your own rights, and you've got to know what they are. Another key point that you'll get out of
[00:29:28.840 --> 00:29:33.840]   the book. In the book, you'll read the reading test, or if you've got the audio version, the listening
[00:29:33.840 --> 00:29:38.840]   test that everybody fails. In this book, I've got a short paragraph of facts that you'll be asked to
[00:29:38.840 --> 00:29:42.840]   read, and then a short list of questions, only four that you'll be asked to answer about the very short
[00:29:42.840 --> 00:29:46.840]   set of facts that you were just given. I've used this same test on over a thousand people around the
[00:29:46.840 --> 00:29:52.840]   country in the past five years, and everybody gets it wrong. Everybody. 99.9%. And you will too,
[00:29:52.840 --> 00:29:56.840]   believe it or not. And then you will see how I go on to explain how it is that this fact about human
[00:29:56.840 --> 00:30:00.840]   nature, the fact that our memories kind of trick us sometimes into thinking that we've read something
[00:30:00.840 --> 00:30:04.840]   or heard something. The truth is we really didn't read or didn't really hear. Can and regularly is
[00:30:04.840 --> 00:30:08.840]   used by police officers to get people convicted, many innocent people as well, because we're so often
[00:30:08.840 --> 00:30:12.840]   wrong about what we think we heard. You see, the problem is during the course of the interrogation,
[00:30:12.840 --> 00:30:17.840]   if you've been there with them for hours, three, four, five, maybe six hours, relentlessly employing
[00:30:17.840 --> 00:30:20.840]   them one more time, they'll try to get you to talk again and again to keep you in there. They'll
[00:30:20.840 --> 00:30:24.840]   pretend to be open-minded. They'll pretend to be undecided, even though they're nothing of the
[00:30:24.840 --> 00:30:27.840]   sort. Well, I'm not sure. I'm still kind of confused. Let's take it one more time from the top.
[00:30:27.840 --> 00:30:32.840]   And after hours of this process, it's not unnatural and it's not unusual for somebody to slip up and
[00:30:32.840 --> 00:30:36.840]   to inadvertently reveal that apparently he or she assumed something that truth be told the cops
[00:30:36.840 --> 00:30:40.840]   didn't even tell you and haven't helped you if that detail actually happens to coincide with the facts
[00:30:40.840 --> 00:30:44.840]   of the case because then you've just incriminated yourself. One study described in the book talks
[00:30:44.840 --> 00:30:50.840]   about how an examination of 40 different wrongful confessions, confessions given by people who later
[00:30:50.840 --> 00:30:53.840]   turned out to be innocent, all of them convicted, almost every single one of them allegedly
[00:30:53.840 --> 00:30:58.840]   contained some detail that only the real killer would have known. How in the world does that happen?
[00:30:58.840 --> 00:31:01.840]   It does happen and it will happen to you virtually every chance if you give the police the opportunity.
[00:31:01.840 --> 00:31:05.840]   You'll also learn from the book, one of the most important points of all, that your common sense
[00:31:05.840 --> 00:31:09.840]   and your intuition are useless to you when you are trying to decide whether you should talk to the police.
[00:31:09.840 --> 00:31:15.840]   And while you must not listen to those countless skeptics and cynics out there online who are
[00:31:15.840 --> 00:31:19.840]   constantly trying to dismiss my video and dismiss my book and dismiss my work by suggesting, well,
[00:31:19.840 --> 00:31:24.840]   he's kind of exaggerating, the situation's actually a little more nuanced than that, we can't say never
[00:31:24.840 --> 00:31:29.840]   because there's this interesting counter example. These people drive me nuts. So many people out there,
[00:31:29.840 --> 00:31:34.840]   intellectual lightweights on the internet, plenty of them, who amuse themselves endlessly,
[00:31:34.840 --> 00:31:38.840]   boasting to all the world, oh, look at this imaginative counter example I've come up with.
[00:31:38.840 --> 00:31:41.840]   What about this case, professor? What if you're hanging from a cliff and nobody comes and you're about
[00:31:41.840 --> 00:31:45.840]   to fall to your death and somebody walks by and it's the police officer, can you talk to him?
[00:31:45.840 --> 00:31:49.840]   You know, these people are the biggest part of the problem. What they don't see, what they don't
[00:31:49.840 --> 00:31:54.840]   understand and what they're always trying to constantly suggest is, oh, I can come up with an
[00:31:54.840 --> 00:31:58.840]   interesting counter example of that. You don't think I can do that? I mean, any rule that you can think of.
[00:31:58.840 --> 00:32:02.840]   There are lots of wonderful, excellent rules of thumb we teach our children. Don't drive at night
[00:32:02.840 --> 00:32:06.840]   over 80 miles an hour with your headlights off. That's a very good rule of thumb with virtually no
[00:32:06.840 --> 00:32:10.840]   exceptions. Don't jump into a shark tank when they're eating is a real good bit of advice.
[00:32:10.840 --> 00:32:13.840]   Oh, professor, but what if there's a raging fire right behind you and the shark --
[00:32:13.840 --> 00:32:16.840]   [laughter]
[00:32:16.840 --> 00:32:19.840]   What if driving 80 miles a night is the only way to get away from a raging wildfire that is coming
[00:32:19.840 --> 00:32:23.840]   upon the vehicle at the rate of 75 miles from the back? You know what? Right, that's great.
[00:32:23.840 --> 00:32:28.840]   You're so clever. Yes, you're so clever. But I defy you to find an example out there in the real
[00:32:28.840 --> 00:32:32.840]   world of anybody who ever got themselves out of a great deal of trouble because they talked to the
[00:32:32.840 --> 00:32:35.840]   police and shared information that really couldn't wait a couple of hours. It couldn't really wait a
[00:32:35.840 --> 00:32:39.840]   couple of days. Oh, yeah, we can make up examples like that. What are the odds? Maybe one in a
[00:32:39.840 --> 00:32:43.840]   million. I guarantee you, next time you find yourself in a situation where your intuition and
[00:32:43.840 --> 00:32:47.840]   your common sense tell you, okay, you're good to go. This is risk-free. You go ahead and talk.
[00:32:47.840 --> 00:32:51.840]   You go for it, girlfriend. Don't listen to that lying voice because that lying voice is ignorant.
[00:32:51.840 --> 00:32:54.840]   It doesn't understand what you're up against. The odds that you'll be able to talk your way out of a
[00:32:54.840 --> 00:33:00.840]   criminal conviction that you could not have avoided by waiting are one in a billion. The odds are
[00:33:00.840 --> 00:33:03.840]   incomparably greater that you will unwittingly talk yourself into a jail cell perhaps for the rest
[00:33:03.840 --> 00:33:06.840]   of your life. Let me prove it to you. Let me give you just a couple of quick examples all from the
[00:33:06.840 --> 00:33:11.840]   book. Let me see how reliable your intuition and your common sense are. Michael Morton, we all
[00:33:11.840 --> 00:33:15.840]   know this fella. He served more than 20 years in a Texas prison of a life sentence for a murder that
[00:33:15.840 --> 00:33:19.840]   he didn't commit. He was an innocent man, we now know, because of DNA and other evidence. He
[00:33:19.840 --> 00:33:22.840]   tried to help the police find out who murdered his wife one day while he was going to work one
[00:33:22.840 --> 00:33:25.840]   morning. Went away to work while he was gone, somebody broke into the house and killed his wife.
[00:33:25.840 --> 00:33:29.840]   During the course of their investigation, as is typical, the police quickly came to suspect him
[00:33:29.840 --> 00:33:32.840]   because they had no other suspects and they wanted to have the psychological comfort that comes
[00:33:32.840 --> 00:33:37.840]   with closing the case. And they interrogated him for hours, asking all kinds of questions that
[00:33:37.840 --> 00:33:41.840]   common sense confirms could not possibly have been calculated to try to lead to the real killer,
[00:33:41.840 --> 00:33:44.840]   among other things. They asked him, "Well, let's retrace the last couple of days. Where did you
[00:33:44.840 --> 00:33:49.840]   and your wife have dinner the night before?" Well, he told them. He told them where and when his
[00:33:49.840 --> 00:33:52.840]   wife went out for dinner the night before somebody else broke into the house and murdered him.
[00:33:52.840 --> 00:33:56.840]   Now, if you were sitting there in his situation, and you were in that position, and you were
[00:33:56.840 --> 00:34:00.840]   trying to help the police solve this murder of your wife, ask yourself for a minute, "Do you think
[00:34:00.840 --> 00:34:03.840]   there's any way if I tell them the truth, if I know that I'm innocent and I tell them the truth
[00:34:03.840 --> 00:34:07.840]   about where and when my wife had dinner the night before, how in the world could that be used to
[00:34:07.840 --> 00:34:11.840]   help frame me and potentially convict me of a murder that I know I didn't commit?" Be honest
[00:34:11.840 --> 00:34:14.840]   with you. Ask yourself. Raise your hand if you say, "I honestly don't see how that could be used
[00:34:14.840 --> 00:34:18.840]   to help convict me." Yeah, look at all those hands. Good for you. I appreciate your honesty.
[00:34:18.840 --> 00:34:24.840]   And the rest of you are lying. What are you, police officers? No, no. The truth is that fact
[00:34:24.840 --> 00:34:27.840]   that he did give them the truth, and that information was used to help convict him of her murder.
[00:34:27.840 --> 00:34:31.840]   And as I say, he spent 20 years in prison. How did he do it? No time to tell you, but read the book
[00:34:31.840 --> 00:34:36.840]   and you'll find out. Here's another one. Glenn Ford. He was convicted of murder in Louisiana
[00:34:36.840 --> 00:34:40.840]   more than 30 years ago. He spent more than 30 years on death row before he was released just
[00:34:40.840 --> 00:34:44.840]   last year after DNA and other evidence proved that apparently, whoops, sorry, we got the wrong
[00:34:44.840 --> 00:34:49.840]   guy once again. How was he convicted? Well, he tried to help a police find out who had murdered
[00:34:49.840 --> 00:34:53.840]   a shopkeeper in his town. While he was there, they asked him, "Do you mind telling us where and
[00:34:53.840 --> 00:34:56.840]   when you were at a certain time?" This guy, because he knew he was innocent, and by the way, we all
[00:34:56.840 --> 00:35:00.840]   now know that he was innocent, he made the mistake of thinking, "Well, I guess I might as well tell
[00:35:00.840 --> 00:35:03.840]   them," because he thought, "Well, luckily for me, fortunately for me, I've got an airtight alibi.
[00:35:03.840 --> 00:35:06.840]   I've got a couple of friends who can verify that I was with them in another part of town that same
[00:35:06.840 --> 00:35:10.840]   day, that same time." How many of you were tempted to say, "Okay, I might as well go ahead and share
[00:35:10.840 --> 00:35:14.840]   that information with the police. This is risk-free. This can only help. This can't possibly hurt."
[00:35:14.840 --> 00:35:18.840]   You're wrong. You're all wrong. You see, you can't rely on your intuition. In fact, read the book.
[00:35:18.840 --> 00:35:21.840]   You'll see how he gave them accurate and truthful information about where he was at the time of the
[00:35:21.840 --> 00:35:25.840]   crime, and they were able to use that information to help convict him of the murder that he did not
[00:35:25.840 --> 00:35:29.840]   commit. Here's another one. A real case. A criminal suspect was told by the police that he had been
[00:35:29.840 --> 00:35:34.840]   identified by the victim in a line-up. All he said at that point was, "Then she is mistaken."
[00:35:34.840 --> 00:35:39.840]   Four words. "She's mistaken." That's all he said. He denied it. He asserted his innocence. Can those
[00:35:39.840 --> 00:35:44.840]   four words possibly be used to convict him of a crime that he didn't commit? Yeah, it was used, and it
[00:35:44.840 --> 00:35:49.840]   can be used. Here's another one. Suppose an innocent man is told by the police that he's a suspect in a
[00:35:49.840 --> 00:35:54.840]   crime, but the truth is he wasn't even in that part of the town at night. He was 50 miles away.
[00:35:54.840 --> 00:35:58.840]   He can't prove it. He's got no alibi witnesses who can confirm it, but he tells them truthfully,
[00:35:58.840 --> 00:36:03.840]   "No, I wasn't in that vicinity. I was 50 miles away." Could that information, assuming it's true,
[00:36:03.840 --> 00:36:08.840]   be used to possibly implicate him in the commission of the crime? Truth be told, most of you of press
[00:36:08.840 --> 00:36:13.840]   would have to say, "I can't see how it could be," which only proves my point. You're wrong. It can be,
[00:36:13.840 --> 00:36:17.840]   and people have been convicted because they gave information like that to the police. One last thing
[00:36:17.840 --> 00:36:23.840]   I want to share with you about the book. As I said, the book teaches you the surprising number of ways
[00:36:23.840 --> 00:36:27.840]   in which our exercise of the Fifth Amendment has now become a veritable minefield. This was not true
[00:36:27.840 --> 00:36:31.840]   until five years ago. It has become extremely perilous. The book explains what you need to say
[00:36:31.840 --> 00:36:37.840]   and what you must not say when you are trying to assert your rights. You will see how easy it is today
[00:36:37.840 --> 00:36:42.840]   under the current law where a clumsy or a careless or a casual or an imprecise implication of the Fifth Amendment
[00:36:42.840 --> 00:36:46.840]   can, in fact, be used against you in a court of law as if it were an admission of guilt. You can also learn
[00:36:46.840 --> 00:36:51.840]   how a careless implication of your Fifth Amendment privilege can also lead you to the prosecution
[00:36:51.840 --> 00:36:56.840]   for the separate offense of lying to the police, which is a separate crime. The last thing you want to do
[00:36:56.840 --> 00:36:59.840]   when you're trying to avoid being prosecuted for murder is to end up putting yourself in a position
[00:36:59.840 --> 00:37:04.840]   where you can get prosecuted for the crime of lying to the police when actually you shouldn't have said a word at all.
[00:37:04.840 --> 00:37:08.840]   And the book will also explain why you must not worry about seeming polite and respectful when you are
[00:37:08.840 --> 00:37:13.840]   talking to the police about your legal rights. I am not suggesting in any way that you should go out of your way
[00:37:13.840 --> 00:37:17.840]   to be rude or impolite. That's ridiculous. That's counterproductive, and I'm not suggesting anything of the sort.
[00:37:17.840 --> 00:37:22.840]   But the book explains about the countless cases in which real live innocent suspects made the tragic mistake
[00:37:22.840 --> 00:37:27.840]   of thinking, "Well, I guess I better take the edge off what I'm saying. If I sound too unequivocal about what I'm saying,
[00:37:27.840 --> 00:37:32.840]   the police might take offense. They might take it as an insult. So I don't want to make it sound like I think
[00:37:32.840 --> 00:37:36.840]   I definitely need a lawyer. I'll just be kind of tentative. Maybe I need a lawyer. You think maybe I could have a lawyer?
[00:37:36.840 --> 00:37:40.840]   Is it okay if I get a lawyer?" You want to know what happens when you talk that way to the police?
[00:37:40.840 --> 00:37:44.840]   You end up in a prison cell. This book tells you how it happens, and this book tells you how to avoid it.
[00:37:44.840 --> 00:37:51.840]   Finally, I mentioned earlier that 50 years ago the Supreme Court said, "You can't use the Fifth Amendment
[00:37:51.840 --> 00:37:56.840]   against somebody as evidence of guilt." And that was taken as unquestioned by the Supreme Court
[00:37:56.840 --> 00:38:00.840]   and that was 50 short years ago. But oh, how far we have come. My dear friend Justice Scalia,
[00:38:00.840 --> 00:38:05.840]   who was my hero in so many other ways, was the leader until his death on the court of the view that actually
[00:38:05.840 --> 00:38:09.840]   only guilty people have any real reason to protect or to care about the Fifth Amendment.
[00:38:09.840 --> 00:38:13.840]   He wrote that the problems caused by the risk of self-incrimination are wholly of the guilty suspect's own making
[00:38:13.840 --> 00:38:17.840]   because an innocent person will not find himself in a similar quandary.
[00:38:17.840 --> 00:38:21.840]   It's a tragedy that he didn't live to read the book. He would have seen how painfully wrong he was about that.
[00:38:21.840 --> 00:38:27.840]   And Justice Alito, another giant of the court, subscriber to the same madness, just three years ago
[00:38:27.840 --> 00:38:31.840]   in the horrible case of Salinas v. Texas, he wrote the opinion for the court, the plurality opinion,
[00:38:31.840 --> 00:38:35.840]   in which the court held that the exercise of your Fifth Amendment rights, if you don't do it just the right way,
[00:38:35.840 --> 00:38:38.840]   can now be used against you in a court of law as evidence of your guilt.
[00:38:38.840 --> 00:38:44.840]   And in a later case, also argued and won by the U.S. Department of Justice that same year in the U.S. Court of Appeals,
[00:38:44.840 --> 00:38:47.840]   they persuaded one circuit court of appeals to hold that your invocation of the Fifth Amendment
[00:38:47.840 --> 00:38:51.840]   can also be used against you as evidence of your guilt.
[00:38:51.840 --> 00:38:56.840]   A lot of liberal critics have justifiably lamented this horrible, execrable holding of the court in that case
[00:38:56.840 --> 00:39:00.840]   and the fact that the opinion was handed down by the five most conservative justices on the court,
[00:39:00.840 --> 00:39:03.840]   the only five Republican appointees on the court.
[00:39:03.840 --> 00:39:06.840]   But the truth be told, to give crediting blame where they are respectively due,
[00:39:06.840 --> 00:39:11.840]   the dissenting opinion written by the so-called liberals in that case would have been even worse for you and me
[00:39:11.840 --> 00:39:14.840]   and for the defense of our liberties. And to give blame where blame is due,
[00:39:14.840 --> 00:39:21.840]   the opinion in Salinas v. Texas was an opinion, although it was written by the most conservative members of the court,
[00:39:21.840 --> 00:39:24.840]   the U.S. Department of Justice, the Eric Holder, Barack Obama's Justice Department,
