
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:21:23.860 --> 00:21:26.580]   I am not saying that every parent
[00:21:26.580 --> 00:21:29.340]   needs to read everything with their children.
[00:21:29.340 --> 00:21:31.900]   I only have two children.
[00:21:31.900 --> 00:21:33.980]   We enjoy reading together.
[00:21:33.980 --> 00:21:36.340]   It's great for them, it's great for me,
[00:21:36.340 --> 00:21:38.260]   it's great quality time.
[00:21:38.260 --> 00:21:39.980]   I understand that not every homeschool
[00:21:39.980 --> 00:21:41.380]   can function that way.
[00:21:41.380 --> 00:21:46.180]   But if I wasn't learning alongside of him,
[00:21:46.180 --> 00:21:49.900]   I would have missed that moment.
[00:21:49.900 --> 00:21:53.940]   And it was such a delightful, delicious moment
[00:21:53.940 --> 00:21:57.820]   to just watch his little brain explode,
[00:21:57.820 --> 00:22:01.860]   realizing a couple of things about the way
[00:22:01.860 --> 00:22:04.660]   that the ancients and biblical literature
[00:22:04.660 --> 00:22:07.140]   connect to our current political state.
[00:22:07.140 --> 00:22:11.860]   - Wow, seeing those insights come across their face
[00:22:11.860 --> 00:22:15.420]   is one of the true blessings of homeschooling.
[00:22:15.420 --> 00:22:18.660]   And you know, I did some of that too, Heather Lee.
[00:22:18.660 --> 00:22:22.580]   I didn't read every book along with both of my kids
[00:22:22.580 --> 00:22:23.980]   and I didn't do every subject.
[00:22:23.980 --> 00:22:27.860]   We picked things, I did all of chemistry
[00:22:27.860 --> 00:22:32.060]   with Sarah and man, we both were sanctified by that.
[00:22:32.060 --> 00:22:36.020]   That is work chemistry and I remember from high school,
[00:22:36.020 --> 00:22:38.700]   I learned many lessons and taught many lessons
[00:22:38.700 --> 00:22:42.660]   about humility while we did that together.
[00:22:42.660 --> 00:22:45.980]   But there were times when I would be reading something
[00:22:45.980 --> 00:22:49.420]   with one or the other of them and they would have
[00:22:49.420 --> 00:22:53.700]   such a profound insight that my mouth would hang open.
[00:22:53.700 --> 00:22:56.100]   And I would frequently say to them,
[00:22:56.100 --> 00:22:58.420]   would you wait while I write that down?
[00:22:58.420 --> 00:23:01.260]   Because that is a thought I've never had
[00:23:01.260 --> 00:23:03.580]   and now I'm gonna need to think about that.
[00:23:03.580 --> 00:23:05.540]   Or we might stop right there and I would say,
[00:23:05.540 --> 00:23:08.780]   okay, help me see that, how did you get that
[00:23:08.780 --> 00:23:10.300]   and what does that mean to you?
[00:23:10.300 --> 00:23:15.300]   And there's just such a benefit of being able to
[00:23:15.300 --> 00:23:20.060]   enter into a great conversation, it is a great benefit.
[00:23:20.060 --> 00:23:22.300]   I love it.
[00:23:22.300 --> 00:23:25.240]   - I will never be able to pass on my Challenge Four books
[00:23:25.240 --> 00:23:28.880]   to future Challenge Four tutors in my community,
[00:23:28.880 --> 00:23:33.000]   sorry guys, because they are littered with annotations
[00:23:33.000 --> 00:23:37.200]   and marginalia of things that Luke has said.
[00:23:37.200 --> 00:23:40.500]   It's almost like whatever the senior year version
[00:23:40.500 --> 00:23:43.860]   of a baby book is, just looking at his thoughts developing,
[00:23:43.860 --> 00:23:47.680]   looking at his ideas and it's been great
[00:23:47.680 --> 00:23:50.480]   because I have always loved literature
[00:23:50.480 --> 00:23:52.920]   and I've always loved reading and he has not.
[00:23:52.920 --> 00:23:57.360]   So is he going to walk away from this experience
[00:23:57.360 --> 00:23:58.940]   loving reading books?
[00:23:58.940 --> 00:24:03.540]   I don't know, but I do know that we have learned together
[00:24:03.540 --> 00:24:08.380]   and we are closer because we're having these experiences.
[00:24:08.380 --> 00:24:10.380]   So I would say that's a definite benefit
[00:24:10.380 --> 00:24:13.060]   to learning alongside of our children.
[00:24:13.060 --> 00:24:15.860]   I also think there's a real benefit
[00:24:15.860 --> 00:24:20.020]   to us learning differently or learning different things
[00:24:20.020 --> 00:24:21.400]   than our students are learning.
[00:24:21.400 --> 00:24:23.420]   - Yes, talk about that.
[00:24:23.420 --> 00:24:26.000]   - So I think the best example of this
[00:24:26.000 --> 00:24:31.860]   is actually advice that I have heard
[00:24:31.860 --> 00:24:36.300]   my friend Tim give to someone else
[00:24:36.300 --> 00:24:38.620]   and it was shared with me anecdotally.
[00:24:38.620 --> 00:24:41.600]   And he said that one of the best things we can do
[00:24:41.600 --> 00:24:46.600]   for our students is to sit and read something for ourself
[00:24:46.600 --> 00:24:49.660]   that has nothing to do with school
[00:24:49.660 --> 00:24:54.020]   and nothing to do with work for 10 to 15 minutes a day.
[00:24:54.020 --> 00:24:57.160]   That if they see us reading
[00:24:57.160 --> 00:25:02.600]   and it doesn't have to be high-brow literature.
[00:25:02.600 --> 00:25:06.100]   It could just be something that you enjoy.
[00:25:06.100 --> 00:25:08.240]   It will change the dynamic of our home.
[00:25:08.240 --> 00:25:11.500]   It will make our learning environment more hospitable.
[00:25:11.500 --> 00:25:14.300]   So I don't think that every parent needs to read
[00:25:14.300 --> 00:25:16.160]   every book alongside their student.
[00:25:16.160 --> 00:25:19.220]   They don't have to learn everything
[00:25:19.220 --> 00:25:21.780]   but we do need to learn enough
[00:25:21.780 --> 00:25:25.040]   that we can at least ask them the questions
[00:25:25.040 --> 00:25:28.680]   to get them in the right direction if they get lost.
[00:25:28.680 --> 00:25:33.680]   And they would benefit from us modeling for them
[00:25:33.680 --> 00:25:39.060]   what it looks like to be a lifelong learner.
[00:25:39.060 --> 00:25:40.960]   And even if that means,
[00:25:40.960 --> 00:25:43.140]   "Hey guys, I'm going to a class tonight
[00:25:43.140 --> 00:25:47.760]   "so that I can learn more about different sourdough starters
[00:25:47.760 --> 00:25:50.700]   "then that will benefit them."
[00:25:50.700 --> 00:25:54.160]   They can see that learning is not just for school
[00:25:54.160 --> 00:25:55.300]   but it is for life.
[00:25:55.300 --> 00:25:59.040]   - Yeah, one of the best compliments our kids ever paid us
[00:25:59.040 --> 00:26:02.800]   was explaining to one of their friends that,
[00:26:02.800 --> 00:26:06.560]   "Oh yeah," 'cause they saw my husband
[00:26:06.560 --> 00:26:08.340]   had his Greek New Testament out
[00:26:08.340 --> 00:26:11.140]   and he took Greek as a seminary student
[00:26:11.140 --> 00:26:13.760]   but hadn't really kept current on his studies.
[00:26:13.760 --> 00:26:17.020]   And so he had it out brushing up on something
[00:26:17.020 --> 00:26:21.520]   and so for my daughter just to say,
[00:26:21.520 --> 00:26:24.560]   "Oh yeah, my dad is working on that."
[00:26:24.560 --> 00:26:26.880]   Or, "Oh yeah, my mom is learning
[00:26:26.880 --> 00:26:30.480]   "about medicinal uses of flowers."
[00:26:30.480 --> 00:26:32.840]   We learn, that's just what we do.
[00:26:32.840 --> 00:26:34.400]   Our family just learns.
[00:26:34.400 --> 00:26:39.400]   And to realize that they had internalized that idea
[00:26:39.400 --> 00:26:46.360]   that learning is what we do not because we're in school
[00:26:46.360 --> 00:26:50.100]   but because we're alive and because we're curious
[00:26:50.100 --> 00:26:53.820]   and because we want to keep knowing and growing.
[00:26:53.820 --> 00:26:55.140]   That's really cool.
[00:26:55.140 --> 00:27:00.820]   So here's what, 'cause I think we've answered the question,
[00:27:00.820 --> 00:27:02.760]   should we keep learning
[00:27:02.760 --> 00:27:05.600]   even though we're not in school anymore?
[00:27:05.600 --> 00:27:08.320]   But look, would you encourage people,
[00:27:08.320 --> 00:27:11.740]   and I think I know the answer to this already,
[00:27:11.740 --> 00:27:14.620]   do you think that we need to keep learning
[00:27:14.620 --> 00:27:17.020]   even after our kids leave home?
[00:27:17.020 --> 00:27:21.360]   I mean, I understand setting the example
[00:27:21.360 --> 00:27:26.140]   of reading some every day or working on some new skill
[00:27:26.140 --> 00:27:29.760]   so that we are modeling for them and learning with them
[00:27:29.760 --> 00:27:31.200]   so that we can be their mentor.
[00:27:31.200 --> 00:27:34.180]   But what about after they're gone
[00:27:34.180 --> 00:27:36.640]   and we're finally empty nesters?
[00:27:36.640 --> 00:27:38.840]   - And you finally have time to read.
[00:27:38.840 --> 00:27:43.840]   - Yes, so how important is it to keep learning
[00:27:44.120 --> 00:27:46.560]   when the kids aren't watching anymore?
[00:27:46.560 --> 00:27:52.560]   - I think that as humans in the image of God,
[00:27:52.560 --> 00:27:56.720]   we need to keep learning about God, about his creation,
[00:27:56.720 --> 00:27:58.060]   and about our fellow man.
[00:27:58.060 --> 00:28:03.760]   And so I think that it is incredibly important
[00:28:03.760 --> 00:28:06.680]   that we keep learning because it's not just about
[00:28:06.680 --> 00:28:09.240]   being a model and a mentor for our children.
[00:28:09.240 --> 00:28:13.180]   We are called, all Christian men and women are called
[00:28:13.180 --> 00:28:15.480]   to be Titus II men and women.
[00:28:15.480 --> 00:28:17.040]   And we are called to mentor.
[00:28:17.040 --> 00:28:19.560]   And even though it may not be the season
[00:28:19.560 --> 00:28:21.600]   where we have children in our home,
[00:28:21.600 --> 00:28:24.240]   God is always gonna put someone in your path
[00:28:24.240 --> 00:28:25.880]   that you are a step ahead of them
[00:28:25.880 --> 00:28:30.880]   and where you can be someone that fills in a gap for them
[00:28:30.880 --> 00:28:32.960]   and mentors them.
[00:28:32.960 --> 00:28:36.600]   And again, it may not be Shakespeare or Plato.
[00:28:36.600 --> 00:28:41.600]   It may be the best ways to get a stain out of a shirt.
[00:28:41.600 --> 00:28:46.600]   And it may be the best ways to manage your time
[00:28:46.600 --> 00:28:48.640]   when you're just starting homeschooling.
[00:28:48.640 --> 00:28:52.480]   There's so many things that we have the opportunity to teach.
[00:28:52.480 --> 00:28:55.000]   And I think as Christians, we also always have
[00:28:55.000 --> 00:28:58.400]   the responsibility of being students of the word
[00:28:58.400 --> 00:29:02.920]   and being in the Bible on a regular basis.
[00:29:02.920 --> 00:29:06.680]   And I have found, I'm someone that fell in love
[00:29:06.680 --> 00:29:09.000]   with the word early.
[00:29:09.000 --> 00:29:13.200]   My early mentors as a young Christian in my teens
[00:29:13.200 --> 00:29:17.760]   were passionate about the Bible and Bible study.
[00:29:17.760 --> 00:29:20.560]   And then my favorite college professors
[00:29:20.560 --> 00:29:24.640]   were just so excited about scripture.
[00:29:24.640 --> 00:29:29.640]   I have found the greatest growth in my study of scripture
[00:29:29.640 --> 00:29:33.720]   and my enjoyment of scripture has come as a result
[00:29:33.720 --> 00:29:35.960]   of my classical studies.
[00:29:35.960 --> 00:29:40.440]   I enjoy scripture more because now I understand analogies.
[00:29:40.440 --> 00:29:42.760]   I under scripture more because now I have
[00:29:42.760 --> 00:29:46.400]   a very different understanding of not just genre,
[00:29:46.400 --> 00:29:48.440]   which I learned in high school English,
[00:29:48.440 --> 00:29:50.880]   but ancient genres.
[00:29:50.880 --> 00:29:55.360]   So I think as believers, I think we always
[00:29:55.360 --> 00:29:58.000]   have to keep learning, always.
[00:29:58.000 --> 00:30:00.840]   - Yeah, I love that, I love that.
[00:30:00.840 --> 00:30:03.080]   And you've mentioned, we've talked about scripture
[00:30:03.080 --> 00:30:06.560]   and we've talked about a lot of ways that we can,
[00:30:06.560 --> 00:30:09.080]   as grownups, educate ourselves.
[00:30:09.080 --> 00:30:12.920]   We can read along with our students.
[00:30:12.920 --> 00:30:17.120]   We can read academic things and non-academic things.
[00:30:17.120 --> 00:30:20.400]   We can chase our interests.
[00:30:20.400 --> 00:30:23.000]   We can pursue a hobby.
[00:30:23.000 --> 00:30:25.360]   We can find a mentor.
[00:30:25.360 --> 00:30:28.400]   What are other ways that you have found
[00:30:28.400 --> 00:30:30.640]   to educate yourself?
[00:30:30.640 --> 00:30:35.640]   - I have surrounded myself with other lifelong learners.
[00:30:35.640 --> 00:30:41.360]   I have collected a group of friends who love nothing more
[00:30:41.360 --> 00:30:46.120]   than to talk about what we are learning.
[00:30:46.120 --> 00:30:49.840]   And again, it's not always highbrow literature
[00:30:49.840 --> 00:30:50.960]   or the classics.
[00:30:50.960 --> 00:30:54.560]   Sometimes it's, look at this cool tip or trick I learned.
[00:30:54.560 --> 00:30:58.120]   But almost everyone that I've talked to
[00:30:58.120 --> 00:31:02.840]   but almost everyone that I spend any amount
[00:31:02.840 --> 00:31:07.840]   of my extracurricular time, which is very limited,
[00:31:07.840 --> 00:31:13.640]   almost all of it is spent with people that love to learn.
[00:31:13.640 --> 00:31:15.720]   And whether they love to learn scripture
[00:31:15.720 --> 00:31:17.520]   or they love to travel
[00:31:17.520 --> 00:31:20.400]   or they love to just talk about books,
[00:31:20.400 --> 00:31:23.040]   they are the people that have educated me.
[00:31:23.040 --> 00:31:24.600]   We are educating each other.
[00:31:24.600 --> 00:31:27.520]   So I think that one of the best things you can do
[00:31:27.520 --> 00:31:30.680]   is find people to learn alongside.
[00:31:30.680 --> 00:31:35.080]   You can do that in CC by finding a couple of other moms
[00:31:35.080 --> 00:31:38.080]   or dads that maybe just wanna read a book together.
[00:31:38.080 --> 00:31:39.520]   No pressure. - Right, read together.
[00:31:39.520 --> 00:31:40.920]   Absolutely. - Just read together
[00:31:40.920 --> 00:31:43.080]   and be humble enough to say,
[00:31:43.080 --> 00:31:45.640]   I have no idea what he just said.
[00:31:45.640 --> 00:31:46.480]   I don't get it.
[00:31:46.480 --> 00:31:48.880]   Can you please tell me what you think this means
[00:31:48.880 --> 00:31:52.120]   or how can we figure out what he was saying
[00:31:52.120 --> 00:31:53.720]   to his original audience?
[00:31:54.960 --> 00:31:58.280]   - There are also lots of classical resources
[00:31:58.280 --> 00:32:01.520]   where you can continue to educate yourself
[00:32:01.520 --> 00:32:02.880]   in a more formal way.
[00:32:02.880 --> 00:32:05.920]   There are webinars that are done by our friends
[00:32:05.920 --> 00:32:09.720]   at CRC and at Classical Academic Press.
[00:32:09.720 --> 00:32:12.640]   I help run an organization
[00:32:12.640 --> 00:32:15.800]   called the New England Consortium of Classical Educators.
[00:32:15.800 --> 00:32:18.360]   There's lots of groups out there
[00:32:18.360 --> 00:32:23.360]   where very low cost and very low impact,
[00:32:23.360 --> 00:32:26.280]   meaning you don't have to put yourself out there necessarily
[00:32:26.280 --> 00:32:30.120]   and be super vulnerable where you can learn.
[00:32:30.120 --> 00:32:32.680]   So right before we finished,
[00:32:32.680 --> 00:32:34.920]   right before we started recording this podcast,
[00:32:34.920 --> 00:32:39.920]   I was taking a Latin class with lifelong learners
[00:32:39.920 --> 00:32:43.440]   just learning Latin a little bit differently,
[00:32:43.440 --> 00:32:45.960]   getting a different layer than what I've had so far
[00:32:45.960 --> 00:32:48.440]   as a challenge tutor and challenge parent.
[00:32:48.440 --> 00:32:50.400]   So I think there's a lot of different ways
[00:32:50.400 --> 00:32:51.680]   to educate yourself.
[00:32:51.680 --> 00:32:54.200]   If you are more of an introvert
[00:32:54.200 --> 00:32:56.440]   and you just wanna learn on your own,
[00:32:56.440 --> 00:33:00.840]   there are kind of self-directed classes
[00:33:00.840 --> 00:33:05.240]   that you can take through many different organizations
[00:33:05.240 --> 00:33:07.720]   and you can take them, some of them are for free
[00:33:07.720 --> 00:33:10.040]   and some of them are very low cost.
[00:33:10.040 --> 00:33:12.720]   So finding something you're interested in
[00:33:12.720 --> 00:33:14.120]   and finding other people,
[00:33:14.120 --> 00:33:16.040]   whether they're online or in person
[00:33:16.040 --> 00:33:19.320]   that are also interested that will walk alongside you.
[00:33:19.320 --> 00:33:21.960]   It's so much easier to do when you have friends
[00:33:21.960 --> 00:33:23.840]   because when you get discouraged,
[00:33:23.840 --> 00:33:27.960]   they are there to help translate Shakespeare for you
[00:33:27.960 --> 00:33:29.880]   or they're there to encourage you
[00:33:29.880 --> 00:33:32.600]   or to give you a different recommendation.
[00:33:32.600 --> 00:33:36.520]   - I always think thoughts when I am in community
[00:33:36.520 --> 00:33:40.000]   that I'm pretty sure I would not think on my own
[00:33:40.000 --> 00:33:43.520]   because somebody says something that spurs me on
[00:33:43.520 --> 00:33:45.440]   to think about something in a way
[00:33:45.440 --> 00:33:47.000]   that I've never thought of it.
[00:33:47.000 --> 00:33:50.080]   From an angle I've never considered it before
[00:33:50.080 --> 00:33:53.520]   and it stretches me and every time I'm stretched,
[00:33:53.520 --> 00:33:54.960]   I learn a little bit.
[00:33:54.960 --> 00:33:59.440]   I love the emphasis that you placed on community
[00:33:59.440 --> 00:34:04.440]   and how community really does encourage lifelong learners.
[00:34:04.440 --> 00:34:08.520]   One of the easiest ways to learn things
[00:34:08.520 --> 00:34:12.400]   that you never were really interested in before
[00:34:12.400 --> 00:34:15.320]   is to surround yourself with people
[00:34:15.320 --> 00:34:18.400]   who aren't exactly like you.
[00:34:18.400 --> 00:34:21.680]   Surround yourself with people
[00:34:21.680 --> 00:34:24.560]   who are interested in different things,
[00:34:24.560 --> 00:34:26.520]   who've had different experiences
[00:34:26.520 --> 00:34:31.520]   and that way you learn together to appreciate things
[00:34:31.520 --> 00:34:34.920]   that you yourself never came in contact with.
[00:34:34.920 --> 00:34:39.120]   - And if we are as classical students ourselves,
[00:34:39.120 --> 00:34:43.080]   if we're learning how to ask questions well
[00:34:43.080 --> 00:34:45.480]   and how to listen well,
[00:34:45.480 --> 00:34:48.680]   we are gonna learn so much from those community members
[00:34:48.680 --> 00:34:52.120]   because it's no longer about let me ask you this question
[00:34:52.120 --> 00:34:54.040]   so I can tell you what I think.
[00:34:54.040 --> 00:34:57.640]   It's just humbly saying, tell me what you know about this,
[00:34:57.640 --> 00:34:59.720]   tell me about what you do for a job,
[00:34:59.720 --> 00:35:01.920]   tell me about your hobby, tell me about your trip
[00:35:01.920 --> 00:35:04.480]   and just listening and learning from them.
[00:35:04.480 --> 00:35:06.400]   That is gonna educate you
[00:35:06.400 --> 00:35:09.720]   because you're gonna end up with a list of things
[00:35:09.720 --> 00:35:13.560]   you've never thought about before, never experienced.
[00:35:13.560 --> 00:35:16.400]   In our home, in my challenge classes,
[00:35:16.400 --> 00:35:18.800]   we call it our wonder list.
[00:35:18.800 --> 00:35:21.720]   They're things that we're curious about learning about
[00:35:21.720 --> 00:35:26.080]   or doing someday and we just write them down
[00:35:26.080 --> 00:35:29.360]   so that we don't forget and sometimes I'll talk to someone
[00:35:29.360 --> 00:35:30.440]   and they'll be like, oh yeah,
[00:35:30.440 --> 00:35:33.000]   I did this thing in this place
[00:35:33.000 --> 00:35:34.400]   and I've never done that thing
[00:35:34.400 --> 00:35:35.960]   and I've never been to that place
[00:35:35.960 --> 00:35:38.560]   and so I put them on my list and I just,
[00:35:38.560 --> 00:35:42.280]   I read a book about them or I listen to a podcast about it.
[00:35:42.280 --> 00:35:44.280]   - That is so great.
[00:35:44.280 --> 00:35:45.280]   That is really great.
[00:35:45.280 --> 00:35:50.280]   I love that that also is a great way
[00:35:50.280 --> 00:35:53.720]   to love our neighbor well.
[00:35:53.720 --> 00:35:58.720]   To be interested in what our neighbor is passionate about
[00:35:58.720 --> 00:36:01.080]   is a way to love our neighbor well
[00:36:01.080 --> 00:36:05.280]   and to celebrate what God has made of them
[00:36:05.280 --> 00:36:08.160]   and what God has placed in their heart.
[00:36:08.160 --> 00:36:12.800]   And when we can participate with them in that curiosity
[00:36:12.800 --> 00:36:16.840]   and in that wonder, we love them well and I love that.
[00:36:16.840 --> 00:36:18.200]   I love that.
[00:36:18.200 --> 00:36:19.960]   This has been great, Heatherly.
[00:36:19.960 --> 00:36:22.400]   I've enjoyed picking your brain
[00:36:22.400 --> 00:36:25.280]   about how we can educate ourselves,
[00:36:25.280 --> 00:36:27.680]   not just why should we do this,
[00:36:27.680 --> 00:36:32.680]   but how and what the pleasures and the benefits are.
[00:36:32.680 --> 00:36:33.600]   This has been great.
[00:36:33.600 --> 00:36:37.760]   I have one final question for you and it's not a hard one.
[00:36:37.760 --> 00:36:39.360]   It is a very personal one
[00:36:39.360 --> 00:36:41.840]   that I've started asking all my guests.
[00:36:41.840 --> 00:36:46.840]   I want to know what makes you an everyday educator?
[00:36:46.840 --> 00:36:55.440]   - I am an everyday educator because I love to learn
[00:36:55.440 --> 00:36:57.720]   and I love to share what I've learned
[00:36:57.720 --> 00:37:03.040]   and I am constantly asking questions about things
[00:37:03.040 --> 00:37:05.920]   so that I can get that next layer.
[00:37:05.920 --> 00:37:10.080]   I'm constantly looking for the next book to read
[00:37:10.080 --> 00:37:14.280]   or the next person to talk to or the next class to take.
[00:37:14.280 --> 00:37:20.320]   And so, because I am, as you said, a curious student,
[00:37:20.320 --> 00:37:24.560]   I'm constantly adding to my own copiousness
[00:37:24.560 --> 00:37:26.160]   and my own body of knowledge.
[00:37:26.160 --> 00:37:31.160]   I then become a more interesting teacher
[00:37:31.160 --> 00:37:34.040]   and a more interesting teacher to my students,
[00:37:34.040 --> 00:37:37.120]   a more interesting teacher to my friends.
[00:37:37.120 --> 00:37:41.880]   I have a varied experience so I can mentor
[00:37:41.880 --> 00:37:44.760]   the people that God has brought into my path.
[00:37:44.760 --> 00:37:45.960]   - I love that.
[00:37:45.960 --> 00:37:47.200]   I love that, my friend.
[00:37:47.200 --> 00:37:50.600]   And I look forward to being able to sit down,
[00:37:50.600 --> 00:37:54.480]   maybe someday soon, face to face with you.
[00:37:54.480 --> 00:37:57.040]   I know, that'd be so awesome for us to be able
[00:37:57.040 --> 00:38:00.200]   to learn something together or just to talk about
[00:38:00.200 --> 00:38:02.880]   what each of us has learned most recently.
[00:38:02.880 --> 00:38:04.240]   That would be awesome.
[00:38:04.240 --> 00:38:07.720]   Listeners, I hope that you have enjoyed this
[00:38:07.720 --> 00:38:10.320]   as much as I have.
[00:38:10.320 --> 00:38:13.080]   I want to tell you about one thing
[00:38:13.080 --> 00:38:17.960]   that you might want to pursue as you are looking
[00:38:17.960 --> 00:38:22.560]   for something to talk about with your whole family together.
[00:38:22.560 --> 00:38:25.760]   I want to tell you about a movie that's coming out
[00:38:25.760 --> 00:38:30.280]   at the end of October called Miracle in East Texas.
[00:38:30.280 --> 00:38:33.200]   It is a very encouraging, heartwarming movie.
[00:38:33.200 --> 00:38:37.360]   It's about doing what's right and it is a movie
[00:38:37.360 --> 00:38:41.280]   that your whole family can enjoy together.
[00:38:41.280 --> 00:38:46.120]   It's directed by Kevin Sorbo and it tells the true story.
[00:38:46.120 --> 00:38:51.120]   So this is a true story, a traumatized version
[00:38:51.120 --> 00:38:55.080]   of a true story about the biggest oil strike
[00:38:55.080 --> 00:38:57.880]   in the history of the world.
[00:38:57.880 --> 00:38:59.520]   All right, did that get your interest?
[00:38:59.520 --> 00:39:02.440]   That happened right at the dawn of the Great Depression
[00:39:02.440 --> 00:39:07.000]   and it actually follows the story of two con men
[00:39:07.000 --> 00:39:11.040]   who convince investors to invest in what they believe
[00:39:11.040 --> 00:39:15.600]   is worthless oil rigs which turn out to not be
[00:39:15.600 --> 00:39:17.920]   so worthless after all.
[00:39:17.920 --> 00:39:22.760]   Anyhow, it's coming to a theater near you on October 29th
[00:39:22.760 --> 00:39:26.520]   and if you want to find out where or even get tickets now
[00:39:26.520 --> 00:39:29.080]   and start looking forward to it with your family,
[00:39:29.080 --> 00:39:33.280]   you can visit sorbostudios.com.
[00:39:33.280 --> 00:39:38.280]   That's S-O-R-B-O studios.com
[00:39:38.280 --> 00:39:42.960]   and find out more about Miracle in East Texas.
[00:39:42.960 --> 00:39:46.840]   Maybe you would be motivated to learn about oil rigs
[00:39:46.840 --> 00:39:51.560]   or the Great Depression or about doing what's right,
[00:39:51.560 --> 00:39:54.320]   something you can talk about with your whole family.
[00:39:54.320 --> 00:39:57.040]   So Heatherly, thank you one more time
[00:39:57.040 --> 00:40:00.240]   for being with me today and listeners,
[00:40:00.240 --> 00:40:03.440]   go and be lifelong learners.
[00:40:03.800 --> 00:40:06.400]   (gentle music)
[00:40:06.400 --> 00:40:08.460]   you
[00:40:08.460 --> 00:40:18.460]   [BLANK_AUDIO]

