
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:21:17.800 --> 00:21:20.760]   but it's been fun to experience that with my youngest
[00:21:20.760 --> 00:21:25.760]   who's artistic and loves to learn about all kinds of things
[00:21:25.760 --> 00:21:27.640]   that are drawing her as well.
[00:21:27.640 --> 00:21:29.840]   And that gives me a broader perspective
[00:21:29.840 --> 00:21:32.140]   and a way to love her better too,
[00:21:32.140 --> 00:21:34.160]   to participate in that with her.
[00:21:34.160 --> 00:21:35.160]   - I asked my kids like,
[00:21:35.160 --> 00:21:36.740]   "What are your favorite stories we read?"
[00:21:36.740 --> 00:21:39.460]   And they all had such a variety of answers.
[00:21:39.460 --> 00:21:43.200]   It was fun to hear that certain things stood out
[00:21:43.200 --> 00:21:45.860]   as their favorite and they were all different.
[00:21:45.860 --> 00:21:47.560]   That was really fun.
[00:21:47.560 --> 00:21:49.080]   - Isn't that great?
[00:21:49.080 --> 00:21:50.980]   I like that.
[00:21:50.980 --> 00:21:54.440]   I like something that you just said.
[00:21:54.440 --> 00:21:57.480]   I'd like to chase that rabbit for a minute.
[00:21:57.480 --> 00:22:02.160]   You said that reading with your children
[00:22:02.160 --> 00:22:04.960]   helped you to know them better and love them better
[00:22:04.960 --> 00:22:07.800]   and appreciate them more.
[00:22:07.800 --> 00:22:10.520]   In what way is that true?
[00:22:10.520 --> 00:22:12.100]   - Yeah, yeah.
[00:22:12.100 --> 00:22:18.100]   I think in reading things that my kids
[00:22:18.100 --> 00:22:21.280]   were naturally drawn to that I wasn't,
[00:22:21.280 --> 00:22:26.020]   I was able to figure out kind of their bent,
[00:22:26.020 --> 00:22:29.140]   like the way that the Lord had crafted them
[00:22:29.140 --> 00:22:33.760]   and always been praying and like looking for where,
[00:22:33.760 --> 00:22:35.440]   what is this child going to become?
[00:22:35.440 --> 00:22:38.160]   Where are they called to be used in the world
[00:22:38.160 --> 00:22:39.260]   and where will they go?
[00:22:39.260 --> 00:22:40.100]   What will they do?
[00:22:40.100 --> 00:22:41.360]   What will they love and pursue?
[00:22:41.360 --> 00:22:44.980]   And that's been a wonderful gift.
[00:22:44.980 --> 00:22:49.980]   My son is interested in all kinds of things that as a kid,
[00:22:49.980 --> 00:22:54.840]   he loved the old anything heroic hero type stories
[00:22:54.840 --> 00:22:58.720]   and often things that were really challenging
[00:22:58.720 --> 00:23:02.760]   and even frightening to me, he thrived on it.
[00:23:02.760 --> 00:23:04.400]   I remember him coming to me one day and saying,
[00:23:04.400 --> 00:23:06.360]   "Mom, give me a mission."
[00:23:06.360 --> 00:23:10.940]   And I thought, who is this child my son is becoming?
[00:23:10.940 --> 00:23:16.140]   But you could see it in the things that he was interested in
[00:23:16.140 --> 00:23:19.800]   and at the same time is very musical too.
[00:23:19.800 --> 00:23:24.800]   So that was just, our home is filled with guitars
[00:23:24.800 --> 00:23:27.720]   and piano and I didn't grow up in a house like that.
[00:23:27.720 --> 00:23:31.100]   We love music, but my youngest is following
[00:23:31.100 --> 00:23:33.200]   in her brother's footsteps and that,
[00:23:33.200 --> 00:23:35.500]   learning how to do those things.
[00:23:35.500 --> 00:23:40.100]   And yeah, I just think reading together,
[00:23:40.100 --> 00:23:43.240]   we start to have glimmers into our kids' souls
[00:23:43.240 --> 00:23:46.260]   that we wouldn't have known otherwise.
[00:23:46.260 --> 00:23:48.600]   So if we have sharp eyes and prayerful spirits,
[00:23:48.600 --> 00:23:51.340]   I think the Lord is good to show us that,
[00:23:51.340 --> 00:23:53.700]   to show where we need to encourage them.
[00:23:53.700 --> 00:23:56.240]   - That's great.
[00:23:56.240 --> 00:23:57.080]   That is great.
[00:23:57.080 --> 00:23:58.380]   That's a really good thing.
[00:23:58.380 --> 00:24:00.960]   That's something I'm gonna chew on for a while.
[00:24:00.960 --> 00:24:07.720]   Especially as I'm blessed now to have a grandson
[00:24:07.720 --> 00:24:12.740]   who when he was tiny, he would sit in your lap.
[00:24:12.740 --> 00:24:16.260]   As long as you would read, he would sit in your lap.
[00:24:16.260 --> 00:24:21.260]   Now he's about 15 months old now and he has found his legs
[00:24:21.260 --> 00:24:24.620]   and he likes to go, go, go.
[00:24:24.620 --> 00:24:27.240]   But he still likes to hear a story,
[00:24:27.240 --> 00:24:28.960]   but when he was really little,
[00:24:28.960 --> 00:24:31.240]   he was constantly bringing a book
[00:24:31.240 --> 00:24:34.280]   and he would just bring a book and hold his arms up
[00:24:34.280 --> 00:24:37.140]   and he wanted you to pick him up and read that book.
[00:24:37.140 --> 00:24:41.340]   And I am looking forward to knowing him
[00:24:41.340 --> 00:24:47.120]   through his story choices and getting to know him
[00:24:47.120 --> 00:24:51.460]   through what he might like to spend time
[00:24:51.460 --> 00:24:53.700]   learning about with me.
[00:24:53.700 --> 00:24:56.340]   And I kinda wanna, at this point,
[00:24:56.340 --> 00:24:58.340]   it just occurred to me that we've talked a lot
[00:24:58.340 --> 00:25:03.340]   about stories and fairy tales and myths and adventure tales.
[00:25:03.340 --> 00:25:08.880]   There are lots of other kinds of things that we could read.
[00:25:08.880 --> 00:25:10.820]   What are some other kinds of things
[00:25:10.820 --> 00:25:14.060]   that lend themselves to reading together?
[00:25:14.060 --> 00:25:21.060]   - I think history and explorations of nature.
[00:25:23.520 --> 00:25:26.880]   I think biographies are really helpful
[00:25:26.880 --> 00:25:29.940]   because we need examples of others.
[00:25:29.940 --> 00:25:32.520]   There's tons of wonderful missionary biographies
[00:25:32.520 --> 00:25:36.520]   and stories of heroes and leaders of the past
[00:25:36.520 --> 00:25:40.680]   that are worth our time together.
[00:25:40.680 --> 00:25:45.120]   I know that that can shape us and give us examples
[00:25:45.120 --> 00:25:47.060]   from which to draw.
[00:25:47.060 --> 00:25:53.080]   Poetry, there's all kinds of nonfiction.
[00:25:54.080 --> 00:25:58.280]   I know that we've, at my house, have a wide variety
[00:25:58.280 --> 00:26:00.900]   of things that my kids have naturally been interested in.
[00:26:00.900 --> 00:26:04.080]   So we've given them books for Christmas, for instance,
[00:26:04.080 --> 00:26:07.280]   that I thought were beautifully illustrated
[00:26:07.280 --> 00:26:10.280]   or particularly appealing to that particular kid.
[00:26:10.280 --> 00:26:15.120]   Some of those things we've ended up sharing together
[00:26:15.120 --> 00:26:17.600]   because they were excited to share those things.
[00:26:17.600 --> 00:26:21.340]   - I think that a lot of times,
[00:26:21.340 --> 00:26:24.560]   especially if we as an adult, as a child,
[00:26:24.560 --> 00:26:27.840]   if we loved reading fiction and we loved stories
[00:26:27.840 --> 00:26:29.880]   and we loved all kinds of adventures,
[00:26:29.880 --> 00:26:32.080]   I liked all kinds of stories.
[00:26:32.080 --> 00:26:33.780]   I liked historical stories.
[00:26:33.780 --> 00:26:37.600]   I loved biographies when I was a kid.
[00:26:37.600 --> 00:26:40.700]   I loved mystery stories.
[00:26:40.700 --> 00:26:43.000]   I loved adventure stories.
[00:26:43.000 --> 00:26:47.040]   I loved stories of children that were set
[00:26:47.040 --> 00:26:49.560]   in other countries, so I like to read about other countries.
[00:26:49.560 --> 00:26:54.560]   I loved stories, and I think sometimes,
[00:26:54.560 --> 00:26:57.660]   if that's what we loved when we were little,
[00:26:57.660 --> 00:27:02.660]   we don't think about other things to suggest.
[00:27:02.660 --> 00:27:08.620]   We have a bunch of maps.
[00:27:08.620 --> 00:27:10.740]   We have books of maps.
[00:27:10.740 --> 00:27:15.740]   We have at our house, 'cause my husband is a map-loving man,
[00:27:16.320 --> 00:27:21.020]   and so we have a lot of books that trace the history
[00:27:21.020 --> 00:27:23.200]   of the world through maps.
[00:27:23.200 --> 00:27:25.500]   So we have tons of map books,
[00:27:25.500 --> 00:27:29.880]   and one of my daughters was really interested
[00:27:29.880 --> 00:27:32.880]   in the presidents when she was little,
[00:27:32.880 --> 00:27:36.320]   and so we have a lot of biographies of the presidents.
[00:27:36.320 --> 00:27:39.680]   We have some kid books about the Constitution.
[00:27:39.680 --> 00:27:42.840]   So these are obviously all nonfiction things,
[00:27:42.840 --> 00:27:46.740]   but they were things that my girls really enjoyed,
[00:27:46.740 --> 00:27:50.360]   and that you mentioned poetry,
[00:27:50.360 --> 00:27:53.800]   and I can remember loving poetry as a child
[00:27:53.800 --> 00:27:56.720]   and reading it and reciting it to my girls
[00:27:56.720 --> 00:28:01.160]   when they were little, and I did more reciting it to them
[00:28:01.160 --> 00:28:03.720]   when they were little, and I don't think they realized
[00:28:03.720 --> 00:28:07.420]   for a long time that there could be a book of poems,
[00:28:07.420 --> 00:28:10.080]   and we could read these poems in a book,
[00:28:11.080 --> 00:28:15.000]   and so that was a lot of fun, but I have,
[00:28:15.000 --> 00:28:19.720]   for years I've been able to speak at practicums
[00:28:19.720 --> 00:28:23.460]   around the country, and I've had people come up and say,
[00:28:23.460 --> 00:28:27.960]   we had to really look hard to find things
[00:28:27.960 --> 00:28:29.680]   that our kids liked to read.
[00:28:29.680 --> 00:28:32.840]   Some people would say, my kids never liked to read,
[00:28:32.840 --> 00:28:36.500]   and I was opposed to it at first,
[00:28:36.500 --> 00:28:39.280]   but we've got some graphic novels,
[00:28:39.280 --> 00:28:42.560]   what we used to call comic books, and we've read those,
[00:28:42.560 --> 00:28:45.120]   and then I had one person that said,
[00:28:45.120 --> 00:28:50.120]   my kids were fascinated by names in history
[00:28:50.120 --> 00:28:54.800]   or in stories that we read, and so we got a book of names
[00:28:54.800 --> 00:28:57.040]   that told the history and the meaning
[00:28:57.040 --> 00:29:00.480]   of all kinds of names, and I thought,
[00:29:00.480 --> 00:29:03.240]   that's a wild thing to read aloud,
[00:29:03.240 --> 00:29:07.280]   but it gets your family reading together
[00:29:07.280 --> 00:29:11.240]   and talking together and thinking together,
[00:29:11.240 --> 00:29:13.360]   and so that's a great thing to read.
[00:29:13.360 --> 00:29:17.920]   - I agree, we've even had Calvin and Hobbes
[00:29:17.920 --> 00:29:20.800]   and joke books that were fun.
[00:29:20.800 --> 00:29:23.260]   I remember my kids have all gone through periods
[00:29:23.260 --> 00:29:24.920]   where they found the joke book pile
[00:29:24.920 --> 00:29:29.500]   and wanted to share those, which has been so fun.
[00:29:29.500 --> 00:29:33.480]   I gained a whole vocabulary for construction vehicles
[00:29:33.480 --> 00:29:35.440]   and space exploration for myself.
[00:29:35.440 --> 00:29:38.880]   - Yeah, I didn't think about that, yeah.
[00:29:38.880 --> 00:29:40.840]   - I had no idea, I was like, what's that thing?
[00:29:40.840 --> 00:29:42.640]   And he would know, I mean, he would just pop up
[00:29:42.640 --> 00:29:44.820]   and I had to learn that vocabulary with him
[00:29:44.820 --> 00:29:47.360]   'cause he wanted to know what's that, what's that, what's that?
[00:29:47.360 --> 00:29:49.140]   - Isn't that great.
[00:29:49.140 --> 00:29:53.280]   I think it's really one way that parents
[00:29:53.280 --> 00:29:58.280]   can chase the read together is find the hobby
[00:29:58.280 --> 00:30:02.000]   that your child is interested in, and like Brittany said,
[00:30:02.000 --> 00:30:05.320]   find a manual of how to do that thing.
[00:30:05.320 --> 00:30:06.720]   If your child is all of a sudden,
[00:30:06.720 --> 00:30:09.160]   is a Boy Scout interested in camping,
[00:30:09.160 --> 00:30:13.920]   then find some camping books or find some trail books,
[00:30:13.920 --> 00:30:18.440]   some trail descriptions, some camping or hiking books
[00:30:18.440 --> 00:30:21.500]   that you could read together and pursue,
[00:30:21.500 --> 00:30:24.520]   that's you pursuing your child's love,
[00:30:24.520 --> 00:30:28.800]   pursuing their passion, and you're gonna read together
[00:30:28.800 --> 00:30:33.580]   will give you ideas of things to talk about together.
[00:30:35.000 --> 00:30:37.400]   - Let me ask you this, Brittany, 'cause you said
[00:30:37.400 --> 00:30:40.240]   you had some kids who like to read more than other kids,
[00:30:40.240 --> 00:30:43.640]   so I know that you've got some experience with this.
[00:30:43.640 --> 00:30:47.560]   Is there hope for parents whose kids
[00:30:47.560 --> 00:30:50.500]   just do not like to read?
[00:30:50.500 --> 00:30:53.560]   - Yes, I think it's one of those areas
[00:30:53.560 --> 00:30:55.000]   that we have to take on faith
[00:30:55.000 --> 00:31:00.440]   and keep sowing those daily seeds and try to do things
[00:31:00.440 --> 00:31:03.200]   that make reading together pleasurable,
[00:31:03.200 --> 00:31:05.880]   like reading out loud in morning time,
[00:31:05.880 --> 00:31:08.760]   or we used to do, my kids were like,
[00:31:08.760 --> 00:31:10.240]   "Poetry, I don't wanna read poetry,"
[00:31:10.240 --> 00:31:12.580]   so we did Wednesdays, Tea and Poetry.
[00:31:12.580 --> 00:31:15.320]   We would take a break from all of our studies
[00:31:15.320 --> 00:31:17.360]   and I would make it special, something to drink,
[00:31:17.360 --> 00:31:19.860]   it wasn't always tea 'cause they weren't into tea,
[00:31:19.860 --> 00:31:23.420]   some sort of snack we'd have together.
[00:31:23.420 --> 00:31:24.880]   For my child who liked to bake,
[00:31:24.880 --> 00:31:26.440]   she would often bake something for us
[00:31:26.440 --> 00:31:29.940]   and we would have just a few minutes together,
[00:31:29.940 --> 00:31:34.000]   finding, remembering that you can read with your ears
[00:31:34.000 --> 00:31:36.940]   is important, there's great audiobooks
[00:31:36.940 --> 00:31:40.700]   and dramatized versions of stories
[00:31:40.700 --> 00:31:44.660]   that might get your child interested.
[00:31:44.660 --> 00:31:47.900]   Reading outdoors, you don't have to read in a chair.
[00:31:47.900 --> 00:31:50.980]   Reading in hammocks, one year when I noticed
[00:31:50.980 --> 00:31:54.580]   one of my struggling readers kind of was
[00:31:54.580 --> 00:31:57.040]   starting to take off, well, they love to be outdoors,
[00:31:57.040 --> 00:31:59.780]   so my husband put a hammock in our front yard.
[00:31:59.780 --> 00:32:01.860]   Between the only two trees that were close enough
[00:32:01.860 --> 00:32:04.120]   to hold a hammock and they were constantly
[00:32:04.120 --> 00:32:07.660]   in that hammock reading and it became a thing of pleasure.
[00:32:07.660 --> 00:32:12.520]   Inviting others in, I know our campus, our littles have,
[00:32:12.520 --> 00:32:17.240]   our young learners have had a book club of their own
[00:32:17.240 --> 00:32:20.520]   that moms have made really pleasurable.
[00:32:20.520 --> 00:32:24.760]   But I think most of all, oh, and for little kids,
[00:32:24.760 --> 00:32:29.660]   I mean, some of my children haven't enjoyed sitting still,
[00:32:29.660 --> 00:32:31.820]   so giving them something to do with their hands
[00:32:31.820 --> 00:32:36.520]   and being really generous with the kinds of things
[00:32:36.520 --> 00:32:38.300]   that they would enjoy and just being,
[00:32:38.300 --> 00:32:40.120]   if it gets a little noisy, it's okay.
[00:32:40.120 --> 00:32:44.180]   Just trust that they're listening anyway,
[00:32:44.180 --> 00:32:45.660]   even if they're actively moving.
[00:32:45.660 --> 00:32:47.580]   In fact, one of my kids needed to move
[00:32:47.580 --> 00:32:49.280]   in order to listen. - Yep, absolutely.
[00:32:49.280 --> 00:32:52.140]   - I think the more you can just kind of encourage
[00:32:52.140 --> 00:32:55.320]   their natural event and just be patient,
[00:32:55.320 --> 00:32:58.280]   try to give them books so beautiful and so good
[00:32:58.280 --> 00:32:59.380]   that they'd wanna eat them.
[00:32:59.380 --> 00:33:03.540]   I think is what one publisher said about their books.
[00:33:03.540 --> 00:33:07.020]   But that can be, it might just be that the child
[00:33:07.020 --> 00:33:10.700]   needs to grow and learn or come upon a subject
[00:33:10.700 --> 00:33:13.100]   they're hungry to learn about and they,
[00:33:13.100 --> 00:33:15.140]   because of your example, they know how to do it.
[00:33:15.140 --> 00:33:18.100]   So they might leap off on their own at some point
[00:33:18.100 --> 00:33:20.260]   and start using all the tools of learning
[00:33:20.260 --> 00:33:21.560]   to learn about that thing.
[00:33:21.560 --> 00:33:25.900]   And that can be just so encouraging to us as parents
[00:33:25.900 --> 00:33:30.500]   to remember the days of, "Oh no, what have I done wrong?
[00:33:30.500 --> 00:33:32.660]   "My child doesn't like to read on their own yet."
[00:33:32.660 --> 00:33:37.060]   - Yes, oh, Brittany, you have been so encouraging.
[00:33:37.060 --> 00:33:42.060]   All of those seem like such inspired suggestions,
[00:33:42.060 --> 00:33:45.540]   but they are also very hopeful.
[00:33:45.540 --> 00:33:48.500]   They are, I love, love that you said,
[00:33:48.500 --> 00:33:51.700]   "Make it pleasurable and be regular."
[00:33:51.700 --> 00:33:55.220]   And then all the good ideas that you have offered
[00:33:55.220 --> 00:33:59.040]   our listeners, changing the venue and let them move
[00:33:59.040 --> 00:34:03.140]   and most of all, be patient, be patient
[00:34:03.140 --> 00:34:05.400]   and keep building the relationship.
[00:34:05.400 --> 00:34:09.980]   I think some of the things that my girls remember the most
[00:34:09.980 --> 00:34:14.980]   about reading together is not what we read.
[00:34:14.980 --> 00:34:17.760]   It was how it made us feel.
[00:34:17.760 --> 00:34:23.260]   It was warm and we were together
[00:34:23.260 --> 00:34:27.920]   and they felt special and they had my full attention.
[00:34:27.920 --> 00:34:33.780]   And we built, like you said earlier, a family culture,
[00:34:33.780 --> 00:34:39.700]   lots of inside jokes and lots of joint memories.
[00:34:39.700 --> 00:34:44.920]   And that to me is one of the beauties of reading together.
[00:34:44.920 --> 00:34:51.180]   Before I let you go, 'cause I always get good ideas from you
[00:34:51.180 --> 00:34:53.740]   and I've got my pen at the ready.
[00:34:53.740 --> 00:34:58.740]   Tell me what are three books that you are reading now?
[00:34:58.740 --> 00:35:01.420]   I know you're reading way more than three,
[00:35:01.420 --> 00:35:04.420]   so I'm just asking for three.
[00:35:04.420 --> 00:35:08.820]   - Yeah, well, I try to read old books and new books
[00:35:08.820 --> 00:35:11.060]   'cause I remember C.S. Lewis said,
[00:35:11.060 --> 00:35:13.300]   "It's a good rule after reading a new book
[00:35:13.300 --> 00:35:15.100]   "to never allow yourself another new one
[00:35:15.100 --> 00:35:17.300]   "until you've read an old one in between."
[00:35:17.300 --> 00:35:19.280]   - Kinda like that too.
[00:35:19.280 --> 00:35:22.300]   - Yeah, or if that's too much, read one.
[00:35:22.300 --> 00:35:25.020]   He says read one, old one, to every three new ones.
[00:35:25.020 --> 00:35:28.240]   So an old book I'm reading is,
[00:35:28.240 --> 00:35:31.840]   it's called "The Annotated Alice."
[00:35:31.840 --> 00:35:33.820]   It's "Alice in Wonderland."
[00:35:33.820 --> 00:35:36.100]   And the second book, "Through the Looking Glass,"
[00:35:36.100 --> 00:35:37.980]   and it's beautifully illustrated
[00:35:37.980 --> 00:35:40.660]   and has all kinds of interesting footnotes.
[00:35:40.660 --> 00:35:42.040]   I've always been fascinated with her
[00:35:42.040 --> 00:35:45.140]   and my youngest loves "Alice in Wonderland" too.
[00:35:45.140 --> 00:35:48.560]   So "The Annotated Alice," the definitive edition,
[00:35:48.560 --> 00:35:51.380]   it's by Lewis Carroll and Martin Gardner,
[00:35:51.380 --> 00:35:56.380]   who's a Lewis Carroll expert, edited that.
[00:35:56.380 --> 00:35:58.260]   So that's been fun, it's helped,
[00:35:58.260 --> 00:36:00.860]   it's been fun to figure out those mysteries
[00:36:00.860 --> 00:36:03.340]   that are in that book and the funny parts,
[00:36:03.340 --> 00:36:05.320]   the jokes that I don't get all the time.
[00:36:05.320 --> 00:36:10.740]   I'm reading, I just finished "The Inklings"
[00:36:10.740 --> 00:36:12.300]   by Humphrey Carpenter.
[00:36:12.300 --> 00:36:16.260]   It's about the, all the groups, the writers,
[00:36:16.260 --> 00:36:20.780]   C.S. Lewis and Tolkien and Charles Williams and others.
[00:36:20.780 --> 00:36:24.580]   Yeah, and kind of their, how they were educated
[00:36:24.580 --> 00:36:26.520]   and how they grew up
[00:36:26.520 --> 00:36:28.760]   and then how they encouraged each other's work.
[00:36:28.760 --> 00:36:31.780]   I just thought, what a good thing to learn about community
[00:36:31.780 --> 00:36:32.940]   and learning in communities.
[00:36:32.940 --> 00:36:35.580]   That's been really helpful because they did,
[00:36:35.580 --> 00:36:38.460]   a lot of them receive a classical Christian education
[00:36:38.460 --> 00:36:39.660]   and we're trying to recover that.
[00:36:39.660 --> 00:36:40.640]   So that's been interesting.
[00:36:40.640 --> 00:36:42.260]   I listened to it on audio book.
[00:36:42.260 --> 00:36:45.200]   That was good.
[00:36:45.200 --> 00:36:47.580]   And then my last one has just been super fascinating.
[00:36:47.580 --> 00:36:49.020]   It's really short.
[00:36:49.020 --> 00:36:51.540]   It's called "Lifting the Veil, Imagination
[00:36:51.540 --> 00:36:53.060]   and the Kingdom of God."
[00:36:53.060 --> 00:36:55.040]   And it's by Malcolm Guy.
[00:36:55.040 --> 00:36:59.000]   He's a living poet, used to be a '70s rocker.
[00:36:59.000 --> 00:37:01.080]   The Lord converted him through poetry
[00:37:01.080 --> 00:37:02.620]   in a similar way to C.S. Lewis.
[00:37:02.620 --> 00:37:06.700]   And he's just a wonderful gift to,
[00:37:06.700 --> 00:37:11.400]   I think, the Christian world and the academic world.
[00:37:11.400 --> 00:37:14.940]   He's a sonnet writer, but he wrote this lovely,
[00:37:14.940 --> 00:37:16.660]   it's really small.
[00:37:16.660 --> 00:37:18.260]   It's called "Lifting the Veil, Imagination
[00:37:18.260 --> 00:37:19.100]   and the Kingdom of God."
[00:37:19.100 --> 00:37:22.100]   And that's just been encouraging to me to think about
[00:37:22.100 --> 00:37:24.460]   how the Lord gave us both reason and imagination
[00:37:24.460 --> 00:37:27.080]   and how they kind of have a Lord bridge those.
[00:37:27.080 --> 00:37:28.540]   - Wow. - Himself.
[00:37:28.540 --> 00:37:29.800]   - Yeah. - So those are three
[00:37:29.800 --> 00:37:31.540]   I'm reading right now.
[00:37:31.540 --> 00:37:32.380]   - That is cool.
[00:37:32.380 --> 00:37:36.020]   And I like it that you and I have talked about this before,
[00:37:36.020 --> 00:37:38.560]   that we're hardly ever anymore
[00:37:38.560 --> 00:37:40.720]   just reading one book at a time.
[00:37:40.720 --> 00:37:44.140]   I was saying to you earlier, Brittany,
[00:37:44.140 --> 00:37:48.080]   that I feel there are different parts of my personality.
[00:37:48.080 --> 00:37:51.820]   And so I need to feed all those pieces of myself.
[00:37:51.820 --> 00:37:55.340]   And so it takes different kinds of books to do that.
[00:37:55.340 --> 00:38:00.100]   And so parents, listeners, we encourage you to read,
[00:38:00.100 --> 00:38:03.860]   to minister to yourself, to grow and to learn
[00:38:03.860 --> 00:38:06.800]   and to keep learning yourself
[00:38:06.800 --> 00:38:10.420]   so that you will not become a barren desert.
[00:38:10.420 --> 00:38:14.020]   So don't read only to encourage your children,
[00:38:14.020 --> 00:38:18.740]   but read to embolden yourself as a lifelong learner
[00:38:18.740 --> 00:38:19.940]   and as a grower.
[00:38:19.940 --> 00:38:23.900]   And in that vein, Brittany, I want to ask you the question,
[00:38:23.900 --> 00:38:28.900]   what makes you an everyday educator?
[00:38:28.900 --> 00:38:35.140]   - I think because I'm a human being, we're learners.
[00:38:35.140 --> 00:38:38.140]   I'm a parent, soon to be a grandparent.
[00:38:38.140 --> 00:38:41.660]   I'm an ambassador for classical Christian education renewal,
[00:38:41.660 --> 00:38:46.140]   a CC lover, an advocate, and I've learned that
[00:38:46.140 --> 00:38:48.420]   what we learn is meant to be shared.
[00:38:48.420 --> 00:38:51.980]   And so when we share it, we gain new friends,
[00:38:51.980 --> 00:38:53.620]   we get to see the world a new way,
[00:38:53.620 --> 00:38:57.060]   and we encourage others to do the same.
[00:38:57.060 --> 00:39:01.340]   And that helps us all to know the Lord and to make Him known.
[00:39:01.340 --> 00:39:03.540]   - I love that, that is lovely.
[00:39:03.540 --> 00:39:07.360]   That's a great reason to be an everyday educator.
[00:39:08.460 --> 00:39:13.300]   If you listeners want to keep learning,
[00:39:13.300 --> 00:39:16.760]   to keep educating yourself as you educate your children,
[00:39:16.760 --> 00:39:18.780]   reading is a great way to do that.
[00:39:18.780 --> 00:39:22.300]   And I know that Brittany has been a blessing to you today
[00:39:22.300 --> 00:39:26.700]   as you have thought about the whys of reading together
[00:39:26.700 --> 00:39:30.340]   and the what could we read and even how can I encourage
[00:39:30.340 --> 00:39:32.380]   my children to keep on reading.
[00:39:32.380 --> 00:39:37.120]   Thank you, Brittany, this has been a great time together.
[00:39:37.120 --> 00:39:41.960]   Listeners, I want to encourage you to look toward
[00:39:41.960 --> 00:39:45.920]   another great time that we could all have together.
[00:39:45.920 --> 00:39:48.160]   This is gonna sound like I'm telling you something
[00:39:48.160 --> 00:39:50.820]   that is so far ahead, you're gonna wonder
[00:39:50.820 --> 00:39:52.440]   why I'm even mentioning it.
[00:39:52.440 --> 00:39:59.260]   Our national events weekend for 2024 has already been set.
[00:39:59.260 --> 00:40:04.840]   So you could mark your calendar now
[00:40:04.840 --> 00:40:08.500]   for the annual national events weekend on May 2nd
[00:40:08.500 --> 00:40:12.500]   through the 4th in Southern Pines, North Carolina.
[00:40:12.500 --> 00:40:14.900]   And why am I telling you about this now?
[00:40:14.900 --> 00:40:19.900]   Well, it is because registration is opening November 1st.
[00:40:19.900 --> 00:40:25.620]   So if you are interested in attending
[00:40:25.620 --> 00:40:28.340]   the national events weekend in Southern Pines,
[00:40:28.340 --> 00:40:30.460]   you can check that out
[00:40:30.460 --> 00:40:35.460]   at classicalconversationsfoundation.org.
[00:40:35.460 --> 00:40:40.160]   This is a conference that's put on
[00:40:40.160 --> 00:40:42.480]   by Classical Conversations Foundations.
[00:40:42.480 --> 00:40:46.840]   It's a great time, families from all over the United States
[00:40:46.840 --> 00:40:49.600]   come and have three full days of events
[00:40:49.600 --> 00:40:52.240]   and learning about classical education,
[00:40:52.240 --> 00:40:55.540]   but also celebrating the hard work of students.
[00:40:55.540 --> 00:40:58.880]   Some of the things that happen at national event weekend
[00:40:58.880 --> 00:41:01.440]   include national conference
[00:41:01.440 --> 00:41:03.800]   where you get to hear lots of great speakers,
[00:41:03.800 --> 00:41:06.480]   but also national commencement.
[00:41:06.480 --> 00:41:09.540]   It's our official graduation ceremony
[00:41:09.540 --> 00:41:11.920]   for challenge grads and their parents.
[00:41:11.920 --> 00:41:13.760]   And this year you will get to see
[00:41:13.760 --> 00:41:17.240]   the National Memory Master Championship
[00:41:17.240 --> 00:41:20.760]   where 16 foundation students compete
[00:41:20.760 --> 00:41:24.920]   for the esteemed title of National Memory Master
[00:41:24.920 --> 00:41:28.120]   and a grand prize of $10,000.
[00:41:28.120 --> 00:41:30.040]   There's tons of stuff to do.
[00:41:30.040 --> 00:41:33.560]   There are food trucks, there's a celebration party,
[00:41:33.560 --> 00:41:36.080]   there are outdoor adventure camps for kids.
[00:41:36.080 --> 00:41:40.400]   If you're interested, go, like I said,
[00:41:40.400 --> 00:41:45.400]   to classicalconversationsfoundation.org and check out.
[00:41:45.400 --> 00:41:49.520]   Registration opens on November 1st.
[00:41:49.520 --> 00:41:52.080]   The conference is May 2nd through the 4th.
[00:41:52.080 --> 00:41:56.720]   Brittany, thank you again for being with us.
[00:41:56.720 --> 00:42:00.240]   Listeners, I hope you will go and read something together
[00:42:00.240 --> 00:42:02.440]   with your family today.
[00:42:02.440 --> 00:42:03.800]   See you next time.
[00:42:03.800 --> 00:42:05.160]   Bye-bye.
[00:42:05.160 --> 00:42:07.740]   (gentle music)
[00:42:07.740 --> 00:42:10.240]   (music fades)
[00:42:10.240 --> 00:42:20.240]   [BLANK_AUDIO]

