
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:17:50.100 --> 00:17:54.100]   And then the 2001, 2002, Intel went down,
[00:17:54.100 --> 00:17:57.260]   I believe it was almost 80%.
[00:17:57.260 --> 00:17:59.740]   I know her 10 million went to three.
[00:17:59.740 --> 00:18:03.700]   And so just someone that refused to diversify
[00:18:03.700 --> 00:18:06.200]   that concentrated stock position,
[00:18:06.200 --> 00:18:09.180]   that's a more common mistake than you might think
[00:18:09.180 --> 00:18:11.820]   and one that could easily be avoided.
[00:18:11.820 --> 00:18:13.900]   - Yeah, no, I certainly see that one a lot,
[00:18:13.900 --> 00:18:16.500]   especially with tech employees, Facebook.
[00:18:16.500 --> 00:18:18.860]   Yeah, Google, yeah, quite a common one.
[00:18:18.860 --> 00:18:20.660]   Folks, I'm gonna keep running through the questions,
[00:18:20.660 --> 00:18:22.380]   but if you have a question, go ahead, write it down.
[00:18:22.380 --> 00:18:24.620]   Christine Benz, she will take her questions from you
[00:18:24.620 --> 00:18:25.500]   and then if you're lucky,
[00:18:25.500 --> 00:18:27.540]   we'll get them answered by Dana Anspach.
[00:18:28.900 --> 00:18:31.480]   Let's, oh, here's a great one.
[00:18:31.480 --> 00:18:33.380]   For someone who will never need to withdraw
[00:18:33.380 --> 00:18:35.580]   from their portfolio because of income
[00:18:35.580 --> 00:18:37.660]   and perpetuity exceeds expenses,
[00:18:37.660 --> 00:18:39.420]   so maybe lots of social security,
[00:18:39.420 --> 00:18:42.060]   maybe some rental property, maybe an annuity,
[00:18:42.060 --> 00:18:44.560]   and the person is comfortable with equity risk,
[00:18:44.560 --> 00:18:46.300]   is there a need for bonds
[00:18:46.300 --> 00:18:49.100]   or significant cash in a portfolio?
[00:18:49.100 --> 00:18:54.820]   - Probably not, although, you know,
[00:18:54.820 --> 00:18:56.460]   my understanding of real estate
[00:18:56.460 --> 00:18:59.740]   and I now own an Airbnb property myself
[00:18:59.740 --> 00:19:01.740]   is it does take deep pockets,
[00:19:01.740 --> 00:19:03.740]   so you have to be prepared
[00:19:03.740 --> 00:19:06.620]   for whatever repairs might come along.
[00:19:06.620 --> 00:19:09.220]   I have a good friend who they built
[00:19:09.220 --> 00:19:11.860]   their entire net worth on real estate assets,
[00:19:11.860 --> 00:19:13.500]   about 10 million.
[00:19:13.500 --> 00:19:16.100]   Her husband's an engineer and so that was her role
[00:19:16.100 --> 00:19:17.700]   was building up their portfolio
[00:19:17.700 --> 00:19:21.380]   and she had several properties in Texas
[00:19:21.380 --> 00:19:23.860]   in the Houston area when the freeze happened
[00:19:23.860 --> 00:19:25.580]   and I remember her telling me,
[00:19:25.580 --> 00:19:28.100]   wow, you know, I never really accounted
[00:19:28.100 --> 00:19:30.380]   for the fact that all of these properties
[00:19:30.380 --> 00:19:32.580]   would be empty at the same time
[00:19:32.580 --> 00:19:34.840]   and I would have to replace all of the pipes
[00:19:34.840 --> 00:19:36.080]   and yes, there was insurance,
[00:19:36.080 --> 00:19:38.520]   but she still had all of the deductible costs,
[00:19:38.520 --> 00:19:40.080]   so would there ever be a case
[00:19:40.080 --> 00:19:42.140]   if someone had real estate investment
[00:19:42.140 --> 00:19:43.900]   where they needed no cash?
[00:19:43.900 --> 00:19:45.180]   You know, probably not.
[00:19:45.180 --> 00:19:47.700]   They're probably gonna need enough cash on the side
[00:19:47.700 --> 00:19:51.300]   to cover these types of situations,
[00:19:51.300 --> 00:19:53.780]   but if they're comfortable being all equity
[00:19:53.780 --> 00:19:57.100]   and they're confident in the cash flows they're getting,
[00:19:57.100 --> 00:19:59.900]   you know, they could certainly have
[00:19:59.900 --> 00:20:01.420]   a much higher risk portfolio
[00:20:01.420 --> 00:20:03.260]   than someone that didn't have that.
[00:20:03.260 --> 00:20:05.380]   The only other thing that I would add to that
[00:20:05.380 --> 00:20:08.380]   is what we saw in 2008 and 2009
[00:20:08.380 --> 00:20:11.700]   is a lot of people that were relying on dividend portfolios
[00:20:11.700 --> 00:20:14.060]   saw their dividends get cut in half
[00:20:14.060 --> 00:20:15.620]   and so when people ask, you know,
[00:20:15.620 --> 00:20:17.140]   why isn't that our approach?
[00:20:17.140 --> 00:20:20.180]   Well, I don't, you know, I don't wanna go through that again
[00:20:20.180 --> 00:20:22.260]   and tell a client, oh, I'm sorry, you know,
[00:20:22.260 --> 00:20:24.260]   you're gonna have half the amount of cash flow this year
[00:20:24.260 --> 00:20:25.700]   that you had last year,
[00:20:25.700 --> 00:20:28.940]   and so if you're relying only on the interest income
[00:20:28.940 --> 00:20:30.300]   that your portfolio produces,
[00:20:30.300 --> 00:20:33.260]   well, that's easier today than it was two years ago,
[00:20:33.260 --> 00:20:35.480]   but at the same time, those dividends
[00:20:35.480 --> 00:20:37.300]   and those interest rates can change,
[00:20:37.300 --> 00:20:40.600]   and so I think you would always want something on the side
[00:20:40.600 --> 00:20:42.500]   to cover those gap years,
[00:20:42.500 --> 00:20:45.700]   to make sure you had some consistency in cash flow.
[00:20:45.700 --> 00:20:47.540]   - Yeah, certainly, so naturally,
[00:20:47.540 --> 00:20:49.020]   we can't give an investment advice here,
[00:20:49.020 --> 00:20:51.220]   so this is for education purposes only,
[00:20:51.220 --> 00:20:53.540]   but it's really dependent upon your personal circumstances,
[00:20:53.540 --> 00:20:55.500]   so maybe it makes sense to be really aggressive
[00:20:55.500 --> 00:20:56.860]   if you don't have any cash needs,
[00:20:56.860 --> 00:21:00.460]   add off from a portfolio, but life is unpredictable.
[00:21:00.460 --> 00:21:03.140]   We don't really even need a freeze in Texas,
[00:21:03.140 --> 00:21:05.420]   it could even be the COVID crisis, right?
[00:21:05.420 --> 00:21:07.320]   So maybe if you even had long-term rentals,
[00:21:07.320 --> 00:21:09.520]   it wasn't even dependent upon tourism,
[00:21:09.520 --> 00:21:10.940]   you know, folks weren't able to make rent,
[00:21:10.940 --> 00:21:13.820]   that can be really hard if you need that cash flow
[00:21:13.820 --> 00:21:15.120]   from your rental property.
[00:21:17.620 --> 00:21:19.940]   - And then if folks want to nerd out
[00:21:19.940 --> 00:21:23.180]   on income investing versus total return investing,
[00:21:23.180 --> 00:21:25.620]   we interviewed Vanguard's Colleen Giaconetti
[00:21:25.620 --> 00:21:28.100]   on episode 26 of the Bill Glatz Live Show,
[00:21:28.100 --> 00:21:30.500]   you can get that wherever you get your podcasts.
[00:21:30.500 --> 00:21:35.820]   All right, here is a great question,
[00:21:35.820 --> 00:21:38.780]   what is the most actionable tip
[00:21:38.780 --> 00:21:42.300]   for those of us 50 years and older?
[00:21:43.620 --> 00:21:47.760]   - Ooh, most actionable, that's a challenge,
[00:21:47.760 --> 00:21:49.980]   because just because you're over 50,
[00:21:49.980 --> 00:21:52.860]   you could still be 20 years away from retirement,
[00:21:52.860 --> 00:21:55.380]   or you could be five years away from retirement,
[00:21:55.380 --> 00:21:57.380]   or you could be wanting to retire in two years,
[00:21:57.380 --> 00:22:00.020]   so it's very difficult to narrow that down.
[00:22:00.020 --> 00:22:04.340]   What I will share is, and I shared this a little bit
[00:22:04.340 --> 00:22:07.360]   on stage the other day, is my own retirement plan,
[00:22:07.360 --> 00:22:11.020]   so I'm 52, I am 100% equity,
[00:22:11.020 --> 00:22:15.340]   and my plan is to do my own projections,
[00:22:15.340 --> 00:22:16.900]   the same way I do them for clients,
[00:22:16.900 --> 00:22:18.540]   the same way you would for a client,
[00:22:18.540 --> 00:22:21.540]   and look out and say, well, if I were to retire at 65,
[00:22:21.540 --> 00:22:23.300]   what is the cash flow that I would need
[00:22:23.300 --> 00:22:25.180]   for my portfolio during that year?
[00:22:25.180 --> 00:22:28.740]   And I will most definitely delay Social Security.
[00:22:28.740 --> 00:22:31.660]   And so then, around the age of 55,
[00:22:31.660 --> 00:22:34.540]   I will transition whatever that dollar amount is,
[00:22:34.540 --> 00:22:36.740]   let's just say it was $50,000,
[00:22:36.740 --> 00:22:39.180]   and I would buy a bond that matures
[00:22:39.180 --> 00:22:41.660]   for the year that I turn 65,
[00:22:41.660 --> 00:22:45.180]   and that would be rung one on my income ladder.
[00:22:45.180 --> 00:22:48.860]   Now, it's not exactly the year I turn 55.
[00:22:48.860 --> 00:22:51.020]   If that's a strong year in the market,
[00:22:51.020 --> 00:22:53.980]   for sure, I would do it, but if we're in a bear market,
[00:22:53.980 --> 00:22:57.060]   the year I turn 55, then I would probably not build out
[00:22:57.060 --> 00:22:59.460]   the first rung of my income ladder quite yet,
[00:22:59.460 --> 00:23:01.580]   and probably wait another year.
[00:23:01.580 --> 00:23:05.060]   And then, when I'm 56, I would repeat that process,
[00:23:05.060 --> 00:23:08.140]   and when I'm 57, I would repeat that process.
[00:23:08.140 --> 00:23:11.380]   And so, by the time I got to 65,
[00:23:11.380 --> 00:23:15.780]   I would have this runway of fixed income assets
[00:23:15.780 --> 00:23:19.360]   maturing to meet my expense liabilities,
[00:23:19.360 --> 00:23:22.700]   and I would know that I was somewhat insulated
[00:23:22.700 --> 00:23:24.300]   from the stock market moves
[00:23:24.300 --> 00:23:27.340]   for at least the first 10 years of my retirement.
[00:23:27.340 --> 00:23:31.300]   And so, I like that process of very slowly
[00:23:31.300 --> 00:23:34.100]   building out that income ladder.
[00:23:34.100 --> 00:23:36.660]   There's been a lot of talk about bond funds
[00:23:36.660 --> 00:23:38.500]   versus individual bonds.
[00:23:38.500 --> 00:23:43.500]   I find the behavioral aspects of having the individual bonds,
[00:23:43.500 --> 00:23:46.580]   we're talking treasuries, CDs, agencies,
[00:23:46.580 --> 00:23:49.140]   is easy to understand.
[00:23:49.140 --> 00:23:52.740]   And so, when it matures, you spend it.
[00:23:52.740 --> 00:23:53.620]   That's your cash flow.
[00:23:53.620 --> 00:23:56.020]   It dumps into a cash bucket for the year.
[00:23:56.020 --> 00:23:59.260]   We typically direct deposit it on a monthly basis,
[00:23:59.260 --> 00:24:01.760]   so it replicates someone's paycheck.
[00:24:01.760 --> 00:24:03.900]   And so, that simplicity,
[00:24:04.740 --> 00:24:08.540]   and it helps prevent some of the behavioral challenges
[00:24:08.540 --> 00:24:09.380]   that we see.
[00:24:09.380 --> 00:24:12.340]   Now, I know most of you here are very disciplined,
[00:24:12.340 --> 00:24:14.460]   and so those behavioral challenges
[00:24:14.460 --> 00:24:16.180]   may not be such a challenge for you.
[00:24:16.180 --> 00:24:19.700]   You may be much more disciplined than the average person.
[00:24:19.700 --> 00:24:21.260]   But I really like that process
[00:24:21.260 --> 00:24:23.540]   of slowly building out the income ladder.
[00:24:23.540 --> 00:24:25.140]   What we see in our practice a lot
[00:24:25.140 --> 00:24:28.180]   is people that come in the year before they retire.
[00:24:28.180 --> 00:24:30.580]   And so, now we're having to build out,
[00:24:30.580 --> 00:24:31.820]   if we're gonna do an income ladder,
[00:24:31.820 --> 00:24:34.580]   we have to build out all of those rungs at once,
[00:24:34.580 --> 00:24:37.340]   versus if they had started about 10 years out,
[00:24:37.340 --> 00:24:40.100]   it would be a very slow, gradual process.
[00:24:40.100 --> 00:24:42.740]   So, I don't know if that's the most actionable item
[00:24:42.740 --> 00:24:44.220]   for someone 50 or over,
[00:24:44.220 --> 00:24:45.980]   but that's what I would be thinking about
[00:24:45.980 --> 00:24:48.620]   if I was looking at transitioning my portfolio
[00:24:48.620 --> 00:24:51.420]   toward a decumulation-based portfolio.
[00:24:51.420 --> 00:24:56.120]   - Oh, this is a fantastic question we just got.
[00:24:56.120 --> 00:25:00.620]   So, certainly, annuities can be complicated
[00:25:00.620 --> 00:25:02.020]   financial products, some of them anyway,
[00:25:02.020 --> 00:25:04.140]   but certainly, in some circumstances,
[00:25:04.140 --> 00:25:07.100]   they may be helpful tools for retirement planning.
[00:25:07.100 --> 00:25:09.940]   If someone is looking to purchase an annuity themselves,
[00:25:09.940 --> 00:25:11.500]   do the due diligence to make sure
[00:25:11.500 --> 00:25:13.260]   they're buying the right type of product for them.
[00:25:13.260 --> 00:25:15.180]   What are some objective resources
[00:25:15.180 --> 00:25:17.760]   you can suggest on researching annuities?
[00:25:17.760 --> 00:25:21.220]   - Ooh, that is a really good question.
[00:25:21.220 --> 00:25:27.060]   I don't know if blueprint income is still around.
[00:25:27.060 --> 00:25:29.260]   Does anyone, I hear some nods.
[00:25:29.260 --> 00:25:32.340]   So, I know that is a good resource.
[00:25:32.340 --> 00:25:34.940]   We have, often, as quirky as he is,
[00:25:34.940 --> 00:25:38.700]   if you've seen Stan, the annuity man's resources,
[00:25:38.700 --> 00:25:41.340]   he will tell it to you straight.
[00:25:41.340 --> 00:25:44.240]   He has a lot of books out there on annuities,
[00:25:44.240 --> 00:25:47.060]   and so he has some excellent resources, too.
[00:25:47.060 --> 00:25:50.040]   And then, I believe there's just some simple websites,
[00:25:50.040 --> 00:25:52.660]   like immediateannuities.com.
[00:25:52.660 --> 00:25:55.380]   Now, I don't know if that one has since sold.
[00:25:55.380 --> 00:25:59.860]   And so, when you put your name in,
[00:25:59.860 --> 00:26:01.600]   if they bombard you with quotes,
[00:26:01.600 --> 00:26:03.180]   that would be my concern.
[00:26:03.180 --> 00:26:05.540]   So, a lot of those websites, you can run quotes,
[00:26:05.540 --> 00:26:06.980]   but you have to put your email address
[00:26:06.980 --> 00:26:09.340]   and your phone number in, and if you're like me,
[00:26:09.340 --> 00:26:11.820]   you don't wanna get bombarded by sales calls
[00:26:11.820 --> 00:26:12.780]   from those kinds of things,
[00:26:12.780 --> 00:26:15.660]   so you have to be a little bit cautious about that.
[00:26:15.660 --> 00:26:20.660]   We work with organizations that work with fee-only advisors.
[00:26:20.660 --> 00:26:23.940]   So, we work with companies like DPL.
[00:26:23.940 --> 00:26:25.940]   There's another one called RetireOne.
[00:26:25.940 --> 00:26:28.780]   And so, they will help bring fee-only
[00:26:28.780 --> 00:26:30.900]   or no-commissioned annuity products
[00:26:30.900 --> 00:26:34.100]   that we can suggest or run quotes on,
[00:26:34.100 --> 00:26:36.340]   and we also have a commissioned annuity agent,
[00:26:36.340 --> 00:26:39.080]   so it's hard for me to know what's out there
[00:26:39.080 --> 00:26:41.640]   that you can work with directly.
[00:26:41.640 --> 00:26:42.620]   - Super.
[00:26:42.620 --> 00:26:43.740]   Folks, I'm gonna keep running through
[00:26:43.740 --> 00:26:45.040]   these questions for Dana.
[00:26:45.040 --> 00:26:47.020]   If you've got questions for Dana, write them down,
[00:26:47.020 --> 00:26:49.500]   and Christine Bennis, she will collect them from you.
[00:26:49.500 --> 00:26:52.160]   Oh, we've got another one in the back there.
[00:26:52.160 --> 00:26:55.260]   Here, we've got another investing question.
[00:26:55.260 --> 00:27:00.120]   What are your thoughts on MLPs in a retirement portfolio?
[00:27:00.960 --> 00:27:03.120]   - MLP, okay.
[00:27:03.120 --> 00:27:05.500]   - Master Limited Partnerships, yes, yeah.
[00:27:05.500 --> 00:27:07.820]   - I love so many acronyms in this business.
[00:27:07.820 --> 00:27:12.680]   I haven't seen MLPs in portfolios in a long time,
[00:27:12.680 --> 00:27:16.000]   so I did spend a few years at Merrill Lynch in my career,
[00:27:16.000 --> 00:27:18.400]   and we would see them more frequently then.
[00:27:18.400 --> 00:27:20.120]   I know at that time,
[00:27:20.120 --> 00:27:22.880]   they were very high interest-bearing investments
[00:27:22.880 --> 00:27:25.160]   or dividend-producing investments.
[00:27:25.160 --> 00:27:27.160]   So, I don't know.
[00:27:27.160 --> 00:27:28.480]   We don't use them.
[00:27:30.080 --> 00:27:32.080]   I think my answer to that question
[00:27:32.080 --> 00:27:36.560]   will be going back to a different approach.
[00:27:36.560 --> 00:27:39.220]   When we look at different retirement income approaches,
[00:27:39.220 --> 00:27:41.560]   we saw about total return this weekend,
[00:27:41.560 --> 00:27:44.200]   we talked about income annuities,
[00:27:44.200 --> 00:27:46.360]   and we talked about probability first
[00:27:46.360 --> 00:27:48.000]   and time segmentation.
[00:27:48.000 --> 00:27:49.600]   One that didn't really show up,
[00:27:49.600 --> 00:27:51.080]   that used to be more popular,
[00:27:51.080 --> 00:27:54.000]   was what I called the income-only approach,
[00:27:54.000 --> 00:27:55.560]   where people built a portfolio
[00:27:55.560 --> 00:27:58.440]   and simply lived off the interest and the dividends.
[00:27:58.440 --> 00:28:00.240]   Well, that got a lot less popular
[00:28:00.240 --> 00:28:02.360]   when interest rates were zero for a decade.
[00:28:02.360 --> 00:28:03.200]   You couldn't do it.
[00:28:03.200 --> 00:28:05.960]   And so, I think we stopped hearing about it.
[00:28:05.960 --> 00:28:08.160]   So, if you wanted to build a portfolio
[00:28:08.160 --> 00:28:10.960]   where you only lived off the interest and dividends,
[00:28:10.960 --> 00:28:13.640]   that could be a place where something like an MLP
[00:28:13.640 --> 00:28:16.660]   could have a position in your portfolio.
[00:28:16.660 --> 00:28:21.260]   I'm more of an index fund, like most of you.
[00:28:21.260 --> 00:28:22.960]   I think simpler is better.
[00:28:22.960 --> 00:28:26.540]   I love index funds, so they're not my cup of tea.
[00:28:27.840 --> 00:28:29.440]   - Yeah, I'm with you there.
[00:28:29.440 --> 00:28:32.800]   All right, here's a question I get all the time
[00:28:32.800 --> 00:28:35.560]   when working with folks, and I would imagine you do, too,
[00:28:35.560 --> 00:28:39.000]   when you're working with someone for the first time.
[00:28:39.000 --> 00:28:41.120]   If I have a complex portfolio,
[00:28:41.120 --> 00:28:43.640]   do you suggest ripping off the Band-Aid
[00:28:43.640 --> 00:28:48.200]   or more slowly moving towards a simple portfolio?
[00:28:48.200 --> 00:28:51.440]   - That is a challenging question.
[00:28:51.440 --> 00:28:54.800]   Some of it depends on if it's in taxable accounts
[00:28:54.800 --> 00:28:57.480]   or if it's all in tax-deferred accounts.
[00:28:57.480 --> 00:29:00.120]   It can be very easy to rip off the Band-Aid
[00:29:00.120 --> 00:29:03.360]   if everything is in IRAs and Roth IRAs,
[00:29:03.360 --> 00:29:05.960]   but when you're looking at holdings
[00:29:05.960 --> 00:29:07.320]   that are in taxable accounts
[00:29:07.320 --> 00:29:11.320]   and you have a lot of low-cost basis assets,
[00:29:11.320 --> 00:29:14.380]   then it's usually a much slower approach.
[00:29:14.380 --> 00:29:17.880]   - And then we got a great tip here.
[00:29:17.880 --> 00:29:20.040]   To learn more about Master Limited Partnerships,
[00:29:20.040 --> 00:29:21.160]   see the Bogleheads Wiki.
[00:29:21.160 --> 00:29:22.200]   Thank you, Lady Geek.
[00:29:25.680 --> 00:29:28.040]   Yep, yeah, yeah, yeah.
[00:29:28.040 --> 00:29:30.840]   Extra tax challenges with that MLP route.
[00:29:30.840 --> 00:29:33.720]   All right, awesome.
[00:29:33.720 --> 00:29:34.800]   Fantastic.
[00:29:34.800 --> 00:29:43.800]   And then we have a similar question with respect to
[00:29:43.800 --> 00:29:46.160]   what is the best strategy to mitigate,
[00:29:46.160 --> 00:29:48.800]   and again, this goes back to ripping off the Band-Aid or not,
[00:29:48.800 --> 00:29:51.080]   best strategy for mitigating capital gains
[00:29:51.080 --> 00:29:54.080]   on a $1 million single stock position
[00:29:54.080 --> 00:29:57.080]   with a $300,000 cost basis.
[00:29:57.080 --> 00:30:00.440]   And again, not specific investment advice, folks.
[00:30:00.440 --> 00:30:01.960]   - No, no.
[00:30:01.960 --> 00:30:06.160]   So one, I'd have to know, of that $1 million,
[00:30:06.160 --> 00:30:09.120]   what portion of your portfolio is that, right?
[00:30:09.120 --> 00:30:10.840]   Might only be 10% of your portfolio.
[00:30:10.840 --> 00:30:12.400]   It could be a $10 million portfolio.
[00:30:12.400 --> 00:30:15.480]   It could be all your portfolio in a single stock.
[00:30:15.480 --> 00:30:18.800]   And so if it's all your portfolio in a single stock
[00:30:18.800 --> 00:30:21.100]   and this million dollars is what you have to live off
[00:30:21.100 --> 00:30:22.700]   the rest of your life,
[00:30:22.700 --> 00:30:25.300]   I'd be much more prone to rip off the Band-Aid
[00:30:25.300 --> 00:30:27.800]   and say, let's reduce that single stock risk.
[00:30:27.800 --> 00:30:29.140]   I don't care what stock it is.
[00:30:29.140 --> 00:30:30.720]   I don't care how great it's been.
[00:30:30.720 --> 00:30:32.720]   I don't care what you think it's gonna do.
[00:30:32.720 --> 00:30:35.240]   Like, you could lose your entire life savings.
[00:30:35.240 --> 00:30:36.680]   Reality, you could.
[00:30:36.680 --> 00:30:38.280]   And so why take that risk?
[00:30:38.280 --> 00:30:39.840]   Why would you take that risk?
[00:30:39.840 --> 00:30:42.600]   Just pay the tax and diversify.
[00:30:42.600 --> 00:30:46.560]   But if that $1 million was part of a $10 million portfolio
[00:30:46.560 --> 00:30:49.080]   or you had substantial social security or pension
[00:30:49.080 --> 00:30:51.240]   or other rental income coming in,
[00:30:51.240 --> 00:30:53.380]   it might be a completely different story
[00:30:53.380 --> 00:30:56.220]   where you could very slowly scale out of it
[00:30:56.220 --> 00:30:58.720]   in a more tax-efficient way.
[00:30:58.720 --> 00:30:59.920]   - Yeah, I think you nailed it.
[00:30:59.920 --> 00:31:02.080]   It basically comes down to what is your ability
[00:31:02.080 --> 00:31:03.960]   to manage the risk if that million dollars
[00:31:03.960 --> 00:31:05.440]   goes to zero tomorrow?
[00:31:05.440 --> 00:31:07.460]   So if you've got other income sources,
[00:31:07.460 --> 00:31:10.820]   then certainly that million dollars going to zero
[00:31:10.820 --> 00:31:11.660]   wouldn't feel great,
[00:31:11.660 --> 00:31:13.720]   but at least you could manage that risk.
[00:31:13.720 --> 00:31:17.240]   I think about someone that I worked with not too long ago.
[00:31:17.240 --> 00:31:18.980]   They were a trust fund kid.
[00:31:18.980 --> 00:31:20.820]   So effectively, they hadn't really worked a day
[00:31:20.820 --> 00:31:23.740]   in their life, couldn't really generate their own income,
[00:31:23.740 --> 00:31:26.940]   and they had 90% of their net worth in one stock.
[00:31:26.940 --> 00:31:29.620]   Now, it was a great stock, don't get me wrong,
[00:31:29.620 --> 00:31:31.560]   but without the ability to manage the risk
[00:31:31.560 --> 00:31:33.080]   of that stock going to zero,
[00:31:33.080 --> 00:31:36.320]   they simply had to pay the taxes, diversify,
[00:31:36.320 --> 00:31:38.020]   make their investments less risky.
[00:31:38.020 --> 00:31:43.280]   All right, gosh, here's another great annuity question.
[00:31:43.280 --> 00:31:45.500]   I'm age 70.
[00:31:45.500 --> 00:31:47.620]   What are the pros and cons of purchasing a SPIA,
[00:31:47.620 --> 00:31:49.460]   a single premium immediate annuity
[00:31:49.460 --> 00:31:51.680]   that's effectively you're gonna buy yourself a pension,
[00:31:51.680 --> 00:31:53.220]   you put in a lump sum once,
[00:31:53.220 --> 00:31:55.180]   you get an income stream for life,
[00:31:55.180 --> 00:31:58.540]   versus waiting until age 80 to buy that SPIA,
[00:31:58.540 --> 00:32:00.260]   or simply using a deferred annuity?
[00:32:00.260 --> 00:32:02.100]   So similarly, that's gonna be,
[00:32:02.100 --> 00:32:03.660]   hey, I put that lump sum in now,
[00:32:03.660 --> 00:32:07.020]   and then at age 80, that income kicks on.
[00:32:07.020 --> 00:32:08.940]   What are your thoughts there?
[00:32:08.940 --> 00:32:11.540]   - Well, technically, in the immediate annuities,
[00:32:11.540 --> 00:32:15.060]   you are participating in something called mortality credits.
[00:32:15.060 --> 00:32:18.580]   Sounds, you know, it's not an exciting thing to talk about.
[00:32:18.580 --> 00:32:21.900]   And I can't remember the technical age,
[00:32:21.900 --> 00:32:24.860]   but there is a point where you get essentially
[00:32:24.860 --> 00:32:27.220]   more participation in the mortality credits.
[00:32:27.220 --> 00:32:29.140]   I see Christine nodding her head.
[00:32:29.140 --> 00:32:31.900]   I seem to remember at a conference, an industry conference,
[00:32:31.900 --> 00:32:35.620]   I'm talking at around age 72, 73.
[00:32:35.620 --> 00:32:39.240]   So it is possible that there could be a benefit
[00:32:39.240 --> 00:32:42.820]   to waiting a few more years before you purchase that SPIA,
[00:32:42.820 --> 00:32:45.500]   but don't quote me on that right now.
[00:32:45.500 --> 00:32:48.780]   The insurance nerds will have those statistics
[00:32:48.780 --> 00:32:51.040]   somewhere out on the internet, I'm sure.
[00:32:51.040 --> 00:32:54.000]   You know, the other pros and cons,
[00:32:54.000 --> 00:32:57.260]   a lot of it has already come up
[00:32:57.260 --> 00:33:00.520]   in some of the things other speakers have talked about.
[00:33:00.520 --> 00:33:02.780]   Do you just wanna lock in the outcome?
[00:33:02.780 --> 00:33:05.340]   You know, you are cognitively aware
[00:33:05.340 --> 00:33:06.940]   of the decision you're making now.
[00:33:06.940 --> 00:33:08.760]   Will you be at 80?
[00:33:08.760 --> 00:33:12.140]   And so you know the value of your assets today.
[00:33:12.140 --> 00:33:14.500]   We know where interest rates are right now.
[00:33:14.500 --> 00:33:17.500]   In 10 years, could we be back down
[00:33:17.500 --> 00:33:18.780]   to lower interest rates again?
[00:33:18.780 --> 00:33:20.060]   We don't know.
[00:33:20.060 --> 00:33:23.060]   And so I can say, you know, it's a better time
[00:33:23.060 --> 00:33:26.420]   to buy a SPIA now than it was two years ago,
[00:33:26.420 --> 00:33:28.580]   but we don't know what that will look like
[00:33:28.580 --> 00:33:29.860]   10 years from now.
[00:33:29.860 --> 00:33:33.820]   So, you know, we don't know the future.
[00:33:33.820 --> 00:33:37.020]   You have to base that decision on your situation
[00:33:37.020 --> 00:33:39.420]   and what is really appropriate for you today,
[00:33:39.420 --> 00:33:40.640]   as it stands today.
[00:33:41.640 --> 00:33:45.000]   - Here is a really interesting question
[00:33:45.000 --> 00:33:48.600]   and curious how this shows up in your practice.
[00:33:48.600 --> 00:33:51.020]   How and when should one discuss their assets
[00:33:51.020 --> 00:33:52.660]   with their adult children?
[00:33:52.660 --> 00:33:55.440]   - This is a great question.
[00:33:55.440 --> 00:33:59.880]   You know your family, right?
[00:33:59.880 --> 00:34:02.040]   And so I think it's wonderful
[00:34:02.040 --> 00:34:05.020]   when people do bring their adult children in.
[00:34:05.020 --> 00:34:07.460]   We've had meetings where we set up Zoom calls
[00:34:07.460 --> 00:34:09.440]   where we walk the whole family
[00:34:09.440 --> 00:34:12.240]   through the client's financial plan.
[00:34:12.240 --> 00:34:14.840]   In a healthy family,
[00:34:14.840 --> 00:34:18.840]   the children are gonna care about you, right?
[00:34:18.840 --> 00:34:22.600]   They're gonna care just as much as you care about them.
[00:34:22.600 --> 00:34:26.280]   And most children in a healthy functioning family
[00:34:26.280 --> 00:34:27.480]   are gonna be concerned
[00:34:27.480 --> 00:34:29.660]   that their parents might run out of money.
[00:34:29.660 --> 00:34:31.440]   And so in those situations,
[00:34:31.440 --> 00:34:35.360]   I think it can be really useful to have a family meeting
[00:34:35.360 --> 00:34:38.240]   and have someone walk through the whole thing
[00:34:38.240 --> 00:34:40.680]   and you're reassuring them that you're okay,
[00:34:40.680 --> 00:34:43.840]   that you're gonna be able to take care of yourself.
[00:34:43.840 --> 00:34:47.840]   In a unhealthy family dynamic, that could backfire.
[00:34:47.840 --> 00:34:51.040]   And so it's hard because I think you know your family,
[00:34:51.040 --> 00:34:52.620]   you know your adult children,
[00:34:52.620 --> 00:34:55.480]   you know which ones are gonna be responsible
[00:34:55.480 --> 00:34:57.560]   with the information that you might share.
[00:34:57.560 --> 00:35:00.240]   And so you're gonna have to weigh all of that out
[00:35:00.240 --> 00:35:02.240]   in making that decision.
[00:35:02.240 --> 00:35:03.120]   - Yeah, certainly.
[00:35:03.120 --> 00:35:06.680]   Absent any sort of spendthrift considerations,
[00:35:06.680 --> 00:35:08.000]   sooner is better.
[00:35:08.000 --> 00:35:10.520]   We don't know when ill health is gonna show up,
[00:35:10.520 --> 00:35:13.960]   so being bread prepared helps you in that situation.
[00:35:13.960 --> 00:35:15.000]   Thank you, Christine.
[00:35:15.000 --> 00:35:18.040]   We interviewed Cameron Huddleston
[00:35:18.040 --> 00:35:20.380]   on episode 34 of the "Bogleheads" live show.
[00:35:20.380 --> 00:35:22.600]   She's author of "How to Talk to Your Parents
[00:35:22.600 --> 00:35:24.000]   "About Their Finances."
