
[00:00:00.040 --> 00:00:10.620]   care
[00:31:35.560 --> 00:31:35.560]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:31:35.560 --> 00:31:35.560]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:31:35.560 --> 00:31:35.560]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:31:35.560 --> 00:31:35.560]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:31:35.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.580 --> 00:32:05.580]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:05.620 --> 00:32:35.600]  .
[00:32:35.600 --> 00:32:35.600]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:35.600 --> 00:32:35.600]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:35.600 --> 00:32:35.600]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:35.600 --> 00:32:35.600]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:32:35.620 --> 00:33:05.620]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:05.620 --> 00:33:05.620]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:05.620 --> 00:33:05.620]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:05.620 --> 00:33:05.620]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:05.620 --> 00:33:05.620]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:05.620 --> 00:33:05.620]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:05.660 --> 00:33:35.640]  ,
[00:33:35.640 --> 00:33:35.640]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:35.640 --> 00:33:35.640]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:35.640 --> 00:33:35.640]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:35.640 --> 00:33:35.640]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:35.640 --> 00:33:35.640]   It's relatively easy to have many different bank accounts. It's relatively easy to have many different bank accounts.
[00:33:35.680 --> 00:33:38.920]   degree
[00:33:38.920 --> 00:33:49.480]   sehen likes
[00:38:09.360 --> 00:38:13.480]   understand
[00:38:13.480 --> 00:38:38.060]   love,,, badge92 verste
[00:38:39.100 --> 00:38:41.360]   and
[00:38:41.360 --> 00:38:50.000]  nent, well,hhhh,
[00:40:31.220 --> 00:40:31.220]   and
[00:40:59.300 --> 00:41:02.340]   de
[00:41:02.340 --> 00:41:10.100]   carry believe, cũng de in this is
[00:41:10.100 --> 00:41:12.620]   isけれ in thelege trunk I is a side I
[00:41:12.620 --> 00:41:26.780]  ,
[00:42:25.880 --> 00:42:54.640]  obedive
[00:42:54.640 --> 00:42:54.700]   a side I is a side I is a side I is a side I is a side of doing this number of transactions. That's easier to play games with your income. But you can still set it. Set yourself a target of a certain size of bonus. Set yourself a target of increasing your income by a certain amount. If you've got something that you'd like to do, some kind of frivolous experience, I'll give you one of mine. There's a company that makes leather bags called Saddleback Leather that they're super cool. If you like leather bags, I do. And they last forever, blah, blah, blah. It's a luxury item. I cannot justify it whatsoever.
[00:42:54.700 --> 00:42:54.700]   It's a luxury item. I cannot justify it whatsoever.
[00:42:54.700 --> 00:42:55.580]   It's a luxury item. I cannot justify it whatsoever.
[00:42:55.580 --> 00:42:55.600]   It's a luxury item. I cannot justify it whatsoever.
[00:42:55.600 --> 00:42:55.640]   It's a luxury item. I cannot justify it whatsoever.
[00:42:55.680 --> 00:43:03.120]   blood
[00:43:03.120 --> 00:43:19.860]   point,將
[00:43:52.960 --> 00:43:52.960]   and
[00:43:52.960 --> 00:43:52.960]   and
[00:43:52.960 --> 00:43:52.960]   and
[00:43:52.960 --> 00:43:52.960]   and
[00:43:52.960 --> 00:43:52.960]   and
[00:43:52.960 --> 00:43:52.980]   and
[00:43:52.980 --> 00:43:53.020]   and
[00:43:53.060 --> 00:44:21.680]   acr. is causing you to make a change, it's not actually an expense. It's an expense that you can justify from the business perspective. Let's say your goal is to buy the Maserati. Well, you set yourself the goal. When I get the job earning this amount of money, then I'll go ahead and buy the Maserati. If the Maserati is motivating to you, then it actually is having a behavioral change on you and you do the steps needed to get a certain kind of job.
[00:44:21.720 --> 00:44:31.820]  rang
[00:44:31.820 --> 00:44:34.060]   instit, I do,
[00:44:34.060 --> 00:44:48.840]  imm因
[00:45:47.000 --> 00:45:47.000]   and
[00:48:37.680 --> 00:49:06.080]  I'm not sure what you're talking about.
[00:49:06.080 --> 00:49:06.080]   I'm not sure what you're talking about.
[00:49:06.080 --> 00:49:06.080]   I'm not sure what you're talking about.
[00:49:06.080 --> 00:49:06.080]   I'm not sure what you're talking about.
[00:49:06.080 --> 00:49:06.080]   I'm not sure what you're talking about.
[00:49:06.080 --> 00:49:06.080]   I'm not sure what you're talking about.
[00:49:06.080 --> 00:49:06.140]   I'm not sure what you're talking about.
[00:49:06.140 --> 00:49:06.200]   I'm not sure what you're talking about.
[00:49:06.200 --> 00:49:06.480]   I'm not sure what you're talking about.
[00:49:06.480 --> 00:49:06.520]   I'm not sure what you're talking about.
[00:49:06.520 --> 00:49:06.580]   I'm not sure what you're talking about.
[00:49:06.580 --> 00:49:06.640]   I'm not sure what you're talking about.
[00:49:06.640 --> 00:49:06.680]   I'm not sure what you're talking about.
[00:49:06.680 --> 00:49:06.740]   I'm not sure what you're talking about.
[00:49:06.740 --> 00:49:06.780]   I'm not sure what you're talking about.
[00:49:06.780 --> 00:49:06.820]   I'm not sure what you're talking about.
[00:49:06.820 --> 00:49:06.860]   I'm not sure what you're talking about.
[00:49:06.860 --> 00:49:06.880]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.900]   I'm not sure what you're talking about.
[00:49:36.900 --> 00:49:36.920]   I'm not sure what you're talking about.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:06.940]   A lot of people don't know what a credit card is.
[00:50:06.940 --> 00:50:36.960]   a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   A lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   a lot of people don't know what a credit card is.
[00:50:36.960 --> 00:50:36.960]   a lot of people don't know what a credit card is. a lot of people don't know what a credit card is.
[00:50:36.980 --> 00:51:06.980]   The details aren't important,
[00:51:06.980 --> 00:51:06.980]   The details aren't important,
[00:51:06.980 --> 00:51:06.980]   The details aren't important,
[00:51:06.980 --> 00:51:06.980]   the point was
[00:51:06.980 --> 00:51:06.980]   the point was
[00:51:06.980 --> 00:51:06.980]   the point was
[00:51:06.980 --> 00:51:06.980]   that although they went through bankruptcy,
[00:51:06.980 --> 00:51:06.980]   that although they went through bankruptcy,
[00:51:06.980 --> 00:51:06.980]   they had to in order to escape a very dangerous situation,
[00:51:06.980 --> 00:51:06.980]   They needed money and the ability to access money using credit cards allowed them to escape a very dangerous situation so they could keep their family intact so that they could then put things back together, satisfy the creditors and solve the problems.
[00:51:06.980 --> 00:51:06.980]   But to do it well,
[00:51:06.980 --> 00:51:06.980]   But to do it well,
[00:51:06.980 --> 00:51:06.980]   and to do it well,
[00:51:06.980 --> 00:51:06.980]   and to do it well,
[00:51:06.980 --> 00:51:06.980]   and to do it well,
[00:51:06.980 --> 00:51:06.980]   that's what you need to do.
[00:51:06.980 --> 00:51:06.980]   But to do it well,
[00:51:06.980 --> 00:51:06.980]   and to do it well,
[00:51:06.980 --> 00:51:06.980]   that's what you need to do is to do it.
[00:51:06.980 --> 00:51:06.980]   And to do it well,
[00:51:07.000 --> 00:51:25.040]   and to do it well,
[00:51:25.040 --> 00:51:25.180]   and to do it well,
[00:51:25.180 --> 00:51:25.200]   and to do it well,
[00:51:25.220 --> 00:51:29.280]   and to do it well,
[00:51:29.280 --> 00:51:29.300]   and to do it well,
[00:51:29.300 --> 00:51:29.400]   and to do it well,
[00:51:29.400 --> 00:51:29.400]   and to do it well,
[00:51:29.400 --> 00:51:29.420]   and to do it well,
[00:51:29.420 --> 00:51:30.320]   using credit cards.
[00:51:30.320 --> 00:51:30.340]   using credit cards.
[00:51:30.340 --> 00:51:30.380]   using credit cards.
[00:51:30.380 --> 00:51:32.420]   I have had many,
[00:51:32.420 --> 00:51:32.480]   I have had many,
[00:51:32.480 --> 00:51:32.640]   I have had many,
[00:51:32.640 --> 00:51:33.180]   many,
[00:51:33.180 --> 00:51:34.320]   many students,
[00:51:34.320 --> 00:51:34.340]   many,
[00:51:34.340 --> 00:51:34.360]   many,
[00:51:34.360 --> 00:51:35.480]   many, and thus far,
[00:51:35.480 --> 00:51:35.500]   and thus far,
[00:51:35.500 --> 00:51:38.260]   many, and thus far, I've only ever had one refund request
[00:51:38.260 --> 00:51:38.300]   I've only ever had one refund request
[00:51:38.300 --> 00:51:39.320]   I've only ever had one refund request for that course.
[00:51:39.320 --> 00:51:39.340]   for that course.
[00:51:39.340 --> 00:51:40.360]   for that course. Some of my other courses
[00:51:40.360 --> 00:51:40.400]   Some of my other courses
[00:51:40.400 --> 00:51:41.300]   Some of my other courses haven't gone so well.
[00:51:41.300 --> 00:51:41.320]   haven't gone so well.
[00:51:41.320 --> 00:51:42.480]   I've had other people who've said,
[00:51:42.480 --> 00:51:43.440]   I've had other people who've said,
[00:51:43.460 --> 00:52:01.720]   I've had other people who've said,
[00:52:01.720 --> 00:52:01.760]   I've had other people who've said, "I'm not sure if I'm doing it right."
[00:52:01.760 --> 00:52:01.800]   "I'm not sure if I'm doing it right."
[00:52:01.800 --> 00:52:01.940]   "I'm not sure if I'm doing it right."
[00:52:01.940 --> 00:52:02.040]   I'm not sure if I'm doing it right."
[00:52:02.040 --> 00:52:02.120]   I'm not sure if I'm doing it right."
[00:52:02.120 --> 00:52:02.180]   I'm not sure if I'm doing it right."
[00:52:02.180 --> 00:52:02.220]   I'm not sure if I'm doing it right."
[00:52:02.220 --> 00:52:02.260]   I'm not sure if I'm doing it right."
[00:52:02.260 --> 00:52:02.320]   I'm not sure if I'm doing it right."
[00:52:02.320 --> 00:52:02.360]   I'm not sure if I'm doing it right."
[00:52:02.360 --> 00:52:02.400]   I'm not sure if I'm doing it right."
[00:52:02.400 --> 00:52:02.440]   I'm not sure if I'm doing it right."
[00:52:02.440 --> 00:52:02.480]   I'm not sure if I'm doing it right."
[00:52:02.480 --> 00:52:02.520]   I'm not sure if I'm doing it right."
[00:52:02.560 --> 00:52:12.440]  stellung door m
[00:52:12.440 --> 00:52:12.620]  第一個
[00:52:12.620 --> 00:52:13.480]   hand, ,,, IT C PPPP
[00:52:13.480 --> 00:52:29.440]   model
[00:52:32.360 --> 00:52:52.380]  berger: And the personal high-level service you expect with a premium purchase. You can relax, knowing you'll receive the luxury experience you deserve. Visit SweetHop.com today to book your premium tickets to your favorite teams, artists and all the must-see live events to SweetHop around LA, S U I T E H O P dot com. It's more than just a ticket.

