
[00:00:00.040 --> 00:00:09.580]   guarded
[00:45:51.700 --> 00:46:20.700]   chemist. He would try to be a good chemist. But to be a great chemist, he would need to devote himself to that. And he wanted to devote himself to Jesus Christ. There was a point in his life where he realized that he was known for his political views rather than for his beliefs. And he changed that too, so that he didn't, he still had those political beliefs, but he didn't tout them as much. He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:20.700]   He didn't, that wasn't the lion's share of his
[00:46:20.700 --> 00:46:49.820]  ,
[00:46:49.820 --> 00:46:49.860]   He didn't, that wasn't the lion's share of his
[00:46:49.860 --> 00:46:49.920]   attention.
[00:46:49.920 --> 00:46:50.720]   And in his life with us, he could have made a lot of money, and he would have had money to be having life insurance and all that, but we wouldn't have had him. He wouldn't have been around for the kids, for me. So I really, actually, I really appreciate the choices that he made. I just talked with my sister not long ago, and she was really angry with Jack because he deserted us.
[00:46:50.760 --> 00:46:52.760]   10
[00:46:52.760 --> 00:47:20.740]   in the is
[00:47:20.780 --> 00:47:24.220]   unlike
[00:47:24.220 --> 00:47:32.360]   AND E e him I I change,,,,, Tip someplace
[00:47:32.360 --> 00:47:49.760]  視 100ri. I, 2019, and, cacher, and, and, and, back, made, Robert, ma, demand, Dayton. And,issors. Z. vamos. groupe. MHB. share. Holz.�.將. cool. the children.�. provide. partners.eri. somewhere rich.mek. belong. Estados. already. tho muita de client named,
[00:47:49.780 --> 00:47:53.940]   I was talking with a client of mine the other day, and we were talking about choices. I was talking with a client of mine the other day, and we were talking about choices.
[00:47:53.940 --> 00:47:57.900]   And the problem with hard choices is hard choice. And the problem with hard choices is hard choice.
[00:47:57.900 --> 00:48:01.560]   The hardest, the easy choices are, The hardest, the easy choices are,
[00:48:01.560 --> 00:48:05.460]   The easiest choices are always when you have a good option, The easiest choices are always when you have a good option,
[00:48:05.460 --> 00:48:07.560]   and a lot of bad options. and a lot of bad options.
[00:48:07.560 --> 00:48:09.780]   Those are always easy to know. Those are always easy to know.
[00:48:09.780 --> 00:48:13.440]   The hardest choices are either when you have no good option, The hardest choices are either when you have no good option,
[00:48:13.440 --> 00:48:16.080]   or you have several good options. or you have several good options.
[00:48:16.080 --> 00:48:18.780]   Because choosing among no good options is really hard, Because choosing among no good options is really hard,
[00:48:18.780 --> 00:48:18.780]   or choosing among several good options is really hard,
[00:48:19.000 --> 00:48:47.800]   and unfortunately, in hindsight, it's one thing to look and to say, and unfortunately, in hindsight, it's one thing to look and to say,
[00:48:47.800 --> 00:48:48.800]   and unfortunately, in hindsight, it's one thing to look and to say,
[00:48:48.800 --> 00:48:48.800]   I want to go back now to the finances, I want to go back now to the finances,
[00:48:48.800 --> 00:48:48.800]   I want to go back now to the finances, and thank you for being willing to talk about it. I want to go back now to the finances, and thank you for being willing to talk about it. I think these are the kinds of decisions and discussions that we wrestle with, and I think these are the kinds of decisions and discussions that we wrestle with and all the decisions that we wrestle with,
[00:48:48.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.820 --> 00:49:18.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:18.860 --> 00:49:48.840]  ,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.840 --> 00:49:48.840]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:49:48.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.860 --> 00:50:18.860]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:18.900 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.880 --> 00:50:48.880]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:50:48.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:18.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:18.900 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.920 --> 00:51:48.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:51:48.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.940 --> 00:52:18.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:18.980 --> 00:52:48.960]  ,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.960 --> 00:52:48.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:52:48.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:18.980 --> 00:53:18.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:19.020 --> 00:53:49.000]  ,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.000 --> 00:53:49.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:53:49.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:19.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:19.020 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.040 --> 00:54:49.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:54:49.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.060 --> 00:55:19.060]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:19.100 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.080 --> 00:55:49.080]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:55:49.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:19.100]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:19.100 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.120 --> 00:56:49.120]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:56:49.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:19.140]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:19.140 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.160 --> 00:57:49.160]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:57:49.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:19.180]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:19.180 --> 00:58:49.200]  ,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:49.200 --> 00:58:49.200]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:58:58.500 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:19.220]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:19.220 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.240 --> 00:59:49.240]   I think these are the kinds of decisions and discussions that we wrestle with,
[00:59:49.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.260 --> 01:00:19.260]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:19.300 --> 01:00:49.280]  ,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.280 --> 01:00:49.280]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:00:49.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
