
[00:00:00.000 --> 00:00:05.500]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[00:28:24.500 --> 00:28:28.500]   I'm not unaware of my own advice. I'm very aware of it.
[00:28:28.500 --> 00:28:33.500]   We haven't decided if we're going to leave where we live or – and how far we're going to leave.
[00:28:33.500 --> 00:28:40.500]   The biggest challenge and the reason is that it's uncertain at this point which direction is good to go.
[00:28:40.500 --> 00:28:45.500]   There's so much change and variability with hurricanes that it's hard to know what direction to go.
[00:28:45.500 --> 00:28:53.500]   For those of you who are not familiar with hurricane country and what hurricanes are like, yes, powerful storms can do tremendous damage.
[00:28:53.500 --> 00:29:03.500]   But most of the damage in a hurricane is limited to a very small area, often less than 100 miles near the middle of the storm.
[00:29:03.500 --> 00:29:09.500]   Beyond that, you have some wind and some rain and often can knock out power just like a bad thunderstorm can.
[00:29:09.500 --> 00:29:17.500]   But most often, there's not a destructive element to the broader hurricane.
[00:29:17.500 --> 00:29:25.500]   So it's very possible that all of Florida will experience hurricane effects from Hurricane Irma as it comes and passes over us.
[00:29:25.500 --> 00:29:27.500]   A hurricane may affect multiple states at one time.
[00:29:27.500 --> 00:29:31.500]   But that doesn't mean that there is broad-scale devastation.
[00:29:31.500 --> 00:29:35.500]   And so you can't know exactly where in advance.
[00:29:35.500 --> 00:29:38.500]   You can't know exactly where those strongest winds are going to go.
[00:29:38.500 --> 00:29:40.500]   And so the question is, well, do I go west?
[00:29:40.500 --> 00:29:41.500]   Do I go north?
[00:29:41.500 --> 00:29:44.500]   And then how far west and how far north?
[00:29:44.500 --> 00:29:47.500]   So we're ready to go if that's the decision that seems most prudent.
[00:29:47.500 --> 00:29:52.500]   But that's why I haven't pulled the trigger and loaded up and gone yet.
[00:29:52.500 --> 00:29:55.500]   The other risk, of course, to hurricanes is water.
[00:29:55.500 --> 00:29:57.500]   And that water comes in two forms.
[00:29:57.500 --> 00:30:05.500]   Number one, it comes in the form of storm surge, which if you live near a waterway, is a significant factor that can result in flooding.
[00:30:05.500 --> 00:30:10.500]   I do not live near a waterway which faces storm surge danger.
[00:30:10.500 --> 00:30:17.500]   And whenever there is an evacuation, it's always an evacuation from those areas that are prone to storm surge here in south Florida.
[00:30:17.500 --> 00:30:27.500]   Storm surge is where the waves and the wind pushes the water up against – pushes it up high so that it comes up over the banks of the waterways.
[00:30:27.500 --> 00:30:29.500]   That's what storm surge is.
[00:30:29.500 --> 00:30:36.500]   The second risk, of course, is flooding and hurricanes can drop a lot of rain down on an area.
[00:30:36.500 --> 00:30:39.500]   And if they linger, they can dump a tremendous amount of rain.
[00:30:39.500 --> 00:30:41.500]   So this is why Hurricane Harvey was so destructive.
[00:30:41.500 --> 00:30:54.500]   It dumped a huge, huge amount of rain on a localized area and it lingered and that area was already prone to flooding.
[00:30:54.500 --> 00:30:59.500]   So those were all factors that were involved in Hurricane Harvey.
[00:30:59.500 --> 00:31:06.500]   Well, those factors don't seem to be applicable to the current storm, Hurricane Irma, headed in my direction.
[00:31:06.500 --> 00:31:11.500]   The final risk factor comes down to the quality of the structure that you are in.
[00:31:11.500 --> 00:31:21.500]   If you're in a high-risk structure such as a mobile home or old or poorly built wooden house, there is significant risk and you should get out of that house.
[00:31:21.500 --> 00:31:27.500]   Go to an official government shelter or go to a friend who has a more strongly built house.
[00:31:27.500 --> 00:31:30.500]   And we're ready with some of those options as well.
[00:31:30.500 --> 00:31:36.500]   But if you live in a stronger house, then in general, you're not going to face much of a risk.
[00:31:36.500 --> 00:31:38.500]   The only exception to that can be tornado risk.
[00:31:38.500 --> 00:31:46.500]   Of course, at any time, a hurricane can spawn a tornado and a tornado can rip through your beautifully built house just like anything else.
[00:31:46.500 --> 00:31:48.500]   So that is also a concern.
[00:31:48.500 --> 00:31:58.500]   My point is you have to have a good dose of common sense and that's what we're seeking to apply, a good dose of common sense and prudence.
[00:31:58.500 --> 00:32:11.500]   In a few minutes here, I'll check the 5 o'clock update and we'll see as things adjust and as things get close enough to figure out what direction to go in and which way is the right way and which plan is the best to pursue.
[00:32:11.500 --> 00:32:21.500]   So if you think you'll be affected by Hurricane Irma, perhaps you're a little bit to the north of me, here are just a few simple things that I hope may be useful to you.
[00:32:21.500 --> 00:32:30.500]   In order of priority, number one is generally shelter, to protect your shelter for yourself, especially if you're facing a severe weather event.
[00:32:30.500 --> 00:32:37.500]   You need to make sure that you are in the best shelter and the best structure that you can make happen.
[00:32:37.500 --> 00:32:41.500]   And then prepare that shelter to the best of your ability.
[00:32:41.500 --> 00:32:45.500]   So here in South Florida, that means you clean up all the stuff in your yard.
[00:32:45.500 --> 00:32:53.500]   Hopefully you did this before hurricane season, but you clean up all the stuff in your yard that could become a flying projectile and you put your shutters up or you board up your windows.
[00:32:53.500 --> 00:33:06.500]   That gives you a significant degree of protection and absent a direct hit from a flying missile and absent a direct hit from a high category tornado, generally if you do that, your structure is going to be fine.
[00:33:06.500 --> 00:33:16.500]   It's good of course to have layers of defense to prepare an interior room to protect yourself and perhaps consider sleeping in that interior room during the actual event.
[00:33:16.500 --> 00:33:24.500]   But generally with building codes and building standards and things like that, generally that's about as far as you need to go with shelter.
[00:33:24.500 --> 00:33:31.500]   The next thing you need to be connected with is communications and it's good to have multiple varieties of communications.
[00:33:31.500 --> 00:33:41.500]   Today we are hugely dependent upon our cell phones and the cell phone infrastructure and it has gotten so much better in many, many events.
[00:33:41.500 --> 00:33:47.500]   The cell phone infrastructure has proven to be very robust, very resilient.
[00:33:47.500 --> 00:33:48.500]   We can be thankful for that.
[00:33:48.500 --> 00:33:57.500]   That's again a good example of our various cell phone carriers doing a good job to serve us with giving much more reliable service than in the past.
[00:33:57.500 --> 00:34:01.500]   So for most of the time, the best thing to do is just make a plan to keep your cell phone charged.
[00:34:01.500 --> 00:34:05.500]   Run it on a low power mode and make sure that you have backup batteries.
[00:34:05.500 --> 00:34:08.500]   The simplest way is just buy some of these little backup batteries.
[00:34:08.500 --> 00:34:14.500]   At Costco this morning, they were selling little backup batteries that come in a little cradle that you can set them in and out.
[00:34:14.500 --> 00:34:16.500]   Some brand, I think it was called Tilt.
[00:34:16.500 --> 00:34:29.500]   The backup batteries were rated for about 5200 milliamp hours, which depending on the size of your phone may be about one and a half to three charges of your phone depending on the size of the battery.
[00:34:29.500 --> 00:34:35.500]   So with my phone, the larger iPhone, it's one and a half charges would be 5200 milliamp hours.
[00:34:35.500 --> 00:34:38.500]   For your phone, it may be one and a half to three charges.
[00:34:38.500 --> 00:34:45.500]   Well, they were selling those, came with two batteries, so a total of 10,000 milliamp hours of backup for $14.
[00:34:45.500 --> 00:34:47.500]   It comes out to seven and a half bucks each.
[00:34:47.500 --> 00:34:53.500]   Those are the best, most reliable, consistent way to keep your phone charged.
[00:34:53.500 --> 00:35:00.500]   Everybody should have a few small backup batteries and everybody should have at least one significant backup battery.
[00:35:00.500 --> 00:35:02.500]   You can purchase online.
[00:35:02.500 --> 00:35:05.500]   You can find a 10,000 or 20,000 milliamp hour battery.
[00:35:05.500 --> 00:35:09.500]   Those will be reliable and very, very effective.
[00:35:09.500 --> 00:35:24.500]   If you have a 20,000 milliamp hour battery, which you can probably order for 40, 50, 60 bucks depending on the brand, depending on the time, depending on the sales online, that will keep your cell phone charged and useful for you for a week or more.
[00:35:24.500 --> 00:35:26.500]   That should be your number one priority.
[00:35:26.500 --> 00:35:28.500]   Simple, cheap, effective.
[00:35:28.500 --> 00:35:37.500]   The great Achilles heel of cell phones is that they are dependent on a centralized infrastructure.
[00:35:37.500 --> 00:35:41.500]   If that infrastructure goes down, they stop working.
[00:35:41.500 --> 00:35:44.500]   There are lots of ways to solve that.
[00:35:44.500 --> 00:35:46.500]   You can use a variety of radio systems.
[00:35:46.500 --> 00:35:51.500]   If you are a licensed amateur radio operator, you know all about that.
[00:35:51.500 --> 00:35:54.500]   You can set up a network among the people that you need to communicate with.
[00:35:54.500 --> 00:36:00.500]   If you're not, then there are all kinds of unlicensed things that you can use as well.
[00:36:00.500 --> 00:36:01.500]   I don't want to get into that.
[00:36:01.500 --> 00:36:05.500]   Although if any of you are interested, I'd be happy to teach on that subject in the future.
[00:36:05.500 --> 00:36:09.500]   The next priority would be water and/or power.
[00:36:09.500 --> 00:36:12.500]   Let's go with power because it's most related to communications.
[00:36:12.500 --> 00:36:16.500]   There are two basic things that you can use when you lose power.
[00:36:16.500 --> 00:36:18.500]   One is battery systems.
[00:36:18.500 --> 00:36:20.500]   Two is generators.
[00:36:20.500 --> 00:36:23.500]   We're not talking here about anything beyond that.
[00:36:23.500 --> 00:36:29.500]   If you want to use a battery, you're already doing that with having a small battery for your cell phone.
[00:36:29.500 --> 00:36:37.500]   But one of the simplest and easiest ways to use a home power system is to use a 12-volt battery, basically a car battery.
[00:36:37.500 --> 00:36:42.500]   You can use the actual battery that's on your car or in your car.
[00:36:42.500 --> 00:36:45.500]   The way that you do that is park your car in the driveway.
[00:36:45.500 --> 00:36:54.500]   Buy an inverter that connects to the battery that will transform your direct current electrical content on the battery to alternating current.
[00:36:54.500 --> 00:36:56.500]   It's called an inverter.
[00:36:56.500 --> 00:36:58.500]   Get something 800 watts.
[00:36:58.500 --> 00:37:00.500]   You can get an 800-watt inverter for probably $40.
[00:37:00.500 --> 00:37:02.500]   You can go up to a 2,000-watt inverter.
[00:37:02.500 --> 00:37:08.500]   These types of inverters will connect directly to a 2,000-watt inverter, probably around $120, $130.
[00:37:08.500 --> 00:37:14.500]   These types of inverters will connect directly to the battery on your car and not through the cigarette lighter.
[00:37:14.500 --> 00:37:20.500]   You can only run about 150, 200 watts off of a cigarette lighter.
[00:37:20.500 --> 00:37:22.500]   So they'll connect directly to the battery.
[00:37:22.500 --> 00:37:28.500]   Then you can just take an extension cord and use that extension cord to run from your car into your house.
[00:37:28.500 --> 00:37:35.500]   If you need to keep your refrigerator cold or your freezer cold, just turn your car on and run the car for a little bit.
[00:37:35.500 --> 00:37:47.500]   Just keep the battery charged while you are taking a large current load off of it and use that to run the refrigerator, cool everything down, and then unplug it for a while, and you can turn the car off.
[00:37:47.500 --> 00:37:51.500]   Make sure that you have an understanding of the wattage requirements.
[00:37:51.500 --> 00:37:53.500]   You can usually read the label.
[00:37:53.500 --> 00:37:57.500]   And if you have a big enough generator, then you can do this with even a high-power inverter.
[00:37:57.500 --> 00:38:03.500]   If you have a big enough inverter, you can run higher current things.
[00:38:03.500 --> 00:38:06.500]   The biggest challenge if you're on well water, you want to be able to run a well pump.
[00:38:06.500 --> 00:38:12.500]   So check the wattage requirements of your well pump and size your system appropriately.
[00:38:12.500 --> 00:38:17.500]   That's the simplest way for you to have power inside of your house using what you already have.
[00:38:17.500 --> 00:38:18.500]   You don't have to buy a generator.
[00:38:18.500 --> 00:38:22.500]   You can just use that, and it'll work effectively for you.
[00:38:22.500 --> 00:38:29.500]   You don't have to run the car if you're just going to use some simple low-draw items.
[00:38:29.500 --> 00:38:31.500]   You can run a small TV.
[00:38:31.500 --> 00:38:34.500]   You can run your--charge your phones up.
[00:38:34.500 --> 00:38:39.500]   You can run a laptop, DVDs playing for the children, things like that.
[00:38:39.500 --> 00:38:44.500]   You can do all of that for a few hours, run some lights without needing to run your car.
[00:38:44.500 --> 00:38:51.500]   If you're going to run significant power-draw items, then go ahead and turn the car on.
[00:38:51.500 --> 00:38:58.500]   Way simpler for most of us than dealing with a generator, dealing with storage, and dealing with keeping the generator going.
[00:38:58.500 --> 00:39:00.500]   It's a better system.
[00:39:00.500 --> 00:39:05.500]   If you like or if you're planning ahead, you can even use--just have an extra battery.
[00:39:05.500 --> 00:39:11.500]   You can purchase or if you have one in your RV or in your boat, just use a deep cycle marine battery.
[00:39:11.500 --> 00:39:14.500]   Keep it in your house and hook it up to a battery charger.
[00:39:14.500 --> 00:39:19.500]   Keep it topped off, and then when the power goes off, you can hook right up to it,
[00:39:19.500 --> 00:39:26.500]   put a pair of alligator clips onto the terminals coming out to a female cigarette lighter end.
[00:39:26.500 --> 00:39:32.500]   Put in a USB adapter, male cigarette lighter plug into a USB adapter.
[00:39:32.500 --> 00:39:34.500]   You can pull power off of that.
[00:39:34.500 --> 00:39:39.500]   You can run some lights off of that, hook your inverter up, and you can run some simple lights.
[00:39:39.500 --> 00:39:45.500]   Just use some LED, low-wattage LED or CFL bulbs.
[00:39:45.500 --> 00:39:48.500]   LED are superior to CFL, but CFL is perfectly fine.
[00:39:48.500 --> 00:39:50.500]   Just don't run incandescent.
[00:39:50.500 --> 00:39:52.500]   They're too power-hungry.
[00:39:52.500 --> 00:39:55.500]   Set up a battery system for yourself before you get a generator.
[00:39:55.500 --> 00:39:58.500]   People run out and buy generators, and there are a couple problems with it.
[00:39:58.500 --> 00:40:05.500]   Number one, they buy generators that are really annoying, that are mis-sized for their appropriate application for their house.
[00:40:05.500 --> 00:40:11.500]   They usually buy the biggest one they can, which are usually loud and obnoxious, and nobody actually wants to run them.
[00:40:11.500 --> 00:40:13.500]   And then people don't have enough fuel on hand.
[00:40:13.500 --> 00:40:18.500]   So get a smaller generator and store more fuel or just simply store the fuel and use your car.
[00:40:18.500 --> 00:40:21.500]   For most people, you don't need to run your whole house.
[00:40:21.500 --> 00:40:27.500]   You can set that up if that's important to you, but you don't need to run your whole house for a few days after a hurricane.
[00:40:27.500 --> 00:40:28.500]   Silly.
[00:40:28.500 --> 00:40:36.500]   For lighting, the best thing, of course, is obviously to use a battery system that you have and a low-wattage LED bulb.
[00:40:36.500 --> 00:40:41.500]   Just put that in a lamp fixture that you have or use flashlights.
[00:40:41.500 --> 00:40:42.500]   Use the flashlights that you have.
[00:40:42.500 --> 00:40:44.500]   A couple tips on flashlights.
[00:40:44.500 --> 00:40:51.500]   One thing that I have learned is that I always try to standardize my lights on AA and D-cell batteries.
[00:40:51.500 --> 00:40:59.500]   So if you're interested in frugal thriftiness, there's a massive difference in the amount of power that's available between a AAA and a AA,
[00:40:59.500 --> 00:41:04.500]   even though there's only a small difference in the actual size of the battery.
[00:41:04.500 --> 00:41:06.500]   I forget. I did the calculations one time.
[00:41:06.500 --> 00:41:10.500]   It's something like 75% more power in a AA than a AAA.
[00:41:10.500 --> 00:41:15.500]   This is important because if you buy a bunch of batteries and then you don't use them and you store them,
[00:41:15.500 --> 00:41:19.500]   batteries will, over time, discharge little by little.
[00:41:19.500 --> 00:41:24.500]   So if you use a bigger battery, it'll still have more power in it down the road.
[00:41:24.500 --> 00:41:30.500]   So if you're going to buy flashlights, if you're looking for a small one, try to find a AA flashlight instead of a AAA flashlight.
[00:41:30.500 --> 00:41:34.500]   If you're going to use a larger one, go with a D-cell versus a C-cell.
[00:41:34.500 --> 00:41:41.500]   D-cell flashlights are going to be your best items for emergencies because D-cell batteries will have a very long shelf life.
[00:41:41.500 --> 00:41:47.500]   They can last for 10 years and still have useful current in them, and you can find them.
[00:41:47.500 --> 00:41:48.500]   They're inexpensive to buy.
[00:41:48.500 --> 00:41:53.500]   So your best financial option is D-cell flashlights and AA flashlights.
[00:41:53.500 --> 00:41:56.500]   That'll save you money in the long run.
[00:41:56.500 --> 00:41:57.500]   You do have to look, though.
[00:41:57.500 --> 00:42:09.500]   They seem like AAA flashlights are a dime a dozen, but they're not nearly as good as a AA one, and D-cells are harder to find than C-cells as well.
[00:42:09.500 --> 00:42:11.500]   Which brings me finally to food and water.
[00:42:11.500 --> 00:42:12.500]   Water is simple.
[00:42:12.500 --> 00:42:16.500]   Just have multiple methods.
[00:42:16.500 --> 00:42:17.500]   Store some water.
[00:42:17.500 --> 00:42:21.500]   I think it's smart and intelligent to store water in small packages.
[00:42:21.500 --> 00:42:24.500]   You cannot beat the trays of water that you buy.
[00:42:24.500 --> 00:42:30.500]   And if you have small half-liter bottles, they're cheap to buy, to store, and easy to do.
[00:42:30.500 --> 00:42:37.500]   And if you have half-liter bottles, you can parse them out either individually for drinking water or use a little bit for brushing your teeth or whatever you need to do.
[00:42:37.500 --> 00:42:41.500]   So for drinking water, that's fine as a first thing.
[00:42:41.500 --> 00:42:44.500]   So store some water that's purchased and packaged.
[00:42:44.500 --> 00:42:45.500]   Contain some water.
[00:42:45.500 --> 00:42:50.500]   Just use pots and pans and fill your bathtub up with water to flush the toilet with.
[00:42:50.500 --> 00:42:52.500]   Use pots and pans.
[00:42:52.500 --> 00:42:54.500]   Most of this stuff is relatively short-term.
[00:42:54.500 --> 00:42:57.500]   Power outages and things like that are relatively short-term.
[00:42:57.500 --> 00:43:05.500]   So if you get all your pots out of the cupboard and fill them up with water from the sink, you're going to have many days' worth of drinking water set right there.
[00:43:05.500 --> 00:43:09.500]   Or use old soda bottles or old milk jugs that have been cleaned out, things like that.
[00:43:09.500 --> 00:43:13.500]   You can have plenty of drinking water, and it's very inexpensive to do.
[00:43:13.500 --> 00:43:28.500]   You want to make sure that you contain some water for sanitation to flush the toilets, fill the bathtub up, tape it over if you have a leak, and fill some garbage cans up out back if you don't have any rain barrels or water barrels as part of your normal house system.
[00:43:28.500 --> 00:43:31.500]   Which brings me finally to food.
[00:43:31.500 --> 00:43:33.500]   Number one, use up the food that you have.
[00:43:33.500 --> 00:43:34.500]   Fire up the barbecue.
[00:43:34.500 --> 00:43:35.500]   Cook the meat.
[00:43:35.500 --> 00:43:44.500]   A lot easier and more fun to cook the meat and enjoy it than it is to have it go bad and just clean out the refrigerator and cook a bunch of food and have a big party with your neighbors.
[00:43:44.500 --> 00:43:47.500]   If you have much more than that, then of course keep it cold.
[00:43:47.500 --> 00:43:56.500]   With regard to cooking, the simple and obvious scenario that most people use is a barbecue grill, especially if you have a barbecue grill that has a side burner that you can use with a pot.
[00:43:56.500 --> 00:44:03.500]   Just store a couple of propane canisters on your deck, and you're good to go with ability to cook.
[00:44:03.500 --> 00:44:05.500]   Good to have a couple of backup options.
[00:44:05.500 --> 00:44:10.500]   You can purchase – the simplest solution is you can purchase a little propane – well, excuse me.
[00:44:10.500 --> 00:44:15.500]   First, a little butane stove, a little single burner butane stove for about 20 bucks.
[00:44:15.500 --> 00:44:20.500]   The two major brands are Camp Chef or Coleman down at your local sporting goods store.
[00:44:20.500 --> 00:44:24.500]   For about 20 bucks, a single burner butane stove, and those work great.
[00:44:24.500 --> 00:44:26.500]   You buy the little butane canisters.
[00:44:26.500 --> 00:44:28.500]   These are the ones that are throwaway.
[00:44:28.500 --> 00:44:36.500]   They're small, about the size of a bottle of hairspray or something – that basic small aerosol can like a rattled paint can.
[00:44:36.500 --> 00:44:39.500]   They're about that size, and you slide those butane cylinders in there.
[00:44:39.500 --> 00:44:43.500]   You can buy those pretty inexpensively, and those store forever.
[00:44:43.500 --> 00:44:46.500]   So you can put back a dozen of them, and you're well squared away.
[00:44:46.500 --> 00:44:48.500]   Those burners work really well.
[00:44:48.500 --> 00:44:52.500]   It's what you see if you go to an omelet station at a fancy hotel, something like that.
[00:44:52.500 --> 00:44:56.500]   You'll often see that the chef there will be cooking on one of those small butane stoves.
[00:44:56.500 --> 00:45:00.500]   So they're simple and easy to use and super, super portable.
[00:45:00.500 --> 00:45:04.500]   If you live in a small apartment, super portable, super simple to use.
[00:45:04.500 --> 00:45:10.500]   There are also the various versions of Coleman stoves.
[00:45:10.500 --> 00:45:14.500]   The two-burner stoves, of course, many manufacturers, Coleman, Camp Chef, et cetera, will make them.
[00:45:14.500 --> 00:45:23.500]   You can run most of these off of either a propane bottle, those small – I can't remember the poundage – one-pound propane bottles that you can purchase.
[00:45:23.500 --> 00:45:26.500]   Those are also inexpensive, easy to use, two-burner stoves.
[00:45:26.500 --> 00:45:34.500]   Or you can purchase the Coleman dual-fuel stoves that will run on the Coleman fuel, on white gas, or on gasoline.
[00:45:34.500 --> 00:45:41.500]   If you want reliable redundancy, just purchase one of the Coleman stoves that will run off of gasoline.
[00:45:41.500 --> 00:45:48.500]   That way, when you use the gasoline that you have stored for your generator or for your car, you can use exactly the same gasoline in your stove.
[00:45:48.500 --> 00:45:55.500]   And gasoline is often going to be one of your easiest fuels to find in a time of crisis or shortage.
[00:45:55.500 --> 00:45:57.500]   So those are just a few simple tips.
[00:45:57.500 --> 00:46:09.500]   I hope they're useful off the top of my head, but I hope those are just some simple and practical tips that will help you for those of you who have not thought a lot about this particular aspect of financial planning.
[00:46:09.500 --> 00:46:16.500]   And then as I close out today's show and get back to work here at my place, I would beg of you this.
[00:46:16.500 --> 00:46:24.500]   Most events are more about the cleanup than they are during the acute event.
[00:46:24.500 --> 00:46:26.500]   The cleanup is what's drudgery.
[00:46:26.500 --> 00:46:35.500]   The cleanup after the flood is drudgery because the adrenaline is gone, everyone's fine, and now you're just faced with a whole lot of work.
[00:46:35.500 --> 00:46:43.500]   So in that process, please, I beg of you, don't be stupid once the acute event has passed.
[00:46:43.500 --> 00:46:51.500]   If you're going to buy a chainsaw to chop up the tree that's in your yard, make sure that you have chainsaw shafts to wear as well to protect yourself.
[00:46:51.500 --> 00:46:55.500]   Cutting up the tree is not worth cutting off your leg.
[00:46:55.500 --> 00:47:00.500]   If you're going to go out and pull down the branches, wear gloves, wear protective gear.
[00:47:00.500 --> 00:47:03.500]   Don't wade around in the water unnecessarily.
[00:47:03.500 --> 00:47:05.500]   All that stuff applies.
[00:47:05.500 --> 00:47:07.500]   Just be careful and be safe.
[00:47:07.500 --> 00:47:19.500]   If you look at disasters around the world, you'll constantly find that in many poor countries, people die due to the lack of basic quality houses.
[00:47:19.500 --> 00:47:30.500]   As we here in the United States and in the West look at Hurricane Harvey and more in the devastation there, it's my guess right now.
[00:47:30.500 --> 00:47:36.500]   I think the loss of life is under around a dozen, maybe a dozen or two.
[00:47:36.500 --> 00:47:38.500]   I can't remember the current number.
[00:47:38.500 --> 00:47:49.500]   At the same time, in the past month, there have been over 1,200 people that have died from flooding in Bangladesh, Nepal, and India.
[00:47:49.500 --> 00:47:55.500]   The monsoon season has brought huge devastation affecting millions of people.
[00:47:55.500 --> 00:48:07.500]   I've heard estimates of up to 40 million people affected by the flooding there in Bangladesh, Nepal, and India and over 1,200 deaths.
[00:48:07.500 --> 00:48:11.500]   Be thankful that you don't live in Bangladesh, Nepal, and India.
[00:48:11.500 --> 00:48:15.500]   If you do live in Bangladesh, Nepal, and India, let me know how we can help.
[00:48:15.500 --> 00:48:17.500]   I wish I could do something.
[00:48:17.500 --> 00:48:21.500]   It just seems impossible on the other side of the world and I have no contacts there.
[00:48:21.500 --> 00:48:33.500]   In many of the storms and events here in the United States where we have good basic infrastructure, people die not from problems and flaws of infrastructure,
[00:48:33.500 --> 00:48:38.500]   but because of ill-considered actions.
[00:48:38.500 --> 00:48:43.500]   So please don't join them.
[00:48:43.500 --> 00:48:47.500]   With that, I need to go and check the 5 o'clock update and get back to work.
[00:48:47.500 --> 00:48:50.500]   I will be back with you all as soon as I'm able to be.
[00:48:50.500 --> 00:48:51.500]   Have a great day.
[00:48:52.500 --> 00:48:57.500]   This show is part of the Radical Life Media network of podcasts and resources.
[00:48:57.500 --> 00:49:02.500]   Find out more at RadicalLifeMedia.com
[00:49:02.500 --> 00:49:04.500]   Struggling with your electric bill?
[00:49:04.500 --> 00:49:07.500]   Get an energy assist from SDG&E and SAFE.
[00:49:07.500 --> 00:49:11.500]   You may qualify for an 18% discount.
[00:49:11.500 --> 00:49:16.500]   Visit SDG.com/FERA to find out more.
[00:49:16.500 --> 00:49:19.840]   [MUSIC PLAYING]

