
[00:00:00.000 --> 00:00:12.000]   these are
[00:38:03.920 --> 00:38:05.920]   And I think that's something that's been happening.
[00:38:05.920 --> 00:38:07.920]   And I think that's something that's been happening.
[00:38:07.920 --> 00:38:09.920]   And I think that's something that's been happening.
[00:38:09.920 --> 00:38:11.920]   And I think that's something that's been happening.
[00:38:11.920 --> 00:38:13.920]   And I think that's something that's been happening.
[00:38:13.920 --> 00:38:15.920]   And I think that's something that's been happening.
[00:38:15.920 --> 00:38:17.920]   And I think that's something that's been happening.
[00:38:17.920 --> 00:38:19.920]   And I think that's something that's been happening.
[00:38:19.920 --> 00:38:21.920]   And I think that's something that's been happening.
[00:38:21.920 --> 00:38:23.920]   And I think that's something that's been happening.
[00:38:23.920 --> 00:38:25.920]   And I think that's something that's been happening.
[00:38:25.920 --> 00:38:27.920]   And I think that's something that's been happening.
[00:38:27.920 --> 00:38:29.920]   And I think that's something that's been happening.
[00:38:29.920 --> 00:38:31.920]   And I think that's something that's been happening.
[00:38:31.920 --> 00:38:33.920]   And I think that's something that's been happening.
[00:38:33.920 --> 00:38:35.920]   And I think that's something that's been happening.
[00:38:35.920 --> 00:38:37.920]   And I think that's something that's been happening.
[00:38:37.920 --> 00:38:39.920]   And I think that's something that's been happening.
[00:38:39.920 --> 00:38:41.920]   And I think that's something that's been happening.
[00:38:41.920 --> 00:38:43.920]   And I think that's something that's been happening.
[00:38:43.920 --> 00:38:45.920]   And I think that's something that's been happening.
[00:38:45.920 --> 00:38:47.920]   And I think that's something that's been happening.
[00:38:47.920 --> 00:38:49.920]   And I think that's something that's been happening.
[00:38:49.920 --> 00:38:51.920]   And I think that's something that's been happening.
[00:38:51.920 --> 00:38:53.920]   And I think that's something that's been happening.
[00:38:53.920 --> 00:38:55.920]   And I think that's something that's been happening.
[00:38:55.920 --> 00:38:56.920]   And I think that's something that's been happening.
[00:38:56.920 --> 00:38:58.920]   And I think that's something that's been happening.
[00:38:58.920 --> 00:39:00.920]   And I think that's something that's been happening.
[00:39:00.920 --> 00:39:02.920]   And I think that's something that's been happening.
[00:39:02.920 --> 00:39:04.920]   And I think that's something that's been happening.
[00:39:04.920 --> 00:39:06.920]   And I think that's something that's been happening.
[00:39:06.920 --> 00:39:08.920]   And I think that's something that's been happening.
[00:39:08.920 --> 00:39:10.920]   And I think that's something that's been happening.
[00:39:10.920 --> 00:39:12.920]   And I think that's something that's been happening.
[00:39:12.920 --> 00:39:14.920]   And I think that's something that's been happening.
[00:39:14.920 --> 00:39:16.920]   And I think that's something that's been happening.
[00:39:16.920 --> 00:39:18.920]   And I think that's something that's been happening.
[00:39:18.920 --> 00:39:20.920]   And I think that's something that's been happening.
[00:39:20.920 --> 00:39:22.920]   And I think that's something that's been happening.
[00:39:22.920 --> 00:39:24.920]   And I think that's something that's been happening.
[00:39:24.920 --> 00:39:25.920]   And I think that's something that's been happening.
[00:39:25.920 --> 00:39:27.920]   And I think that's something that's been happening.
[00:39:27.920 --> 00:39:29.920]   And I think that's something that's been happening.
[00:39:29.920 --> 00:39:31.920]   And I think that's something that's been happening.
[00:39:31.920 --> 00:39:33.920]   And I think that's something that's been happening.
[00:39:33.920 --> 00:39:35.920]   And I think that's something that's been happening.
[00:39:35.920 --> 00:39:37.920]   And I think that's something that's been happening.
[00:39:37.920 --> 00:39:39.920]   And I think that's something that's been happening.
[00:39:39.920 --> 00:39:41.920]   And I think that's something that's been happening.
[00:39:41.920 --> 00:39:43.920]   And I think that's something that's been happening.
[00:39:43.920 --> 00:39:45.920]   And I think that's something that's been happening.
[00:39:45.920 --> 00:39:47.920]   And I think that's something that's been happening.
[00:39:47.920 --> 00:39:49.920]   And I think that's something that's been happening.
[00:39:49.920 --> 00:39:51.920]   And I think that's something that's been happening.
[00:39:51.920 --> 00:39:53.920]   And I think that's something that's been happening.
[00:39:53.920 --> 00:39:54.920]   And I think that's something that's been happening.
[00:39:54.920 --> 00:39:55.920]   And I think that's something that's been happening.
[00:39:55.920 --> 00:39:56.920]   And I think that's something that's been happening.
[00:39:56.920 --> 00:39:57.920]   And I think that's something that's been happening.
[00:39:57.920 --> 00:39:58.920]   And I think that's something that's been happening.
[00:39:58.920 --> 00:39:59.920]   And I think that's something that's been happening.
[00:39:59.920 --> 00:40:00.920]   And I think that's something that's been happening.
[00:40:00.920 --> 00:40:01.920]   And I think that's something that's been happening.
[00:40:01.920 --> 00:40:02.920]   And I think that's something that's been happening.
[00:40:02.920 --> 00:40:03.920]   And I think that's something that's been happening.
[00:40:03.920 --> 00:40:04.920]   And I think that's something that's been happening.
[00:40:04.920 --> 00:40:05.920]   And I think that's something that's been happening.
[00:40:05.920 --> 00:40:06.920]   And I think that's something that's been happening.
[00:40:06.920 --> 00:40:07.920]   And I think that's something that's been happening.
[00:40:07.920 --> 00:40:08.920]   And I think that's something that's been happening.
[00:40:08.920 --> 00:40:09.920]   And I think that's something that's been happening.
[00:40:09.920 --> 00:40:10.920]   And I think that's something that's been happening.
[00:40:10.920 --> 00:40:11.920]   And I think that's something that's been happening.
[00:40:11.920 --> 00:40:12.920]   And I think that's something that's been happening.
[00:40:12.920 --> 00:40:13.920]   And I think that's something that's been happening.
[00:40:13.920 --> 00:40:14.920]   And I think that's something that's been happening.
[00:40:14.920 --> 00:40:15.920]   And I think that's something that's been happening.
[00:40:15.920 --> 00:40:16.920]   And I think that's something that's been happening.
[00:40:16.920 --> 00:40:17.920]   And I think that's something that's been happening.
[00:40:17.920 --> 00:40:18.920]   And I think that's something that's been happening.
[00:40:18.920 --> 00:40:19.920]   And I think that's something that's been happening.
[00:40:19.920 --> 00:40:20.920]   And I think that's something that's been happening.
[00:40:20.920 --> 00:40:21.920]   And I think that's something that's been happening.
[00:40:21.920 --> 00:40:22.920]   And I think that's something that's been happening.
[00:40:22.920 --> 00:40:23.920]   And I think that's something that's been happening.
[00:40:23.920 --> 00:40:24.920]   And I think that's something that's been happening.
[00:40:24.920 --> 00:40:25.920]   And I think that's something that's been happening.
[00:40:25.920 --> 00:40:26.920]   And I think that's something that's been happening.
[00:40:26.920 --> 00:40:27.920]   And I think that's something that's been happening.
[00:40:27.920 --> 00:40:28.920]   And I think that's something that's been happening.
[00:40:28.920 --> 00:40:29.920]   And I think that's something that's been happening.
[00:40:29.920 --> 00:40:30.920]   And I think that's something that's been happening.
[00:40:30.920 --> 00:40:31.920]   And I think that's something that's been happening.
[00:40:31.920 --> 00:40:32.920]   And I think that's something that's been happening.
[00:40:32.920 --> 00:40:33.920]   And I think that's something that's been happening.
[00:40:33.920 --> 00:40:34.920]   And I think that's something that's been happening.
[00:40:34.920 --> 00:40:35.920]   And I think that's something that's been happening.
[00:40:35.920 --> 00:40:36.920]   And I think that's something that's been happening.
[00:40:36.920 --> 00:40:37.920]   And I think that's something that's been happening.
[00:40:37.920 --> 00:40:38.920]   And I think that's something that's been happening.
[00:40:38.920 --> 00:40:39.920]   And I think that's something that's been happening.
[00:40:39.920 --> 00:40:40.920]   And I think that's something that's been happening.
[00:40:40.920 --> 00:40:41.920]   And I think that's something that's been happening.
[00:40:41.920 --> 00:40:42.920]   And I think that's something that's been happening.
[00:40:42.920 --> 00:40:43.920]   And I think that's something that's been happening.
[00:40:43.920 --> 00:40:44.920]   And I think that's something that's been happening.
[00:40:44.920 --> 00:40:45.920]   And I think that's something that's been happening.
[00:40:45.920 --> 00:40:46.920]   And I think that's something that's been happening.
[00:40:46.920 --> 00:40:47.920]   And I think that's something that's been happening.
[00:40:47.920 --> 00:40:48.920]   And I think that's something that's been happening.
[00:40:48.920 --> 00:40:49.920]   And I think that's something that's been happening.
[00:40:49.920 --> 00:40:50.920]   And I think that's something that's been happening.
[00:40:50.920 --> 00:40:51.920]   And I think that's something that's been happening.
[00:40:51.920 --> 00:40:52.920]   And I think that's something that's been happening.
[00:40:52.920 --> 00:40:53.920]   And I think that's something that's been happening.
[00:40:53.920 --> 00:40:54.920]   And I think that's something that's been happening.
[00:40:54.920 --> 00:40:55.920]   And I think that's something that's been happening.
[00:40:55.920 --> 00:40:56.920]   And I think that's something that's been happening.
[00:40:56.920 --> 00:40:57.920]   And I think that's something that's been happening.
[00:40:57.920 --> 00:40:58.920]   And I think that's something that's been happening.
[00:40:58.920 --> 00:40:59.920]   And I think that's something that's been happening.
[00:40:59.920 --> 00:41:00.920]   And I think that's something that's been happening.
[00:41:00.920 --> 00:41:01.920]   And I think that's something that's been happening.
[00:41:01.920 --> 00:41:02.920]   And I think that's something that's been happening.
[00:41:02.920 --> 00:41:03.920]   And I think that's something that's been happening.
[00:41:03.920 --> 00:41:04.920]   And I think that's something that's been happening.
[00:41:04.920 --> 00:41:05.920]   And I think that's something that's been happening.
[00:41:05.920 --> 00:41:06.920]   And I think that's something that's been happening.
[00:41:06.920 --> 00:41:07.920]   And I think that's something that's been happening.
[00:41:07.920 --> 00:41:08.920]   And I think that's something that's been happening.
[00:41:08.920 --> 00:41:09.920]   And I think that's something that's been happening.
[00:41:09.920 --> 00:41:10.920]   And I think that's something that's been happening.
[00:41:10.920 --> 00:41:11.920]   And I think that's something that's been happening.
[00:41:11.920 --> 00:41:12.920]   And I think that's something that's been happening.
[00:41:12.920 --> 00:41:13.920]   And I think that's something that's been happening.
[00:41:13.920 --> 00:41:14.920]   And I think that's something that's been happening.
[00:41:14.920 --> 00:41:15.920]   And I think that's something that's been happening.
[00:41:15.920 --> 00:41:16.920]   And I think that's something that's been happening.
[00:41:16.920 --> 00:41:17.920]   And I think that's something that's been happening.
[00:41:17.920 --> 00:41:18.920]   And I think that's something that's been happening.
[00:41:18.920 --> 00:41:19.920]   And I think that's something that's been happening.
[00:41:19.920 --> 00:41:20.920]   And I think that's something that's been happening.
[00:41:20.920 --> 00:41:21.920]   And I think that's something that's been happening.
[00:41:21.920 --> 00:41:22.920]   And I think that's something that's been happening.
[00:41:22.920 --> 00:41:23.920]   And I think that's something that's been happening.
[00:41:23.920 --> 00:41:24.920]   And I think that's something that's been happening.
[00:41:24.920 --> 00:41:25.920]   And I think that's something that's been happening.
[00:41:25.920 --> 00:41:26.920]   And I think that's something that's been happening.
[00:41:26.920 --> 00:41:27.920]   And I think that's something that's been happening.
[00:41:27.920 --> 00:41:28.920]   And I think that's something that's been happening.
[00:41:28.920 --> 00:41:29.920]   And I think that's something that's been happening.
[00:41:29.920 --> 00:41:30.920]   And I think that's something that's been happening.
[00:41:30.920 --> 00:41:31.920]   And I think that's something that's been happening.
[00:41:31.920 --> 00:41:32.920]   And I think that's something that's been happening.
[00:41:32.920 --> 00:41:33.920]   And I think that's something that's been happening.
[00:41:33.920 --> 00:41:34.920]   And I think that's something that's been happening.
[00:41:34.920 --> 00:41:35.920]   And I think that's something that's been happening.
[00:41:35.920 --> 00:41:36.920]   And I think that's something that's been happening.
[00:41:36.920 --> 00:41:37.920]   And I think that's something that's been happening.
[00:41:37.920 --> 00:41:38.920]   And I think that's something that's been happening.
[00:41:38.920 --> 00:41:39.920]   And I think that's something that's been happening.
[00:41:39.920 --> 00:41:40.920]   And I think that's something that's been happening.
[00:41:40.920 --> 00:41:41.920]   And I think that's something that's been happening.
[00:41:41.920 --> 00:41:42.920]   And I think that's something that's been happening.
[00:41:42.920 --> 00:41:43.920]   And I think that's something that's been happening.
[00:41:43.920 --> 00:41:44.920]   And I think that's something that's been happening.
[00:41:44.920 --> 00:41:45.920]   And I think that's something that's been happening.
[00:41:45.920 --> 00:41:46.920]   And I think that's something that's been happening.
[00:41:46.920 --> 00:41:51.400]   In that moment, and please correct me if I'm wrong, the Biden administration also
[00:41:51.400 --> 00:41:54.940]   said they don't want that nuanced decision.
[00:41:54.940 --> 00:41:58.080]   They wanted Roe voted up or down in its entirety.
[00:41:58.080 --> 00:41:59.080]   Is that right?
[00:41:59.080 --> 00:42:04.320]   You know, I'm not I'm pretty sure that that nobody, including the lawyers, liked,
[00:42:04.320 --> 00:42:06.300]   like the alternative ground.
[00:42:06.300 --> 00:42:07.300]   I think that is right.
[00:42:07.300 --> 00:42:09.400]   Because it's an optical illusion.
[00:42:09.400 --> 00:42:15.420]   The chief is a sophisticated guy who is very aware of all these issues related to public
[00:42:15.420 --> 00:42:16.820]   opinion and the court.
[00:42:16.820 --> 00:42:23.540]   He knows how strident the reaction would be and will be if Roe versus Wade is overruled.
[00:42:23.540 --> 00:42:27.700]   And so he'd rather take this step by step and kind of like turn up the temperature of
[00:42:27.700 --> 00:42:32.980]   the water to a slower boil so that it's less of a surprise if and when Roe versus Wade
[00:42:32.980 --> 00:42:36.760]   is overruled five years from now, because he doesn't have to go that far today.
[00:42:36.760 --> 00:42:41.680]   On the other hand, you know, movement conservatives realize, look, you know, Justice Scalia died,
[00:42:41.680 --> 00:42:42.680]   a lot can change.
[00:42:42.680 --> 00:42:43.680]   We've got our shot.
[00:42:43.680 --> 00:42:45.680]   Let's take it right now.
[00:42:45.680 --> 00:42:46.800]   And our
[00:42:46.800 --> 00:42:50.980]   at least at the the initial vote, we're willing to be super aggressive.
[00:42:50.980 --> 00:42:54.260]   And that apparent that seems to be the debate that's playing out now and in these leaks
[00:42:54.260 --> 00:42:58.480]   is, you know, what will happen with Kavanaugh and Barrett and will they go with the chief
[00:42:58.480 --> 00:43:00.480]   or instead with the leader stronger opinion?
[00:43:00.480 --> 00:43:01.480]   Exactly.
[00:43:01.480 --> 00:43:03.860]   So this is what I wanted to ask both of you.
[00:43:03.860 --> 00:43:08.180]   How does this play out from here inside the court itself?
[00:43:08.180 --> 00:43:13.040]   And is there a chance that this draft isn't the ultimate decision?
[00:43:13.040 --> 00:43:15.480]   Is there a way that there can be a middle ground path?
[00:43:15.480 --> 00:43:16.780]   Like what happens from here?
[00:43:16.780 --> 00:43:21.660]   Or is this basically a fait accompli as as as written right now?
[00:43:21.660 --> 00:43:24.320]   So I'll let Tom talk about the leak.
[00:43:24.320 --> 00:43:27.660]   And he's got some theories about what might have happened.
[00:43:27.660 --> 00:43:30.600]   It is this was the first draft.
[00:43:30.600 --> 00:43:35.760]   You can see that on the copy that Politico published.
[00:43:35.760 --> 00:43:40.780]   And it is from apparently from back in February, the argument was in December.
[00:43:40.780 --> 00:43:46.280]   Yeah, nobody expected to get the decision in this case, in all likelihood until late
[00:43:46.280 --> 00:43:46.760]   June.
[00:43:46.760 --> 00:43:52.520]   And so, you know, I do think that there is a chance that the opinion could change in
[00:43:52.520 --> 00:43:53.520]   some way.
[00:43:53.520 --> 00:43:59.760]   It might not have quite as strong a tone or it's possible that what's going on behind
[00:43:59.760 --> 00:44:06.880]   the scenes and we just don't know it is some sort of effort to move justices away from
[00:44:06.880 --> 00:44:14.540]   this opinion to this alternative ground that the chief was advocating for at the oral argument
[00:44:14.540 --> 00:44:15.540]   in December.
[00:44:15.540 --> 00:44:16.740]   You know, I'll let Tom talk about that.
[00:44:16.740 --> 00:44:17.740]   Yeah, I think that's a great point.
[00:44:17.740 --> 00:44:18.740]   And I think that's a great point.
[00:44:18.740 --> 00:44:19.740]   And I think that's a great point.
[00:44:19.740 --> 00:44:20.740]   And I think that's a great point.
[00:44:20.740 --> 00:44:21.740]   And I think that's a great point.
[00:44:21.740 --> 00:44:22.740]   And I think that's a great point.
[00:44:22.740 --> 00:44:23.740]   And I think that's a great point.
[00:44:23.740 --> 00:44:24.740]   And I think that's a great point.
[00:44:24.740 --> 00:44:25.740]   And I think that's a great point.
[00:44:25.740 --> 00:44:26.740]   And I think that's a great point.
[00:44:26.740 --> 00:44:27.740]   And I think that's a great point.
[00:44:27.740 --> 00:44:28.740]   And I think that's a great point.
[00:44:28.740 --> 00:44:29.740]   And I think that's a great point.
[00:44:29.740 --> 00:44:30.740]   And I think that's a great point.
[00:44:30.740 --> 00:44:31.740]   And I think that's a great point.
[00:44:31.740 --> 00:44:32.740]   And I think that's a great point.
[00:44:32.740 --> 00:44:33.740]   And I think that's a great point.
[00:44:33.740 --> 00:44:34.740]   And I think that's a great point.
[00:44:34.740 --> 00:44:35.740]   And I think that's a great point.
[00:44:35.740 --> 00:44:36.740]   And I think that's a great point.
[00:44:36.740 --> 00:44:37.740]   And I think that's a great point.
[00:44:37.740 --> 00:44:38.740]   And I think that's a great point.
[00:44:38.740 --> 00:44:39.740]   And I think that's a great point.
[00:44:39.740 --> 00:44:40.740]   And I think that's a great point.
[00:44:40.740 --> 00:44:41.740]   And I think that's a great point.
[00:44:41.740 --> 00:44:42.740]   And I think that's a great point.
[00:44:42.740 --> 00:44:43.740]   And I think that's a great point.
[00:44:43.740 --> 00:44:44.740]   And I think that's a great point.
[00:44:44.740 --> 00:44:45.740]   And I think that's a great point.
[00:44:45.740 --> 00:44:46.740]   And I think that's a great point.
[00:44:46.740 --> 00:44:47.740]   And I think that's a great point.
[00:44:47.740 --> 00:44:48.740]   And I think that's a great point.
[00:44:48.740 --> 00:44:49.740]   And I think that's a great point.
[00:44:49.740 --> 00:44:50.740]   And I think that's a great point.
[00:44:50.740 --> 00:44:51.740]   And I think that's a great point.
[00:44:51.740 --> 00:44:52.740]   And I think that's a great point.
[00:44:52.740 --> 00:44:53.740]   And I think that's a great point.
[00:44:53.740 --> 00:44:54.740]   And I think that's a great point.
[00:44:54.740 --> 00:44:55.740]   And I think that's a great point.
[00:44:55.740 --> 00:44:56.740]   And I think that's a great point.
[00:44:56.740 --> 00:44:57.740]   And I think that's a great point.
[00:44:57.740 --> 00:44:58.740]   And I think that's a great point.
[00:44:58.740 --> 00:44:59.740]   And I think that's a great point.
[00:44:59.740 --> 00:45:00.740]   And I think that's a great point.
[00:45:00.740 --> 00:45:01.740]   And I think that's a great point.
[00:45:01.740 --> 00:45:02.740]   And I think that's a great point.
[00:45:02.740 --> 00:45:03.740]   And I think that's a great point.
[00:45:03.740 --> 00:45:04.740]   And I think that's a great point.
[00:45:04.740 --> 00:45:05.740]   And I think that's a great point.
[00:45:05.740 --> 00:45:06.740]   And I think that's a great point.
[00:45:06.740 --> 00:45:07.740]   And I think that's a great point.
[00:45:07.740 --> 00:45:08.740]   And I think that's a great point.
[00:45:08.740 --> 00:45:09.740]   And I think that's a great point.
[00:45:09.740 --> 00:45:10.740]   And I think that's a great point.
[00:45:10.740 --> 00:45:11.740]   And I think that's a great point.
[00:45:11.740 --> 00:45:12.740]   And I think that's a great point.
[00:45:12.740 --> 00:45:13.740]   And I think that's a great point.
[00:45:13.740 --> 00:45:14.740]   And I think that's a great point.
[00:45:14.740 --> 00:45:15.740]   And I think that's a great point.
[00:45:15.740 --> 00:45:16.740]   And I think that's a great point.
[00:45:16.740 --> 00:45:17.740]   And I think that's a great point.
[00:45:17.740 --> 00:45:18.740]   And I think that's a great point.
[00:45:18.740 --> 00:45:19.740]   And I think that's a great point.
[00:45:19.740 --> 00:45:20.740]   And I think that's a great point.
[00:45:20.740 --> 00:45:21.740]   And I think that's a great point.
[00:45:21.740 --> 00:45:22.740]   And I think that's a great point.
[00:45:22.740 --> 00:45:23.740]   And I think that's a great point.
[00:45:23.740 --> 00:45:24.740]   And I think that's a great point.
[00:45:24.740 --> 00:45:25.740]   And I think that's a great point.
[00:45:25.740 --> 00:45:26.740]   And I think that's a great point.
[00:45:26.740 --> 00:45:27.740]   And I think that's a great point.
[00:45:27.740 --> 00:45:28.740]   And I think that's a great point.
[00:45:28.740 --> 00:45:29.740]   And I think that's a great point.
[00:45:29.740 --> 00:45:30.740]   And I think that's a great point.
[00:45:30.740 --> 00:45:31.740]   And I think that's a great point.
[00:45:31.740 --> 00:45:32.740]   And I think that's a great point.
[00:45:32.740 --> 00:45:33.740]   And I think that's a great point.
[00:45:33.740 --> 00:45:34.740]   And I think that's a great point.
[00:45:34.740 --> 00:45:35.740]   And I think that's a great point.
[00:45:35.740 --> 00:45:36.740]   And I think that's a great point.
[00:45:36.740 --> 00:45:37.740]   And I think that's a great point.
[00:45:37.740 --> 00:45:38.740]   And I think that's a great point.
[00:45:38.740 --> 00:45:39.740]   And I think that's a great point.
[00:45:39.740 --> 00:45:40.740]   And I think that's a great point.
[00:45:40.740 --> 00:45:41.740]   And I think that's a great point.
[00:45:41.740 --> 00:45:42.740]   And I think that's a great point.
[00:45:42.740 --> 00:45:43.740]   And I think that's a great point.
[00:45:43.740 --> 00:45:44.740]   And I think that's a great point.
[00:45:44.740 --> 00:45:45.740]   And I think that's a great point.
[00:45:45.740 --> 00:45:46.740]   And I think that's a great point.
[00:45:46.740 --> 00:45:47.740]   And I think that's a great point.
[00:45:47.740 --> 00:45:48.740]   And I think that's a great point.
[00:45:48.740 --> 00:45:49.740]   And I think that's a great point.
[00:45:49.740 --> 00:45:50.740]   And I think that's a great point.
[00:45:50.740 --> 00:45:51.740]   And I think that's a great point.
[00:45:51.740 --> 00:45:52.740]   And I think that's a great point.
[00:45:52.740 --> 00:45:53.740]   And I think that's a great point.
[00:45:53.740 --> 00:45:54.740]   And I think that's a great point.
[00:45:54.740 --> 00:45:55.740]   And I think that's a great point.
[00:45:55.740 --> 00:45:56.740]   And I think that's a great point.
[00:45:56.740 --> 00:45:57.740]   And I think that's a great point.
[00:45:57.740 --> 00:45:58.740]   And I think that's a great point.
[00:45:58.740 --> 00:45:59.740]   And I think that's a great point.
[00:45:59.740 --> 00:46:00.740]   And I think that's a great point.
[00:46:00.740 --> 00:46:01.740]   And I think that's a great point.
[00:46:01.740 --> 00:46:02.740]   And I think that's a great point.
[00:46:02.740 --> 00:46:03.740]   And I think that's a great point.
[00:46:03.740 --> 00:46:04.740]   And I think that's a great point.
[00:46:04.740 --> 00:46:05.740]   And I think that's a great point.
[00:46:05.740 --> 00:46:06.740]   And I think that's a great point.
[00:46:06.740 --> 00:46:07.740]   And I think that's a great point.
[00:46:07.740 --> 00:46:08.740]   And I think that's a great point.
[00:46:08.740 --> 00:46:09.740]   And I think that's a great point.
[00:46:09.740 --> 00:46:10.740]   And I think that's a great point.
[00:46:10.740 --> 00:46:11.740]   And I think that's a great point.
[00:46:11.740 --> 00:46:12.740]   And I think that's a great point.
[00:46:12.740 --> 00:46:13.740]   And I think that's a great point.
[00:46:13.740 --> 00:46:14.740]   And I think that's a great point.
[00:46:14.740 --> 00:46:15.740]   And I think that's a great point.
[00:46:15.740 --> 00:46:16.740]   And I think that's a great point.
[00:46:16.740 --> 00:46:17.740]   And I think that's a great point.
[00:46:17.740 --> 00:46:18.740]   And I think that's a great point.
[00:46:18.740 --> 00:46:19.740]   And I think that's a great point.
[00:46:19.740 --> 00:46:20.740]   And I think that's a great point.
[00:46:20.740 --> 00:46:21.740]   And I think that's a great point.
[00:46:21.740 --> 00:46:22.740]   And I think that's a great point.
[00:46:22.740 --> 00:46:23.740]   And I think that's a great point.
[00:46:23.740 --> 00:46:24.740]   And I think that's a great point.
[00:46:24.740 --> 00:46:25.740]   And I think that's a great point.
[00:46:25.740 --> 00:46:26.740]   And I think that's a great point.
[00:46:26.740 --> 00:46:27.740]   And I think that's a great point.
[00:46:27.740 --> 00:46:28.740]   And I think that's a great point.
[00:46:28.740 --> 00:46:29.740]   And I think that's a great point.
[00:46:29.740 --> 00:46:30.740]   And I think that's a great point.
[00:46:30.740 --> 00:46:31.740]   And I think that's a great point.
[00:46:31.740 --> 00:46:32.740]   And I think that's a great point.
[00:46:32.740 --> 00:46:33.740]   And I think that's a great point.
[00:46:33.740 --> 00:46:34.740]   And I think that's a great point.
[00:46:34.740 --> 00:46:35.740]   And I think that's a great point.
[00:46:35.740 --> 00:46:36.740]   And I think that's a great point.
[00:46:36.740 --> 00:46:37.740]   And I think that's a great point.
[00:46:37.740 --> 00:46:38.740]   And I think that's a great point.
[00:46:38.740 --> 00:46:39.740]   And I think that's a great point.
[00:46:39.740 --> 00:46:40.740]   And I think that's a great point.
[00:46:40.740 --> 00:46:41.740]   And I think that's a great point.
[00:46:41.740 --> 00:46:42.740]   And I think that's a great point.
[00:46:42.740 --> 00:46:43.740]   And I think that's a great point.
[00:46:43.740 --> 00:46:44.740]   And I think that's a great point.
[00:46:44.740 --> 00:46:45.740]   And I think that's a great point.
[00:46:45.740 --> 00:46:46.740]   And I think that's a great point.
[00:46:46.740 --> 00:46:47.740]   And I think that's a great point.
[00:46:47.740 --> 00:46:48.740]   And I think that's a great point.
[00:46:48.740 --> 00:46:49.740]   And I think that's a great point.
[00:46:49.740 --> 00:46:50.740]   And I think that's a great point.
[00:46:50.740 --> 00:46:51.740]   And I think that's a great point.
[00:46:51.740 --> 00:46:52.740]   And I think that's a great point.
[00:46:52.740 --> 00:46:53.740]   And I think that's a great point.
[00:46:53.740 --> 00:46:54.740]   And I think that's a great point.
[00:46:54.740 --> 00:46:55.740]   And I think that's a great point.
[00:46:55.740 --> 00:46:56.740]   And I think that's a great point.
[00:46:56.740 --> 00:46:57.740]   And I think that's a great point.
[00:46:57.740 --> 00:46:58.740]   And I think that's a great point.
[00:46:58.740 --> 00:46:59.740]   And I think that's a great point.
[00:46:59.740 --> 00:47:00.740]   And I think that's a great point.
[00:47:00.740 --> 00:47:01.740]   And I think that's a great point.
[00:47:01.740 --> 00:47:02.740]   And I think that's a great point.
[00:47:02.740 --> 00:47:03.740]   And I think that's a great point.
[00:47:03.740 --> 00:47:04.740]   And I think that's a great point.
[00:47:04.740 --> 00:47:05.740]   And I think that's a great point.
[00:47:05.740 --> 00:47:06.740]   And I think that's a great point.
[00:47:06.740 --> 00:47:07.740]   And I think that's a great point.
[00:47:07.740 --> 00:47:08.740]   And I think that's a great point.
[00:47:08.740 --> 00:47:09.740]   And I think that's a great point.
[00:47:09.740 --> 00:47:10.740]   And I think that's a great point.
[00:47:10.740 --> 00:47:11.740]   And I think that's a great point.
[00:47:11.740 --> 00:47:12.740]   And I think that's a great point.
[00:47:12.740 --> 00:47:13.740]   And I think that's a great point.
[00:47:13.740 --> 00:47:14.740]   And I think that's a great point.
[00:47:14.740 --> 00:47:15.740]   And I think that's a great point.
[00:47:15.740 --> 00:47:16.740]   And I think that's a great point.
[00:47:16.740 --> 00:47:17.740]   And I think that's a great point.
[00:47:17.740 --> 00:47:18.740]   And I think that's a great point.
[00:47:18.740 --> 00:47:19.740]   And I think that's a great point.
[00:47:19.740 --> 00:47:20.740]   And I think that's a great point.
[00:47:20.740 --> 00:47:21.740]   And I think that's a great point.
[00:47:21.740 --> 00:47:22.740]   And I think that's a great point.
[00:47:22.740 --> 00:47:23.740]   And I think that's a great point.
[00:47:23.740 --> 00:47:24.740]   And I think that's a great point.
[00:47:24.740 --> 00:47:25.740]   And I think that's a great point.
[00:47:25.740 --> 00:47:26.740]   And I think that's a great point.
[00:47:26.740 --> 00:47:27.740]   And I think that's a great point.
[00:47:27.740 --> 00:47:28.740]   And I think that's a great point.
[00:47:28.740 --> 00:47:29.740]   And I think that's a great point.
[00:47:29.740 --> 00:47:30.740]   And I think that's a great point.
[00:47:30.740 --> 00:47:31.740]   And I think that's a great point.
[00:47:31.740 --> 00:47:32.740]   And I think that's a great point.
[00:47:32.740 --> 00:47:33.740]   And I think that's a great point.
[00:47:33.740 --> 00:47:34.740]   And I think that's a great point.
[00:47:34.740 --> 00:47:35.740]   And I think that's a great point.
[00:47:35.740 --> 00:47:36.740]   And I think that's a great point.
[00:47:36.740 --> 00:47:37.740]   And I think that's a great point.
[00:47:37.740 --> 00:47:38.740]   And I think that's a great point.
[00:47:38.740 --> 00:47:39.740]   And I think that's a great point.
[00:47:39.740 --> 00:47:40.740]   And I think that's a great point.
[00:47:40.740 --> 00:47:41.740]   And I think that's a great point.
[00:47:41.740 --> 00:47:42.740]   And I think that's a great point.
[00:47:42.740 --> 00:47:43.740]   And I think that's a great point.
[00:47:43.740 --> 00:47:44.740]   And I think that's a great point.
[00:47:44.740 --> 00:47:45.740]   And I think that's a great point.
[00:47:45.740 --> 00:47:46.740]   And I think that's a great point.
[00:47:46.740 --> 00:47:47.740]   And I think that's a great point.
