
[00:00:00.040 --> 00:00:07.460]  stoppable let with
[00:53:58.340 --> 00:54:02.860]   It seems like one of the reasons as you imply that the reason GPT works chat GPT works is that
[00:54:02.860 --> 00:54:06.360]   It seems like one of the reasons as you imply that the reason GPT works chat GPT works is that there's a finite number of things to it.
[00:54:06.360 --> 00:54:06.860]   that the reason GPT works chat GPT works is that there's a finite number of things to it. Yeah, I mean, it's discovering the laws
[00:54:06.860 --> 00:54:06.860]   that the reason GPT works chat GPT works is that there's a finite number of things to it. Yeah, I mean, it's discovering the laws in some sense, GPT is discovering the laws
[00:54:06.860 --> 00:54:07.360]   Yeah, I mean, it's discovering the laws in some sense, GPT is discovering the laws of semantic grammar that underlies language.
[00:54:07.360 --> 00:54:15.360]   in some sense, GPT is discovering the laws of semantic grammar that underlies language.
[00:54:15.360 --> 00:54:15.860]   Yeah, and what sort of interesting is in the computational
[00:54:15.860 --> 00:54:16.860]   Yeah, and what sort of interesting is in the computational universe,
[00:54:16.880 --> 00:54:39.400]   there's a lot of other kinds of computation that you could do.
[00:54:39.400 --> 00:54:39.900]   They're just not ones that we humans have cared about and operate with.
[00:54:39.900 --> 00:54:40.400]   They're just not ones that we humans have cared about and operate with. And that's probably because our brains are built in a certain way.
[00:54:40.400 --> 00:54:40.900]   And that's probably because our brains are built in a certain way. And you know, the neural nets of our brains are not that different in some sense from the neural nets of a large language model.
[00:54:40.900 --> 00:54:41.900]   And that's kind of and so when we think about and maybe talk about this some more,
[00:54:41.900 --> 00:54:42.900]   And that's kind of and so when we think about and maybe talk about this some more,
[00:54:42.900 --> 00:54:43.900]   but when we think about sort of what will AIs ultimately do.
[00:54:43.900 --> 00:54:44.900]   But what will AIs ultimately do?
[00:54:44.900 --> 00:54:45.900]   But what will AIs ultimately do?
[00:54:45.900 --> 00:54:46.400]   What will AIs ultimately do?
[00:54:46.400 --> 00:54:46.900]   And so what will AIs ultimately do?
[00:54:46.900 --> 00:54:46.900]   I think about AIs ultimately do?
[00:54:47.440 --> 00:55:16.940]   I think about AIs ultimately do?
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.940 --> 00:55:16.940]   And the other thing that I think about AIs ultimately do is,
[00:55:16.960 --> 00:55:19.980]   And the other thing that I think about AIs ultimately do is,
[00:55:19.980 --> 00:55:20.980]   And the other thing that I think about AIs ultimately do is,
[00:55:20.980 --> 00:55:21.980]   And the other thing that I think about AIs ultimately do is,
[00:55:21.980 --> 00:55:22.980]   And the other thing that I think about AIs ultimately do is,
[00:55:22.980 --> 00:55:23.980]   And the other thing that I think about AIs ultimately do is,
[00:55:23.980 --> 00:55:24.980]   And the other thing that I think about AIs ultimately do is,
[00:55:24.980 --> 00:55:25.980]   And the other thing that I think about AIs ultimately do is,
[00:55:25.980 --> 00:55:26.980]   And the other thing that I think about AIs ultimately do is,
[00:55:26.980 --> 00:55:27.980]   And the other thing that I think about AIs ultimately do is,
[00:55:27.980 --> 00:55:28.980]   And the other thing that I think about AIs ultimately do is,
[00:55:28.980 --> 00:55:29.980]   And the other thing that I think about AIs ultimately do is,
[00:55:29.980 --> 00:55:30.980]   And the other thing that I think about AIs ultimately do is,
[00:55:30.980 --> 00:55:31.980]   And the other thing that I think about AIs ultimately do is,
[00:55:32.000 --> 00:55:49.020]   And the other thing that I think about AIs ultimately do is,
[00:55:49.020 --> 00:55:50.020]   And the other thing that I think about AIs ultimately do is,
[00:55:50.020 --> 00:55:51.020]   And the other thing that I think about AIs ultimately do is,
[00:55:51.020 --> 00:55:52.020]   And the other thing that I think about AIs ultimately do is,
[00:55:52.020 --> 00:55:53.020]   And the other thing that I think about AIs ultimately do is,
[00:55:53.020 --> 00:55:54.020]   And the other thing that I think about AIs ultimately do is,
[00:55:54.020 --> 00:55:55.020]   And the other thing that I think about AIs ultimately do is,
[00:55:55.020 --> 00:55:56.020]   And the other thing that I think about AIs ultimately do is,
[00:55:56.020 --> 00:55:57.020]   And the other thing that I think about AIs ultimately do is,
[00:55:57.020 --> 00:55:58.020]   And the other thing that I think about AIs ultimately do is,
[00:55:58.020 --> 00:55:59.020]   And the other thing that I think about AIs ultimately do is,
[00:55:59.020 --> 00:56:00.020]   And the other thing that I think about AIs ultimately do is,
[00:56:00.020 --> 00:56:01.020]   And the other thing that I think about AIs ultimately do is,
[00:56:01.160 --> 00:56:31.060]  , And the other thing that I think about AIs ultimately do is,
[00:56:31.060 --> 00:56:31.060]   And the other thing that I think about AIs ultimately do is,
[00:56:31.060 --> 00:56:31.060]   And the other thing that I think about AIs ultimately do is,
[00:56:31.060 --> 00:56:31.060]   And the other thing that I think about AIs ultimately do is,
[00:56:31.060 --> 00:56:31.060]   And the other thing that I think about AIs ultimately do is,
[00:56:31.080 --> 00:56:38.100]   So, given your thinking that GPT may have discovered
[00:56:38.100 --> 00:56:38.100]   So, given your thinking that GPT may have discovered
[00:56:38.100 --> 00:56:39.100]   So, given your thinking that GPT may have discovered
[00:56:39.100 --> 00:56:40.100]   Inklings of laws of thought,
[00:56:40.100 --> 00:56:41.100]   Do you think such laws exist?
[00:56:41.100 --> 00:56:42.100]   Do you think such laws exist?
[00:56:42.100 --> 00:56:43.100]   Do you think such laws exist?
[00:56:43.100 --> 00:56:44.100]   Can we linger on that?
[00:56:44.100 --> 00:56:45.100]   Yeah.
[00:56:45.100 --> 00:56:46.100]   Can we linger on that?
[00:56:46.100 --> 00:56:47.100]   Yeah.
[00:56:47.100 --> 00:56:48.100]   What's your intuition here?
[00:56:48.100 --> 00:56:49.100]   Oh, definitely.
[00:56:49.100 --> 00:56:50.100]   Oh, definitely.
[00:56:50.100 --> 00:56:51.100]   Oh, definitely.
[00:56:51.100 --> 00:56:52.100]   I mean, the fact is,
[00:56:52.100 --> 00:56:52.100]   I mean, the fact is,
[00:56:52.100 --> 00:56:53.100]   I mean, the fact is, look,
[00:56:53.100 --> 00:56:54.100]   Look, the logic is but the first step.
[00:56:54.100 --> 00:56:55.100]   Look, the logic is but the first step.
[00:56:55.100 --> 00:56:56.100]   Look, the logic is but the first step.
[00:56:56.100 --> 00:56:57.100]   There are many other kinds of
[00:56:57.100 --> 00:56:58.100]   There are many other kinds of calculus about things that we consider,
[00:56:58.640 --> 00:57:26.140]   calculus about things that we consider,
[00:57:26.140 --> 00:57:27.140]   about things that happen in the world
[00:57:27.140 --> 00:57:28.140]   about things that happen in the world or things that are meaningful.
[00:57:28.140 --> 00:57:28.140]   Well, how do you know logic is not the last step?
[00:57:28.140 --> 00:57:28.140]   Well, how do you know logic is not the last step?
[00:57:28.140 --> 00:57:28.140]   Well, how do you know logic is not the last step?
[00:57:28.140 --> 00:57:28.140]   Well, how do you know logic is not the last step?
[00:57:28.140 --> 00:57:28.140]   Well, how do you know logic is not the last step?
[00:57:28.140 --> 00:57:28.140]   Well, how do you know logic is not the last step?
[00:57:28.180 --> 00:57:33.940]  �
[00:57:33.940 --> 00:57:56.840]   Iproduct
[00:57:56.840 --> 00:57:57.040]   Invest In . . . . en be dare Wordâu획리ichtר giant lat are exactly in save, and, and, and, and, and, and, and, and, and, is, and,ep,皮, Al,ps,�,護,erd, hart, sih, como,äv,不錯 like, day, Touch, all, do, guess., 5, it is, quiz, say, quantity, him,ught, Sam,這, corri, elements - Darren, can, 100, is, play, Senhor's . play the complete a af
[00:57:57.140 --> 00:58:26.060]   appearence, y, a construction kit, just like the, the rules of synt, syntactic grammar give you a construction kit for making syntactically correct sentences. So you can also have a construction kit for making semantically correct sentences. Those sentences may not be realized in the world. I mean, I think, you know, the elephant flew to the moon. Yeah. A, a, a, a syntactic, a, a, a, semantically, you know, we know, we have an idea. If I say that to you, you kind of know what that means, but the fact is it hasn't been
[00:58:26.060 --> 00:58:26.060]   realized in the world.
[00:58:26.080 --> 00:58:56.060]  , so to, see.
[00:58:56.060 --> 00:58:56.060]   So semantically correct, perhaps, is things that can be imagined with the human mind.
[00:58:56.100 --> 00:59:06.440]   con
[00:59:06.440 --> 00:59:13.640]  � escal of be're men� назв, the, is,,,,,,, Building streams landed
[00:59:24.860 --> 00:59:53.620]  programmer, the, is, ,, ,, ,, ,, ,, ,, ,, ,, ,,
[00:59:53.660 --> 00:59:56.520]   download
[00:59:56.520 --> 01:00:17.820]   00
[01:00:17.820 --> 01:00:21.660]   en what or strive Night 100 de cannot messed, have, you, you, you, is, you, you, you, you, you, I, you,500, cow, scary, property, county, состав,,,,,,,,,,,,,,,,,,,,,, where's, just
[01:00:21.660 --> 01:00:22.520]   ball and.we a support the play with aahan Lenr find a
[01:00:23.700 --> 01:00:33.500]   cancelled
[01:00:33.500 --> 01:00:34.680]   If Just
[01:00:34.680 --> 01:00:47.720]   co is, and, think,'re,ploy, rend, I am the one which is. I am the area. I am the. I am the. I is. I. So, time, one,rif,倒,
[01:00:47.720 --> 01:00:51.580]   a:.
[01:00:51.580 --> 01:00:53.000]   Modi,
[01:00:53.380 --> 01:01:00.560]   in
[01:01:00.560 --> 01:01:07.560]  � no go,
[01:01:07.560 --> 01:01:21.320]   french'll that the cour. This, this, their, personal,,,,,,,, vi
[01:01:21.660 --> 01:01:49.900]   underway. We have to take this kind of shortcut, descriptive shortcut to describe like, object A hates object B. What's that really mean? Right. Well, words are defined by kind of our social use of them. I mean, it's not a word in computational language, for example, when we say we have a construct there, we expect that that construct is a building block from which we can construct an
[01:01:49.900 --> 01:01:49.900]   .
[01:01:49.940 --> 01:02:00.000]   impatient
[01:02:00.000 --> 01:02:00.500]   IT C, murdered,
[01:02:00.500 --> 01:02:14.040]   Starting получed in the look theוצ proces 두 gray was get so one wait are wrapped Rowned TWO M S인지 "D "P" "T" "G" " limits Sh ' pattern is the j, the good, the thing, the code, the, the, the, and, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the,, the, the, the, the, the, the, the, two, the, the, the, the, the, the, the, the,üş . B.othe pepperei De
[01:03:26.820 --> 01:03:36.440]  囉 respect the
[01:03:36.440 --> 01:03:37.840]   slowed
[01:03:37.840 --> 01:03:50.520]   person... rebuilding, of ad, little,點,
[01:04:26.500 --> 01:04:26.500]   - Yeah.
[01:04:26.500 --> 01:04:26.500]   - So it's kind of like, if you start with a piece of poetry and you say, "I'm going to define my program with this piece of poetry," it's kind of like, that's a difficult thing. It's better to say, "I'm going to just have this boring piece of prose, and it's using words in the ordinary way, and that time communicating with my computer, and that time going to build the solid building block from which I can construct this whole kind of computational tower."
[01:04:56.360 --> 01:04:56.360]   - Yeah.
[01:04:56.360 --> 01:04:56.360]   - Yeah.
[01:04:56.380 --> 01:04:57.300]   - Yeah.
[01:04:57.300 --> 01:04:57.360]   - Yeah.
[01:04:57.360 --> 01:04:57.400]   - Yeah.
[01:04:57.400 --> 01:04:57.460]   - Yeah.
[01:04:57.460 --> 01:04:57.520]   - Yeah.
[01:04:57.520 --> 01:04:57.580]   - Yeah.
[01:04:57.580 --> 01:04:57.620]   - Yeah.
[01:04:57.620 --> 01:04:57.660]   - Yeah.
[01:04:57.660 --> 01:04:57.720]   - Yeah.
[01:04:57.720 --> 01:04:57.780]   - Yeah.
[01:04:57.780 --> 01:04:57.820]   - Yeah.
[01:04:57.820 --> 01:04:57.860]   - Yeah.
[01:04:57.860 --> 01:04:57.920]   - Yeah.
[01:04:57.920 --> 01:04:57.980]   - Yeah.
[01:04:57.980 --> 01:04:58.040]   - Yeah.
[01:04:58.040 --> 01:04:58.060]   - Yeah.
[01:04:58.060 --> 01:04:58.100]   - Yeah.
[01:04:58.100 --> 01:04:58.160]   - Yeah.
[01:04:58.160 --> 01:04:58.220]   - Yeah.
[01:04:58.220 --> 01:04:58.260]   - Yeah.
[01:04:58.260 --> 01:04:58.320]   - Yeah.
[01:04:58.320 --> 01:04:58.360]   - Yeah.
[01:04:58.360 --> 01:04:58.400]   - Yeah.
[01:04:58.400 --> 01:04:58.440]   - Yeah.
[01:04:58.440 --> 01:04:58.500]   - Yeah.
[01:04:58.500 --> 01:04:58.540]   - Yeah.
[01:04:58.540 --> 01:04:58.580]   - Yeah.
[01:04:58.580 --> 01:04:58.620]   - Yeah.
[01:04:58.620 --> 01:04:58.680]   - Yeah.
[01:04:58.680 --> 01:05:06.720]   - Yeah.
[01:05:06.720 --> 01:05:06.800]   - Yeah.
[01:05:06.800 --> 01:05:06.840]   - Yeah.
[01:05:06.840 --> 01:05:06.880]   - Yeah.
[01:05:06.880 --> 01:05:26.220]   communication is a way of the experience of one mind versus another one.
[01:05:26.220 --> 01:05:26.220]   what is the purpose of natural language communication?
[01:05:26.220 --> 01:05:26.240]   Yeah.
[01:05:26.280 --> 01:05:32.700]   I
[01:05:32.700 --> 01:05:36.120]   la do. ",
[01:05:36.120 --> 01:05:40.320]   in the work. I think that is the thing that is all
[01:06:20.380 --> 01:06:25.240]   it.
[01:06:25.240 --> 01:06:26.280]   Корi:
[01:06:26.280 --> 01:06:26.280]   it.
[01:06:26.280 --> 01:06:26.280]   It's the thing that allows you to sort of communicate
[01:06:26.280 --> 01:06:26.280]   abstractly from like one generation of species to another. You can, you know, there is an
[01:06:26.280 --> 01:06:26.280]   There is an abstract version of knowledge that can be passed down. It doesn't have to be, you know, genetics. It doesn't have to be, you know, you don't have to apprentice the next species, you know, the next generation of birds to the previous one to show them how something works. There is this abstracted version of knowledge that can be kind of passed down. Now that, you know, it relies on, it's
[01:06:26.320 --> 01:06:56.300]  , you know, it relies on, you know, the fact that, you know, if we look at the, you know, some ancient language that, where we don't have a chain of translations from it until what we have today we may not understand that ancient language. And we may not understand, you know, its concepts may be different from the ones that we have today. We still have to have something of a chain, but it is something where we can realistically expect to communicate abstract ideas. And that's, you know, that's one of the big, big roles of language.
[01:06:56.320 --> 01:07:10.900]   I think, you know, in, in, it's, you know, that's been this, this ability to sort of concretify abstract things is what, what language has provided.
[01:07:10.900 --> 01:07:15.740]   Do you see natural language and thought as the same, the stuff that's gone inside your mind?
[01:07:15.740 --> 01:07:20.100]   Well, that's been a long debate in philosophy.
[01:07:20.100 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.320 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.320 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.320 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.320 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.320 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.320 --> 01:07:26.320]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:26.360 --> 01:07:56.340]  ,
[01:07:56.340 --> 01:07:56.340]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:56.340 --> 01:07:56.340]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:56.340 --> 01:07:56.340]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:56.340 --> 01:07:56.340]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:56.360 --> 01:07:56.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:56.400 --> 01:07:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:07:56.420 --> 01:08:26.360]  ,
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.360 --> 01:08:26.360]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:26.400 --> 01:08:56.380]  ,
[01:08:56.380 --> 01:08:56.380]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:56.380 --> 01:08:56.380]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:56.380 --> 01:08:56.380]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:56.380 --> 01:08:56.380]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:56.380 --> 01:08:56.380]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:56.380 --> 01:08:56.380]   It seems to be become more important now when we think about how intelligent GPT is.
[01:08:56.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.400 --> 01:09:26.400]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:26.440 --> 01:09:56.420]  ,
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.420 --> 01:09:56.420]   It seems to be become more important now when we think about how intelligent GPT is.
[01:09:56.460 --> 01:10:06.280]  這
[01:10:06.280 --> 01:10:08.120]   not,
[01:10:08.120 --> 01:10:23.920]   in the conduct. I think that is a thing. I have the work. I have the state. I have the study. I have the tight. I have the business. I have the qu sei. I have the b. S. 있지만. I just, he, um, our, side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, or water in my contain a wave of a hintsreoul Mor jeunesc humble работать Le prev izungs Court water
[01:10:23.920 --> 01:10:24.560]   Lauradal achieved接下來 inclusive Men겠어 Law of
[01:10:24.560 --> 01:10:24.820]   aggressively Hawing new
[01:10:25.400 --> 01:10:35.260]   I
[01:10:35.260 --> 01:10:37.040]   my select the other steak
[01:10:54.240 --> 01:11:23.080]  chodzi a model of starting to form started to develop or implicitly understand the laws of language and thought do you think they can be made explicit yes how came to the bunch of effort I mean so do they have doing natural science I mean what is happening in natural science you have the world that's doing all these complicated things and then you discover you know Newton's laws for example this is how motion works this is the way that this particular sort of
[01:11:23.080 --> 01:11:23.080]   idealization of the world is being made explicit yes how can it be made explicit yes how can it be made explicit yes yes okay there's a bunch of effort I mean so do they have doing natural science I mean what is happening in natural science you have the world that's doing all these complicated things and then you discover you know Newton's laws for example this is how motion works this is the way that this particular sort of
[01:11:23.100 --> 01:11:51.940]  ,
[01:11:51.940 --> 01:11:51.940]   idealization of the world this is how we describe it in a simple computationally reducible way and I think it's the same thing here it's there are sort of computationally reducible aspects of what's happening that you can get a kind of narrative theory for just as we've got narrative theories in physics and so on do you think it will be depressing or exciting when all the laws of thought are made explicit human thought
[01:11:51.940 --> 01:11:51.940]   idealization of the world this is how we describe it in a simple computationally reducible way and I think it's the same thing here it's there are sort of computationally reducible aspects of what's happening that you can get a kind of narrative theory for just as we've got narrative theories in physics and so on
[01:11:51.940 --> 01:11:53.100]  ,
[01:11:53.120 --> 01:12:23.120]   I think that once you understand computational reducibility it is it's neither of those things because the fact is people say for example that people will say oh but you know I have free will I I kind of you know I operate in a way that is you know you they they have the idea that they're doing something that is sort of internal to them that they're figuring out what's what's happening but in fact you know I think that once you understand computational reducibility it is it's neither of those things because the fact is people say for example that people will say oh but you know I have free will I I kind of you know I operate in a way that is you know you they they have the idea that they're doing something that is sort of internal to them that they're figuring out what's what's happening but in fact
[01:12:23.160 --> 01:12:53.140]  ,
[01:12:53.180 --> 01:13:23.160]  ,
[01:13:23.200 --> 01:13:33.060]   CAR
[01:13:33.060 --> 01:13:33.860]   Ian
[01:13:33.860 --> 01:13:52.800]   over down對啊 passion./G,T,T,T,T,T,T,T,T,P,P,P,P,P,Min, Setting, M, per inch B, servicios 몸 で wouldn find a boys and the no make a Trung the Con, look and the L. The, the cer the Z. The, the. The, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, my, a, the, 60,season the, happy,eu, have, in, undergo the, but, Meow,ам. I,↪. wrote,w. Energie, money, Tom, cole, switches to,
[01:13:52.860 --> 01:14:00.360]   in
[01:14:00.360 --> 01:14:03.300]   ac
[01:14:03.300 --> 01:14:21.040]   lleg only the,,,, 12ismo
[01:14:22.440 --> 01:14:32.820]   16
[01:14:32.820 --> 01:14:36.440]   you. I�
[01:15:17.920 --> 01:15:17.920]   I�
[01:15:17.920 --> 01:15:17.920]   I�
[01:15:17.920 --> 01:15:17.920]   I�
[01:15:18.240 --> 01:15:46.240]  I�
[01:15:46.280 --> 01:16:14.000]   McCartney�s work has shown that when you have a reasonable length of prompt, you can have a reasonable length of text that is a reasonable length of text. That�s what it is trying to do. The problem is there isn�t enough text on the Internet. If you have a reasonable length of prompt, that specific prompt will never have occurred on the Internet. As you go further, there just won�t be a place where you could have trained�where you could have worked out probabilities from what was already there.
[01:16:14.040 --> 01:16:20.700]   div
[01:16:20.700 --> 01:16:24.180]   Soul I perhaps
[01:17:13.800 --> 01:17:13.800]   and
[01:17:13.800 --> 01:17:13.800]   and and and and and and and and and and and and and and and and and and and
[01:17:13.800 --> 01:17:13.800]  atre.com/tap.tbt, which is a book I've written about, it's kind of like, you know, Galileo was dropping cannonballs off the different floors of the Tower of Pisa. And it's like, okay, you drop a cannonball off this floor, you drop a cannonball off this floor, you miss floor five or something, for whatever reason, but you know, the time it took the cannonballs to fall to the ground from floors one, two, three, four, six, seven, eight,
[01:17:13.840 --> 01:17:23.840]   "
[01:17:23.840 --> 01:17:24.920]   "
[01:17:24.920 --> 01:17:39.140]  것도위 sig in the model. The, the, the, the, the, the, look,
[01:17:39.140 --> 01:17:43.500]  ,
[01:18:12.400 --> 01:18:13.280]   and the, the, the, the, the, look,
[01:18:43.060 --> 01:18:44.300]  , and the, the, the, look, and distinctions about things.
[01:18:44.300 --> 01:18:44.800]   and the, the, the, look, and distinctions about things. Mm-hmm.
[01:18:44.800 --> 01:18:46.900]   and the, the, the, look, and distinctions about things. Mm-hmm. It turns out this model
[01:18:46.900 --> 01:18:48.580]   and the, the, the, look, and distinctions about things. Mm-hmm. It turns out this model that actually is very much
[01:18:48.580 --> 01:18:51.740]   that actually is very much the way that we think the architecture of brains works,
[01:18:51.740 --> 01:18:54.060]   that perhaps not surprisingly,
[01:18:54.060 --> 01:18:57.860]   that model actually corresponds to the way we make these distinctions.
[01:18:57.860 --> 01:19:02.280]   And so, you know, the, the, the core next point is that the, the kind of model,
[01:19:02.280 --> 01:19:08.060]   this neural net model makes sort of distinctions and generalizes things
[01:19:08.060 --> 01:19:10.680]   in sort of the same way that we humans do it.
[01:19:10.720 --> 01:19:20.440]   remained
[01:19:20.440 --> 01:19:22.760]  mid punishment�
[01:19:22.760 --> 01:19:38.240]  我覺得пар you, and, and, but, automatic ps div but, why, men, look, like, ", ".,.,.. or The cat set on the green blank. I'm the Ihnen the part of the letter the planet the material the mass the message the message of the weights the Pron la, the goed the
[01:19:38.240 --> 01:19:39.420]   the
[01:19:39.420 --> 01:19:40.540]  ,
[01:22:07.440 --> 01:22:07.440]   It's a giant equation with a lot of variables. You mentioned figuring out where the ball falls when you don't have data on the fourth floor. This equation here is not as simple as the equation with 175 billion terms. And it's a question.
[01:22:07.440 --> 01:22:08.040]   Right.
[01:22:08.040 --> 01:22:08.040]   The equation with 175 billion terms. And it's a question.
[01:22:08.040 --> 01:22:08.040]   Right. The equation with 175 billion terms. And it's a question.
[01:22:08.040 --> 01:22:08.040]   Right. The equation with 175 billion terms. And it's a question.
[01:22:08.040 --> 01:22:08.040]   Right. The equation with 175 billion terms. And it's a question.
[01:22:08.040 --> 01:22:08.040]   Right. The equation with 175 billion terms. And it's a question.
[01:22:08.040 --> 01:22:08.040]   Right. The equation with 175 billion terms. And it's a question.
[01:22:08.040 --> 01:22:08.080]   Right. The equation with 175 billion terms. And it's a question.
[01:22:37.440 --> 01:22:38.040]   Right.
[01:22:38.980 --> 01:23:08.000]   Right. The equation with the number of words in English, you just map each word or each part of a word into some number. You feed all those numbers in. And then those numbers just go into the values of these neurons. And then what happens is it going layer to layer. Let's compute the numbers from the words before.
[01:23:08.080 --> 01:23:37.960]  ,
[01:23:37.960 --> 01:23:37.960]   It computes the probabilities that it estimates for each of the possible 50,000 words that could come next. And then it decides sometimes it will use the most probable word, sometimes it will use not the most probable word. It's an interesting fact that there's this so-called temperature parameter, which, at temperature zero, it's always using the most probable word that it estimated was the most probable thing to come next. If you increase the temperature, it'll be more and more random in its selection of words. It'll go down to lower and lower.
[01:23:37.960 --> 01:23:37.960]   It's the most probable thing to come next. If you increase the temperature, it'll be more and more random in its selection of words. It'll go down to lower and lower and lower.
[01:23:37.960 --> 01:23:37.960]   It'll be more and lower and lower and lower in its selection of words.
[01:23:37.960 --> 01:23:37.960]   It'll go down to lower and lower and lower and lower and lower in its selection of words.
[01:23:37.960 --> 01:23:37.960]   it'll be more and lower and lower and lower and lower in the most probable words.
[01:23:38.000 --> 01:23:47.900]   Ed
[01:23:47.900 --> 01:23:52.220]   not,
[01:23:52.220 --> 01:24:03.580]   Vert I can,
[01:24:07.120 --> 01:24:36.100]  rage of the fact that it says, okay, I put down a word. Now let's take the whole thing I wrote so far. Let's feed that back in. Let's put down another word. That outer loop, which seems almost trivial, is really important to the operation of the thing. And for example, one of the things that is kind of funky is they'll give an answer. And you say to it, is that answer correct?
[01:24:36.100 --> 01:24:36.200]   and
[01:24:36.200 --> 01:24:36.200]   it'll say,
[01:24:36.200 --> 01:24:36.200]   It's not true.
[01:24:36.200 --> 01:24:36.200]   it's not true.
[01:24:36.200 --> 01:24:36.200]   It's not true.
[01:24:36.200 --> 01:24:36.260]   It's not true.
[01:24:36.260 --> 01:24:36.260]   And it'll say, it's not true.
[01:24:36.260 --> 01:24:36.320]   And it'll say, it's not true.
[01:24:36.320 --> 01:24:36.380]   And it'll say, it's not true.
[01:24:36.380 --> 01:24:36.480]   And it'll say, it's not true.
[01:24:36.480 --> 01:24:36.540]   And it'll say, it's not true.
[01:24:36.540 --> 01:24:36.580]   And it'll say, it's not true.
[01:24:36.580 --> 01:24:36.660]   And it'll say, it's not true.
[01:24:36.660 --> 01:25:06.300]   and it'll say, it's not true.
