
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[00:28:23.000 --> 00:28:26.000]   and you just can't compellingly differentiate them,
[00:28:26.000 --> 00:28:28.000]   yeah, they're still close.
[00:28:28.000 --> 00:28:32.000]   Then I think your only real practical solution is to find a third option.
[00:28:32.000 --> 00:28:38.000]   And so you say, "Let me not choose one of these, but rather let me go and find a third option,
[00:28:38.000 --> 00:28:42.000]   something I haven't yet thought about, something that's going to give me a much, much better option."
[00:28:42.000 --> 00:28:47.000]   And when you bring in a third option, then you need to bring in a really good third option,
[00:28:47.000 --> 00:28:49.000]   then your decision is obvious.
[00:28:49.000 --> 00:28:52.000]   So that's my decision-making framework that I use,
[00:28:52.000 --> 00:28:56.000]   and it sounds to me, based upon what you're saying, without asking any clarifying questions,
[00:28:56.000 --> 00:28:59.000]   you have two good options, but you can't really differentiate between them.
[00:28:59.000 --> 00:29:05.000]   So either you magnify something to where it becomes obvious that you should stay
[00:29:05.000 --> 00:29:09.000]   or obvious that you should go, or you just simply stay,
[00:29:09.000 --> 00:29:13.000]   because it's easier for you to stay now and then go and find a third job offer
[00:29:13.000 --> 00:29:21.000]   and spend another six months or another year working on it until you bring in a really attractive job offer.
[00:29:21.000 --> 00:29:24.000]   Okay. Yeah, that gives me a lot to think about.
[00:29:24.000 --> 00:29:33.000]   And I guess I can't really completely compare them yet because the actual offer is still not there.
[00:29:33.000 --> 00:29:38.000]   It hasn't reached me yet, so I'll take all that into consideration when comparing the two.
[00:29:38.000 --> 00:29:40.000]   And hopefully it's an easy comparison.
[00:29:40.000 --> 00:29:50.000]   Right, right. And I want to make very clear that your analysis should involve you choosing the things that are important to you.
[00:29:50.000 --> 00:29:55.000]   And it doesn't matter—money is one thing, but it's not the only thing.
[00:29:55.000 --> 00:30:01.000]   Maybe the fact that your commute with job A is 10 minutes and your commute with job B is 45 minutes,
[00:30:01.000 --> 00:30:05.000]   that may be a compelling enough thing for you to magnify.
[00:30:05.000 --> 00:30:10.000]   But look at the offers, and then if it's not obvious to you which you should choose,
[00:30:10.000 --> 00:30:17.000]   then redo the analysis, and if it's still not obvious, then sit tight and wait for a third option.
[00:30:17.000 --> 00:30:23.000]   All right, we go to 507 Area Code. Welcome to the show. How can I serve you today?
[00:30:23.000 --> 00:30:24.000]   Hi, Josh. Can you hear me now?
[00:30:24.000 --> 00:30:26.000]   Sounds good, yes.
[00:30:26.000 --> 00:30:31.000]   Awesome. Thanks. I'm Scott from Area. I was having some issues.
[00:30:31.000 --> 00:30:39.000]   So my wife and I are regular tithers to our church, and we also have money that is in an investment account
[00:30:39.000 --> 00:30:45.000]   that's for several purposes, kind of 5 to 15 years out, not retirement related.
[00:30:45.000 --> 00:30:51.000]   I was thinking the other day about—because they can take, accept stock donations,
[00:30:51.000 --> 00:31:00.000]   and what I was wondering is if every couple years I take my gains that I have appreciated on my stock,
[00:31:00.000 --> 00:31:10.000]   donate them to the church at the appreciated value, and then simply just buy them back to increase my cost basis
[00:31:10.000 --> 00:31:16.000]   for whatever I do want to sell them for their intended purposes, I would have to pay less taxes on that.
[00:31:16.000 --> 00:31:22.000]   I know that there's donor advice funds and stuff like that, but I thought I might kind of cut out the middleman.
[00:31:22.000 --> 00:31:29.000]   I was wondering if you had any thoughts or suggestions on that tactic.
[00:31:29.000 --> 00:31:41.000]   Let me look and just think about, for a moment, the wash sale rule and make sure—yeah, it wouldn't apply
[00:31:41.000 --> 00:31:47.000]   because you're not selling at a loss, you're gifting at a gain.
[00:31:47.000 --> 00:31:51.000]   I think it's a good idea. So let's just begin with background philosophy to set the table.
[00:31:51.000 --> 00:31:57.000]   So number one is, yes, if you're going to give on an ongoing basis to an organization,
[00:31:57.000 --> 00:32:04.000]   if that organization is organized in such a way that your contribution is a tax-deductible contribution,
[00:32:04.000 --> 00:32:10.000]   then it makes sense to save as much money on taxes as you possibly can.
[00:32:10.000 --> 00:32:18.000]   And so what you're describing is, I have appreciated securities, I can gift those securities to my church,
[00:32:18.000 --> 00:32:26.000]   my church will then sell the securities at market value, and I will receive a tax deduction
[00:32:26.000 --> 00:32:29.000]   for the full market value of those securities.
[00:32:29.000 --> 00:32:36.000]   And then on the back side, I'll just simply go out and purchase those securities at their current price,
[00:32:36.000 --> 00:32:43.000]   and I will get—and I've given, instead of giving cash, I've given securities,
[00:32:43.000 --> 00:32:47.000]   but now I have a higher cost basis in my stock so that when it continues to appreciate,
[00:32:47.000 --> 00:32:51.000]   I'll have saved some money because I gave it.
[00:32:51.000 --> 00:32:56.000]   It's an interesting question. I have not—nobody has suggested that tactic to me,
[00:32:56.000 --> 00:33:03.000]   and I have not thought of it myself. And so my worry is, in all the years that I've been doing this,
[00:33:03.000 --> 00:33:07.000]   why haven't I thought of that before, and why hasn't anybody asked me about that before?
[00:33:07.000 --> 00:33:11.000]   So is there something that I'm missing? Is there some rule that I'm missing?
[00:33:11.000 --> 00:33:15.000]   But I can't think of why there would be a rule on that.
[00:33:15.000 --> 00:33:19.000]   The wash sale rule is, of course, the first thing that you think of,
[00:33:19.000 --> 00:33:24.000]   but the focus of the wash sale rule is if you sell a security at a loss,
[00:33:24.000 --> 00:33:29.000]   to take a deduction on the loss, and then immediately buy the security back,
[00:33:29.000 --> 00:33:32.000]   that's what the wash sale rule covers.
[00:33:32.000 --> 00:33:37.000]   What you're describing, I don't see how it would apply.
[00:33:37.000 --> 00:33:40.000]   I don't see how there would be any problem.
[00:33:40.000 --> 00:33:45.000]   You can gift any asset that you want to gift to a charity,
[00:33:45.000 --> 00:33:49.000]   and the rules, especially with a publicly traded stock that has a clear value,
[00:33:49.000 --> 00:33:53.000]   those rules are ironclad, crystal clear, no problem whatsoever.
[00:33:53.000 --> 00:33:56.000]   And you can buy a security at any time you want.
[00:33:56.000 --> 00:33:59.000]   And so you're not actually rebuying the same shares,
[00:33:59.000 --> 00:34:02.000]   you're not dealing with anything with private companies,
[00:34:02.000 --> 00:34:06.000]   you're just simply giving away some of your stocks and you're buying more stocks.
[00:34:06.000 --> 00:34:10.000]   And so I can't see any law that that would violate, or any problem that that would violate,
[00:34:10.000 --> 00:34:12.000]   and I think it would save you money.
[00:34:12.000 --> 00:34:15.000]   So why wouldn't you do it?
[00:34:15.000 --> 00:34:18.000]   I can't think of any law it would violate, so I don't see any legal reason.
[00:34:18.000 --> 00:34:22.000]   I think the only reason practically that you might not do it would simply be,
[00:34:22.000 --> 00:34:26.000]   is your church equipped to handle that?
[00:34:26.000 --> 00:34:31.000]   If you go to a little country congregation where there's a part-time pastor
[00:34:31.000 --> 00:34:36.000]   and 42 congregants, then gifting them shares of stock is probably not something
[00:34:36.000 --> 00:34:39.000]   that's actually a blessing to them.
[00:34:39.000 --> 00:34:44.000]   But on the other hand, if you go to a large megachurch where there's a sophisticated financial operation
[00:34:44.000 --> 00:34:47.000]   and they're accustomed to dealing with large gifts,
[00:34:47.000 --> 00:34:51.000]   then gifting the stock directly and then them selling it, yeah, they're equipped for it.
[00:34:51.000 --> 00:34:54.000]   So that's the only reason I can think of why you wouldn't do it,
[00:34:54.000 --> 00:34:58.000]   and you can judge that for yourself.
[00:34:58.000 --> 00:35:01.000]   Yes, and I do know, I've already talked to the finance person there,
[00:35:01.000 --> 00:35:04.000]   that they've got forms and stuff already set up for that,
[00:35:04.000 --> 00:35:08.000]   so they are capable of accepting stock donations.
[00:35:08.000 --> 00:35:12.000]   And it just strikes me, I just had that revelation the other day,
[00:35:12.000 --> 00:35:15.000]   so I was just like, wait, why didn't I think about this before?
[00:35:15.000 --> 00:35:21.000]   So that's kind of assuring that you haven't been asked.
[00:35:21.000 --> 00:35:27.000]   I don't know if you're familiar with capital gains harvesting,
[00:35:27.000 --> 00:35:31.000]   which when we've had lower income I've been able to do.
[00:35:31.000 --> 00:35:33.000]   So it's kind of the same concept as that,
[00:35:33.000 --> 00:35:39.000]   except instead of forcing a taxable event at a 0% capital gain,
[00:35:39.000 --> 00:35:42.000]   I'm just able to donate it.
[00:35:42.000 --> 00:35:46.000]   Cool, I was just curious if there's anything obvious that I was missing,
[00:35:46.000 --> 00:35:53.000]   and much like you, it seems like a good idea for funds I'm already going to be donating.
[00:35:53.000 --> 00:35:56.000]   Totally agree.
[00:35:56.000 --> 00:35:59.000]   Well, you feel silly, like I feel like the dum-dum.
[00:35:59.000 --> 00:36:03.000]   It's like, why have I not consistently thought of that?
[00:36:03.000 --> 00:36:07.000]   And you're right, it's no different than just a variation on capital gains harvesting,
[00:36:07.000 --> 00:36:12.000]   which of course is a long-run, long and honored tradition.
[00:36:12.000 --> 00:36:17.000]   So I think probably the reason it's not more widespread is simply that
[00:36:17.000 --> 00:36:24.000]   the actual ownership of stock is actually pretty low,
[00:36:24.000 --> 00:36:28.000]   meaning that Americans own shares in publicly traded companies,
[00:36:28.000 --> 00:36:31.000]   but those shares are generally in mutual funds,
[00:36:31.000 --> 00:36:35.000]   and those shares are generally held inside of retirement accounts.
[00:36:35.000 --> 00:36:39.000]   The number of people who actually own publicly traded securities
[00:36:39.000 --> 00:36:45.000]   that are not in mutual funds and that are not in retirement accounts is pretty low.
[00:36:45.000 --> 00:36:52.000]   And so I think that's probably why it's not more widely talked about.
[00:36:52.000 --> 00:36:57.000]   But I will be stealing the idea and adding it to my repertoire of little tax tricks.
[00:36:57.000 --> 00:37:00.000]   So thank you for the idea. I appreciate it.
[00:37:00.000 --> 00:37:03.000]   Absolutely. Thank you, and I appreciate your time and all of your content.
[00:37:03.000 --> 00:37:11.000]   My pleasure. We go to 302 Area Code. Welcome to the show. How can I serve you today?
[00:37:11.000 --> 00:37:14.000]   Hi there, Joshua. This is Luke.
[00:37:14.000 --> 00:37:16.000]   Luke, welcome.
[00:37:16.000 --> 00:37:23.000]   Thank you. So I've been considering for some time leaving my job to pursue
[00:37:23.000 --> 00:37:28.000]   for a period of time, three, maybe six months, pursuing some personal projects,
[00:37:28.000 --> 00:37:32.000]   both just creative in nature for my own and my own enjoyment,
[00:37:32.000 --> 00:37:36.000]   but also some that would be personal business projects.
[00:37:36.000 --> 00:37:42.000]   However, this is a question about timing and the economy that we're in right now.
[00:37:42.000 --> 00:37:49.000]   If we were in a normal time in the economy, I would feel totally comfortable
[00:37:49.000 --> 00:37:59.000]   leaving my job to do this for, again, three, six, maybe more months with the savings that I have.
[00:37:59.000 --> 00:38:09.000]   I'm wondering, given the things going on in the world right now and with our economy right now,
[00:38:09.000 --> 00:38:17.000]   whether you think that would be a bad time to leave stable employment without
[00:38:17.000 --> 00:38:23.000]   expecting that I'm going to have a fruitful endeavor coming forth in three to six months from this?
[00:38:23.000 --> 00:38:29.000]   Tell me about your financial obligations. Are you supporting family members, loved ones?
[00:38:29.000 --> 00:38:35.000]   Do you have high ongoing obligations or are they pretty modest?
[00:38:35.000 --> 00:38:40.000]   They're very modest. I'm single. I don't have any explicit obligations to anyone.
[00:38:40.000 --> 00:38:47.000]   In that scenario, without even digging into the details, I would say, "Go ahead and quit."
[00:38:47.000 --> 00:38:50.000]   I'll give you my framework as to why I think that.
[00:38:50.000 --> 00:38:58.000]   But I don't think that if you're a single healthy guy with few obligations, no big liabilities,
[00:38:58.000 --> 00:39:02.000]   you don't have seven children in private school, etc.,
[00:39:02.000 --> 00:39:06.000]   then I think it makes all the sense in the world to just go when it's best for you.
[00:39:06.000 --> 00:39:12.000]   Because I think that your options are very many in that situation.
[00:39:12.000 --> 00:39:16.000]   Number one, there's always need. There's always work.
[00:39:16.000 --> 00:39:21.000]   So you need to analyze your career and ask yourself, "How resilient am I?"
[00:39:21.000 --> 00:39:26.000]   Let me help you with this. Do you have a college degree?
[00:39:26.000 --> 00:39:35.000]   Do you have specialized skills in areas that are in demand?
[00:39:35.000 --> 00:39:39.000]   Part of the issue that I've had is I have a liberal arts degree.
[00:39:39.000 --> 00:39:45.000]   I'm a somewhat technically inclined mind, but the work that I've been doing is a consulting job
[00:39:45.000 --> 00:39:55.000]   where a lot of the knowledge I've built up over the few years I've been working is in an area I don't care to continue in.
[00:39:55.000 --> 00:40:00.000]   I think I could go back and get a similar job again,
[00:40:00.000 --> 00:40:04.000]   but it wouldn't be necessarily advancing my career in a direction I want to go.
[00:40:04.000 --> 00:40:09.000]   I'm not going to belabor the analysis. I think you should just go with your original plan.
[00:40:09.000 --> 00:40:18.000]   The reason is simple. We don't actually have any idea of what's going to happen to the economy in the coming months or years.
[00:40:18.000 --> 00:40:23.000]   I think there's every reason to think that a recession is likely.
[00:40:23.000 --> 00:40:25.000]   There's every reason to think that a recession is likely.
[00:40:25.000 --> 00:40:34.000]   There's every reason to think that inflation is significant and unlikely to change in the short term.
[00:40:34.000 --> 00:40:41.000]   I think there's every reason to think that the world is in a very precarious place right now with regard to supply chain disruptions.
[00:40:41.000 --> 00:40:48.000]   I think that forecasting global famine over the coming year or two is not a crazy forecast.
[00:40:48.000 --> 00:40:54.000]   All of these things concern me, but for each and every one of them, we can argue the other side.
[00:40:54.000 --> 00:41:03.000]   If you were supporting seven children in private school and you needed to feed them and you didn't have money,
[00:41:03.000 --> 00:41:06.000]   then I would think my answer would be different.
[00:41:06.000 --> 00:41:15.000]   But if you're a young, single, capable guy with a college degree, statistically, it's unlikely for you to be without options.
[00:41:15.000 --> 00:41:20.000]   The people who get hurt the most in recessions, you go back to the 2008-2009 recession,
[00:41:20.000 --> 00:41:24.000]   the unemployment rate among people with a college degree was exceedingly low.
[00:41:24.000 --> 00:41:31.000]   People with skills and with self-awareness and with work ethic, they were never out of work.
[00:41:31.000 --> 00:41:36.000]   It was unskilled laborers, people without a college degree, people without technical skills,
[00:41:36.000 --> 00:41:39.000]   people without self-awareness about their marketability in the job market.
[00:41:39.000 --> 00:41:41.000]   Those are the people that got destroyed.
[00:41:41.000 --> 00:41:53.000]   If you don't belong to that class of people, then statistically, the odds are pretty high and pretty doable of your being able to be employed.
[00:41:53.000 --> 00:41:58.000]   In addition, you should consider your flexibility in terms of where to live and how to live.
[00:41:58.000 --> 00:42:07.000]   If I have seven children in private schools, then my job search is going to be confined to the city where I live, the town where I live.
[00:42:07.000 --> 00:42:12.000]   But if I'm a single guy and I can pick up and move across the country to take a job opportunity,
[00:42:12.000 --> 00:42:17.000]   then there's virtually – it's almost inconceivable that you wouldn't be able to have work.
[00:42:17.000 --> 00:42:25.000]   And if you're the kind of guy who's listening to a show like this, to the point where you actually sign up and you call up to ask me a question,
[00:42:25.000 --> 00:42:30.000]   it's just simply a marker of your intelligence, your dedication, etc.
[00:42:30.000 --> 00:42:33.000]   You're not a typical – you're not a loser.
[00:42:33.000 --> 00:42:43.000]   It's not possible for you to listen to a show like this and be a loser or be uneducated or be ignorant in some way.
[00:42:43.000 --> 00:42:49.000]   Not in some way, but you're not the kind of person who's going to struggle with that.
[00:42:49.000 --> 00:42:56.000]   And so, what we have is we have these abstract fears about macroeconomic things that we can't control,
[00:42:56.000 --> 00:42:59.000]   and yet those abstract fears are always going to be there.
[00:42:59.000 --> 00:43:06.000]   So, I think that you should just ignore those things and you should do what's right for your life.
[00:43:06.000 --> 00:43:08.000]   You have savings. You have money.
[00:43:08.000 --> 00:43:18.000]   And what you might do is you might simply say, "Maybe six months ago, my plan for my six-month sabbatical was to go and live high on the hog.
[00:43:18.000 --> 00:43:23.000]   I was going to go and rent a penthouse apartment in Singapore and live there and spend lots of money.
[00:43:23.000 --> 00:43:27.000]   But I also have been thinking about doing this thing that was cheaper."
[00:43:27.000 --> 00:43:34.000]   You just might choose the cheaper thing now and then maybe save the six months in the penthouse in Singapore for the future.
[00:43:34.000 --> 00:43:43.000]   You might also put – you might also choose to have a little bit bigger of a reserve fund than you otherwise would.
[00:43:43.000 --> 00:43:50.000]   Maybe you said, "I was willing to spend down to $10,000 of savings before, but now I want to make sure that I keep $20,000 in the bank,"
[00:43:50.000 --> 00:43:54.000]   or whatever number yours is because it gives me a little bit more of a cushion.
[00:43:54.000 --> 00:44:02.000]   And then finally, what I would do is I would think about what I would do if I went totally broke and if I couldn't find a job.
[00:44:02.000 --> 00:44:08.000]   So if I couldn't find a job and I actually ran out of money, what would I do?
[00:44:08.000 --> 00:44:14.000]   Would I move into mom and dad's garage? Would I buy a van and convert it and live in my van?
[00:44:14.000 --> 00:44:19.000]   Would I go and volunteer on an organic farm in Mexico for a few months waiting?
[00:44:19.000 --> 00:44:25.000]   What would I do? And just think about that, and I think that's good enough in terms of a planning perspective.
[00:44:25.000 --> 00:44:30.000]   So two other things to consider would be can you get laid off?
[00:44:30.000 --> 00:44:39.000]   So one of the strategies that is always worth considering is if you did think there was a recession and if your timing is not necessary,
[00:44:39.000 --> 00:44:45.000]   is there some way that you could engineer a layoff from your company instead of just simply quitting?
[00:44:45.000 --> 00:44:53.000]   It's not possible at all companies in all places, but it's one of those things where if you could engineer a layoff with multiple months of severance,
[00:44:53.000 --> 00:44:59.000]   unemployment, income, etc., and then take your sabbatical, that's maybe worth doing.
[00:44:59.000 --> 00:45:02.000]   And if you're fairly flexible and when you could take it, then watch things.
[00:45:02.000 --> 00:45:06.000]   Look at your industry and say, "Do I think that layoffs are coming?"
[00:45:06.000 --> 00:45:13.000]   If you don't know that right now, then I would just say go with what's right for you now.
[00:45:13.000 --> 00:45:20.000]   And then the second thing I have forgotten, so I guess I'll just share my story.
[00:45:20.000 --> 00:45:26.000]   I got laid off right in June of 2008, and it was totally out of the blue.
[00:45:26.000 --> 00:45:35.000]   And I often wondered about that because I had been planning to leave that job in January of 2009.
[00:45:35.000 --> 00:45:40.000]   I had been saving money, but my company had given me extra money for a college scholarship,
[00:45:40.000 --> 00:45:44.000]   and so I felt this sense of obligation that I was going to work there for at least a year.
[00:45:44.000 --> 00:45:46.000]   And so I was kind of sticking it out.
[00:45:46.000 --> 00:45:47.000]   I did not like my job.
[00:45:47.000 --> 00:45:49.000]   I did not like my work.
[00:45:49.000 --> 00:45:54.000]   And so when I got laid off in June of 2008, it felt like freedom.
[00:45:54.000 --> 00:45:58.000]   It felt like the prison doors had opened and I was out, and I was happy about it.
[00:45:58.000 --> 00:46:09.000]   But what I vividly remember is I was going – I remember driving to Miami and doing insurance classes to get my life insurance license.
[00:46:09.000 --> 00:46:17.000]   When I was listening every day, I would listen to NPR, and I would listen to Marketplace and to – I don't remember.
[00:46:17.000 --> 00:46:22.000]   It's been so long since I listened to NPR, the evening show that they did, All Things Considered.
[00:46:22.000 --> 00:46:28.000]   And I would listen, and I would just hear the world was falling apart, and the whole financial world was just collapsing.
[00:46:28.000 --> 00:46:29.000]   And here I was.
[00:46:29.000 --> 00:46:30.000]   I had been laid off.
[00:46:30.000 --> 00:46:35.000]   I was going into a commission-only, zero-salary business.
[00:46:35.000 --> 00:46:46.000]   And I thought to myself so many times, like, if it had been September of 2008, and it was October 2008, and November 2008, would I have had the guts to quit my job?
[00:46:46.000 --> 00:46:48.000]   And the answer is probably not.
[00:46:48.000 --> 00:46:50.000]   I probably wouldn't have had the guts to do it.
[00:46:50.000 --> 00:46:55.000]   And yet I was so glad that I had been done with the job, and I've just thought of that over the years.
[00:46:55.000 --> 00:47:03.000]   And I've realized I should have had the guts to do it, even if it looked like the whole world was falling apart, for all the reasons that I've just articulated to you.
[00:47:03.000 --> 00:47:06.000]   I had virtually no financial responsibility.
[00:47:06.000 --> 00:47:07.000]   I had plenty of money saved.
[00:47:07.000 --> 00:47:12.000]   I had plenty of characteristics that would allow me to get any job at some point when I wanted one.
[00:47:12.000 --> 00:47:23.000]   And so it would have been the wrong decision to have allowed these external circumstances, even if it was one of the most spectacular financial crises in a very long time.
[00:47:23.000 --> 00:47:28.000]   It would have been the wrong decision for me to allow that to control my actions and my life plan.
[00:47:28.000 --> 00:47:41.000]   So that's the lens through which I'm giving you the advice to say, as long as those conditions are there, then I think that you should just go with your plan A and deal with the economy as it develops.
[00:47:41.000 --> 00:47:45.000]   Because the thing that you don't have in abundance in life is time.
[00:47:45.000 --> 00:47:50.000]   And so there's always going to be a reason not to do something that you've decided you want to do.
[00:47:50.000 --> 00:47:54.000]   And I think it's much better to get in the habit of deciding what you want to do and then doing it.
[00:47:54.000 --> 00:48:07.000]   And that's a much more important productive personal habit than is, oh, I'm going to wait and see if the circumstances get better for me to live my life the way I want to live it.
[00:48:07.000 --> 00:48:12.000]   Very fair. Thank you for the affirmations and the advice.
[00:48:12.000 --> 00:48:20.000]   Yeah, I don't want to be living in fear or necessarily worry about the future.
[00:48:20.000 --> 00:48:24.000]   There's always something to worry about.
[00:48:24.000 --> 00:48:31.000]   Maybe buy a tent, buy a couple of buckets of wheat so at the worst case you have a roof over your head and food to eat.
[00:48:31.000 --> 00:48:33.000]   I think you are good to go.
[00:48:33.000 --> 00:48:38.000]   And enjoy your time, enjoy your sabbatical, and enjoy your personal projects.
[00:48:38.000 --> 00:48:41.000]   And with that, we come to the end of our Q&A show.
[00:48:41.000 --> 00:48:44.000]   Thank you so much for being here. I was glad we had a bunch more callers than I expected.
[00:48:44.000 --> 00:48:53.000]   If you would like to be on next week's show, make sure you go to patreon.com/radicalpersonalfinance and sign up there and we would welcome you to next week's Q&A show.
[00:48:53.000 --> 00:49:03.000]   And then in addition to that, remember that my brand new Bitcoin course, bitcoinprivacycourse.com, that has been the hit, major hit.
[00:49:03.000 --> 00:49:05.000]   I get such great feedback from that.
[00:49:05.000 --> 00:49:08.000]   And so I'd love to have more students in it though.
[00:49:08.000 --> 00:49:17.000]   And I think this is such a wonderful time to be buying Bitcoin, a wonderful time to be buying it right, buying it privately, owning it privately, and using it privately.
[00:49:17.000 --> 00:49:22.000]   So if you are interested in how to do that, go to bitcoinprivacycourse.com.
[00:49:22.000 --> 00:49:24.000]   I look forward to seeing you there.
[00:49:25.000 --> 00:49:32.000]   The holidays start here at Ralph's with a variety of options to celebrate traditions, old and new.
[00:49:32.000 --> 00:49:37.000]   You could do a classic herb roasted turkey or spice it up and make turkey tacos.
[00:49:37.000 --> 00:49:44.000]   Serve up a go-to shrimp cocktail or use simple truth wild caught shrimp for your first Cajun risotto.
[00:49:44.000 --> 00:49:49.000]   Make creamy mac and cheese or a spinach artichoke fondue from our selection of Murray's cheese.
[00:49:49.000 --> 00:49:54.000]   No matter how you shop, Ralph's has all the freshest ingredients to embrace all your holiday traditions.
[00:49:54.000 --> 00:49:56.000]   Ralph's, fresh for everyone.
[00:49:56.000 --> 00:49:57.020]   for everyone.

