
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:17:44.060 --> 00:17:47.740]   Jack's initial revolutions, if you will,
[00:17:47.740 --> 00:17:51.860]   were all around our structure, and then around low cost,
[00:17:51.860 --> 00:17:54.660]   and then indexing being the, you know,
[00:17:54.660 --> 00:17:57.300]   purest expression of the low cost.
[00:17:57.300 --> 00:18:00.220]   But so many of the other things that we've done since
[00:18:00.220 --> 00:18:04.980]   are really built upon the foundation of creative destruction
[00:18:04.980 --> 00:18:07.100]   and finding ways to disrupt yourselves
[00:18:07.100 --> 00:18:08.620]   before somebody else does it to you.
[00:18:08.620 --> 00:18:10.820]   So, again, when I think back,
[00:18:10.820 --> 00:18:13.580]   when I think back to all the different lessons
[00:18:13.580 --> 00:18:15.020]   Jack imparted, that probably
[00:18:15.020 --> 00:18:17.260]   was the single most important, Bill.
[00:18:17.260 --> 00:18:18.700]   Now, there are lots of things we could talk about
[00:18:18.700 --> 00:18:22.020]   in terms of capital markets and structure and whatnot,
[00:18:22.020 --> 00:18:25.620]   and I'm happy to go there, but it was that notion,
[00:18:25.620 --> 00:18:27.820]   at least for me, and, you know, again,
[00:18:27.820 --> 00:18:29.460]   some of it may have been timing,
[00:18:29.460 --> 00:18:31.900]   coming into my role in the middle, you know,
[00:18:31.900 --> 00:18:33.660]   at the beginning of the crisis,
[00:18:33.660 --> 00:18:35.620]   that actually was very liberating.
[00:18:35.620 --> 00:18:38.660]   And Jack and I did have a lot of conversations
[00:18:38.660 --> 00:18:43.220]   in those early days, and it was very, very good advice,
[00:18:43.220 --> 00:18:47.420]   you know, sort of, I'll call it a lesson imparted.
[00:18:47.420 --> 00:18:52.820]   - Well, that brings up a second question then,
[00:18:52.820 --> 00:18:54.780]   which is, you know, we all know about
[00:18:54.780 --> 00:18:59.020]   his 1951 senior thesis at Princeton,
[00:18:59.020 --> 00:19:00.580]   which, you know, the heart of which
[00:19:00.580 --> 00:19:03.980]   was the disruption of the industry.
[00:19:03.980 --> 00:19:07.220]   So, obviously, you know, the desire to do that
[00:19:07.220 --> 00:19:11.260]   and that drive arose, you know,
[00:19:11.260 --> 00:19:12.660]   when he was a very young man.
[00:19:12.660 --> 00:19:16.340]   And do you have any sense of where that came from?
[00:19:16.340 --> 00:19:19.460]   - Yeah, I think so.
[00:19:19.460 --> 00:19:24.460]   So, you know, his, I think it's, you know,
[00:19:24.460 --> 00:19:27.620]   most of you have heard Jack's family story,
[00:19:27.620 --> 00:19:30.060]   and, you know, he ended up,
[00:19:30.060 --> 00:19:34.860]   his family had been very successful and fairly well-to-do,
[00:19:34.860 --> 00:19:37.420]   and then, during the Great Depression,
[00:19:37.420 --> 00:19:40.900]   lost everything, essentially, and had to start over.
[00:19:40.900 --> 00:19:43.220]   And Jack actually was a scholarship student
[00:19:43.220 --> 00:19:44.260]   at Blair Academy.
[00:19:44.260 --> 00:19:46.780]   Again, I had the privilege of being at Blair
[00:19:46.780 --> 00:19:50.620]   a couple months ago, doing a memorial for Jack,
[00:19:50.620 --> 00:19:55.620]   and it was extraordinary to see his impact on Blair Academy.
[00:19:55.620 --> 00:20:00.860]   I actually think some of it started there, Bill.
[00:20:00.860 --> 00:20:02.700]   You know, he had the weight tables,
[00:20:02.700 --> 00:20:06.340]   he was, you know, he was very aware he was on scholarship,
[00:20:06.340 --> 00:20:07.860]   and, you know, there were a lot of other
[00:20:07.860 --> 00:20:10.180]   very well-to-do students there.
[00:20:10.180 --> 00:20:14.660]   And I think that created a restlessness in him
[00:20:14.660 --> 00:20:19.340]   that made him question things a little bit more deeply
[00:20:19.340 --> 00:20:24.020]   than others might have done at the same age,
[00:20:24.020 --> 00:20:27.020]   or with the same sets of experiences.
[00:20:27.020 --> 00:20:30.660]   And it was that restlessness and questioning
[00:20:30.660 --> 00:20:32.540]   about how things could be better,
[00:20:32.540 --> 00:20:35.740]   I think that was fundamental to who he was.
[00:20:35.740 --> 00:20:40.740]   You know, interestingly, when he came out of Princeton,
[00:20:40.740 --> 00:20:46.300]   the two choices he had were to go work
[00:20:46.300 --> 00:20:47.860]   for Philadelphia National Bank,
[00:20:47.860 --> 00:20:51.180]   which was kind of the thing you should have done,
[00:20:51.180 --> 00:20:53.420]   or go work for this little mutual fund company
[00:20:53.420 --> 00:20:56.780]   that he, you know, he'd written about the industry.
[00:20:56.780 --> 00:21:00.020]   And I think he actually wrestled with that decision,
[00:21:00.020 --> 00:21:02.660]   but then, you know, decided to go with Walter Morgan,
[00:21:02.660 --> 00:21:04.180]   as you all know.
[00:21:04.220 --> 00:21:09.100]   And again, I think the, you know,
[00:21:09.100 --> 00:21:13.300]   what was exposed in the 1951 thesis
[00:21:13.300 --> 00:21:16.500]   got reinforced by being with Mr. Morgan.
[00:21:16.500 --> 00:21:19.700]   Again, I had the privilege of interacting
[00:21:19.700 --> 00:21:21.980]   with Walter Morgan for a number of years
[00:21:21.980 --> 00:21:23.900]   before he passed away.
[00:21:23.900 --> 00:21:25.780]   And 'cause he would come to board meetings,
[00:21:25.780 --> 00:21:27.980]   and he would come to events, and so forth.
[00:21:27.980 --> 00:21:29.300]   And he took great pride, obviously,
[00:21:29.300 --> 00:21:30.980]   in what Jack had accomplished.
[00:21:31.940 --> 00:21:34.420]   Again, he was kind of a revolutionary in his day,
[00:21:34.420 --> 00:21:38.420]   in that the Wellington Fund was a balanced fund,
[00:21:38.420 --> 00:21:41.820]   focused on high-quality companies, and high dividends,
[00:21:41.820 --> 00:21:44.340]   and, you know, really high-quality bonds,
[00:21:44.340 --> 00:21:47.020]   during a period where it was leverage,
[00:21:47.020 --> 00:21:49.860]   and really aggressive growth, if you will,
[00:21:49.860 --> 00:21:51.420]   were the mantras of the day.
[00:21:51.420 --> 00:21:53.460]   So I think he found a kindred spirit,
[00:21:53.460 --> 00:21:55.940]   which sort of reinforced some of those notions.
[00:21:55.940 --> 00:21:59.420]   But I think a lot of it came from the way, you know,
[00:21:59.420 --> 00:22:01.460]   came from Blair, and came from the restlessness
[00:22:01.460 --> 00:22:02.540]   that was created there.
[00:22:02.540 --> 00:22:06.620]   And, you know, this, I don't know how you teach this,
[00:22:06.620 --> 00:22:07.460]   because I'm not sure it can be,
[00:22:07.460 --> 00:22:10.020]   I think it's just something that is sparked in an individual,
[00:22:10.020 --> 00:22:15.020]   but his creativity was one of his great strengths.
[00:22:15.020 --> 00:22:18.580]   And, you know, when you would be in meetings with him,
[00:22:18.580 --> 00:22:22.460]   the questions that would come from Jack
[00:22:22.460 --> 00:22:24.700]   were different than the questions that would come
[00:22:24.700 --> 00:22:27.740]   from 98 out of 100 other people.
[00:22:27.740 --> 00:22:31.460]   And, you know, I don't know exactly where that comes from,
[00:22:31.460 --> 00:22:32.860]   except, you know, the background certainly
[00:22:32.860 --> 00:22:34.420]   had something to do with it, and the restlessness.
[00:22:34.420 --> 00:22:36.500]   But he was never satisfied
[00:22:36.500 --> 00:22:38.220]   with just sort of conventional thinking.
[00:22:38.220 --> 00:22:41.460]   And I think that lack of satisfaction,
[00:22:41.460 --> 00:22:44.620]   and that embracing of, I'll call it disruptive ways
[00:22:44.620 --> 00:22:48.020]   of doing things, started at a young age,
[00:22:48.020 --> 00:22:52.580]   and became just part of his mantras as time went on.
[00:22:52.580 --> 00:22:55.940]   - Yeah, Mel Turner last night reminded me
[00:22:55.940 --> 00:22:58.900]   of one of my favorite passages from Fred Schwed's
[00:22:58.900 --> 00:23:01.460]   "Where Are the Customers' Yachts?"
[00:23:01.460 --> 00:23:04.580]   which was, you know, when brokers were explaining
[00:23:04.580 --> 00:23:07.220]   to the younger brokers how the business worked,
[00:23:07.220 --> 00:23:09.180]   they explained that they would throw all the money
[00:23:09.180 --> 00:23:10.900]   at the ceiling, and what stuck to the ceiling
[00:23:10.900 --> 00:23:12.060]   was the clients.
[00:23:12.060 --> 00:23:18.020]   And so it was obvious that that was the world back then,
[00:23:18.020 --> 00:23:20.180]   that Jack wanted to disrupt.
[00:23:20.180 --> 00:23:24.700]   What made Jack unhappy about the capital markets
[00:23:24.700 --> 00:23:26.060]   in the last decade or two?
[00:23:26.060 --> 00:23:30.380]   What did he see now that he wanted to disrupt?
[00:23:30.380 --> 00:23:35.380]   - Yeah, so, and this is where Jack and I sometimes had,
[00:23:35.380 --> 00:23:39.620]   I will say, spirited discussions.
[00:23:39.620 --> 00:23:41.460]   (audience laughing)
[00:23:41.460 --> 00:23:44.860]   You know, Jack worried about ETFs initially.
[00:23:44.860 --> 00:23:47.740]   He thought that they were a trading vehicle.
[00:23:47.740 --> 00:23:49.980]   I think as many of you have read,
[00:23:49.980 --> 00:23:51.660]   and Jack didn't speak about it a lot,
[00:23:51.660 --> 00:23:54.180]   but he did talk about it, especially later in life,
[00:23:54.180 --> 00:23:55.900]   you know, we'd actually had the opportunity
[00:23:55.900 --> 00:23:59.700]   to launch the first ETF, you know, what became the Spider,
[00:23:59.700 --> 00:24:02.020]   you know, State Street did,
[00:24:02.020 --> 00:24:05.420]   and then the, you know, the Quadruple Q,
[00:24:05.420 --> 00:24:08.860]   or whatever it is, you know, on NASDAQ.
[00:24:08.860 --> 00:24:11.140]   He passed on that because he felt
[00:24:11.140 --> 00:24:12.540]   they were just trading vehicles.
[00:24:12.540 --> 00:24:15.740]   And in the early days, that's actually what they were.
[00:24:15.740 --> 00:24:19.540]   They were essentially a derivative substitute.
[00:24:19.540 --> 00:24:23.220]   And so he really was not very aligned
[00:24:23.220 --> 00:24:26.180]   with the whole creation of that.
[00:24:26.180 --> 00:24:29.260]   And, you know, he continued to worry about it
[00:24:29.260 --> 00:24:33.540]   even as, you know, we got more into that business.
[00:24:33.540 --> 00:24:36.060]   And, you know, I think the point, you know,
[00:24:36.060 --> 00:24:37.940]   I tried to make to him, I know Gus Sautter,
[00:24:37.940 --> 00:24:39.740]   our CIO at the time who, you know,
[00:24:39.740 --> 00:24:43.700]   invented our class structure for ETFs.
[00:24:43.700 --> 00:24:46.140]   You know, we made the point that you don't have
[00:24:46.140 --> 00:24:47.940]   to use these as a trading vehicle.
[00:24:47.940 --> 00:24:50.820]   You know, the beauty is they can actually serve
[00:24:50.820 --> 00:24:53.260]   that purpose, but they can also be a buy and hold strategy
[00:24:53.260 --> 00:24:55.620]   and be incredibly effective as well,
[00:24:55.620 --> 00:24:59.340]   especially for an advisor putting a portfolio together
[00:24:59.340 --> 00:25:01.420]   in a very low cost way for someone.
[00:25:01.420 --> 00:25:05.060]   And you may have seen Jack soften on that
[00:25:05.060 --> 00:25:07.740]   a little bit over time, and he would talk about that.
[00:25:07.740 --> 00:25:08.900]   He would talk about the difference.
[00:25:08.900 --> 00:25:11.900]   But, you know, Bill, I do think he really worried
[00:25:11.900 --> 00:25:14.180]   about the product proliferation there.
[00:25:14.180 --> 00:25:16.540]   He worried about some of the, you know,
[00:25:16.540 --> 00:25:19.460]   crazy structures that were coming out.
[00:25:19.460 --> 00:25:22.060]   He worried about leverage in ETFs,
[00:25:22.060 --> 00:25:24.500]   implicit leverage in particular.
[00:25:24.500 --> 00:25:27.220]   So I think that was a fairly big concern.
[00:25:27.220 --> 00:25:29.660]   But, you know, for me, what was interesting was
[00:25:29.660 --> 00:25:32.180]   it was actually the same set of concerns
[00:25:32.180 --> 00:25:35.180]   that Jack had always had about the mutual fund industry.
[00:25:35.180 --> 00:25:37.780]   It was a very parallel set of concerns,
[00:25:37.780 --> 00:25:39.820]   because again, I sat through all the meetings
[00:25:39.820 --> 00:25:41.980]   during the late '80s and early '90s with him
[00:25:41.980 --> 00:25:45.380]   on product development stuff, where he worried
[00:25:45.380 --> 00:25:48.220]   that there was a new fund coming out every hour,
[00:25:48.220 --> 00:25:49.740]   you know, different flavor or something.
[00:25:49.740 --> 00:25:52.420]   And he just thought it was all being done
[00:25:52.420 --> 00:25:55.180]   just for salesmanship as opposed
[00:25:55.180 --> 00:25:58.260]   for really good investment principles.
[00:25:58.260 --> 00:26:01.860]   And, you know, one of the things he charged us with
[00:26:01.860 --> 00:26:05.380]   as a result was any time we brought a new fund out,
[00:26:05.380 --> 00:26:08.780]   we really had to be asking the fundamental question about,
[00:26:08.780 --> 00:26:13.780]   is this a needed and useful solution for people?
[00:26:13.780 --> 00:26:18.100]   And, you know, it was a really good test for us.
[00:26:18.100 --> 00:26:21.980]   But I think he continued right up to his last days
[00:26:21.980 --> 00:26:23.620]   to worry about the product proliferation,
[00:26:23.620 --> 00:26:25.300]   in particular on the ETF side.
[00:26:25.300 --> 00:26:28.620]   You know, I think on the capital market side,
[00:26:28.620 --> 00:26:30.900]   the other concern he had, and one which I share
[00:26:30.900 --> 00:26:34.900]   pretty deeply, was the rise of algorithmic trading
[00:26:34.900 --> 00:26:39.340]   and what's happening in that world.
[00:26:39.340 --> 00:26:42.980]   And he spoke about that several times.
[00:26:42.980 --> 00:26:45.660]   You know, it's a really, really complex topic,
[00:26:45.660 --> 00:26:49.620]   as some of you know, because, in a sense,
[00:26:49.620 --> 00:26:52.420]   without some of this trading now,
[00:26:52.420 --> 00:26:53.700]   I'm not sure markets would actually work
[00:26:53.700 --> 00:26:54.740]   as well as they work.
[00:26:54.740 --> 00:26:58.260]   And that has more to do with the structure
[00:26:58.260 --> 00:27:01.060]   of the U.S. markets than anything else.
[00:27:01.060 --> 00:27:04.300]   But a lot of the knitting, if you will,
[00:27:04.300 --> 00:27:08.620]   that's there is, you know, these algorithmic traders
[00:27:08.620 --> 00:27:11.740]   actually provide an incredible amount of liquidity.
[00:27:11.740 --> 00:27:14.260]   You know, the problem is they don't necessarily
[00:27:14.260 --> 00:27:16.820]   provide the liquidity when you most need it,
[00:27:16.820 --> 00:27:18.220]   because they're not regulated in that way.
[00:27:18.220 --> 00:27:20.900]   And I think there's, you know, Jack was always
[00:27:20.900 --> 00:27:22.940]   sort of pushing the SEC to think about that,
[00:27:22.940 --> 00:27:25.340]   and I think the SEC actually is looking at that.
[00:27:25.340 --> 00:27:28.420]   Many of the rule changes that have occurred
[00:27:28.420 --> 00:27:31.220]   to sort of reign some of that in,
[00:27:31.220 --> 00:27:35.060]   they may have had their origins in some of Jack's speeches,
[00:27:35.060 --> 00:27:37.260]   and then certainly some of our policy advocacy
[00:27:37.260 --> 00:27:39.300]   to tighten things up there.
[00:27:39.300 --> 00:27:40.980]   And I would say we're in a better place
[00:27:40.980 --> 00:27:42.420]   than we were as a result.
[00:27:43.700 --> 00:27:48.180]   - Yeah, a couple of thoughts about that.
[00:27:48.180 --> 00:27:50.340]   You know, whenever I hear a hedge fund manager
[00:27:50.340 --> 00:27:53.940]   talk about benefits of hedge funds to society,
[00:27:53.940 --> 00:27:56.460]   that they in particular provide liquidity,
[00:27:56.460 --> 00:27:58.740]   whenever I hear the words we provide liquidity,
[00:27:58.740 --> 00:28:00.540]   I hold onto my wallet.
[00:28:00.540 --> 00:28:03.780]   (audience laughing)
[00:28:03.780 --> 00:28:06.500]   Vanguard, like all large corporations,
[00:28:06.500 --> 00:28:11.500]   you know, faces challenges from within and without.
[00:28:12.020 --> 00:28:15.860]   And I'd like you to address each of those,
[00:28:15.860 --> 00:28:20.180]   and I'll direct you to start with the easy one,
[00:28:20.180 --> 00:28:23.060]   which is what do you see as the external challenges
[00:28:23.060 --> 00:28:25.660]   to Vanguard, then we'll get to the internal ones.
[00:28:25.660 --> 00:28:27.940]   - Yeah, so, you know, on the external side,
[00:28:27.940 --> 00:28:30.500]   there's no shortage of challenges right now.
[00:28:30.500 --> 00:28:32.540]   I mean, there are many competitors
[00:28:32.540 --> 00:28:35.660]   who are actually trying to come at us on the price side,
[00:28:35.660 --> 00:28:38.940]   being very selective about how they do that.
[00:28:38.940 --> 00:28:41.260]   And, you know, the interesting thing is
[00:28:41.260 --> 00:28:46.260]   the market's actually been pretty discerning about that.
[00:28:46.260 --> 00:28:49.180]   So when, you know, some people come out with,
[00:28:49.180 --> 00:28:52.260]   you know, really low-cost funds or ETFs,
[00:28:52.260 --> 00:28:54.980]   they look at the other prices of the other product suite
[00:28:54.980 --> 00:28:57.220]   that gets sort of blended together.
[00:28:57.220 --> 00:28:59.900]   And, you know, again, a lot of analysts
[00:28:59.900 --> 00:29:03.340]   have actually called our competitors on that,
[00:29:03.340 --> 00:29:04.740]   and it actually hasn't reversed that much.
[00:29:04.740 --> 00:29:09.740]   But the fact is, low-cost is no longer our domain alone.
[00:29:09.740 --> 00:29:11.940]   And I actually think this is a good thing.
[00:29:11.940 --> 00:29:15.820]   And, you know, the competitor in me hates it,
[00:29:15.820 --> 00:29:19.100]   but the societal person in me loves it
[00:29:19.100 --> 00:29:21.020]   because investors are better off.
[00:29:21.020 --> 00:29:23.420]   And at the end of the day, you know,
[00:29:23.420 --> 00:29:27.700]   Jack's dream of changing the industry
[00:29:27.700 --> 00:29:29.020]   is actually happening.
[00:29:29.020 --> 00:29:31.060]   People are actually paying attention to cost.
[00:29:31.060 --> 00:29:32.820]   So from a competitive standpoint,
[00:29:32.820 --> 00:29:34.660]   that's certainly an issue for us.
[00:29:34.660 --> 00:29:38.540]   But the second one is we're big,
[00:29:38.540 --> 00:29:42.780]   and we're increasingly the largest shareholder
[00:29:42.780 --> 00:29:44.740]   in most companies.
[00:29:44.740 --> 00:29:47.740]   And so that puts you under the microscope,
[00:29:47.740 --> 00:29:49.900]   both from a regulatory and government standpoint,
[00:29:49.900 --> 00:29:54.900]   as well as from a just outside pundit standpoint.
[00:29:54.900 --> 00:29:58.060]   And we certainly hear a lot about those issues.
[00:29:58.060 --> 00:30:00.540]   You know, there have been a couple of papers
[00:30:00.540 --> 00:30:04.580]   written about, you know, Vanguard's too big.
[00:30:04.580 --> 00:30:05.780]   It needs to be broken up
[00:30:05.780 --> 00:30:09.300]   because it's gonna exert too much control
[00:30:09.300 --> 00:30:10.900]   on corporate America and so forth.
[00:30:10.900 --> 00:30:14.740]   And, you know, there's even a conspiracy theory out there
[00:30:14.740 --> 00:30:18.020]   that somehow Larry Fink and I were working together
[00:30:18.020 --> 00:30:20.660]   to raise airline prices
[00:30:20.660 --> 00:30:22.540]   because we both are the most significant owners
[00:30:22.540 --> 00:30:24.180]   in airlines, and that would be, you know,
[00:30:24.180 --> 00:30:25.340]   a really good thing for us.
[00:30:25.340 --> 00:30:29.540]   Which, this is a great example of somebody
[00:30:29.540 --> 00:30:31.660]   mixing correlation and causation
[00:30:31.660 --> 00:30:34.900]   and not really understanding the difference between the two.
[00:30:34.900 --> 00:30:37.820]   But I say it, you know, partly tongue-in-cheek,
[00:30:37.820 --> 00:30:38.980]   but seriously as well.
[00:30:38.980 --> 00:30:40.940]   I mean, we actually have to spend time on this stuff.
[00:30:40.940 --> 00:30:43.700]   You know, we have to spend a lot of time educating people.
[00:30:43.700 --> 00:30:48.100]   So I look at the, from the external standpoint,
[00:30:48.100 --> 00:30:52.540]   just the scrutiny that goes on
[00:30:52.540 --> 00:30:55.300]   because of the success of the firm.
[00:30:55.300 --> 00:30:59.380]   And it's a privilege to have that scrutiny, in a sense.
[00:30:59.380 --> 00:31:01.540]   But it's also, you know, it takes a lot of time
[00:31:01.540 --> 00:31:02.500]   for our leadership team,
[00:31:02.500 --> 00:31:06.020]   and time that you'd rather, frankly, devote to the clients
[00:31:06.020 --> 00:31:08.740]   and just being focused on the business.
[00:31:08.740 --> 00:31:12.500]   You know, internally, I think the biggest risk we have
[00:31:12.500 --> 00:31:14.340]   is our success.
[00:31:14.340 --> 00:31:16.500]   And it is becoming complacent.
[00:31:16.500 --> 00:31:21.060]   And I know Tim Buckley shares this with me.
[00:31:21.060 --> 00:31:24.260]   Again, you do not grow up in the house of Ogle
[00:31:24.260 --> 00:31:29.260]   with a notion that complacency is a good thing.
[00:31:29.260 --> 00:31:29.980]   I just say that.
[00:31:29.980 --> 00:31:33.020]   You know, it was so imparted,
[00:31:33.020 --> 00:31:34.700]   so frequently imparted to us
[00:31:34.700 --> 00:31:39.380]   that the minute complacency seeps in, you're dead.
[00:31:39.380 --> 00:31:43.900]   And one of the really interesting things,
[00:31:43.900 --> 00:31:49.100]   probably two months into Tim taking over as CEO,
[00:31:49.100 --> 00:31:51.740]   he put a book on all of his leader's table,
[00:31:51.740 --> 00:31:54.940]   leader's desk, called "The Founder's Mentality."
[00:31:54.940 --> 00:31:58.660]   And it was sort of getting back to the urgency
[00:31:58.660 --> 00:32:00.780]   of a brand-new company
[00:32:00.780 --> 00:32:07.500]   and having to, you know, earn your way each and every day.
[00:32:07.500 --> 00:32:11.940]   You know, again, no disrespect to the past,
[00:32:11.940 --> 00:32:17.100]   but just saying, have we maintained our sense of urgency?
[00:32:17.100 --> 00:32:18.980]   So I had a couple people come running into my office
[00:32:18.980 --> 00:32:21.180]   and go, you know, their hair's on fire.
[00:32:21.180 --> 00:32:22.500]   "Can you believe Tim's doing this?"
[00:32:22.500 --> 00:32:24.740]   I'm like, "Yeah, I think the board actually made
[00:32:24.740 --> 00:32:27.100]   "a great choice in the next generation
[00:32:27.100 --> 00:32:30.060]   "because that's exactly what he should be doing."
[00:32:30.060 --> 00:32:33.780]   And so, Bill, that's the thing that I think worries us.
[00:32:33.780 --> 00:32:37.460]   I think we've got the right leadership team to combat it,
[00:32:37.460 --> 00:32:40.820]   but it's a never-ending battle.
[00:32:40.820 --> 00:32:44.540]   The more successful you are,
[00:32:44.540 --> 00:32:48.340]   in some ways, the less willing you are to take risks
[00:32:48.340 --> 00:32:51.420]   and in creating new ways of doing things
[00:32:51.420 --> 00:32:53.300]   and thinking outside the box,
[00:32:53.300 --> 00:32:55.780]   which has, again, been our hallmark.
[00:32:55.780 --> 00:32:58.140]   I grew up in Rochester, New York,
[00:32:58.140 --> 00:33:01.060]   so I watched this up close and personal.
[00:33:01.060 --> 00:33:04.180]   Eastman Kodak, many of you probably know the story.
[00:33:04.180 --> 00:33:09.860]   Eastman Kodak actually invented digital photography.
[00:33:09.860 --> 00:33:12.260]   But Eastman Kodak did not, you know,
[00:33:12.260 --> 00:33:15.500]   this got to sort of the definition of what Eastman Kodak.
[00:33:15.500 --> 00:33:19.060]   Eastman Kodak considered itself a film company
[00:33:19.060 --> 00:33:22.820]   and that if you read their mission statement and so forth,
[00:33:22.820 --> 00:33:24.740]   that's what it was all about.
[00:33:24.740 --> 00:33:27.140]   And they missed this unbelievable revolution
[00:33:27.140 --> 00:33:28.460]   that was going on.
[00:33:28.460 --> 00:33:31.540]   If Eastman Kodak had considered itself
[00:33:31.540 --> 00:33:33.540]   its main mission in life,
[00:33:33.540 --> 00:33:37.660]   to be the preserver of memories,
[00:33:37.660 --> 00:33:40.780]   they would have approached it completely differently.
[00:33:40.780 --> 00:33:43.780]   So one of the things that we did, you know,
[00:33:43.780 --> 00:33:46.100]   as we were getting bigger and more successful,
[00:33:46.100 --> 00:33:49.660]   we actually restated our mission.
[00:33:49.660 --> 00:33:50.780]   And, you know, we went back.
[00:33:50.780 --> 00:33:54.100]   I actually, I reread everyone in Jack's speeches,
[00:33:54.100 --> 00:33:56.340]   looked at a lot of Jack Brennan's writings on this
[00:33:56.340 --> 00:33:57.180]   and so forth.
[00:33:57.180 --> 00:33:59.780]   And the team came up with, you know,
[00:33:59.780 --> 00:34:01.980]   our current purpose, if you will,
[00:34:01.980 --> 00:34:03.660]   which is to take a stand for all investors,
[00:34:03.660 --> 00:34:04.940]   treat them fairly,
[00:34:04.940 --> 00:34:08.060]   give them the best chance for investment success.
[00:34:08.060 --> 00:34:09.500]   And you might notice in there,
[00:34:09.500 --> 00:34:12.060]   there's nothing about being the low-cost provider
[00:34:12.060 --> 00:34:14.860]   of mutual funds or, you know,
[00:34:14.860 --> 00:34:18.460]   anything that's really limiting.
[00:34:18.460 --> 00:34:20.460]   That, and again, we're not going away
[00:34:20.460 --> 00:34:22.340]   from low-cost mutual funds, trust me.
[00:34:22.340 --> 00:34:26.300]   But the idea that our job is to give investors
[00:34:26.300 --> 00:34:30.940]   the best chance for success and to take a stand for them,
[00:34:30.940 --> 00:34:33.740]   it was so deeply embedded in the founding of this company,
[00:34:33.740 --> 00:34:36.660]   we felt it very important to make the statement.
[00:34:36.660 --> 00:34:38.380]   And, you know, Bill, for me,
[00:34:38.380 --> 00:34:40.860]   that's how you try to combat, you know,
[00:34:40.860 --> 00:34:42.060]   the thing I worry about.
[00:34:42.060 --> 00:34:45.180]   But look, I'd be, I would be less than honest
[00:34:45.180 --> 00:34:47.700]   if I didn't tell you I go to bed every night worried
[00:34:47.700 --> 00:34:49.980]   that success goes to our head.
[00:34:49.980 --> 00:34:53.860]   And again, I have great faith in the leadership team
[00:34:53.860 --> 00:34:54.740]   that's in place,
[00:34:54.740 --> 00:34:58.100]   but that will be a never-ending battle for us.
[00:34:58.100 --> 00:35:01.060]   - Yeah, there's something that I think about a lot,
[00:35:01.060 --> 00:35:04.060]   which is not just the differentiation
[00:35:04.060 --> 00:35:06.300]   between what the public sector does,
[00:35:06.300 --> 00:35:10.140]   what the government does and what the private sector does,
[00:35:10.140 --> 00:35:11.140]   but there's a third sector,
[00:35:11.140 --> 00:35:12.260]   which we don't think enough about,
[00:35:12.260 --> 00:35:15.220]   which is the non-profit sector.
[00:35:15.220 --> 00:35:18.020]   Almost all education in this country
[00:35:18.020 --> 00:35:20.660]   is done through non-profits.
[00:35:20.660 --> 00:35:25.500]   And, you know, the for-profit sector in education,
[00:35:25.500 --> 00:35:26.780]   for that matter, in prisons,
[00:35:26.780 --> 00:35:30.940]   hasn't exactly covered itself in glory.
[00:35:30.940 --> 00:35:32.860]   Healthcare, you know, most of us are going to wind up
[00:35:32.860 --> 00:35:35.980]   going to hospitals that are run by non-profits.
[00:35:35.980 --> 00:35:39.820]   So the question I have for you is,
[00:35:39.820 --> 00:35:42.780]   does Vanguard view itself as a non-profit corporation?
[00:35:42.780 --> 00:35:46.540]   - Short answer is no.
[00:35:46.540 --> 00:35:48.060]   We actually view ourselves
[00:35:48.060 --> 00:35:53.060]   as a very profit-oriented organization,
[00:35:53.060 --> 00:35:55.500]   but we define it differently than others do.
[00:35:55.500 --> 00:35:57.340]   We don't define it in the traditional P&L.
[00:35:57.340 --> 00:35:59.260]   We actually define it in
[00:35:59.260 --> 00:36:01.940]   what's the net return to our investors.
[00:36:01.940 --> 00:36:04.140]   At the end of the day, that's what matters.
[00:36:04.140 --> 00:36:08.100]   So, you know, our maniacal focus on cost over the years
[00:36:08.100 --> 00:36:11.500]   is to make sure that more of what an investor earns
[00:36:11.500 --> 00:36:14.140]   in the marketplace stays with the investor.
[00:36:14.140 --> 00:36:17.020]   That's actually how we measure profitability.
[00:36:17.020 --> 00:36:19.420]   Because if you think about it, being owned by the funds,
[00:36:19.420 --> 00:36:21.940]   and therefore the clients of the funds,
[00:36:21.940 --> 00:36:24.220]   at the end of the day, they're like,
[00:36:24.220 --> 00:36:27.380]   if you do the analogy to a shareholder,
[00:36:27.380 --> 00:36:29.740]   you know, creating earnings for your shareholders,
[00:36:29.740 --> 00:36:31.060]   which is what a public company does,
[00:36:31.060 --> 00:36:33.140]   is we're trying to create earnings for our shareholders,
[00:36:33.140 --> 00:36:34.660]   which are our fund holders.
[00:36:34.660 --> 00:36:38.060]   We try to do that in the most efficient, cost-effective way.
[00:36:38.060 --> 00:36:42.100]   And frankly, when we look at success of the firm,
[00:36:42.980 --> 00:36:47.300]   you know, there were four metrics that we focused on.
[00:36:47.300 --> 00:36:51.220]   Three external, one internal.
[00:36:51.220 --> 00:36:54.540]   And the metrics were externally,
[00:36:54.540 --> 00:36:57.500]   how are our funds performing versus our competitors.
[00:36:57.500 --> 00:36:59.020]   So how do we measure up?
[00:36:59.020 --> 00:37:01.180]   Because you all have a choice.
[00:37:01.180 --> 00:37:03.580]   Be it a Vanguard fund, or you can be in an ABC fund.
[00:37:03.580 --> 00:37:06.020]   And there's thousands of funds, as we know.
