
[00:00:00.000 --> 00:00:05.300]   [BLANK_AUDIO]
[00:17:47.900 --> 00:17:49.780]   very useful for these mathematical operations,
[00:17:49.780 --> 00:17:51.500]   which people use in their research.
[00:17:51.500 --> 00:17:54.420]   Um, Python's sort of solution to that is to have
[00:17:54.420 --> 00:17:58.420]   a separate library entirely where they make use of, um,
[00:17:58.420 --> 00:18:01.380]   subroutines which are sort of like sub languages, um, sorry,
[00:18:01.380 --> 00:18:05.100]   sub, um, scripts that are written in a different language called C or C++,
[00:18:05.100 --> 00:18:08.300]   um, that are highly optimized for, um, efficiency.
[00:18:08.300 --> 00:18:11.500]   So the reason C and C++ are much faster than Python is
[00:18:11.500 --> 00:18:13.340]   because they're closer to what's called machine language,
[00:18:13.340 --> 00:18:14.940]   which is what the computer will read.
[00:18:14.940 --> 00:18:18.260]   Um, I mentioned earlier, one of the nice things about Python is it's kind of high level.
[00:18:18.260 --> 00:18:19.540]   It looks like English, right? Just like I said.
[00:18:19.540 --> 00:18:21.020]   You know, we say literally like is,
[00:18:21.020 --> 00:18:24.780]   you know, if x is equal to one or x is equal to two, right?
[00:18:24.780 --> 00:18:28.120]   But, um, that also means that there's a lot more translation required on
[00:18:28.120 --> 00:18:31.220]   the computer's part before it understands what you mean.
[00:18:31.220 --> 00:18:34.900]   Um, and that's useful when you know we're writing out code where we want to understand it,
[00:18:34.900 --> 00:18:36.660]   but it's a little bit less useful when you're sort of
[00:18:36.660 --> 00:18:39.620]   running a lot of operations on a lot of data.
[00:18:39.620 --> 00:18:43.260]   So the real benefit of something like NumPy is that if you have sort of
[00:18:43.260 --> 00:18:45.660]   your memory and your data in a particular format,
[00:18:45.660 --> 00:18:48.380]   it'll call these, these like we see scripts or what are called
[00:18:48.380 --> 00:18:51.620]   subroutines in a different language and it'll make them very, very fast.
[00:18:51.620 --> 00:18:53.300]   And so that's the real benefit of using NumPy.
[00:18:53.300 --> 00:18:55.260]   And almost everyone, um,
[00:18:55.260 --> 00:18:57.100]   in, in sort of NLP is very,
[00:18:57.100 --> 00:19:00.060]   very familiar with this because you'll be running a lot of operations on,
[00:19:00.060 --> 00:19:01.680]   for example, like co-occurrence matrices,
[00:19:01.680 --> 00:19:03.420]   which are really, really big and,
[00:19:03.420 --> 00:19:05.720]   um, it's very useful to have them optimized for time.
[00:19:05.720 --> 00:19:08.220]   So that's really the benefit of using NumPy.
[00:19:08.220 --> 00:19:13.300]   And NumPy basically, it's involved for all these like math and matrix and vector calculations.
[00:19:13.300 --> 00:19:14.740]   Um, and it's different than a list.
[00:19:14.740 --> 00:19:17.740]   Although you can easily translate between a list and a NumPy array,
[00:19:17.740 --> 00:19:20.020]   NumPy arrays are specifically, as I mentioned,
[00:19:20.020 --> 00:19:22.620]   designed to be used in these subroutines.
[00:19:22.620 --> 00:19:23.820]   So they have a specific format,
[00:19:23.820 --> 00:19:25.820]   they're instantiated differently, um,
[00:19:25.820 --> 00:19:29.420]   and you can translate between this and sort of your standard list easily.
[00:19:29.420 --> 00:19:32.240]   But to know that you can only do NumPy operations on NumPy arrays.
[00:19:32.240 --> 00:19:34.740]   You can't do NumPy operations on lists directly.
[00:19:34.740 --> 00:19:37.140]   You'd first have to like convert them, which is really simple.
[00:19:37.140 --> 00:19:39.420]   You just use this NumPy dot array function.
[00:19:39.420 --> 00:19:42.460]   Um, but just know that they'd operate only on NumPy arrays.
[00:19:42.460 --> 00:19:46.740]   Okay. So for NumPy, we're gonna be going back to the Colab.
[00:19:46.740 --> 00:19:48.960]   And then, as I mentioned earlier,
[00:19:48.960 --> 00:19:50.500]   the real strength of NumPy is, you know,
[00:19:50.500 --> 00:19:53.740]   it supports these large multi-dimensional arrays and matrices
[00:19:53.740 --> 00:19:57.420]   for very, very optimized high-level mathematical functions.
[00:19:57.420 --> 00:20:01.540]   Um, and just to go back- step back for a quick second, what is a matrix?
[00:20:01.540 --> 00:20:04.660]   Matrices are basically like rectangular, um,
[00:20:04.660 --> 00:20:08.300]   structures of numbers that are used and you can treat them with
[00:20:08.300 --> 00:20:12.220]   specific rules, um, for operations between different kinds of things.
[00:20:12.220 --> 00:20:15.220]   So if you have like a lot of data, instead of, you know,
[00:20:15.220 --> 00:20:17.020]   individually potentially multiplying things,
[00:20:17.020 --> 00:20:19.500]   if you can store them in this rectangular format,
[00:20:19.500 --> 00:20:22.100]   um, you have specific rules about how this matrix,
[00:20:22.100 --> 00:20:23.940]   for example, will interact with a different one.
[00:20:23.940 --> 00:20:27.300]   And by doing that, which is matrix multiplication or matrix math,
[00:20:27.300 --> 00:20:31.420]   um, you can do a wide variety of mathematical operations.
[00:20:31.420 --> 00:20:34.120]   A vector is generally- this is conventional.
[00:20:34.120 --> 00:20:35.580]   None of these are like hard and fast rules,
[00:20:35.580 --> 00:20:37.620]   but conventionally, a vector is,
[00:20:37.620 --> 00:20:39.500]   um, a matrix in one dimension.
[00:20:39.500 --> 00:20:42.560]   So it's usually like a row vector or a column vector,
[00:20:42.560 --> 00:20:45.100]   which usually just means that it's a list,
[00:20:45.100 --> 00:20:47.320]   um, of values in only one dimension.
[00:20:47.320 --> 00:20:48.420]   So it's like, for example,
[00:20:48.420 --> 00:20:53.240]   here, when I come down to x is equal to numpy array of 1, 2, 3,
[00:20:53.240 --> 00:20:57.160]   that's a list in only one dimension versus, for example,
[00:20:57.160 --> 00:20:59.680]   z, when I- this is z down here,
[00:20:59.680 --> 00:21:04.480]   that is what's called like a two-dimensional array because you have both rows,
[00:21:04.480 --> 00:21:06.440]   for example, like 6, 7,
[00:21:06.440 --> 00:21:08.900]   and then you have 8, 9,
[00:21:08.900 --> 00:21:11.080]   um, versus in this first one,
[00:21:11.080 --> 00:21:13.940]   you only have three values in one dimension.
[00:21:13.940 --> 00:21:16.560]   So that's sort of the conventional difference between the two.
[00:21:16.560 --> 00:21:19.800]   Another convention is matrices generally refer to two-dimensional objects.
[00:21:19.800 --> 00:21:23.000]   So this, as I mentioned, is like z, this is two-dimensional.
[00:21:23.000 --> 00:21:25.460]   Um, you might have heard the word tensor also.
[00:21:25.460 --> 00:21:28.840]   Tensors by convention usually are like higher dimensional objects.
[00:21:28.840 --> 00:21:30.160]   So instead of having two dimensions,
[00:21:30.160 --> 00:21:31.460]   you know, 2, 2,
[00:21:31.460 --> 00:21:33.240]   you can have like n dimensions.
[00:21:33.240 --> 00:21:36.240]   You can have 2, 2, 2, 2, 2, 2,
[00:21:36.240 --> 00:21:38.080]   for like five or six dimensions.
[00:21:38.080 --> 00:21:41.360]   Um, and those are very valid to do mathematical operations on,
[00:21:41.360 --> 00:21:44.760]   um, and those are often colloquially sort of called tensors.
[00:21:44.760 --> 00:21:49.240]   Um, in addition, and this will be covered in the next tutorial in PyTorch,
[00:21:49.240 --> 00:21:54.280]   um, those larger sort of tensors are also optimized for efficiency,
[00:21:54.280 --> 00:21:55.960]   um, to be used on GPUs.
[00:21:55.960 --> 00:21:59.280]   And so they're called tensor in a more concrete way because you're using
[00:21:59.280 --> 00:22:02.160]   these tensors with PyTorch and other sort of packages
[00:22:02.160 --> 00:22:05.920]   to directly do those quicker GPU operations on for deep learning.
[00:22:05.920 --> 00:22:10.160]   So those are sort of- that's a quick sort of terminology difference between the three.
[00:22:10.160 --> 00:22:12.400]   Okay. So now, um,
[00:22:12.400 --> 00:22:14.200]   let's start off with just some quick sort of
[00:22:14.200 --> 00:22:17.920]   representations of how are these matrices and vectors represented in NumPy.
[00:22:17.920 --> 00:22:20.960]   Um, this sort of goes back to your question about like,
[00:22:20.960 --> 00:22:25.400]   what is the difference between like three comma versus like one comma three.
[00:22:25.400 --> 00:22:29.840]   Um, so usually three comma in NumPy arrays usually just means that you have
[00:22:29.840 --> 00:22:33.240]   one list of like one, two, three, for example,
[00:22:33.240 --> 00:22:37.560]   there's like three values versus if you add another list on top of that,
[00:22:37.560 --> 00:22:42.160]   this one comma three essentially refers to the fact that there's a list of lists.
[00:22:42.160 --> 00:22:44.140]   So anytime you have two dimensions,
[00:22:44.140 --> 00:22:47.000]   it always means that there's a list of lists,
[00:22:47.000 --> 00:22:49.760]   um, and that being like a list of lists of for example like a row.
[00:22:49.760 --> 00:22:54.200]   So here, one comma three means that there's one row and then three columns.
[00:22:54.200 --> 00:22:58.320]   So it's saying there's one row of three comma four comma five essentially,
[00:22:58.320 --> 00:23:01.400]   and then each of those is like a column separately.
[00:23:01.400 --> 00:23:03.280]   You can easily reshape them.
[00:23:03.280 --> 00:23:05.320]   So these are basically the same format,
[00:23:05.320 --> 00:23:07.360]   but from NumPy's perspective,
[00:23:07.360 --> 00:23:10.400]   you'll see a little bit later for operations such as broadcasting,
[00:23:10.400 --> 00:23:15.120]   you need to have it for example sometimes in this one comma three format or three comma one format.
[00:23:15.120 --> 00:23:18.120]   Um, and also like what- like as I said,
[00:23:18.120 --> 00:23:20.280]   three is just like it represents three numbers.
[00:23:20.280 --> 00:23:23.480]   One comma three means like one row of three elements.
[00:23:23.480 --> 00:23:27.280]   Three comma one will mean you have essentially in each column,
[00:23:27.280 --> 00:23:29.000]   you'll have a separate array.
[00:23:29.000 --> 00:23:30.960]   So you'll see sort of boxes around each of them.
[00:23:30.960 --> 00:23:32.880]   I'll- there's an example that comes a little bit later in
[00:23:32.880 --> 00:23:34.880]   this colab which will make it a little bit more clearer.
[00:23:34.880 --> 00:23:37.880]   So here, if you can see the difference between like x and y,
[00:23:37.880 --> 00:23:41.560]   one of them has only one bracket which just says it's one list,
[00:23:41.560 --> 00:23:44.720]   only one list of one comma two comma three.
[00:23:44.720 --> 00:23:49.200]   The second one is two brackets which says it's a list with only one list in it.
[00:23:49.200 --> 00:23:50.680]   It's a list of a list.
[00:23:50.680 --> 00:23:54.380]   That's really the main difference between like these sort of two representations.
[00:23:54.380 --> 00:23:59.880]   So I could have like, let's say like a separate one.
[00:23:59.880 --> 00:24:03.480]   I'm going to call this A, and I just do this.
[00:24:03.480 --> 00:24:06.720]   So it's the same sort of elements,
[00:24:06.720 --> 00:24:09.840]   but this will be one comma three because it's showing that there's
[00:24:09.840 --> 00:24:12.680]   one outer list which shows the rows,
[00:24:12.680 --> 00:24:16.000]   and then one inner list which will have each of those values.
[00:24:16.000 --> 00:24:20.240]   So the benefit will come when I'm coming to what a little bit later which is broadcasting.
[00:24:20.240 --> 00:24:24.560]   And so it essentially will help you determine what dimensions you want to match against.
[00:24:24.560 --> 00:24:27.720]   Because sometimes you'd want to have one comma three,
[00:24:27.720 --> 00:24:32.740]   like 1, 2, 3 applied only to rows in some other matrix.
[00:24:32.740 --> 00:24:33.840]   We'll, we'll come to that a little bit later.
[00:24:33.840 --> 00:24:37.020]   Uh, but sometimes you might want to have it only applied to columns.
[00:24:37.020 --> 00:24:42.340]   And so, like if I have a separate matrix for example of 0, 0, 0, 0, 0, 0, 0, 0,
[00:24:42.340 --> 00:24:44.880]   and I want the resulting matrix to be for example,
[00:24:44.880 --> 00:24:47.240]   1, 2, 3, 1, 2, 3, 1, 2, 3 along the rows.
[00:24:47.240 --> 00:24:49.520]   Let me actually draw this out. It might be easier.
[00:24:49.520 --> 00:24:53.520]   So, let's say I have like the 0, 0,
[00:24:53.520 --> 00:24:56.860]   0, 0, 0, 0, 0, 0.
[00:24:56.860 --> 00:25:03.980]   Um, and if I want to have a matrix that does 1, 2, 3, 1, 2, 3, 1, 2, 3,
[00:25:03.980 --> 00:25:10.680]   versus 1, 2, 3, 1, 2, 3, 1, 2, 3.
[00:25:10.680 --> 00:25:13.400]   The difference in how to generate these two,
[00:25:13.400 --> 00:25:15.160]   um, will be the difference in the shape,
[00:25:15.160 --> 00:25:16.440]   like how you represent their shape.
[00:25:16.440 --> 00:25:18.380]   It's the same 1, 2, 3,
[00:25:18.380 --> 00:25:21.200]   but the resulting array you're generating by repeating
[00:25:21.200 --> 00:25:23.320]   the 1, 2, 3 values, um,
[00:25:23.320 --> 00:25:24.720]   requires a difference in shape.
[00:25:24.720 --> 00:25:26.800]   And so, we'll come to that a little bit later because this process of how
[00:25:26.800 --> 00:25:28.780]   you generate these arrays is called broadcasting.
[00:25:28.780 --> 00:25:31.680]   But that's the real benefit of having an understanding of the shapes.
[00:25:31.680 --> 00:25:33.340]   The same 1, 2, 3 values are the same.
[00:25:33.340 --> 00:25:36.460]   It's just how they're sort of used with regards to other arrays.
[00:25:36.460 --> 00:25:39.940]   All right. So, yeah, vectors can be easily represented as sort of,
[00:25:39.940 --> 00:25:42.240]   and this is what I was talking about earlier as like n dimensions,
[00:25:42.240 --> 00:25:44.480]   n by 1 or 1 by n dimensions,
[00:25:44.480 --> 00:25:46.520]   and they can resolve in this different behavior kind of what,
[00:25:46.520 --> 00:25:48.040]   like this that I talked about.
[00:25:48.040 --> 00:25:51.640]   Um, matrices are usually in two dimensions represented as m by n.
[00:25:51.640 --> 00:25:53.000]   Um, these are just two examples.
[00:25:53.000 --> 00:25:54.220]   If for example, I generate, let's say,
[00:25:54.220 --> 00:25:55.240]   and then you can also reshape.
[00:25:55.240 --> 00:25:57.180]   So, I start with, for example,
[00:25:57.180 --> 00:25:59.920]   this array which is a list of 10.
[00:25:59.920 --> 00:26:02.720]   Oh, sorry, I need to import them back quickly.
[00:26:02.720 --> 00:26:09.700]   So, I start off with this matrix A which is basically a one-dimensional list of 10 values.
[00:26:09.700 --> 00:26:12.600]   I can reshape it into a 5 by 2 matrix.
[00:26:12.600 --> 00:26:15.240]   So, you just have to make sure that your dimensions match which means that like,
[00:26:15.240 --> 00:26:19.160]   you can multiply them together and get the original size.
[00:26:19.160 --> 00:26:20.520]   So, if I start off with the 10 matrix,
[00:26:20.520 --> 00:26:22.040]   I can make a 2 by 5 matrix,
[00:26:22.040 --> 00:26:23.560]   I can make a 5 by 2 matrix,
[00:26:23.560 --> 00:26:25.520]   I can make a 10 by 1, 1 by 10.
[00:26:25.520 --> 00:26:26.680]   I can't make a, for example,
[00:26:26.680 --> 00:26:29.640]   3 and 5 because that it wouldn't fit into the original size.
[00:26:29.640 --> 00:26:33.320]   Um, and for that, this operation called reshape is really useful.
[00:26:33.320 --> 00:26:35.960]   Um, you might be wondering why is there two parentheses.
[00:26:35.960 --> 00:26:39.480]   The way that reshape works is essentially it'll take in a tuple.
[00:26:39.480 --> 00:26:41.920]   So, remember that what I was talking about earlier with tuples is that these,
[00:26:41.920 --> 00:26:44.840]   they're immutable objects and they're defined by parentheses.
[00:26:44.840 --> 00:26:48.400]   So, the outer parentheses is representing what you're inputting to the function,
[00:26:48.400 --> 00:26:50.000]   and what you're inputting is a tuple.
[00:26:50.000 --> 00:26:52.640]   So, it uses a second set of parentheses.
[00:26:52.640 --> 00:26:55.800]   So, now, let's go to some array operations.
[00:26:55.800 --> 00:26:57.160]   Um, so I start off with, you know,
[00:26:57.160 --> 00:27:01.360]   this array X. Um, when you apply simple operations,
[00:27:01.360 --> 00:27:02.960]   for example, a max operation,
[00:27:02.960 --> 00:27:05.120]   sometimes you might want the max of the entire array.
[00:27:05.120 --> 00:27:07.080]   So, if I do the max of the entire array,
[00:27:07.080 --> 00:27:08.920]   what's the max value of the entire array by the way?
[00:27:08.920 --> 00:27:11.520]   Just the entire thing. Yes, six, right?
[00:27:11.520 --> 00:27:14.320]   So, if I just do np.max of X,
[00:27:14.320 --> 00:27:16.360]   it'll return one value, it'll return six.
[00:27:16.360 --> 00:27:19.400]   Well, let's say I want the max of every row, right?
[00:27:19.400 --> 00:27:21.360]   Like in every, in each of these rows,
[00:27:21.360 --> 00:27:22.920]   I say I want, let's say the max of each row.
[00:27:22.920 --> 00:27:25.720]   I want two and then four and then six. How do you do that?
[00:27:25.720 --> 00:27:31.120]   And so, NumPy always has like usually in most of their functions an access variable.
[00:27:31.120 --> 00:27:33.640]   And what the access variable will do is it'll tell you
[00:27:33.640 --> 00:27:37.160]   which of these dimensions do you want to take the max over.
[00:27:37.160 --> 00:27:39.000]   And the way to sort of think about it is,
[00:27:39.000 --> 00:27:40.520]   this is going to be a little bit tricky,
[00:27:40.520 --> 00:27:42.560]   um, but the way people describe it is,
[00:27:42.560 --> 00:27:46.240]   the access is what you want to apply your function over,
[00:27:46.240 --> 00:27:48.120]   what you want to reduce over.
[00:27:48.120 --> 00:27:52.720]   And what that means is I print out the shape of the original array, it's three by two.
[00:27:52.720 --> 00:27:54.720]   I want to apply access one,
[00:27:54.720 --> 00:27:56.080]   where as I remember, you know,
[00:27:56.080 --> 00:27:58.240]   NumPy is zero index, it'll be zero one.
[00:27:58.240 --> 00:28:00.960]   So, I want to apply the max over the second dimension.
[00:28:00.960 --> 00:28:05.600]   The second dimension means that for each of these essentially,
[00:28:05.600 --> 00:28:07.040]   you know that like for,
[00:28:07.040 --> 00:28:09.240]   like the row dimension is the first dimension.
[00:28:09.240 --> 00:28:11.000]   So, it's not along, along the rows,
[00:28:11.000 --> 00:28:12.600]   I'm going to be comparing columns.
[00:28:12.600 --> 00:28:16.360]   And so, compare this entire column to this entire column.
[00:28:16.360 --> 00:28:18.840]   And so, just remember for axes,
[00:28:18.840 --> 00:28:22.000]   um, usually the axis zero refers to the row axis,
[00:28:22.000 --> 00:28:24.560]   and then the axis one refers to the column axis.
[00:28:24.560 --> 00:28:26.040]   Um, if you don't even want to remember that,
[00:28:26.040 --> 00:28:28.240]   you can just remember that from the original dimension,
[00:28:28.240 --> 00:28:30.400]   which of these it's referring to.
[00:28:30.400 --> 00:28:35.000]   Um, and that's the dimension you want to compare over or reduce over.
[00:28:35.000 --> 00:28:38.320]   So, it can be a little bit harder to grasp around.
[00:28:38.320 --> 00:28:41.480]   It- it- usually the best way to sort of get around is like just play with a bunch of sort
[00:28:41.480 --> 00:28:44.760]   of operations of min-max, um, and things like that.
[00:28:44.760 --> 00:28:48.080]   But just remember like the axis is what you want to compare over,
[00:28:48.080 --> 00:28:49.280]   not the resulting thing.
[00:28:49.280 --> 00:28:51.160]   So, axis one means here column,
[00:28:51.160 --> 00:28:52.700]   I want to compare between the columns.
[00:28:52.700 --> 00:28:53.800]   I want to get, for example,
[00:28:53.800 --> 00:28:57.160]   comparing one to two, three to four, five to six.
[00:28:57.160 --> 00:29:01.240]   Does that make sense? Okay.
[00:29:01.240 --> 00:29:04.400]   Um, and what this will do is if I just do, um,
[00:29:04.400 --> 00:29:07.920]   numpy.axis, it'll just return- basically since I'm comparing these columns,
[00:29:07.920 --> 00:29:10.000]   it'll just return a resultant column.
[00:29:10.000 --> 00:29:11.800]   And so, as I mentioned, you know, um,
[00:29:11.800 --> 00:29:12.920]   for over the axis one,
[00:29:12.920 --> 00:29:16.080]   you get three values because you're comparing over these columns,
[00:29:16.080 --> 00:29:17.760]   and each column has three values.
[00:29:17.760 --> 00:29:19.400]   I'm comparing over rows, as you mentioned,
[00:29:19.400 --> 00:29:20.840]   I get two values, right?
[00:29:20.840 --> 00:29:23.400]   Um, and so this will just be the tuple comma,
[00:29:23.400 --> 00:29:25.440]   which is just indicating that it's just a list.
[00:29:25.440 --> 00:29:27.080]   It's not a list of lists, it's just a list.
[00:29:27.080 --> 00:29:29.040]   But let's say I want a list of lists, you know,
[00:29:29.040 --> 00:29:31.440]   maybe I want to do those operations I talked about earlier.
[00:29:31.440 --> 00:29:33.040]   Um, instead of reshaping,
[00:29:33.040 --> 00:29:34.720]   which is always there, it's always an option,
[00:29:34.720 --> 00:29:36.600]   you can also use this, um,
[00:29:36.600 --> 00:29:38.360]   feature called keep dims.
[00:29:38.360 --> 00:29:41.340]   And what that'll do is it'll take the original dimensions,
[00:29:41.340 --> 00:29:42.940]   which is two dimensions, right?
[00:29:42.940 --> 00:29:44.240]   Because you have three comma two,
[00:29:44.240 --> 00:29:47.040]   there's two of them, and it'll keep that consistent.
[00:29:47.040 --> 00:29:49.280]   So it'll be three comma one.
[00:29:49.280 --> 00:29:53.520]   But it just means that instead of returning just the extracted column,
[00:29:53.520 --> 00:29:54.720]   which is just a list,
[00:29:54.720 --> 00:29:59.400]   it'll basically keep the column in the context of the original sort of x,
[00:29:59.400 --> 00:30:03.400]   and it'll be- it'll keep it as like a two-dimensional value.
[00:30:03.400 --> 00:30:08.560]   All right. Now, these are just some operations.
[00:30:08.560 --> 00:30:10.220]   So in NumPy, um,
[00:30:10.220 --> 00:30:11.900]   you can use an asterisk as,
[00:30:11.900 --> 00:30:14.180]   uh, an element-wise multiplication.
[00:30:14.180 --> 00:30:17.380]   So an asterisk means that I'm going to be comparing every single value,
[00:30:17.380 --> 00:30:20.220]   um, to every single corresponding value in another matrix.
[00:30:20.220 --> 00:30:23.380]   And it's- you need your matrices to also be the same size for this one.
[00:30:23.380 --> 00:30:25.580]   So this one, it's- it's basically an element-wise matrix.
[00:30:25.580 --> 00:30:27.040]   It's not a matrix multiplication,
[00:30:27.040 --> 00:30:28.820]   so you need to have them be the exact same size.
[00:30:28.820 --> 00:30:29.900]   So this will compare, for example,
[00:30:29.900 --> 00:30:31.700]   one into three, two into three,
[00:30:31.700 --> 00:30:33.500]   three into three, and four into three.
[00:30:33.500 --> 00:30:37.460]   All right. Um, you can also do matrix multiplication,
[00:30:37.460 --> 00:30:39.440]   which is a different operation entirely.
[00:30:39.440 --> 00:30:43.360]   Um, for those of you unfamiliar with matrix multiplication,
[00:30:43.360 --> 00:30:49.440]   um, you would basically be multiplying a row of one matrix with a column of another matrix.
[00:30:49.440 --> 00:30:50.800]   And for that to be necessary,
[00:30:50.800 --> 00:30:53.600]   you need to have the second dimension of the first array
[00:30:53.600 --> 00:30:56.000]   be equal to the first dimension of the second array.
[00:30:56.000 --> 00:30:57.380]   So for matrix multiplication,
[00:30:57.380 --> 00:31:02.520]   if I have an a into b,
[00:31:02.520 --> 00:31:06.340]   comma, c into c, um,
[00:31:06.340 --> 00:31:10.220]   shaped matrices, these two have to be equal for matrix multiplication.
[00:31:10.220 --> 00:31:12.060]   Just something to keep in mind, um,
[00:31:12.060 --> 00:31:15.580]   because oftentimes if you're doing matrix multiplication, um,
[00:31:15.580 --> 00:31:18.220]   you need- you have to make sure that these dimensions are the same.
[00:31:18.220 --> 00:31:20.700]   Which means that, for example,
[00:31:20.700 --> 00:31:26.740]   this is a valid operation, um,
[00:31:26.740 --> 00:31:29.980]   but this can sometimes throw an error.
[00:31:30.580 --> 00:31:34.480]   Sometimes. So it's just important to make sure that sometimes you,
[00:31:34.480 --> 00:31:36.280]   you want to make sure that these are exactly equal.
[00:31:36.280 --> 00:31:38.000]   You can actually just print out the shapes and
[00:31:38.000 --> 00:31:40.480]   make sure that these are equal to be doing matrix multiplication.
[00:31:40.480 --> 00:31:42.600]   And then for matrix multiplication,
[00:31:42.600 --> 00:31:46.520]   um, there's a couple of functions you can use.
[00:31:46.520 --> 00:31:48.680]   Um, the first one is just np.matmul,
[00:31:48.680 --> 00:31:50.720]   which is np.matrixmultiplication.
[00:31:50.720 --> 00:31:52.320]   You can also just use the, um,
[00:31:52.320 --> 00:31:53.680]   the at operation.
[00:31:53.680 --> 00:31:55.760]   And that one, both of those are overloaded.
[00:31:55.760 --> 00:31:58.800]   You can choose whichever one. They'll result in the same exact operation.
[00:31:58.800 --> 00:32:01.060]   And just a quick session show,
[00:32:01.060 --> 00:32:04.380]   you can- to show what this will do is it will multiply one into two.
[00:32:04.380 --> 00:32:05.940]   So it'll come like one,
[00:32:05.940 --> 00:32:07.340]   two versus three, four.
[00:32:07.340 --> 00:32:08.860]   So it'll do one into three,
[00:32:08.860 --> 00:32:11.060]   two into three, and add those two values.
[00:32:11.060 --> 00:32:13.740]   That's what matrix multiplication will do.
[00:32:13.740 --> 00:32:18.060]   Okay. Um, and then dot products will- what,
[00:32:18.060 --> 00:32:20.460]   what a dot product is that it takes two vectors.
[00:32:20.460 --> 00:32:22.420]   So usually it operates on vectors.
[00:32:22.420 --> 00:32:26.140]   Um, and a vector as I mentioned is just like a one-dimensional matrix.
[00:32:26.140 --> 00:32:27.940]   So it's just basically three cross one, for example,
[00:32:27.940 --> 00:32:29.060]   a four cross one.
[00:32:29.060 --> 00:32:33.420]   Um, it'll element-wise multiply between two different vectors and will sum up those values.
[00:32:33.420 --> 00:32:36.580]   And so here, what a dot product would do would be like one into one,
[00:32:36.580 --> 00:32:39.060]   plus two into 10, plus three into 100.
[00:32:39.060 --> 00:32:44.100]   And for a NumPy, you can just do np. and then both of those vectors.
[00:32:44.100 --> 00:32:50.260]   Um, this one is just a side on how you would want the structure of the dot product to be.
[00:32:50.260 --> 00:32:54.220]   Um, for arrays that are more- so,
[00:32:54.220 --> 00:32:56.620]   okay, so the, the phrase is the best way.
[00:32:56.620 --> 00:32:58.620]   Um, for single-dimensional, um,
[00:32:58.620 --> 00:33:01.440]   vectors, this operation works directly.
[00:33:01.440 --> 00:33:04.740]   Anytime it's a multiple-dimensional matrix,
[00:33:04.740 --> 00:33:07.900]   um, then it treats it as a matrix multiplication,
[00:33:07.900 --> 00:33:09.300]   the np. dot function.
[00:33:09.300 --> 00:33:12.900]   So for a two by two matrix versus a two by two matrix dot product,
[00:33:12.900 --> 00:33:14.620]   it's not going to return the sum,
[00:33:14.620 --> 00:33:16.540]   it's going to return, um,
[00:33:16.540 --> 00:33:17.580]   the matrix multiplication.
[00:33:17.580 --> 00:33:19.160]   Now that's just something to keep in mind.
[00:33:19.160 --> 00:33:21.060]   If you want to make sure that your,
[00:33:21.060 --> 00:33:24.820]   um, your dot product is happening in the correct way,
[00:33:24.820 --> 00:33:30.180]   um, you would want to make sure that sort of similar to what I was talking about earlier,
[00:33:30.180 --> 00:33:35.780]   um, that here, I think this way to show it.
[00:33:35.780 --> 00:33:39.940]   Okay. So you would want the second,
[00:33:39.940 --> 00:33:42.780]   like the- what I mentioned like the last dimension of
[00:33:42.780 --> 00:33:45.260]   the first one to match with the first dimension of the next one,
[00:33:45.260 --> 00:33:47.740]   because it's treating it as like a matrix multiplication.
[00:33:47.740 --> 00:33:53.380]   Um, here, the error that it's throwing is this three comma two combined with three.
[00:33:53.380 --> 00:33:57.980]   And so the way to sort of like fix that would be to have this be like,
[00:33:57.980 --> 00:33:59.780]   for example, like, um,
[00:33:59.780 --> 00:34:03.820]   switch the two so you'd have two comma three and then three comma.
[00:34:03.820 --> 00:34:06.820]   It's really a dimension matching thing at this point.
[00:34:06.820 --> 00:34:09.380]   So the- the- it's- it can be a little bit confusing,
[00:34:09.380 --> 00:34:13.180]   but when you sort of- the main thing to keep in mind is like for single-dimensional vectors,
[00:34:13.180 --> 00:34:16.380]   you can just do np. dot directly and it'll give you the dot product value.
[00:34:16.380 --> 00:34:17.780]   For higher dimensional matrices,
[00:34:17.780 --> 00:34:20.020]   it treats it as a matrix multiplication.
[00:34:20.020 --> 00:34:22.460]   Um, and so for- if you still want to,
[00:34:22.460 --> 00:34:26.340]   like for those higher dimensional values to ensure that you're getting a dot product,
[00:34:26.340 --> 00:34:29.980]   um, you'd have to make sure that the dimensions are aligned similar to these.
[00:34:29.980 --> 00:34:33.980]   So anything that's two by two plus for both,
[00:34:33.980 --> 00:34:37.760]   um, any- any- you see any matrix that doesn't have a single dimension in any of them,
[00:34:37.760 --> 00:34:39.380]   yes, it would treat it as a matrix on,
[00:34:39.380 --> 00:34:41.700]   uh, mat mule, the same thing.
[00:34:41.700 --> 00:34:46.380]   Okay. All right.
[00:34:46.380 --> 00:34:48.260]   Okay. I'm going to move to indexing.
[00:34:48.260 --> 00:34:51.020]   So similar to what I was talking about earlier,
[00:34:51.020 --> 00:34:53.020]   remember with lists, I was saying if you just do the semicolon,
[00:34:53.020 --> 00:34:54.940]   it'll create like the same array.
[00:34:54.940 --> 00:34:58.860]   Same- same deal here. The- the semicolon just means that you take everything from the original array.
[00:34:58.860 --> 00:35:00.140]   In fact, it returns a copy.
[00:35:00.140 --> 00:35:01.860]   So it returns a deep copy,
