
[00:00:00.040 --> 00:00:09.300]   Til
[00:20:22.840 --> 00:20:22.840]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:22.840 --> 00:20:22.840]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:22.840 --> 00:20:22.840]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:22.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:20:52.860]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:20:52.860 --> 00:21:22.880]  ,
[00:21:22.880 --> 00:21:22.880]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:22.880 --> 00:21:22.880]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:22.880 --> 00:21:22.880]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:22.880 --> 00:21:22.880]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:22.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:21:52.900]   You'll need to provide proof of your claims, etc., in order to get that document taken care of.
[00:21:52.900 --> 00:22:22.920]  ,
[00:22:22.920 --> 00:22:22.920]   It's possible that if they own a house that the creditor can try to impose on that house, but that means that the creditor can't do it.
[00:22:22.920 --> 00:22:22.920]   It's possible that if they own a house that the creditor can try to impose on that house, but that means that the creditor can't do it.
[00:22:22.920 --> 00:22:22.920]   It's possible that if they own a house that the creditor can try to impose on that house, but that means that the creditor can't do it.
[00:22:22.920 --> 00:22:22.920]   It's possible that if they own a house that the creditor can try to impose on that house, but that means that the creditor can't do it.
[00:22:22.920 --> 00:22:22.920]   I'm not sure that the creditor can't do it.
[00:22:22.940 --> 00:22:25.460]   There are other ways you could probably protect against that.
[00:22:25.460 --> 00:22:34.040]   The point is, if you can generate profit from the sale of an investment, or profit from your business activity, then you don't have wages.
[00:22:34.040 --> 00:22:39.420]   Let's say that I go out, and my way of supporting myself and my family is by selling hot dogs.
[00:22:39.420 --> 00:22:41.180]   And so I have a hot dog cart.
[00:22:41.180 --> 00:22:44.100]   And I go down on the street, and I sell hot dogs all day.
[00:22:44.100 --> 00:22:46.160]   At the end of the day, I have profits.
[00:22:46.160 --> 00:22:50.200]   I have money that I've generated from my customers.
[00:22:50.200 --> 00:22:52.940]   There's no practical way for a creditor to do that.
[00:22:52.940 --> 00:22:52.940]   There's no practical way for a creditor to do that.
[00:22:52.940 --> 00:22:52.940]   There's no practical way for a creditor to do that.
[00:22:52.940 --> 00:22:52.940]   There's no practical way for a creditor to do that.
[00:22:52.940 --> 00:22:52.940]   There's no practical way for a creditor to do that.
[00:22:52.940 --> 00:22:52.940]   I'm not a creditor to do that.
[00:22:52.940 --> 00:23:22.960]   I'm not a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.960 --> 00:23:22.960]   There's no practical way for a creditor to do that.
[00:23:22.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:23:52.980]   There's no practical way for a creditor to do that.
[00:23:52.980 --> 00:24:23.000]  ,
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.000 --> 00:24:23.000]   There's no practical way for a creditor to do that.
[00:24:23.040 --> 00:24:53.020]   Transportation is a very important part of the process.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:24:53.020]   There's no practical way for a creditor to do that.
[00:24:53.020 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.040 --> 00:25:23.040]   There's no practical way for a creditor to do that.
[00:25:23.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:25:53.060]   There's no practical way for a creditor to do that.
[00:25:53.060 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.080 --> 00:26:23.080]   There's no practical way for a creditor to do that.
[00:26:23.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   Let's say you are a municipal employee, a firefighter of some kind, and you're receiving a paycheck from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:26:53.100]   You're receiving a retirement income from a defined benefit plan.
[00:26:53.100 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.120 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.120 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.120 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.120 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.120 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.120 --> 00:27:23.120]   You're receiving a retirement income from a defined benefit plan.
[00:27:23.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:27:53.140]   You're receiving a retirement income from a defined benefit plan.
[00:27:53.140 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.160 --> 00:28:23.160]   You're receiving a retirement income from a defined benefit plan.
[00:28:23.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:28:53.180]   You're receiving a retirement income from a defined benefit plan.
[00:28:53.180 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.200 --> 00:29:23.200]   You're receiving a retirement income from a defined benefit plan.
[00:29:23.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:29:53.220]   You're receiving a retirement income from a defined benefit plan.
[00:29:53.220 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.240 --> 00:30:23.240]   You're receiving a retirement income from a defined benefit plan.
[00:30:23.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:30:53.260]   You're receiving a retirement income from a defined benefit plan.
[00:30:53.260 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.280 --> 00:31:23.280]   You're receiving a retirement income from a defined benefit plan.
[00:31:23.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:31:53.300]   You're receiving a retirement income from a defined benefit plan.
[00:31:53.300 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.320 --> 00:32:23.320]   You're receiving a retirement income from a defined benefit plan.
[00:32:23.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer
[00:32:53.340 --> 00:32:53.340]   Hire a qualified employer Hire a qualified employer Hire a qualified employer Hire a qualified employer Hire a qualified employer Hire a qualified employer to be a good deal with that is a business that is a better solution of the business that is what I would be a business.
[00:32:53.380 --> 00:33:23.360]  , that will allow you to generate the income that you need to live on and that will allow you to generate the income that you need to pay off the debt that's going to be a much more productive use of your time if you maintain a job so let's say that you can keep a job that's several days a week the garnishment is there your creditors probably going to leave you alone if they have a wage garnishment they're receiving payments they're not going to be chasing you all the time but then spend your weekend I don't know build bird houses and sell them at the green market
[00:33:23.400 --> 00:33:27.140]   buy
[00:33:27.140 --> 00:33:35.340]   connect right
[00:33:35.340 --> 00:33:37.140]   Show của . . . with work filerès
[00:33:37.140 --> 00:33:48.760]   cin e was small, and, and, and, and, and, and, and, and, and, I'm, all,uc, Park. fulfillment. I'm. I. belong. linked. Pro. unlike.ivers.nut.는.olve. 0. Cooper. div. provide. understand. no, dark. within the car. stress, click, 0. despite the un, test,幫, lesser continue to do, slice, reject the despite the set,isters,
[00:33:48.760 --> 00:33:51.760]   Pi,
[00:33:51.800 --> 00:34:01.620]   história what
[00:34:01.620 --> 00:34:21.780]   Twin and a employees stepped form horr персонаж, and, and, and, and, and, and, 2019, Const. C.. Twitter.nai. perpendicular買 Laura trial. 12ав. buena level, com論. him, well, fill, co, this, at,an, oh, guy, love, Coronavirus, called, car, no, Ver, as, got, crazy, weight, is,視,'s, mad, auf, fail, 92 Kurz, scary,ไม, Secondly, deix Baron, prá, crooked.구나, eng.視,itta
[00:34:21.800 --> 00:34:51.800]   claim, the judgment that's against you. And that's why, as I've emphasized again and again through this series, you must think bankruptcy protection as you're thinking asset protection all along the way. You've got to keep those two things together. Now, I'm not competent enough to give advice as to any specific thing here, as far as if you're, if you can vacate your, your, your judgment that's taken again out against you with a bankruptcy filing.
[00:34:51.800 --> 00:34:51.800]   Кор, co,
[00:34:51.820 --> 00:35:21.820]  ,
[00:35:21.840 --> 00:35:51.840]  ,
[00:35:51.840 --> 00:35:51.840]   and, still, emerge the other side to rebuild. And I think that's ultimately you always have to keep that in mind. You should recognize that at any, you know, in a, in the worst case scenario, you could be forced into an involuntary bankruptcy, plan accordingly, and you should always think in terms of a worst case scenario, how would I get out bankruptcy? Bankruptcy court is your friend. Understand the rules of bankruptcy. Always imagine what would happen if you were forced to declare bankruptcy.
[00:35:51.880 --> 00:36:01.580]   cetera
[00:36:01.580 --> 00:36:01.980]  , like di
[00:36:01.980 --> 00:36:03.000]  , .,,, that all good ac
[00:36:03.000 --> 00:36:19.920]   modules
[00:36:20.240 --> 00:36:23.940]   about wage garnishment.
[00:36:23.940 --> 00:36:26.880]   It is obviously a threat,
[00:36:26.880 --> 00:36:27.960]   but it's just not.
[00:36:27.960 --> 00:36:29.640]   I've never received a single
[00:36:29.640 --> 00:36:31.000]   email question from a listener
[00:36:31.000 --> 00:36:32.000]   on wage garnishment.
[00:36:32.000 --> 00:36:33.960]   My biggest thing I want you to do
[00:36:33.960 --> 00:36:35.480]   is I want you to just think about
[00:36:35.480 --> 00:36:36.540]   this. And if you know somebody
[00:36:36.540 --> 00:36:38.380]   whose wages are being garnished,
[00:36:38.380 --> 00:36:40.180]   try to help them with some of the
[00:36:40.180 --> 00:36:41.860]   information. And again, general,
[00:36:41.860 --> 00:36:43.060]   probably the best thing to do is
[00:36:43.060 --> 00:36:45.000]   leave a loan and have the debts
[00:36:45.000 --> 00:36:46.860]   paid off and make a little income
[00:36:46.860 --> 00:36:48.600]   on the side to make up the difference and leave
[00:36:48.600 --> 00:36:48.600]   it alone.
[00:36:48.600 --> 00:36:48.600]   Leave a loan and make a little income on the side to make up the difference and leave it alone.
[00:36:48.600 --> 00:36:48.600]   Leave a loan and make a little income on the side to make up the difference and leave it alone.
[00:36:48.600 --> 00:36:48.600]   Leave a loan and make a little income on the side to make up the difference and leave it alone.
[00:36:48.640 --> 00:36:55.740]   think
[00:36:55.740 --> 00:36:57.400]   I
[00:36:57.400 --> 00:37:17.380]   ending show for I think port consists de power, you, the, you, the, you, the, the, you, the, the, the,ut,,. I, два, discuss a because I'm.. Р 문 design 12ron. ' Leon '
[00:38:48.480 --> 00:38:58.560]   I
[00:38:58.560 --> 00:39:16.740]   learned Edward I good,,,,,
[00:39:16.740 --> 00:39:17.300]  �� bill even mean would be. You. You. You. You. You. You. You. You. You. C.的話 all. faster processo • zelf careful cr我是 why b issued the State, teach, only, zwei,ental, etc,
[00:39:17.320 --> 00:39:34.980]   I'm going to take my. How to survive and thrive during economic crisis course for the discussion on that, but if you want to simply position yourself and use these exempt assets to your benefit, you can be well protected from the vast majority of conceivable risks.
[00:39:34.980 --> 00:39:46.160]   A good financial defense plan is built in layer. So you have layer upon layer after layer and think of it like watertight compartments. If this watertight compartment fails.
[00:39:46.160 --> 00:39:46.160]   On a ship, okay.
[00:39:46.180 --> 00:40:15.020]  , we've got others.
[00:40:15.020 --> 00:40:15.980]   We've got layers and that's the basis of good asset protection planning. Even.
[00:40:15.980 --> 00:40:45.840]  , we've got layers and that's the basis of good asset protection planning. Even.
[00:40:45.840 --> 00:40:46.000]   We've got layers and that's the basis of good asset protection planning. Even.
