
[00:00:00.000 --> 00:00:09.020]   [ Silence ]
[00:18:52.960 --> 00:18:54.440]   Fewer than you expected.
[00:18:54.440 --> 00:18:59.120]   But there is-- the advantages these university endowments
[00:18:59.120 --> 00:19:02.760]   funds have is no conflicts of interest,
[00:19:02.760 --> 00:19:06.880]   infinite time horizons, no worry about a massive redemptions,
[00:19:06.880 --> 00:19:10.120]   and no daily reporting, weekly reporting, monthly reporting,
[00:19:10.120 --> 00:19:11.400]   quarterly reporting.
[00:19:11.400 --> 00:19:13.200]   God, they haven't even got out their report.
[00:19:13.200 --> 00:19:16.240]   They're just getting it out now, in October,
[00:19:16.240 --> 00:19:18.920]   for their fiscal years, which always end on June 30th,
[00:19:18.920 --> 00:19:20.200]   academic year.
[00:19:20.200 --> 00:19:22.600]   And they're just getting it out now.
[00:19:22.600 --> 00:19:24.520]   And it doesn't look so good for last year.
[00:19:24.520 --> 00:19:26.880]   I think it's probably going to be about a 0% return.
[00:19:26.880 --> 00:19:30.000]   College endowment funds and a combined--
[00:19:30.000 --> 00:19:31.680]   it's so hard to deal with.
[00:19:31.680 --> 00:19:35.640]   My poor aging brain has a great deal of trouble
[00:19:35.640 --> 00:19:39.920]   going from college fiscal years to calendar years.
[00:19:39.920 --> 00:19:42.360]   So when I tell you what the return on a bond stock
[00:19:42.360 --> 00:19:45.000]   portfolio, I say, well, I can find a balanced index fund.
[00:19:45.000 --> 00:19:46.880]   It was in the year ended June 30th.
[00:19:46.880 --> 00:19:49.560]   I frankly had no idea what that 0% compared with.
[00:19:49.560 --> 00:19:51.360]   Well, it turns out to be about 6%.
[00:19:51.360 --> 00:19:56.280]   It's the average for a 60/40 index endowment fund last year.
[00:19:56.280 --> 00:19:58.020]   Roughly that.
[00:19:58.020 --> 00:20:00.280]   So the colleges aren't going to come up to that.
[00:20:00.280 --> 00:20:07.200]   And the disadvantages, I'm giving you the advantage.
[00:20:07.200 --> 00:20:09.400]   And they have terrific research guys.
[00:20:09.400 --> 00:20:12.680]   And they're all over the world.
[00:20:12.680 --> 00:20:13.960]   They're innovative.
[00:20:13.960 --> 00:20:16.040]   They understand some of these complex instruments
[00:20:16.040 --> 00:20:18.360]   that the rest of us really don't have a fighting chance.
[00:20:18.360 --> 00:20:20.620]   Speaking only for myself, don't have a fighting chance
[00:20:20.620 --> 00:20:21.340]   of understanding.
[00:20:21.340 --> 00:20:23.480]   So they're good.
[00:20:23.480 --> 00:20:27.040]   But what gets in their way now, they've
[00:20:27.040 --> 00:20:28.800]   been doing that for quite a few years,
[00:20:28.800 --> 00:20:30.240]   basically the Swenson model.
[00:20:30.240 --> 00:20:31.240]   They do it at Princeton.
[00:20:31.240 --> 00:20:33.680]   Princeton is right up there with Yale.
[00:20:33.680 --> 00:20:36.920]   I kind of wonder why this is so.
[00:20:36.920 --> 00:20:40.400]   But very similar returns year after year
[00:20:40.400 --> 00:20:42.760]   in the last 10 or 15 years.
[00:20:42.760 --> 00:20:48.000]   I think Yale is about, I don't know, 20 basis points ahead.
[00:20:48.000 --> 00:20:50.360]   Let me say 12% a year compared to 12.2,
[00:20:50.360 --> 00:20:52.440]   something like that now.
[00:20:52.440 --> 00:20:55.200]   And so they're terrific long-term records.
[00:20:55.200 --> 00:20:59.240]   But what happens in the market is other people copy you.
[00:20:59.240 --> 00:21:02.160]   And the market gets more efficient.
[00:21:02.160 --> 00:21:03.600]   There's a lot more price discovery
[00:21:03.600 --> 00:21:06.440]   and high-frequency trading.
[00:21:06.440 --> 00:21:07.920]   There's a lot to do with that, making
[00:21:07.920 --> 00:21:09.400]   the markets more efficient.
[00:21:09.400 --> 00:21:11.520]   And when there's nobody playing your game,
[00:21:11.520 --> 00:21:15.280]   as it was when A.W. Jones started the first hedge fund
[00:21:15.280 --> 00:21:20.920]   in, I think, 1950 or '60, he had a good idea.
[00:21:20.920 --> 00:21:24.320]   When everybody does it, all hedge fund managers
[00:21:24.320 --> 00:21:27.640]   cannot, will not, and are not above average.
[00:21:27.640 --> 00:21:28.840]   They're all average.
[00:21:28.840 --> 00:21:33.200]   And then you take that 20%, 2%, 20% of the gains,
[00:21:33.200 --> 00:21:36.160]   and 2% you're talking probably 4% or 5% a year.
[00:21:36.160 --> 00:21:38.600]   Nobody can overcome that in the long run.
[00:21:38.600 --> 00:21:42.400]   So it's costs are a big negative.
[00:21:42.400 --> 00:21:44.400]   Efficiency, the relative efficiency of the markets
[00:21:44.400 --> 00:21:46.820]   is a big negative.
[00:21:46.820 --> 00:21:48.480]   People are just getting wise to the fact
[00:21:48.480 --> 00:21:51.360]   that these private equity things and hedge funds
[00:21:51.360 --> 00:21:55.080]   are great compensation devices for managers.
[00:21:55.080 --> 00:21:57.120]   And private equity, I won't mention
[00:21:57.120 --> 00:22:01.760]   that I have a certain firm whose president is running
[00:22:01.760 --> 00:22:03.220]   for president of the United States.
[00:22:03.220 --> 00:22:05.620]   [LAUGHTER]
[00:22:05.620 --> 00:22:06.500]   You better watch it.
[00:22:06.500 --> 00:22:08.780]   I mean, Nelson Mandela's holstering up his daughter.
[00:22:08.780 --> 00:22:10.700]   [LAUGHTER]
[00:22:10.700 --> 00:22:12.340]   But they rip people off.
[00:22:12.340 --> 00:22:15.060]   They borrow all this money, over-leverage the thing,
[00:22:15.060 --> 00:22:16.900]   and they pay it to themselves.
[00:22:16.900 --> 00:22:20.340]   And it's pretty seamy stuff.
[00:22:20.340 --> 00:22:23.300]   And I tell everybody to avoid it unless you're
[00:22:23.300 --> 00:22:25.900]   sure you can pick the right hedge fund manager, whatever
[00:22:25.900 --> 00:22:26.780]   it is.
[00:22:26.780 --> 00:22:30.420]   So when everybody's looking for, let's say,
[00:22:30.420 --> 00:22:32.900]   acres of diamonds in their own backyard,
[00:22:32.900 --> 00:22:36.420]   there's only one diamond there.
[00:22:36.420 --> 00:22:38.460]   And so the price of it goes up and up
[00:22:38.460 --> 00:22:40.020]   as people discover that.
[00:22:40.020 --> 00:22:41.500]   So it's competition.
[00:22:41.500 --> 00:22:43.860]   These guys, the general run of people
[00:22:43.860 --> 00:22:47.140]   that are running these hedge funds and these quants
[00:22:47.140 --> 00:22:49.060]   is brilliant.
[00:22:49.060 --> 00:22:52.820]   I mean, they are fantastic, some of the smartest people
[00:22:52.820 --> 00:22:55.260]   I've ever met in my life.
[00:22:55.260 --> 00:22:59.460]   And if I was to draw the scale here,
[00:22:59.460 --> 00:23:02.820]   I would put my intelligence at the baseboard level over there.
[00:23:02.820 --> 00:23:04.780]   And there it's right at that top ceiling level.
[00:23:04.780 --> 00:23:06.060]   There's a big gap there.
[00:23:06.060 --> 00:23:09.100]   But when everybody is doing it, they can't all win.
[00:23:09.100 --> 00:23:10.980]   This is not complicated.
[00:23:10.980 --> 00:23:13.060]   And this is not Lake Woba going either.
[00:23:13.060 --> 00:23:14.960]   [LAUGHTER]
[00:23:14.960 --> 00:23:17.340]   There's always so much alpha out there.
[00:23:17.340 --> 00:23:20.140]   My operating principle is something
[00:23:20.140 --> 00:23:21.980]   that's called Raikenthaler's rule, which
[00:23:21.980 --> 00:23:26.220]   is named after John Raikenthaler who works at Morningstar.
[00:23:26.220 --> 00:23:26.980]   Slip of the lip.
[00:23:26.980 --> 00:23:28.300]   Yeah, right.
[00:23:28.300 --> 00:23:30.900]   He wishes, I guess.
[00:23:30.900 --> 00:23:33.300]   And Raikenthaler's rule for 20 years
[00:23:33.300 --> 00:23:36.580]   has been if the bozos know about it, it doesn't work anymore.
[00:23:36.580 --> 00:23:38.060]   [LAUGHTER]
[00:23:38.060 --> 00:23:46.280]   And I see the bozos now investing in the Yale model.
[00:23:46.280 --> 00:23:48.860]   We see people coming to us at our firm saying,
[00:23:48.860 --> 00:23:52.500]   gosh, we just got shown this by this big investment company
[00:23:52.500 --> 00:23:53.900]   or that big investment company.
[00:23:53.900 --> 00:23:54.980]   And it's the Yale model.
[00:23:54.980 --> 00:23:57.860]   It's one half stocks and bonds, conventional,
[00:23:57.860 --> 00:24:01.060]   and one half alternatives.
[00:24:01.060 --> 00:24:02.060]   And what's alternatives?
[00:24:02.060 --> 00:24:05.580]   Well, it's hedge funds and private real estate
[00:24:05.580 --> 00:24:06.240]   and--
[00:24:06.240 --> 00:24:06.740]   Timber.
[00:24:06.740 --> 00:24:08.220]   --commodity.
[00:24:08.220 --> 00:24:08.980]   I love timber.
[00:24:08.980 --> 00:24:14.100]   I worked for 30 years in a place that
[00:24:14.100 --> 00:24:16.340]   produced nothing but timber.
[00:24:16.340 --> 00:24:19.980]   And what's happening in that area, in rural Oregon,
[00:24:19.980 --> 00:24:22.260]   is these old families who've been in the business who
[00:24:22.260 --> 00:24:25.220]   certainly don't have to value their cash flow, who
[00:24:25.220 --> 00:24:29.700]   sent their sons to work, are now selling out
[00:24:29.700 --> 00:24:34.100]   to people in Greenwich, Connecticut,
[00:24:34.100 --> 00:24:36.180]   who have smooth hands.
[00:24:36.180 --> 00:24:39.660]   Where do you think the information asymmetry is there?
[00:24:39.660 --> 00:24:43.940]   If you don't know your way around a 50-inch chainsaw
[00:24:43.940 --> 00:24:46.060]   and a choker cable, you probably shouldn't
[00:24:46.060 --> 00:24:52.140]   be working in the forest or investing in forest products.
[00:24:52.140 --> 00:24:55.860]   And so the Yale model is the conventional wisdom now.
[00:24:55.860 --> 00:24:58.500]   There's a wonderful section in David Swensen's book
[00:24:58.500 --> 00:25:01.660]   where he says if you're invested in the conventional wisdom,
[00:25:01.660 --> 00:25:03.300]   you will have your head handed to you.
[00:25:03.300 --> 00:25:05.220]   Well, he's the conventional wisdom now.
[00:25:05.220 --> 00:25:10.340]   And I have to believe he's a smart enough man
[00:25:10.340 --> 00:25:12.580]   that he's doing something good right now.
[00:25:12.580 --> 00:25:15.340]   Well, let me put a little icing on that cake
[00:25:15.340 --> 00:25:18.740]   by saying, before I love this phrase,
[00:25:18.740 --> 00:25:22.220]   all new ideas go through these three phases--
[00:25:22.220 --> 00:25:26.740]   first, the innovator; second, the imitator; third,
[00:25:26.740 --> 00:25:29.460]   the idiot.
[00:25:29.460 --> 00:25:32.180]   So I warn investors not to be the idiots.
[00:25:32.180 --> 00:25:36.100]   Another great innovator was John Templeton.
[00:25:36.100 --> 00:25:38.380]   John Templeton, of course, invested in foreign stocks,
[00:25:38.380 --> 00:25:39.700]   particularly Japanese stocks.
[00:25:39.700 --> 00:25:41.580]   Back in the late '40s, when you couldn't even
[00:25:41.580 --> 00:25:43.940]   take good stocks out of the country,
[00:25:43.940 --> 00:25:49.180]   he was a brilliant, incisive man.
[00:25:49.180 --> 00:25:53.460]   And when he saw people piling into Japanese stocks starting
[00:25:53.460 --> 00:26:00.340]   to do so in the late '70s, he sold out to the US market.
[00:26:00.340 --> 00:26:05.060]   And so the most important word, the title of David Swensen's
[00:26:05.060 --> 00:26:07.780]   book, Pioneering Portfolio Management--
[00:26:07.780 --> 00:26:09.180]   it's not portfolio management.
[00:26:09.180 --> 00:26:10.780]   Pioneering is the most important word.
[00:26:10.780 --> 00:26:13.860]   If you're not a pioneer, and you're not first,
[00:26:13.860 --> 00:26:17.100]   you're probably in the wrong game.
[00:26:17.100 --> 00:26:20.900]   And that's something a lot of people don't realize.
[00:26:20.900 --> 00:26:22.940]   The other thing that I think we all know--
[00:26:22.940 --> 00:26:25.820]   I mean, if these guys can't get it right,
[00:26:25.820 --> 00:26:27.340]   if all the college endowments--
[00:26:27.340 --> 00:26:29.140]   I see Rick Furry sitting down at the back.
[00:26:29.140 --> 00:26:31.580]   He wrote a marvelous article for Forbes
[00:26:31.580 --> 00:26:32.860]   about this very subject.
[00:26:32.860 --> 00:26:34.980]   If they're not getting it right, what odds
[00:26:34.980 --> 00:26:38.700]   does the average client of J.P. Morgan Stanley
[00:26:38.700 --> 00:26:42.780]   have who's being put into all these private investments?
[00:26:42.780 --> 00:26:46.700]   Not very good, I would suggest.
[00:26:46.700 --> 00:26:48.700]   The crisis-- we're now four years.
[00:26:48.700 --> 00:26:53.700]   I remember you talking about the Lehman Index at this conference
[00:26:53.700 --> 00:26:58.940]   in September of 2000--
[00:26:58.940 --> 00:27:00.100]   I think it was in San Diego.
[00:27:00.100 --> 00:27:02.740]   And just about when you used the word "Lehman Index,"
[00:27:02.740 --> 00:27:05.780]   you just about shrieked the word "Lehman."
[00:27:05.780 --> 00:27:10.140]   We now have four years' perspective on this, Jack.
[00:27:10.140 --> 00:27:13.780]   And we've seen how things have gone down.
[00:27:13.780 --> 00:27:15.240]   Do you think that we got out of that
[00:27:15.240 --> 00:27:17.140]   as well as we could have out of it?
[00:27:17.140 --> 00:27:20.300]   And the segue, the follow-up to that question
[00:27:20.300 --> 00:27:22.260]   is, if you had been Hank Paulson,
[00:27:22.260 --> 00:27:28.420]   if you had had this position, in September 16, 2008,
[00:27:28.420 --> 00:27:30.060]   knowing what we did now, would you
[00:27:30.060 --> 00:27:34.620]   have done things differently than what you would have done?
[00:27:34.620 --> 00:27:38.660]   Well, let me say, answering the first part of the question,
[00:27:38.660 --> 00:27:43.020]   that when you're confronted with a possible financial catastrophe,
[00:27:43.020 --> 00:27:44.980]   which is what we're confronted with,
[00:27:44.980 --> 00:27:49.140]   that system is so overlinked, so overleveraged,
[00:27:49.140 --> 00:27:51.620]   so misaligned in terms of its incentive,
[00:27:51.620 --> 00:27:53.620]   that we just got totally out of whack.
[00:27:53.620 --> 00:27:57.140]   And it should have been easy to see.
[00:27:57.140 --> 00:28:02.340]   I, unfortunately, did not see as much of it as I should.
[00:28:02.340 --> 00:28:07.700]   If I had spent a week on the West Coast
[00:28:07.700 --> 00:28:11.980]   with a countrywide mortgage salesman,
[00:28:11.980 --> 00:28:14.940]   I would have come back and said, out.
[00:28:14.940 --> 00:28:17.440]   Because you could see the way those things were building up.
[00:28:17.440 --> 00:28:19.820]   I don't call it mortgage companies, Washington Mutuals,
[00:28:19.820 --> 00:28:20.820]   and so on.
[00:28:20.820 --> 00:28:22.300]   Never have.
[00:28:22.300 --> 00:28:25.260]   But I had no idea how much out of hand
[00:28:25.260 --> 00:28:27.140]   their lending had gotten.
[00:28:27.140 --> 00:28:32.060]   But it's so, I guess, really obvious
[00:28:32.060 --> 00:28:35.180]   that when you've got a bunch of salesmen trying to give you
[00:28:35.180 --> 00:28:38.620]   a $250,000 mortgage for a $150,000 house,
[00:28:38.620 --> 00:28:42.300]   and you've got $100,000 left over to yourself.
[00:28:42.300 --> 00:28:46.300]   And that's what happens, or what did happen in some cases.
[00:28:46.300 --> 00:28:49.700]   And in some cases, the people are making $30,000 a year.
[00:28:49.700 --> 00:28:54.340]   Some story about a great picker that was making $16,000 a year,
[00:28:54.340 --> 00:28:56.060]   and he bought a $200,000 house.
[00:28:56.060 --> 00:28:58.500]   That's got to end badly, right?
[00:28:58.500 --> 00:29:06.340]   And so then you break the link between borrower and seller.
[00:29:06.340 --> 00:29:09.060]   And that's what happened in the mortgage business.
[00:29:09.060 --> 00:29:10.760]   The banks would take those mortgages,
[00:29:10.760 --> 00:29:12.820]   make their fees to mortgage banks,
[00:29:12.820 --> 00:29:15.980]   sell them to banks who didn't care.
[00:29:15.980 --> 00:29:17.640]   They probably didn't even look at them,
[00:29:17.640 --> 00:29:19.300]   because they were going to sell them
[00:29:19.300 --> 00:29:22.860]   to some kind of a new underwriting of mortgage-backed
[00:29:22.860 --> 00:29:24.980]   security, securitization.
[00:29:24.980 --> 00:29:29.300]   So the risk holders were completely two levels
[00:29:29.300 --> 00:29:32.620]   removed from the risk-takers and the homeowners
[00:29:32.620 --> 00:29:36.460]   back there who have been borrowing the money.
[00:29:36.460 --> 00:29:39.780]   And that just-- it's only a question of when.
[00:29:39.780 --> 00:29:41.880]   And maybe I was just not alert enough,
[00:29:41.880 --> 00:29:44.180]   and I really feel pretty stupid about it personally,
[00:29:44.180 --> 00:29:46.340]   because I didn't think it would amount to that much.
[00:29:46.340 --> 00:29:48.620]   But if I'd known how much was going on,
[00:29:48.620 --> 00:29:50.220]   you would've been alarmed immediately,
[00:29:50.220 --> 00:29:52.940]   just seeing what happens on the ground.
[00:29:52.940 --> 00:29:55.540]   And a lot of us are a little more elevated
[00:29:55.540 --> 00:29:58.260]   than we should be from the real-world existence.
[00:29:58.260 --> 00:29:59.580]   And you don't get in the ground.
[00:29:59.580 --> 00:30:00.900]   I don't nearly enough.
[00:30:00.900 --> 00:30:02.340]   And that's not my business anyway,
[00:30:02.340 --> 00:30:05.100]   but it's such a big thing that somebody shouldn't
[00:30:05.100 --> 00:30:06.500]   be looking at it somewhere.
[00:30:06.500 --> 00:30:08.500]   I think Bill Gross might have been looking at it
[00:30:08.500 --> 00:30:11.080]   and had some people doing exactly the same thing.
[00:30:11.080 --> 00:30:13.060]   See what's actually happening.
[00:30:13.060 --> 00:30:14.340]   I mean, it's really important.
[00:30:14.340 --> 00:30:16.580]   Don't take anybody else's word for anything.
[00:30:16.580 --> 00:30:20.660]   So the crisis was going to come, and it was going to be terrible.
[00:30:20.660 --> 00:30:24.700]   And I think-- what would I have done if I were Hank Paulson?
[00:30:24.700 --> 00:30:30.140]   I think I just would have tried to do a more comprehensive job.
[00:30:30.140 --> 00:30:31.860]   I thought he was-- I said to somebody,
[00:30:31.860 --> 00:30:33.260]   I thought he was a little bit punch-drunk,
[00:30:33.260 --> 00:30:35.660]   because there was a punch here, and then a few days later,
[00:30:35.660 --> 00:30:38.340]   a punch there, and then another punch.
[00:30:38.340 --> 00:30:42.980]   And I'm not sure that the greatest
[00:30:42.980 --> 00:30:44.660]   credentials for a Treasury Secretary
[00:30:44.660 --> 00:30:46.860]   is to be an investment banker.
[00:30:46.860 --> 00:30:52.100]   He's a very good guy, very smart guy, and a very strong guy.
[00:30:52.100 --> 00:30:55.260]   And without the strength, not much is going to happen.
[00:30:55.260 --> 00:30:57.540]   So I commend him for all that, but I still
[00:30:57.540 --> 00:31:00.620]   think we could have done a better job.
[00:31:00.620 --> 00:31:02.780]   We finally get the so-called TARP,
[00:31:02.780 --> 00:31:05.180]   which was to buy bad assets.
[00:31:05.180 --> 00:31:07.260]   And TARP never did buy any bad assets.
[00:31:07.260 --> 00:31:07.900]   It was so funny.
[00:31:07.900 --> 00:31:09.300]   We called it, I think, TARP, which
[00:31:09.300 --> 00:31:12.860]   is something blah, blah about getting the bad assets out
[00:31:12.860 --> 00:31:15.540]   of the banks, buying them back from them.
[00:31:15.540 --> 00:31:17.340]   And that hasn't happened.
[00:31:17.340 --> 00:31:20.140]   What happened was a whole lot of other very different things
[00:31:20.140 --> 00:31:23.460]   that TARP money was used for.
[00:31:23.460 --> 00:31:25.380]   And probably had to be used again.
[00:31:25.380 --> 00:31:27.300]   I think I would have done more.
[00:31:27.300 --> 00:31:29.340]   I'm more of a Keynesian than ever.
[00:31:29.340 --> 00:31:31.900]   And not perfectly, because none of those things
[00:31:31.900 --> 00:31:33.020]   work perfectly.
[00:31:33.020 --> 00:31:37.500]   But I would have done, if I was the king, two or three steps,
[00:31:37.500 --> 00:31:41.020]   and say at least two or three trillion steps from a throne.
[00:31:41.020 --> 00:31:43.300]   Done more stimulation.
[00:31:43.300 --> 00:31:47.820]   More stimulation in the infrastructure side,
[00:31:47.820 --> 00:31:50.420]   where we put people back to work.
[00:31:50.420 --> 00:31:53.340]   And we may yet have to do that, or try and do it.
[00:31:53.340 --> 00:31:56.420]   Because the greatest price an economy pays for all of this,
[00:31:56.420 --> 00:31:59.340]   ultimately, is the lack of full utilization
[00:31:59.340 --> 00:32:01.220]   of its productive power.
[00:32:01.220 --> 00:32:02.540]   People are out of work.
[00:32:02.540 --> 00:32:08.500]   So I think Ben Bernanke was very good.
[00:32:08.500 --> 00:32:11.780]   I'm not sure what Hank would have amounted to without him.
[00:32:11.780 --> 00:32:14.220]   Ben Bernanke aside, Ben Bernanke--
[00:32:14.220 --> 00:32:16.380]   actually, he was a Princeton professor.
[00:32:16.380 --> 00:32:18.020]   He's extremely smart.
[00:32:18.020 --> 00:32:19.260]   We all are.
[00:32:19.260 --> 00:32:21.700]   I'm kidding.
[00:32:21.700 --> 00:32:24.740]   So I think he's doing what he can.
[00:32:24.740 --> 00:32:27.140]   But he's trying to do the impossible.
[00:32:27.140 --> 00:32:30.540]   And that is, he's trying to solve this problem
[00:32:30.540 --> 00:32:33.220]   with monetary policy, with a money supply.
[00:32:33.220 --> 00:32:36.140]   Buying securities with QE2, which I always
[00:32:36.140 --> 00:32:37.700]   thought was an ocean liner.
[00:32:37.700 --> 00:32:40.900]   [LAUGHTER]
[00:32:40.900 --> 00:32:44.020]   I forget what the other one, the newest one, is called.
[00:32:44.020 --> 00:32:46.180]   Twist, Operation Twist.
[00:32:46.180 --> 00:32:47.940]   Getting out of the short-term securities,
[00:32:47.940 --> 00:32:51.180]   but that ends with buying long-term securities.
[00:32:51.180 --> 00:32:54.180]   And monetary policy--
[00:32:54.180 --> 00:32:55.940]   I mean, sorry, fiscal policy.
[00:32:55.940 --> 00:32:58.580]   Monetary policy can only do so much.
[00:32:58.580 --> 00:33:02.060]   And that's one of the big things behind the blow-up in Europe.
[00:33:02.060 --> 00:33:07.180]   The idea of monetary policy is, basically,
[00:33:07.180 --> 00:33:09.860]   European-wide, because it's based on the market.
[00:33:09.860 --> 00:33:12.460]   But the idea of fiscal policy is each government's
[00:33:12.460 --> 00:33:13.820]   responsibility.
[00:33:13.820 --> 00:33:15.460]   And you separate those two.
[00:33:15.460 --> 00:33:17.540]   And we sure have to separate it here,
[00:33:17.540 --> 00:33:19.740]   just because of the nature of our system.
[00:33:19.740 --> 00:33:22.420]   The government's in charge of both, finally.
[00:33:22.420 --> 00:33:27.100]   But the legislative side is just so stymied,
[00:33:27.100 --> 00:33:28.420]   unable to do almost anything.
[00:33:28.420 --> 00:33:31.420]   I'll give you an example to show you how dumb it's gotten.
[00:33:31.420 --> 00:33:34.500]   But I hope that's not too political.
[00:33:34.500 --> 00:33:40.020]   But we're trying to have monetary policy carry
[00:33:40.020 --> 00:33:41.180]   the burden.
[00:33:41.180 --> 00:33:46.220]   And yet, monetary policy unequivocally cannot do it all.
[00:33:46.220 --> 00:33:48.020]   So we've got to do some fiscal stuff.
[00:33:48.020 --> 00:33:50.700]   God alone knows what's going to come out of this so-called
[00:33:50.700 --> 00:33:53.940]   fiscal cliff.
[00:33:53.940 --> 00:33:55.940]   It's not going to go on the way it is, for sure,
[00:33:55.940 --> 00:33:58.380]   because the EU just can't be sustained.
[00:33:58.380 --> 00:34:00.660]   But it is horrifying to me.
[00:34:00.660 --> 00:34:03.940]   This is not a politically slanted conversation.
[00:34:03.940 --> 00:34:06.300]   But this deadlock between the parties
[00:34:06.300 --> 00:34:10.100]   means no material legislation can get done in Washington, DC.
[00:34:10.100 --> 00:34:12.540]   And the only thing, the only piece of legislation
[00:34:12.540 --> 00:34:14.740]   the two sides have been able to agree on
[00:34:14.740 --> 00:34:18.220]   is probably the worst piece of securities legislation ever
[00:34:18.220 --> 00:34:20.260]   designed by the amount of demand.
[00:34:20.260 --> 00:34:22.180]   And that is the so-called Jobs Act.
[00:34:22.180 --> 00:34:24.340]   Put jobs in it if you want to get it passed.
[00:34:24.340 --> 00:34:26.400]   And it's supposed to increase jobs
[00:34:26.400 --> 00:34:29.500]   by giving small businesses access to public capital.
[00:34:29.500 --> 00:34:32.100]   So all the constraints on very small companies
[00:34:32.100 --> 00:34:35.460]   going public and prospectuses, all that kind of thing,
[00:34:35.460 --> 00:34:39.020]   all those are taken down, limited.
[00:34:39.020 --> 00:34:41.740]   And it's much easier to raise capital out there.
[00:34:41.740 --> 00:34:43.900]   But there are a lot of swindlers out there.
[00:34:43.900 --> 00:34:46.500]   And they are going to come and swindle an awful lot of people
[00:34:46.500 --> 00:34:47.740]   from going to control it.
[00:34:47.740 --> 00:34:48.820]   So we get the Jobs Act.
[00:34:48.820 --> 00:34:50.260]   Both parties think it's wonderful.
[00:34:50.260 --> 00:34:53.260]   And it's going to have to be repealed one day because it
[00:34:53.260 --> 00:34:57.220]   may be, as far as I know, it hasn't created one job.
[00:34:57.220 --> 00:35:00.620]   But it's just a symbol of something
[00:35:00.620 --> 00:35:02.820]   that really lies at the root of many of the problems
[00:35:02.820 --> 00:35:04.300]   we're dealing with in this country.
[00:35:04.300 --> 00:35:09.140]   And that is a political system that is in chaos, unable
[00:35:09.140 --> 00:35:10.300]   to move.
[00:35:10.300 --> 00:35:13.220]   And oftentimes, it's a good idea for the Congress to do nothing.
[00:35:13.220 --> 00:35:15.640]   You could say one of the great blessings is Congress can't
[00:35:15.640 --> 00:35:16.140]   act.
[00:35:16.140 --> 00:35:18.020]   And there is something to that.
[00:35:18.020 --> 00:35:19.860]   But none under these circumstances.
[00:35:19.860 --> 00:35:22.500]   So we'll have to see what comes out of the election
[00:35:22.500 --> 00:35:27.300]   and see if sides can somehow reason together and produce
[00:35:27.300 --> 00:35:29.180]   what's best for the country instead of what's
[00:35:29.180 --> 00:35:30.940]   best for their own individual interests.
[00:35:30.940 --> 00:35:32.100]   I know that's idealistic.
[00:35:32.100 --> 00:35:34.100]   And I hope it's not too political for Mallory
[00:35:34.100 --> 00:35:37.220]   to approach that subject.
[00:35:37.220 --> 00:35:39.700]   - My favorite economist of all time
[00:35:39.700 --> 00:35:43.100]   is Heinlein-Minsky, who wrote about the instability inherent
[00:35:43.100 --> 00:35:44.220]   in our financial system.
[00:35:44.220 --> 00:35:47.420]   And it touches on exactly what Jack was talking about,
[00:35:47.420 --> 00:35:51.900]   which is that if your primary instrument is monetary policy,
[00:35:51.900 --> 00:35:53.740]   then what you do is you get into this cycle
[00:35:53.740 --> 00:35:56.260]   where you stimulate Wall Street.
[00:35:56.260 --> 00:35:57.780]   But you don't stimulate Main Street,
[00:35:57.780 --> 00:35:59.420]   which is what Ben Bernanke is doing.
[00:35:59.420 --> 00:36:01.460]   There's been a lot of stimulation of Wall Street.
[00:36:01.460 --> 00:36:02.860]   Stocks have been on its air.
[00:36:02.860 --> 00:36:05.900]   All the city assets have been on its air.
[00:36:05.900 --> 00:36:07.580]   But it hasn't done a great deal.
[00:36:07.580 --> 00:36:09.960]   It's done something, but not a great deal for the economy.
[00:36:09.960 --> 00:36:11.660]   If you want to do that, you have to do it
[00:36:11.660 --> 00:36:13.020]   on the fiscal side.
[00:36:13.020 --> 00:36:14.940]   And so you wind up with a--
[00:36:14.940 --> 00:36:17.060]   it was more of a map, but you wind up
[00:36:17.060 --> 00:36:21.500]   with this very unstable fiscal system, where you just
[00:36:21.500 --> 00:36:24.820]   get financial boom and bust.
[00:36:24.820 --> 00:36:27.540]   And that does-- of all the things that frighten me,
[00:36:27.540 --> 00:36:30.860]   that frightens me the most is this chronic instability
[00:36:30.860 --> 00:36:32.560]   we have on the financial system.
[00:36:32.560 --> 00:36:35.020]   We started out with four banks that were too big for bail.
[00:36:35.020 --> 00:36:38.260]   Now we've got three that are bigger.
[00:36:38.260 --> 00:36:42.800]   And I think it's a very frightening situation.
[00:36:42.800 --> 00:36:45.620]   It's why I've always believed from the portfolio side
[00:36:45.620 --> 00:36:49.540]   that you want to separate out your risky and riskless assets
[00:36:49.540 --> 00:36:51.660]   and stay away from things that are in the middle,
[00:36:51.660 --> 00:36:54.980]   like corporate bonds and bond bonds and the most
[00:36:54.980 --> 00:36:57.180]   large bids like that, unless you're getting paid
[00:36:57.180 --> 00:37:01.260]   to avoid these little risk premiums.
[00:37:01.260 --> 00:37:03.740]   It's an interesting example of congressional failure,
[00:37:03.740 --> 00:37:07.700]   I think, in that we've got the Dodd-Frank Act.
[00:37:07.700 --> 00:37:10.940]   They've got all these, I think, 194 regulations that
[00:37:10.940 --> 00:37:12.380]   were going on down there.
[00:37:12.380 --> 00:37:15.620]   All of them did what they could have done with one stroke
