
[00:00:00.000 --> 00:00:04.440]   The reason that he was kicked out is because of this toxic culture.
[00:13:12.440 --> 00:13:13.440]   [VIDEO PLAYBACK]
[00:13:13.440 --> 00:13:14.440]   [MUSIC PLAYING]
[00:13:14.440 --> 00:13:15.440]   [VIDEO PLAYBACK]
[00:13:15.440 --> 00:13:16.440]   [MUSIC PLAYING]
[00:13:16.440 --> 00:13:17.440]   [VIDEO PLAYBACK]
[00:13:17.440 --> 00:13:18.440]   [MUSIC PLAYING]
[00:13:18.440 --> 00:13:19.440]   [VIDEO PLAYBACK]
[00:13:19.440 --> 00:13:20.440]   [MUSIC PLAYING]
[00:13:20.440 --> 00:13:21.440]   [VIDEO PLAYBACK]
[00:13:21.440 --> 00:13:22.440]   [MUSIC PLAYING]
[00:13:22.440 --> 00:13:23.440]   [VIDEO PLAYBACK]
[00:13:23.440 --> 00:13:24.440]   [MUSIC PLAYING]
[00:13:24.440 --> 00:13:25.440]   [VIDEO PLAYBACK]
[00:13:25.440 --> 00:13:26.440]   [MUSIC PLAYING]
[00:13:26.440 --> 00:13:27.440]   [VIDEO PLAYBACK]
[00:13:27.440 --> 00:13:28.440]   [MUSIC PLAYING]
[00:13:28.440 --> 00:13:29.440]   [VIDEO PLAYBACK]
[00:13:29.440 --> 00:13:30.440]   [MUSIC PLAYING]
[00:13:30.440 --> 00:13:31.440]   [VIDEO PLAYBACK]
[00:13:31.440 --> 00:13:32.440]   [MUSIC PLAYING]
[00:13:32.440 --> 00:13:33.440]   [VIDEO PLAYBACK]
[00:13:33.440 --> 00:13:34.440]   [MUSIC PLAYING]
[00:13:34.440 --> 00:13:35.440]   [VIDEO PLAYBACK]
[00:13:35.440 --> 00:13:36.440]   [MUSIC PLAYING]
[00:13:36.440 --> 00:13:37.440]   [VIDEO PLAYBACK]
[00:13:37.440 --> 00:13:38.440]   [MUSIC PLAYING]
[00:13:38.440 --> 00:13:39.440]   [VIDEO PLAYBACK]
[00:13:39.440 --> 00:13:40.440]   [MUSIC PLAYING]
[00:13:40.440 --> 00:13:41.440]   [VIDEO PLAYBACK]
[00:13:41.440 --> 00:13:42.440]   [MUSIC PLAYING]
[00:13:42.440 --> 00:13:43.440]   [VIDEO PLAYBACK]
[00:13:43.440 --> 00:13:44.440]   [MUSIC PLAYING]
[00:13:44.440 --> 00:13:45.440]   [VIDEO PLAYBACK]
[00:13:45.440 --> 00:13:46.440]   [MUSIC PLAYING]
[00:13:46.440 --> 00:13:47.440]   [VIDEO PLAYBACK]
[00:13:47.440 --> 00:13:48.440]   [MUSIC PLAYING]
[00:13:48.440 --> 00:13:49.440]   [VIDEO PLAYBACK]
[00:13:49.440 --> 00:13:50.440]   [MUSIC PLAYING]
[00:13:50.440 --> 00:13:51.440]   [VIDEO PLAYBACK]
[00:13:51.440 --> 00:13:52.440]   [MUSIC PLAYING]
[00:13:52.440 --> 00:13:53.440]   [VIDEO PLAYBACK]
[00:13:53.440 --> 00:13:54.440]   [MUSIC PLAYING]
[00:13:54.440 --> 00:13:55.440]   [VIDEO PLAYBACK]
[00:13:55.440 --> 00:13:56.440]   [MUSIC PLAYING]
[00:13:56.440 --> 00:13:57.440]   [VIDEO PLAYBACK]
[00:13:57.440 --> 00:13:58.440]   [MUSIC PLAYING]
[00:13:58.440 --> 00:13:59.440]   [VIDEO PLAYBACK]
[00:13:59.440 --> 00:14:00.440]   [MUSIC PLAYING]
[00:14:00.440 --> 00:14:01.440]   [VIDEO PLAYBACK]
[00:14:01.440 --> 00:14:02.440]   [MUSIC PLAYING]
[00:14:02.440 --> 00:14:03.440]   [VIDEO PLAYBACK]
[00:14:03.440 --> 00:14:04.440]   [MUSIC PLAYING]
[00:14:04.440 --> 00:14:05.440]   [VIDEO PLAYBACK]
[00:14:05.440 --> 00:14:06.440]   [MUSIC PLAYING]
[00:14:06.440 --> 00:14:07.440]   [VIDEO PLAYBACK]
[00:14:07.440 --> 00:14:08.440]   [MUSIC PLAYING]
[00:14:08.440 --> 00:14:09.440]   [VIDEO PLAYBACK]
[00:14:09.440 --> 00:14:10.440]   [MUSIC PLAYING]
[00:14:10.440 --> 00:14:11.440]   [VIDEO PLAYBACK]
[00:14:11.440 --> 00:14:12.440]   [MUSIC PLAYING]
[00:14:12.440 --> 00:14:13.440]   [VIDEO PLAYBACK]
[00:14:13.440 --> 00:14:14.440]   [MUSIC PLAYING]
[00:14:14.440 --> 00:14:15.440]   [VIDEO PLAYBACK]
[00:14:15.440 --> 00:14:16.440]   [MUSIC PLAYING]
[00:14:16.440 --> 00:14:17.440]   [VIDEO PLAYBACK]
[00:14:17.440 --> 00:14:18.440]   [MUSIC PLAYING]
[00:14:18.440 --> 00:14:19.440]   [VIDEO PLAYBACK]
[00:14:19.440 --> 00:14:20.440]   [MUSIC PLAYING]
[00:14:20.440 --> 00:14:21.440]   [VIDEO PLAYBACK]
[00:14:21.440 --> 00:14:22.440]   [MUSIC PLAYING]
[00:14:22.440 --> 00:14:23.440]   [VIDEO PLAYBACK]
[00:14:23.440 --> 00:14:24.440]   [MUSIC PLAYING]
[00:14:24.440 --> 00:14:25.440]   [VIDEO PLAYBACK]
[00:14:25.440 --> 00:14:26.440]   [MUSIC PLAYING]
[00:14:26.440 --> 00:14:27.440]   [VIDEO PLAYBACK]
[00:14:27.440 --> 00:14:28.440]   [MUSIC PLAYING]
[00:14:28.440 --> 00:14:29.440]   [VIDEO PLAYBACK]
[00:14:29.440 --> 00:14:30.440]   [MUSIC PLAYING]
[00:14:30.440 --> 00:14:31.440]   [VIDEO PLAYBACK]
[00:14:31.440 --> 00:14:32.440]   [MUSIC PLAYING]
[00:14:32.440 --> 00:14:33.440]   [VIDEO PLAYBACK]
[00:14:33.440 --> 00:14:34.440]   [MUSIC PLAYING]
[00:14:34.440 --> 00:14:35.440]   [VIDEO PLAYBACK]
[00:14:35.440 --> 00:14:36.440]   [MUSIC PLAYING]
[00:14:36.440 --> 00:14:37.440]   [VIDEO PLAYBACK]
[00:14:37.440 --> 00:14:38.440]   [MUSIC PLAYING]
[00:14:38.440 --> 00:14:39.440]   [VIDEO PLAYBACK]
[00:14:39.440 --> 00:14:40.440]   [MUSIC PLAYING]
[00:14:40.440 --> 00:14:41.440]   [VIDEO PLAYBACK]
[00:14:41.440 --> 00:14:42.440]   [MUSIC PLAYING]
[00:14:42.440 --> 00:14:43.440]   [VIDEO PLAYBACK]
[00:14:43.440 --> 00:14:44.440]   [MUSIC PLAYING]
[00:14:44.440 --> 00:14:45.440]   [VIDEO PLAYBACK]
[00:14:45.440 --> 00:14:46.440]   [MUSIC PLAYING]
[00:14:46.440 --> 00:14:47.440]   [VIDEO PLAYBACK]
[00:14:47.440 --> 00:14:48.440]   [MUSIC PLAYING]
[00:14:48.440 --> 00:14:49.440]   [VIDEO PLAYBACK]
[00:14:49.440 --> 00:14:50.440]   [MUSIC PLAYING]
[00:14:50.440 --> 00:14:51.440]   [VIDEO PLAYBACK]
[00:14:51.440 --> 00:14:52.440]   [MUSIC PLAYING]
[00:14:52.440 --> 00:14:53.440]   [VIDEO PLAYBACK]
[00:14:53.440 --> 00:14:54.440]   [MUSIC PLAYING]
[00:14:54.440 --> 00:14:55.440]   [VIDEO PLAYBACK]
[00:14:55.440 --> 00:14:56.440]   [MUSIC PLAYING]
[00:14:56.440 --> 00:14:57.440]   [VIDEO PLAYBACK]
[00:14:57.440 --> 00:14:58.440]   [MUSIC PLAYING]
[00:14:58.440 --> 00:14:59.440]   [VIDEO PLAYBACK]
[00:14:59.440 --> 00:15:00.440]   [MUSIC PLAYING]
[00:15:00.440 --> 00:15:01.440]   [VIDEO PLAYBACK]
[00:15:01.440 --> 00:15:02.440]   [MUSIC PLAYING]
[00:15:02.440 --> 00:15:03.440]   [VIDEO PLAYBACK]
[00:15:03.440 --> 00:15:04.440]   [MUSIC PLAYING]
[00:15:04.440 --> 00:15:05.440]   [VIDEO PLAYBACK]
[00:15:05.440 --> 00:15:06.440]   [MUSIC PLAYING]
[00:15:06.440 --> 00:15:07.440]   [VIDEO PLAYBACK]
[00:15:07.440 --> 00:15:08.440]   [MUSIC PLAYING]
[00:15:08.440 --> 00:15:09.440]   [VIDEO PLAYBACK]
[00:15:09.440 --> 00:15:10.440]   [MUSIC PLAYING]
[00:15:10.440 --> 00:15:11.440]   [VIDEO PLAYBACK]
[00:15:11.440 --> 00:15:12.440]   [MUSIC PLAYING]
[00:15:12.440 --> 00:15:13.440]   [VIDEO PLAYBACK]
[00:15:13.440 --> 00:15:14.440]   [MUSIC PLAYING]
[00:15:14.440 --> 00:15:15.440]   [VIDEO PLAYBACK]
[00:15:15.440 --> 00:15:16.440]   [MUSIC PLAYING]
[00:15:16.440 --> 00:15:17.440]   [VIDEO PLAYBACK]
[00:15:17.440 --> 00:15:18.440]   [MUSIC PLAYING]
[00:15:18.440 --> 00:15:19.440]   [VIDEO PLAYBACK]
[00:15:19.440 --> 00:15:20.440]   [MUSIC PLAYING]
[00:15:20.440 --> 00:15:21.440]   [VIDEO PLAYBACK]
[00:15:21.440 --> 00:15:22.440]   [MUSIC PLAYING]
[00:15:22.440 --> 00:15:23.440]   [VIDEO PLAYBACK]
[00:15:23.440 --> 00:15:24.440]   [MUSIC PLAYING]
[00:15:24.440 --> 00:15:25.440]   [VIDEO PLAYBACK]
[00:15:25.440 --> 00:15:26.440]   [MUSIC PLAYING]
[00:15:26.440 --> 00:15:27.440]   [VIDEO PLAYBACK]
[00:15:27.440 --> 00:15:28.440]   [MUSIC PLAYING]
[00:15:28.440 --> 00:15:29.440]   [VIDEO PLAYBACK]
[00:15:29.440 --> 00:15:30.440]   [MUSIC PLAYING]
[00:15:30.440 --> 00:15:31.440]   [VIDEO PLAYBACK]
[00:15:31.440 --> 00:15:32.440]   [MUSIC PLAYING]
[00:15:32.440 --> 00:15:33.440]   [VIDEO PLAYBACK]
[00:15:33.440 --> 00:15:34.440]   [MUSIC PLAYING]
[00:15:34.440 --> 00:15:35.440]   [VIDEO PLAYBACK]
[00:15:35.440 --> 00:15:36.440]   [MUSIC PLAYING]
[00:15:36.440 --> 00:15:37.440]   [VIDEO PLAYBACK]
[00:15:37.440 --> 00:15:38.440]   [MUSIC PLAYING]
[00:15:38.440 --> 00:15:39.440]   [VIDEO PLAYBACK]
[00:15:39.440 --> 00:15:40.440]   [MUSIC PLAYING]
[00:15:40.440 --> 00:15:41.440]   [VIDEO PLAYBACK]
[00:15:41.440 --> 00:15:42.440]   [MUSIC PLAYING]
[00:15:42.440 --> 00:15:43.440]   [VIDEO PLAYBACK]
[00:15:43.440 --> 00:15:44.440]   [MUSIC PLAYING]
[00:15:44.440 --> 00:15:45.440]   [VIDEO PLAYBACK]
[00:15:45.440 --> 00:15:46.440]   [MUSIC PLAYING]
[00:15:46.440 --> 00:15:47.440]   [VIDEO PLAYBACK]
[00:15:47.440 --> 00:15:48.440]   [MUSIC PLAYING]
[00:15:48.440 --> 00:15:49.440]   [VIDEO PLAYBACK]
[00:15:49.440 --> 00:15:50.440]   [MUSIC PLAYING]
[00:15:50.440 --> 00:15:51.440]   [VIDEO PLAYBACK]
[00:15:51.440 --> 00:15:52.440]   [MUSIC PLAYING]
[00:15:52.440 --> 00:15:53.440]   [VIDEO PLAYBACK]
[00:15:53.440 --> 00:15:54.440]   [MUSIC PLAYING]
[00:15:54.440 --> 00:15:55.440]   [VIDEO PLAYBACK]
[00:15:55.440 --> 00:15:56.440]   [MUSIC PLAYING]
[00:15:56.440 --> 00:15:57.440]   [VIDEO PLAYBACK]
[00:15:57.440 --> 00:15:58.440]   [MUSIC PLAYING]
[00:15:58.440 --> 00:15:59.440]   [VIDEO PLAYBACK]
[00:15:59.440 --> 00:16:00.440]   [MUSIC PLAYING]
[00:16:00.440 --> 00:16:01.440]   [VIDEO PLAYBACK]
[00:16:01.440 --> 00:16:02.440]   [MUSIC PLAYING]
[00:16:02.440 --> 00:16:03.440]   [VIDEO PLAYBACK]
[00:16:03.440 --> 00:16:04.440]   [MUSIC PLAYING]
[00:16:04.440 --> 00:16:05.440]   [VIDEO PLAYBACK]
[00:16:05.440 --> 00:16:06.440]   [MUSIC PLAYING]
[00:16:06.440 --> 00:16:07.440]   [VIDEO PLAYBACK]
[00:16:07.440 --> 00:16:08.440]   [MUSIC PLAYING]
[00:16:08.440 --> 00:16:09.440]   [VIDEO PLAYBACK]
[00:16:09.440 --> 00:16:10.440]   [MUSIC PLAYING]
[00:16:10.440 --> 00:16:11.440]   [VIDEO PLAYBACK]
[00:16:11.440 --> 00:16:12.440]   [MUSIC PLAYING]
[00:16:12.440 --> 00:16:13.440]   [VIDEO PLAYBACK]
[00:16:13.440 --> 00:16:14.440]   [MUSIC PLAYING]
[00:16:14.440 --> 00:16:15.440]   [VIDEO PLAYBACK]
[00:16:15.440 --> 00:16:16.440]   [MUSIC PLAYING]
[00:16:16.440 --> 00:16:17.440]   [VIDEO PLAYBACK]
[00:16:17.440 --> 00:16:18.440]   [MUSIC PLAYING]
[00:16:18.440 --> 00:16:19.440]   [VIDEO PLAYBACK]
[00:16:19.440 --> 00:16:20.440]   [MUSIC PLAYING]
[00:16:20.440 --> 00:16:21.440]   [VIDEO PLAYBACK]
[00:16:21.440 --> 00:16:22.440]   [MUSIC PLAYING]
[00:16:22.440 --> 00:16:23.440]   [VIDEO PLAYBACK]
[00:16:23.440 --> 00:16:24.440]   [MUSIC PLAYING]
[00:16:24.440 --> 00:16:25.440]   [VIDEO PLAYBACK]
[00:16:25.440 --> 00:16:26.440]   [MUSIC PLAYING]
[00:16:26.440 --> 00:16:27.440]   [VIDEO PLAYBACK]
[00:16:27.440 --> 00:16:28.440]   [MUSIC PLAYING]
[00:16:28.440 --> 00:16:29.440]   [VIDEO PLAYBACK]
[00:16:29.440 --> 00:16:30.440]   [MUSIC PLAYING]
[00:16:30.440 --> 00:16:31.440]   [VIDEO PLAYBACK]
[00:16:31.440 --> 00:16:32.440]   [MUSIC PLAYING]
[00:16:32.440 --> 00:16:33.440]   [VIDEO PLAYBACK]
[00:16:33.440 --> 00:16:34.440]   [MUSIC PLAYING]
[00:16:34.440 --> 00:16:35.440]   [VIDEO PLAYBACK]
[00:16:35.440 --> 00:16:36.440]   [MUSIC PLAYING]
[00:16:36.440 --> 00:16:37.440]   [VIDEO PLAYBACK]
[00:16:37.440 --> 00:16:38.440]   [MUSIC PLAYING]
[00:16:38.440 --> 00:16:39.440]   [VIDEO PLAYBACK]
[00:16:39.440 --> 00:16:40.440]   [MUSIC PLAYING]
[00:16:40.440 --> 00:16:41.440]   [VIDEO PLAYBACK]
[00:16:41.440 --> 00:16:42.440]   [MUSIC PLAYING]
[00:16:42.440 --> 00:16:43.440]   [VIDEO PLAYBACK]
[00:16:43.440 --> 00:16:44.440]   [MUSIC PLAYING]
[00:16:44.440 --> 00:16:45.440]   [VIDEO PLAYBACK]
[00:16:45.440 --> 00:16:46.440]   [MUSIC PLAYING]
[00:16:46.440 --> 00:16:47.440]   [VIDEO PLAYBACK]
[00:16:47.440 --> 00:16:48.440]   [MUSIC PLAYING]
[00:16:48.440 --> 00:16:49.440]   [VIDEO PLAYBACK]
[00:16:49.440 --> 00:16:50.440]   [MUSIC PLAYING]
[00:16:50.440 --> 00:16:51.440]   [VIDEO PLAYBACK]
[00:16:51.440 --> 00:16:52.440]   [MUSIC PLAYING]
[00:16:52.440 --> 00:16:53.440]   [VIDEO PLAYBACK]
[00:16:53.440 --> 00:16:54.440]   [MUSIC PLAYING]
[00:16:54.440 --> 00:16:55.440]   [VIDEO PLAYBACK]
[00:16:55.440 --> 00:16:56.440]   [MUSIC PLAYING]
[00:16:56.440 --> 00:16:57.440]   [VIDEO PLAYBACK]
[00:16:57.440 --> 00:16:58.440]   [MUSIC PLAYING]
[00:16:58.440 --> 00:16:59.440]   [VIDEO PLAYBACK]
[00:16:59.440 --> 00:17:00.440]   [MUSIC PLAYING]
[00:17:00.440 --> 00:17:01.440]   [VIDEO PLAYBACK]
[00:17:01.440 --> 00:17:02.440]   [MUSIC PLAYING]
[00:17:02.440 --> 00:17:03.440]   [VIDEO PLAYBACK]
[00:17:03.440 --> 00:17:04.440]   [MUSIC PLAYING]
[00:17:04.440 --> 00:17:05.440]   [VIDEO PLAYBACK]
[00:17:05.440 --> 00:17:06.440]   [MUSIC PLAYING]
[00:17:06.440 --> 00:17:07.440]   [VIDEO PLAYBACK]
[00:17:07.440 --> 00:17:08.440]   [MUSIC PLAYING]
[00:17:08.440 --> 00:17:09.440]   [VIDEO PLAYBACK]
[00:17:09.440 --> 00:17:10.440]   [MUSIC PLAYING]
[00:17:10.440 --> 00:17:11.440]   [VIDEO PLAYBACK]
[00:17:11.440 --> 00:17:12.440]   [MUSIC PLAYING]
[00:17:12.440 --> 00:17:13.440]   [VIDEO PLAYBACK]
[00:17:13.440 --> 00:17:14.440]   [MUSIC PLAYING]
[00:17:14.440 --> 00:17:15.440]   [VIDEO PLAYBACK]
[00:17:15.440 --> 00:17:16.440]   [MUSIC PLAYING]
[00:17:16.440 --> 00:17:17.440]   [VIDEO PLAYBACK]
[00:17:17.440 --> 00:17:18.440]   [MUSIC PLAYING]
[00:17:18.440 --> 00:17:19.440]   [VIDEO PLAYBACK]
[00:17:19.440 --> 00:17:20.440]   [MUSIC PLAYING]
[00:17:20.440 --> 00:17:21.440]   [VIDEO PLAYBACK]
[00:17:21.440 --> 00:17:22.440]   [MUSIC PLAYING]
[00:17:22.440 --> 00:17:23.440]   [VIDEO PLAYBACK]
[00:17:23.440 --> 00:17:24.440]   [MUSIC PLAYING]
[00:17:24.440 --> 00:17:25.440]   [VIDEO PLAYBACK]
[00:17:25.440 --> 00:17:26.440]   [MUSIC PLAYING]
[00:17:26.440 --> 00:17:27.440]   [VIDEO PLAYBACK]
[00:17:27.440 --> 00:17:28.440]   [MUSIC PLAYING]
[00:17:28.440 --> 00:17:29.440]   [VIDEO PLAYBACK]
[00:17:29.440 --> 00:17:30.440]   [MUSIC PLAYING]
[00:17:30.440 --> 00:17:31.440]   [VIDEO PLAYBACK]
[00:17:31.440 --> 00:17:32.440]   [MUSIC PLAYING]
[00:17:32.440 --> 00:17:33.440]   [VIDEO PLAYBACK]
[00:17:33.440 --> 00:17:34.440]   [MUSIC PLAYING]
[00:17:34.440 --> 00:17:35.440]   [VIDEO PLAYBACK]
[00:17:35.440 --> 00:17:36.440]   [MUSIC PLAYING]
[00:17:36.440 --> 00:17:37.440]   [VIDEO PLAYBACK]
[00:17:37.440 --> 00:17:38.440]   [MUSIC PLAYING]
[00:17:38.440 --> 00:17:39.440]   [VIDEO PLAYBACK]
[00:17:39.440 --> 00:17:40.440]   [MUSIC PLAYING]
[00:17:40.440 --> 00:17:41.440]   [VIDEO PLAYBACK]
[00:17:41.440 --> 00:17:42.440]   [MUSIC PLAYING]
[00:17:42.440 --> 00:17:43.440]   [VIDEO PLAYBACK]
[00:17:43.440 --> 00:17:44.440]   [MUSIC PLAYING]
[00:17:44.440 --> 00:17:45.440]   [VIDEO PLAYBACK]
[00:17:45.440 --> 00:17:46.440]   [MUSIC PLAYING]
[00:17:46.440 --> 00:17:47.440]   [VIDEO PLAYBACK]
[00:17:47.440 --> 00:17:48.440]   [MUSIC PLAYING]
[00:17:48.440 --> 00:17:49.440]   [VIDEO PLAYBACK]
[00:17:49.440 --> 00:17:50.440]   [MUSIC PLAYING]
[00:17:50.440 --> 00:17:51.440]   [VIDEO PLAYBACK]
[00:17:51.440 --> 00:17:52.440]   [MUSIC PLAYING]
[00:17:52.440 --> 00:17:53.440]   [VIDEO PLAYBACK]
[00:17:53.440 --> 00:17:54.440]   [MUSIC PLAYING]
[00:17:54.440 --> 00:17:55.440]   [VIDEO PLAYBACK]
[00:17:55.440 --> 00:17:56.440]   [MUSIC PLAYING]
[00:17:56.440 --> 00:17:57.440]   [VIDEO PLAYBACK]
[00:17:57.440 --> 00:17:58.440]   [MUSIC PLAYING]
[00:17:58.440 --> 00:17:59.440]   [VIDEO PLAYBACK]
[00:17:59.440 --> 00:18:00.440]   [MUSIC PLAYING]
[00:18:00.440 --> 00:18:01.440]   [VIDEO PLAYBACK]
[00:18:01.440 --> 00:18:02.440]   [MUSIC PLAYING]
[00:18:02.440 --> 00:18:03.440]   [VIDEO PLAYBACK]
[00:18:03.440 --> 00:18:04.440]   [MUSIC PLAYING]
[00:18:04.440 --> 00:18:05.440]   [VIDEO PLAYBACK]
[00:18:05.440 --> 00:18:06.440]   [MUSIC PLAYING]
[00:18:06.440 --> 00:18:07.440]   [VIDEO PLAYBACK]
[00:18:07.440 --> 00:18:08.440]   [MUSIC PLAYING]
[00:18:08.440 --> 00:18:09.440]   [VIDEO PLAYBACK]
[00:18:09.440 --> 00:18:10.440]   [MUSIC PLAYING]
[00:18:10.440 --> 00:18:11.440]   [VIDEO PLAYBACK]
[00:18:11.440 --> 00:18:12.440]   [MUSIC PLAYING]
[00:18:12.440 --> 00:18:13.440]   [VIDEO PLAYBACK]
[00:18:13.440 --> 00:18:14.440]   [MUSIC PLAYING]
[00:18:14.440 --> 00:18:15.440]   [VIDEO PLAYBACK]
[00:18:15.440 --> 00:18:16.440]   [MUSIC PLAYING]
[00:18:16.440 --> 00:18:17.440]   [VIDEO PLAYBACK]
[00:18:17.440 --> 00:18:18.440]   [MUSIC PLAYING]
[00:18:18.440 --> 00:18:19.440]   [VIDEO PLAYBACK]
[00:18:19.440 --> 00:18:20.440]   [MUSIC PLAYING]
[00:18:20.440 --> 00:18:21.440]   [VIDEO PLAYBACK]
[00:18:21.440 --> 00:18:22.440]   [MUSIC PLAYING]
[00:18:22.440 --> 00:18:23.440]   [VIDEO PLAYBACK]
[00:18:23.440 --> 00:18:24.440]   [MUSIC PLAYING]
[00:18:24.440 --> 00:18:25.440]   [VIDEO PLAYBACK]
[00:18:25.440 --> 00:18:26.440]   [MUSIC PLAYING]
[00:18:26.440 --> 00:18:27.440]   [VIDEO PLAYBACK]
[00:18:27.440 --> 00:18:28.440]   [MUSIC PLAYING]
[00:18:28.440 --> 00:18:29.440]   [VIDEO PLAYBACK]
[00:18:29.440 --> 00:18:30.440]   [MUSIC PLAYING]
[00:18:30.440 --> 00:18:31.440]   [VIDEO PLAYBACK]
[00:18:31.440 --> 00:18:32.440]   [MUSIC PLAYING]
[00:18:32.440 --> 00:18:33.440]   [VIDEO PLAYBACK]
[00:18:33.440 --> 00:18:34.440]   [MUSIC PLAYING]
[00:18:34.440 --> 00:18:35.440]   [VIDEO PLAYBACK]
[00:18:35.440 --> 00:18:36.440]   [MUSIC PLAYING]
[00:18:36.440 --> 00:18:37.440]   [VIDEO PLAYBACK]
[00:18:37.440 --> 00:18:38.440]   [MUSIC PLAYING]
[00:18:38.440 --> 00:18:39.440]   [VIDEO PLAYBACK]
[00:18:39.440 --> 00:18:40.440]   [MUSIC PLAYING]
[00:18:40.440 --> 00:18:41.440]   [VIDEO PLAYBACK]
[00:18:41.440 --> 00:18:42.440]   [MUSIC PLAYING]
[00:18:42.440 --> 00:18:43.440]   [VIDEO PLAYBACK]
[00:18:43.440 --> 00:18:44.440]   [MUSIC PLAYING]
[00:18:44.440 --> 00:18:45.440]   [VIDEO PLAYBACK]
[00:18:45.440 --> 00:18:46.440]   [MUSIC PLAYING]
[00:18:46.440 --> 00:18:47.440]   [VIDEO PLAYBACK]
[00:18:47.440 --> 00:18:48.440]   [MUSIC PLAYING]
[00:18:48.440 --> 00:18:49.440]   [VIDEO PLAYBACK]
[00:18:49.440 --> 00:18:50.440]   [MUSIC PLAYING]
[00:18:50.440 --> 00:18:51.440]   [VIDEO PLAYBACK]
[00:18:51.440 --> 00:18:52.440]   [MUSIC PLAYING]
[00:18:52.440 --> 00:18:53.440]   [VIDEO PLAYBACK]
[00:18:53.440 --> 00:18:54.440]   [MUSIC PLAYING]
[00:18:54.440 --> 00:18:55.440]   [VIDEO PLAYBACK]
[00:18:55.440 --> 00:18:56.440]   [MUSIC PLAYING]
[00:18:56.440 --> 00:18:57.440]   [VIDEO PLAYBACK]
[00:18:57.440 --> 00:18:58.440]   [MUSIC PLAYING]
[00:18:58.440 --> 00:18:59.440]   [VIDEO PLAYBACK]
[00:18:59.440 --> 00:19:00.440]   [MUSIC PLAYING]
[00:19:00.440 --> 00:19:01.440]   [VIDEO PLAYBACK]
[00:19:01.440 --> 00:19:02.440]   [MUSIC PLAYING]
[00:19:02.440 --> 00:19:03.440]   [VIDEO PLAYBACK]
[00:19:03.440 --> 00:19:04.440]   [MUSIC PLAYING]
[00:19:04.440 --> 00:19:05.440]   [VIDEO PLAYBACK]
[00:19:05.440 --> 00:19:06.440]   [MUSIC PLAYING]
[00:19:06.440 --> 00:19:07.440]   [VIDEO PLAYBACK]
[00:19:07.440 --> 00:19:08.440]   [MUSIC PLAYING]
[00:19:08.440 --> 00:19:09.440]   [VIDEO PLAYBACK]
[00:19:09.440 --> 00:19:10.440]   [MUSIC PLAYING]
[00:19:10.440 --> 00:19:11.440]   [VIDEO PLAYBACK]
[00:19:11.440 --> 00:19:12.440]   [MUSIC PLAYING]
[00:19:12.440 --> 00:19:13.440]   [VIDEO PLAYBACK]
[00:19:13.440 --> 00:19:14.440]   [MUSIC PLAYING]
[00:19:14.440 --> 00:19:15.440]   [VIDEO PLAYBACK]
[00:19:15.440 --> 00:19:16.440]   [MUSIC PLAYING]
[00:19:16.440 --> 00:19:17.440]   [VIDEO PLAYBACK]
[00:19:17.440 --> 00:19:18.440]   [MUSIC PLAYING]
[00:19:18.440 --> 00:19:19.440]   [VIDEO PLAYBACK]
[00:19:19.440 --> 00:19:20.440]   [MUSIC PLAYING]
[00:19:20.440 --> 00:19:21.440]   [VIDEO PLAYBACK]
[00:19:21.440 --> 00:19:22.440]   [MUSIC PLAYING]
[00:19:22.440 --> 00:19:23.440]   [VIDEO PLAYBACK]
[00:19:23.440 --> 00:19:24.440]   [MUSIC PLAYING]
[00:19:24.440 --> 00:19:25.440]   [VIDEO PLAYBACK]
[00:19:25.440 --> 00:19:26.440]   [MUSIC PLAYING]
[00:19:26.440 --> 00:19:27.440]   [VIDEO PLAYBACK]
[00:19:27.440 --> 00:19:28.440]   [MUSIC PLAYING]
[00:19:28.440 --> 00:19:29.440]   [VIDEO PLAYBACK]
[00:19:29.440 --> 00:19:30.440]   [MUSIC PLAYING]
[00:19:30.440 --> 00:19:31.440]   [VIDEO PLAYBACK]
[00:19:31.440 --> 00:19:32.440]   [MUSIC PLAYING]
[00:19:32.440 --> 00:19:33.440]   [VIDEO PLAYBACK]
[00:19:33.440 --> 00:19:34.440]   [MUSIC PLAYING]
[00:19:34.440 --> 00:19:35.440]   [VIDEO PLAYBACK]
[00:19:35.440 --> 00:19:36.440]   [MUSIC PLAYING]
[00:19:36.440 --> 00:19:37.440]   [VIDEO PLAYBACK]
[00:19:37.440 --> 00:19:38.440]   [MUSIC PLAYING]
[00:19:38.440 --> 00:19:39.440]   [VIDEO PLAYBACK]
[00:19:39.440 --> 00:19:40.440]   [MUSIC PLAYING]
[00:19:40.440 --> 00:19:41.440]   [VIDEO PLAYBACK]
[00:19:41.440 --> 00:19:42.440]   [MUSIC PLAYING]
[00:19:42.440 --> 00:19:43.440]   [VIDEO PLAYBACK]
[00:19:43.440 --> 00:19:44.440]   [MUSIC PLAYING]
[00:19:44.440 --> 00:19:45.440]   [VIDEO PLAYBACK]
[00:19:45.440 --> 00:19:46.440]   [MUSIC PLAYING]
[00:19:46.440 --> 00:19:47.440]   [VIDEO PLAYBACK]
[00:19:47.440 --> 00:19:48.440]   [MUSIC PLAYING]
[00:19:48.440 --> 00:19:49.440]   [VIDEO PLAYBACK]
[00:19:49.440 --> 00:19:50.440]   [MUSIC PLAYING]
