
[00:00:00.000 --> 00:00:13.020]   [ Silence ]
[00:20:07.720 --> 00:20:10.780]   He thinks to multiply his money four times,
[00:20:10.780 --> 00:20:13.360]   it's something like that, and instead of eight,
[00:20:13.360 --> 00:20:16.120]   or whatever the number is, I don't have the numbers clearly
[00:20:16.120 --> 00:20:17.740]   in mind, but that's the kind of difference there is,
[00:20:17.740 --> 00:20:20.500]   and he thinks he's in heaven, my God, I've got four times
[00:20:20.500 --> 00:20:21.880]   as much money as I had at the beginning,
[00:20:21.880 --> 00:20:24.100]   my investment advisor must be a genius,
[00:20:24.100 --> 00:20:26.740]   my mutual fund manager must be in the greatest business
[00:20:26.740 --> 00:20:30.140]   in history, but he has lost most of that return.
[00:20:31.020 --> 00:20:33.980]   Those kind of returns are not going to be with us
[00:20:33.980 --> 00:20:37.200]   for a long, long time, and indeed,
[00:20:37.200 --> 00:20:42.000]   given the perverseness of this business, the only way we're
[00:20:42.000 --> 00:20:43.780]   going to get those kind of returns again is
[00:20:43.780 --> 00:20:46.180]   if we get a good, solid market decline.
[00:20:46.180 --> 00:20:48.700]   Think about that, and particularly you
[00:20:48.700 --> 00:20:50.440]   who are still putting money to work regularly,
[00:20:50.440 --> 00:20:51.720]   what do you want today?
[00:20:51.720 --> 00:20:55.840]   You should look for a big 50 percent decline, and, you know,
[00:20:55.840 --> 00:20:59.100]   you keep investing at lower and lower prices, so this idea
[00:20:59.100 --> 00:21:02.260]   that the market has to go up, big news in the paper,
[00:21:02.260 --> 00:21:04.960]   a new high yesterday, the Dow went up, I think,
[00:21:04.960 --> 00:21:06.880]   two one-hundredths of one percent.
[00:21:06.880 --> 00:21:12.260]   Well, I mean, that doesn't sound like big news to me, so it's,
[00:21:12.260 --> 00:21:19.620]   I think, I think we, it's an, what we have done is
[00:21:19.620 --> 00:21:23.140]   to do the right thing in an industry that refuses to change
[00:21:23.140 --> 00:21:25.940]   and put the stockholder at the top
[00:21:25.940 --> 00:21:27.700]   of the food chain instead of at the bottom.
[00:21:28.200 --> 00:21:30.340]   And that's not going to happen twice.
[00:21:30.340 --> 00:21:34.020]   >> The next one is a complaint, Jack.
[00:21:34.020 --> 00:21:35.080]   >> Good.
[00:21:35.080 --> 00:21:39.780]   >> It says, "Ask him why he doesn't put a proper link
[00:21:39.780 --> 00:21:43.420]   to Bogleheads on his, the Bogle e-blog web page.
[00:21:43.420 --> 00:21:45.660]   His link leads to this forum.
[00:21:45.660 --> 00:21:50.680]   His link to this forum retains the name diehards.org.
[00:21:50.680 --> 00:21:54.280]   A search for his site for Bogleheads returns nothing.
[00:21:54.280 --> 00:21:56.340]   Perhaps he is too modest?"
[00:21:57.180 --> 00:22:00.600]   >> Wait a minute, I didn't get the question.
[00:22:00.600 --> 00:22:02.340]   Are you saying I used diehards.org?
[00:22:02.340 --> 00:22:02.900]   >> Yes.
[00:22:02.900 --> 00:22:04.160]   >> How could I do that?
[00:22:04.160 --> 00:22:05.220]   >> Ask Mike.
[00:22:05.220 --> 00:22:08.460]   [ Laughter ]
[00:22:08.460 --> 00:22:12.460]   >> Mike, it never happened, did it?
[00:22:12.460 --> 00:22:13.380]   >> I'm sorry, Mike.
[00:22:13.380 --> 00:22:16.920]   I didn't ask the question, I just read it.
[00:22:16.920 --> 00:22:18.560]   >> No, no, it's just an example
[00:22:18.560 --> 00:22:20.140]   of the incredible modesty I have.
[00:22:20.140 --> 00:22:21.320]   You've not observed it.
[00:22:21.320 --> 00:22:23.320]   [ Laughter ]
[00:22:23.320 --> 00:22:26.100]   >> Now, the next thing is, a comment says,
[00:22:26.180 --> 00:22:29.240]   "Since Mr. Bogle is a hero to people here on Bogleheads,
[00:22:29.240 --> 00:22:31.560]   I was wondering who your heroes are."
[00:22:31.560 --> 00:22:35.760]   >> Well, I've been asked that question more than once
[00:22:35.760 --> 00:22:39.160]   and so I don't have to agonize over the answer.
[00:22:39.160 --> 00:22:44.120]   You know, in the world of business today, you know,
[00:22:44.120 --> 00:22:45.980]   certainly Warren Buffett has to be on that list.
[00:22:45.980 --> 00:22:48.920]   If you want to look at our competitors, I think Dodge
[00:22:48.920 --> 00:22:50.620]   and Cox is the best because they're in the,
[00:22:50.620 --> 00:22:52.740]   they're not always going to do well, of course,
[00:22:52.740 --> 00:22:55.720]   but they're in the business of, in the investment business,
[00:22:55.720 --> 00:22:56.840]   not in the marketing business.
[00:22:56.840 --> 00:22:59.160]   And that's a big distinction, all no-load funds
[00:22:59.160 --> 00:22:59.860]   and that kind of thing.
[00:22:59.860 --> 00:23:01.800]   If you want to go back in history,
[00:23:01.800 --> 00:23:04.800]   long before the recent popularity boom,
[00:23:04.800 --> 00:23:06.600]   Hamilton has always been my favorite.
[00:23:06.600 --> 00:23:10.080]   And when I read the Chernow book,
[00:23:10.080 --> 00:23:12.840]   he was my favorite before I even read Ron Chernow's book.
[00:23:12.840 --> 00:23:15.900]   And I didn't want to have 1,000 pages,
[00:23:15.900 --> 00:23:19.520]   I would have bought Chernow's new book on U.S. Grant.
[00:23:19.520 --> 00:23:21.900]   It was just too heavy for me.
[00:23:21.900 --> 00:23:24.500]   And I think I'd rather read the book than look
[00:23:24.500 --> 00:23:25.760]   at it on my iPad.
[00:23:25.760 --> 00:23:28.220]   So certainly Hamilton there.
[00:23:28.220 --> 00:23:31.420]   Benjamin Franklin, his sayings are quoted a lot
[00:23:31.420 --> 00:23:32.900]   and they're very much like mine.
[00:23:32.900 --> 00:23:38.180]   In terms of more contemporary, I still am, I'm not going
[00:23:38.180 --> 00:23:39.920]   to say this one because it would get political.
[00:23:39.920 --> 00:23:42.360]   And I wouldn't want to do that.
[00:23:42.360 --> 00:23:45.000]   I've always thought Woodrow Wilson was one
[00:23:45.000 --> 00:23:45.840]   of the great presidents.
[00:23:45.840 --> 00:23:46.800]   He did go to Princeton.
[00:23:46.800 --> 00:23:52.700]   But he was an idealist, an idealist
[00:23:53.320 --> 00:23:55.860]   that obviously fell a little bit short, if not a lot short,
[00:23:55.860 --> 00:24:00.520]   in his racial decisions, decisions to remove blacks
[00:24:00.520 --> 00:24:06.760]   from the federal government back in 1912 or '13, I guess 1915.
[00:24:06.760 --> 00:24:09.460]   And that was a shameless thing.
[00:24:09.460 --> 00:24:11.660]   But I think if we examined the history,
[00:24:11.660 --> 00:24:13.860]   we'd see there was horrendous political pressure on him
[00:24:13.860 --> 00:24:16.140]   to do that kind of thing.
[00:24:16.140 --> 00:24:17.480]   And I don't think he dreamed it up himself.
[00:24:17.480 --> 00:24:19.820]   But he did give, and here's a good one
[00:24:19.820 --> 00:24:22.380]   for Woodrow Wilson, gave women the vote.
[00:24:22.620 --> 00:24:26.600]   At least signed the final amendment to the Constitution.
[00:24:26.600 --> 00:24:28.620]   And so I like Wilson.
[00:24:28.620 --> 00:24:32.760]   And young people at Vanguard will often ask me,
[00:24:32.760 --> 00:24:34.320]   "What's the secret?"
[00:24:34.320 --> 00:24:37.940]   And this is a Hamilton kind of comment.
[00:24:37.940 --> 00:24:41.600]   And I say, "Well, look, there isn't any secret."
[00:24:41.600 --> 00:24:43.840]   I said, "You have assets that I don't have
[00:24:43.840 --> 00:24:46.040]   and I have liabilities that you don't have.
[00:24:46.040 --> 00:24:48.320]   And just make the most of your assets
[00:24:48.320 --> 00:24:50.360]   and minimize your liabilities and you'll do fine."
[00:24:51.160 --> 00:24:53.580]   But I said, and these words, almost exact words are
[00:24:53.580 --> 00:24:57.300]   in the Hamilton play, and that is, "Work a little harder,
[00:24:57.300 --> 00:24:59.460]   work a little smarter, be a self-starter."
[00:24:59.460 --> 00:25:02.920]   And that's what I've been telling them long before Lin
[00:25:02.920 --> 00:25:05.340]   Manuel's magnificent musical came out.
[00:25:05.340 --> 00:25:09.020]   So I don't know what to add to that.
[00:25:09.020 --> 00:25:16.360]   And oh, above all, above all, Walter Morgan, my hero.
[00:25:17.200 --> 00:25:21.820]   I met him when he was 50 and came over to see him
[00:25:21.820 --> 00:25:23.380]   for his 100th birthday.
[00:25:23.380 --> 00:25:29.280]   And what I had done, my second book, Common Sense
[00:25:29.280 --> 00:25:32.020]   on Mutual Funds, was in the process of coming out,
[00:25:32.020 --> 00:25:34.440]   but I didn't have a book to show him.
[00:25:34.440 --> 00:25:39.000]   So I got the publisher to give me the cover
[00:25:39.000 --> 00:25:42.780]   and the dedication page was dedicated to Mr. Morgan.
[00:25:42.780 --> 00:25:46.300]   And then a page which was like the whole book was printed
[00:25:46.300 --> 00:25:49.240]   in blue because Wellington Fund was the first,
[00:25:49.240 --> 00:25:51.760]   it was a very staid business back in the '30s.
[00:25:51.760 --> 00:25:55.140]   And Wellington used to distinguish themselves blue,
[00:25:55.140 --> 00:25:57.740]   prospectus, prospectus printed in blue.
[00:25:57.740 --> 00:25:59.180]   So that was in his memory too.
[00:25:59.180 --> 00:26:00.320]   And he saw all that.
[00:26:00.320 --> 00:26:03.560]   And, you know, he gave me my first break.
[00:26:03.560 --> 00:26:07.680]   He turned the company over to me when I was 35 years old.
[00:26:07.680 --> 00:26:13.380]   He was, in many, many ways, a better person than I was.
[00:26:13.380 --> 00:26:14.540]   He had a more balanced life.
[00:26:15.220 --> 00:26:17.900]   He was a fisherman and a hunter, had a place up in the country
[00:26:17.900 --> 00:26:23.260]   and I guess trout fishery, fisherman and deer hunter.
[00:26:23.260 --> 00:26:29.620]   And had his setters and pointers, dogs.
[00:26:29.620 --> 00:26:35.860]   And so, and he really didn't want to, he said later on,
[00:26:35.860 --> 00:26:38.900]   he turned the company over to me I think when he was about 62.
[00:26:38.900 --> 00:26:43.600]   And he said later on, you know, I wish I'd stayed longer.
[00:26:44.140 --> 00:26:48.640]   But he also said, in a magazine that was published probably
[00:26:48.640 --> 00:26:53.060]   in the '90s, that hiring me was the best decision he ever made.
[00:26:53.060 --> 00:26:58.520]   So with all the turmoil that came with it, he was pleased
[00:26:58.520 --> 00:27:02.200]   and I was pleased and I dedicated myself
[00:27:02.200 --> 00:27:03.580]   to fixing the Wellington Fund.
[00:27:03.580 --> 00:27:05.000]   Very few people know this story.
[00:27:05.000 --> 00:27:09.240]   It's in my book, Investment Versus Speculation.
[00:27:09.240 --> 00:27:13.660]   And fixing the Wellington Fund was the highlight of my life.
[00:27:13.660 --> 00:27:16.820]   I had to fix it for Walter Morgan and it was not difficult.
[00:27:16.820 --> 00:27:19.400]   You know, I'm not known for some investment genius,
[00:27:19.400 --> 00:27:22.640]   but all we did was get rid of an investment moron,
[00:27:22.640 --> 00:27:24.320]   if you forgive the expression.
[00:27:24.320 --> 00:27:26.220]   And it's amazing, you look like a genius.
[00:27:26.220 --> 00:27:30.800]   So, you know, that would be the most of him.
[00:27:30.800 --> 00:27:33.340]   >> Jack, I'd like to interject something here
[00:27:33.340 --> 00:27:34.920]   when you were talking about Walter Morgan.
[00:27:34.920 --> 00:27:38.860]   I remember at the first conference in Miami,
[00:27:38.860 --> 00:27:42.700]   I had the job or the pleasure of driving you
[00:27:42.700 --> 00:27:46.000]   from the hotel over to Taylor's for our first conference.
[00:27:46.000 --> 00:27:48.880]   And I thought to myself, "What on earth am I going
[00:27:48.880 --> 00:27:49.860]   to say to this guy?"
[00:27:49.860 --> 00:27:54.620]   And during the conversation, I kept calling you Mr. Bogle
[00:27:54.620 --> 00:27:56.540]   and you kept saying, "Call me Jack."
[00:27:56.540 --> 00:28:00.580]   After the conference, when I was bringing you back to the hotel,
[00:28:00.580 --> 00:28:03.300]   you were telling me about Walter Morgan, your mentor.
[00:28:03.300 --> 00:28:06.480]   And you said, "I had a hard time calling him Walter."
[00:28:06.480 --> 00:28:07.560]   And I said--
[00:28:07.560 --> 00:28:11.100]   >> Hard time, I couldn't do it to his face.
[00:28:11.100 --> 00:28:13.820]   >> And I said, "Now, you know why we have a hard time calling
[00:28:13.820 --> 00:28:15.140]   you Jack."
[00:28:15.140 --> 00:28:18.060]   >> It's an older generation thing.
[00:28:18.060 --> 00:28:23.940]   >> This was discussed quite a bit, and there's a lot
[00:28:23.940 --> 00:28:27.160]   of argument on this among the Bogle heads.
[00:28:27.160 --> 00:28:31.640]   Says, "Mr. Bogle, what is your opinion on Bitcom?"
[00:28:31.640 --> 00:28:36.100]   Bitcoin, I'm sorry.
[00:28:36.100 --> 00:28:37.260]   >> Bitcoin, Bitcoin.
[00:28:37.260 --> 00:28:40.160]   Well, of course, I'm something of an expert in that field.
[00:28:40.320 --> 00:28:44.780]   And we're bringing out a Bitcoin fund.
[00:28:44.780 --> 00:28:52.160]   The management didn't want to do it, but given my standing
[00:28:52.160 --> 00:28:55.500]   in the community, they do it to be offered soon.
[00:28:55.500 --> 00:28:58.320]   It's-- I think it's honestly ridiculous.
[00:28:58.320 --> 00:28:59.480]   It's a currency.
[00:28:59.480 --> 00:29:02.380]   How does a currency, you know, how does a dollar going
[00:29:02.380 --> 00:29:05.060]   to be worth $4 the next day?
[00:29:05.060 --> 00:29:06.360]   It's speculative.
[00:29:07.820 --> 00:29:10.480]   I don't fully understand this blockchain technology
[00:29:10.480 --> 00:29:11.000]   as they call it.
[00:29:11.000 --> 00:29:15.400]   I did have dinner when I was at the CFA or something.
[00:29:15.400 --> 00:29:17.840]   Yeah, it was a CFA, a speaker's dinner.
[00:29:17.840 --> 00:29:20.580]   And the professor from the University of Georgia
[00:29:20.580 --> 00:29:23.560]   who's really expert on all this, the blockchain technology.
[00:29:23.560 --> 00:29:27.340]   And so, he sent me his stuff, but I haven't had time
[00:29:27.340 --> 00:29:30.560]   to read it, but I'd say, "Don't go there."
[00:29:30.560 --> 00:29:31.860]   Can I be clear?
[00:29:32.440 --> 00:29:35.140]   [ Laughter ]
[00:29:35.140 --> 00:29:37.140]   >> This is from Lady Geek.
[00:29:37.140 --> 00:29:41.140]   The question says, "At last year's Bogo Heads Conference,
[00:29:41.140 --> 00:29:43.060]   you predicted that over the next 10 years,
[00:29:43.060 --> 00:29:48.100]   stocks gross return would be 4%, bonds would be 2.6%.
[00:29:48.100 --> 00:29:51.740]   Your slide presentation, pages 49 to 52,
[00:29:51.740 --> 00:29:54.600]   which only Lady Geek could remember.
[00:29:54.600 --> 00:29:56.900]   [ Laughter ]
[00:29:56.900 --> 00:29:59.100]   It's one year later, are you still on track?"
[00:29:59.100 --> 00:30:01.180]   >> Well, no, I'm not on track.
[00:30:01.460 --> 00:30:04.440]   Let me be honest, I mean, I'm not sure what that means,
[00:30:04.440 --> 00:30:06.660]   one year into a 10-year forecast,
[00:30:06.660 --> 00:30:09.860]   but it means the returns will be much lower than they have been.
[00:30:09.860 --> 00:30:11.680]   But I want to emphasize this.
[00:30:11.680 --> 00:30:17.880]   I have never thought or said that this theory of the sources
[00:30:17.880 --> 00:30:20.880]   of returns, stock returns come from dividend yields,
[00:30:20.880 --> 00:30:23.960]   stock returns come from earnings growth,
[00:30:23.960 --> 00:30:25.500]   and we add those two together,
[00:30:25.500 --> 00:30:27.420]   and that gives you investment return.
[00:30:27.420 --> 00:30:31.220]   And then stock returns get enhanced or reduced,
[00:30:31.540 --> 00:30:32.820]   by valuation changes.
[00:30:32.820 --> 00:30:36.260]   If the PE goes from 20 to 30, you get another 7% a year.
[00:30:36.260 --> 00:30:39.700]   If it goes from 20 to 10, you lose a 7% a year
[00:30:39.700 --> 00:30:40.560]   over the next decade.
[00:30:40.560 --> 00:30:43.700]   And those things are not really predictable.
[00:30:43.700 --> 00:30:49.660]   So we rely on history, I do, I think it's 10 years for one
[00:30:49.660 --> 00:30:51.500]   and 30 years for the PE.
[00:30:51.500 --> 00:30:59.040]   And so when I say, as I do this year, 4% and 3% before costs are
[00:30:59.040 --> 00:31:02.860]   deducted, I say, if you don't like my prediction,
[00:31:02.860 --> 00:31:08.180]   make your own, and just think about how easy that is.
[00:31:08.180 --> 00:31:10.140]   And the dividend yield is 2%.
[00:31:10.140 --> 00:31:12.320]   You can't change that, and I can't change that.
[00:31:12.320 --> 00:31:16.260]   The earnings growth, I'm using 4,
[00:31:16.260 --> 00:31:18.540]   and you can say it's going to be 8.
[00:31:18.540 --> 00:31:20.300]   I don't think you're going to be right,
[00:31:20.300 --> 00:31:21.760]   but you're entitled to say that.
[00:31:21.760 --> 00:31:26.140]   So all of a sudden, you're at 10, 8 and 2, and you say,
[00:31:26.140 --> 00:31:27.560]   I think the valuations are going to go
[00:31:27.560 --> 00:31:30.400]   from 25 times earnings to 30, and that's going
[00:31:30.400 --> 00:31:31.900]   to take the 10 to, let's say, 12.
[00:31:31.900 --> 00:31:35.540]   Just don't give me the 12 without telling me
[00:31:35.540 --> 00:31:36.360]   the components.
[00:31:36.360 --> 00:31:37.920]   There's a discipline here.
[00:31:37.920 --> 00:31:39.640]   When someone says, I think the market's going
[00:31:39.640 --> 00:31:43.480]   to do 10% a year, just tell me, please, where it comes from.
[00:31:43.480 --> 00:31:48.060]   And right now, my predictions are not looking very good.
[00:31:48.060 --> 00:31:51.660]   Not predictions, really, but reasonable expectations.
[00:31:51.660 --> 00:31:56.140]   And I'd much rather, I guess just constitutionally,
[00:31:56.700 --> 00:31:59.900]   be on the low side than the high side, but the math is the math.
[00:31:59.900 --> 00:32:02.520]   Now, I could have said I expect more earnings growth,
[00:32:02.520 --> 00:32:05.380]   and I probably would have been wise
[00:32:05.380 --> 00:32:09.460]   to have put 7% earnings growth instead of 6.
[00:32:09.460 --> 00:32:13.520]   I'm sorry, instead of 6%, instead of 4 or 5%.
[00:32:13.520 --> 00:32:14.640]   But we'll see.
[00:32:14.640 --> 00:32:16.900]   There's a lot of time to go, and happily,
[00:32:16.900 --> 00:32:20.940]   with this 10-year forecast, I won't be around to know whether
[00:32:20.940 --> 00:32:21.700]   it's right or wrong.
[00:32:21.700 --> 00:32:24.460]   >> Well, we hope you are, Jack.
[00:32:24.460 --> 00:32:25.720]   >> Not too much.
[00:32:26.460 --> 00:32:30.080]   >> And she made a comment that you're a Phillies fan,
[00:32:30.080 --> 00:32:32.240]   and wanted to know if you think the Phillies are going
[00:32:32.240 --> 00:32:33.020]   to turn it around.
[00:32:33.020 --> 00:32:37.280]   >> Well, I certainly was a Phillies fan.
[00:32:37.280 --> 00:32:38.280]   >> Was, okay.
[00:32:38.280 --> 00:32:40.900]   That answers the question, Jack.
[00:32:40.900 --> 00:32:43.580]   >> But they have, I mean, it's just amazing to me.
[00:32:43.580 --> 00:32:46.120]   Everybody else seems to produce an Aaron Judge
[00:32:46.120 --> 00:32:48.520]   or somebody like that, and the Phillies don't.
[00:32:48.520 --> 00:32:51.400]   And I don't know if it's their farm system or what,
[00:32:51.400 --> 00:32:53.560]   and I think their management is top-heavy.
[00:32:54.080 --> 00:32:55.740]   They've gotten this young quant right out of,
[00:32:55.740 --> 00:32:59.420]   what was the Billy Bean movie, Mike?
[00:32:59.420 --> 00:33:02.580]   What was it called?
[00:33:02.580 --> 00:33:03.560]   >> Moneyball.
[00:33:03.560 --> 00:33:04.140]   >> Moneyball.
[00:33:04.140 --> 00:33:05.620]   I had a good story about the investment,
[00:33:05.620 --> 00:33:06.580]   and that was a fun movie.
[00:33:06.580 --> 00:33:13.280]   But it's, we're in the quantitative era in baseball,
[00:33:13.280 --> 00:33:15.140]   and people are trying to pick and choose
[00:33:15.140 --> 00:33:16.020]   and look at little numbers.
[00:33:16.020 --> 00:33:18.580]   And that will help some teams for some time,
[00:33:18.580 --> 00:33:21.340]   and other teams, well, that's just like the investment business.
[00:33:21.340 --> 00:33:24.060]   And as soon as somebody says there's a winning strategy,
[00:33:24.360 --> 00:33:26.860]   everybody else does it, and it's no longer a winning strategy.
[00:33:26.860 --> 00:33:28.180]   This is all so simple.
[00:33:28.180 --> 00:33:33.760]   And so, the Phillies, I don't know, hope springs eternal.
[00:33:33.760 --> 00:33:37.440]   >> And this next question is from Victoria,
[00:33:37.440 --> 00:33:38.800]   who's sitting right next to Sue.
[00:33:38.800 --> 00:33:41.720]   She said, "Jack, what are your favorite topics
[00:33:41.720 --> 00:33:43.020]   in the Bogleheads Forum?
[00:33:43.020 --> 00:33:46.240]   And conversely, do any topics
[00:33:46.240 --> 00:33:48.120]   on the Bogleheads Forum concern you?
[00:33:48.120 --> 00:33:51.920]   I.e., do you think any topics do more harm than good
[00:33:51.920 --> 00:33:53.240]   for the average investor?"
[00:33:54.200 --> 00:33:55.660]   >> Well, let me first be honest.
[00:33:55.660 --> 00:33:57.520]   I have to work every day,
[00:33:57.520 --> 00:34:01.660]   and that means I don't see the Bogleheads every day.
[00:34:01.660 --> 00:34:04.160]   I mean, the amount you have on there, the number of hits,
[00:34:04.160 --> 00:34:08.040]   number of comments are so vast that I just,
[00:34:08.040 --> 00:34:09.760]   I cannot be a subscriber.
[00:34:09.760 --> 00:34:13.040]   I kind of count on Mike if he finds anything that's, you know,
[00:34:13.040 --> 00:34:15.260]   relative to what we're doing, he and I are doing.
[00:34:15.260 --> 00:34:18.540]   And, you know, he'll tell me about that.
[00:34:18.540 --> 00:34:21.120]   But as for topics, I mean, I think it's fair game,
[00:34:21.120 --> 00:34:22.840]   and there's no such thing as a bad question.
[00:34:23.360 --> 00:34:24.900]   There's just a bad answer.
[00:34:24.900 --> 00:34:29.280]   And so, I think the Bogleheads has been a huge asset,
[00:34:29.280 --> 00:34:31.580]   enormous asset at Vanguard.
[00:34:31.580 --> 00:34:33.900]   There's nothing like it out there in the world.
[00:34:33.900 --> 00:34:37.380]   I read somewhere that it's the most popular investment website
[00:34:37.380 --> 00:34:41.660]   of any kind, not just, you know, put together of common ownership
[00:34:41.660 --> 00:34:45.940]   and common values, but any website that's there.
[00:34:45.940 --> 00:34:48.300]   So I'd love to see it.
[00:34:48.300 --> 00:34:51.840]   I usually send to Taylor stuff that might be of interest,
[00:34:51.840 --> 00:34:53.220]   but we kind of miss a lot of those.
[00:34:53.220 --> 00:34:54.740]   I don't send enough of my stuff down,
[00:34:54.740 --> 00:34:56.680]   and he can decide whether to publish it,
[00:34:56.680 --> 00:34:58.580]   or Mel can decide whether to publish it or not.
[00:34:58.580 --> 00:35:02.680]   So, but I do look at it, and I do look at the number
[00:35:02.680 --> 00:35:04.200]   of comments about what I've said.
[00:35:04.200 --> 00:35:07.000]   And, you know, if I said something really stupid,
[00:35:07.000 --> 00:35:08.800]   I take those comments to heart.
[00:35:08.800 --> 00:35:11.360]   You know, you can learn a lot from your mistakes,
[00:35:11.360 --> 00:35:13.940]   and so I try to do that.
[00:35:13.940 --> 00:35:16.980]   So congratulations to all of you on having a really,
[00:35:16.980 --> 00:35:19.140]   really good, really, really good website.
[00:35:19.400 --> 00:35:22.380]   And think of the number of investors that you helped,
[00:35:22.380 --> 00:35:24.800]   and it's the objectivity that counts.
[00:35:24.800 --> 00:35:26.260]   You know, you're not getting paid.
[00:35:26.260 --> 00:35:31.080]   You've done it, and it works, and so that's a huge service
[00:35:31.080 --> 00:35:32.420]   and a huge part of Vanguard's growth.
[00:35:32.420 --> 00:35:35.160]   I mean, I can't give you chapter and verse, but probably,
[00:35:35.160 --> 00:35:39.780]   I don't know if we're doing $350 billion a year.
[00:35:39.780 --> 00:35:42.560]   God knows how much comes from the bogleheads,
[00:35:42.560 --> 00:35:44.880]   and then people that look at your site.
[00:35:45.760 --> 00:35:50.320]   But it's a great asset to have in the element, you know,
[00:35:50.320 --> 00:35:53.800]   people talk about the index fund as being a great example
[00:35:53.800 --> 00:35:55.700]   of the democratization of investing.
[00:35:55.700 --> 00:36:00.460]   And you put the democratization right first,
[00:36:00.460 --> 00:36:04.120]   so it's the democratization of commentary and all that,
[00:36:04.120 --> 00:36:08.000]   and as well as the, you know, principal use of index funds,
[00:36:08.000 --> 00:36:10.920]   one way or the other, or low-cost funds is fine.
[00:36:11.520 --> 00:36:16.320]   And so, I think that's all I can say.
[00:36:16.320 --> 00:36:18.540]   >> Well, I did point out to Vanguard
[00:36:18.540 --> 00:36:23.920]   when they showed the slide that showed the growth comparison
[00:36:23.920 --> 00:36:26.980]   of Vanguard to, Fidelity, I think, was second,
[00:36:26.980 --> 00:36:31.200]   and they were going neck and neck, Vanguard slightly ahead.
[00:36:31.200 --> 00:36:35.880]   2007, Vanguard shot up like a rocket, Fidelity stayed
[00:36:35.880 --> 00:36:38.720]   down here, and I pointed out that in 2007 was
[00:36:38.720 --> 00:36:40.440]   when the Bogleheads Forum was founded.
[00:36:40.440 --> 00:36:42.440]   [ Laughter ]
[00:36:42.440 --> 00:36:45.640]   And they acknowledge, the people,
[00:36:45.640 --> 00:36:47.780]   the Vanguard people do acknowledge the fact
[00:36:47.780 --> 00:36:49.940]   that we drive a lot of business there, and that's one
[00:36:49.940 --> 00:36:52.560]   of the reasons why they treat us the way they do.
[00:36:52.560 --> 00:36:54.900]   >> Well, maybe that's why they ran that thing
[00:36:54.900 --> 00:36:57.500]   about airline preferences on their website.
[00:36:57.500 --> 00:37:02.540]   >> This next question is from Rick Tawani.
[00:37:02.540 --> 00:37:05.740]   Could you please comment on the differences and benefits
[00:37:05.740 --> 00:37:08.340]   of investing in different kinds of index funds?
[00:37:08.680 --> 00:37:10.500]   For example, cap-weighted,
[00:37:10.500 --> 00:37:13.140]   fundamental-weighted, and equal-weighted.
[00:37:13.140 --> 00:37:20.800]   >> There is nothing like cap-weighted indexing.
[00:37:20.800 --> 00:37:23.900]   It gives you the entire market return.
[00:37:23.900 --> 00:37:25.580]   It doesn't care about sectors.
[00:37:25.580 --> 00:37:26.840]   It doesn't care about managers.
[00:37:26.840 --> 00:37:29.720]   It doesn't care about styles, and in the long run,
[00:37:29.720 --> 00:37:33.320]   we know as a fact that it's very difficult for investors
[00:37:33.320 --> 00:37:34.580]   to capture the market return.
[00:37:35.160 --> 00:37:39.480]   As a group, they can't, and so I go with cap-weighted totally.
[00:37:39.480 --> 00:37:42.020]   It also is kind of self-executing
[00:37:42.020 --> 00:37:46.000]   because people write, you know, if these hot stocks,
[00:37:46.000 --> 00:37:49.840]   whatever they call them, shag stocks or something, sag, rag,
[00:37:49.840 --> 00:37:50.560]   what's it called, Mike?
[00:37:50.560 --> 00:37:52.860]   Bang, bang, bang.
[00:37:52.860 --> 00:37:54.860]   [ Laughter ]
[00:37:54.860 --> 00:38:01.340]   When they fall apart, the index, boom, will be over.
[00:38:01.340 --> 00:38:05.080]   But the reality is that other funds own those same
[00:38:05.080 --> 00:38:06.580]   fang stocks, actively managed funds,
[00:38:06.580 --> 00:38:09.580]   in almost the exact proportion as the index fund does.
[00:38:09.580 --> 00:38:12.140]   There's just no grounds for that kind of complaint.
[00:38:12.140 --> 00:38:15.340]   So, and it's not like we're driving
[00:38:15.340 --> 00:38:17.600]   up the price of Amazon if we buy it.
[00:38:17.600 --> 00:38:19.700]   We're not a big factor in that market
[00:38:19.700 --> 00:38:22.600]   because we aren't turning the portfolio over.
[00:38:22.600 --> 00:38:23.720]   It's just investing new money.
[00:38:23.720 --> 00:38:29.280]   And so it seems to me quite clear that that kind
[00:38:29.280 --> 00:38:30.220]   of indexing is best.
[00:38:30.220 --> 00:38:34.340]   You will find in equal-weighted a kind of temptation
[00:38:35.000 --> 00:38:38.220]   because it's equal-weighted, you don't have to,
[00:38:38.220 --> 00:38:40.600]   it requires a lot of work to adjust it
[00:38:40.600 --> 00:38:43.380]   and keep everything equally weighted.
[00:38:43.380 --> 00:38:46.900]   And every once in a while, including the recent era,
[00:38:46.900 --> 00:38:51.640]   equal-weighted has done better than cap-weighted.
[00:38:51.640 --> 00:38:54.800]   But it doesn't represent anything but a new way
[00:38:54.800 --> 00:38:55.780]   of looking at the market.
[00:38:55.780 --> 00:38:59.120]   And sometimes it will do better, and sometimes it will do worse,
[00:38:59.120 --> 00:39:00.780]   and sometimes it will do a lot better,
[00:39:00.780 --> 00:39:01.960]   and sometimes it will do a lot worse.
[00:39:02.520 --> 00:39:06.700]   So it's just the non-predictability
