
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:14:02.560 --> 00:14:06.160]   whether it's TikTok or Instagram or LinkedIn.
[00:14:06.160 --> 00:14:10.200]   And then like I can't make them all of a sudden
[00:14:10.200 --> 00:14:12.320]   wanna hire a financial advisor.
[00:14:12.320 --> 00:14:15.280]   Like one day something's gonna happen in their life
[00:14:15.280 --> 00:14:16.620]   where they need one.
[00:14:16.620 --> 00:14:18.760]   Maybe they got married, maybe they got divorced,
[00:14:18.760 --> 00:14:20.920]   maybe they are about to launch a company
[00:14:20.920 --> 00:14:22.520]   and leave a steady income behind.
[00:14:22.520 --> 00:14:25.280]   Maybe they started a company and they're about to sell it.
[00:14:25.280 --> 00:14:26.960]   Maybe they just got a huge raise.
[00:14:26.960 --> 00:14:29.600]   Maybe a father or a mother or a grandfather
[00:14:29.600 --> 00:14:32.700]   or a grandmother passed away and left an inheritance.
[00:14:32.700 --> 00:14:37.560]   That's the moment that somebody in their 30s says,
[00:14:37.560 --> 00:14:39.900]   "I need a professional now to help me."
[00:14:39.900 --> 00:14:42.160]   You can't manufacture that.
[00:14:42.160 --> 00:14:44.280]   You just have to be front of mind
[00:14:44.280 --> 00:14:46.600]   so that when that moment happens
[00:14:46.600 --> 00:14:48.840]   to the people who are aware of you,
[00:14:48.840 --> 00:14:50.720]   you're the person that they wanna call.
[00:14:50.720 --> 00:14:52.200]   - Well, I think the way to do that
[00:14:52.200 --> 00:14:54.520]   is probably to find a niche.
[00:14:54.520 --> 00:14:57.800]   So you wanna be the person that I help young people
[00:14:57.800 --> 00:14:59.800]   invest their inheritance, right?
[00:14:59.800 --> 00:15:02.160]   Or I help people who, young people who are doctors.
[00:15:02.160 --> 00:15:04.040]   Or I think you have to find some sort of,
[00:15:04.040 --> 00:15:06.360]   we have people who, so like Doug Bonaparte,
[00:15:06.360 --> 00:15:07.940]   who is a friend of the show,
[00:15:07.940 --> 00:15:10.080]   he works with high earning millennials
[00:15:10.080 --> 00:15:11.380]   who are going to have, who don't have a lot
[00:15:11.380 --> 00:15:13.320]   of financial assets now but are going to.
[00:15:13.320 --> 00:15:14.620]   I think you have to have some sort of way
[00:15:14.620 --> 00:15:16.920]   to specialize in a certain group of people
[00:15:16.920 --> 00:15:18.580]   if you want them to seek you out.
[00:15:18.580 --> 00:15:19.420]   It can't just be general financial planning.
[00:15:19.420 --> 00:15:22.720]   - The millennials are, right, the millennials are 40 now.
[00:15:22.720 --> 00:15:24.840]   - Right, yeah, I just turned 41.
[00:15:24.840 --> 00:15:27.240]   I'm the oldest millennial in the world, right?
[00:15:27.240 --> 00:15:30.640]   - It's nice to meet you, I'm the youngest,
[00:15:30.640 --> 00:15:32.380]   I'm the youngest Gen X in the world.
[00:15:32.380 --> 00:15:33.320]   Very nice to meet you. - State planning,
[00:15:33.320 --> 00:15:34.240]   and yeah, I don't know.
[00:15:34.240 --> 00:15:36.840]   - Is there an advisor focusing on Instagram
[00:15:36.840 --> 00:15:38.320]   and TikTok influencers?
[00:15:38.320 --> 00:15:40.680]   - Listen, I'm just like,
[00:15:40.680 --> 00:15:42.480]   this is something that I know really well.
[00:15:42.480 --> 00:15:46.160]   I'm just gonna tell you, the strategy has to be,
[00:15:46.160 --> 00:15:48.160]   I'm going to reach these people,
[00:15:48.160 --> 00:15:50.840]   I'm going to become relevant to these people,
[00:15:50.840 --> 00:15:55.840]   and I'm going to be patient as catalysts
[00:15:55.840 --> 00:15:58.240]   arise in their lives.
[00:15:58.240 --> 00:16:00.040]   And it'll happen on a different schedule
[00:16:00.040 --> 00:16:02.920]   for whatever fan base that you manage to build
[00:16:02.920 --> 00:16:05.780]   or whatever influence you manage to have.
[00:16:05.780 --> 00:16:07.880]   It's like, you're gonna sit back
[00:16:07.880 --> 00:16:10.280]   and no one's gonna need you, no one's gonna need you.
[00:16:10.280 --> 00:16:13.120]   I'm reaching out, I'm doing this, I'm doing that,
[00:16:13.120 --> 00:16:15.740]   I'm taking lunches, I'm speaking at events.
[00:16:15.740 --> 00:16:18.420]   And then it'll be a trickle at first.
[00:16:18.420 --> 00:16:21.620]   Somebody will say, "Hey, you and I had lunch
[00:16:21.620 --> 00:16:23.700]   "a few years ago and I wasn't a good fit at the time,
[00:16:23.700 --> 00:16:25.640]   "but here's my situation today."
[00:16:25.640 --> 00:16:28.780]   I mean, that is like a long-term investment.
[00:16:28.780 --> 00:16:31.720]   If you really want to reach a younger clientele,
[00:16:31.720 --> 00:16:33.100]   that's a long-term investment
[00:16:33.100 --> 00:16:35.660]   that you're gonna have to make in somehow,
[00:16:35.660 --> 00:16:37.980]   A, getting their attention for the first time,
[00:16:37.980 --> 00:16:42.800]   and B, maintaining it for all of that period of time
[00:16:42.800 --> 00:16:45.040]   before they actually need your help.
[00:16:45.040 --> 00:16:46.460]   When I first started getting into the content game,
[00:16:46.460 --> 00:16:47.940]   that's the one thing I under-appreciated
[00:16:47.940 --> 00:16:50.120]   is the fact that I assumed,
[00:16:50.120 --> 00:16:51.600]   okay, I'm gonna join Riddle 12,
[00:16:51.600 --> 00:16:53.320]   I'm gonna work with Josh and Barry and Michael,
[00:16:53.320 --> 00:16:54.700]   and everyone who's reading my stuff
[00:16:54.700 --> 00:16:55.860]   is gonna come on day one
[00:16:55.860 --> 00:16:57.900]   that wants to work with a financial planner.
[00:16:57.900 --> 00:16:58.780]   But it was the opposite.
[00:16:58.780 --> 00:17:00.040]   It's like a long burn.
[00:17:00.040 --> 00:17:01.760]   People don't come just because, hey, they know you.
[00:17:01.760 --> 00:17:04.300]   They come because they have something happen in their life
[00:17:04.300 --> 00:17:06.840]   that makes them need to get financial advice.
[00:17:06.840 --> 00:17:08.900]   And that's the thing I didn't appreciate.
[00:17:08.900 --> 00:17:10.860]   - Right, and you can't manufacture that moment.
[00:17:10.860 --> 00:17:13.500]   Like, you're not gonna write the blog post
[00:17:13.500 --> 00:17:16.440]   or do the podcast appearance or whatever
[00:17:16.440 --> 00:17:19.000]   where people are like, that's the guy.
[00:17:19.000 --> 00:17:21.520]   Like, that's not how it works.
[00:17:21.520 --> 00:17:26.220]   What ends up happening is real-life events occur
[00:17:26.220 --> 00:17:28.500]   that prompt somebody to say,
[00:17:28.500 --> 00:17:31.440]   okay, I now need a professional.
[00:17:31.440 --> 00:17:34.840]   Or I have somebody managing my money,
[00:17:34.840 --> 00:17:36.840]   but I don't think they're up to the challenge
[00:17:36.840 --> 00:17:39.060]   of what is currently going on for me.
[00:17:39.060 --> 00:17:43.200]   Like, that's the catalyst that you can't bring about.
[00:17:43.200 --> 00:17:44.600]   You just have to be there.
[00:17:44.600 --> 00:17:47.880]   So it's not a, you know, I wish I could say,
[00:17:47.880 --> 00:17:50.400]   go do X, Y, and Z, and all of a sudden,
[00:17:50.400 --> 00:17:52.400]   all these people in their 30s are gonna start calling you.
[00:17:52.400 --> 00:17:54.360]   It's just not how it works.
[00:17:54.360 --> 00:17:55.480]   - Yeah, it's gonna take some time.
[00:17:55.480 --> 00:17:57.560]   All right, Duncan, next one.
[00:17:57.560 --> 00:18:01.520]   - Okay, up next, we have a question from John.
[00:18:01.520 --> 00:18:03.400]   Four years ago, I invested in a stock
[00:18:03.400 --> 00:18:05.600]   that has since increased more than 10 times.
[00:18:05.600 --> 00:18:07.860]   All things considered, it has held up relatively well
[00:18:07.860 --> 00:18:09.480]   during the market downturn.
[00:18:09.480 --> 00:18:11.520]   I believe even more strongly in this company
[00:18:11.520 --> 00:18:14.000]   than I did four years ago, but the unrealized gains
[00:18:14.000 --> 00:18:16.360]   would be enough to pay off my wife's $200,000
[00:18:16.360 --> 00:18:17.780]   in medical school debt.
[00:18:17.780 --> 00:18:19.400]   When her student loan repayments resume,
[00:18:19.400 --> 00:18:21.480]   the interest will be around 8%.
[00:18:21.480 --> 00:18:23.560]   Do I stay true to my convictions and hold the stock
[00:18:23.560 --> 00:18:25.720]   and try to refinance my wife's student loan debt
[00:18:25.720 --> 00:18:28.080]   at a lower rate while we still can,
[00:18:28.080 --> 00:18:30.640]   or do I sell the stock and pay off the loans?
[00:18:30.640 --> 00:18:33.480]   I'm early 30s and have a relatively high risk appetite,
[00:18:33.480 --> 00:18:35.960]   but I hate debt and paying high interest rates.
[00:18:35.960 --> 00:18:37.560]   What are your thoughts?
[00:18:37.560 --> 00:18:38.560]   - We gotta know the stock here.
[00:18:38.560 --> 00:18:39.760]   I can't believe he didn't tell us the stock.
[00:18:39.760 --> 00:18:40.600]   - I know, I know.
[00:18:40.600 --> 00:18:41.600]   It's Tesla. - It's in the box.
[00:18:41.600 --> 00:18:43.200]   - It's Tesla.
[00:18:43.200 --> 00:18:46.120]   There's a very small list of stocks
[00:18:46.120 --> 00:18:50.000]   that are up 10X in that period of time.
[00:18:50.000 --> 00:18:51.000]   I mean, it's not a big list.
[00:18:51.000 --> 00:18:55.340]   It's like Chipotle, Tesla, Netflix, maybe.
[00:18:55.340 --> 00:18:59.520]   - Netflix has not held up relatively well, but.
[00:18:59.520 --> 00:19:02.520]   - Yeah, but it's still up, like, it's still up huge.
[00:19:02.520 --> 00:19:04.840]   - So we got the student loan stuff yesterday.
[00:19:04.840 --> 00:19:07.080]   He has a few more months to make this decision
[00:19:07.080 --> 00:19:08.360]   'cause we have the moratorium extended
[00:19:08.360 --> 00:19:09.780]   'til the end of the year.
[00:19:09.780 --> 00:19:11.920]   Assuming you're not over the income threshold,
[00:19:11.920 --> 00:19:14.320]   you're getting $10,000 knocked off that 200K.
[00:19:14.320 --> 00:19:15.980]   That's not gonna help a whole lot.
[00:19:15.980 --> 00:19:19.900]   My first thing here is I think that 8% on a loan
[00:19:19.900 --> 00:19:22.300]   is ridiculous for student loans.
[00:19:22.300 --> 00:19:24.380]   I don't wanna get into the whole student loan thing here,
[00:19:24.380 --> 00:19:26.380]   but my whole idea was just cancel the debt
[00:19:26.380 --> 00:19:27.480]   or cancel the interest.
[00:19:27.480 --> 00:19:29.160]   Don't charge anyone interest.
[00:19:29.160 --> 00:19:32.420]   Make 'em pay their principal back.
[00:19:32.420 --> 00:19:33.660]   But I calculated this.
[00:19:33.660 --> 00:19:35.280]   If you paid this off over 10 years, 200K,
[00:19:35.280 --> 00:19:38.400]   that's at 8%, that's $90,000 in interest costs alone.
[00:19:38.400 --> 00:19:40.880]   So this is a ton of money,
[00:19:40.880 --> 00:19:43.520]   and I'm a huge believer in regret minimization,
[00:19:43.520 --> 00:19:46.160]   and I just don't know that you're going to regret
[00:19:46.160 --> 00:19:49.280]   paying off this debt and being free and clear of it
[00:19:49.280 --> 00:19:51.480]   even if the stock continues to go up.
[00:19:51.480 --> 00:19:52.320]   - Well, wait a minute,
[00:19:52.320 --> 00:19:55.160]   but let's define continues to go up.
[00:19:55.160 --> 00:19:57.480]   What are the chances, probabilistically,
[00:19:57.480 --> 00:20:00.540]   based on everything we know about stock market history,
[00:20:00.540 --> 00:20:02.600]   that a stock that's just gone up 10X
[00:20:02.600 --> 00:20:04.960]   in a relatively compressed period of time
[00:20:04.960 --> 00:20:07.360]   can go up another 10X?
[00:20:07.360 --> 00:20:09.720]   So could the stock double from here?
[00:20:09.720 --> 00:20:12.200]   Totally, and you'll be really upset.
[00:20:12.200 --> 00:20:14.000]   But is it gonna do another 10X?
[00:20:14.000 --> 00:20:15.440]   It's definitely not.
[00:20:15.440 --> 00:20:20.340]   So the mental calculus has to change here.
[00:20:20.340 --> 00:20:23.120]   - 8% is a very high hurdle rate, too.
[00:20:23.120 --> 00:20:24.080]   - Yeah. - That's right.
[00:20:24.080 --> 00:20:24.900]   It's not right.
[00:20:24.900 --> 00:20:25.740]   It's not the risk-free rate.
[00:20:25.740 --> 00:20:29.320]   It's not a 3% two-year treasury.
[00:20:29.320 --> 00:20:32.900]   - So what's the next 10X they should move to, you think?
[00:20:32.900 --> 00:20:34.720]   - Right, that's what you wanna do, actually.
[00:20:34.720 --> 00:20:37.160]   You wanna switch into the next stock that's gonna 10X.
[00:20:37.160 --> 00:20:39.560]   - No, but just probabilistically,
[00:20:39.560 --> 00:20:43.000]   how many companies have 10X and then 10X'd again?
[00:20:43.000 --> 00:20:45.360]   It's not a big number.
[00:20:45.360 --> 00:20:47.300]   It's probably a much higher number
[00:20:47.300 --> 00:20:49.920]   of companies that have 10X'd, matured,
[00:20:49.920 --> 00:20:53.040]   and maybe went on to do okay or poorly,
[00:20:53.040 --> 00:20:57.840]   but the same opportunity does not currently exist
[00:20:57.840 --> 00:21:00.640]   as the opportunity that you've already had.
[00:21:00.640 --> 00:21:03.820]   So congratulations, you're one of the few,
[00:21:03.820 --> 00:21:05.640]   the proud, the many. - You've won.
[00:21:05.640 --> 00:21:07.080]   - Now do something with it. - Let's see if it's held up.
[00:21:07.080 --> 00:21:07.920]   - And the other thing is,
[00:21:07.920 --> 00:21:09.440]   you hear from a lot of doctors who say,
[00:21:09.440 --> 00:21:11.120]   I have all this debt around me.
[00:21:11.120 --> 00:21:13.160]   It's like I'm wearing a weight around my,
[00:21:13.160 --> 00:21:15.520]   it's just, it consumes me.
[00:21:15.520 --> 00:21:16.560]   And then I go to residency
[00:21:16.560 --> 00:21:17.720]   and I don't make very much money.
[00:21:17.720 --> 00:21:18.880]   And so the reason a lot of doctors
[00:21:18.880 --> 00:21:19.920]   don't have as much money as you think
[00:21:19.920 --> 00:21:22.040]   is because they have this ball and chain
[00:21:22.040 --> 00:21:24.240]   just stuck to their leg for years and years.
[00:21:24.240 --> 00:21:25.960]   You can totally get rid of that
[00:21:25.960 --> 00:21:27.920]   and have that free and clear.
[00:21:27.920 --> 00:21:30.120]   I can't imagine regretting that decision.
[00:21:30.120 --> 00:21:31.080]   - Right.
[00:21:31.080 --> 00:21:34.340]   - Last thing, I get you're in love with the stock
[00:21:34.340 --> 00:21:36.360]   and you're even more bullish on it now.
[00:21:36.360 --> 00:21:38.280]   Everybody is even more bullish on the thing
[00:21:38.280 --> 00:21:39.920]   that just made them a ton of money.
[00:21:39.920 --> 00:21:41.120]   - Of course.
[00:21:41.120 --> 00:21:44.880]   - Everybody is because there's something called the,
[00:21:44.880 --> 00:21:48.200]   is it the, I got company.
[00:21:48.200 --> 00:21:49.840]   There's something called the--
[00:21:49.840 --> 00:21:50.680]   - Get this beer.
[00:21:50.680 --> 00:21:51.920]   - Get the fuck out of here.
[00:21:51.920 --> 00:21:54.120]   - There's something called the endowment effect
[00:21:54.120 --> 00:21:56.280]   where, I forget the full story,
[00:21:56.280 --> 00:22:01.280]   but a professor gave coffee mugs to half the class
[00:22:01.280 --> 00:22:04.360]   and then the other half the class didn't have coffee mugs.
[00:22:04.360 --> 00:22:07.080]   And then there was, they asked the people that had the mug,
[00:22:07.080 --> 00:22:08.760]   how much would you sell it for?
[00:22:08.760 --> 00:22:10.800]   And the people that didn't have the mug
[00:22:10.800 --> 00:22:13.800]   were asked how much would you bid for the mug?
[00:22:13.800 --> 00:22:16.320]   And there was a big gap between what the person
[00:22:16.320 --> 00:22:18.320]   who had it was willing to sell it for
[00:22:18.320 --> 00:22:20.360]   versus what the people who wanted to buy it
[00:22:20.360 --> 00:22:21.800]   were willing to buy it for.
[00:22:21.800 --> 00:22:23.600]   And I think they call that the endowment fund.
[00:22:23.600 --> 00:22:25.720]   It's like, all right, I already have this thing.
[00:22:25.720 --> 00:22:27.520]   Therefore, I think it's a lot more valuable
[00:22:27.520 --> 00:22:30.680]   than I otherwise would think if I didn't have it.
[00:22:30.680 --> 00:22:32.440]   I don't know how fully that applies here,
[00:22:32.440 --> 00:22:35.400]   but like, I don't know what the fuck I'm talking about.
[00:22:35.400 --> 00:22:37.200]   This kid just totally distracted me.
[00:22:37.200 --> 00:22:39.000]   (laughing)
[00:22:39.000 --> 00:22:41.240]   I'm gonna let him have it later.
[00:22:41.240 --> 00:22:42.880]   - If you're really that worried
[00:22:42.880 --> 00:22:45.040]   about another 10 bagger from here,
[00:22:45.040 --> 00:22:46.480]   take all of your gains off the table
[00:22:46.480 --> 00:22:49.400]   and leave the cost basis and then let it run again.
[00:22:49.400 --> 00:22:51.520]   And then you pay off the majority of that loan.
[00:22:51.520 --> 00:22:54.160]   - Yes, why does it have to be all or nothing?
[00:22:54.160 --> 00:22:55.120]   - Yeah, do some of it.
[00:22:55.120 --> 00:22:55.960]   Pay off the majority of this loan.
[00:22:55.960 --> 00:22:57.160]   - Because we're a polarized society.
[00:22:57.160 --> 00:22:59.440]   Everything has to be one way or the other, right?
[00:22:59.440 --> 00:23:01.720]   - It doesn't have to be all or nothing.
[00:23:01.720 --> 00:23:03.640]   Yeah, but pay off a decent amount.
[00:23:03.640 --> 00:23:05.320]   All right, Duncan, last question.
[00:23:05.320 --> 00:23:09.480]   - Okay, last but not least is a question from David.
[00:23:09.480 --> 00:23:13.360]   I'm 22 years old and got my first real job at a large bank.
[00:23:13.360 --> 00:23:14.640]   In setting up my 401(k),
[00:23:14.640 --> 00:23:16.760]   I was given a bunch of options to choose from.
[00:23:16.760 --> 00:23:18.600]   Among the options were target date funds,
[00:23:18.600 --> 00:23:21.720]   various equity and bond funds, mutual funds, the works.
[00:23:21.720 --> 00:23:23.920]   As a financial advisor, I felt the impetus
[00:23:23.920 --> 00:23:26.440]   to allocate some percentage to bond funds
[00:23:26.440 --> 00:23:28.520]   to have some fixed income exposure.
[00:23:28.520 --> 00:23:30.720]   But then I thought, why would I, a 22-year-old
[00:23:30.720 --> 00:23:33.280]   with potentially 40-plus year time horizon,
[00:23:33.280 --> 00:23:34.600]   buy bonds right now?
[00:23:34.600 --> 00:23:36.640]   Even with rising rates, it doesn't seem to make sense
[00:23:36.640 --> 00:23:37.840]   for me to allocate to something
[00:23:37.840 --> 00:23:39.640]   that's going to get eaten by inflation
[00:23:39.640 --> 00:23:41.960]   and deprive me of capital appreciation.
[00:23:41.960 --> 00:23:44.440]   I ended up allocating 100% to equity funds.
[00:23:44.440 --> 00:23:45.480]   What are your thoughts on this?
[00:23:45.480 --> 00:23:47.120]   I kind of like they already did it,
[00:23:47.120 --> 00:23:49.000]   and now they're asking your thoughts on it.
[00:23:49.000 --> 00:23:49.840]   - Yeah, do you want to--
[00:23:49.840 --> 00:23:50.880]   - Make me feel better about it.
[00:23:50.880 --> 00:23:51.800]   - Yeah.
[00:23:51.800 --> 00:23:54.040]   - I mean, young people for their retirement portfolios
[00:23:54.040 --> 00:23:56.480]   probably should have 100% in equities.
[00:23:56.480 --> 00:23:58.480]   Unless you need an emotional hedge
[00:23:58.480 --> 00:24:01.320]   or an emotional crutch from bonds or cash or something.
[00:24:01.320 --> 00:24:04.480]   In that 401(k), I mean, I guess a target date fund
[00:24:04.480 --> 00:24:07.080]   probably has five to 10% in bonds.
[00:24:07.080 --> 00:24:10.120]   But I think just because you're a financial advisor,
[00:24:10.120 --> 00:24:12.120]   maybe you recommend bonds to some of your clients.
[00:24:12.120 --> 00:24:14.800]   As a 22-year-old, risk means different things
[00:24:14.800 --> 00:24:15.680]   to different people.
[00:24:15.680 --> 00:24:18.000]   And people who are older and retired
[00:24:18.000 --> 00:24:20.240]   probably need some bonds for either an emotional hedge
[00:24:20.240 --> 00:24:22.960]   or just to help out the volatility
[00:24:22.960 --> 00:24:24.440]   of their retirement portfolio
[00:24:24.440 --> 00:24:26.000]   when things get hairy in the stock market.
[00:24:26.000 --> 00:24:29.440]   But if you're young, textbook says 100%,
[00:24:29.440 --> 00:24:33.480]   and I think as long as you can handle it, stomach it,
[00:24:33.480 --> 00:24:34.520]   you have to do it.
[00:24:34.520 --> 00:24:38.680]   - This gets back to what we were talking about
[00:24:38.680 --> 00:24:39.880]   with the financial advisor
[00:24:39.880 --> 00:24:42.740]   who wants to reach more young people.
[00:24:42.740 --> 00:24:45.680]   What are you going to tell a 22-year-old
[00:24:45.680 --> 00:24:46.880]   about asset allocation?
[00:24:46.880 --> 00:24:49.960]   It should be, you're 22,
[00:24:49.960 --> 00:24:53.920]   focus on getting a girlfriend or a boyfriend.
[00:24:53.920 --> 00:24:56.760]   Like that's not, don't, your asset allocation
[00:24:56.760 --> 00:24:58.680]   should be the furthest thing from your mind.
[00:24:58.680 --> 00:25:03.040]   Like be in the gym, go to clubs, experience life,
[00:25:03.040 --> 00:25:05.880]   go to Ibiza, like do those things.
[00:25:05.880 --> 00:25:08.080]   Your asset allocation doesn't matter.
[00:25:08.080 --> 00:25:10.440]   And pray to God the stock market falls.
[00:25:10.440 --> 00:25:11.280]   - Yes, you should hope it falls.
[00:25:11.280 --> 00:25:13.040]   - 22, what's the difference?
[00:25:13.040 --> 00:25:15.840]   Listen, we had a client, we had a client,
[00:25:15.840 --> 00:25:18.840]   it was a long time ago, it was like 2011, 2012,
[00:25:18.840 --> 00:25:20.760]   very smart kid, worked in finance.
[00:25:20.760 --> 00:25:23.400]   I think he worked, he was like one of the last employees
[00:25:23.400 --> 00:25:25.680]   of Lehman Brothers, if you could believe that.
[00:25:25.680 --> 00:25:28.720]   So like there was like a section within Lehman Brothers
[00:25:28.720 --> 00:25:30.840]   that was doing electricity trading
[00:25:30.840 --> 00:25:33.000]   and they couldn't shut that down during bankruptcy,
[00:25:33.000 --> 00:25:34.440]   they had to keep it going
[00:25:34.440 --> 00:25:36.420]   'cause they were like counterparties
[00:25:36.420 --> 00:25:39.560]   with people that had long-term contracts on electricity.
[00:25:39.560 --> 00:25:42.160]   I think he was like one of the last 50 people
[00:25:42.160 --> 00:25:43.760]   to work at Lehman Brothers.
[00:25:43.760 --> 00:25:44.820]   And he was making a lot of money
[00:25:44.820 --> 00:25:45.960]   and he had tons of companies
[00:25:45.960 --> 00:25:48.040]   that were ready to hire him immediately
[00:25:48.040 --> 00:25:51.120]   as soon as he was done, like he would be fine.
[00:25:51.120 --> 00:25:53.320]   And I remember like in 2011
[00:25:53.320 --> 00:25:55.140]   when like the European debt crisis
[00:25:55.140 --> 00:25:57.360]   was causing huge volatility in the stock market,
[00:25:57.360 --> 00:26:02.360]   he's like, "I wanna take 20% and go to bonds."
[00:26:02.360 --> 00:26:05.680]   I'm telling you, this kid was like 25 years old or something.
[00:26:05.680 --> 00:26:09.080]   He's like, "I wanna take a big chunk of my portfolio,
[00:26:09.080 --> 00:26:10.520]   "I can't take this anymore, I'm gonna go to bonds."
[00:26:10.520 --> 00:26:13.840]   I'm like, "Listen to me, here's what you're gonna do.
[00:26:13.840 --> 00:26:15.060]   "I'm gonna hang up the phone with you,
[00:26:15.060 --> 00:26:17.580]   "take a deep breath, we're gonna talk tomorrow.
[00:26:17.580 --> 00:26:20.300]   "And just like go to sleep tonight, right?"
[00:26:20.300 --> 00:26:24.520]   Like the VIX was 60, it was just an out of control period.
[00:26:24.520 --> 00:26:25.600]   I'm like, "We're gonna talk tomorrow,
[00:26:25.600 --> 00:26:27.320]   "but here I'm telling you sneak preview,
[00:26:27.320 --> 00:26:29.200]   "here's what I'm gonna tell you tomorrow.
[00:26:29.200 --> 00:26:31.520]   "Not only am I not gonna do that,
[00:26:31.520 --> 00:26:34.000]   "I want you to think about where the rest of your money is
[00:26:34.000 --> 00:26:35.520]   "that you could send me right now.
[00:26:35.520 --> 00:26:37.580]   "I'm gonna buy even more stocks for you."
[00:26:37.580 --> 00:26:39.180]   And that's if I'm your advisor,
[00:26:39.180 --> 00:26:41.440]   you're paying me for my advice.
[00:26:41.440 --> 00:26:43.680]   When you see a VIX at 50,
[00:26:43.680 --> 00:26:46.160]   I don't want you to think about, should I go to cash now?
[00:26:46.160 --> 00:26:47.480]   I want you to think about,
[00:26:47.480 --> 00:26:50.120]   how can I get Josh even more money
[00:26:50.120 --> 00:26:52.720]   to put into, and this is an IRA.
[00:26:52.720 --> 00:26:54.360]   Like you can't have it anyway.
[00:26:54.360 --> 00:26:55.400]   - You can't touch it, right.
[00:26:55.400 --> 00:26:57.040]   - What the hell are we talking about?
[00:26:57.040 --> 00:26:59.600]   You're gonna use this money in 40 years.
[00:26:59.600 --> 00:27:00.720]   I want you to go to sleep tonight
[00:27:00.720 --> 00:27:01.880]   thinking about how you can get me
[00:27:01.880 --> 00:27:04.760]   even more money to put to work.
[00:27:04.760 --> 00:27:06.620]   And I don't know if that's gonna look smart
[00:27:06.620 --> 00:27:09.320]   for six months or for six years,
[00:27:09.320 --> 00:27:11.160]   but what's the difference?
[00:27:11.160 --> 00:27:13.080]   Don't tell me you wanna swing the bond.
[00:27:13.080 --> 00:27:14.760]   What are you gonna do with the bonds?
[00:27:14.760 --> 00:27:16.700]   Besides lose money in real terms.
[00:27:16.700 --> 00:27:18.740]   - I probably didn't start saving my 401k for real
[00:27:18.740 --> 00:27:21.200]   until 2006, 2007.
[00:27:21.200 --> 00:27:23.000]   And I had a colleague in 2008 who said,
[00:27:23.000 --> 00:27:24.240]   I'm putting everything into money markets
[00:27:24.240 --> 00:27:26.140]   because the financial system is blowing up.
[00:27:26.140 --> 00:27:28.320]   I think you should put all of your 401k contributions
[00:27:28.320 --> 00:27:29.160]   into money markets.
[00:27:29.160 --> 00:27:30.480]   And I'm thinking to myself,
[00:27:30.480 --> 00:27:32.680]   even though I didn't know as much back then,
[00:27:32.680 --> 00:27:33.960]   I'm never gonna have the opportunity
[00:27:33.960 --> 00:27:35.720]   to buy at prices this low again in my life.
[00:27:35.720 --> 00:27:37.960]   These are gonna be the lowest prices I will ever see.
[00:27:37.960 --> 00:27:39.120]   The other thing for young people,
[00:27:39.120 --> 00:27:40.880]   if you, I've calculated this
[00:27:40.880 --> 00:27:43.100]   using some conservative estimates before.
[00:27:43.100 --> 00:27:44.440]   If you figure out how much money
[00:27:44.440 --> 00:27:45.720]   you put into your retirement accounts
[00:27:45.720 --> 00:27:46.920]   versus how much you're getting kicked out
[00:27:46.920 --> 00:27:51.000]   by investment gains, it's not until like age 45 or 50
[00:27:51.000 --> 00:27:53.060]   that the gains become a bigger part of the portfolio
[00:27:53.060 --> 00:27:53.900]   than the amount you put in.
[00:27:53.900 --> 00:27:54.920]   - It starts to matter.
[00:27:54.920 --> 00:27:58.440]   - Yeah, so the stuff you, the savings you put in
[00:27:58.440 --> 00:28:00.940]   matters way more than your investments.
[00:28:00.940 --> 00:28:02.480]   And so you have to just keep putting money in,
[00:28:02.480 --> 00:28:03.320]   putting money in.
[00:28:03.320 --> 00:28:04.400]   And you said, if you're a young person,
[00:28:04.400 --> 00:28:05.480]   you should get on your hands and knees
[00:28:05.480 --> 00:28:06.680]   and pray for lower prices
[00:28:06.680 --> 00:28:08.240]   because that's a good thing for you.
[00:28:08.240 --> 00:28:09.860]   You're gonna have seven or eight bear markets
[00:28:09.860 --> 00:28:11.000]   in your career that you're gonna have
[00:28:11.000 --> 00:28:12.980]   to keep investing through.
[00:28:12.980 --> 00:28:15.800]   - My 401k is 100% stocks.
[00:28:15.800 --> 00:28:16.640]   - Me too.
[00:28:16.640 --> 00:28:18.120]   - There's no cash and there's no bonds.
[00:28:18.120 --> 00:28:20.820]   It's the same strategies we own for clients,
[00:28:20.820 --> 00:28:25.160]   but I pulled out the fixed income because I'm 45
[00:28:25.160 --> 00:28:27.520]   and I can't touch it for 20 years.
[00:28:27.520 --> 00:28:29.680]   So in 10 years, it might be a different allocation.
[00:28:29.680 --> 00:28:32.580]   But if I have a 20 year time horizon,
[00:28:32.580 --> 00:28:35.280]   what good is that current income doing for me?
[00:28:35.280 --> 00:28:36.120]   I don't want it.
[00:28:36.120 --> 00:28:37.560]   And I'm still adding.
[00:28:37.560 --> 00:28:40.280]   I'm still investing into the 401k.
[00:28:40.280 --> 00:28:42.480]   So like, I don't root for the market to go down,
[00:28:42.480 --> 00:28:45.360]   but when it does, the last thing I'm thinking is,
[00:28:45.360 --> 00:28:47.280]   all right, let me now go to bonds.
[00:28:47.280 --> 00:28:49.520]   I'm thinking, all right, cool.
