
[00:00:00.000 --> 00:00:04.000]   Welcome, everyone.
[00:16:48.160 --> 00:16:51.280]   And I think this was part of a big explosion of new ways
[00:16:51.280 --> 00:16:55.360]   to actually frame asking models well to get the answer
[00:16:55.360 --> 00:16:56.480]   that you want.
[00:16:56.480 --> 00:17:00.240]   And so one question that I've been asking myself,
[00:17:00.240 --> 00:17:01.600]   and a lot of people have been asking me,
[00:17:01.600 --> 00:17:04.880]   is does building the best tools for machine learning
[00:17:04.880 --> 00:17:06.080]   practitioners still matter?
[00:17:06.080 --> 00:17:08.240]   This has been kind of our North Star
[00:17:08.240 --> 00:17:09.280]   since we started the company.
[00:17:09.280 --> 00:17:13.120]   And we've really had amazing success doing it.
[00:17:13.120 --> 00:17:16.400]   But you might wonder, we don't need a lot of the methods
[00:17:16.400 --> 00:17:19.040]   that a lot of us studied in school anymore, right?
[00:17:19.040 --> 00:17:21.840]   Like, I think you wouldn't build a standalone translation
[00:17:21.840 --> 00:17:22.800]   system probably.
[00:17:22.800 --> 00:17:25.760]   You wouldn't build a standalone sentiment analysis system
[00:17:25.760 --> 00:17:26.400]   probably.
[00:17:26.400 --> 00:17:28.800]   Do we even need machine learning practitioners?
[00:17:28.800 --> 00:17:33.920]   And I guess the way I look at this--
[00:17:33.920 --> 00:17:36.400]   and maybe this is just optimism--
[00:17:36.400 --> 00:17:39.520]   I guess I argue that the market just massively expanded.
[00:17:39.520 --> 00:17:42.880]   I think every software developer, maybe every person
[00:17:42.880 --> 00:17:45.360]   now, can do machine learning practitioner--
[00:17:45.360 --> 00:17:47.280]   can be a machine learning practitioner the way
[00:17:47.280 --> 00:17:51.280]   we defined it, in the sense that everyone can use machine
[00:17:51.280 --> 00:17:54.160]   learning models for real world applications
[00:17:54.160 --> 00:17:55.600]   without needing a lot of training.
[00:17:55.600 --> 00:17:59.280]   And so what we've seen-- and you really, really feel this
[00:17:59.280 --> 00:18:00.560]   in San Francisco, let me tell you.
[00:18:00.560 --> 00:18:03.120]   In Silicon Valley, you just feel this so acutely.
[00:18:03.120 --> 00:18:05.360]   There's been an absolute explosion
[00:18:05.360 --> 00:18:07.040]   of generative AI companies.
[00:18:07.040 --> 00:18:10.400]   And the demos that these companies do are unbelievable.
[00:18:10.400 --> 00:18:11.360]   They're so powerful.
[00:18:11.360 --> 00:18:13.840]   I used a product called Tome AI the other day,
[00:18:13.840 --> 00:18:16.160]   and I typed in Weights and Biases sales pitch,
[00:18:16.160 --> 00:18:18.000]   and I got out a PowerPoint deck that
[00:18:18.000 --> 00:18:20.400]   was a pretty good Weights and Biases sales pitch.
[00:18:20.400 --> 00:18:23.920]   I mean, just the number of astounding demos is awesome.
[00:18:23.920 --> 00:18:25.680]   And some people might call it hype.
[00:18:25.680 --> 00:18:27.280]   I think there is a sense that this is hype.
[00:18:27.280 --> 00:18:29.840]   But I look at this, and I've been doing this a long time,
[00:18:29.840 --> 00:18:31.520]   and I've seen a lot of hype cycles.
[00:18:32.240 --> 00:18:35.120]   These companies really do do useful things.
[00:18:35.120 --> 00:18:37.920]   And many of them use Weights and Biases,
[00:18:37.920 --> 00:18:40.160]   and we really want to support them in what they're doing.
[00:18:40.160 --> 00:18:41.840]   We think it's incredibly important.
[00:18:41.840 --> 00:18:43.760]   And we've been thinking a lot about this
[00:18:43.760 --> 00:18:44.960]   over the last couple of months.
[00:18:44.960 --> 00:18:47.280]   How can we support these generative AI companies well?
[00:18:47.280 --> 00:18:49.280]   And so I'm actually super excited.
[00:18:49.280 --> 00:18:50.560]   This is such an opportunity.
[00:18:50.560 --> 00:18:52.400]   We've never really done a big product launch.
[00:18:52.400 --> 00:18:54.800]   And this is slightly accidental, but we're really doing it.
[00:18:54.800 --> 00:18:56.480]   We're actually really announcing kind
[00:18:56.480 --> 00:18:58.960]   of the biggest product launch that we've had in the company,
[00:18:58.960 --> 00:19:00.960]   which is Weights and Biases prompts,
[00:19:00.960 --> 00:19:04.000]   which is our new LLMOps tool set.
[00:19:04.000 --> 00:19:06.720]   And so Weights and Biases prompts
[00:19:06.720 --> 00:19:08.640]   includes a lot of new functionality.
[00:19:08.640 --> 00:19:12.240]   And I want to show it to you with a real-world use case
[00:19:12.240 --> 00:19:12.960]   that we really did.
[00:19:12.960 --> 00:19:16.400]   And this use case, which I love--
[00:19:16.400 --> 00:19:17.920]   I don't know if any of you have tried this--
[00:19:17.920 --> 00:19:21.840]   is generating SQL on a database from a question and a schema.
[00:19:21.840 --> 00:19:24.640]   And I've seen in the last 20 years
[00:19:24.640 --> 00:19:26.560]   that I've been doing this, so many variations of this.
[00:19:26.560 --> 00:19:27.840]   And it's always so annoying.
[00:19:27.840 --> 00:19:28.880]   It's always so bad.
[00:19:28.880 --> 00:19:32.240]   It sounds good to just type in text and query your data set,
[00:19:32.240 --> 00:19:33.520]   and it's always so bad.
[00:19:33.520 --> 00:19:36.800]   But in this case, it finally really works.
[00:19:36.800 --> 00:19:37.920]   We've really seen this.
[00:19:37.920 --> 00:19:41.040]   So here we're inputting our schema and a question,
[00:19:41.040 --> 00:19:43.840]   like find the ID of the first product we send a customer.
[00:19:43.840 --> 00:19:46.800]   And what we're hoping for here is this kind of output,
[00:19:46.800 --> 00:19:48.720]   where it's SQL, and then we're going to run the output.
[00:19:48.720 --> 00:19:51.680]   And so I don't know how many of you have actually tried this,
[00:19:51.680 --> 00:19:55.680]   but what this code looks like here is something like this.
[00:19:55.680 --> 00:19:57.440]   It's probably hard to read, but it's Python code.
[00:19:57.440 --> 00:20:00.560]   We have a prompt template, and we have a set of questions.
[00:20:00.560 --> 00:20:03.200]   And then we have a simple integration with OpenAI
[00:20:03.200 --> 00:20:04.320]   done through LangChain.
[00:20:04.320 --> 00:20:07.760]   And then we create a table of the results.
[00:20:07.760 --> 00:20:09.760]   And then actually, the weights and biases integration
[00:20:09.760 --> 00:20:11.600]   is just this one line at the bottom here,
[00:20:11.600 --> 00:20:14.000]   where it's logging what happened.
[00:20:14.000 --> 00:20:16.240]   So it's logging the inputs and the outputs and other things.
[00:20:16.240 --> 00:20:18.720]   And then you get this kind of weights and biases table
[00:20:18.720 --> 00:20:20.880]   that's been upgraded because so many of our customers
[00:20:20.880 --> 00:20:21.520]   are doing this.
[00:20:21.520 --> 00:20:23.680]   So we can see, OK, what was the response here?
[00:20:23.680 --> 00:20:27.200]   So each row here is a different question.
[00:20:27.200 --> 00:20:28.720]   And here's SQL that we're getting back
[00:20:28.720 --> 00:20:30.480]   from asking that question.
[00:20:30.480 --> 00:20:32.000]   And honestly, it looks pretty plausible.
[00:20:32.000 --> 00:20:34.080]   This is really run on real data.
[00:20:34.080 --> 00:20:36.960]   And then we're looking at these giant full model inputs,
[00:20:36.960 --> 00:20:38.800]   because we're actually inputting the full schema.
[00:20:38.800 --> 00:20:40.960]   But we can go through this and look for bugs
[00:20:40.960 --> 00:20:42.080]   that we might be encountering.
[00:20:42.080 --> 00:20:44.480]   And then we're also tracking the model name and temperature.
[00:20:44.480 --> 00:20:46.160]   Because if there's one thing I've learned in my life,
[00:20:46.160 --> 00:20:48.640]   it's like you want to automatically write down
[00:20:48.640 --> 00:20:50.240]   the different things that you're doing.
[00:20:50.240 --> 00:20:53.040]   And prompt engineering is absolutely no different.
[00:20:53.040 --> 00:20:54.800]   A week from now, I'm going to wonder what I did,
[00:20:54.800 --> 00:20:56.400]   and I'm going to be so happy that it's
[00:20:56.400 --> 00:20:58.640]   going to automatically log the temperature of the model
[00:20:58.640 --> 00:20:59.200]   that I was using.
[00:20:59.200 --> 00:21:02.640]   So that seems like it's working.
[00:21:02.640 --> 00:21:04.400]   And then we actually really want to run it.
[00:21:04.400 --> 00:21:06.720]   So LangChain makes this very easy to do.
[00:21:06.720 --> 00:21:10.000]   So our first step in this LangChain iteration
[00:21:10.000 --> 00:21:11.200]   is generating SQL.
[00:21:11.200 --> 00:21:13.680]   And then the next step is we're going to execute that SQL.
[00:21:13.680 --> 00:21:15.760]   OK.
[00:21:15.760 --> 00:21:17.360]   So what this looks like is actually
[00:21:17.360 --> 00:21:19.040]   we're going to show you the integration at the top here.
[00:21:19.040 --> 00:21:22.160]   It's a one-liner of just 1dbtracer.init.
[00:21:22.160 --> 00:21:25.040]   And what that does is it makes it automatically log
[00:21:25.040 --> 00:21:26.960]   everything that LangChain's doing.
[00:21:26.960 --> 00:21:29.120]   And so we're setting up a chain here
[00:21:29.120 --> 00:21:31.200]   where first it's asking the question,
[00:21:31.200 --> 00:21:33.360]   and then it's running the SQL that comes back.
[00:21:33.360 --> 00:21:36.480]   And here's where we feed in the questions,
[00:21:36.480 --> 00:21:38.640]   and we use a template, and we run the chain.
[00:21:38.640 --> 00:21:41.120]   And you can see that you get these cryptic errors here.
[00:21:41.120 --> 00:21:43.680]   And one of LangChain's essentially founders
[00:21:43.680 --> 00:21:45.840]   is here today, so I'm not going to criticize this too much.
[00:21:45.840 --> 00:21:47.520]   It's really hard to make good error messages.
[00:21:47.520 --> 00:21:50.880]   But I think this is actually a lot clearer what's going on,
[00:21:50.880 --> 00:21:52.880]   even though this is still pretty complicated.
[00:21:52.880 --> 00:21:54.320]   So here's the string preview.
[00:21:54.320 --> 00:21:56.320]   So the question was, get my last 10 orders.
[00:21:56.320 --> 00:21:58.320]   Here's the schema that we passed in.
[00:21:58.320 --> 00:22:00.960]   So this was both fed in to a template.
[00:22:00.960 --> 00:22:04.320]   And then I'm looking, and I'm seeing there's no output.
[00:22:04.320 --> 00:22:05.440]   So what's going on?
[00:22:05.440 --> 00:22:07.440]   I can look at the chain that was created,
[00:22:07.440 --> 00:22:08.800]   and I can look at the error messages.
[00:22:08.800 --> 00:22:10.400]   And actually, I'm getting different errors
[00:22:10.400 --> 00:22:13.120]   on different runs of this LangChain.
[00:22:13.120 --> 00:22:15.680]   And so you can go into this tracer.
[00:22:15.680 --> 00:22:17.280]   It actually looks a lot like a stack trace
[00:22:17.280 --> 00:22:19.760]   for the engineers in the audience,
[00:22:19.760 --> 00:22:21.120]   and it has two steps in that trace.
[00:22:21.120 --> 00:22:24.000]   So there's an OpenAI step where it's asking the question
[00:22:24.000 --> 00:22:24.640]   with the prompt.
[00:22:24.640 --> 00:22:28.560]   Here's my database schema, and here's my question.
[00:22:28.560 --> 00:22:32.480]   And if you look, you can see the output here
[00:22:32.480 --> 00:22:33.840]   is giving us a bunch of metadata,
[00:22:33.840 --> 00:22:35.920]   so a number of tokens and the tokens used.
[00:22:35.920 --> 00:22:37.360]   And then the transform chain step,
[00:22:37.360 --> 00:22:39.440]   which actually is running it, gives us an error.
[00:22:39.440 --> 00:22:43.040]   And in this case, the error is that the object is an iterable,
[00:22:43.040 --> 00:22:44.720]   and it turns out kind of a dumb error.
[00:22:44.720 --> 00:22:48.880]   In this case, the language model actually sent me empty data.
[00:22:48.880 --> 00:22:50.400]   And these are some of the weird quirks
[00:22:50.400 --> 00:22:51.360]   of the OpenAI integration.
[00:22:51.360 --> 00:22:52.720]   If you send it too short of a prompt
[00:22:52.720 --> 00:22:54.480]   or too long of a prompt, it can just error out
[00:22:54.480 --> 00:22:55.520]   and send you nothing.
[00:22:55.520 --> 00:22:57.360]   And then downstream, you get these bizarre errors
[00:22:57.360 --> 00:22:58.800]   that take you forever to debug.
[00:22:58.800 --> 00:23:01.200]   So again, we're just trying to solve
[00:23:01.200 --> 00:23:02.640]   the simple problems like that,
[00:23:02.640 --> 00:23:05.200]   and we're giving you a lot of easy access
[00:23:05.200 --> 00:23:06.560]   into everything that's going on.
[00:23:06.560 --> 00:23:08.880]   Most of it you'll never need, but when you do need it,
[00:23:08.880 --> 00:23:10.160]   you'll be happy that you had it.
[00:23:10.160 --> 00:23:15.840]   So then here was the idea to make this better, right?
[00:23:15.840 --> 00:23:18.000]   So it turned out some of the SQLs malformed.
[00:23:18.000 --> 00:23:20.640]   And incredibly, the solution here
[00:23:20.640 --> 00:23:24.480]   was to generate the SQL, then go back and ask the same LLM,
[00:23:24.480 --> 00:23:25.600]   "Okay, you generated the SQL.
[00:23:25.600 --> 00:23:27.840]   Could you please debug your own SQL and make it better?"
[00:23:27.840 --> 00:23:30.800]   And then execute that SQL.
[00:23:30.800 --> 00:23:32.480]   So that's the new lang chain.
[00:23:32.480 --> 00:23:34.080]   I guess this is state of the art.
[00:23:34.080 --> 00:23:36.320]   And here we're creating these steps here.
[00:23:36.320 --> 00:23:42.800]   And you can see we're inserting the clean SQL chain,
[00:23:42.800 --> 00:23:44.720]   which says, "Please correct any syntax errors
[00:23:44.720 --> 00:23:45.680]   in the following SQL,"
[00:23:45.680 --> 00:23:47.440]   which you actually just generated for me.
[00:23:47.440 --> 00:23:50.160]   And then you can see here that actually
[00:23:50.160 --> 00:23:51.280]   all these runs are successful.
[00:23:51.280 --> 00:23:52.640]   So the output is true.
[00:23:52.640 --> 00:23:56.800]   You can actually see that the inputs here are the same,
[00:23:56.800 --> 00:23:58.400]   but there's kind of this intermediate result.
[00:23:58.400 --> 00:24:01.520]   And it's asking, "Find the top one customers
[00:24:01.520 --> 00:24:02.560]   that have spent the most money."
[00:24:02.560 --> 00:24:04.080]   The SQLs right here really is real.
[00:24:04.080 --> 00:24:06.160]   And I'll tell you, this actually is the right output
[00:24:06.160 --> 00:24:07.600]   on this data set.
[00:24:07.600 --> 00:24:10.960]   So this model worked at least these three times
[00:24:10.960 --> 00:24:12.800]   that we are showing it to you here.
[00:24:12.800 --> 00:24:17.600]   And again, you can see actually a little bit more
[00:24:17.600 --> 00:24:19.440]   of a complicated stack trace
[00:24:19.440 --> 00:24:21.360]   because there's three steps here.
[00:24:21.360 --> 00:24:24.800]   You can see the output here is SQL.
[00:24:24.800 --> 00:24:25.600]   And look at that dot.
[00:24:25.600 --> 00:24:27.280]   For some reason, it put that period in there.
[00:24:27.280 --> 00:24:28.880]   Again, these like maddening little errors
[00:24:28.880 --> 00:24:30.320]   that are so frustrating to debug.
[00:24:30.320 --> 00:24:32.800]   And then it's going to pass that into this step
[00:24:32.800 --> 00:24:34.720]   where it sees that period and it takes it out.
[00:24:34.720 --> 00:24:36.720]   And actually, it cleans up the formatting slightly
[00:24:36.720 --> 00:24:38.160]   if you look closely, which I think is also
[00:24:38.160 --> 00:24:40.880]   kind of a delightful feature of that step.
[00:24:40.880 --> 00:24:44.080]   And then it runs it and gets a useful output.
[00:24:44.080 --> 00:24:45.840]   OK.
[00:24:45.840 --> 00:24:47.440]   So then the kind of final thing here
[00:24:47.440 --> 00:24:50.400]   is what do you do when you want to explore what happened?
[00:24:50.400 --> 00:24:52.160]   So this is-- I mean, I'm giving you the kind
[00:24:52.160 --> 00:24:54.000]   of fun debugging steps.
[00:24:54.000 --> 00:24:56.400]   But the reality is you try 1,000 things.
[00:24:56.400 --> 00:24:58.720]   And you kind of like build up this big set of things
[00:24:58.720 --> 00:24:59.120]   that you tried.
[00:24:59.120 --> 00:25:01.040]   And you kind of then want to go back and look at, OK,
[00:25:01.040 --> 00:25:02.160]   what worked and what didn't.
[00:25:02.160 --> 00:25:04.080]   And actually, in the case of LLMs,
[00:25:04.080 --> 00:25:06.320]   even working is a little bit ill-defined.
[00:25:06.320 --> 00:25:09.040]   It's often outputting something that's maybe sort of right
[00:25:09.040 --> 00:25:10.720]   or you want to make a little bit better.
[00:25:10.720 --> 00:25:13.520]   And so we've built this really flexible table here,
[00:25:13.520 --> 00:25:17.360]   which you can query with essentially arbitrary code.
[00:25:17.360 --> 00:25:20.400]   You can do grouping and filtering.
[00:25:20.400 --> 00:25:29.840]   And so for example, here we're grouping by whether we're
[00:25:29.840 --> 00:25:30.480]   successful or not.
[00:25:30.480 --> 00:25:32.480]   So actually, even though these all look successful,
[00:25:32.480 --> 00:25:33.840]   we can find all the errors and see
[00:25:33.840 --> 00:25:38.080]   if we see patterns in the failures that are happening.
[00:25:38.080 --> 00:25:41.040]   We can also kind of create new columns that
[00:25:41.040 --> 00:25:42.320]   are created from other columns.
[00:25:42.320 --> 00:25:44.640]   So for example, here, after the fact,
[00:25:44.640 --> 00:25:46.720]   we're creating a column which asks ourselves,
[00:25:46.720 --> 00:25:49.440]   does our prompt contain orders?
[00:25:49.440 --> 00:25:52.720]   So it's saying some of our queries included orders,
[00:25:52.720 --> 00:25:53.280]   some didn't.
[00:25:53.280 --> 00:25:55.120]   We want to filter down just to those.
[00:25:55.120 --> 00:25:57.680]   So the ones that actually has orders are marked as true.
[00:25:57.680 --> 00:25:59.640]   And then we're going to group in the same way,
[00:25:59.640 --> 00:26:04.040]   kind of chaining together different steps here.
[00:26:04.040 --> 00:26:08.800]   And then we can analyze this data.
[00:26:08.800 --> 00:26:10.840]   So we're super excited about that.
[00:26:10.840 --> 00:26:13.600]   We've also built an OpenAI integration
[00:26:13.600 --> 00:26:16.240]   that looks almost the same as the Langtan integration
[00:26:16.240 --> 00:26:17.880]   but has a slightly different structure.
[00:26:17.880 --> 00:26:20.360]   But again, one line to kind of automatically get
[00:26:20.360 --> 00:26:22.760]   all the information that happens as you do the OpenAI
[00:26:22.760 --> 00:26:23.680]   integration.
[00:26:23.680 --> 00:26:26.840]   And we've also created a way to quickly evaluate your models.
[00:26:26.840 --> 00:26:31.080]   And what we did here was we wrapped OpenAI evals.
[00:26:31.080 --> 00:26:34.040]   Because so many people have been running this question of,
[00:26:34.040 --> 00:26:35.840]   how do I know if a model is working or not?
[00:26:35.840 --> 00:26:38.240]   I showed you that I properly generated SQL,
[00:26:38.240 --> 00:26:40.120]   but did it give me the right answer?
[00:26:40.120 --> 00:26:41.560]   It's kind of an open question.
[00:26:41.560 --> 00:26:45.680]   I had a funny interview with the CEO of Repl.it that built an LLM.
[00:26:45.680 --> 00:26:47.600]   And he told me that all the testing that he does
[00:26:47.600 --> 00:26:50.840]   is testing by vibes, which is really
[00:26:50.840 --> 00:26:52.000]   an interesting concept.
[00:26:52.000 --> 00:26:54.340]   I think he freaked out some of the engineers at Weights
[00:26:54.340 --> 00:26:55.040]   and Biases.
[00:26:55.040 --> 00:26:56.840]   But people are trying to get away from that.
[00:26:56.840 --> 00:27:00.240]   And OpenAI has built this really great framework, OpenAI evals.
[00:27:00.240 --> 00:27:01.680]   But many people haven't used it.
[00:27:01.680 --> 00:27:03.220]   And not because it's a bad framework,
[00:27:03.220 --> 00:27:06.120]   but I think people are busy, and these integrations are hard.
[00:27:06.120 --> 00:27:09.440]   So what we wanted to do was build a very, very simple way
[00:27:09.440 --> 00:27:12.360]   to run OpenAI evaluations.
[00:27:12.360 --> 00:27:14.240]   And we do it here with our launch products,
[00:27:14.240 --> 00:27:16.960]   where we actually send something into a job queue.
[00:27:16.960 --> 00:27:18.700]   So you're basically taking your data set
[00:27:18.700 --> 00:27:20.400]   of the data that got generated, and we
[00:27:20.400 --> 00:27:22.200]   help you send it right into OpenAI evals.
[00:27:22.200 --> 00:27:25.040]   And we actually just run that for you.
[00:27:25.040 --> 00:27:27.160]   And so you get back these kind of beautiful charts
[00:27:27.160 --> 00:27:29.500]   where you can look at how well your different models are
[00:27:29.500 --> 00:27:34.400]   working, and hopefully know if your models are improving
[00:27:34.400 --> 00:27:37.400]   or degrading as you change your prompts.
[00:27:37.400 --> 00:27:39.560]   So we have one more demo.
[00:27:39.560 --> 00:27:41.240]   And actually, I just want to say,
[00:27:41.240 --> 00:27:42.800]   all these things that I'm showing you
[00:27:42.800 --> 00:27:46.160]   were made by engineers, mostly back in the SF office.
[00:27:46.160 --> 00:27:47.740]   They worked super, super hard on this.
[00:27:47.740 --> 00:27:49.360]   And this is, I think, really excellent.
[00:27:49.360 --> 00:27:52.680]   But for the last demo, we actually
[00:27:52.680 --> 00:27:55.800]   have the author of the demo, my co-founder, Chris,
[00:27:55.800 --> 00:27:57.560]   who built this to show it to you.
[00:27:57.560 --> 00:28:00.960]   [APPLAUSE]
[00:28:00.960 --> 00:28:06.240]   That's right.
[00:28:06.240 --> 00:28:09.640]   This bee can write JavaScript.
[00:28:09.640 --> 00:28:12.920]   We're releasing our JavaScript SDK
[00:28:12.920 --> 00:28:15.280]   for working with tools like LangChain
[00:28:15.280 --> 00:28:17.000]   and easily building apps.
[00:28:17.000 --> 00:28:20.520]   So it's npm install wnv-sdk.
[00:28:20.520 --> 00:28:21.960]   There might be a couple bugs.
[00:28:21.960 --> 00:28:23.280]   Probably not, though.
[00:28:23.280 --> 00:28:24.360]   If there are, let me know.
[00:28:24.360 --> 00:28:25.680]   We'll fix it.
[00:28:25.680 --> 00:28:27.520]   Next slide, Luke.
[00:28:27.520 --> 00:28:29.040]   So this is it in action.
[00:28:29.040 --> 00:28:32.720]   You just paste two lines, very similar to the Python API.
[00:28:32.720 --> 00:28:35.660]   So you bring in the tracer, you write your LangChain,
[00:28:35.660 --> 00:28:38.040]   and you finish your tracer.
[00:28:38.040 --> 00:28:40.560]   In this case, we're doing a SQL generation task again.
[00:28:40.560 --> 00:28:48.440]   I have a database of a bunch of CDs and tracks.
[00:28:48.440 --> 00:28:50.440]   And we can ask the question, what genres
[00:28:50.440 --> 00:28:51.640]   are the most popular?
[00:28:51.640 --> 00:28:54.720]   Or which artists released the most tracks?
[00:28:54.720 --> 00:28:58.280]   Or what goofballs zinged the most zoinks?
[00:28:58.280 --> 00:29:03.120]   I was trying to get it to not work, but it worked.
[00:29:03.120 --> 00:29:05.120]   It hallucinated.
[00:29:05.120 --> 00:29:07.360]   So here, yeah, we could see the SQL actually
[00:29:07.360 --> 00:29:11.720]   getting generated here, just like we did in the Python SDK.
[00:29:11.720 --> 00:29:13.120]   And if we refresh, we can finally
[00:29:13.120 --> 00:29:18.120]   get the answer to what goofballs zinged the most zoinks.
[00:29:18.120 --> 00:29:21.020]   The query orders by Zorks zinged.
[00:29:21.020 --> 00:29:25.160]   And the answer is Iron Maiden, U2, Led Zeppelin, Metallica,
[00:29:25.160 --> 00:29:26.400]   and Lost.
[00:29:26.400 --> 00:29:27.360]   So there you have it.
[00:29:27.360 --> 00:29:28.760]   Play with WNV-SDK.
[00:29:28.760 --> 00:29:29.400]   Thanks, everyone.
[00:29:29.400 --> 00:29:32.800]   [APPLAUSE]
[00:29:36.680 --> 00:29:37.180]   All right.
[00:29:37.180 --> 00:29:44.880]   So in summary, we've just shown you a whole bunch of stuff.
[00:29:44.880 --> 00:29:48.080]   We've shown you improved flexible tables
[00:29:48.080 --> 00:29:50.160]   for doing language exploration.
[00:29:50.160 --> 00:29:52.920]   We've shown you a new prompt tracer.
[00:29:52.920 --> 00:29:54.760]   We've shown you a LangTan integration,
[00:29:54.760 --> 00:29:57.760]   OpenAI integration, a way to launch OpenAI Vals,
[00:29:57.760 --> 00:29:59.800]   and a JavaScript integration.
[00:29:59.800 --> 00:30:02.560]   And I just want to say, none of this is vaporware.
[00:30:02.560 --> 00:30:04.280]   This is all live right now.
[00:30:04.280 --> 00:30:06.880]   If you go to this link, WNV.me/LMs,
[00:30:06.880 --> 00:30:09.320]   you can actually use all this stuff immediately.
[00:30:09.320 --> 00:30:10.560]   And I really hope you use it.
[00:30:10.560 --> 00:30:12.600]   And I really hope that you find it useful.
[00:30:12.600 --> 00:30:15.240]   We're super excited to launch this.
[00:30:15.240 --> 00:30:18.640]   [APPLAUSE]
[00:30:18.640 --> 00:30:26.640]   We're also-- I have to say, we're really hard at work.
[00:30:26.640 --> 00:30:28.680]   And we have lots of ideas about what's next.
[00:30:28.680 --> 00:30:30.400]   But we love collaborating.
[00:30:30.400 --> 00:30:32.400]   And I'll give you a real world example.
[00:30:32.400 --> 00:30:35.960]   This user on Twitter is asking for an integration
[00:30:35.960 --> 00:30:39.400]   to 1DB Sweeps from an LLM project.
[00:30:39.400 --> 00:30:41.600]   And our team jumped on this immediately.
[00:30:41.600 --> 00:30:43.160]   So we really are responsive.
[00:30:43.160 --> 00:30:44.560]   And we really are listening.
[00:30:44.560 --> 00:30:46.360]   And we'd really love to know what you need.
[00:30:46.360 --> 00:30:48.680]   So please come up to us and tell us what you need.
[00:30:48.680 --> 00:30:50.580]   Or go to us on Twitter and ask us
[00:30:50.580 --> 00:30:54.000]   for things that will make your life easy as you do LLM prompt
[00:30:54.000 --> 00:30:56.280]   engineering or build LLMs from scratch.
[00:30:56.280 --> 00:30:57.200]   Thank you.
[00:30:57.200 --> 00:30:59.240]   [APPLAUSE]
[00:30:59.240 --> 00:31:00.240]   Back to Lavanya.
[00:31:00.240 --> 00:31:03.680]   [APPLAUSE]
[00:31:03.680 --> 00:31:05.160]   All right.
[00:31:05.160 --> 00:31:08.080]   I hope you guys are excited about the new product.
[00:31:08.080 --> 00:31:11.240]   Next up, we have Imad from Stability,
[00:31:11.240 --> 00:31:13.040]   who is going to give a talk.
[00:31:13.040 --> 00:31:15.000]   [APPLAUSE]
[00:31:15.000 --> 00:31:15.960]   Thank you very much.
[00:31:15.960 --> 00:31:22.720]   Hi, everyone.
[00:31:22.720 --> 00:31:26.440]   Gosh, there's a few people here, eh?
[00:31:26.440 --> 00:31:28.000]   It's an exciting time.
[00:31:28.000 --> 00:31:31.160]   I don't think anyone's ever seen anything quite like this.
[00:31:31.160 --> 00:31:34.320]   I just found out today that it's not actually 1DB.
[00:31:34.320 --> 00:31:35.680]   It's 1B.
[00:31:35.680 --> 00:31:38.200]   That's why there's a B with a wand.
[00:31:38.200 --> 00:31:40.160]   So my apologies for thinking it was a database.
[00:31:40.160 --> 00:31:41.320]   I always get a bit confused.
[00:31:41.320 --> 00:31:42.000]   No, really.
[00:31:42.000 --> 00:31:45.000]   Thank you, Lucas, for having me here.
[00:31:45.000 --> 00:31:46.440]   And I think this is the key thing.
[00:31:46.440 --> 00:31:47.640]   It's magic, right?
[00:31:47.640 --> 00:31:50.120]   Any sufficiently advanced technology is magic.
[00:31:50.120 --> 00:31:53.160]   And I think we've all here kind of seen that.
[00:31:53.160 --> 00:31:55.320]   One of the things I was commenting on earlier is,
[00:31:55.320 --> 00:31:57.400]   does anyone know a single smart person that
[00:31:57.400 --> 00:32:00.320]   isn't excited and terrified by this?
[00:32:00.320 --> 00:32:01.680]   No, we all know in our circles.
[00:32:01.680 --> 00:32:03.680]   Like, you know, with crypto, it was like, well, you know,
[00:32:03.680 --> 00:32:04.880]   there are people that are excited about it.
[00:32:04.880 --> 00:32:06.200]   But a whole bunch of people are like, eh.
[00:32:06.200 --> 00:32:07.480]   Whereas this is everyone.
[00:32:07.480 --> 00:32:09.040]   But it's a bit like no true Scotsman.
[00:32:09.040 --> 00:32:11.640]   If they aren't excited about it now,
[00:32:11.640 --> 00:32:12.840]   then they're not intelligent.
[00:32:12.840 --> 00:32:13.720]   So you know.
[00:32:13.720 --> 00:32:15.600]   That's a good test of all your friends, right?
[00:32:15.600 --> 00:32:17.520]   But even my mom's asking me about it constantly.
[00:32:17.520 --> 00:32:18.680]   Not just because I'm a CEO.
[00:32:18.680 --> 00:32:19.960]   She's like, Imad, what's this?
[00:32:19.960 --> 00:32:22.720]   And she's like making me memes with the new image models,
[00:32:22.720 --> 00:32:26.240]   saying, why don't you call me enough?
[00:32:26.240 --> 00:32:28.160]   Again, the superpowers that you have, I think,
[00:32:28.160 --> 00:32:30.360]   are going to be quite insane.
[00:32:30.360 --> 00:32:32.000]   So again, thank you all for being here.
[00:32:32.000 --> 00:32:32.500]   Let's see.
[00:32:32.500 --> 00:32:33.800]   Do I have to press this button?
[00:32:33.800 --> 00:32:34.800]   Hey, stability AI.
[00:32:34.800 --> 00:32:35.600]   There we go.
[00:32:35.600 --> 00:32:36.880]   End of the world as we know it.
[00:32:36.880 --> 00:32:37.380]   Oh, gosh.
[00:32:37.380 --> 00:32:39.280]   That's a bit bad.
[00:32:39.280 --> 00:32:40.880]   I think that's where we are, though.
[00:32:40.880 --> 00:32:41.380]   Oops.
[00:32:41.380 --> 00:32:42.420]   This is a bit of feedback.
