
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:15:34.400 --> 00:15:36.280]   so that couldn't explain the effect.
[00:15:36.280 --> 00:15:38.940]   It really appears that the major effect
[00:15:38.940 --> 00:15:42.740]   of improving slow wave sleep was due to something
[00:15:42.740 --> 00:15:45.880]   in changing the fine structure of the brain waves
[00:15:45.880 --> 00:15:47.760]   that occur during slow wave sleep.
[00:15:47.760 --> 00:15:50.400]   In fact, and this is an important point,
[00:15:50.400 --> 00:15:54.120]   the subjects in this study did not report subjectively
[00:15:54.120 --> 00:15:56.680]   feeling that much better from their sleep.
[00:15:56.680 --> 00:15:57.520]   So you might say,
[00:15:57.520 --> 00:15:59.120]   "Well, then why would I even want to bother?"
[00:15:59.120 --> 00:16:01.320]   However, it's well known
[00:16:01.320 --> 00:16:03.700]   that getting sufficient slow wave sleep is important,
[00:16:03.700 --> 00:16:05.600]   not just for repair, excuse me,
[00:16:05.600 --> 00:16:07.800]   for repair of bodily tissues,
[00:16:07.800 --> 00:16:10.160]   but also for repair of brain tissues
[00:16:10.160 --> 00:16:13.880]   and repair and wash out of debris in the brain.
[00:16:13.880 --> 00:16:18.100]   And that debris is known to lead to things like dementia.
[00:16:18.100 --> 00:16:20.960]   So getting the best quality slow wave sleep
[00:16:20.960 --> 00:16:24.240]   is extremely important for body and for brain,
[00:16:24.240 --> 00:16:27.300]   and getting an hour of exercise that's moderately intense,
[00:16:27.300 --> 00:16:29.640]   and making sure that you're not doing that exercise
[00:16:29.640 --> 00:16:31.960]   within the six hours prior to bedtime,
[00:16:31.960 --> 00:16:35.040]   and avoiding caffeine and alcohol,
[00:16:35.040 --> 00:16:36.980]   certainly within the six hours prior to bedtime,
[00:16:36.980 --> 00:16:40.540]   but I would say in the eight to 12 hours prior to bedtime
[00:16:40.540 --> 00:16:41.540]   would be even better.
[00:16:41.540 --> 00:16:43.860]   We're not drinking alcohol at all,
[00:16:43.860 --> 00:16:45.320]   or I know there are people out there
[00:16:45.320 --> 00:16:46.500]   that don't drink caffeine at all.
[00:16:46.500 --> 00:16:47.680]   I'm not one of those people,
[00:16:47.680 --> 00:16:49.000]   but restricting that caffeine intake
[00:16:49.000 --> 00:16:50.980]   to the very early part of the day,
[00:16:50.980 --> 00:16:54.860]   that has been shown to improve the quality
[00:16:54.860 --> 00:16:56.600]   and the overall architecture of sleep
[00:16:56.600 --> 00:16:58.220]   and slow wave sleep in particular.
[00:16:58.220 --> 00:16:59.820]   That's really what this study points to.
[00:16:59.820 --> 00:17:02.320]   There's another tool that can improve the amount
[00:17:02.320 --> 00:17:05.060]   and quality of slow wave sleep that you achieve at night.
[00:17:05.060 --> 00:17:07.480]   This is actually a tool that I've started using
[00:17:07.480 --> 00:17:10.320]   over the last six to eight months or so.
[00:17:10.320 --> 00:17:11.400]   As many of you know,
[00:17:11.400 --> 00:17:14.360]   I believe in getting behaviors right
[00:17:14.360 --> 00:17:17.480]   before embracing changes in supplementation
[00:17:17.480 --> 00:17:19.120]   or prescription drugs.
[00:17:19.120 --> 00:17:21.680]   Behavioral tools consist of do's and don'ts,
[00:17:21.680 --> 00:17:25.440]   and the do's and don'ts for sleep are well-documented
[00:17:25.440 --> 00:17:27.280]   in the master sleep episode
[00:17:27.280 --> 00:17:28.520]   and the perfect your sleep episode
[00:17:28.520 --> 00:17:29.480]   and the toolkit for sleep.
[00:17:29.480 --> 00:17:31.200]   They include getting morning sunlight in your eyes
[00:17:31.200 --> 00:17:32.240]   or bright light of other kinds,
[00:17:32.240 --> 00:17:36.020]   avoiding bright light from 10 PM to 4 AM, et cetera, et cetera.
[00:17:36.020 --> 00:17:38.180]   All that information is in the toolkit for sleep
[00:17:38.180 --> 00:17:40.000]   and those other full length episodes
[00:17:40.000 --> 00:17:41.820]   of the Huberman Lab Podcast.
[00:17:41.820 --> 00:17:45.720]   Now, there are supplements that can greatly improve
[00:17:45.720 --> 00:17:48.660]   the depth of your sleep
[00:17:48.660 --> 00:17:52.000]   and that can shorten the latency to fall asleep.
[00:17:52.000 --> 00:17:53.660]   And here, I'm not referring to melatonin.
[00:17:53.660 --> 00:17:55.280]   As many of you perhaps already know,
[00:17:55.280 --> 00:17:57.940]   I'm not a fan of melatonin for a variety of reasons,
[00:17:57.940 --> 00:18:01.320]   mainly the fact that most melatonin supplements out there
[00:18:01.320 --> 00:18:03.980]   don't actually contain the exact amount of melatonin
[00:18:03.980 --> 00:18:04.940]   that's listed on the bottle.
[00:18:04.940 --> 00:18:08.120]   They contain either much, much more or much, much less.
[00:18:08.120 --> 00:18:10.620]   And that melatonin is a potent hormone
[00:18:10.620 --> 00:18:13.240]   that has impacts on not just sleep,
[00:18:13.240 --> 00:18:15.380]   but on other hormone systems as well.
[00:18:15.380 --> 00:18:18.560]   The supplements that I've suggested
[00:18:18.560 --> 00:18:21.960]   and that I personally take in order to improve my sleep
[00:18:21.960 --> 00:18:26.960]   are magnesium threonate, spelled T-H-R-E-O-N-A-T-E.
[00:18:26.960 --> 00:18:29.900]   And interchangeably with that,
[00:18:29.900 --> 00:18:32.900]   one could use magnesium bisglycinate.
[00:18:32.900 --> 00:18:34.260]   I do consider those interchangeable
[00:18:34.260 --> 00:18:36.340]   because both cross into cells
[00:18:36.340 --> 00:18:39.020]   and across the blood brain barrier in much the same way
[00:18:39.020 --> 00:18:41.780]   that makes them better candidates for improving sleep
[00:18:41.780 --> 00:18:43.860]   than some of the other forms of magnesium.
[00:18:43.860 --> 00:18:48.860]   So magnesium threonate, theanine, T-H-E-A-N-I-N-E,
[00:18:48.860 --> 00:18:51.660]   theanine, and something called apigenin,
[00:18:51.660 --> 00:18:54.940]   which is essentially what you find in chamomile
[00:18:54.940 --> 00:18:58.940]   that is the reason why chamomile can make you sleepy.
[00:18:58.940 --> 00:19:01.900]   A-P-I-G-E-N-I-N, apigenin.
[00:19:01.900 --> 00:19:04.020]   The dosages for those, et cetera,
[00:19:04.020 --> 00:19:06.260]   are described in the toolkit for sleep
[00:19:06.260 --> 00:19:09.300]   and why some people might want to avoid theanine.
[00:19:09.300 --> 00:19:10.140]   I'll just tell you,
[00:19:10.140 --> 00:19:12.060]   for those of you that have very intense dreams
[00:19:12.060 --> 00:19:14.540]   or that might sleepwalk or have night terrors,
[00:19:14.540 --> 00:19:15.780]   you might want to avoid theanine
[00:19:15.780 --> 00:19:19.820]   because it can enhance the kind of emotional
[00:19:19.820 --> 00:19:22.060]   and elaborate nature of dreams.
[00:19:22.060 --> 00:19:23.060]   Other people like that.
[00:19:23.060 --> 00:19:26.060]   So I'll take magnesium threonate, theanine, and apigenin
[00:19:26.060 --> 00:19:28.800]   as a so-called sleep stack about 30 or 60 minutes
[00:19:28.800 --> 00:19:30.400]   prior to sleep.
[00:19:30.400 --> 00:19:32.360]   I do not take them during the day.
[00:19:32.360 --> 00:19:35.260]   There is, however, another supplement
[00:19:35.260 --> 00:19:37.800]   that used in combination with the sleep stack
[00:19:37.800 --> 00:19:41.020]   that I just described or alone
[00:19:41.020 --> 00:19:44.820]   can greatly enhance the quality of your sleep.
[00:19:44.820 --> 00:19:46.420]   And in particular,
[00:19:46.420 --> 00:19:48.860]   people who are following a low carbohydrate diet
[00:19:48.860 --> 00:19:50.980]   who have trouble falling and staying asleep
[00:19:50.980 --> 00:19:52.220]   seem to benefit from it.
[00:19:52.220 --> 00:19:54.580]   And that is so-called inositol.
[00:19:54.580 --> 00:19:56.340]   Now inositol comes in different forms,
[00:19:56.340 --> 00:19:58.540]   but the form that I'm referring to here
[00:19:58.540 --> 00:20:02.180]   in terms of enhancing slow wave sleep is myoinositol.
[00:20:02.180 --> 00:20:05.260]   There are an enormous number of studies on inositol
[00:20:05.260 --> 00:20:07.500]   for sake of mental health
[00:20:07.500 --> 00:20:10.140]   and for sake of enhancing various aspects
[00:20:10.140 --> 00:20:15.060]   of cellular function and for sake of improving sleep.
[00:20:15.060 --> 00:20:17.300]   I'd like to just highlight one paper.
[00:20:17.300 --> 00:20:19.460]   The title of this paper will make it clear what it's about.
[00:20:19.460 --> 00:20:20.840]   The title of the paper is
[00:20:20.840 --> 00:20:23.100]   The Impact of Myoinositol Supplementation
[00:20:23.100 --> 00:20:24.740]   on Sleep Quality in Pregnant Women,
[00:20:24.740 --> 00:20:27.900]   a Randomized Double-Blind Placebo-Controlled Study.
[00:20:27.900 --> 00:20:29.980]   Now, as I just told you,
[00:20:29.980 --> 00:20:32.180]   the study was carried out on pregnant women,
[00:20:32.180 --> 00:20:34.680]   but there have been other studies of inositol
[00:20:34.680 --> 00:20:36.380]   on other populations.
[00:20:36.380 --> 00:20:38.940]   And the major takeaway from these studies
[00:20:38.940 --> 00:20:43.580]   is that inositol can improve the quality of sleep
[00:20:43.580 --> 00:20:46.380]   and can adjust the architecture of sleep
[00:20:46.380 --> 00:20:49.280]   in ways that make it a great candidate
[00:20:49.280 --> 00:20:52.000]   for improving the structure
[00:20:52.000 --> 00:20:56.200]   and maybe also the duration of slow wave sleep in particular.
[00:20:56.200 --> 00:21:00.000]   I find that if I'm following a lower carbohydrate diet,
[00:21:00.000 --> 00:21:01.900]   which I do from time to time,
[00:21:01.900 --> 00:21:03.840]   I sometimes have trouble falling asleep,
[00:21:03.840 --> 00:21:07.320]   or if I eat four to six hours prior to bedtime,
[00:21:07.320 --> 00:21:09.280]   then I tend to be pretty hungry around bedtime.
[00:21:09.280 --> 00:21:11.740]   And sometimes if I'm exercising very hard
[00:21:11.740 --> 00:21:12.640]   or if I'm working a lot,
[00:21:12.640 --> 00:21:14.380]   even if I eat dinner around seven
[00:21:14.380 --> 00:21:16.460]   and I go to sleep around 10 p.m.,
[00:21:16.460 --> 00:21:19.800]   I might be a little bit hungry still at 10 p.m.
[00:21:19.800 --> 00:21:22.420]   In that case, I find that taking 900 milligrams
[00:21:22.420 --> 00:21:25.980]   of myo-inositol in addition to the other sleep stack
[00:21:25.980 --> 00:21:28.980]   that I just described greatly enhances my ability
[00:21:28.980 --> 00:21:32.020]   to fall asleep and to get terrific quality sleep.
[00:21:32.020 --> 00:21:34.140]   I do monitor my sleep.
[00:21:34.140 --> 00:21:35.200]   I do that two ways.
[00:21:35.200 --> 00:21:39.640]   I do that these days with my eight sleep sleep tracker,
[00:21:39.640 --> 00:21:42.380]   and I use a whoop sleep tracker when I sleep.
[00:21:42.380 --> 00:21:44.100]   The combination of those two
[00:21:44.100 --> 00:21:46.820]   taps into different aspects of sleep tracking,
[00:21:46.820 --> 00:21:48.900]   heart rate variability, movement, et cetera.
[00:21:48.900 --> 00:21:50.420]   In a future episode, we'll talk about
[00:21:50.420 --> 00:21:52.420]   what are the best devices for monitoring sleep,
[00:21:52.420 --> 00:21:55.860]   which have certain advantages and others have disadvantages.
[00:21:55.860 --> 00:21:58.420]   But I certainly see it in the objective data,
[00:21:58.420 --> 00:22:00.500]   that is from the sleep tracking data.
[00:22:00.500 --> 00:22:02.700]   And I also observed subjectively
[00:22:02.700 --> 00:22:05.420]   that taking 900 milligrams of inositol prior to sleep,
[00:22:05.420 --> 00:22:07.520]   again, 30 to 60 minutes prior to sleep,
[00:22:07.520 --> 00:22:10.880]   can greatly enhance the ability to fall asleep
[00:22:10.880 --> 00:22:12.560]   and for me to stay asleep throughout the night.
[00:22:12.560 --> 00:22:13.840]   I also noticed another effect,
[00:22:13.840 --> 00:22:15.500]   which is that if I wake up in the middle of the night
[00:22:15.500 --> 00:22:17.360]   to use the restroom, which I often do,
[00:22:17.360 --> 00:22:20.000]   I find it much easier to fall back asleep.
[00:22:20.000 --> 00:22:22.100]   I don't tend to get into kind of looping thought
[00:22:22.100 --> 00:22:23.900]   and things of that sort in the middle of the night.
[00:22:23.900 --> 00:22:25.860]   And that may relate to the fact that
[00:22:25.860 --> 00:22:29.340]   my inositol has been studied in many cases
[00:22:29.340 --> 00:22:32.160]   for its role in controlling anxiety,
[00:22:32.160 --> 00:22:33.660]   that is for reducing anxiety.
[00:22:33.660 --> 00:22:35.540]   And that's one of the reasons,
[00:22:35.540 --> 00:22:36.780]   in fact, one of many reasons
[00:22:36.780 --> 00:22:39.480]   why people take my inositol during the daytime.
[00:22:39.480 --> 00:22:42.580]   There's studies of my inositol for dealing with anxiety,
[00:22:42.580 --> 00:22:44.700]   for sleep as we're discussing now,
[00:22:44.700 --> 00:22:46.420]   and even for improving fertility
[00:22:46.420 --> 00:22:48.980]   and things of that sort, in particular in women.
[00:22:48.980 --> 00:22:52.260]   So again, 900 milligrams of inositol can be a useful tool.
[00:22:52.260 --> 00:22:55.100]   60 minutes of exercise as described previously
[00:22:55.100 --> 00:22:56.080]   can be a tool.
[00:22:56.080 --> 00:22:59.900]   And certainly avoiding caffeine and alcohol
[00:22:59.900 --> 00:23:02.280]   is an excellent tool for enhancing
[00:23:02.280 --> 00:23:04.460]   the total amount of slow wave sleep.
[00:23:04.460 --> 00:23:06.780]   Jack had a second part to his question.
[00:23:06.780 --> 00:23:10.000]   He asked, is having a high level of rapid eye movement sleep
[00:23:10.000 --> 00:23:11.560]   and a lower level of deep sleep
[00:23:11.560 --> 00:23:13.660]   likely to cause any health issues?
[00:23:13.660 --> 00:23:16.860]   And to be honest, it's not really clear
[00:23:16.860 --> 00:23:19.320]   that it would cause any specific health issues.
[00:23:19.320 --> 00:23:21.440]   Although if we think about what the specific roles
[00:23:21.440 --> 00:23:24.860]   of slow wave sleep versus rapid eye movement sleep are,
[00:23:24.860 --> 00:23:26.700]   again, rapid eye movement sleep
[00:23:26.700 --> 00:23:29.620]   being laden with highly emotional dreams,
[00:23:29.620 --> 00:23:32.260]   it's thought to act as a sort of a trauma release
[00:23:32.260 --> 00:23:34.440]   where people are paralyzed in body,
[00:23:34.440 --> 00:23:35.900]   and that's a healthy paralysis,
[00:23:35.900 --> 00:23:37.740]   this so-called sleep atonia,
[00:23:37.740 --> 00:23:40.500]   but undergoing some pretty emotional stuff
[00:23:40.500 --> 00:23:42.020]   within their dreams.
[00:23:42.020 --> 00:23:44.420]   And there is a lack of ability for the body
[00:23:44.420 --> 00:23:46.740]   to secrete adrenaline during rapid eye movement sleep.
[00:23:46.740 --> 00:23:49.620]   That's thought to be important for emotional repair,
[00:23:49.620 --> 00:23:52.420]   if you will, during the night.
[00:23:52.420 --> 00:23:54.520]   Certainly studies where people have been deprived
[00:23:54.520 --> 00:23:56.600]   of rapid eye movement sleep have shown
[00:23:56.600 --> 00:23:58.820]   that their ability to manage emotionally
[00:23:58.820 --> 00:24:00.060]   during the daytime is reduced.
[00:24:00.060 --> 00:24:02.700]   So certainly if you have reduced rapid eye movement sleep
[00:24:02.700 --> 00:24:05.700]   for multiple nights, that's going to be the case.
[00:24:05.700 --> 00:24:07.740]   The only caveat to that is that there are certain forms
[00:24:07.740 --> 00:24:10.860]   of treating depression that involve specifically depriving
[00:24:10.860 --> 00:24:12.540]   people of rapid eye movement sleep.
[00:24:12.540 --> 00:24:15.340]   That's a whole other story that was covered
[00:24:15.340 --> 00:24:17.860]   in the podcast episode with Dr. Nolan Williams.
[00:24:17.860 --> 00:24:20.060]   So if you want to learn more as to why that's the case,
[00:24:20.060 --> 00:24:21.580]   check out that episode.
[00:24:21.580 --> 00:24:23.860]   But because slow wave sleep,
[00:24:23.860 --> 00:24:25.840]   which occurs again during the early part of the night,
[00:24:25.840 --> 00:24:28.060]   is when growth hormone is released,
[00:24:28.060 --> 00:24:32.440]   and when there's this periodic washout of debris
[00:24:32.440 --> 00:24:34.680]   within the brain, and to some extent,
[00:24:34.680 --> 00:24:36.460]   within certain tissues of the body,
[00:24:36.460 --> 00:24:38.580]   you could imagine that reduced slow wave sleep
[00:24:38.580 --> 00:24:42.160]   would lead to reduced ability to recover from exercise,
[00:24:42.160 --> 00:24:45.420]   from injury, maybe even relate to the immune system.
[00:24:45.420 --> 00:24:48.860]   However, I am personally not aware of any studies
[00:24:48.860 --> 00:24:51.700]   that specifically looked at the ratio of slow wave sleep
[00:24:51.700 --> 00:24:53.420]   to rapid eye movement sleep,
[00:24:53.420 --> 00:24:57.300]   and that focused in particular on reduced slow wave sleep
[00:24:57.300 --> 00:24:58.200]   for bodily repair.
[00:24:58.200 --> 00:24:59.280]   Those studies might be out there.
[00:24:59.280 --> 00:25:00.380]   I was not able to find them.
[00:25:00.380 --> 00:25:01.260]   If you are able to find them,
[00:25:01.260 --> 00:25:04.440]   please put them in the comment section,
[00:25:04.440 --> 00:25:06.560]   and I would love to check out those studies.
[00:25:06.560 --> 00:25:09.800]   So I don't think that one needs to be overly concerned
[00:25:09.800 --> 00:25:13.560]   if you're not getting a balance of slow wave sleep
[00:25:13.560 --> 00:25:15.800]   to rapid eye movement sleep, that's perfect.
[00:25:15.800 --> 00:25:18.940]   However, and as I mentioned earlier,
[00:25:18.940 --> 00:25:21.760]   it would be good to strive to try and balance
[00:25:21.760 --> 00:25:25.160]   the amount of slow wave sleep and rapid eye movement sleep
[00:25:25.160 --> 00:25:26.720]   across the entire night.
[00:25:26.720 --> 00:25:28.320]   If you think about it, that will also tell you
[00:25:28.320 --> 00:25:31.000]   whether or not you're getting sufficient total sleep.
[00:25:31.000 --> 00:25:33.600]   And I don't want to open up another set of questions here
[00:25:33.600 --> 00:25:36.280]   as I'm about to close out an answer to this question,
[00:25:36.280 --> 00:25:37.960]   but I do often get asked the question
[00:25:37.960 --> 00:25:39.820]   whether or not four hours is enough,
[00:25:39.820 --> 00:25:42.720]   or six hours is enough, or eight hours is enough.
[00:25:42.720 --> 00:25:44.640]   Well, it's impossible to know exactly
[00:25:44.640 --> 00:25:47.100]   how much sleep each individual person needs.
[00:25:47.100 --> 00:25:49.200]   And of course, each individual person
[00:25:49.200 --> 00:25:50.640]   will need a different amount of total sleep
[00:25:50.640 --> 00:25:53.680]   depending on the amount of stress and physical strain
[00:25:53.680 --> 00:25:55.580]   and various other things they're dealing with
[00:25:55.580 --> 00:25:58.280]   in their daily waking life.
[00:25:58.280 --> 00:26:02.100]   However, it's generally the case that kids and people
[00:26:02.100 --> 00:26:04.560]   that are undergoing puberty and certainly in early infancy
[00:26:04.560 --> 00:26:06.160]   need more sleep than adults do.
[00:26:06.160 --> 00:26:09.160]   So as you age, you do in fact need less sleep.
[00:26:09.160 --> 00:26:10.940]   One good metric of whether or not
[00:26:10.940 --> 00:26:12.480]   you are getting enough sleep is whether or not
[00:26:12.480 --> 00:26:14.200]   you're sleepy during the daytime or not.
[00:26:14.200 --> 00:26:15.960]   If you're falling asleep a lot during the daytime,
[00:26:15.960 --> 00:26:17.600]   you're probably not getting enough sleep at night.
[00:26:17.600 --> 00:26:20.600]   That's sort of a duh, but it's an important duh
[00:26:20.600 --> 00:26:21.840]   to pay attention to.
[00:26:21.840 --> 00:26:23.520]   And for those of us like myself
[00:26:23.520 --> 00:26:27.200]   that need a 20 or 30 minute nap in the afternoon, great.
[00:26:27.200 --> 00:26:28.060]   That doesn't necessarily mean
[00:26:28.060 --> 00:26:29.780]   you're not getting enough sleep at night, okay?
[00:26:29.780 --> 00:26:30.920]   So if you get sleepy enough
[00:26:30.920 --> 00:26:33.160]   to want to nap in the afternoon,
[00:26:33.160 --> 00:26:35.180]   that's not an indication necessarily
[00:26:35.180 --> 00:26:37.680]   that you are not getting enough sleep at night.
[00:26:37.680 --> 00:26:39.860]   However, if you're only sleeping
[00:26:39.860 --> 00:26:41.900]   four or five hours per night,
[00:26:41.900 --> 00:26:44.760]   it's very hard to imagine that you're getting a balance
[00:26:44.760 --> 00:26:47.500]   of slow wave sleep and rapid eye movement sleep.
[00:26:47.500 --> 00:26:50.780]   Once you get into the range of sleeping six to eight hours
[00:26:50.780 --> 00:26:53.700]   and certainly eight to 10 hours per night,
[00:26:53.700 --> 00:26:55.840]   the probability that you're getting a balance
[00:26:55.840 --> 00:26:57.780]   of slow wave sleep and rapid eye movement sleep
[00:26:57.780 --> 00:26:59.500]   greatly increases.
[00:26:59.500 --> 00:27:02.020]   So if I were to throw out a number,
[00:27:02.020 --> 00:27:05.400]   I would say for most people, that is for 95% of people
[00:27:05.400 --> 00:27:09.160]   out there getting at least six hours of sleep per night
[00:27:09.160 --> 00:27:12.020]   at least and ideally more like seven or eight
[00:27:12.020 --> 00:27:13.040]   is going to be the goal.
[00:27:13.040 --> 00:27:15.360]   However, I've noticed for instance for myself,
[00:27:15.360 --> 00:27:18.340]   unless I'm exercising extremely intensely
[00:27:18.340 --> 00:27:20.360]   or I'm going through a lot of emotional
[00:27:20.360 --> 00:27:22.140]   or physical stress in my daily life,
[00:27:22.140 --> 00:27:24.400]   getting six and a half to seven hours of sleep per night
[00:27:24.400 --> 00:27:26.620]   allows me to feel really good and refreshed
[00:27:26.620 --> 00:27:27.780]   throughout the day.
[00:27:27.780 --> 00:27:29.440]   And that's especially the case
[00:27:29.440 --> 00:27:32.600]   if I get that 20 or 30 minute nap in the afternoon
[00:27:32.600 --> 00:27:35.360]   or use an SDR, non-sleep deep rest.
[00:27:35.360 --> 00:27:37.240]   So I hope that answers your question, Jack.
[00:27:37.240 --> 00:27:39.860]   And there, of course, I'm extending the answer
[00:27:39.860 --> 00:27:43.240]   to all others who upvoted that question
[00:27:43.240 --> 00:27:45.000]   or who might be interested in improving
[00:27:45.000 --> 00:27:46.400]   their slow wave sleep.
[00:27:46.400 --> 00:27:47.720]   There are some dos, there are some don'ts
[00:27:47.720 --> 00:27:48.900]   that I just described.
[00:27:48.900 --> 00:27:53.320]   I suggest trying various things one by one
[00:27:53.320 --> 00:27:55.000]   to see what works best for you.
[00:27:55.000 --> 00:27:56.460]   So you don't necessarily need to leap
[00:27:56.460 --> 00:27:58.920]   to doing the 60 minutes of exercise
[00:27:58.920 --> 00:28:00.360]   plus the inositol, et cetera.
[00:28:00.360 --> 00:28:03.720]   However, I do encourage everyone to avoid alcohol
[00:28:03.720 --> 00:28:06.260]   and caffeine within the eight to 12 hours prior to sleep.
[00:28:06.260 --> 00:28:08.440]   And again, if you're not using either of those,
[00:28:08.440 --> 00:28:09.400]   that would be even better
[00:28:09.400 --> 00:28:11.720]   at least in terms of sleep architecture.
[00:28:11.720 --> 00:28:12.560]   Thank you for joining
[00:28:12.560 --> 00:28:15.240]   for the beginning of this Ask Me Anything episode
[00:28:15.240 --> 00:28:18.600]   to hear the full episode and to hear future episodes
[00:28:18.600 --> 00:28:20.240]   of these Ask Me Anything sessions,
[00:28:20.240 --> 00:28:22.480]   plus to receive transcripts of them
[00:28:22.480 --> 00:28:24.720]   and transcripts of the Huberman Lab Podcast
[00:28:24.720 --> 00:28:27.320]   standard channel and premium tools
[00:28:27.320 --> 00:28:28.720]   not released anywhere else,
[00:28:28.720 --> 00:28:31.840]   please go to Hubermanlab.com/premium.
[00:28:31.840 --> 00:28:33.060]   Just to remind you why we launched
[00:28:33.060 --> 00:28:35.280]   the Huberman Lab Podcast premium channel,
[00:28:35.280 --> 00:28:36.140]   it's really twofold.
[00:28:36.140 --> 00:28:38.040]   First of all, it's to raise support
[00:28:38.040 --> 00:28:40.540]   for the standard Huberman Lab Podcast channel,
[00:28:40.540 --> 00:28:42.800]   which of course will still be continued
[00:28:42.800 --> 00:28:45.260]   to be released every Monday in full length.
[00:28:45.260 --> 00:28:46.660]   We are not going to change the format
[00:28:46.660 --> 00:28:50.240]   or anything about the standard Huberman Lab Podcast
[00:28:50.240 --> 00:28:51.680]   and to fund research,
[00:28:51.680 --> 00:28:53.720]   in particular research done on human beings.
[00:28:53.720 --> 00:28:55.800]   So not animal models, but on human beings,
[00:28:55.800 --> 00:28:57.600]   which I think we all agree is a species
[00:28:57.600 --> 00:28:59.800]   that we are most interested in.
[00:28:59.800 --> 00:29:02.800]   And we are going to specifically fund research
[00:29:02.800 --> 00:29:05.420]   that is aimed toward developing further protocols
[00:29:05.420 --> 00:29:07.460]   for mental health, physical health, and performance.
[00:29:07.460 --> 00:29:09.360]   And those protocols will be distributed
[00:29:09.360 --> 00:29:11.760]   through all channels, not just the premium channel,
[00:29:11.760 --> 00:29:13.480]   but through all channels, Huberman Lab Podcast
[00:29:13.480 --> 00:29:14.760]   and other media channels.
[00:29:14.760 --> 00:29:17.360]   So the idea here is to give you information
[00:29:17.360 --> 00:29:19.560]   to your burning questions in depth
[00:29:19.560 --> 00:29:21.720]   and allow you the opportunity to support
[00:29:21.720 --> 00:29:24.480]   the kind of research that provides those kinds of answers
[00:29:24.480 --> 00:29:25.480]   in the first place.
[00:29:25.480 --> 00:29:27.820]   Now, an especially exciting feature of the premium channel
[00:29:27.820 --> 00:29:30.760]   is that the tiny foundation has generously offered
[00:29:30.760 --> 00:29:32.400]   to do a dollar for dollar match
[00:29:32.400 --> 00:29:34.320]   on all funds raised for research
[00:29:34.320 --> 00:29:36.040]   through the premium channel.
[00:29:36.040 --> 00:29:38.660]   So this is a terrific way that they're going to amplify
[00:29:38.660 --> 00:29:40.620]   whatever funds come in through the premium channel
[00:29:40.620 --> 00:29:42.120]   to further support research
[00:29:42.120 --> 00:29:43.720]   for science and science related tools
[00:29:43.720 --> 00:29:45.980]   for mental health, physical health, and performance.
[00:29:45.980 --> 00:29:46.820]   If you'd like to sign up
[00:29:46.820 --> 00:29:48.600]   for the Huberman Lab premium channel,
[00:29:48.600 --> 00:29:50.660]   again, there's a cost of $10 per month,
[00:29:50.660 --> 00:29:53.420]   or you can pay $100 upfront for the entire year.
[00:29:53.420 --> 00:29:55.760]   That will give you access to all the AMAs.
[00:29:55.760 --> 00:29:58.660]   You can ask questions and get answers to your questions,
[00:29:58.660 --> 00:30:01.220]   and you'll, of course, get answers to all the questions
[00:30:01.220 --> 00:30:02.620]   that other people ask as well.
[00:30:02.620 --> 00:30:04.560]   There will also be some premium content,
[00:30:04.560 --> 00:30:06.360]   such as transcripts of the AMAs
[00:30:06.360 --> 00:30:08.280]   and various transcripts and protocols
[00:30:08.280 --> 00:30:11.500]   of Huberman Lab Podcast episodes not found elsewhere.
[00:30:11.500 --> 00:30:13.820]   And again, you'll be supporting research
[00:30:13.820 --> 00:30:16.180]   for mental health, physical health, and performance.
[00:30:16.180 --> 00:30:17.580]   You can sign up for the premium channel
[00:30:17.580 --> 00:30:20.260]   by going to HubermanLab.com/premium.
[00:30:20.260 --> 00:30:23.140]   Again, that's HubermanLab.com/premium.
[00:30:23.140 --> 00:30:26.020]   And as always, thank you for your interest in science.
[00:30:26.020 --> 00:30:28.600]   (upbeat music)
[00:30:28.600 --> 00:30:31.180]   (upbeat music)

