
[00:00:00.040 --> 00:00:10.640]   care
[00:47:49.420 --> 00:48:19.420]  , and then I look at the current debate and I say, is there any way that this thing changes?
[00:48:19.420 --> 00:48:19.420]   Is there any way that what you see changes?
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   The way that people are speaking to one another at this point in time is dangerous. Just as last weekend, we of course had a number of devastating shootings in the United States.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   it's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   It's dangerous.
[00:48:19.420 --> 00:48:19.420]   And we of course, we of course, we have a number of devastating shootings in the United States and we're not to the United States.
[00:48:19.420 --> 00:48:19.420]  , but we're not only a number of the United States, we're in the United States, we're not just last week in the United States.
[00:48:19.440 --> 00:48:49.440]   I try whenever I think and talk about these subjects to put them into historical context that with regard to their actual impact and their actual meaning, their actual impact and actual meaning is relatively low on a numerical basis.
[00:48:49.440 --> 00:48:49.440]   Mass shootings are not particularly common, but what they are is they're widely reported and they're widely discussed in a huge country like the United States.
[00:48:49.440 --> 00:48:49.440]   But they're not particularly common and the numbers are not particularly large.
[00:48:49.440 --> 00:48:49.440]   When you look on a global scale, you can see that there are a number of people who are in the United States who are in the United States.
[00:48:49.440 --> 00:48:49.440]   But they're not particularly common and the numbers are not particularly large.
[00:48:49.440 --> 00:49:19.460]  ,
[00:49:19.460 --> 00:49:19.460]   It's just not particularly common and the numbers are not particularly large.
[00:49:19.460 --> 00:49:19.460]   It's just not particularly common and the numbers are not particularly large.
[00:49:19.460 --> 00:49:19.460]   But they're not particularly common and the numbers are not particularly large.
[00:49:19.460 --> 00:49:19.460]   But they're not particularly common and the numbers are not particularly large.
[00:49:19.460 --> 00:49:19.460]   But they're not particularly common and the numbers are not particularly large.
[00:49:19.460 --> 00:49:19.460]   But they're not particularly common and the numbers are not particularly large.
[00:49:19.480 --> 00:49:49.480]   When you start to look at things like that, a tiny little country like Nicaragua,
[00:49:49.480 --> 00:49:49.480]   When you start to look at things like that, a tiny little country like Nicaragua,
[00:49:49.480 --> 00:49:49.480]   some few millions of people and 325 people killed, anti-government protesters killed by the government,
[00:49:49.480 --> 00:49:49.480]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:49:49.500 --> 00:50:19.500]   Hours of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into context a little bit when you talk about few dozens of people who die in the world.
[00:50:19.500 --> 00:50:19.500]   It starts to put things into the numbers that you talk about few dozens of people who die in the world.
[00:50:19.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:50:49.520]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:50:49.520 --> 00:51:19.540]  ,
[00:51:19.540 --> 00:51:19.540]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:19.540 --> 00:51:19.540]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:19.540 --> 00:51:19.540]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:19.540 --> 00:51:19.540]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:19.540 --> 00:51:19.540]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:19.540 --> 00:51:19.540]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:19.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.560 --> 00:51:49.560]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:51:49.600 --> 00:52:19.580]  ,
[00:52:19.580 --> 00:52:19.580]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:52:19.580 --> 00:52:19.580]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:52:19.580 --> 00:52:19.580]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:52:19.580 --> 00:52:19.580]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:52:19.580 --> 00:52:19.580]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:52:19.580 --> 00:52:19.580]   It starts to put things into context a little bit when you talk about few dozens of people who die in shootings.
[00:52:19.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:52:49.600]   I'm going to give you an example from my experience in financial planning.
[00:52:49.600 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.620 --> 00:53:19.620]   I'm going to give you an example from my experience in financial planning.
[00:53:19.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.640 --> 00:53:49.640]   I'm going to give you an example from my experience in financial planning.
[00:53:49.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.660 --> 00:54:19.660]   I'm going to give you an example from my experience in financial planning.
[00:54:19.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.680 --> 00:54:49.680]   I'm going to give you an example from my experience in financial planning.
[00:54:49.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.700 --> 00:55:19.700]   I'm going to give you an example from my experience in financial planning.
[00:55:19.720 --> 00:55:49.720]  ,
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:55:49.720]   I'm going to give you an example from my experience in financial planning.
[00:55:49.720 --> 00:56:19.740]  ,
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.740 --> 00:56:19.740]   I'm going to give you an example from my experience in financial planning.
[00:56:19.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.760 --> 00:56:49.760]   I'm going to give you an example from my experience in financial planning.
[00:56:49.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.780 --> 00:57:19.780]   I'm going to give you an example from my experience in financial planning.
[00:57:19.820 --> 00:57:49.800]  ,
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.800 --> 00:57:49.800]   I'm going to give you an example from my experience in financial planning.
[00:57:49.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.820 --> 00:58:19.820]   I'm going to give you an example from my experience in financial planning.
[00:58:19.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.840 --> 00:58:49.840]   I'm going to give you an example from my experience in financial planning.
[00:58:49.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.860 --> 00:59:19.860]   I'm going to give you an example from my experience in financial planning.
[00:59:19.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.880 --> 00:59:49.880]   I'm going to give you an example from my experience in financial planning.
[00:59:49.920 --> 01:00:19.900]  ,
[01:00:19.900 --> 01:00:19.900]   and I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.900 --> 01:00:19.900]   I'm going to give you an example from my experience in financial planning.
[01:00:19.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.920 --> 01:00:49.920]   I'm going to give you an example from my experience in financial planning.
[01:00:49.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.940 --> 01:01:19.940]   I'm going to give you an example from my experience in financial planning.
[01:01:19.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.960 --> 01:01:49.960]   I'm going to give you an example from my experience in financial planning.
[01:01:49.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:19.980 --> 01:02:19.980]   I'm going to give you an example from my experience in financial planning.
[01:02:20.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:02:50.000]   I'm going to give you an example from my experience in financial planning.
[01:02:50.000 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.020 --> 01:03:20.020]   I'm going to give you an example from my experience in financial planning.
[01:03:20.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:03:50.040 --> 01:03:50.040]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:20.060 --> 01:04:20.060]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning.
[01:04:50.080 --> 01:04:50.080]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:04:50.120 --> 01:05:20.100]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:20.100 --> 01:05:20.100]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:20.100 --> 01:05:20.100]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:20.100 --> 01:05:20.100]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:20.100 --> 01:05:20.100]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:20.100 --> 01:05:20.100]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:20.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
