
[00:00:00.040 --> 00:00:09.540]  eleri
[00:28:06.960 --> 00:28:06.960]   and I can go to any city in the United States
[00:28:06.960 --> 00:28:06.960]   and I can go to any city in the United States
[00:28:06.960 --> 00:28:06.960]   and I can go to any city in the United States
[00:28:06.960 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:36.980 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:36.980 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:36.980 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:36.980 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:36.980 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:36.980 --> 00:28:36.980]   and I can go to any city in the United States
[00:28:37.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:07.000]   and I can go to any city in the United States
[00:29:07.000 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.020 --> 00:29:37.020]   and I can go to any city in the United States
[00:29:37.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:07.040]   and I can go to any city in the United States
[00:30:07.040 --> 00:30:37.060]   and I can go to any city in the United States
[00:30:37.060 --> 00:30:37.060]   and I can go to any city in the United States
[00:30:37.060 --> 00:30:37.060]   and I can go to any city in the United States
[00:30:37.060 --> 00:30:37.060]   and I can go to any city in the United States
[00:30:37.060 --> 00:30:37.060]   and I can go to any city in the United States
[00:30:37.060 --> 00:30:37.060]   and I can go to any city in the United States
[00:30:37.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:07.080]   and I can go to any city in the United States
[00:31:07.080 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.100 --> 00:31:37.100]   and I can go to any city in the United States
[00:31:37.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:07.120]   and I can go to any city in the United States
[00:32:07.120 --> 00:32:37.140]   and I can go to any city in the United States
[00:32:37.140 --> 00:32:37.140]   and I can go to any city in the United States
[00:32:37.140 --> 00:32:37.140]   and I can go to any city in the United States
[00:32:37.140 --> 00:32:37.140]   and I can go to any city in the United States
[00:32:37.140 --> 00:32:37.140]   and I can go to any city in the United States
[00:32:37.140 --> 00:32:37.140]   and I can go to any city in the United States
[00:32:37.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.160 --> 00:33:07.160]   and I can go to any city in the United States
[00:33:07.200 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.180 --> 00:33:37.180]   and I can go to any city in the United States
[00:33:37.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:07.200]   and I can go to any city in the United States
[00:34:07.200 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.220 --> 00:34:37.220]   and I can go to any city in the United States
[00:34:37.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:07.240]   and I can go to any city in the United States
[00:35:07.240 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.260 --> 00:35:37.260]   and I can go to any city in the United States
[00:35:37.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:07.280]   and I can go to any city in the United States
[00:36:07.280 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.300 --> 00:36:37.300]   and I can go to any city in the United States
[00:36:37.320 --> 00:37:07.320]   I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:07.320]   and I can go to any city in the United States
[00:37:07.320 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.340 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.340 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.340 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.340 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.340 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.340 --> 00:37:37.340]   and I can go to any city in the United States
[00:37:37.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:07.360]   and I can go to any city in the United States
[00:38:07.360 --> 00:38:37.380]   a vehicle to buy it from somebody who's been a long time owner whenever I know somebody who's selling a car I always ask the details in case I might be interested in buying it because if I can know the person and know the ownership history of it and get an accurate report of what's wrong with it or what's right with it that's a really really important thing and you can do that often with the technique of driving down the road in the country or looking on Facebook
[00:38:37.380 --> 00:38:37.380]   and I can go to any city in the United States
[00:38:37.380 --> 00:38:37.380]   and I can go to any city in the United States
[00:38:37.380 --> 00:38:37.380]   and I can go to any city in the United States
[00:38:37.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:07.400]   and I can go to any city in the United States
[00:39:07.400 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.420 --> 00:39:37.420]   and I can go to any city in the United States
[00:39:37.440 --> 00:40:07.440]   I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:07.440]   and I can go to any city in the United States
[00:40:07.440 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.460 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.460 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.460 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.460 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.460 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.460 --> 00:40:37.460]   and I can go to any city in the United States
[00:40:37.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:07.480]   and I can go to any city in the United States
[00:41:07.480 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.500 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.500 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.500 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.500 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.500 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.500 --> 00:41:37.500]   and I can go to any city in the United States
[00:41:37.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:07.520]   and I can go to any city in the United States
[00:42:07.520 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.540 --> 00:42:37.540]   and I can go to any city in the United States
[00:42:37.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:07.560]   and I can go to any city in the United States
[00:43:07.560 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.580 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.580 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.580 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.580 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.580 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.580 --> 00:43:37.580]   and I can go to any city in the United States
[00:43:37.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:07.600]   and I can go to any city in the United States
[00:44:07.600 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.620 --> 00:44:37.620]   and I can go to any city in the United States
[00:44:37.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.640 --> 00:45:07.640]   and I can go to any city in the United States
[00:45:07.680 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.660 --> 00:45:37.660]   and I can go to any city in the United States
[00:45:37.680 --> 00:46:07.680]   I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
