
[00:00:00.000 --> 00:00:03.160]   (soft music)
[00:20:22.880 --> 00:20:25.920]   so the SST2 dataset.
[00:20:25.920 --> 00:20:30.920]   And I think I'm not a hundred percent sure.
[00:20:30.920 --> 00:20:33.000]   It actually, this one right here,
[00:20:33.000 --> 00:20:35.040]   'cause it's fine tuned for this particular dataset,
[00:20:35.040 --> 00:20:39.040]   it actually may start with a fine tune classification head.
[00:20:39.040 --> 00:20:43.080]   If you were using something like distilbert based on case,
[00:20:43.080 --> 00:20:46.760]   just by this, it would be randomly initialized.
[00:20:46.760 --> 00:20:49.280]   This, I'm not actually a hundred percent sure.
[00:20:49.280 --> 00:20:50.760]   If anybody knows, stick it in the chat,
[00:20:50.760 --> 00:20:55.520]   this might actually give you a classification head
[00:20:55.520 --> 00:21:00.520]   that predicts two labels with learned weights, not a hundred percent.
[00:21:00.520 --> 00:21:06.360]   Anything else?
[00:21:06.360 --> 00:21:07.480]   - Nope, thanks.
[00:21:07.480 --> 00:21:08.880]   - Okay, cool.
[00:21:08.880 --> 00:21:15.160]   All right, so let's go ahead and look at just an example.
[00:21:15.160 --> 00:21:18.160]   So we'll look at the blur library
[00:21:18.160 --> 00:21:22.120]   and kind of see how it does those same steps.
[00:21:22.120 --> 00:21:24.680]   And again, next week we'll be looking at
[00:21:24.680 --> 00:21:28.840]   three different integration libraries.
[00:21:28.840 --> 00:21:30.000]   This is just one of them.
[00:21:30.000 --> 00:21:31.760]   This is the one that I created,
[00:21:31.760 --> 00:21:34.680]   but we'll kind of go through the same behind the scenes steps
[00:21:34.680 --> 00:21:38.160]   so you can see how it works.
[00:21:38.160 --> 00:21:41.160]   And essentially when I designed blur,
[00:21:41.160 --> 00:21:44.800]   I have a very fast AI first focus.
[00:21:44.800 --> 00:21:46.000]   So if you go through the course,
[00:21:46.000 --> 00:21:48.520]   you can learn how to build your data block API,
[00:21:48.520 --> 00:21:51.040]   build your data loaders and your learner,
[00:21:51.040 --> 00:21:54.920]   and you're comfortable with using methods like show batch
[00:21:54.920 --> 00:21:59.920]   and show results and how fast AI does
[00:21:59.920 --> 00:22:02.960]   the exporting of learners for inference.
[00:22:02.960 --> 00:22:06.240]   I really tried to make it so that this would be very familiar
[00:22:06.240 --> 00:22:10.800]   to folks coming from that vantage point.
[00:22:12.000 --> 00:22:15.880]   So I'm just gonna go ahead and do a quick install
[00:22:15.880 --> 00:22:20.880]   of fast AI and blur, do some imports of everything.
[00:22:20.880 --> 00:22:24.200]   And I'm gonna use the same checkpoint
[00:22:24.200 --> 00:22:26.000]   that we are using above.
[00:22:26.000 --> 00:22:31.200]   Also, if you look at the fast AI course, part of fast AI,
[00:22:31.200 --> 00:22:34.840]   they have this nifty untar data function
[00:22:34.840 --> 00:22:38.680]   that you actually pass it a URL to a dataset.
[00:22:38.680 --> 00:22:42.640]   It will download it, untar it, and then return the path
[00:22:42.640 --> 00:22:47.240]   so that you can, in a couple of lines of code,
[00:22:47.240 --> 00:22:49.080]   actually have, for example, here,
[00:22:49.080 --> 00:22:51.080]   a data frame with all your data.
[00:22:51.080 --> 00:22:56.320]   And so this particular dataset is pretty simple.
[00:22:56.320 --> 00:23:00.280]   We have a label, negative or positive.
[00:23:00.280 --> 00:23:04.320]   We have the sequence, the text it's associated with.
[00:23:04.320 --> 00:23:07.400]   And then we also have this column right here
[00:23:07.400 --> 00:23:09.320]   that we can use in our data blocks
[00:23:09.320 --> 00:23:12.440]   for building our separate training
[00:23:12.440 --> 00:23:15.160]   and validation data loaders.
[00:23:15.160 --> 00:23:19.000]   And then, so one thing, so we talked about above,
[00:23:19.000 --> 00:23:22.680]   like how do we get these hugging face objects and whatnot.
[00:23:22.680 --> 00:23:27.680]   So with blur, I have a utility object called blur,
[00:23:27.680 --> 00:23:31.320]   and you could call get HF objects.
[00:23:31.320 --> 00:23:34.720]   It accepts a bunch of different quarks for the config,
[00:23:34.720 --> 00:23:36.880]   the tokenizer, the model.
[00:23:36.880 --> 00:23:40.680]   But usually you could pass a checkpoint,
[00:23:40.680 --> 00:23:44.120]   the particular auto model class that you want,
[00:23:44.120 --> 00:23:48.440]   and it will get all the right objects for you.
[00:23:48.440 --> 00:23:50.320]   And so here you can see,
[00:23:50.320 --> 00:23:53.560]   since we're using the same checkpoint as above,
[00:23:53.560 --> 00:23:55.480]   the architecture is distilbert,
[00:23:55.480 --> 00:23:57.280]   and you can see it properly inferred
[00:23:57.280 --> 00:24:02.280]   the correct config object, tokenizer, and model to use.
[00:24:02.760 --> 00:24:05.760]   And then from here, we'll go through this,
[00:24:05.760 --> 00:24:07.880]   some of these other parameters in a moment.
[00:24:07.880 --> 00:24:10.240]   These are the defaults, but when we get to tokenization,
[00:24:10.240 --> 00:24:13.320]   we'll take a look at like how different values
[00:24:13.320 --> 00:24:18.320]   affect your examples and the actual inputs.
[00:24:18.320 --> 00:24:22.120]   But again, following kind of like how the fast way
[00:24:22.120 --> 00:24:25.200]   of building your data is,
[00:24:25.200 --> 00:24:28.840]   we have an object in blur called HF text block.
[00:24:28.840 --> 00:24:32.000]   That takes your hugging face objects,
[00:24:32.000 --> 00:24:33.200]   and you can pass,
[00:24:33.200 --> 00:24:35.720]   there's a whole bunch of other parameters you can pass
[00:24:35.720 --> 00:24:40.200]   for tokenization, configuration, and the model.
[00:24:40.200 --> 00:24:43.040]   And this will actually give you a data block
[00:24:43.040 --> 00:24:48.040]   that understands how to work with our raw data
[00:24:48.040 --> 00:24:50.080]   that we have in the data frame.
[00:24:50.080 --> 00:24:52.240]   And since we're doing a classification task,
[00:24:52.240 --> 00:24:54.000]   we use the category block.
[00:24:54.000 --> 00:24:55.400]   So that's what you see here.
[00:24:55.400 --> 00:24:58.120]   For a classification task, we use the category block.
[00:24:58.120 --> 00:25:00.640]   So that's what you use for multi-class classification
[00:25:00.640 --> 00:25:01.680]   in fast AI.
[00:25:01.680 --> 00:25:04.520]   And you can see with this, with the data frame,
[00:25:04.520 --> 00:25:06.440]   and just a couple line of code,
[00:25:06.440 --> 00:25:08.920]   we can actually build a data block.
[00:25:08.920 --> 00:25:13.120]   And we're using the call splitter
[00:25:13.120 --> 00:25:16.520]   to split our training and validation.
[00:25:16.520 --> 00:25:19.040]   And as I mentioned before, we have this column,
[00:25:19.040 --> 00:25:22.200]   which says whether this should be part of the training
[00:25:22.200 --> 00:25:25.240]   or validation set, and the call splitter by default
[00:25:25.240 --> 00:25:26.600]   uses that value.
[00:25:26.600 --> 00:25:28.840]   And so anything that has is valid is true,
[00:25:28.840 --> 00:25:31.720]   it's gonna be part of the validation data set.
[00:25:31.720 --> 00:25:33.240]   Anything where it's false is gonna be part
[00:25:33.240 --> 00:25:34.960]   of the training data set.
[00:25:34.960 --> 00:25:38.520]   And so with that, we have our data block.
[00:25:38.520 --> 00:25:42.040]   And again, if you're confused about anything
[00:25:42.040 --> 00:25:42.960]   with the data block,
[00:25:42.960 --> 00:25:46.200]   take a look at the Fastbook information.
[00:25:46.200 --> 00:25:47.920]   It's got a bunch of stuff in there.
[00:25:47.920 --> 00:25:51.440]   Zach's walk with fast AI has a lot of good information
[00:25:51.440 --> 00:25:54.560]   about how this works and how you can,
[00:25:54.560 --> 00:25:55.920]   and like a bunch of different options
[00:25:55.920 --> 00:25:57.520]   for building your data block.
[00:25:57.520 --> 00:26:00.440]   But at the end of the day, the data block is a blueprint
[00:26:00.440 --> 00:26:04.400]   for how to take your raw data and turn it into data loaders
[00:26:04.400 --> 00:26:06.240]   that you can then use in a model.
[00:26:06.240 --> 00:26:11.440]   So with this information, we can actually on the data block
[00:26:11.440 --> 00:26:15.720]   called data loaders, pass our data, which is a data frame.
[00:26:15.720 --> 00:26:17.520]   You can pass a bunch of other options,
[00:26:17.520 --> 00:26:20.000]   but I'm just gonna include a batch size of four.
[00:26:21.440 --> 00:26:26.120]   And that's going to actually create our data loaders.
[00:26:26.120 --> 00:26:28.000]   And then once you have your data loaders,
[00:26:28.000 --> 00:26:32.400]   they function very similar to how you use the data loaders
[00:26:32.400 --> 00:26:34.680]   in fast AI for any other task.
[00:26:34.680 --> 00:26:38.840]   So you have show batch and you have a bunch
[00:26:38.840 --> 00:26:41.520]   of different options you could pass in there for the,
[00:26:41.520 --> 00:26:43.200]   you can truncate the text,
[00:26:43.200 --> 00:26:46.280]   control how many examples you wanna see.
[00:26:46.280 --> 00:26:50.680]   And then we can also look under the covers and see,
[00:26:50.680 --> 00:26:52.480]   well, okay, this is nice.
[00:26:52.480 --> 00:26:53.600]   This is what it looks like,
[00:26:53.600 --> 00:26:56.280]   but what does it look like to the model?
[00:26:56.280 --> 00:27:00.720]   And so in fast AI, this data loaders objects
[00:27:00.720 --> 00:27:03.560]   has a nifty function called one batch.
[00:27:03.560 --> 00:27:06.520]   And what that's gonna do is just return a single batch
[00:27:06.520 --> 00:27:10.640]   of your training data.
[00:27:10.640 --> 00:27:15.640]   And so again, there are your inputs and your targets.
[00:27:15.640 --> 00:27:19.200]   And so we can go ahead and say, okay, we want the inputs,
[00:27:19.200 --> 00:27:23.080]   put in this XP variable, YB to reference our targets,
[00:27:23.080 --> 00:27:25.440]   and we can look at our XP.
[00:27:25.440 --> 00:27:28.080]   So here we're looking at our inputs
[00:27:28.080 --> 00:27:30.800]   and you can see we've specified a batch size of four
[00:27:30.800 --> 00:27:35.560]   and we see four attention mass entries
[00:27:35.560 --> 00:27:37.600]   in this attention mass tensor.
[00:27:37.600 --> 00:27:42.600]   And we see four items in this input IDs tensor.
[00:27:42.600 --> 00:27:46.800]   And that refers to whatever batch,
[00:27:46.800 --> 00:27:47.840]   I don't know if this is random
[00:27:47.840 --> 00:27:51.520]   or whatever, I think it's just a random batch at graph.
[00:27:51.520 --> 00:27:55.000]   So every time you run this, I think this is going to,
[00:27:55.000 --> 00:27:57.000]   well, it looks like it's giving the same results.
[00:27:57.000 --> 00:27:58.000]   So maybe I'm wrong.
[00:27:58.000 --> 00:28:02.400]   But anyway, so that's how you can actually look
[00:28:02.400 --> 00:28:04.720]   at your inputs.
[00:28:04.720 --> 00:28:06.400]   And you'll notice that one of the things
[00:28:06.400 --> 00:28:07.680]   that's different with blur
[00:28:07.680 --> 00:28:10.080]   is that I try to respect the hugging face,
[00:28:10.080 --> 00:28:12.320]   the idea that they have an inputs object
[00:28:12.320 --> 00:28:13.960]   and an outputs object.
[00:28:13.960 --> 00:28:17.160]   And so fast AI isn't designed natively
[00:28:17.160 --> 00:28:20.000]   to handle objects like this, right?
[00:28:20.000 --> 00:28:21.640]   That look like a dictionary.
[00:28:21.640 --> 00:28:24.960]   And so we can explore it in later sessions,
[00:28:24.960 --> 00:28:26.960]   but if you start looking at the documentation,
[00:28:26.960 --> 00:28:29.440]   you can see kind of how I compensate for that.
[00:28:29.440 --> 00:28:34.440]   Essentially, I use the hugging face input and outputs,
[00:28:34.440 --> 00:28:39.200]   but use callbacks in fast AI to translate them accordingly
[00:28:39.200 --> 00:28:41.000]   so that they work in fast AI,
[00:28:41.000 --> 00:28:44.080]   'cause out of the box, you can't send the dictionary
[00:28:44.080 --> 00:28:47.160]   like this through a model using fast AI.
[00:28:47.160 --> 00:28:48.120]   And then we'll look at other ways,
[00:28:48.120 --> 00:28:51.680]   'cause I think Fast Hugs does things
[00:28:51.680 --> 00:28:53.160]   maybe a little bit differently.
[00:28:53.160 --> 00:28:55.240]   I think Zach does something a little bit differently
[00:28:55.240 --> 00:28:56.760]   in Adapt NLP.
[00:28:56.760 --> 00:28:58.720]   So we'll explore those options
[00:28:58.720 --> 00:29:00.280]   and hear from the other authors
[00:29:00.280 --> 00:29:02.640]   as to what are the design guidelines
[00:29:02.640 --> 00:29:05.760]   that were driving those decisions.
[00:29:05.760 --> 00:29:08.080]   So once we have this,
[00:29:08.080 --> 00:29:13.080]   we can actually look at the batch information
[00:29:14.000 --> 00:29:16.240]   and this is always a good practice
[00:29:16.240 --> 00:29:20.200]   regardless of whether you're using hugging face
[00:29:20.200 --> 00:29:23.760]   or some other model is to really understand
[00:29:23.760 --> 00:29:25.640]   what your batches look like.
[00:29:25.640 --> 00:29:26.680]   This will save you a lot of time
[00:29:26.680 --> 00:29:28.160]   when you start troubleshooting
[00:29:28.160 --> 00:29:29.440]   and start getting information
[00:29:29.440 --> 00:29:32.960]   about shapes not being right or whatnot.
[00:29:32.960 --> 00:29:35.560]   And so we can see that here with blur,
[00:29:35.560 --> 00:29:37.480]   we have a batch that has,
[00:29:37.480 --> 00:29:42.480]   there's two things in the inputs.
[00:29:42.800 --> 00:29:45.520]   And one of those is the input IDs
[00:29:45.520 --> 00:29:48.680]   and that's got a shape of four by 512.
[00:29:48.680 --> 00:29:51.360]   And then we also have the attention mask,
[00:29:51.360 --> 00:29:53.360]   which is the same shape, right?
[00:29:53.360 --> 00:29:56.360]   And there's gonna be ones associated to numbers
[00:29:56.360 --> 00:29:59.880]   that the attention layer should pay attention to
[00:29:59.880 --> 00:30:02.800]   and zero for ones where it shouldn't.
[00:30:02.800 --> 00:30:07.000]   We can also see that we have four here,
[00:30:07.000 --> 00:30:10.400]   we have four items in the input IDs,
[00:30:10.400 --> 00:30:12.240]   which is what we expect.
[00:30:12.240 --> 00:30:14.200]   And then we can see for our targets,
[00:30:14.200 --> 00:30:16.480]   we also have four items.
[00:30:16.480 --> 00:30:19.560]   So this is just helpful for debugging
[00:30:19.560 --> 00:30:20.880]   and making sure things look right
[00:30:20.880 --> 00:30:22.720]   before you start training.
[00:30:22.720 --> 00:30:26.080]   So once we have that,
[00:30:26.080 --> 00:30:30.640]   before we look at like fine tuning next week,
[00:30:30.640 --> 00:30:34.840]   we can actually just like we did in the example above
[00:30:34.840 --> 00:30:38.200]   is we can actually run those inputs right here
[00:30:38.200 --> 00:30:41.880]   through our hugging face model.
[00:30:41.880 --> 00:30:44.240]   And just like we did above,
[00:30:44.240 --> 00:30:46.400]   we can look at the shape of the logist,
[00:30:46.400 --> 00:30:48.720]   we can look at the actual logist
[00:30:48.720 --> 00:30:53.720]   and we can go through the process of getting probabilities
[00:30:53.720 --> 00:30:56.880]   and then actually looking at the labels.
[00:30:56.880 --> 00:30:59.720]   So we can use a lot of the same code
[00:30:59.720 --> 00:31:02.200]   that we saw just from the raw hugging face library
[00:31:02.200 --> 00:31:05.840]   in conjunction with blur or any of the other libraries
[00:31:05.840 --> 00:31:07.960]   that we're gonna be looking at next week.
[00:31:09.520 --> 00:31:13.880]   Any questions from all that information?
[00:31:13.880 --> 00:31:18.560]   - I don't see any, but I'll just say like blur,
[00:31:18.560 --> 00:31:21.200]   I'm curious to check out adapt NLP as well,
[00:31:21.200 --> 00:31:23.480]   but it really feels like at least for blur,
[00:31:23.480 --> 00:31:25.240]   it's very fast AIE.
[00:31:25.240 --> 00:31:28.520]   So it doesn't feel it's a different library at all.
[00:31:28.520 --> 00:31:30.800]   - Cool, yeah.
[00:31:30.800 --> 00:31:33.120]   That's kind of like my goal is that
[00:31:33.120 --> 00:31:35.880]   if you've gone through the first course of fast AI,
[00:31:35.880 --> 00:31:37.240]   you should look at blur and be like,
[00:31:37.240 --> 00:31:39.520]   oh yeah, I understand how everything works.
[00:31:39.520 --> 00:31:41.000]   And then you could get into the docs
[00:31:41.000 --> 00:31:43.640]   and I try to make it as clear as possible.
[00:31:43.640 --> 00:31:46.800]   And if it's not, and there's documentation missing,
[00:31:46.800 --> 00:31:47.760]   I love PR.
[00:31:47.760 --> 00:31:51.480]   So if anybody wants to help on documentation
[00:31:51.480 --> 00:31:54.360]   or testing or improving it, submit them.
[00:31:54.360 --> 00:31:56.480]   But yeah, that's kind of my goals
[00:31:56.480 --> 00:31:58.120]   that if you've gone through the first course,
[00:31:58.120 --> 00:31:59.680]   even just the first few sessions,
[00:31:59.680 --> 00:32:01.360]   it should be pretty straightforward
[00:32:01.360 --> 00:32:03.480]   how to work with the library, I hope.
[00:32:05.960 --> 00:32:10.960]   So the next slide we'll look at is,
[00:32:10.960 --> 00:32:14.240]   so now that we kind of have
[00:32:14.240 --> 00:32:16.040]   what's going on in the pipeline, right?
[00:32:16.040 --> 00:32:18.280]   We know how to actually code that
[00:32:18.280 --> 00:32:20.200]   just using pure hugging face.
[00:32:20.200 --> 00:32:24.680]   We've seen an example of how to code that with blur is,
[00:32:24.680 --> 00:32:29.000]   we have the idea of models
[00:32:29.000 --> 00:32:31.800]   and just like someone asked previously
[00:32:31.800 --> 00:32:33.640]   is why do we use auto model
[00:32:33.640 --> 00:32:38.640]   versus just the specific model we wanna use?
[00:32:38.640 --> 00:32:40.960]   It's really just to make it simple
[00:32:40.960 --> 00:32:42.600]   if we wanna play with different models.
[00:32:42.600 --> 00:32:44.240]   So it just reduces your code,
[00:32:44.240 --> 00:32:46.000]   makes things simpler to understand,
[00:32:46.000 --> 00:32:50.640]   simpler to run tests and experiments with.
[00:32:50.640 --> 00:32:53.240]   And with the auto model,
[00:32:53.240 --> 00:32:57.480]   probably the most important method is from pre-trained.
[00:32:57.480 --> 00:33:01.520]   And again, this is where we pass our checkpoint
[00:33:01.520 --> 00:33:03.440]   or if we're using a pre-trained model
[00:33:03.440 --> 00:33:04.280]   that we've created,
[00:33:04.280 --> 00:33:07.680]   we would pass like the path to the folder
[00:33:07.680 --> 00:33:11.200]   our train artifacts are in.
[00:33:11.200 --> 00:33:13.200]   And we'll look at that in just a second.
[00:33:13.200 --> 00:33:17.720]   But basically is, so from pre-trained,
[00:33:17.720 --> 00:33:20.720]   the model is now initialized with weights,
[00:33:20.720 --> 00:33:22.600]   with all the weights of that checkpoint
[00:33:22.600 --> 00:33:24.240]   and it could be used directly for inference
[00:33:24.240 --> 00:33:26.280]   on the task it was trained on
[00:33:26.280 --> 00:33:29.600]   and it can also be fine tuned on a new task.
[00:33:30.600 --> 00:33:34.240]   So remember, like we looked at that SST2 model
[00:33:34.240 --> 00:33:37.040]   and based on this,
[00:33:37.040 --> 00:33:39.160]   actually I think that the classification head
[00:33:39.160 --> 00:33:43.040]   does have learned weights, not a hundred percent sure,
[00:33:43.040 --> 00:33:45.640]   but you could actually take that model and say,
[00:33:45.640 --> 00:33:48.640]   hey, I wanna use that same checkpoint,
[00:33:48.640 --> 00:33:52.920]   but I have 30 classes and you could pass in,
[00:33:52.920 --> 00:33:55.040]   you know, a number of labels equals 30
[00:33:55.040 --> 00:33:57.320]   and it would alter that classification head.
[00:33:57.320 --> 00:33:59.440]   And then in that case,
[00:33:59.440 --> 00:34:01.680]   absolutely I know that those weights are gonna be random
[00:34:01.680 --> 00:34:03.680]   because it wasn't trained on that task.
[00:34:03.680 --> 00:34:09.240]   So from pre-trained is probably the method
[00:34:09.240 --> 00:34:14.000]   you're going to be using most
[00:34:14.000 --> 00:34:17.080]   and learn most about as you start using transformers.
[00:34:17.080 --> 00:34:19.880]   We also have a safe pre-trained.
[00:34:19.880 --> 00:34:23.400]   So if you want to save your pre-trained model
[00:34:23.400 --> 00:34:26.720]   and or not your pre-trained, but your train model,
[00:34:26.720 --> 00:34:30.760]   and that you've initialized from a pre-trained checkpoint
[00:34:30.760 --> 00:34:33.920]   and tokenizer, you're going to use this safe
[00:34:33.920 --> 00:34:35.440]   pre-trained method.
[00:34:35.440 --> 00:34:36.800]   And essentially what this is gonna do
[00:34:36.800 --> 00:34:38.920]   is create a couple of files.
[00:34:38.920 --> 00:34:41.160]   One is a config.json.
[00:34:41.160 --> 00:34:44.160]   And this is essentially all the attributes
[00:34:44.160 --> 00:34:46.920]   that are necessary to reconstruct the architecture
[00:34:46.920 --> 00:34:48.400]   and what you trained it for.
[00:34:48.400 --> 00:34:51.120]   So in this case, if I actually did take
[00:34:51.120 --> 00:34:52.920]   that distilled BERT model
[00:34:52.920 --> 00:34:57.280]   and I trained it on a task with 30 labels,
[00:34:57.280 --> 00:34:58.800]   you would see like the number of labels
[00:34:58.800 --> 00:35:00.320]   would be set to 30 in here.
[00:35:00.320 --> 00:35:03.240]   So folks would know whether they could just use it as is
[00:35:03.240 --> 00:35:05.840]   or we'd have to change that up.
[00:35:05.840 --> 00:35:08.000]   And then we also have the .bin file.
[00:35:08.000 --> 00:35:10.520]   And this is simply a state dictionary.
[00:35:10.520 --> 00:35:13.640]   It contains all your models and weights.
[00:35:13.640 --> 00:35:19.480]   And so I'm gonna go back to the CoLab here
[00:35:21.600 --> 00:35:23.400]   and let's see.
[00:35:23.400 --> 00:35:35.400]   So before we get to the save and pre-trained,
[00:35:35.400 --> 00:35:38.920]   just as a little preview of what you'll see next week,
[00:35:38.920 --> 00:35:41.760]   I'm not gonna do fine tuning right now,
[00:35:41.760 --> 00:35:46.760]   but I'm actually going to create a learner
[00:35:46.760 --> 00:35:51.400]   using the Blur library for the checkpoint
[00:35:51.400 --> 00:35:53.440]   that we have above at the data loaders.
[00:35:53.440 --> 00:35:56.720]   And you can see like once I have that learner,
[00:35:56.720 --> 00:35:58.000]   that is like freeze, unfreeze.
[00:35:58.000 --> 00:35:59.720]   So things that you are already familiar with
[00:35:59.720 --> 00:36:03.200]   in Fast.ai work, we can actually look at the results.
[00:36:03.200 --> 00:36:04.360]   So I'm not training it.
[00:36:04.360 --> 00:36:06.640]   We're just looking at the results right now.
[00:36:06.640 --> 00:36:09.520]   And you'll see that the results are already
[00:36:09.520 --> 00:36:11.880]   probably gonna be really good.
[00:36:11.880 --> 00:36:13.840]   Most of the models that are in Hugging Face
[00:36:13.840 --> 00:36:14.680]   have been trained.
[00:36:14.680 --> 00:36:16.320]   And if you're looking at models that are trained
[00:36:16.320 --> 00:36:18.880]   on the same task that you're looking at,
[00:36:18.880 --> 00:36:21.480]   they're already gonna probably be pretty good.
[00:36:21.480 --> 00:36:23.280]   So we can look at the results.
[00:36:23.280 --> 00:36:26.160]   And as I mentioned, I have a bunch of different
[00:36:26.160 --> 00:36:29.280]   kind of helper functions like Blur predict
[00:36:29.280 --> 00:36:33.360]   that can take one or more pieces of text.
[00:36:33.360 --> 00:36:37.000]   And we'll tell you the label, the label index,
[00:36:37.000 --> 00:36:39.480]   as well as give you those probabilities right there,
[00:36:39.480 --> 00:36:41.200]   just with one line of code.
[00:36:41.200 --> 00:36:44.880]   But what I wanted to show you is with models
[00:36:44.880 --> 00:36:47.880]   is we talked about that save pre-trained.
[00:36:47.880 --> 00:36:52.880]   And so I can also go here and I'm just gonna create
[00:36:52.880 --> 00:36:55.440]   my model directory.
[00:36:55.440 --> 00:36:59.560]   And then I am going to save the...
[00:36:59.560 --> 00:37:02.560]   So after actually learning and training,
[00:37:02.560 --> 00:37:06.200]   this is going to have some modified weights to it, right?
[00:37:06.200 --> 00:37:10.680]   And I'm going to save the model and the tokenizer
[00:37:10.680 --> 00:37:15.680]   that I'm using into that directory there, right?
[00:37:15.680 --> 00:37:16.920]   And this is everything.
[00:37:16.920 --> 00:37:19.800]   So when we look later on actually pushing our models
[00:37:19.800 --> 00:37:21.760]   to the hub, so we have that hub, right?
[00:37:21.760 --> 00:37:23.560]   The Hugging Face model hub, which has just,
[00:37:23.560 --> 00:37:24.880]   you know, all kinds of models.
[00:37:24.880 --> 00:37:28.040]   You can actually use a library like Blur
[00:37:28.040 --> 00:37:33.040]   and probably adapt or Fast Tugs to train a model,
[00:37:33.040 --> 00:37:36.320]   save those artifacts and push them to the hub
[00:37:36.320 --> 00:37:38.480]   and make that available to others.
[00:37:38.480 --> 00:37:42.680]   And you can see like I'm actually with Blur,
[00:37:42.680 --> 00:37:46.400]   I have the Hugging Face model as part of the model
[00:37:46.400 --> 00:37:48.680]   that's passed in or associated to the learner.
[00:37:48.680 --> 00:37:53.960]   But we can see if I look at the model versus this one,
[00:37:53.960 --> 00:37:56.160]   it's the same object.
[00:37:56.160 --> 00:37:58.080]   So this is the object that's getting modified,
[00:37:58.080 --> 00:38:00.040]   the weights are getting changed.
[00:38:00.040 --> 00:38:02.960]   And I'm gonna look at that directory.
[00:38:02.960 --> 00:38:06.640]   So you can see that some of the artifacts we talked about
[00:38:06.640 --> 00:38:11.640]   with the model save pre-trainer in there,
[00:38:11.640 --> 00:38:14.920]   as well as some of the tokenizer, like the vocab
[00:38:14.920 --> 00:38:18.000]   and its configuration as well.
[00:38:18.000 --> 00:38:20.120]   And just to prove that we can now use this,
[00:38:20.120 --> 00:38:22.960]   so imagine this is trained and we wanna use it.
[00:38:22.960 --> 00:38:27.680]   Notice that instead of passing a name from the hub,
[00:38:27.680 --> 00:38:32.320]   I'm just gonna actually pass this path
[00:38:32.320 --> 00:38:34.760]   to the my model directory.
[00:38:34.760 --> 00:38:37.440]   And when we look at it, we can see it's Distilbert,
[00:38:37.440 --> 00:38:40.720]   it's using the Distilbert config, the right tokenizer,
[00:38:40.720 --> 00:38:43.600]   and it's using the correct model architecture
[00:38:43.600 --> 00:38:46.040]   for sequence classification.
[00:38:46.040 --> 00:38:47.720]   So that's just a little like to show you
[00:38:47.720 --> 00:38:52.440]   that you can use blur or you can just,
[00:38:52.440 --> 00:38:54.200]   after it's done its training
[00:38:54.200 --> 00:38:58.440]   and actually just access those objects you created up here,
[00:38:58.440 --> 00:39:05.280]   oops, right here, you can actually use those objects
[00:39:05.280 --> 00:39:10.280]   then to save all the necessary things
[00:39:10.280 --> 00:39:13.320]   to be able to use it in the future or to push it to the hub.
[00:39:14.320 --> 00:39:19.320]   And I think that is it from this part here.
[00:39:19.320 --> 00:39:25.760]   Any questions come up, Sanyam?
[00:39:25.760 --> 00:39:26.960]   - Nope, nothing so far.
[00:39:26.960 --> 00:39:29.400]   I just wanted to point out that when we were starting this,
[00:39:29.400 --> 00:39:32.320]   everyone was like assuming they might need resources
[00:39:32.320 --> 00:39:34.080]   to access to resources,
[00:39:34.080 --> 00:39:38.040]   but like things work really well inside of Colab as well.
[00:39:38.040 --> 00:39:38.920]   - Oh yeah, yeah.
[00:39:38.920 --> 00:39:41.480]   Sometimes you gotta like tweak things a little bit,
[00:39:42.600 --> 00:39:46.280]   but hopefully at least I think,
[00:39:46.280 --> 00:39:48.520]   I noticed that the Colab from the course
[00:39:48.520 --> 00:39:51.640]   doesn't always work and you have to change things,
[00:39:51.640 --> 00:39:53.840]   but you should be able to, you know,
[00:39:53.840 --> 00:39:56.720]   muck with it enough to be able to get it to work.
[00:39:56.720 --> 00:40:00.360]   So anyway, so with that,
[00:40:00.360 --> 00:40:04.440]   the next part of the course goes through tokenizers.
[00:40:04.440 --> 00:40:05.920]   And we've already talked about that,
[00:40:05.920 --> 00:40:08.240]   the job of the tokenizer is to take raw text
[00:40:08.240 --> 00:40:10.480]   and convert it to numbers.
[00:40:10.480 --> 00:40:14.120]   And there's a variety of algorithms.
[00:40:14.120 --> 00:40:17.400]   And if you go through the course,
[00:40:17.400 --> 00:40:20.240]   they kind of have like a little video segment
[00:40:20.240 --> 00:40:22.800]   on each of them and pros and cons.
[00:40:22.800 --> 00:40:25.680]   So like probably the most basic would be like
[00:40:25.680 --> 00:40:28.800]   a word-based tokenizer that splits on spaces,
[00:40:28.800 --> 00:40:31.560]   but this is typically not desirable
[00:40:31.560 --> 00:40:34.080]   because it creates large vocabularies,
[00:40:34.080 --> 00:40:38.680]   which makes it harder to train your models.
[00:40:38.680 --> 00:40:41.160]   You lose meaning across related words.
[00:40:41.160 --> 00:40:43.720]   So like if you had the word dog and dogs,
[00:40:43.720 --> 00:40:46.080]   those would have two separate,
[00:40:46.080 --> 00:40:47.320]   those would be two separate tokens.
[00:40:47.320 --> 00:40:49.840]   So they would have two separate IDs,
[00:40:49.840 --> 00:40:51.360]   which means that the embedding learn
[00:40:51.360 --> 00:40:52.840]   for each one would be different,
[00:40:52.840 --> 00:40:56.280]   even though they are very semantically similar.
[00:40:56.280 --> 00:41:00.760]   And these also produce a lot of unk or unknown tokens
[00:41:00.760 --> 00:41:03.400]   because they're not in a vocabulary.
