
[00:00:00.000 --> 00:00:06.840]   [APPLAUSE]
[00:18:29.520 --> 00:18:33.840]   where they just don't know how to break up with this person,
[00:18:33.840 --> 00:18:35.580]   because it feels so personal.
[00:18:35.580 --> 00:18:37.200]   But they're such nice people, right?
[00:18:37.200 --> 00:18:41.580]   They're all doing it for free, right?
[00:18:41.580 --> 00:18:43.740]   Oh, no, they're not, are they?
[00:18:43.740 --> 00:18:47.460]   So let's say that you have $1 million with this person,
[00:18:47.460 --> 00:18:50.400]   and they have this 1% AUM fee.
[00:18:50.400 --> 00:18:53.060]   What is a 1% AUM fee?
[00:18:53.060 --> 00:18:55.780]   What is that? $10,000.
[00:18:55.780 --> 00:18:57.100]   Nice friend.
[00:18:57.100 --> 00:18:57.740]   Yeah.
[00:18:57.740 --> 00:19:00.660]   Then you're like, oh, OK, well, things
[00:19:00.660 --> 00:19:04.920]   are a little different now that I know how much I'm paying.
[00:19:04.920 --> 00:19:07.960]   And so this is where you can get a little bit more objectivity
[00:19:07.960 --> 00:19:09.620]   just by doing a little bit of research.
[00:19:09.620 --> 00:19:13.200]   So what you want to do is pull up an email and say, hey,
[00:19:13.200 --> 00:19:14.520]   I was just at this conference.
[00:19:14.520 --> 00:19:16.320]   I'm learning a lot more about my money.
[00:19:16.320 --> 00:19:18.300]   And I'd like to know, there's this thing--
[00:19:18.300 --> 00:19:19.960]   I don't really know what it all means,
[00:19:19.960 --> 00:19:21.800]   but maybe you could answer this question.
[00:19:21.800 --> 00:19:23.400]   What's this AUM fee?
[00:19:23.400 --> 00:19:25.760]   Do you have one?
[00:19:25.760 --> 00:19:29.480]   And then are there fees on the funds themselves?
[00:19:29.480 --> 00:19:33.440]   I'm just trying to understand it all.
[00:19:33.440 --> 00:19:36.040]   And then you'll be switching financial advisors after that.
[00:19:36.040 --> 00:19:40.760]   There's a lot of financial advisor training
[00:19:40.760 --> 00:19:44.600]   on hooking the client by being their life advisor,
[00:19:44.600 --> 00:19:48.560]   and that's nothing I believe in.
[00:19:48.560 --> 00:19:51.640]   So in this session, we've talked primarily
[00:19:51.640 --> 00:19:54.040]   about savings and investing.
[00:19:54.040 --> 00:19:56.800]   But I want to ask you to just--
[00:19:56.800 --> 00:20:00.880]   what are some of the other really important messages
[00:20:00.880 --> 00:20:04.660]   you would give people here in the context of a 101
[00:20:04.660 --> 00:20:08.160]   program on things beyond saving and investing
[00:20:08.160 --> 00:20:13.960]   that are really important for their financial well-being?
[00:20:13.960 --> 00:20:18.400]   I have one interesting stat.
[00:20:18.400 --> 00:20:20.200]   And I was reminded of this when SC
[00:20:20.200 --> 00:20:23.120]   was talking about someone that's maybe 40 that's fallen behind
[00:20:23.120 --> 00:20:26.520]   and wished they would have.
[00:20:26.520 --> 00:20:32.600]   We've helped a couple million people probably go through
[00:20:32.600 --> 00:20:35.560]   and really kind of radically change the way
[00:20:35.560 --> 00:20:36.760]   they think about their money.
[00:20:36.760 --> 00:20:39.680]   And what happens is they start to spend their money on things
[00:20:39.680 --> 00:20:40.720]   they really care about.
[00:20:40.720 --> 00:20:43.840]   A lot of times, that looks like paying off debt and investing.
[00:20:43.840 --> 00:20:48.280]   And so I've asked maybe a couple hundred people
[00:20:48.280 --> 00:20:50.020]   this direct question where I say, listen,
[00:20:50.020 --> 00:20:55.240]   you were living paycheck to paycheck just right
[00:20:55.240 --> 00:20:57.440]   at the edge for years.
[00:20:57.440 --> 00:21:00.800]   And then suddenly, you have this extra money.
[00:21:00.800 --> 00:21:03.800]   And you paid off thousands of dollars in debt.
[00:21:03.800 --> 00:21:05.920]   And your net worth just completely transformed
[00:21:05.920 --> 00:21:08.120]   in short order.
[00:21:08.120 --> 00:21:09.600]   What was your secret?
[00:21:09.600 --> 00:21:10.720]   Did you get a big raise?
[00:21:10.720 --> 00:21:11.840]   Did you change jobs?
[00:21:11.840 --> 00:21:16.200]   Did you downsize and do a big financial big shift like that?
[00:21:16.200 --> 00:21:20.140]   And of those couple hundred people that I've asked,
[00:21:20.140 --> 00:21:22.940]   this isn't scientific, but it is true.
[00:21:22.940 --> 00:21:27.360]   I have gotten the same answer every single time.
[00:21:27.360 --> 00:21:32.380]   And these are success stories that I'm talking to.
[00:21:32.380 --> 00:21:36.140]   But they'll say, well, we cut back on our spending.
[00:21:36.140 --> 00:21:38.700]   And that just means they spend differently.
[00:21:38.700 --> 00:21:40.460]   And I say, well, where did you cut back?
[00:21:40.460 --> 00:21:42.820]   And I'm not kidding you.
[00:21:42.820 --> 00:21:49.340]   100% of respondents say they eat out less.
[00:21:49.340 --> 00:21:53.700]   And so for all the talk about, gosh, how do I do this?
[00:21:53.700 --> 00:21:54.900]   How do I do this?
[00:21:54.900 --> 00:21:59.100]   I'm just telling you a response from a couple hundred people
[00:21:59.100 --> 00:22:02.300]   that suddenly found thousands and thousands and thousands
[00:22:02.300 --> 00:22:04.980]   of extra dollars over some meaningful period of time
[00:22:04.980 --> 00:22:07.100]   and that turned them around.
[00:22:07.100 --> 00:22:09.220]   I don't know why that is, but it is.
[00:22:09.220 --> 00:22:12.300]   And so you can just take that one little nugget
[00:22:12.300 --> 00:22:15.460]   and not go out to eat tonight, I guess.
[00:22:15.460 --> 00:22:18.060]   I don't know what you'll do with it.
[00:22:18.060 --> 00:22:20.700]   You're on your own tonight, if I heard correctly.
[00:22:20.700 --> 00:22:23.100]   So yeah.
[00:22:23.100 --> 00:22:24.060]   Couple of things.
[00:22:24.060 --> 00:22:25.540]   Maybe I'm jumping in front here.
[00:22:25.540 --> 00:22:31.100]   But have a will, have powers of attorney,
[00:22:31.100 --> 00:22:34.660]   financial powers of attorney, health care power of attorney.
[00:22:34.660 --> 00:22:37.460]   Do some real basic estate planning.
[00:22:37.460 --> 00:22:39.100]   So many people don't.
[00:22:39.100 --> 00:22:41.140]   And I see a lot of people who have trust accounts
[00:22:41.140 --> 00:22:43.260]   and they're not funded, there's nothing in it.
[00:22:43.260 --> 00:22:45.100]   You say, well, the will is going to do that.
[00:22:45.100 --> 00:22:46.020]   Well, guess what?
[00:22:46.020 --> 00:22:47.980]   If the will does that, it means it
[00:22:47.980 --> 00:22:49.740]   goes through probate, which defeats
[00:22:49.740 --> 00:22:52.860]   the purpose of having the trust account to begin with.
[00:22:52.860 --> 00:22:55.340]   And the second thing is-- and again, if I'm jumping ahead--
[00:22:55.340 --> 00:22:56.020]   insurance.
[00:22:56.020 --> 00:22:59.220]   Insure your most valuable asset, which
[00:22:59.220 --> 00:23:01.180]   is your ability to earn money.
[00:23:01.180 --> 00:23:03.820]   So have the correct life insurance, term life insurance,
[00:23:03.820 --> 00:23:09.300]   low cost insurance, and disability insurance.
[00:23:09.300 --> 00:23:10.340]   Super great there.
[00:23:10.340 --> 00:23:15.020]   The other thing I would add that we didn't discuss is our time.
[00:23:15.020 --> 00:23:21.940]   And when I was younger, money was more important than time.
[00:23:21.940 --> 00:23:25.860]   But as I've got three children, and we've
[00:23:25.860 --> 00:23:29.020]   gotten closer to financial independence as a couple,
[00:23:29.020 --> 00:23:32.300]   my husband and I have realized that there is nothing
[00:23:32.300 --> 00:23:34.500]   more precious than our time.
[00:23:34.500 --> 00:23:37.140]   And we have learned how to part with money,
[00:23:37.140 --> 00:23:38.820]   because you have to learn how to spend
[00:23:38.820 --> 00:23:41.780]   when you have been a significant saver,
[00:23:41.780 --> 00:23:44.820]   to buy back hours of our time.
[00:23:44.820 --> 00:23:50.940]   So we discuss that a lot, what the value of our time
[00:23:50.940 --> 00:23:52.900]   as a family is together and how much
[00:23:52.900 --> 00:23:54.780]   we're willing to pay for that.
[00:23:54.780 --> 00:23:58.300]   So for instance, I have recently purchased a lot of my time
[00:23:58.300 --> 00:24:01.580]   back in my business by hiring people.
[00:24:01.580 --> 00:24:03.940]   So I don't have to work as much, and I can meet
[00:24:03.940 --> 00:24:05.540]   my daughter at the bus stop.
[00:24:05.540 --> 00:24:07.420]   That's really important to me.
[00:24:07.420 --> 00:24:12.140]   So you can also think about things a lot more differently
[00:24:12.140 --> 00:24:14.540]   when you start approaching financial independence.
[00:24:14.540 --> 00:24:18.300]   It's a big reason to get there, because you're essentially not
[00:24:18.300 --> 00:24:19.140]   retiring.
[00:24:19.140 --> 00:24:23.020]   You're buying your hours, which I think is priceless, right?
[00:24:23.020 --> 00:24:31.260]   And I would say, have a healthy relationship with money.
[00:24:31.260 --> 00:24:33.700]   Determine what makes you happy.
[00:24:33.700 --> 00:24:37.620]   I remember as a kid, if I went to the movies with my friends,
[00:24:37.620 --> 00:24:40.700]   it would be over within two hours.
[00:24:40.700 --> 00:24:43.380]   If I bought stuff, I could have it forever.
[00:24:43.380 --> 00:24:46.060]   I had it completely backwards.
[00:24:46.060 --> 00:24:48.380]   Similar, not exactly what you do,
[00:24:48.380 --> 00:24:51.820]   I see, but I define wealth in terms of years.
[00:24:51.820 --> 00:24:53.220]   Who's wealthier?
[00:24:53.220 --> 00:24:58.900]   Someone with $500,000 and needs $20,000 above Social Security
[00:24:58.900 --> 00:25:00.020]   to live on?
[00:25:00.020 --> 00:25:03.540]   They have 25 years worth of financial freedom.
[00:25:03.540 --> 00:25:06.180]   Or somebody that has $20 million,
[00:25:06.180 --> 00:25:09.860]   but they need $10 million a year to live on.
[00:25:09.860 --> 00:25:12.180]   They have two years worth of financial freedom.
[00:25:12.180 --> 00:25:13.220]   They're poor.
[00:25:13.220 --> 00:25:15.020]   And who do you think is probably happier?
[00:25:15.020 --> 00:25:20.420]   Jesse, do you have any other thoughts for us
[00:25:20.420 --> 00:25:23.460]   on how to spend thoughtfully?
[00:25:23.460 --> 00:25:27.740]   Make those decisions of how to spend our money.
[00:25:27.740 --> 00:25:29.580]   I mentioned already that the tense is,
[00:25:29.580 --> 00:25:31.900]   you just have to make sure that you have it in context.
[00:25:31.900 --> 00:25:34.900]   So a pile of money in a bank account
[00:25:34.900 --> 00:25:37.220]   only tells you how much money is in the bank account.
[00:25:37.220 --> 00:25:39.260]   It actually lies, really.
[00:25:39.260 --> 00:25:41.420]   It's a lie.
[00:25:41.420 --> 00:25:43.780]   And people will sometimes use that pile of money to say,
[00:25:43.780 --> 00:25:45.060]   I think I can afford this.
[00:25:45.060 --> 00:25:47.180]   I think I can afford that.
[00:25:47.180 --> 00:25:47.900]   And they're wrong.
[00:25:47.900 --> 00:25:49.980]   That question of, can I afford something,
[00:25:49.980 --> 00:25:51.940]   or should I spend money on this, is
[00:25:51.940 --> 00:25:54.180]   a pretty stressful question.
[00:25:54.180 --> 00:25:55.940]   If you're living paycheck to paycheck,
[00:25:55.940 --> 00:25:57.900]   or if you're just in the habit of not spending,
[00:25:57.900 --> 00:25:59.660]   it also can stress you out.
[00:25:59.660 --> 00:26:04.220]   And so the only part that's really important
[00:26:04.220 --> 00:26:08.480]   is to make sure that you see that pile of money with purpose,
[00:26:08.480 --> 00:26:09.820]   and that purpose is yours.
[00:26:09.820 --> 00:26:11.980]   But as you see it broken down with purpose,
[00:26:11.980 --> 00:26:14.740]   the answers do start to show themselves.
[00:26:14.740 --> 00:26:16.380]   It's not rocket science.
[00:26:16.380 --> 00:26:17.420]   It's not brain surgery.
[00:26:17.420 --> 00:26:20.660]   It's just you with the right context.
[00:26:20.660 --> 00:26:24.860]   And recognizing that money is, by definition, finite,
[00:26:24.860 --> 00:26:27.460]   and that finiteness, that scarcity,
[00:26:27.460 --> 00:26:29.220]   actually instructs you--
[00:26:29.220 --> 00:26:32.620]   we often tell people that scarcity is clarity.
[00:26:32.620 --> 00:26:35.860]   Meaning, the fact that you don't have an unlimited amount
[00:26:35.860 --> 00:26:38.540]   presses you to trade off and decide
[00:26:38.540 --> 00:26:40.580]   what's most important to you.
[00:26:40.580 --> 00:26:41.140]   Thank you.
[00:26:41.140 --> 00:26:43.260]   I think that's a great note to end on.
[00:26:43.260 --> 00:26:46.140]   I want to thank our panel for giving us
[00:26:46.140 --> 00:26:48.860]   a lot of really great specific pointers,
[00:26:48.860 --> 00:26:51.100]   but also, almost more importantly,
[00:26:51.100 --> 00:26:55.560]   giving us a framework to think about a lot of these questions
[00:26:55.560 --> 00:26:56.940]   around money.
[00:26:56.940 --> 00:26:57.700]   Thank you all.
[00:26:57.700 --> 00:27:01.060]   [APPLAUSE]
[00:27:01.060 --> 00:27:11.060]   [BLANK_AUDIO]

