
[00:00:00.000 --> 00:00:06.280]   Welcome back everyone.
[00:18:03.780 --> 00:18:06.300]   it might not be so clear which one you should choose,
[00:18:06.300 --> 00:18:07.560]   maybe it doesn't matter.
[00:18:07.560 --> 00:18:10.960]   That's a nuanced lesson that I think is really powerful to
[00:18:10.960 --> 00:18:13.740]   teach and we can't really teach it if all we
[00:18:13.740 --> 00:18:16.380]   do is offer point estimates of model performance.
[00:18:16.380 --> 00:18:20.780]   We really need to see the full curve to see that level of nuance.
[00:18:20.780 --> 00:18:23.980]   I know that NLPers love their results tables,
[00:18:23.980 --> 00:18:25.660]   you should have results tables,
[00:18:25.660 --> 00:18:28.700]   but maybe you could supplement them with some figures that would
[00:18:28.700 --> 00:18:32.620]   give us a fuller picture of what was going on.
[00:18:32.620 --> 00:18:37.180]   Final topic, the role of random parameter initialization.
[00:18:37.180 --> 00:18:40.880]   Most deep learning models have parameters that are random at the start.
[00:18:40.880 --> 00:18:42.100]   Even if they're pre-trained,
[00:18:42.100 --> 00:18:45.500]   there are usually some random parameters in the mix there.
[00:18:45.500 --> 00:18:47.700]   This is clearly meaningful for
[00:18:47.700 --> 00:18:50.420]   the non-convex problems that we're posing.
[00:18:50.420 --> 00:18:52.560]   Simpler models can be impacted as well,
[00:18:52.560 --> 00:18:55.100]   but it's especially pressing in the deep learning era.
[00:18:55.100 --> 00:18:57.980]   Here is a relatively recent paper showing actually that
[00:18:57.980 --> 00:19:00.820]   different initializations for neural sequence models
[00:19:00.820 --> 00:19:05.280]   led to statistically significant differences in performance.
[00:19:05.280 --> 00:19:09.340]   A number of recent systems were actually indistinguishable in terms of
[00:19:09.340 --> 00:19:13.920]   their raw performance once we took this source of variation into account.
[00:19:13.920 --> 00:19:15.780]   There's a related issue here of
[00:19:15.780 --> 00:19:19.100]   catastrophic failure from unlucky initializations.
[00:19:19.100 --> 00:19:21.920]   Sometimes that happens, sometimes you see it,
[00:19:21.920 --> 00:19:23.880]   sometimes it's hard to notice.
[00:19:23.880 --> 00:19:28.300]   There's a question of how to report that as part of overall system performance.
[00:19:28.300 --> 00:19:30.540]   We need to be reflective about this.
[00:19:30.540 --> 00:19:32.940]   Maybe the bottom line here is just for
[00:19:32.940 --> 00:19:36.160]   the associated notebook for this unit, evaluation methods.
[00:19:36.160 --> 00:19:39.880]   I just showed you with the classic XOR problem,
[00:19:39.880 --> 00:19:41.220]   which has always been used to
[00:19:41.220 --> 00:19:44.200]   motivate the powerful models that we work with now,
[00:19:44.200 --> 00:19:46.580]   that you don't actually get success for
[00:19:46.580 --> 00:19:49.320]   a simple feed-forward network for that problem.
[00:19:49.320 --> 00:19:51.620]   Eight out of 10 times it succeeds,
[00:19:51.620 --> 00:19:54.680]   and two out of the 10 times it's a colossal failure.
[00:19:54.680 --> 00:19:59.060]   That is a glimpse of just how important initialization can be.
[00:19:59.060 --> 00:20:03.120]   Since we don't analytically understand why we're seeing this variation,
[00:20:03.120 --> 00:20:08.620]   the best response if you can afford it is a bunch more experiments.
[00:20:08.620 --> 00:20:13.460]   Let's wrap up. A lot of this in the back of my mind is
[00:20:13.460 --> 00:20:15.780]   oriented toward helping you with the protocols,
[00:20:15.780 --> 00:20:19.140]   which is a document associated with your final project,
[00:20:19.140 --> 00:20:21.800]   where you give us the nuts and bolts of the project,
[00:20:21.800 --> 00:20:25.180]   and try to identify any obstacles to success.
[00:20:25.180 --> 00:20:28.460]   All the lessons we've been teaching throughout this series are
[00:20:28.460 --> 00:20:30.840]   oriented toward helping you think critically about
[00:20:30.840 --> 00:20:36.020]   this protocol and ultimately set up a firm foundation for your project.
[00:20:36.020 --> 00:20:38.060]   With that out of the way, I thought I would look
[00:20:38.060 --> 00:20:41.340]   ahead to this moment and the future.
[00:20:41.340 --> 00:20:46.260]   I think this is an ideal moment for innovation in surprising new places.
[00:20:46.260 --> 00:20:50.500]   Architecture innovation, way overrated at this point.
[00:20:50.500 --> 00:20:51.900]   I mean, it's still important,
[00:20:51.900 --> 00:20:55.440]   but it is overrated relative to the amount of things people do.
[00:20:55.440 --> 00:20:58.760]   Metric innovation, way underrated.
[00:20:58.760 --> 00:21:02.880]   It's been a theme of these lectures that we need to think very carefully about
[00:21:02.880 --> 00:21:05.360]   our metrics because they are our guideposts
[00:21:05.360 --> 00:21:08.040]   toward whether we're succeeding or not.
[00:21:08.040 --> 00:21:10.420]   Relatedly, evaluations in general.
[00:21:10.420 --> 00:21:11.620]   We need innovation there.
[00:21:11.620 --> 00:21:14.840]   This is way underrated by the community at this point.
[00:21:14.840 --> 00:21:16.900]   Task innovation, underrated.
[00:21:16.900 --> 00:21:18.080]   We are seeing some things,
[00:21:18.080 --> 00:21:19.840]   so it's not as bad as two and three,
[00:21:19.840 --> 00:21:23.280]   but still we should all be participating in this area.
[00:21:23.280 --> 00:21:26.520]   Then finally, exhaustive hyperparameter search.
[00:21:26.520 --> 00:21:29.120]   You need to weigh this against other factors.
[00:21:29.120 --> 00:21:33.440]   There is more at play here than just that pristine scientific paradigm.
[00:21:33.440 --> 00:21:36.600]   We need to think about costs in every sense and
[00:21:36.600 --> 00:21:40.000]   how it relates to the innovations that we're likely to see.
[00:21:40.000 --> 00:21:41.980]   I'm pitching a pragmatic approach,
[00:21:41.980 --> 00:21:44.360]   but I'm also exhorting you to think
[00:21:44.360 --> 00:21:49.760]   expansively about how you might participate in pushing the field forward.
[00:21:49.760 --> 00:21:59.760]   [BLANK_AUDIO]

