
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:31:51.680 --> 00:32:01.680]   Which means if you are going to invest $100, then figure out how long it takes you to earn $100 and try to dedicate that towards learning about something.
[00:32:01.680 --> 00:32:06.680]   You shouldn't treat $100 lightly, especially if your hourly wage is $10 an hour.
[00:32:06.680 --> 00:32:15.680]   You shouldn't just automatically throw money in your 401(k) and put $100 a month there when you've never done any research on what you should buy in that 401(k).
[00:32:15.680 --> 00:32:17.680]   That's a foolish decision.
[00:32:17.680 --> 00:32:20.680]   Same thing with $1,000 and same thing with $100,000.
[00:32:20.680 --> 00:32:25.680]   Now, obviously, this aphorism can't be applied exactly.
[00:32:25.680 --> 00:32:36.680]   If you are trying to invest millions of dollars, you can't necessarily take hundreds of thousands of hours to investigate and research that.
[00:32:36.680 --> 00:32:37.680]   But think about it conceptually.
[00:32:37.680 --> 00:32:48.680]   Wouldn't you say that somebody who's earning $10 an hour and is going to put money in their 401(k) would be well-served by taking 10 hours over the course of the next couple of weeks to read a book on investing?
[00:32:48.680 --> 00:32:57.680]   A very simple entry-level book, wouldn't you say that that would be a good use for the first 10 bucks to buy that book and then 10 hours to read it before they made their 401(k) contribution?
[00:32:57.680 --> 00:33:17.680]   And wouldn't you think that if you're going to invest $100,000 in something that it's well worth your time to really study your strategy, think about it, maybe read a dozen books on something, maybe consult with multiple experts, maybe subscribe to the leading experts in the field and find out the arguments against their positions and make your own decision?
[00:33:17.680 --> 00:33:25.680]   So I like that aphorism a lot, not because it can be practically put into practice, like actually followed to the T. It can't be.
[00:33:25.680 --> 00:33:29.680]   But because it adjusts you, it protects you.
[00:33:29.680 --> 00:33:33.680]   Another aphorism that I frequently apply to the world of investing is this.
[00:33:33.680 --> 00:33:35.680]   Investments are like buses.
[00:33:35.680 --> 00:33:37.680]   A new one comes along every few minutes.
[00:33:37.680 --> 00:33:47.680]   And so by that, it means don't worry and don't give in to the idea that you have missed out on a market because you don't own it.
[00:33:47.680 --> 00:33:50.680]   Everyone else owns a bitcoin and it's just shooting up.
[00:33:50.680 --> 00:33:52.680]   Well, don't worry.
[00:33:52.680 --> 00:33:53.680]   There'll be another opportunity.
[00:33:53.680 --> 00:33:57.680]   You don't have to get into bitcoin because everyone else is getting into bitcoin.
[00:33:57.680 --> 00:33:58.680]   Investments are like buses.
[00:33:58.680 --> 00:34:00.680]   Another one's going to come along in just a few minutes.
[00:34:00.680 --> 00:34:05.680]   Now, it might be bitcoin and the next one might be Litecoin and the next one might be Ethereum.
[00:34:05.680 --> 00:34:06.680]   I don't know.
[00:34:06.680 --> 00:34:10.680]   Or it might be investing in Iraqi dinars.
[00:34:10.680 --> 00:34:17.680]   It might be buying gold coins or it might be investing in Google stock, Alphabet, whatever.
[00:34:17.680 --> 00:34:26.680]   The point is that there are always, for people who are paying attention, there are always good investments that come along.
[00:34:26.680 --> 00:34:28.680]   And so don't worry if you miss one.
[00:34:28.680 --> 00:34:30.680]   There are plenty of deals out there.
[00:34:30.680 --> 00:34:31.680]   There are plenty of investments.
[00:34:31.680 --> 00:34:40.680]   When you have money and you want to put that money to work for you and you start looking, you'll see plenty of opportunities to do so.
[00:34:40.680 --> 00:34:42.680]   So investments are like buses.
[00:34:42.680 --> 00:34:44.680]   Don't get attached to any one of them.
[00:34:44.680 --> 00:34:46.680]   A new one's going to come along in a few minutes.
[00:34:46.680 --> 00:34:53.680]   Now, here's my final aphorism that I usually put with this little speech and it has to do with buses.
[00:34:53.680 --> 00:34:55.680]   Investments are like buses.
[00:34:55.680 --> 00:35:08.680]   So when a bus comes along, figure out where that bus is going, make sure that's where you want to go, and then get on the bus when it pulls up to the station.
[00:35:08.680 --> 00:35:16.680]   Because it's easy to take that aphorism of investments are just like buses, a new one comes along every few minutes, and have that be your decision to just sit on the side of the road.
[00:35:16.680 --> 00:35:18.680]   And a year later, you're still sitting on the side of the road.
[00:35:18.680 --> 00:35:20.680]   That doesn't work.
[00:35:20.680 --> 00:35:32.680]   Your job is to figure out where do I want to go, what am I trying to do, and then when that bus comes along, look up at the little sign and say, "Will this get me where I'm trying to go?"
[00:35:32.680 --> 00:35:47.680]   If you're trying to become financially independent through buying five rental houses in your local area, and so your investment goal is to save up the down payments on those five houses systematically and buy one per year for the next five years,
[00:35:47.680 --> 00:35:51.680]   then when Bitcoin comes along, you better not jump on the Bitcoin bus.
[00:35:51.680 --> 00:35:57.680]   Rather, you need to sit there and say, "That bus isn't going where I want to go."
[00:35:57.680 --> 00:36:03.680]   If you're excited about the Bitcoin bus, sit down and look at your plans and say, "Well, where do I want to go?"
[00:36:03.680 --> 00:36:13.680]   And if your investment plan changes in advance, then make those changes, write it down to keep yourself honest with yourself, not to fool yourself,
[00:36:13.680 --> 00:36:18.680]   and then when the next bus comes along, go ahead and get on that bus if it's going where you want to go.
[00:36:18.680 --> 00:36:26.680]   But the point is there are opportunities to invest, and at some point in time, you got to fish or cut bait.
[00:36:26.680 --> 00:36:29.680]   You insert whatever cliche you want to in there.
[00:36:29.680 --> 00:36:32.680]   There's time to take action.
[00:36:32.680 --> 00:36:35.680]   And so you can't just sit there and sit there and sit there and sit there.
[00:36:35.680 --> 00:36:37.680]   Otherwise, you're going to sit in the same place.
[00:36:37.680 --> 00:36:41.680]   So end of Joshua's investment speech and end of discussion on Bitcoin.
[00:36:41.680 --> 00:36:47.680]   Time will tell, but we probably won't know for many years in terms of where these things shake out.
[00:36:47.680 --> 00:36:50.680]   My opinion, cryptocurrencies are here to stay.
[00:36:50.680 --> 00:36:53.680]   I don't put too much stock in the current ups and downs.
[00:36:53.680 --> 00:36:55.680]   I don't put too much stock in those things.
[00:36:55.680 --> 00:37:01.680]   I think it's very possible that you can go multiple directions at this point in time.
[00:37:01.680 --> 00:37:09.680]   I think it's very possible that a bunch of people will get burned because they jumped in on a speculative play and the value is not there yet.
[00:37:09.680 --> 00:37:15.680]   I think it's also very possible that the value of cryptocurrencies could massively increase.
[00:37:15.680 --> 00:37:18.680]   But we are in the wild, wild west.
[00:37:18.680 --> 00:37:29.680]   And so if you're going to get involved, you better go in with a six-gun in each hip and a 30-30 and your rifle scabbard and preferably a couple of people behind you to give you overwatch.
[00:37:29.680 --> 00:37:32.680]   Don't go in without your eyes open.
[00:37:32.680 --> 00:37:35.680]   Have I destroyed any cliches for today?
[00:37:35.680 --> 00:37:39.680]   Number three on my agenda, let's move on from Bitcoin.
[00:37:39.680 --> 00:37:40.680]   Hopefully that's helpful.
[00:37:40.680 --> 00:37:47.680]   I'll do more on it when I feel competent to do so in a way that I think will help and not just be me sharing my opinions.
[00:37:47.680 --> 00:37:52.680]   Number three, there are certain things here at the end of the year that you would be well-served to do.
[00:37:52.680 --> 00:37:54.680]   And I want to keep things very, very simple today.
[00:37:54.680 --> 00:37:59.680]   And I want to just talk to you about your tracking system for your money.
[00:37:59.680 --> 00:38:02.680]   How do you track your money?
[00:38:02.680 --> 00:38:05.680]   And have you this year tracked your money?
[00:38:05.680 --> 00:38:16.680]   If I tell you, "Hey, 30 minutes from now, I want you to produce for me a listing of where all your money has gone in the last year, how much has come in and how much has gone out," could you do that?
[00:38:16.680 --> 00:38:21.680]   Maybe 30 minutes for those of us who have more complex financial lives isn't enough.
[00:38:21.680 --> 00:38:23.680]   But could you do it in a few hours, in a day?
[00:38:23.680 --> 00:38:32.680]   Could you account for essentially every dollar or at least every meaningful dollar in categories and amounts that are appropriate to your situation?
[00:38:32.680 --> 00:38:37.680]   If not, this is the time to start a new tracking system.
[00:38:37.680 --> 00:38:41.680]   You need to track every dollar that comes in and every dollar that goes out.
[00:38:41.680 --> 00:38:47.680]   And then regularly, perhaps monthly, you need to regularly sum up those dollars.
[00:38:47.680 --> 00:38:52.680]   Now, you can do this with something as simple as a notebook and a pen.
[00:38:52.680 --> 00:38:54.680]   And frankly, that's probably what you should do.
[00:38:54.680 --> 00:38:56.680]   It's just notebook and a pen.
[00:38:56.680 --> 00:38:58.680]   Just write it down.
[00:38:58.680 --> 00:39:02.680]   Just the simple act of writing it down will be very, very helpful to you.
[00:39:02.680 --> 00:39:03.680]   So write it down.
[00:39:03.680 --> 00:39:07.680]   Keep a checkbook register in which if you're using a debit card, write it down.
[00:39:07.680 --> 00:39:09.680]   Keep receipts and just write things down.
[00:39:09.680 --> 00:39:13.680]   At the end of the month, sit down with your notebook and total up those categories.
[00:39:13.680 --> 00:39:15.680]   Now, of course, there are many digital tools that are helpful.
[00:39:15.680 --> 00:39:17.680]   You can build an Excel spreadsheet.
[00:39:17.680 --> 00:39:18.680]   You can use YNAB.
[00:39:18.680 --> 00:39:19.680]   You need a budget.
[00:39:19.680 --> 00:39:20.680]   That's what I use.
[00:39:20.680 --> 00:39:25.680]   That's what I recommend you use, radicalpersonalfinance.com/ynab.
[00:39:25.680 --> 00:39:27.680]   Free, was it 33 days, 35 days?
[00:39:27.680 --> 00:39:30.680]   Free 30-plus day trial of the software.
[00:39:30.680 --> 00:39:31.680]   It is fantastic.
[00:39:31.680 --> 00:39:32.680]   So download YNAB.
[00:39:32.680 --> 00:39:34.680]   But this is the time to do it.
[00:39:34.680 --> 00:39:38.680]   There are certain things that really don't make that much of a difference for a New Year's resolution.
[00:39:38.680 --> 00:39:40.680]   But there are certain things that do.
[00:39:40.680 --> 00:39:43.680]   And the end of a calendar year is a really great time to do something like saying,
[00:39:43.680 --> 00:39:45.680]   "For the next year, I'm going to track my money."
[00:39:45.680 --> 00:39:48.680]   So I ask you, are you tracking your money?
[00:39:48.680 --> 00:39:51.680]   If not, can I beg you to try it for a year?
[00:39:51.680 --> 00:39:55.680]   Track every dollar that comes in and every dollar that goes out
[00:39:55.680 --> 00:39:58.680]   and put it into something that you can look at?
[00:39:58.680 --> 00:40:02.680]   It's very satisfying to look back at the end of a calendar year
[00:40:02.680 --> 00:40:05.680]   and be able to look and see, "Hey, here's where the money went."
[00:40:05.680 --> 00:40:10.680]   And every single goal that you desire in your life,
[00:40:10.680 --> 00:40:16.680]   every single thing that you want to do is going in some way to relate to those dollars
[00:40:16.680 --> 00:40:18.680]   that are flowing in and out of your bank account.
[00:40:18.680 --> 00:40:23.680]   I don't care how non-financial you think your goal is.
[00:40:23.680 --> 00:40:28.680]   It will relate in some way to those dollars that are flowing in and out of your bank account.
[00:40:28.680 --> 00:40:30.680]   You want a new house?
[00:40:30.680 --> 00:40:31.680]   Well, that's obvious.
[00:40:31.680 --> 00:40:33.680]   It's going to relate to those dollars that are flowing in and out.
[00:40:33.680 --> 00:40:39.680]   You want a more love-filled marriage?
[00:40:39.680 --> 00:40:42.680]   That's going to relate to those dollars that are coming in and out.
[00:40:42.680 --> 00:40:48.680]   It could be something as simple as saying, "How can I hire a babysitter so I can go on more dates?"
[00:40:48.680 --> 00:40:54.680]   Or, "How can I hire a house cleaner so that my wife has less work to do?"
[00:40:54.680 --> 00:41:00.680]   Or, "How can we hire a tutor to help with our children so that they can have more time
[00:41:00.680 --> 00:41:02.680]   and so that we can enjoy more free time?"
[00:41:02.680 --> 00:41:05.680]   Or, "How can we schedule that vacation?"
[00:41:05.680 --> 00:41:08.680]   Or, "What can we do or where can I find the time?"
[00:41:08.680 --> 00:41:11.680]   All your goals are going to relate to money in some way.
[00:41:11.680 --> 00:41:14.680]   So the fundamental basic step is to track.
[00:41:14.680 --> 00:41:17.680]   Set up a tracking system for yourself.
[00:41:17.680 --> 00:41:21.680]   Pen and a paper where you write down every transaction you make financially is a good place to start.
[00:41:21.680 --> 00:41:22.680]   YNAB is great.
[00:41:22.680 --> 00:41:24.680]   Again, radicalpersonalfinance.com/ynab.
[00:41:24.680 --> 00:41:25.680]   Great.
[00:41:25.680 --> 00:41:26.680]   Use whatever you want.
[00:41:26.680 --> 00:41:27.680]   Use Quicken.
[00:41:27.680 --> 00:41:28.680]   Use Excel.
[00:41:28.680 --> 00:41:29.680]   Use Mint.
[00:41:29.680 --> 00:41:30.680]   Use Microsoft Money.
[00:41:30.680 --> 00:41:31.680]   Use an app.
[00:41:31.680 --> 00:41:32.680]   It doesn't matter.
[00:41:32.680 --> 00:41:35.680]   But track it.
[00:41:35.680 --> 00:41:37.680]   Next, year-end cleanse.
[00:41:37.680 --> 00:41:42.680]   Here's a thought for you to consider.
[00:41:42.680 --> 00:41:49.680]   Consider if there's something you can do to cleanse your life here at the end of the year.
[00:41:49.680 --> 00:41:54.680]   And there are a number of layers at which you can apply this.
[00:41:54.680 --> 00:42:02.680]   For example, you can go through your house and engage in a decluttering system and work on getting rid of stuff that you don't need,
[00:42:02.680 --> 00:42:08.680]   getting rid of stuff that you don't love, getting rid of stuff that doesn't spark joy, getting rid of stuff that is costing you money.
[00:42:08.680 --> 00:42:09.680]   You can do that.
[00:42:09.680 --> 00:42:11.680]   That is really valuable.
[00:42:11.680 --> 00:42:20.680]   Sometimes throwing away and donating a whole bunch of stuff to free up physical space can be a major, major benefit to you.
[00:42:20.680 --> 00:42:25.680]   If you live in a cluttered environment, if you live in an oppressive place, just get rid of some stuff.
[00:42:25.680 --> 00:42:35.680]   If you want to know how this will feel, go to any nice hotel or any kind of fancy place, fancy restaurant or fancy museum,
[00:42:35.680 --> 00:42:39.680]   something like that, and look at how much empty space there is.
[00:42:39.680 --> 00:42:46.680]   What you'll frequently find is the more physical empty space you have within reason, the better you're feeling.
[00:42:46.680 --> 00:42:52.680]   So if your house is cluttered and full, and that may be something that you could focus on, just get rid of some stuff.
[00:42:52.680 --> 00:42:55.680]   But if your house is beautiful, don't stop there.
[00:42:55.680 --> 00:42:59.680]   Here would be another idea.
[00:42:59.680 --> 00:43:03.680]   Consider resetting your phone.
[00:43:03.680 --> 00:43:09.680]   This is something for me that I'm actually--this is the one that I'm going to do this year--is I'm going to wipe my phone
[00:43:09.680 --> 00:43:17.680]   and restore it to factory defaults and be very conscious about choosing the things that I put on there.
[00:43:17.680 --> 00:43:24.680]   What happens frequently is we add stuff to our lives, and we add all kinds of apps, which have all kinds of notifications,
[00:43:24.680 --> 00:43:26.680]   which mess up our life.
[00:43:26.680 --> 00:43:34.680]   For much of this year, one of the best things that I have done is pulled out and deleted all social media apps from my phone.
[00:43:34.680 --> 00:43:36.680]   It's been really, really helpful.
[00:43:36.680 --> 00:43:42.680]   Well, last few days, I added them back in because I was selling a car online, and I went ahead and put them back on.
[00:43:42.680 --> 00:43:48.680]   And I was just amazed at how disruptive they've been to my life and how stressed I've been all of a sudden
[00:43:48.680 --> 00:43:54.680]   and how much they've taken my attention away from my wife and my children and the people that are nearby that I love.
[00:43:54.680 --> 00:44:00.680]   And so I can't--as soon as I get my car sold, I'm going to go ahead and remove those apps again.
[00:44:00.680 --> 00:44:03.680]   But I'm going to wipe the whole phone and just start fresh.
[00:44:03.680 --> 00:44:05.680]   Now, you may consider doing that with other things.
[00:44:05.680 --> 00:44:06.680]   Maybe that's for you.
[00:44:06.680 --> 00:44:08.680]   That's your computer.
[00:44:08.680 --> 00:44:15.680]   And the point is that when you wipe something, you can be really thoughtful and say, "Do I still gain value from putting this on here?"
[00:44:15.680 --> 00:44:19.680]   Maybe the answer to that is you delete all of your podcast feeds.
[00:44:19.680 --> 00:44:25.680]   And instead of having all those episodes pile up, you just start fresh and you say, "Well, who really gives me value?"
[00:44:25.680 --> 00:44:27.680]   And yes, that includes me.
[00:44:27.680 --> 00:44:28.680]   Hopefully, I give you value.
[00:44:28.680 --> 00:44:30.680]   If not, go find someone who does.
[00:44:30.680 --> 00:44:36.680]   Maybe you delete all your YouTube subscriptions or maybe you cleanse out your Facebook account
[00:44:36.680 --> 00:44:44.680]   or maybe you go through your email and unsubscribe from everything and just start fresh.
[00:44:44.680 --> 00:44:47.680]   You could also apply this to something like your time.
[00:44:47.680 --> 00:44:51.680]   When's the last time you've done a time budget, gone through your calendar and figured out where your time is going?
[00:44:51.680 --> 00:44:57.680]   Maybe this is the time for you to go ahead and withdraw from those four organizations that you don't really care so much about
[00:44:57.680 --> 00:45:02.680]   but are still consuming time from you or you pull out of something that's taking time.
[00:45:02.680 --> 00:45:12.680]   Maybe you cancel your TV membership or maybe you cancel something to free up your time.
[00:45:12.680 --> 00:45:15.680]   Clear your calendar.
[00:45:15.680 --> 00:45:16.680]   It's funny.
[00:45:16.680 --> 00:45:19.680]   For me, one of my biggest changes in life has been this.
[00:45:19.680 --> 00:45:21.680]   I used to work when I was a financial advisor.
[00:45:21.680 --> 00:45:28.680]   I used to go in every week with basically probably the time you included professional appointments, personal appointments, etc.,
[00:45:28.680 --> 00:45:34.680]   25 to 30 mandated, scheduled places I had to be at a certain time.
[00:45:34.680 --> 00:45:40.680]   And it took me a couple of years to kind of detox from that to recognize, "Wow, I don't have to be somewhere at this specific time."
[00:45:40.680 --> 00:45:41.680]   So maybe that's you.
[00:45:41.680 --> 00:45:46.680]   Maybe you can clear out and minimize your obligations or with money.
[00:45:46.680 --> 00:45:49.680]   Maybe you want to just do a hard reset.
[00:45:49.680 --> 00:45:56.680]   This is controversial because it's kind of gaming the system a little bit but change all your credit card numbers.
[00:45:56.680 --> 00:45:58.680]   Call your credit – shred your card.
[00:45:58.680 --> 00:45:59.680]   Call your credit card company.
[00:45:59.680 --> 00:46:07.680]   Call your debit – your bank company and ask for a new card and just only add in the things, the payments and things that you need.
[00:46:07.680 --> 00:46:11.680]   Now, that's best done, of course, if you just manually cancel it.
[00:46:11.680 --> 00:46:13.680]   But this stuff sneaks up on you.
[00:46:13.680 --> 00:46:21.680]   I try to be so careful with it and I had one that – a service that – one of my services for my business that I didn't intend to continue with.
[00:46:21.680 --> 00:46:30.680]   Because they had my card number, they went ahead and renewed my card after – it was 14 months ago that I'd last renewed the thing.
[00:46:30.680 --> 00:46:36.680]   And they renewed my card and billed me for $400 for a service that I didn't intend to continue.
[00:46:36.680 --> 00:46:37.680]   And now I've been fighting them.
[00:46:37.680 --> 00:46:39.680]   I probably can't get it back.
[00:46:39.680 --> 00:46:43.680]   But now I got to keep the service for another year.
[00:46:43.680 --> 00:46:44.680]   So the same thing happens.
[00:46:44.680 --> 00:46:47.680]   So go ahead and just change your cards.
[00:46:47.680 --> 00:46:49.680]   There are lots of things that you can do.
[00:46:49.680 --> 00:46:51.680]   Do some year-end cleansing.
[00:46:51.680 --> 00:46:52.680]   Maybe that's a dietary cleanse.
[00:46:52.680 --> 00:46:53.680]   I don't know.
[00:46:53.680 --> 00:46:56.680]   But figure out – I'm just giving you some ideas that you may consider.
[00:46:56.680 --> 00:46:57.680]   Do it with your computer.
[00:46:57.680 --> 00:46:58.680]   Go through and analyze.
[00:46:58.680 --> 00:46:59.680]   Do I need all these applications?
[00:46:59.680 --> 00:47:00.680]   Do I need all these accounts?
[00:47:00.680 --> 00:47:01.680]   Do I need all this stuff?
[00:47:01.680 --> 00:47:03.680]   Do I need all these things?
[00:47:03.680 --> 00:47:04.680]   And just cleanse some things.
[00:47:04.680 --> 00:47:05.680]   It feels really good to start.
[00:47:05.680 --> 00:47:08.680]   Start the new year on that basis.
[00:47:08.680 --> 00:47:15.680]   Now, as I close out my thoughts for this year, I thought about what I wanted to say to you.
[00:47:15.680 --> 00:47:26.680]   And I don't want to just give you some tired cant that's going to relate to – I don't want to be trite.
[00:47:26.680 --> 00:47:29.680]   I want to talk about things that are real.
[00:47:29.680 --> 00:47:35.680]   And I think that if you and I were to sit down and we were to be talking about the past year,
[00:47:35.680 --> 00:47:38.680]   my guess is that you would say, "You know what?
[00:47:38.680 --> 00:47:40.680]   There have been a lot of tough things for me this year."
[00:47:40.680 --> 00:47:42.680]   That would certainly be my description.
[00:47:42.680 --> 00:47:45.680]   "I've had a lot of challenges this year."
[00:47:45.680 --> 00:47:53.680]   "But I bet that this has been a pretty good year for you if you've looked."
[00:47:53.680 --> 00:47:57.680]   And I've got a lot to say about this next year.
[00:47:57.680 --> 00:48:00.680]   And I've spent most of this year just listening.
[00:48:00.680 --> 00:48:01.680]   I really have.
[00:48:01.680 --> 00:48:03.680]   I've tried to read widely.
[00:48:03.680 --> 00:48:05.680]   I've tried to listen widely.
[00:48:05.680 --> 00:48:17.680]   For me, a lot of this has been – well, a lot of it for me came after the 2016 presidential elections.
[00:48:17.680 --> 00:48:22.680]   And there was just such an anger.
[00:48:22.680 --> 00:48:26.680]   And I said, "Man, what have I done to contribute to this?"
[00:48:26.680 --> 00:48:30.680]   I went through a real kind of process of soul-searching and I thought about it.
[00:48:30.680 --> 00:48:32.680]   And I said, "You know, I'm just going to spend time listening."
[00:48:32.680 --> 00:48:39.680]   And I've tried to listen and – let me cut this short because I don't do a whole show on this of what I see happening in society.
[00:48:39.680 --> 00:48:44.680]   Because on the whole, I see many trends that for me are very concerning.
[00:48:44.680 --> 00:48:48.680]   But yet I also see so many things that are for good.
[00:48:48.680 --> 00:48:52.680]   And it has to do with where you work and where you focus.
[00:48:52.680 --> 00:49:00.680]   And in short, my summary statement of what I see is, number one, everybody feels aggrieved.
[00:49:00.680 --> 00:49:06.680]   I'm amazed as I've read and I've listened and I've looked at people from all different perspectives.
[00:49:06.680 --> 00:49:09.680]   I'm just amazed to see that everybody feels aggrieved.
[00:49:09.680 --> 00:49:13.680]   And it's amazing to see the circumstances of people feeling aggrieved.
[00:49:13.680 --> 00:49:19.680]   And they say the same things over the same things in a lot of political spaces.
[00:49:19.680 --> 00:49:21.680]   Everybody seems to feel aggrieved.
[00:49:21.680 --> 00:49:25.680]   And it seems like everybody is focusing on the things that they can't control.
[00:49:25.680 --> 00:49:28.680]   I have this article that I may leave the new year with.
[00:49:28.680 --> 00:49:33.680]   It was about why millennials are facing the hardest time ever.
[00:49:33.680 --> 00:49:35.680]   And it was a good article.
[00:49:35.680 --> 00:49:36.680]   It was well-written.
[00:49:36.680 --> 00:49:47.680]   I thought the author did a good job at identifying many of the things that I frequently see missed in commentaries on how different the economy is and how that affects millennials.
[00:49:47.680 --> 00:49:52.680]   But the author's only solution was to go out and get involved in politics.
[00:49:52.680 --> 00:49:56.680]   I just thought to myself, well, there's a recipe for depression.
[00:49:56.680 --> 00:50:12.680]   You think that somehow by voting somebody different in that you're going to be happier and that's going to change your life and your solution to your tax bill and the fact that you owe a bunch of money in student loans is to vote somebody in who's going to provide for you, is going to cancel your debts.
[00:50:12.680 --> 00:50:14.680]   What a fool's errand.
[00:50:14.680 --> 00:50:22.680]   It's stupid when there are so many things that you could actually do as an individual today that would help you to be free in the next few years if you do them.
[00:50:22.680 --> 00:50:25.680]   So maybe we'll talk about that next year.
[00:50:25.680 --> 00:50:31.680]   But everything has to do with where you focus and where you look.
[00:50:31.680 --> 00:50:33.680]   And we have this great problem.
[00:50:33.680 --> 00:50:35.680]   And I'm speaking to me.
[00:50:35.680 --> 00:50:38.680]   I'm speaking to my tribes.
[00:50:38.680 --> 00:50:42.680]   And I'm speaking to you.
[00:50:42.680 --> 00:50:47.680]   We have this great problem of wanting to be where we're not.
[00:50:47.680 --> 00:51:02.680]   We think all of a sudden that, well, I know everything there is to know about the tax bill and I have all the solutions as to how the US federal government should tax people when in reality I just bounced a check last week in my checking account.
[00:51:02.680 --> 00:51:08.680]   And I can't even handle the simplest of things.
[00:51:08.680 --> 00:51:15.680]   But yet I can go and spout off on Facebook about how these idiot Republicans don't know what they're doing when it comes to economics.
[00:51:15.680 --> 00:51:25.680]   We read something about net neutrality and we talk about the fact that, well, I can't believe that they're going to do this thing on net neutrality and this is such a nightmare and this is going to ruin the internet.
[00:51:25.680 --> 00:51:27.680]   The internet is going to fall apart.
[00:51:27.680 --> 00:51:35.680]   Meanwhile, our son or our daughter is over there embroiled in something on the internet that's harming their soul.
[00:51:35.680 --> 00:51:38.680]   And they're lonely.
[00:51:38.680 --> 00:51:39.680]   And I'm preaching to me.
[00:51:39.680 --> 00:51:43.680]   Lest you think I'm preaching to you, I'm preaching to me.
[00:51:43.680 --> 00:51:50.680]   We want to jump on the internet and argue about how the Israelis are treating the Palestinians.
[00:51:50.680 --> 00:51:57.680]   Meanwhile, our neighbor is hurting and they're hungry.
[00:51:57.680 --> 00:51:59.680]   Friends, this is a recipe for depression.
[00:51:59.680 --> 00:52:02.680]   This is a recipe for disaster.
[00:52:02.680 --> 00:52:04.680]   Because you're always doing something and you're always obsessed.
[00:52:04.680 --> 00:52:10.680]   We, I'm always doing something and I'm always obsessed about something that I have no control over.
[00:52:10.680 --> 00:52:12.680]   That doesn't do any good.
[00:52:12.680 --> 00:52:20.680]   And so for me, one of my big things that I've been preaching to myself and I'm now preaching to you is stop.
[00:52:20.680 --> 00:52:24.680]   Stop. Just focus on what you can control.
[00:52:24.680 --> 00:52:29.680]   More and more I feel increasingly isolated from society.
[00:52:29.680 --> 00:52:38.680]   It seems to me that the society that I'm supposedly a part of, the US American culture, is going in a direction that I'm not going to go.
[00:52:38.680 --> 00:52:47.680]   And so it's been a hard thing for me over the last decade to recognize that I'm increasingly alienated from my own people.
[00:52:47.680 --> 00:52:50.680]   But that's not the place to stop.
[00:52:50.680 --> 00:52:55.680]   The place to continue is to say, "But what can I do here?
[00:52:55.680 --> 00:52:58.680]   Where can I build?"
[00:52:58.680 --> 00:53:06.680]   It does us no good to look across the street at how ugly our neighbor's house is unless we first walk outside
[00:53:06.680 --> 00:53:13.680]   and recognize that our own house needs to be painted and our own yard needs to be cleaned up.
[00:53:13.680 --> 00:53:19.680]   This is one of the central diseases that I see that's just ruining us.
[00:53:19.680 --> 00:53:20.680]   I'm not going to go along with it.
[00:53:20.680 --> 00:53:27.680]   I'm going to clean up my own house and I'm going to work where I might have some chance of success.
[00:53:27.680 --> 00:53:34.680]   And then I want to come together with you and let's clean up the house between us and let's start in our neighborhood.
[00:53:34.680 --> 00:53:46.680]   And let's not create grand plans for how the US federal government should operate its business when our own house is a disaster.
[00:53:46.680 --> 00:53:48.680]   Just opt out.
[00:53:48.680 --> 00:53:51.680]   Now, you can vote if you want to or don't vote if you don't want to.
[00:53:51.680 --> 00:53:55.680]   You can join a political cause or don't join a political cause.
[00:53:55.680 --> 00:54:01.680]   But there's going to be a whole lot more satisfaction for you if you can actually see the results of your hand
[00:54:01.680 --> 00:54:03.680]   and if you can actually affect something.
[00:54:03.680 --> 00:54:05.680]   Here's the cool thing.
[00:54:05.680 --> 00:54:19.680]   If you're diligent and faithful with your own life to go to bed on time, to get up, to work hard, to take time off,
[00:54:19.680 --> 00:54:25.680]   love your husband, love your wife, love your children, love your brother, love your sister, love your neighbor.
[00:54:25.680 --> 00:54:29.680]   If you actually do the things that you know that you should do,
[00:54:29.680 --> 00:54:33.680]   then what happens is people start to look at you and appreciate that.
[00:54:33.680 --> 00:54:36.680]   And that gives you a little bit more leadership.
[00:54:36.680 --> 00:54:38.680]   And that expresses outward.
[00:54:38.680 --> 00:54:45.680]   And now all of a sudden you may find yourself being looked at for a place of leadership in your work.
[00:54:45.680 --> 00:54:50.680]   Well, just don't worry about the division of Google that's doing such and such.
[00:54:50.680 --> 00:54:56.680]   Just focus on the three people that you're responsible for.
[00:54:56.680 --> 00:55:05.680]   Don't worry about cleaning up the mess at NBC or whatever company with the sexual harassment that they're doing.
[00:55:05.680 --> 00:55:12.680]   Just focus on making sure that you're not harassing your coworkers and you're not letting anyone harass them.
[00:55:12.680 --> 00:55:16.680]   Take responsibility for yourself and do the simple things.
[00:55:16.680 --> 00:55:21.680]   And the amazing thing is if you do that, number one, your influence grows to where someday you might have an opportunity
[00:55:21.680 --> 00:55:28.680]   to affect a neighborhood or a town.
[00:55:28.680 --> 00:55:34.680]   But even if you don't, it still will be important because the people close to you will appreciate that.
[00:55:34.680 --> 00:55:38.680]   Don't let yourself be distracted by stuff that you can't control.
[00:55:38.680 --> 00:55:48.680]   Don't be in the resistance if you're not actually loving your husband, loving your wife, loving your children.
