
[00:00:00.040 --> 00:00:10.700]   change
[00:34:23.880 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:23.900 --> 00:34:35.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:35.920 --> 00:34:37.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:37.920 --> 00:34:39.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:39.920 --> 00:34:41.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:41.920 --> 00:34:43.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:43.920 --> 00:34:45.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:45.920 --> 00:34:47.920]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:48.460 --> 00:35:13.960]  , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:13.960 --> 00:35:15.960]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:15.960 --> 00:35:17.960]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:17.960 --> 00:35:17.960]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:17.960 --> 00:35:17.960]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:17.960 --> 00:35:17.960]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:17.980 --> 00:35:22.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:22.000 --> 00:35:24.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:24.000 --> 00:35:26.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:26.000 --> 00:35:28.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:28.000 --> 00:35:30.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:30.000 --> 00:35:32.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:32.000 --> 00:35:34.000]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:34.020 --> 00:35:54.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:54.040 --> 00:35:56.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:56.040 --> 00:35:58.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:35:58.040 --> 00:36:00.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:00.040 --> 00:36:02.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:02.040 --> 00:36:04.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:04.040 --> 00:36:04.040]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:04.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:34.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:34.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:34.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:34.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:34.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:34.080 --> 00:36:34.080]   , you know, I think in the future, every creator will have a community that you can talk to and whatsapp.
[00:36:34.100 --> 00:36:44.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:44.120 --> 00:36:46.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:46.120 --> 00:36:48.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:48.120 --> 00:36:50.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:50.120 --> 00:36:52.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:52.120 --> 00:36:54.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:54.120 --> 00:36:56.120]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:36:56.140 --> 00:37:24.160]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:24.160 --> 00:37:26.160]   , you know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.160 --> 00:37:26.160]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.160 --> 00:37:26.160]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.160 --> 00:37:26.160]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.160 --> 00:37:26.160]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.160 --> 00:37:26.160]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.160 --> 00:37:26.160]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:26.200 --> 00:37:56.200]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:56.200 --> 00:37:56.200]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:56.200 --> 00:37:56.200]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:56.200 --> 00:37:56.200]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:56.200 --> 00:37:56.200]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:56.200 --> 00:37:56.200]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:37:56.220 --> 00:38:06.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:06.240 --> 00:38:08.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:08.240 --> 00:38:10.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:10.240 --> 00:38:12.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:12.240 --> 00:38:14.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:14.240 --> 00:38:16.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:16.240 --> 00:38:18.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:18.240 --> 00:38:20.240]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:20.260 --> 00:38:49.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:49.280 --> 00:38:50.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:50.280 --> 00:38:50.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:50.280 --> 00:38:50.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:50.280 --> 00:38:50.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:50.280 --> 00:38:50.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:50.280 --> 00:38:50.280]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:38:50.820 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.320 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.320 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.320 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.320 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.320 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.320 --> 00:39:20.320]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:20.340 --> 00:39:32.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:32.360 --> 00:39:34.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:34.360 --> 00:39:36.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:36.360 --> 00:39:38.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:38.360 --> 00:39:40.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:40.360 --> 00:39:42.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:42.360 --> 00:39:44.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:44.360 --> 00:39:46.360]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:39:46.900 --> 00:40:14.400]  , I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:14.400 --> 00:40:16.400]   , I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.400 --> 00:40:16.400]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.400 --> 00:40:16.400]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.400 --> 00:40:16.400]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.400 --> 00:40:16.400]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.400 --> 00:40:16.400]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.400 --> 00:40:16.400]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:16.420 --> 00:40:18.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:18.440 --> 00:40:20.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:20.440 --> 00:40:22.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:22.440 --> 00:40:24.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:24.440 --> 00:40:26.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:26.440 --> 00:40:28.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:28.440 --> 00:40:30.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:30.440 --> 00:40:32.440]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:32.460 --> 00:40:52.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:52.480 --> 00:40:54.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:54.480 --> 00:40:56.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:56.480 --> 00:40:58.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:40:58.480 --> 00:41:00.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:00.480 --> 00:41:02.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:02.480 --> 00:41:02.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:02.480 --> 00:41:02.480]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:41:32.520 --> 00:41:32.520]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:42:02.560 --> 00:42:02.560]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:42:02.560 --> 00:42:02.560]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:42:02.560 --> 00:42:02.560]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:42:02.560 --> 00:42:02.560]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:42:02.560 --> 00:42:02.560]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:42:02.560 --> 00:42:02.560]   I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp. I think in the future, every creator will have kind of an AI agent that you can talk to and what you can talk to and what you can do.
[00:42:02.600 --> 00:42:12.580]   con
[00:42:12.580 --> 00:42:12.680]   usually feel
[00:42:12.680 --> 00:42:31.500]   produces lying I is a,,,,,,, nasty
[00:42:31.540 --> 00:42:39.120]   sees
[00:42:39.120 --> 00:42:41.540]   next is just
[00:42:41.540 --> 00:42:44.800]   undo,,,,,,
[00:42:44.800 --> 00:42:51.200]   locked take g prize 30 winter is like the other, "C "N " E " tämä el gun "inda we's the you's the... marijuana are the... oder...ilik... cumin... fin... oper... Rose...
[00:42:51.200 --> 00:43:00.960]  ..............,...,...,...,...,...,...,...,,,...,,,, appreciate the o,,,TT, i 분들은 scholar is .,rew O affect screen at set the diagnosed name andatroệc цеfin en dove dire Set Charge拍 Bat go dennelle 4 èney's de sentido
[00:43:01.000 --> 00:43:04.100]   as
[00:43:04.100 --> 00:43:11.800]   appeared
[00:43:11.800 --> 00:43:12.160]   burned
[00:43:12.160 --> 00:43:29.120]   ask, day,,,,,,,,,, XG
[00:43:29.920 --> 00:43:45.400]   thing that's different about my view of how this plays out from what I see with, um, with open AI and Google and others is, you know, everyone else is building like the one singular AI, right?
[00:43:45.400 --> 00:43:49.980]   It's like, okay, you talk to chat GPT or you talk to Bard or you talk to Bing.
[00:43:49.980 --> 00:43:58.820]   And my view is that, that they're going to be a lot of different AI's that people
[00:43:58.820 --> 00:43:58.840]   are going to want to engage with.
[00:43:58.840 --> 00:43:58.840]   Just like the one singular AI.
[00:43:58.840 --> 00:43:58.840]   That's what I'm talking about.
[00:43:58.840 --> 00:43:58.840]   It's like, okay, you talk to chat GPT or you talk to Bard or you talk to Bing.
[00:43:58.860 --> 00:44:27.780]   and want to engage with just like you want to use, um, you know, number of different apps for different things and you have relationships with different people in your life who fill different emotional roles for you. And I, um, so I think that they're going to be people have a reason that they that I think you don't just want like a singular AI. And that I think is probably the biggest distinction in terms of how I think about this. And a bunch of these things, I think you'll want an assistant.
[00:44:27.820 --> 00:44:38.640]   all
[00:44:38.640 --> 00:44:56.840]   . 듣 favorable made,,,,, is a level分 ISO B Le I I I landscape ac got, in,f,,,,,,,,,,,,,,...пов empty change too. 따라 cooking dough and play and el safe the means Ridge the track the engraOoh � the plus the moins the감 the think the Russellelijk the Super guess the Jo dent the Nim seu in the car. I'm the
[00:44:56.940 --> 00:45:05.580]   go
[00:45:05.580 --> 00:45:25.700]   H The, é shady Recovery
[00:46:24.300 --> 00:46:34.440]   동안
[00:46:34.440 --> 00:46:35.920]   attract,,,,
[00:46:35.920 --> 00:46:50.800]   ave
[00:47:50.760 --> 00:48:02.060]   work
[00:48:02.060 --> 00:48:18.380]   never two stand 어디
[00:48:18.380 --> 00:48:19.480]  ,,,, or or or gl económ球, that, I, to, was, it, and, that, at, and, where, участ,. I, thing. A.,.,.,.,.,.,.,., their, check . faced work .分鐘東 SECT & Потом güse Тут M organiz SUSC can QRS beg er role obviously want code spirTIN Nauugh�� thing that's is over queda деся big Brusselsnierot em person's was across the level Mak son detector's grams badGI decent enfermed organiz in the pen und � scheduled thedamn
[00:48:19.580 --> 00:48:26.440]   el
[00:48:26.440 --> 00:48:30.400]   I pers
[00:48:30.400 --> 00:48:30.640]  ,,,,,
[00:50:08.860 --> 00:50:35.660]   all the way through it. Yeah. And so it's kind of like a little bit of a translation. You can do it in any kind of language. Um, I mean for the personalization is really, really, really interesting. Yeah. And unlock so many possible things. I mean, I for one, look forward to creating a copy of myself. And we talked about this last time. But this has since the last time this becomes. Now we're closer. Much closer. Like I can literally just having interacted with some of these language models, I can see the absurd situation where I'll have.
[00:50:42.300 --> 00:51:02.500]   or a lex language model and I'll have to have a conversation with him about like, hey, listen, like you're just getting out of line and having a conversation where you fine tune that thing to be a little bit more respectful or something like this. I mean, that's that's going to be the that seems like an amazing product for businesses for humans.
[00:51:02.500 --> 00:51:05.500]   I mean, I can literally just have contacted him and I'm like, hey, listen, like you're just getting out of line and having a conversation where you fine tune that thing to be a little bit more respectful or something like this. I mean, I guess that's going to be the that seems like an amazing product for businesses for humans.
[00:51:05.540 --> 00:51:35.340]  , just not not just the assistant that's facing the individual, but the assistant that represents the individual to the public. Both of both directions. There's basically a layer that is the AI system through which you interact with the outside world with the outside world that has humans in it. That's really interesting. And you that have social networks that connect billions of people.
[00:51:35.360 --> 00:51:41.380]   It seems like a heck of a large scale place to test some of this stuff out.
[00:51:41.380 --> 00:51:48.380]   Yeah. I mean, I think part of the reason why creators will want to do this is because they already have the communities on our services.
[00:51:48.380 --> 00:51:55.180]   Yeah. And a lot of the interface for this stuff today are chat type interfaces.
[00:51:55.180 --> 00:52:03.380]   And between WhatsApp and Messenger, I think that those are just great, great ways to interact with people.
[00:52:03.380 --> 00:52:05.180]   So some of this is philosophy.
[00:52:05.180 --> 00:52:05.180]   But I think that's a great way to interact with people.
[00:52:05.180 --> 00:52:05.180]   So some of this is philosophy.
[00:52:05.180 --> 00:52:05.180]   But I think that's a great way to interact with people.
[00:52:05.180 --> 00:52:05.180]   So some of this is philosophy.
[00:52:05.180 --> 00:52:05.180]   But I think that's a great way to interact with people.
[00:52:05.180 --> 00:52:05.180]   But I think that's a great way to interact with people.
[00:52:05.180 --> 00:52:05.180]   But I think that's a great way to interact with people.
[00:52:05.180 --> 00:52:05.180]   But I think that's a great way to interact with people.
[00:52:05.320 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people.
[00:52:35.020 --> 00:52:35.020]   But I think that's a great way to interact with people. But I think that's a great way to interact with people.
[00:52:35.040 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:04.860 --> 00:53:04.860]   So I think that's a great way to interact with people.
[00:53:05.800 --> 00:53:34.700]  ,
[00:53:34.700 --> 00:53:34.700]   So I think that's a great way to interact with people.
[00:53:34.700 --> 00:53:34.740]   So I think that's a great way to interact with people.
[00:53:34.740 --> 00:53:34.780]   So I think that's a great way to interact with people.
[00:53:34.780 --> 00:53:34.820]   So I think that's a great way to interact with people.
[00:53:34.820 --> 00:53:34.860]   So I think that's a great way to interact with people.
[00:53:34.860 --> 00:53:34.860]   So I think that's a great way to interact with people.
[00:53:34.860 --> 00:53:34.860]   So I think that's a great way to interact with people.
[00:53:34.860 --> 00:53:34.860]   So I think that's a great way to interact with people.
[00:53:34.860 --> 00:53:34.860]   So I think that's a great way to interact with people.
[00:53:34.880 --> 00:53:46.980]   So I think that's a great way to interact with people.
[00:53:46.980 --> 00:53:47.100]   So I think that's a great way to interact with people.
[00:53:47.100 --> 00:53:48.620]   that we want to do.
[00:53:48.620 --> 00:53:48.660]   So I think that's a great way to interact with people.
[00:53:48.660 --> 00:53:51.940]   So I think that's a great way to interact with people. So you can imagine AI assistants
[00:53:51.940 --> 00:53:51.980]   So you can imagine AI assistants
[00:53:51.980 --> 00:53:53.660]   So you can imagine AI assistants that just do a better job of
[00:53:53.660 --> 00:53:53.700]   that just do a better job of
[00:53:53.700 --> 00:53:54.540]   that just do a better job of reminding you when it's your
[00:53:54.540 --> 00:53:54.580]   reminding you when it's your
[00:53:54.580 --> 00:53:55.580]   reminding you when it's your friend's birthday and how you
[00:53:55.580 --> 00:53:55.660]   friend's birthday and how you
[00:53:55.660 --> 00:53:56.660]   friend's birthday and how you could celebrate them.
[00:53:56.660 --> 00:53:56.700]   could celebrate them.
[00:53:56.700 --> 00:53:58.380]   could celebrate them. Right now we have the little
[00:53:58.380 --> 00:53:58.420]   Right now we have the little
[00:53:58.420 --> 00:54:00.300]   Right now we have the little box in the corner of the website
[00:54:00.300 --> 00:54:00.300]   box in the corner of the website
[00:54:00.300 --> 00:54:27.300]  , and it's a little box in the corner of the website that tells you whose
[00:54:27.300 --> 00:54:27.340]   that tells you whose
[00:54:27.340 --> 00:54:28.300]   that tells you whose birthday it is and stuff like that.
[00:54:28.300 --> 00:54:28.340]   birthday it is and stuff like that.
[00:54:28.340 --> 00:54:30.300]   birthday it is and stuff like that. But at some level you don't just want
[00:54:30.320 --> 00:54:35.540]   And there are all these different flavors of
[00:54:35.540 --> 00:54:35.580]   And there are all these different flavors of
[00:54:35.580 --> 00:54:37.580]   And there are all these different flavors of kind of personal AIs that I think could
[00:54:37.580 --> 00:54:37.620]   kind of personal AIs that I think could
[00:54:37.620 --> 00:54:39.340]   kind of personal AIs that I think could exist. So I think an assistant is
[00:54:39.340 --> 00:54:39.380]   exist. So I think an assistant is
[00:54:39.380 --> 00:54:41.460]   exist. So I think an assistant is sort of the kind of simplest one
[00:54:41.460 --> 00:54:41.500]   sort of the kind of simplest one
[00:54:41.500 --> 00:54:42.660]   sort of the kind of simplest one to wrap your head around.
[00:54:42.660 --> 00:54:42.700]   to wrap your head around.
[00:54:42.700 --> 00:54:47.020]   to wrap your head around. But I think a mentor or a life
[00:54:47.020 --> 00:54:47.060]   But I think a mentor or a life
[00:54:47.060 --> 00:54:48.940]   But I think a mentor or a life coach is someone who can give
[00:54:48.940 --> 00:54:48.980]   coach is someone who can give
[00:54:48.980 --> 00:54:51.020]   coach is someone who can give you advice, who's maybe like a
[00:54:51.020 --> 00:54:51.060]   you advice, who's maybe like a
[00:54:51.100 --> 00:55:15.220]   who's maybe like a cheerleader who can help pick you
[00:55:15.220 --> 00:55:15.220]   cheerleader who can help pick you
[00:55:15.220 --> 00:55:17.220]   cheerleader who can help pick you up through all the challenges that
[00:55:17.220 --> 00:55:17.260]   up through all the challenges that
[00:55:17.260 --> 00:55:19.220]   up through all the challenges that inevitably we all go through on a
[00:55:19.220 --> 00:55:19.220]   inevitably we all go through on a
[00:55:19.220 --> 00:55:21.060]   inevitably we all go through on a daily basis and that there's probably
[00:55:21.060 --> 00:55:21.060]   daily basis and that there's probably some role for something like that.
[00:55:21.060 --> 00:55:21.060]   daily basis and that there's probably some role for something like that. And then, I think it's part of the interesting innovation that's going to exist is that there are
[00:55:21.080 --> 00:55:21.180]   is that there are
[00:55:21.180 --> 00:55:24.820]   is that there are certainly a lot like education tutors.
[00:55:24.820 --> 00:55:24.940]   certainly a lot like education tutors.
[00:55:24.940 --> 00:55:27.900]   certainly a lot like education tutors. Right. It's like I just look at my kids
[00:55:27.900 --> 00:55:27.940]   Right. It's like I just look at my kids
[00:55:27.940 --> 00:55:30.980]   Right. It's like I just look at my kids learning to code and they love it.
[00:55:30.980 --> 00:55:31.020]   learning to code and they love it.
[00:55:31.020 --> 00:55:32.700]   learning to code and they love it. But you know, it's like they get stuck
[00:55:32.700 --> 00:55:32.860]   But you know, it's like they get stuck
[00:55:32.860 --> 00:55:33.980]   But you know, it's like they get stuck on a question and they have to wait
[00:55:33.980 --> 00:55:34.020]   on a question and they have to wait
[00:55:34.020 --> 00:55:36.260]   on a question and they have to wait till like I can help answer it.
[00:55:36.260 --> 00:55:36.260]   till like I can help answer it.
[00:55:36.260 --> 00:55:37.740]   till like I can help answer it. Right. Or someone else who they know
[00:55:37.740 --> 00:55:37.780]   Right. Or someone else who they know
[00:55:37.800 --> 00:55:55.420]   can help answer the question in the future.
[00:55:55.420 --> 00:55:56.620]   can help answer the question in the future. So there will be like a coding assistant that they have that is like designed to be perfect for teaching a five and a seven year old how to code and and they'll just be able to ask questions all the time and, you know, be extremely patient. It's never going to get annoyed at them.
[00:55:56.620 --> 00:55:56.620]   Right.
[00:55:56.620 --> 00:56:03.260]   Right. I think that like there are all these different kind of relationships or functional relationships that we have in our lives that
[00:56:03.260 --> 00:56:03.420]   I think that like there are all these different kind of relationships or functional relationships that we have in our lives that
[00:56:03.420 --> 00:56:05.700]   I think that like there are really interesting.
[00:56:05.700 --> 00:56:07.780]   I think that are really interesting. And I think one of the big questions is like, okay,
[00:56:07.780 --> 00:56:07.780]   I think that are really interesting. And I think one of the big questions is like, okay,
[00:56:07.780 --> 00:56:37.780]  - I think one of the big questions is like, okay,
[00:56:37.780 --> 00:56:37.780]   - I think one of the big questions is like, okay,
[00:56:37.780 --> 00:56:37.780]   - I think one of the big questions is like, okay,
[00:56:37.780 --> 00:56:37.780]   - I think one of the big questions is like, okay,
[00:56:37.780 --> 00:56:37.780]   - I think one of the big questions is like, okay,
[00:56:37.780 --> 00:56:37.780]   - I think one of the big questions is like, okay,
[00:56:37.820 --> 00:56:40.340]  、「 pick a was, --,
[00:56:40.340 --> 00:56:49.100]  這
[00:56:49.100 --> 00:56:49.720]   continue to get a
[00:57:35.540 --> 00:57:35.540]   ----
[00:57:35.540 --> 00:57:35.540]   ----
[00:57:35.540 --> 00:57:35.540]   ----
[00:57:35.560 --> 00:57:37.580]   BATCHES AND ROOTS ARE A GREAT WAY TO GET TO KNOW THEIR FRIENDS.
[00:57:37.580 --> 00:57:37.680]   FRIENDS.
