
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:16:12.820 --> 00:16:14.420]   how to make something super special.
[00:16:14.420 --> 00:16:19.060]   But for me, the apple is a representation
[00:16:19.060 --> 00:16:20.980]   of knowledge and happiness.
[00:16:20.980 --> 00:16:22.820]   Like, that's one of the two main things of the apple.
[00:16:22.820 --> 00:16:25.780]   So having this moment in my career
[00:16:25.780 --> 00:16:29.620]   was like showing these past years of work.
[00:16:29.620 --> 00:16:33.100]   It represents that knowledge has got me here.
[00:16:33.100 --> 00:16:36.820]   And then just the happiness of being able to be here,
[00:16:36.820 --> 00:16:38.380]   and have that moment.
[00:16:38.380 --> 00:16:40.340]   So I thought it'd be so impactful
[00:16:40.340 --> 00:16:43.780]   to just take that huge apple and just plant it in the store,
[00:16:43.780 --> 00:16:45.660]   plant it in the window.
[00:16:45.660 --> 00:16:47.940]   'Cause that's how I would drive by this block
[00:16:47.940 --> 00:16:49.420]   and manifest it for years.
[00:16:49.420 --> 00:16:53.660]   So then now I can just see it, and it's just in your face.
[00:16:53.660 --> 00:16:54.820]   - Yeah, no, that's dope.
[00:16:54.820 --> 00:16:56.700]   Yeah, I was wondering what that meant.
[00:16:56.700 --> 00:16:58.700]   A couple other concepts that you've come up with
[00:16:58.700 --> 00:17:00.260]   is the Summerland.
[00:17:00.260 --> 00:17:01.820]   You know, you got that on the hats, on the shirts.
[00:17:01.820 --> 00:17:02.660]   Talk about that.
[00:17:02.660 --> 00:17:03.860]   What is the meaning of Summerland?
[00:17:03.860 --> 00:17:06.580]   - Summerland, it's a small town within Santa Barbara.
[00:17:06.580 --> 00:17:09.340]   I spent years growing up there.
[00:17:09.340 --> 00:17:14.380]   And it's just like a small beach town,
[00:17:14.380 --> 00:17:17.220]   which I feel like it defines California.
[00:17:17.220 --> 00:17:19.420]   It's like a little beach, ocean,
[00:17:19.420 --> 00:17:21.580]   and then right behind you is the mountains.
[00:17:21.580 --> 00:17:24.460]   And it's just so laid back and cool.
[00:17:24.460 --> 00:17:27.780]   And I pull all my inspiration from it.
[00:17:27.780 --> 00:17:29.420]   It's almost like this dreamland.
[00:17:29.420 --> 00:17:31.540]   And I think a lot of people don't even know
[00:17:31.540 --> 00:17:33.020]   Summerland is a real town.
[00:17:33.020 --> 00:17:33.860]   - Yeah, I gotta go check it out.
[00:17:33.860 --> 00:17:36.380]   - So it's a real place, and it's so small,
[00:17:36.380 --> 00:17:39.940]   but it's like, it almost represents anything to anyone.
[00:17:39.940 --> 00:17:41.900]   It's like, what is your dreamland?
[00:17:41.900 --> 00:17:43.220]   What's your dream state?
[00:17:43.220 --> 00:17:46.700]   Where do you want to be that makes you most at peace?
[00:17:46.700 --> 00:17:48.940]   And for me, it's going home.
[00:17:48.940 --> 00:17:49.780]   - That's dope.
[00:17:49.780 --> 00:17:51.700]   And then the other one is, you know,
[00:17:51.700 --> 00:17:53.900]   you got it on your hat, the miracle,
[00:17:53.900 --> 00:17:55.100]   the Miracle Academy.
[00:17:55.100 --> 00:17:58.140]   You know, you have a miracle in a lot of your stuff.
[00:17:58.140 --> 00:17:59.780]   What does that mean to you?
[00:17:59.780 --> 00:18:02.460]   - The miracle to me is, I mean,
[00:18:02.460 --> 00:18:05.220]   I find it to be one of the most impactful words
[00:18:05.220 --> 00:18:07.380]   in the dictionary, it's just like,
[00:18:07.380 --> 00:18:09.740]   but the fact that I'm here today
[00:18:09.740 --> 00:18:10.980]   and doing what I'm doing,
[00:18:10.980 --> 00:18:14.620]   I had a phase as a kid in my upbringing.
[00:18:14.620 --> 00:18:17.820]   I was a really troubled youth teenager.
[00:18:17.820 --> 00:18:19.660]   I got into a ton of trouble.
[00:18:19.660 --> 00:18:22.340]   I was sent to Utah for wilderness programs.
[00:18:22.340 --> 00:18:23.940]   I went to juvenile hall.
[00:18:23.940 --> 00:18:26.660]   Like, I was like really a rough kid,
[00:18:26.660 --> 00:18:28.420]   and I was really lost and confused
[00:18:28.420 --> 00:18:32.340]   and getting into a lot of things I shouldn't be doing.
[00:18:33.380 --> 00:18:38.260]   So just the idea of being able to turn around from that
[00:18:38.260 --> 00:18:43.260]   and basically transform into the person I am today,
[00:18:43.260 --> 00:18:44.660]   I see as a miracle.
[00:18:44.660 --> 00:18:46.620]   And that's just like my little story of it,
[00:18:46.620 --> 00:18:50.460]   but it works for the business and the brand as well,
[00:18:50.460 --> 00:18:52.780]   'cause I think so many people relate to it in so many ways.
[00:18:52.780 --> 00:18:55.220]   I think everyone has their own kind of miracle
[00:18:55.220 --> 00:18:57.860]   that they can relate to in their lifetime.
[00:18:57.860 --> 00:19:00.660]   So it just is, yeah.
[00:19:00.660 --> 00:19:01.660]   - Do you feel like,
[00:19:01.660 --> 00:19:04.140]   how much do you connect that miracle to,
[00:19:04.140 --> 00:19:06.580]   do you connect it to coincidence?
[00:19:06.580 --> 00:19:07.860]   Do you connect it to God?
[00:19:07.860 --> 00:19:10.300]   I mean, obviously me and you,
[00:19:10.300 --> 00:19:11.500]   we kick it with Jude all the time.
[00:19:11.500 --> 00:19:13.500]   I know faith has become more important to you
[00:19:13.500 --> 00:19:14.780]   and you're still trying to figure it out,
[00:19:14.780 --> 00:19:16.020]   going to church and things like that,
[00:19:16.020 --> 00:19:19.740]   but kind of what is your thoughts in that space?
[00:19:19.740 --> 00:19:21.740]   - I connect it to a little of everything.
[00:19:21.740 --> 00:19:23.660]   I think I connect it to faith.
[00:19:23.660 --> 00:19:25.660]   I connect it to coincidence.
[00:19:25.660 --> 00:19:27.780]   I connect it to work ethic.
[00:19:27.780 --> 00:19:29.300]   I connect it to kindness.
[00:19:30.380 --> 00:19:34.140]   I think really the way you treat people
[00:19:34.140 --> 00:19:36.260]   is almost one of the biggest parts.
[00:19:36.260 --> 00:19:39.780]   If you're loving to people and you're always outgoing,
[00:19:39.780 --> 00:19:41.780]   making sure someone else is okay,
[00:19:41.780 --> 00:19:43.340]   I feel like that's the best way
[00:19:43.340 --> 00:19:45.940]   that this world can be a better place.
[00:19:45.940 --> 00:19:48.540]   And so I think there'll be more miracles
[00:19:48.540 --> 00:19:53.020]   the more we can be better humans to everyone else,
[00:19:53.020 --> 00:19:54.820]   'cause I think it's getting pretty rough out there.
[00:19:54.820 --> 00:19:55.900]   And I think a lot of people
[00:19:55.900 --> 00:19:57.860]   are getting more and more closed off
[00:19:57.860 --> 00:19:59.860]   and more out there for themselves.
[00:19:59.860 --> 00:20:01.780]   And I think if we can change
[00:20:01.780 --> 00:20:05.100]   to where more people are worried about others,
[00:20:05.100 --> 00:20:06.260]   still protect yourself,
[00:20:06.260 --> 00:20:09.020]   but there's so many people just going through it.
[00:20:09.020 --> 00:20:10.260]   So just checking in on them,
[00:20:10.260 --> 00:20:12.820]   it can change a lot for everybody.
[00:20:12.820 --> 00:20:14.180]   - Well, you're amazing at that.
[00:20:14.180 --> 00:20:16.220]   I mean, we've talked about this in the car.
[00:20:16.220 --> 00:20:18.300]   I remember me, you and Judah were sitting there
[00:20:18.300 --> 00:20:19.940]   and we were like, what do you think is,
[00:20:19.940 --> 00:20:22.100]   we were going around asking what each one thought
[00:20:22.100 --> 00:20:23.780]   each other's strengths were.
[00:20:23.780 --> 00:20:25.820]   And the word that kept coming up about you
[00:20:25.820 --> 00:20:28.700]   is just how caring you are for your friends
[00:20:28.700 --> 00:20:31.500]   and your people, and that's an obvious trait about you.
[00:20:31.500 --> 00:20:34.140]   All this stuff is going on in your business and stuff,
[00:20:34.140 --> 00:20:36.020]   but you still find time to make sure
[00:20:36.020 --> 00:20:36.940]   everybody else is straight. - That's right.
[00:20:36.940 --> 00:20:38.900]   - And I feel, bro, that's gonna come back around.
[00:20:38.900 --> 00:20:42.460]   That's why you have so many relationships that you do.
[00:20:42.460 --> 00:20:45.780]   Talk about that, the relationships
[00:20:45.780 --> 00:20:48.180]   with some of these celebrities.
[00:20:48.180 --> 00:20:53.060]   You're close with Kodak, you're close with Chris Brown,
[00:20:53.060 --> 00:20:55.380]   some of the NBA players, Justin.
[00:20:55.380 --> 00:20:57.780]   How do you feel like some of those relationships
[00:20:57.780 --> 00:20:58.700]   really came about?
[00:20:58.700 --> 00:21:03.100]   Because I feel like a lot of people in this space
[00:21:03.100 --> 00:21:06.180]   are very closed off, but you come around
[00:21:06.180 --> 00:21:07.980]   and they are very open with you.
[00:21:07.980 --> 00:21:10.260]   Why do you think that is?
[00:21:10.260 --> 00:21:13.300]   And how did those relationships kinda come about?
[00:21:13.300 --> 00:21:15.740]   - Man, I think I'm definitely just blessed
[00:21:15.740 --> 00:21:19.420]   in the sense of, I don't know, I think I definitely
[00:21:19.420 --> 00:21:21.780]   have a special trait of connecting with someone
[00:21:21.780 --> 00:21:24.500]   and just kind of feeling what's inside of them.
[00:21:24.500 --> 00:21:26.620]   And I think they can almost see it or feel it.
[00:21:26.620 --> 00:21:27.820]   I don't know what it is.
[00:21:27.820 --> 00:21:30.140]   It might be a superpower I was given.
[00:21:30.140 --> 00:21:33.180]   But for instance, my relationship with Kodak,
[00:21:33.180 --> 00:21:36.180]   he's a very closed off guy.
[00:21:36.180 --> 00:21:38.020]   He's got a very tight circle.
[00:21:38.020 --> 00:21:42.300]   But since we met, we became like bonded brothers
[00:21:42.300 --> 00:21:46.260]   and he loved me and we would have great conversation.
[00:21:46.260 --> 00:21:49.340]   Even his management is just like, I don't know what it is,
[00:21:49.340 --> 00:21:52.060]   but Bill loves you, you know?
[00:21:52.060 --> 00:21:55.300]   So I don't know, I think they just understand
[00:21:55.300 --> 00:21:58.660]   that I'm trying to care for them for them.
[00:21:58.660 --> 00:22:00.780]   And it's like, you're an amazing rapper.
[00:22:00.780 --> 00:22:03.180]   I love you for your music and your craft,
[00:22:03.180 --> 00:22:05.100]   but I also think you're great
[00:22:05.100 --> 00:22:06.780]   and I can tell you have a good heart.
[00:22:06.780 --> 00:22:08.220]   So I think we connect on that level.
[00:22:08.220 --> 00:22:10.300]   And that same with even Chris Brown
[00:22:10.300 --> 00:22:12.900]   and all these other guys and all these ballplayers.
[00:22:12.900 --> 00:22:16.060]   I think I relate to a lot of these basketball guys.
[00:22:16.060 --> 00:22:17.380]   I grew up playing basketball.
[00:22:17.380 --> 00:22:21.180]   I'm not 6'10" like you, but I get buckets.
[00:22:21.180 --> 00:22:23.420]   And I think I just relate.
[00:22:23.420 --> 00:22:27.460]   I feel like I just connect and relate with these people
[00:22:27.460 --> 00:22:29.140]   on a natural and organic level.
[00:22:29.140 --> 00:22:30.580]   And I think they just feel it.
[00:22:30.580 --> 00:22:32.260]   And so it just works in my favor
[00:22:32.260 --> 00:22:33.820]   and hopefully theirs too, you know?
[00:22:33.820 --> 00:22:35.580]   It's just becomes real friendships.
[00:22:35.580 --> 00:22:38.220]   - Yeah, nah, it's a gift you have for sure.
[00:22:38.220 --> 00:22:40.940]   And I think in the industry you're in,
[00:22:40.940 --> 00:22:43.060]   relationships is very important, you know?
[00:22:43.060 --> 00:22:45.380]   I mean, you're in the early stages
[00:22:45.380 --> 00:22:47.220]   of kind of what this is gonna become.
[00:22:47.220 --> 00:22:49.900]   And you're in the grinding stages.
[00:22:49.900 --> 00:22:52.340]   You may not be making like tons, millions of dollars.
[00:22:52.340 --> 00:22:56.660]   But the relationships you have, the stuff that you make,
[00:22:56.660 --> 00:22:57.900]   it's only a matter of time.
[00:22:57.900 --> 00:22:59.860]   So as stressful as it is, bro,
[00:22:59.860 --> 00:23:02.980]   it's inevitable that this is gonna be the next thing.
[00:23:02.980 --> 00:23:06.340]   You know, Joker talks about your stuff all the time.
[00:23:06.340 --> 00:23:08.980]   You got Justin over here wearing it, Chris Brown.
[00:23:08.980 --> 00:23:10.100]   You got the connections.
[00:23:10.100 --> 00:23:11.900]   It's just keep it going, bro.
[00:23:11.900 --> 00:23:13.100]   Your stuff is dope.
[00:23:13.100 --> 00:23:15.940]   This is a question I wanna ask you
[00:23:15.940 --> 00:23:19.100]   'cause you're in the fashion industry.
[00:23:19.100 --> 00:23:23.220]   Why do you think that the fashion is going sometimes
[00:23:23.220 --> 00:23:26.300]   towards this, for men's wear,
[00:23:26.300 --> 00:23:29.980]   towards kind of sometimes the feminine type of stuff?
[00:23:29.980 --> 00:23:33.800]   And do you see yourself ever going in that direction
[00:23:33.800 --> 00:23:35.380]   with someone like the skirts
[00:23:35.380 --> 00:23:37.140]   or the stuff the dude's wearing fashion week?
[00:23:37.140 --> 00:23:37.980]   Do you see that?
[00:23:37.980 --> 00:23:38.820]   Why do you think that is?
[00:23:38.820 --> 00:23:39.860]   And do you see yourself ever going that way?
[00:23:39.860 --> 00:23:41.780]   - I see that, but I would never go there.
[00:23:41.780 --> 00:23:43.300]   I'm always gonna stay authentic.
[00:23:43.300 --> 00:23:46.020]   But I see, I think the skirts and all this stuff,
[00:23:46.020 --> 00:23:48.020]   I think that's just designers finding ways
[00:23:48.020 --> 00:23:49.980]   to push their boundaries.
[00:23:49.980 --> 00:23:51.540]   How do we make something?
[00:23:51.540 --> 00:23:52.940]   How do we make some noise?
[00:23:52.940 --> 00:23:54.060]   How do we be different?
[00:23:54.060 --> 00:23:56.580]   And every designer has their way of doing it.
[00:23:56.580 --> 00:24:00.580]   For me, I'm not gonna put a man in a skirt, but.
[00:24:00.580 --> 00:24:02.180]   - Even like the fingernail polish,
[00:24:02.180 --> 00:24:03.940]   what do you think about all that stuff?
[00:24:03.940 --> 00:24:05.700]   - It's just, it's their taste.
[00:24:05.700 --> 00:24:08.500]   I think every human has their own flavor
[00:24:08.500 --> 00:24:10.020]   of like expressing themselves.
[00:24:10.020 --> 00:24:11.860]   And I have nothing against any of it.
[00:24:11.860 --> 00:24:13.780]   And some people can pull it off.
[00:24:13.780 --> 00:24:16.540]   Like I could, I've seen, I think like Westbrook in a skirt
[00:24:16.540 --> 00:24:20.220]   and he kind of looks dope, but it's not for me.
[00:24:20.220 --> 00:24:22.260]   - Jordan Clarkson rocks sometimes.
[00:24:22.260 --> 00:24:24.020]   - My brand's not gonna go there, I don't think.
[00:24:24.020 --> 00:24:25.580]   But who knows, maybe in two, three years,
[00:24:25.580 --> 00:24:30.580]   I have some weird face and I got men in dresses.
[00:24:30.580 --> 00:24:32.620]   You never know, but.
[00:24:32.620 --> 00:24:33.580]   - No, I feel you.
[00:24:33.580 --> 00:24:34.660]   I just always wanted to ask that
[00:24:34.660 --> 00:24:36.460]   'cause it's so funny to me how.
[00:24:36.460 --> 00:24:37.380]   - I find it funny.
[00:24:37.380 --> 00:24:39.340]   I think the fashion game,
[00:24:39.340 --> 00:24:41.060]   I think there's so much real stuff in it,
[00:24:41.060 --> 00:24:44.100]   but I think there's so much comical,
[00:24:44.100 --> 00:24:46.660]   artificial stuff in the fashion game too.
[00:24:46.660 --> 00:24:49.700]   I think there's designers that are true and authentic.
[00:24:49.700 --> 00:24:54.460]   And I think there's designers that are just,
[00:24:54.460 --> 00:24:56.020]   I don't know, just a bit comical
[00:24:56.020 --> 00:24:59.740]   and just a bit artificial.
[00:24:59.740 --> 00:25:03.460]   - Why do you think, like fashion goes through phases.
[00:25:03.460 --> 00:25:05.380]   It used to be the baggy, the baggy stuff.
[00:25:05.380 --> 00:25:07.620]   And then it went to guys wearing skinny jeans.
[00:25:07.620 --> 00:25:09.180]   - I know the theory.
[00:25:09.180 --> 00:25:14.180]   For instance, you got, I think, true, real, cool culture.
[00:25:14.180 --> 00:25:18.020]   I'm talking, I guess, on a California level first.
[00:25:18.020 --> 00:25:20.340]   You got skaters wearing baggy jeans
[00:25:20.340 --> 00:25:22.780]   and these puffy skate shoes.
[00:25:22.780 --> 00:25:25.900]   Designers now are doing these puffy skate shoes,
[00:25:25.900 --> 00:25:28.900]   baggy jeans, and now that everyone's wearing baggy,
[00:25:28.900 --> 00:25:31.940]   now these skate cats are real street kids
[00:25:31.940 --> 00:25:35.300]   that now they go back to skinny.
[00:25:35.300 --> 00:25:38.580]   So I think it's almost like a chase of the cool kids
[00:25:38.580 --> 00:25:40.780]   trying to identify on their own level.
[00:25:40.780 --> 00:25:42.020]   They're going to dress their way.
[00:25:42.020 --> 00:25:44.020]   That becomes commercialized.
[00:25:44.020 --> 00:25:45.660]   And then it almost just goes backwards.
[00:25:45.660 --> 00:25:48.740]   And it's going to be a vicious cycle forever.
[00:25:48.740 --> 00:25:49.780]   And I think it's just a matter of,
[00:25:49.780 --> 00:25:52.180]   there's like that core, cool community
[00:25:52.180 --> 00:25:53.980]   that paves the lane.
[00:25:53.980 --> 00:25:56.460]   And then there's the designer houses
[00:25:56.460 --> 00:25:58.020]   and bigger conglomerates or whatever,
[00:25:58.020 --> 00:25:59.620]   looking at what cool kids are doing.
[00:25:59.620 --> 00:26:01.660]   And then they're going to recreate it.
[00:26:01.660 --> 00:26:03.820]   Maybe not as well, but it's kind of just--
[00:26:03.820 --> 00:26:05.940]   - Do you see yourself going back to the,
[00:26:05.940 --> 00:26:08.220]   'cause it is crazy how it used to be baggy.
[00:26:08.220 --> 00:26:09.580]   And then that got weird kind of.
[00:26:09.580 --> 00:26:11.660]   And everyone was wearing the skinny stuff,
[00:26:11.660 --> 00:26:14.820]   even the joggers, you cuff it in your shoes.
[00:26:14.820 --> 00:26:16.500]   Now everybody wants the big sweats
[00:26:16.500 --> 00:26:18.340]   to go over their shoes.
[00:26:18.340 --> 00:26:20.700]   Do you, when do you see it going back skinny?
[00:26:20.700 --> 00:26:22.780]   And do you see yourself following?
[00:26:22.780 --> 00:26:24.020]   I mean, I guess as a designer,
[00:26:24.020 --> 00:26:25.540]   you kind of got to go with the culture.
[00:26:25.540 --> 00:26:27.420]   But when do you see that kind of happening?
[00:26:27.420 --> 00:26:30.060]   'Cause it's just, I feel like it's so weird.
[00:26:30.060 --> 00:26:33.420]   'Cause I used to think skinny was so dope
[00:26:33.420 --> 00:26:34.740]   and now I can't stand it.
[00:26:34.740 --> 00:26:35.580]   - Can't stand it.
[00:26:35.580 --> 00:26:36.420]   - And then we're baggy.
[00:26:36.420 --> 00:26:37.660]   - People be looking goofy.
[00:26:37.660 --> 00:26:39.740]   They look like Dr. Grew from the '80s.
[00:26:39.740 --> 00:26:40.580]   - Right.
[00:26:40.580 --> 00:26:42.540]   When do you see it going back that way?
[00:26:42.540 --> 00:26:44.740]   - I mean, skinny's coming back.
[00:26:44.740 --> 00:26:46.140]   I think there's always going to be,
[00:26:46.140 --> 00:26:48.220]   there's certain designers that'll stick to their core.
[00:26:48.220 --> 00:26:49.140]   You got Hedy Slimane,
[00:26:49.140 --> 00:26:50.860]   like he's going to have skinny jeans forever.
[00:26:50.860 --> 00:26:53.020]   And there's other designers that will have skinny,
[00:26:53.020 --> 00:26:55.820]   but as a brand and a business in the end,
[00:26:55.820 --> 00:26:57.660]   they're going to have to cater to an audience
[00:26:57.660 --> 00:26:59.700]   and sell what they can.
[00:26:59.700 --> 00:27:02.700]   So I see skinny coming back in a sense.
[00:27:02.700 --> 00:27:04.540]   I don't know if I'm going to play with it,
[00:27:04.540 --> 00:27:08.060]   but I've always worn baggy clothes.
[00:27:08.060 --> 00:27:09.020]   Even in high school,
[00:27:09.020 --> 00:27:10.980]   there was like this phase of crew jeans,
[00:27:10.980 --> 00:27:12.660]   these crew skinny jeans.
[00:27:12.660 --> 00:27:15.220]   I just made fun of my friends forever for it.
[00:27:15.220 --> 00:27:17.380]   And I just never got there,
[00:27:17.380 --> 00:27:19.740]   but everyone has their taste.
[00:27:19.740 --> 00:27:22.580]   - Yeah, the baggy's definitely doper.
[00:27:22.580 --> 00:27:26.020]   All right, man, my last question for you.
[00:27:26.020 --> 00:27:28.980]   What is your overall vision for Nemeas
[00:27:28.980 --> 00:27:31.660]   and kind of your purpose for the brand overall,
[00:27:31.660 --> 00:27:33.260]   for you overall?
[00:27:33.260 --> 00:27:34.220]   What is your purpose?
[00:27:34.220 --> 00:27:36.660]   And then what is the vision for the entire brand?
[00:27:36.660 --> 00:27:42.660]   - My vision for the brand is to make it as big as possible,
[00:27:42.660 --> 00:27:47.620]   but still holding its authentic feel and love.
[00:27:47.620 --> 00:27:50.740]   And like in the end, it is a business.
[00:27:50.740 --> 00:27:51.940]   I want it to make money.
[00:27:51.940 --> 00:27:54.100]   I want the world to know about it.
[00:27:54.100 --> 00:27:56.900]   I want people to wear it and feel comfortable
[00:27:56.900 --> 00:27:58.620]   and confident wearing it.
[00:27:58.620 --> 00:28:00.700]   So as big as Nemeas can go,
[00:28:00.700 --> 00:28:03.380]   where it'll still feel authentic,
[00:28:03.380 --> 00:28:04.620]   like I want it there.
[00:28:04.620 --> 00:28:09.020]   And me as a human and as a person with a purpose,
[00:28:09.020 --> 00:28:11.940]   it's definitely going beyond clothing.
[00:28:11.940 --> 00:28:16.940]   I wanna explore everything from fashion to charity,
[00:28:16.940 --> 00:28:21.620]   to organization, to furniture, different forms of art.
[00:28:21.620 --> 00:28:23.780]   Like this is just the start for me.
[00:28:23.780 --> 00:28:27.860]   And this is like my home base to build myself as a person
[00:28:27.860 --> 00:28:29.820]   and then see what else I could do.
[00:28:29.820 --> 00:28:31.300]   I got plenty of time.
[00:28:31.300 --> 00:28:33.020]   I just turned 31.
[00:28:33.020 --> 00:28:35.340]   But I see something greater
[00:28:35.340 --> 00:28:37.540]   with this whole Miracle and Miracle Academy.
[00:28:37.540 --> 00:28:42.700]   I see it as a, almost like a charity program or a situation.
[00:28:42.700 --> 00:28:45.100]   We also have Miracle Garden and it's like,
[00:28:45.100 --> 00:28:46.620]   so there's so many things I wanna play with
[00:28:46.620 --> 00:28:49.540]   and explore in the future beyond clothing.
[00:28:49.540 --> 00:28:52.580]   - Yeah, and I mean, I just gotta point out
[00:28:52.580 --> 00:28:54.420]   something you just said that just hit me
[00:28:54.420 --> 00:28:58.780]   was the fact that you use this fashion brand
[00:28:58.780 --> 00:29:00.740]   and what you're doing to shape you as a human
[00:29:00.740 --> 00:29:04.300]   for some of the other things that you wanna do in life.
[00:29:04.300 --> 00:29:06.900]   And like for me or anyone, I think that's important.
[00:29:06.900 --> 00:29:10.020]   Like not letting what you do become your sole identity
[00:29:10.020 --> 00:29:11.980]   to where it's all-consuming.
[00:29:11.980 --> 00:29:15.540]   Like me, I should be using basketball
[00:29:15.540 --> 00:29:16.660]   to help me grow mentally,
[00:29:16.660 --> 00:29:20.420]   to help me fulfill my purpose in other areas.
[00:29:20.420 --> 00:29:23.140]   Inspiring people, giving back to the people
[00:29:23.140 --> 00:29:26.100]   through charity and things.
[00:29:26.100 --> 00:29:28.060]   So I think that's important 'cause a lot of people,
[00:29:28.060 --> 00:29:29.340]   what they do is who they are.
[00:29:29.340 --> 00:29:31.100]   And you just said, you know, you use,
[00:29:31.100 --> 00:29:32.940]   and it means you use this fashion
[00:29:32.940 --> 00:29:34.540]   to explore who you are, grow who you are
[00:29:34.540 --> 00:29:37.300]   so you can ultimately reach your purpose.
[00:29:37.300 --> 00:29:39.740]   So man, I admire you, bro.
[00:29:39.740 --> 00:29:40.580]   - I love you, bro.
[00:29:40.580 --> 00:29:42.420]   - I appreciate you getting on the podcast, dog.
[00:29:42.420 --> 00:29:43.260]   - I love you, bro.
[00:29:43.260 --> 00:29:44.100]   - My man.
[00:29:44.100 --> 00:29:46.100]   - I already gave up my dreams of being in the NBA,
[00:29:46.100 --> 00:29:49.460]   so at least I can make some clothes for the NBA players
[00:29:49.460 --> 00:29:51.420]   and everybody else.
[00:29:51.420 --> 00:29:52.420]   - Appreciate you, dog.
[00:29:52.420 --> 00:29:53.580]   Curious Mike out.
[00:29:53.580 --> 00:29:56.160]   (upbeat music)
[00:29:58.500 --> 00:30:01.900]   - I drink one of these smoothies every day.
[00:30:01.900 --> 00:30:05.660]   Banana, blueberry.
[00:30:05.660 --> 00:30:11.340]   It's tough, tough life out here.

