
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:16:46.800 --> 00:16:49.480]   to be two mentions of Yahweh, two references to Yahweh.
[00:16:49.480 --> 00:16:52.920]   So it says, "Yahweh rained fire and brimstone from Yahweh."
[00:16:52.920 --> 00:16:54.480]   And this is theologically significant.
[00:16:54.480 --> 00:16:56.480]   And it immediately jumps off the page
[00:16:56.480 --> 00:16:58.680]   because you're thinking two references to Yahweh,
[00:16:58.680 --> 00:17:00.040]   what does that mean?
[00:17:00.040 --> 00:17:01.280]   Right, and then this has implications
[00:17:01.280 --> 00:17:03.400]   for the two persons of the Godhead,
[00:17:03.400 --> 00:17:05.520]   which has implications then going forward
[00:17:05.520 --> 00:17:08.320]   and into the New Testament of who God is
[00:17:08.320 --> 00:17:10.240]   and how complex God is.
[00:17:10.240 --> 00:17:13.040]   - Yeah, and speaking of that, when we think then,
[00:17:13.040 --> 00:17:15.040]   okay, in the Old Testament, you have Yahweh.
[00:17:15.040 --> 00:17:17.320]   And then in the New Testament, you have Lord.
[00:17:17.320 --> 00:17:19.000]   There is, like we were talking about earlier,
[00:17:19.000 --> 00:17:22.520]   this deliberateness to translate it to Lord.
[00:17:22.520 --> 00:17:23.840]   And it's not just convention.
[00:17:23.840 --> 00:17:28.080]   We know that Jesus is Lord because he's the Messiah,
[00:17:28.080 --> 00:17:30.920]   because he is the Chosen One and the King of Kings.
[00:17:30.920 --> 00:17:33.600]   He's even above Caesar, who was called Lord,
[00:17:33.600 --> 00:17:37.000]   say, in the end of Acts 25.
[00:17:37.000 --> 00:17:40.200]   And so we know that he is the Lord.
[00:17:40.200 --> 00:17:42.000]   And at the same time, though,
[00:17:42.000 --> 00:17:44.720]   and we know it's not just due to convention
[00:17:44.720 --> 00:17:46.880]   because the New Testament juxtaposes,
[00:17:46.880 --> 00:17:50.240]   it puts the Old Testament references
[00:17:50.240 --> 00:17:52.640]   that it deliberately translates as Lord
[00:17:52.640 --> 00:17:56.520]   very close to the title that Jesus is Lord.
[00:17:56.520 --> 00:17:59.240]   We know they're making a connection, a correlation,
[00:17:59.240 --> 00:18:01.480]   that yes, Jesus is Lord.
[00:18:01.480 --> 00:18:03.520]   He is King of Kings and Lord of Lords,
[00:18:03.520 --> 00:18:06.600]   but that is because he is Yahweh himself.
[00:18:06.600 --> 00:18:10.520]   And the shift in translating Yahweh to Lord
[00:18:10.520 --> 00:18:13.840]   is to point everyone to Yahweh revealed,
[00:18:13.840 --> 00:18:15.360]   Yahweh incarnate.
[00:18:15.360 --> 00:18:17.160]   This is not just a God.
[00:18:17.160 --> 00:18:21.440]   This is not just a deity or a demigod or a derivative God.
[00:18:21.440 --> 00:18:23.000]   This is Yahweh.
[00:18:23.000 --> 00:18:24.440]   Jesus is Lord.
[00:18:24.440 --> 00:18:26.000]   Lord is Yahweh.
[00:18:26.000 --> 00:18:29.000]   And the New Testament is deliberately making that point.
[00:18:29.000 --> 00:18:33.040]   - And with that, a passage like Genesis 19.24
[00:18:33.040 --> 00:18:36.120]   with two references to Yahweh begins to make sense.
[00:18:36.120 --> 00:18:37.920]   This is two persons of the Godhead.
[00:18:37.920 --> 00:18:38.760]   - That's right.
[00:18:38.760 --> 00:18:40.320]   And it all just connects together then.
[00:18:40.320 --> 00:18:43.280]   And it kind of reminds me of what children
[00:18:43.280 --> 00:18:44.600]   are supposed to do at Passover.
[00:18:44.600 --> 00:18:46.120]   They're supposed to ask their parents,
[00:18:46.120 --> 00:18:47.480]   "Why are we doing this?"
[00:18:47.480 --> 00:18:51.240]   And with the shift from Old Testament to New Testament,
[00:18:51.240 --> 00:18:53.120]   the New Testament's deliberateness,
[00:18:53.120 --> 00:18:56.480]   yet still retaining the name Yahweh like in Revelation 19,
[00:18:56.480 --> 00:18:59.480]   but its deliberateness to translate it as Lord,
[00:18:59.480 --> 00:19:02.280]   people should be asking, "Why do they do that?"
[00:19:02.280 --> 00:19:04.520]   And we should be equipping them to say,
[00:19:04.520 --> 00:19:08.400]   "Because Jesus is Yahweh and Jesus is Lord
[00:19:08.400 --> 00:19:11.600]   "and the New Testament wants that absolutely correlated
[00:19:11.600 --> 00:19:13.260]   "and clear and connected."
[00:19:13.260 --> 00:19:16.760]   And it then provides a repeated theological emphasis
[00:19:16.760 --> 00:19:17.600]   and point.
[00:19:17.600 --> 00:19:18.720]   It's really great.
[00:19:18.720 --> 00:19:19.720]   - It's fascinating.
[00:19:19.720 --> 00:19:24.080]   And there's another element in respect to the name Yahweh,
[00:19:24.080 --> 00:19:26.840]   and that's the shorter form of Yahweh, right?
[00:19:26.840 --> 00:19:27.680]   Yah.
[00:19:27.680 --> 00:19:29.320]   It's far less frequent.
[00:19:29.320 --> 00:19:30.160]   It's very rare.
[00:19:30.160 --> 00:19:31.560]   - We hear it in Revelation 19, though.
[00:19:31.560 --> 00:19:32.400]   Hallelujah. - That's right.
[00:19:32.400 --> 00:19:33.240]   - Yah. - It appears there.
[00:19:33.240 --> 00:19:34.120]   Yeah, yeah.
[00:19:34.120 --> 00:19:36.280]   And the word hallelujah, I mean, Psalm 150,
[00:19:36.280 --> 00:19:37.920]   it ends with that.
[00:19:37.920 --> 00:19:40.020]   I think it begins with that as well.
[00:19:40.020 --> 00:19:43.840]   But the short form of Yahweh appears about 50 times
[00:19:43.840 --> 00:19:44.840]   or something like this.
[00:19:44.840 --> 00:19:48.480]   And if Yahweh is the personal name of God,
[00:19:48.480 --> 00:19:50.280]   I think it's fair to say that Yah
[00:19:50.280 --> 00:19:53.120]   would be the intimate expression of the name of God.
[00:19:53.120 --> 00:19:53.940]   - That's helpful.
[00:19:53.940 --> 00:19:57.560]   - And you look where the reference to Yah appears,
[00:19:57.560 --> 00:19:59.280]   and it appears in those passages
[00:19:59.280 --> 00:20:02.640]   where there's this passionate and emotional expression
[00:20:02.640 --> 00:20:05.440]   of gratitude and love and worship of God.
[00:20:05.440 --> 00:20:08.200]   The first time it appears is in Exodus 15.
[00:20:08.200 --> 00:20:10.420]   And it appears in the song where Moses
[00:20:10.420 --> 00:20:13.360]   and the Israelites sing to Yah.
[00:20:13.360 --> 00:20:15.760]   And they sing about the strength of Yah.
[00:20:15.760 --> 00:20:18.120]   Now, the significance there
[00:20:18.120 --> 00:20:19.900]   is that they just came out of Egypt.
[00:20:19.900 --> 00:20:21.320]   They just crossed the sea.
[00:20:21.320 --> 00:20:22.720]   They thought they were going to die
[00:20:22.720 --> 00:20:24.600]   and they were gonna be killed by the Egyptians.
[00:20:24.600 --> 00:20:26.400]   Then this massive miracle happens
[00:20:26.400 --> 00:20:29.360]   where God splits the sea they crossed,
[00:20:29.360 --> 00:20:33.200]   and their response is praise Yah,
[00:20:33.200 --> 00:20:34.800]   just from the abundance of their soul
[00:20:34.800 --> 00:20:36.000]   and the abundance of their heart.
[00:20:36.000 --> 00:20:39.320]   And then Yah continues to appear in the Psalms
[00:20:39.320 --> 00:20:43.720]   where it's very passionate expressions of worship of God.
[00:20:43.720 --> 00:20:46.080]   And maybe another example is in Isaiah 38
[00:20:46.080 --> 00:20:49.480]   where Hezekiah is about to die.
[00:20:49.480 --> 00:20:51.280]   He gets sick, he's about to die.
[00:20:51.280 --> 00:20:54.920]   And God gives him an extra 15 years of life.
[00:20:54.920 --> 00:20:59.920]   And so he writes a poetic worship song or a praise.
[00:20:59.920 --> 00:21:03.520]   And there he begins with praising Yah.
[00:21:03.520 --> 00:21:05.840]   He uses Yahweh in that song as well,
[00:21:05.840 --> 00:21:07.840]   but he begins with praising Yah.
[00:21:07.840 --> 00:21:11.720]   And so that would be the intimate reference
[00:21:11.720 --> 00:21:13.440]   and appeal to Yahweh.
[00:21:13.440 --> 00:21:14.480]   - Well, this is really helpful.
[00:21:14.480 --> 00:21:17.680]   So what we see is in translating the Old Testament
[00:21:17.680 --> 00:21:20.260]   as the Old Testament, it's not just permissible.
[00:21:20.260 --> 00:21:22.280]   It's not just that we know how to pronounce it.
[00:21:22.280 --> 00:21:26.440]   It's not, there are some really practical advantages to it.
[00:21:26.440 --> 00:21:28.600]   It captures God's distinctiveness.
[00:21:28.600 --> 00:21:31.360]   It distinguishes other titles for God.
[00:21:31.360 --> 00:21:34.280]   It even captures the emotion of the Old Testament
[00:21:34.280 --> 00:21:37.400]   in worship with that shortened form, particularly of Yah.
[00:21:37.400 --> 00:21:39.080]   There are so many great benefits.
[00:21:39.080 --> 00:21:41.040]   And praise Yahweh.
[00:21:41.040 --> 00:21:41.880]   - Yeah, amen to that.
[00:21:41.880 --> 00:21:43.920]   - Hallelujah for that.
[00:21:43.920 --> 00:21:46.840]   - It's appropriate to say hallelujah
[00:21:46.840 --> 00:21:48.840]   because it's coming from the depth of your soul
[00:21:48.840 --> 00:21:51.440]   and you're worshiping Yahweh in an intimate way.
[00:21:51.440 --> 00:21:53.760]   - Well, thank you for spending the time with us
[00:21:53.760 --> 00:21:55.300]   to bring clarity to these things.
[00:21:55.300 --> 00:21:58.880]   And our prayer is just that this would be really edifying
[00:21:58.880 --> 00:22:02.040]   to you all and helpful and clarifying as well
[00:22:02.040 --> 00:22:04.900]   as you think about worshiping and communicating
[00:22:04.900 --> 00:22:06.860]   with our personal God, Yahweh.
[00:22:06.860 --> 00:22:09.020]   (silence)
[00:22:09.020 --> 00:22:19.020]   [BLANK_AUDIO]

