
[00:00:00.040 --> 00:00:09.540]  ечение
[00:24:05.480 --> 00:24:34.400]   I watched the Nicaraguan family I was staying with. They had, I think, five or six children. I watched them sit and watch telenovelas for about three or four hours, which were coming from Buenos Aires, from all of the rich cosmopolitan cities. And I'd watch them sit there and watch these telenovelas for hours. And here we are sitting in plastic, you know, porch chairs, which is what the world's four sit in, in a dirt hut, watching telenovelas from the upper-class high-rise.
[00:24:34.440 --> 00:24:43.940]   chassis
[00:24:43.940 --> 00:25:02.980]   Da And I,,,,
[00:25:04.280 --> 00:25:10.660]   "
[00:25:10.660 --> 00:25:33.480]   pro punto,,,,
[00:26:32.060 --> 00:26:41.480]  이었,
[00:26:41.480 --> 00:26:42.840]   de,
[00:26:42.840 --> 00:27:01.020]   desarroll Bol was a in the won the con the all is the it is the
[00:27:01.020 --> 00:27:01.500]  跑 el dafür envisioned Flex
[00:27:10.840 --> 00:27:28.060]   opportunity. And then once you're earning income, it's never
[00:27:28.060 --> 00:27:31.060]   been cheaper in some ways on some measurements never been cheaper, easier
[00:27:31.060 --> 00:27:31.060]   Корner
[00:27:31.060 --> 00:27:31.060]   It's never been cheaper in some ways on some measurements never been cheaper, easier
[00:27:31.060 --> 00:27:31.060]   It's never been cheaper in some ways on some measurements never been cheaper, easier
[00:27:31.060 --> 00:27:31.060]   It's never been cheaper in some ways on some measurements never been cheaper, easier
[00:27:31.060 --> 00:27:31.060]   It's never been cheaper in some ways on some measurements never been cheaper, easier
[00:27:31.060 --> 00:27:31.360]   It's never been cheaper in some ways on some measurements never been cheaper, easier to live
[00:27:31.360 --> 00:27:31.400]   It's never been cheaper in some ways on some measurements never been cheaper, easier to live
[00:27:31.400 --> 00:27:31.560]   It's never been cheaper in some ways on some measurements never been cheaper, easier to live cheaper
[00:27:31.600 --> 00:28:01.580]  , easier to live cheaper, easier to live cheaper, easier to live cheaper, easier to live cheaper, easier to live cheaper,
[00:28:01.620 --> 00:28:31.600]   a little bit cheaper. I don't see how you get there without a cultural transformation. And I look at that and that's where I see the weakness. The social fabric, the cultural fabric, to me seems very thin at the moment. So one thing that I've seen is people spending a lot of their time
[00:28:31.600 --> 00:28:31.600]   a lot of their time
[00:28:31.620 --> 00:29:01.620]   focusing on stuff that's happening in Washington and sometimes not as much that's happening in their living room. And I think this is a very easy thing. You can find out, do you spend more time reading or thinking about something happening thousands of miles away in the federal city or in your home? And if the answer is in Washington and you're not working in politics, well, maybe you need to think, have a readjustment of that. And I would hope that people can focus more on the things over the years that are happening in Washington and sometimes not as much that's happening in their living room.
[00:29:01.620 --> 00:29:01.620]   That's a very easy thing.
[00:29:01.620 --> 00:29:01.620]   I think this is a very easy thing. You can find out, do you spend more time reading or thinking about something happening thousands of miles away in the federal city or in your home? And if the answer is in Washington and you're not working in politics, well, maybe you need to think, have a readjustment of that.
[00:29:01.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:29:31.640]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:29:31.640 --> 00:30:01.660]  ,
[00:30:01.660 --> 00:30:01.660]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:30:01.660 --> 00:30:01.660]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:30:01.660 --> 00:30:01.660]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:30:01.660 --> 00:30:01.660]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:30:01.660 --> 00:30:01.660]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:30:01.660 --> 00:30:01.660]   You can find out, do you spend more time reading or thinking about something happening in your living room?
[00:30:01.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.680 --> 00:30:31.680]   I don't know in the near term that people are going to be able to resist those forces.
[00:30:31.720 --> 00:31:01.700]  ,
[00:31:01.700 --> 00:31:01.700]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:01.700 --> 00:31:01.700]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:01.700 --> 00:31:01.700]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:01.700 --> 00:31:01.700]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:01.700 --> 00:31:01.700]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:01.700 --> 00:31:01.700]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:01.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to be able to resist those forces.
[00:31:31.720 --> 00:31:31.720]   I don't know in the near term that people are going to resist those forces.
[00:31:31.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.740 --> 00:32:01.740]   I don't know in the near term that people are going to resist those forces.
[00:32:01.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.760 --> 00:32:31.760]   I don't know in the near term that people are going to resist those forces.
[00:32:31.800 --> 00:33:01.780]  ,
[00:33:01.780 --> 00:33:01.780]   I don't know in the near term that people are going to resist those forces.
[00:33:01.780 --> 00:33:01.780]   I don't know in the near term that people are going to resist those forces.
[00:33:01.780 --> 00:33:01.780]   I don't know in the near term that people are going to resist those forces.
[00:33:01.780 --> 00:33:01.780]   I don't know in the near term that people are going to resist those forces.
[00:33:01.780 --> 00:33:01.780]   I don't know in the near term that people are going to resist those forces.
[00:33:01.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:33:31.800]   I don't know in the near term that people are going to resist those forces.
[00:33:31.800 --> 00:34:01.820]  ,
[00:34:01.820 --> 00:34:01.820]   I don't know in the near term that people are going to resist those forces.
[00:34:01.820 --> 00:34:01.820]   I don't know in the near term that people are going to resist those forces.
[00:34:01.820 --> 00:34:01.820]   I don't know in the near term that people are going to resist those forces.
[00:34:01.820 --> 00:34:01.820]   I don't know in the near term that people are going to resist those forces.
[00:34:01.820 --> 00:34:01.820]   I don't know in the near term that people are going to resist those forces.
[00:34:01.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:34:31.840]   I don't know in the near term that people are going to resist those forces.
[00:34:31.840 --> 00:35:01.860]  ,
[00:35:01.860 --> 00:35:01.860]   I don't know in the near term that people are going to resist those forces.
[00:35:01.860 --> 00:35:01.860]   I don't know in the near term that people are going to resist those forces.
[00:35:01.860 --> 00:35:01.860]   I don't know in the near term that people are going to resist those forces.
[00:35:01.860 --> 00:35:01.860]   I don't know in the near term that people are going to resist those forces.
[00:35:01.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:35:31.880 --> 00:35:31.880]   I don't know in the near term that people are going to resist those forces.
[00:36:01.900 --> 00:36:01.900]   I don't know in the near term that people are going to resist those forces.
[00:36:01.900 --> 00:36:01.900]   I don't know in the near term that people are going to resist those forces.
[00:36:01.900 --> 00:36:01.900]   I don't know in the near term that people are going to resist those forces.
[00:36:01.900 --> 00:36:01.900]   I don't know in the near term that people are going to resist those forces.
[00:36:01.900 --> 00:36:01.900]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.920 --> 00:36:31.920]   I don't know in the near term that people are going to resist those forces.
[00:36:31.960 --> 00:37:01.940]  ,
[00:37:01.940 --> 00:37:01.940]   I don't know in the near term that people are going to resist those forces.
[00:37:01.940 --> 00:37:01.940]   I don't know in the near term that people are going to resist those forces.
[00:37:01.940 --> 00:37:01.940]   I don't know in the near term that people are going to resist those forces.
[00:37:01.940 --> 00:37:01.940]   I don't know in the near term that people are going to resist those forces.
[00:37:01.940 --> 00:37:01.940]   I don't know in the near term that people are going to resist those forces.
[00:37:01.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:37:31.960]   I don't know in the near term that people are going to resist those forces.
[00:37:31.960 --> 00:38:01.980]  ,
[00:38:01.980 --> 00:38:01.980]   I don't know in the near term that people are going to resist those forces.
[00:38:01.980 --> 00:38:01.980]   I don't know in the near term that people are going to resist those forces.
[00:38:01.980 --> 00:38:01.980]   I don't know in the near term that people are going to resist those forces.
[00:38:01.980 --> 00:38:01.980]   I don't know in the near term that people are going to resist those forces.
[00:38:01.980 --> 00:38:01.980]   I don't know in the near term that people are going to resist those forces.
[00:38:01.980 --> 00:38:01.980]   I don't know in the near term that people are going to resist those forces.
[00:38:02.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.000 --> 00:38:32.000]   I don't know in the near term that people are going to resist those forces.
[00:38:32.040 --> 00:39:02.020]  ,
[00:39:02.020 --> 00:39:02.020]   I don't know in the near term that people are going to resist those forces.
[00:39:02.020 --> 00:39:02.020]   I don't know in the near term that people are going to resist those forces.
[00:39:02.020 --> 00:39:02.020]   I don't know in the near term that people are going to resist those forces.
[00:39:02.020 --> 00:39:02.020]   I don't know in the near term that people are going to resist those forces.
[00:39:02.020 --> 00:39:02.020]   I don't know in the near term that people are going to resist those forces.
[00:39:02.020 --> 00:39:02.020]   I don't know in the near term that people are going to resist those forces.
[00:39:02.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.040 --> 00:39:32.040]   I don't know in the near term that people are going to resist those forces.
[00:39:32.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.060 --> 00:40:02.060]   I don't know in the near term that people are going to resist those forces.
[00:40:02.100 --> 00:40:32.080]  ,
[00:40:32.080 --> 00:40:32.080]   I don't know in the near term that people are going to resist those forces.
[00:40:32.080 --> 00:40:32.080]   I don't know in the near term that people are going to resist those forces.
[00:40:32.080 --> 00:40:32.080]   I don't know in the near term that people are going to resist those forces.
[00:40:32.080 --> 00:40:32.080]   I don't know in the near term that people are going to resist those forces.
[00:40:32.080 --> 00:40:32.080]   I don't know in the near term that people are going to resist those forces.
[00:40:32.080 --> 00:40:32.080]   I don't know in the near term that people are going to resist those forces.
[00:40:32.080 --> 00:40:32.080]   or I don't know in the near term that people are going to resist those forces.
[00:40:32.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.100 --> 00:41:02.100]   I don't know in the near term that people are going to resist those forces.
[00:41:02.140 --> 00:41:32.120]   I don't know in the near term that people are going to resist those forces.
[00:41:32.120 --> 00:41:32.120]   I don't know in the near term that people are going to resist those forces.
[00:41:32.120 --> 00:41:32.120]   I don't know in the near term that people are going to resist those forces.
[00:41:32.120 --> 00:41:32.120]   I don't know in the near term that people are going to resist those forces.
[00:41:32.120 --> 00:41:32.120]   I don't know in the near term that people are going to resist those forces.
[00:41:32.120 --> 00:41:32.120]   I don't know in the near term that people are going to resist those forces.
[00:41:32.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:02.140]   I don't know in the near term that people are going to resist those forces.
[00:42:02.140 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.160 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.160 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.160 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.160 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.160 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.160 --> 00:42:32.160]   I don't know in the near term that people are going to resist those forces.
[00:42:32.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:02.180]   I don't know in the near term that people are going to resist those forces.
[00:43:02.180 --> 00:43:32.200]  ,
[00:43:32.200 --> 00:43:32.200]   I don't know in the near term that people are going to resist those forces.
[00:43:32.200 --> 00:43:32.200]   I don't know in the near term that people are going to resist those forces.
[00:43:32.200 --> 00:43:32.200]   I don't know in the near term that people are going to resist those forces.
[00:43:32.200 --> 00:43:32.200]   I don't know in the near term that people are going to resist those forces.
[00:43:32.200 --> 00:43:32.200]   I don't know in the near term that people are going to resist those forces.
[00:43:32.240 --> 00:43:41.280]  ather
[00:43:41.280 --> 00:43:43.280]   Zhou I by
[00:43:43.280 --> 00:43:58.860]  , never, continue to be, changes,
[00:44:00.480 --> 00:44:10.720]   the
[00:44:10.720 --> 00:44:11.280]  éro, .,. but like But Pi Kat guarantee "G, ', ", a
[00:44:11.280 --> 00:44:18.240]   but live слова

