
[00:00:00.040 --> 00:00:09.520]  ihad
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:18.020]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:18.020 --> 00:39:48.040]   the introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:48.040 --> 00:39:48.040]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:48.040 --> 00:39:48.040]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:48.040 --> 00:39:48.040]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:48.040 --> 00:39:48.040]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:48.040 --> 00:39:48.040]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:39:48.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:18.060]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:18.060 --> 00:40:48.080]   the introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:48.080 --> 00:40:48.080]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:48.080 --> 00:40:48.080]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:48.080 --> 00:40:48.080]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:48.080 --> 00:40:48.080]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:40:48.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:18.100]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:18.100 --> 00:41:48.120]   the introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:48.120 --> 00:41:48.120]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:48.120 --> 00:41:48.120]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:48.120 --> 00:41:48.120]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:48.120 --> 00:41:48.120]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:48.120 --> 00:41:48.120]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:41:48.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:18.140]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:18.140 --> 00:42:48.160]   the introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:48.160 --> 00:42:48.160]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:48.160 --> 00:42:48.160]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:48.160 --> 00:42:48.160]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:48.160 --> 00:42:48.160]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:48.160 --> 00:42:48.160]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:42:48.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:18.180]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:18.180 --> 00:43:48.200]  ,
[00:43:48.200 --> 00:43:48.200]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:48.200 --> 00:43:48.200]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:48.200 --> 00:43:48.200]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:48.200 --> 00:43:48.200]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:48.200 --> 00:43:48.200]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:43:48.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.220 --> 00:44:18.220]   The introduction of the American school into the Orient has broken up 40 centuries of tradition. It has given us a new
[00:44:18.260 --> 00:44:29.060]   even
[00:44:29.060 --> 00:44:47.940]   me one is手 Mo Go It--G, when,,,,,, but all say in the say of the basis of the расił positively CPU raise a iPad, the��, the, the, dedicated, the, the, the, the, the, the, the, the, the, the, I. Barr believes. And. I. Not. Bot. satisfaction確. Pet.ר. coordinated céasi. aggressive pc.ises.erald.änd서. discipline.rü.分鐘 died. easy. segued. significantly.out. apology. shell.國.視 F away. quas attache. purchase in w connectors
[00:44:48.100 --> 00:45:08.880]   President
[00:45:08.880 --> 00:45:17.960]   invitation as que reads increases� little, the, the, the, the,..
[00:45:18.100 --> 00:45:48.100]   Корnella:
[00:45:48.100 --> 00:45:48.100]   The University of Chicago, Stanford, Johns Hopkins, Columbia Teachers College, MIT, and Cornell, all colleges endowed by great industrialists, together with the state-endowed university movement represented by schools like Michigan or Wisconsin or Ohio State, joined in concert with the old-line aristocratic American colleges like Yale and Dartmouth, who were flag bearers for the English-speaking American community.
[00:45:48.100 --> 00:45:48.100]   The University of Chicago, Stanford, Johns Hopkins, Columbia Teachers College, MIT, and Cornell, all colleges endowed by great industrialists, together with the state-endowed university movement represented by schools like Michigan or Wisconsin or Ohio State, joined in concert with the old-line aristocratic American colleges like Yale and Dartmouth, who were flag bearers for the English-speaking American community.
[00:45:48.140 --> 00:45:58.900]   letter
[00:45:58.900 --> 00:45:59.180]   it on
[00:45:59.180 --> 00:46:17.040]  VID Stock remembered el no de the, the, the, the, the, wellness; providers,
[00:47:16.140 --> 00:47:45.460]  obed, conducted in the public press. By 1900, a special discipline existed in Indiana, only for elite students handpicked by the college president who had created and taught the course. It was called Bionomics. And it dealt with the why and how of producing a new evolutionary ruling class. The president of the college is a famous name in
[00:47:45.460 --> 00:47:45.460]  ID. The president of the college is a famous name in
[00:47:45.460 --> 00:47:45.460]  D. The president of the college is a famous name in
[00:47:45.480 --> 00:48:14.800]  inID. The president of the college is a famous name in American college history. His name is David Starr Jordan. And Jordan did so well in the middle of nowhere, he was soon invited to join the major leagues of university existence. The invitation was extended by railroad tycoon Leland Stanford and Jordan became the first president of Stanford University where he remained for 30 years. But what you might say does this have to do with public schooling?
[00:48:14.800 --> 00:48:14.800]  D. The president of the college is a famous name in American college history. His name is David Starr Jordan. And Jordan did so well in the middle of nowhere, he was soon invited to join the major leagues of university existence. The invitation was extended by railroad tycoon Leland Stanford and Jordan became the first president of Stanford University where he remained for 30 years. But what you might say does this have to do with public schooling?
[00:48:14.820 --> 00:48:44.140]  D. The president of the college is a famous name in American college history. His name is David Starr Jordan. And Jordan did so well in the middle of nowhere, he was soon invited to join the major leagues of university existence. But what you might say does this have to do with public schooling?
[00:48:44.140 --> 00:48:44.140]   D. The president of the college is a famous name in American college history. His name is David Starr Jordan. And Jordan became the first president of Stanford University where he remained for 30 years. But what you might say does this have to do with public schooling?
[00:48:44.140 --> 00:48:44.140]   D. The president of the college is a famous name in American college history. His name is David Starr Jordan. And Jordan became the first president of Stanford University where he remained for 30 years. But what you might say does this have to do with public schooling?
[00:48:44.140 --> 00:48:44.140]   D. The president of the college is a famous name in American college history. And Jordan took over the college history as a man who was the president of the college of the college.
[00:48:45.100 --> 00:49:13.880]   I'm going to read a few more questions and then we'll get back to you.
[00:49:13.920 --> 00:49:23.960]   the
[00:49:23.960 --> 00:49:42.680]   in,ha,G K He Nice heated right communism in the law,B,B,G,G,G,G,ough this was all de but like in the assume the business in the part of the music and the Buching the saي de UP "H"T.I"D,S.T.Y.G.B.A.B.D. Smooth a "G. travelled a Anschye" gener數" drive aor "ough " wann "omp at the " process a" pais in the s照" a explore thegress the seeds in theümüz the cor in the making the presented the less um the Apparently the stay in thesam Р. shortcut to the con the w yard of the I'm the�� the
[00:49:42.780 --> 00:50:06.800]   land in the famous 1927 Supreme Court test case,Buck versus Bell, in which Oliver Wendell Holmes wrote the majority opinion, allowing the sterilization of 17-year-old Carrie Buck to prevent her from having degenerate offspring. That's a quote from the Supreme Court decision.
[00:50:06.800 --> 00:50:11.640]   Twenty years later, I've never met anybody
[00:50:11.640 --> 00:50:11.640]   who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:11.640 --> 00:50:11.640]   Twenty years later, I've never met anybody who knows that.
[00:50:12.520 --> 00:50:40.640]   20 years later, I've never met anybody who knows that.
[00:50:40.640 --> 00:50:40.680]   20 years later, I've never met anybody who knows that.
[00:50:40.680 --> 00:50:40.720]   20 years later, I've never met anybody who knows that.
[00:50:40.720 --> 00:50:40.760]   20 years later, I've never met anybody who knows that.
[00:50:40.760 --> 00:50:40.800]   20 years later, I've never met anybody who knows that.
[00:50:40.800 --> 00:50:40.800]   20 years later, I've never met anybody who knows that.
[00:50:40.800 --> 00:50:40.880]   20 years later, I've never met anybody who knows that.
[00:50:40.920 --> 00:50:53.120]   but
[00:52:36.440 --> 00:53:05.280]  ikutika: A good idea. The American academic life: Any academic who expected free money from foundations, corporations, or government, would play the scientific management string on his lute. In 1961, the German consul of the United States, Hans von Braun, gave a speech at the National Assembly of the United States, saying, "The United States is a country that has a lot of riches and a lot of money. It's a great country to be in."
[00:53:34.160 --> 00:53:34.160]  ертвal: The German concept of the political state as a fatherland surfaced in John F. Kennedy's inaugural address, in which his listeners were lectured, "Ask not what your country can do for you, but what you can do for your country." And in 1995, Time magazine, I believe it's February, the first issue in February, lectured its readers a cover story that, quote, "Democracy is the only thing that can be done for you."
[00:53:34.200 --> 00:53:38.000]   dei
[00:53:38.000 --> 00:53:48.020]   TE C I 9、
[00:54:56.520 --> 00:55:23.920]  cart: "The most important thing for everyone to do is create a utopian world resembling a gigantic Epcot Center or perhaps the mother Chautauqua of late 19th century fame, a utopia before its time. There was only one important eugenical limitation on this school-created utopia to come. It wasn't intended for everyone, at the most for 20% of the existing population."
[00:55:24.460 --> 00:55:51.360]  ертв: "The only way to create a utopian world is to create a utopian world, at the most for 20% of the existing population."
[00:55:51.360 --> 00:55:51.360]   And out of Johns Hopkins University in 1996 came this chilling piece of supporting data. I'm going to quote from the Hopkins report, "The American economy has grown massively since the mid-1960s, but workers' real spendable wages are no higher than they were 30 years ago. The purchasing power of a working couple in 1995, the government's purchasing power, and the government's purchasing power, are no longer the same."
[00:55:52.180 --> 00:56:19.800]  .dav: "The American economy has grown massively since the mid-1960s, but workers' real spendable wages are no longer the same as they were 30 years ago. The purchasing power of a working couple in 1995 was, after inflation was factored in, the same as earned by a single working man 90 years earlier. This steep decline in American common prosperity then forced both parents from home and forced their kids into the managed world of daycare and extended schooling. And although you and I'm not sure whether you or not think this is the answer to do this. I'm not sure. I'm not sure I'm not sure of this is this is this. I'm not that this is the answer to you and I'm not. I'm not the answer to you are you from the money in the money in the common prosperity and the money in the money. I'm going to the money and the money of the money that's and the money that's and the month of the PY and the POT.
[00:56:19.820 --> 00:56:43.640]   And although you and I have been harangued endlessly, century long, that enlarging the scope of schooling would cause wealth to be more evenly spread, exactly the reverse has occurred. Wealth was 250% more concentrated by 1998 than it was in 1898.
[00:56:43.640 --> 00:56:48.240]   I don't mean to be inflammatory, he said, but it's as if government school has lost its place in the middle of the PY and the POT.
[00:56:48.380 --> 00:57:18.080]  , more than ever.
[00:57:18.080 --> 00:57:18.080]   The government school has made people dumber, not brighter, made families weaker, not stronger, has ruined formal religion with its hard-sell exclusion of God, has set the class structure in stone by dividing children into classes and setting them against one another and has been midwife to an alarming concentration of wealth and power in the hands of a fraction of our national community.
[00:57:18.080 --> 00:57:18.080]   The government school has made people dumber, not brighter, made families weaker, not stronger, has ruined formal religion with its hard-sell exclusion of God, has set the class structure in stone by dividing children into classes and setting them against one another and has been midwife to an alarming concentration of wealth and power in the hands of a fraction of our national community.
[00:57:18.080 --> 00:57:18.080]  , has been midwife to an alarming concentration of wealth and power in the hands of a fraction of our national community.
[00:57:18.080 --> 00:57:18.080]  , has been midwife to an alarming concentration of wealth and power in the hands of a fraction of our national community.
[00:57:18.120 --> 00:57:27.920]  不過
[00:57:27.920 --> 00:57:28.360]   won won in the
[00:57:28.360 --> 00:57:29.900]  �
[00:58:44.400 --> 00:58:51.520]   it
[00:58:51.520 --> 00:59:12.120]   dark. The, ',
[00:59:12.560 --> 00:59:20.560]  ,
[00:59:20.560 --> 00:59:26.540]   er in the
[00:59:26.540 --> 00:59:41.980]  , g,
[00:59:42.360 --> 00:59:44.360]  obs,
[00:59:44.360 --> 00:59:46.360]   er in the
[00:59:46.360 --> 00:59:48.360]   , g,
[00:59:48.360 --> 00:59:50.360]   er in the
[00:59:50.360 --> 00:59:52.360]   , g,
[00:59:52.360 --> 00:59:54.360]   er in the
[00:59:54.360 --> 00:59:56.360]   , g,
[00:59:56.360 --> 00:59:58.360]   er in the
[00:59:58.360 --> 01:00:00.360]   , g,
[01:00:00.360 --> 01:00:02.360]   er in the
[01:00:02.360 --> 01:00:04.360]   , g,
[01:00:04.360 --> 01:00:06.360]   er in the
[01:00:06.360 --> 01:00:08.360]   , g,
[01:00:08.360 --> 01:00:10.360]   er in the
[01:00:10.360 --> 01:00:12.120]   , g,
[01:00:12.120 --> 01:00:41.920]  , g,
[01:00:41.920 --> 01:00:41.920]   D
[01:00:41.920 --> 01:00:41.920]   D D
[01:00:41.920 --> 01:00:41.920]   D D D
[01:00:41.920 --> 01:01:11.800]   D D D D
[01:01:11.800 --> 01:01:11.880]   D D D D
[01:01:11.880 --> 01:01:11.880]   D D D D D
[01:01:11.880 --> 01:01:11.920]   D D D D D D
[01:01:11.920 --> 01:01:41.920]   D D D D D D D
[01:01:41.920 --> 01:01:41.960]   D D D D D D D
[01:01:41.960 --> 01:01:41.960]   D D D D D D D D D
[01:01:41.960 --> 01:02:04.240]   D D D D D D D D D D
[01:02:04.280 --> 01:02:14.720]   10
[01:02:14.720 --> 01:02:15.000]   believe all HP H S
[01:02:33.100 --> 01:02:39.540]   happened
[01:02:39.540 --> 01:02:42.480]  �
[01:02:42.480 --> 01:02:44.140]   Komm I no in the end of Iound
[01:02:44.140 --> 01:02:47.240]   much
[01:03:03.120 --> 01:03:12.940]   It
[01:03:12.940 --> 01:03:13.500]   get a being
[01:03:13.500 --> 01:03:33.120]   dancing it is a e perd die
[01:03:33.140 --> 01:03:40.740]   you're pretty easy to trac
[01:03:40.740 --> 01:03:47.240]   there. Anyway. Thank you. S
[01:03:47.240 --> 01:04:02.960]   Sweet hop. Take your game
[01:04:02.960 --> 01:04:03.160]   The next level. Sweet hop is
[01:04:03.160 --> 01:04:03.160]   The next level. Sweet hop is
[01:04:03.160 --> 01:04:03.160]   The next level. Sweet hop is an
[01:04:03.160 --> 01:04:03.160]   The next level. Sweet hop is an unbottled possession of the world.
[01:04:03.160 --> 01:04:03.160]   an unbottled possession of the world.
[01:04:03.160 --> 01:04:03.160]   the next level. Sweet hop is an unbottled possession of the world.
[01:04:03.160 --> 01:04:03.160]   Sweet hop is an unbottled possession of the world. It's a game that you can play for
[01:04:03.160 --> 01:04:03.160]   Sweet hop is an unbottled possession of the world. It's a game that you can play for
[01:04:03.160 --> 01:04:03.160]   Sweet hop is an unbottled possession of the world. It's a game that you can play for a
[01:04:03.160 --> 01:04:03.160]   Sweet hop is an unbottled possession of the world. It's a game that you can play for a
[01:04:03.160 --> 01:04:25.280]   and a game that you can play for a

