
[00:00:00.000 --> 00:00:03.000]   Your tough Tacoma is here.
[00:26:23.000 --> 00:26:30.000]   And so within a couple of hours, there can be relief supplies and relief personnel in your town.
[00:26:30.000 --> 00:26:38.000]   If you go up to a larger scale event, such as a hurricane, a regional event, now all of a sudden it starts to take a little bit longer.
[00:26:38.000 --> 00:26:50.000]   You can have a regional event, a hurricane in South Florida or a hurricane in New Orleans, and that'll disrupt several towns, slower moving, broader path of destruction.
[00:26:50.000 --> 00:26:55.000]   But once the storm itself moves out, the surrounding regions can quickly resupply.
[00:26:55.000 --> 00:27:06.000]   So if a hurricane happens in South Florida, Costco immediately starts staging supplies, and they have all the supplies ready to rush in from Georgia, ready to rush in from Alabama.
[00:27:06.000 --> 00:27:12.000]   If a hurricane happens in Texas, all the surrounding areas immediately change, and they start sending resupply there.
[00:27:12.000 --> 00:27:17.000]   And so you're a couple days away, really at most, from having resupply.
[00:27:17.000 --> 00:27:23.000]   But if you move up from a regional event to a national event, you start to have bigger problems.
[00:27:23.000 --> 00:27:31.000]   Now it's hard to find a national event that doesn't become international in today's world, especially for larger countries where many of us live.
[00:27:31.000 --> 00:27:35.000]   An event that affects the whole of the United States is often difficult to see.
[00:27:35.000 --> 00:27:41.000]   Usually it would be some kind of political event and/or some kind of large scale national war.
[00:27:41.000 --> 00:27:46.000]   But pretend that there was some national event that just affected Americans.
[00:27:46.000 --> 00:27:57.000]   Well, you've still got Mexico, you've still got Canada, you've still got many other nations that can access and send relief and send supply to help the United States of America.
[00:27:57.000 --> 00:28:00.000]   But what if everybody is facing the same problem?
[00:28:00.000 --> 00:28:04.000]   What if all the countries around the world are facing the same problem?
[00:28:04.000 --> 00:28:14.000]   What if all the countries around the world are facing a major outbreak of flu, and yet oxygen concentrators around the world, you just can't get them?
[00:28:14.000 --> 00:28:16.000]   Because they're going everywhere and they're gone.
[00:28:16.000 --> 00:28:18.000]   Where's the resupply going to come from?
[00:28:18.000 --> 00:28:20.000]   Well, the resupply is going to come from China.
[00:28:20.000 --> 00:28:27.000]   But the problem is, China is not open for business because everyone is locked in their house, so the factories aren't working.
[00:28:27.000 --> 00:28:34.000]   And that's the problem, the unique problem of the global flu pandemic, which makes it potentially horrific in its global impact.
[00:28:34.000 --> 00:28:39.000]   Because if it goes global, there's no place for relief.
[00:28:39.000 --> 00:28:49.000]   The Martians aren't going to send a relief ship to the United States that's filled with aid the way that the United States does if Haiti is affected.
[00:28:49.000 --> 00:28:55.000]   There just ain't no one to help.
[00:28:55.000 --> 00:29:01.000]   That's why the global flu pandemic is such a huge potential risk.
[00:29:01.000 --> 00:29:09.000]   So, it's slow to come on, slow to happen, and the results are slow.
[00:29:09.000 --> 00:29:12.000]   It has global potential impact.
[00:29:12.000 --> 00:29:14.000]   All of these things are bad.
[00:29:14.000 --> 00:29:16.000]   Now, what else?
[00:29:16.000 --> 00:29:29.000]   Well, one of the major problems with the flu pandemic is, although it can be acutely dangerous for somebody who's infected, it can be the cause of many other associated problems.
[00:29:29.000 --> 00:29:33.000]   So, what is the disaster that's unfolding in China right now?
[00:29:33.000 --> 00:29:37.000]   Is it a disaster that some thousands of people are dying and have died?
[00:29:37.000 --> 00:29:42.000]   Yeah, that's a disaster for a few thousands of people and their families.
[00:29:42.000 --> 00:29:55.000]   But the disaster for hundreds of millions, nay, billions around the world, that disaster is the economic disaster.
[00:29:55.000 --> 00:30:05.000]   And we're right at the beginning of the economic disaster that can flow from this particular event.
[00:30:05.000 --> 00:30:07.000]   Let me ask you a question.
[00:30:07.000 --> 00:30:24.000]   If I give you $5,000 right now, are you likely to go and take that $5,000 and book a nice big fancy cruise vacation for you and your family?
[00:30:24.000 --> 00:30:26.000]   Nobody would.
[00:30:26.000 --> 00:30:33.000]   And so, you have, when you have a cruise ship docked in Japan where everyone's freaking out with quarantine, and rightly so, right?
[00:30:33.000 --> 00:30:35.000]   I'm not saying it was wrong.
[00:30:35.000 --> 00:30:39.000]   But you have a quarantine cruise ship, the cruise industry is going to die.
[00:30:39.000 --> 00:30:41.000]   Or it's going to be severely sick.
[00:30:41.000 --> 00:30:43.000]   Nobody's booking cruises right now.
[00:30:43.000 --> 00:30:46.000]   Think about the economic impact of that.
[00:30:46.000 --> 00:30:49.000]   You have this very large industry.
[00:30:49.000 --> 00:30:54.000]   You have that very large industry that's affected globally.
[00:30:54.000 --> 00:30:58.000]   All over the world, cruises are drying up.
[00:30:58.000 --> 00:31:05.000]   Then think about the tens of thousands, if not hundreds of thousands of people who make their direct living from the cruise ships.
[00:31:05.000 --> 00:31:10.000]   Think about the dock workers who have a job to get the ship tied up.
[00:31:10.000 --> 00:31:14.000]   Think about the immigration people who check people's passports when they're coming on and off.
[00:31:14.000 --> 00:31:17.000]   Think about the guy on the street who's hawking wares to the cruise ship.
[00:31:17.000 --> 00:31:20.000]   Think about all the people working on the cruise ships.
[00:31:20.000 --> 00:31:23.000]   Think about all the food that is bought by the cruise ships.
[00:31:23.000 --> 00:31:25.000]   Think about all the alcohol that's consumed by a cruise ship.
[00:31:25.000 --> 00:31:28.000]   Think about all of that stuff drying up.
[00:31:28.000 --> 00:31:41.000]   And the cruise companies immediately going to lower staffing, less fuel being purchased, less food, less alcohol, laying off people because they don't need people to clean the ship.
[00:31:41.000 --> 00:31:46.000]   And think about all those little communities that are impacted in the local area.
[00:31:46.000 --> 00:31:51.000]   So now you got the guy that does the tours to the waterfall for the people on the cruise ship.
[00:31:51.000 --> 00:31:53.000]   Well, now he doesn't have any business.
[00:31:53.000 --> 00:31:56.000]   And now because he doesn't have any business, his family starts to suffer.
[00:31:56.000 --> 00:31:59.000]   He can buy fewer things in his local area.
[00:31:59.000 --> 00:32:03.000]   It just has a very, in some ways quick, but significant ripple effect.
[00:32:03.000 --> 00:32:09.000]   Now, if that happens for a couple of weeks, it's bad.
[00:32:09.000 --> 00:32:15.000]   Most people can't go weeks or months or a month or two without income.
[00:32:15.000 --> 00:32:18.000]   Most majority of people don't have that kind of savings.
[00:32:18.000 --> 00:32:22.000]   But what if that happens for months?
[00:32:22.000 --> 00:32:27.000]   Now all of a sudden you have long-term, serious long-term problems.
[00:32:27.000 --> 00:32:30.000]   And that's just one industry.
[00:32:30.000 --> 00:32:35.000]   The travel industry in and of itself is a huge, huge industry.
[00:32:35.000 --> 00:32:45.000]   And nobody who's paying attention to the world is going out right now and voluntarily booking non-necessary vacation travel.
[00:32:45.000 --> 00:32:48.000]   I'm scheduled to take a trip in two weeks.
[00:32:48.000 --> 00:32:50.000]   It's something important.
[00:32:50.000 --> 00:32:57.000]   But I'm sitting there looking at it and saying, "Is this really worth exposing potentially me, my family, my community,
[00:32:57.000 --> 00:33:03.000]   to the increased risk that comes from contact to other people?"
[00:33:03.000 --> 00:33:04.000]   Significant.
[00:33:04.000 --> 00:33:09.000]   Cruises are one thing, but think about how this particular right now you see all over the world, especially in Italy now,
[00:33:09.000 --> 00:33:16.000]   all of a sudden, boom, government says, "We're ending the public gatherings."
[00:33:16.000 --> 00:33:19.000]   So this carnival is canceled.
[00:33:19.000 --> 00:33:23.000]   These religious masses are canceled.
[00:33:23.000 --> 00:33:25.000]   These public events are canceled.
[00:33:25.000 --> 00:33:28.000]   Think about the economic impact in those communities.
[00:33:28.000 --> 00:33:31.000]   Now stretch that out.
[00:33:31.000 --> 00:33:36.000]   We don't know how long things will continue in China.
[00:33:36.000 --> 00:33:41.000]   There's really no reason to think that it's going to end this week.
[00:33:41.000 --> 00:33:43.000]   Now start stretching it out.
[00:33:43.000 --> 00:33:52.000]   You've got President Xi in China saying people could go back to work, but there's -- what's fundamentally changed about the risk from two weeks ago versus today?
[00:33:52.000 --> 00:33:58.000]   And so the economic effects and all of the associated disasters that can come are just much, much worse.
[00:33:58.000 --> 00:34:02.000]   And that's not even getting to workforce not being there.
[00:34:02.000 --> 00:34:08.000]   There are many industries that need a certain number of workers to be present for those industries to work to do safely,
[00:34:08.000 --> 00:34:14.000]   whether it's people to work on airplanes and to service airplanes appropriately so that they fly safely,
[00:34:14.000 --> 00:34:18.000]   or whether it's people to man a factory so that it can put out safe products,
[00:34:18.000 --> 00:34:26.000]   or whether it's the number of people necessary to, I don't know, drive around in a car with flashing lights on its roof,
[00:34:26.000 --> 00:34:31.000]   whatever the particular industry is, there's a certain level of staffing in electrical agencies.
[00:34:31.000 --> 00:34:39.000]   And so if you get a very widespread flu pandemic, when many people are sick, that can cause acute problems.
[00:34:39.000 --> 00:34:40.000]   And it just goes on and on.
[00:34:40.000 --> 00:34:43.000]   We could talk about the breakdown in social dynamics.
[00:34:43.000 --> 00:34:49.000]   One of the things that I find fascinating about a flu pandemic is it erodes social trust very quickly.
[00:34:49.000 --> 00:34:55.000]   I was yesterday talking with a friend of mine, an Asian businessman, not even from China,
[00:34:55.000 --> 00:35:02.000]   but he was telling me that his business has dropped off by more than half because people look at him and say, "Oh, he's Asian."
[00:35:02.000 --> 00:35:04.000]   And I think he's Filipino.
[00:35:04.000 --> 00:35:10.000]   And it has nothing to do with -- he's not -- I mean, Philippines, yes, certainly there's coronavirus in Philippines right now,
[00:35:10.000 --> 00:35:12.000]   but he's not Chinese is the point.
[00:35:12.000 --> 00:35:16.000]   But yet, very quickly, people say, "Okay, Asians, I'm not going to do business with Asians.
[00:35:16.000 --> 00:35:18.000]   I'm not going to go to the Asian grocery store.
[00:35:18.000 --> 00:35:21.000]   I'm not going to go to the Asian, you know, store over here.
[00:35:21.000 --> 00:35:24.000]   I'm not going to hire the Asian person to work on my house."
[00:35:24.000 --> 00:35:27.000]   And so this social trust starts to erode.
[00:35:27.000 --> 00:35:32.000]   And you can't go to somebody and say that's not a rational response.
[00:35:32.000 --> 00:35:36.000]   We're not dealing with some kind of irrational xenophobia.
[00:35:36.000 --> 00:35:44.000]   You're dealing with a very specific rational response to saying, "I'm concerned about this particular section of the world."
[00:35:44.000 --> 00:35:51.000]   Just so happens that that section of the world has a certain ethnic characteristic that can be reflected on the face.
[00:35:51.000 --> 00:35:56.000]   And so that hurts the Asian merchants, hurts the Asian community.
[00:35:56.000 --> 00:36:02.000]   Now, what does that do when all of a sudden you have a whole ethnic community that's starting to lose income?
[00:36:02.000 --> 00:36:04.000]   That has a ripple over effect.
[00:36:04.000 --> 00:36:07.000]   And I don't even know where those things end.
[00:36:07.000 --> 00:36:13.000]   But there are these downrange economic effects that are potentially horrific, potentially terrible.
[00:36:13.000 --> 00:36:15.000]   Now, let's go back to the flu pandemic itself.
[00:36:15.000 --> 00:36:17.000]   What makes this particular one so dangerous?
[00:36:17.000 --> 00:36:20.000]   There are two basic things that you want.
[00:36:20.000 --> 00:36:27.000]   If you're going to create a worst-case scenario, an absolute worst-case scenario, and you're sitting down and you're going to write a novel.
[00:36:27.000 --> 00:36:35.000]   And that novel is going to be built on what do we do, how do we create a flu pandemic that's the worst?
[00:36:35.000 --> 00:36:37.000]   Well, you want two things.
[00:36:37.000 --> 00:36:41.000]   The first thing that you want is you want a very long incubation period.
[00:36:41.000 --> 00:36:45.000]   And ideally, it's asymptomatic.
[00:36:45.000 --> 00:36:47.000]   You want a long incubation time.
[00:36:47.000 --> 00:36:54.000]   So if there's a three-day incubation time where the flu is and you're sick on the second day, well, you're going to stay home.
[00:36:54.000 --> 00:36:59.000]   You're going to know, "I'm sick, and I'm going to stay home."
[00:36:59.000 --> 00:37:11.000]   But if you have a two-week or potentially longer, three-week incubation time, and that incubation period is asymptomatic, but you can transfer the disease.
[00:37:11.000 --> 00:37:13.000]   It's very transmissible during that time.
[00:37:13.000 --> 00:37:15.000]   Now you've got a problem.
[00:37:15.000 --> 00:37:25.000]   Because you're carrying the disease, and you go out, and for three weeks, you're at the grocery store, you're with your coworkers, your children are in their school, et cetera.
[00:37:25.000 --> 00:37:28.000]   And you're transmitting the virus for three weeks?
[00:37:28.000 --> 00:37:32.000]   That is a nightmare worst-case scenario.
[00:37:32.000 --> 00:37:34.000]   What is COVID-19?
[00:37:34.000 --> 00:37:37.000]   What feature does it seem to have medically?
[00:37:37.000 --> 00:37:43.000]   It seems to have a very long incubation period that's asymptomatic.
[00:37:43.000 --> 00:37:47.000]   So you can be spreading a virus all around without knowing about it.
[00:37:47.000 --> 00:37:50.000]   And it seems to be highly transmissible.
[00:37:50.000 --> 00:37:52.000]   That's point number one.
[00:37:52.000 --> 00:38:05.000]   The second thing that you need for a really good novel laying this problem out is you need a sickness that is significant, but it can't be so significant that everyone dies in the first few days.
[00:38:05.000 --> 00:38:09.000]   Because what happens is the disease just kills everyone who's transmitting it.
[00:38:09.000 --> 00:38:15.000]   So what you need is you need some significant sickness with real danger for death in order to make your plot really attractive.
[00:38:15.000 --> 00:38:18.000]   That, yeah, people are really scared of dying.
[00:38:18.000 --> 00:38:25.000]   But not so deadly that everyone who gets it just dies quickly, and then they're gone, and we can go on with life.
[00:38:25.000 --> 00:38:30.000]   Well, what feature does COVID-19 seem to have?
[00:38:30.000 --> 00:38:46.000]   Seems to have a significant degree of sickness and a not insignificant degree of mortality, but not so deadly that there aren't lots of people recovering, and not so deadly that it's killing everyone who has it.
[00:38:46.000 --> 00:38:57.000]   If you made it up in a lab or you made it up in your mind to write a novel, it's hard to see how you would write something different than the COVID-19.
[00:38:57.000 --> 00:39:09.000]   I've not yet heard any characteristics that make me say, "Wow, this isn't what I would write if I were writing a novel about the widespread bad effects of the flu."
[00:39:09.000 --> 00:39:15.000]   Except, I guess I might say maybe a little slightly higher mortality, but who knows? I don't know.
[00:39:15.000 --> 00:39:20.000]   So it's potentially really bad for those reasons.
[00:39:20.000 --> 00:39:27.000]   Now, you say, "I want to make a rational, thoughtful decision. I want to be a good consumer of information.
[00:39:27.000 --> 00:39:30.000]   Then I want to consider it, and I want to take the right course of action."
[00:39:30.000 --> 00:39:33.000]   Well, here's your next problem.
[00:39:33.000 --> 00:39:35.000]   The fog of war.
[00:39:35.000 --> 00:39:38.000]   The unreliability of information.
[00:39:38.000 --> 00:39:46.000]   See, I would like to have the ability to make a rational analysis and good predictions here to you.
[00:39:46.000 --> 00:39:51.000]   That would make me feel really good as somebody who feels a responsibility to serve you, my listener.
[00:39:51.000 --> 00:39:57.000]   It would make me feel good to be able to make a good decision and say, "Here's what's going to happen, and here's all the reasons why."
[00:39:57.000 --> 00:40:01.000]   But we're stuck in a place of bad information.
[00:40:01.000 --> 00:40:04.000]   Good information is almost impossible to come by.
[00:40:04.000 --> 00:40:06.000]   Let me explain the factors that go into it.
[00:40:06.000 --> 00:40:13.000]   First, we're dealing with something that is outside of most of our area of expertise.
[00:40:13.000 --> 00:40:21.000]   There are virologists and people who specialize in this that is their area of expertise, but that's probably not you or me.
[00:40:21.000 --> 00:40:28.000]   If you're like me, you're probably saying, "Well, I'm kind of ignorant about this, but let me quickly bone up on my knowledge."
[00:40:28.000 --> 00:40:34.000]   You're studying what "are not" means, and you're thinking about this, and you're trying to become quickly an expert,
[00:40:34.000 --> 00:40:36.000]   but you don't know enough to know what you don't know.
[00:40:36.000 --> 00:40:40.000]   You don't know the key things to look for any more than I do.
[00:40:40.000 --> 00:40:42.000]   Then you look and say, "Where did this start?"
[00:40:42.000 --> 00:40:47.000]   It started in China, Wuhan, China, allegedly.
[00:40:47.000 --> 00:40:58.000]   And the problem there is you're dealing with a totalitarian communist government that is particularly prickly with regard to giving out information,
[00:40:58.000 --> 00:41:02.000]   especially information that reflects poorly on it.
[00:41:02.000 --> 00:41:08.000]   In a totalitarian communist society, politics are everything, and everything is politics.
[00:41:08.000 --> 00:41:10.000]   And so nobody wants to lose face.
[00:41:10.000 --> 00:41:14.000]   Nobody wants to take the political repercussions of letting the information out.
[00:41:14.000 --> 00:41:20.000]   And so you find the whistleblowers from back in November and December, and you see, "Wow, these people were really put upon."
[00:41:20.000 --> 00:41:22.000]   And you think, "Well, that makes sense."
[00:41:22.000 --> 00:41:26.000]   And so you don't really trust the information that's coming out of China.
[00:41:26.000 --> 00:41:30.000]   What's worse is you know you shouldn't trust it if you're going to go by past experience.
[00:41:30.000 --> 00:41:35.000]   You go back to SARS, and you see how horrifically the Chinese government distorted the information,
[00:41:35.000 --> 00:41:42.000]   how horrifically the -- actually, it just flat-out lied and didn't reveal the data.
[00:41:42.000 --> 00:41:48.000]   And so you have these ideas, as I do, about, "Well, I think this is what's happening, and I'm trying to listen to the doctors who are saying what's happening."
[00:41:48.000 --> 00:41:51.000]   But you don't know whether you can even trust the data.
[00:41:51.000 --> 00:41:57.000]   You don't know if you can trust the data on the number of people sick, the number of people who've recovered, the number of people who've died.
[00:41:57.000 --> 00:42:03.000]   And this is especially bad in the modern world of user-generated content, because you see a video on Twitter,
[00:42:03.000 --> 00:42:06.000]   and you say, "Well, this is really bad."
[00:42:06.000 --> 00:42:11.000]   But then you don't know, "Is that video from now, or is that video from a year ago?
[00:42:11.000 --> 00:42:14.000]   Is that video from here, or is that video from there?"
[00:42:14.000 --> 00:42:16.000]   And you can't really trust it.
[00:42:16.000 --> 00:42:20.000]   You've got to go and try to look and see who's corroborating something, who's denying something,
[00:42:20.000 --> 00:42:24.000]   but there's so much data that you can't really trust it.
[00:42:24.000 --> 00:42:29.000]   So the source of the data is really troublesome, really problematic.
[00:42:29.000 --> 00:42:37.000]   Then if you understand a little bit about flu or virology, then you understand that even if you could trust the source of the data,
[00:42:37.000 --> 00:42:42.000]   you can't really trust that they accurately are collecting the data.
[00:42:42.000 --> 00:42:47.000]   For example, what is the actual test for this COVID virus?
[00:42:47.000 --> 00:42:55.000]   And is it at all plausible that you could go from not knowing of this virus to developing a test kit,
[00:42:55.000 --> 00:43:02.000]   to producing the test kit in such a way that you can test billions of people accurately?
[00:43:02.000 --> 00:43:04.000]   Well, of course not.
[00:43:04.000 --> 00:43:05.000]   And so who's being tested?
[00:43:05.000 --> 00:43:08.000]   Well, the people who are being tested are those who are in the hospital,
[00:43:08.000 --> 00:43:11.000]   or who are experiencing symptoms, or who have reason to believe that they're exposed.
[00:43:11.000 --> 00:43:16.000]   But what about all the other hundreds of millions of people who can't plausibly be tested,
[00:43:16.000 --> 00:43:20.000]   because the kits don't exist?
[00:43:20.000 --> 00:43:25.000]   And so what happens to asymptomatic transfer in a long incubation period?
[00:43:25.000 --> 00:43:28.000]   So even if the numbers weren't coming from China,
[00:43:28.000 --> 00:43:33.000]   even if the numbers were coming from the most honest, forthright, open, transparent government in the world,
[00:43:33.000 --> 00:43:36.000]   I don't know what that would be, but let's just pretend that it was coming from that,
[00:43:36.000 --> 00:43:40.000]   you would recognize practically you still can't trust the numbers.
[00:43:40.000 --> 00:43:44.000]   Well, what do you do if you can't trust the numbers and can't trust the information?
[00:43:44.000 --> 00:43:46.000]   You start to think.
[00:43:46.000 --> 00:43:47.000]   You start to be a little paranoid.
[00:43:47.000 --> 00:43:49.000]   You start to wonder what else are they not telling you?
[00:43:49.000 --> 00:43:55.000]   So you say, "Well, I can't trust what they're saying to me, so let me go and look at what they're doing."
[00:43:55.000 --> 00:43:58.000]   This is a line of reasoning that I often go down.
[00:43:58.000 --> 00:44:02.000]   I don't trust what you're saying, because either you're lying to me, or I don't understand it or something,
[00:44:02.000 --> 00:44:04.000]   but I can see what you're doing.
[00:44:04.000 --> 00:44:06.000]   Actions speak louder than words.
[00:44:06.000 --> 00:44:08.000]   So let me ignore what you're saying, and let me look at what you're doing.
[00:44:08.000 --> 00:44:12.000]   And so you go to China, as we did a month ago.
[00:44:12.000 --> 00:44:15.000]   And at that time, there were tens of millions of people under quarantine.
[00:44:15.000 --> 00:44:17.000]   Now, far more.
[00:44:17.000 --> 00:44:19.000]   And you say, "Well, what are they doing?"
[00:44:19.000 --> 00:44:25.000]   Well, what they're doing is basically committing economic suicide and telling everybody, "Stay home."
[00:44:25.000 --> 00:44:28.000]   Everybody, "Quarantine," et cetera.
[00:44:28.000 --> 00:44:33.000]   Then you go and you look at what they're doing, such as welding doors of apartment buildings shut,
[00:44:33.000 --> 00:44:35.000]   and you say, "Man, this is really bad."
[00:44:35.000 --> 00:44:37.000]   But now you want to make a good decision on it.
[00:44:37.000 --> 00:44:38.000]   So you look at this data.
[00:44:38.000 --> 00:44:40.000]   You say, "I can clearly see what they're doing.
[00:44:40.000 --> 00:44:43.000]   I can clearly see that tens of millions of people are being quarantined."
[00:44:43.000 --> 00:44:46.000]   So there are a couple ways and directions that you could go.
[00:44:46.000 --> 00:44:50.000]   The first way you could go would be the more believing, trusting method of analysis.
[00:44:50.000 --> 00:44:56.000]   You could say, "Wow, they're really engaging in this massive quarantine effort."
[00:44:56.000 --> 00:44:57.000]   And you know what?
[00:44:57.000 --> 00:45:02.000]   That's exactly the kind of thing that would need to be done in order to stem the flow,
[00:45:02.000 --> 00:45:06.000]   stem the transmission of this particular disease.
[00:45:06.000 --> 00:45:11.000]   And what's so interesting is China is probably the only nation in the world that has the resources
[00:45:11.000 --> 00:45:19.000]   to do this kind of heavy, hardcore, far-reaching quarantine.
[00:45:19.000 --> 00:45:25.000]   So this is going to be pretty cool because they're reacting appropriately to what seems to be a significant threat,
[00:45:25.000 --> 00:45:32.000]   and because of their appropriate hardcore reaction, they're probably going to be successful,
[00:45:32.000 --> 00:45:34.000]   and they're going to stomp this thing out.
[00:45:34.000 --> 00:45:37.000]   And then you would go and you would read what the World Health Organization says,
[00:45:37.000 --> 00:45:40.000]   and you would listen to the president of the World Health Organization who praises China,
[00:45:40.000 --> 00:45:46.000]   profusely for their excellent reaction, and you'd say, "Yeah, they're doing what they need to be doing."
[00:45:46.000 --> 00:45:49.000]   And so yes, the fact that tens of millions of people are being affected,
[00:45:49.000 --> 00:45:51.000]   well, that's what they need to be doing.
[00:45:51.000 --> 00:45:54.000]   So good on them, right?
[00:45:54.000 --> 00:45:56.000]   Or you might go in the other direction.
[00:45:56.000 --> 00:46:00.000]   You might say, "Are you kidding me?
[00:46:00.000 --> 00:46:05.000]   They're saying that there's," you know, I'm going back a month ago, "Oh, a few thousand people sick,
[00:46:05.000 --> 00:46:09.000]   but they're putting cities, tens of millions of people under quarantine?
[00:46:09.000 --> 00:46:14.000]   They're destroying economic output for the nation?
[00:46:14.000 --> 00:46:20.000]   They're destroying the biggest, most important festivals over something that's just a basic flu
[00:46:20.000 --> 00:46:22.000]   that's affecting a few thousand people?
[00:46:22.000 --> 00:46:29.000]   They're saying there's 7,000," okay, a month ago, "7,892 people infected and 132 deaths,
[00:46:29.000 --> 00:46:31.000]   and yet they've got tens of millions of people locked down
[00:46:31.000 --> 00:46:36.000]   and billions and billions of dollars of money lost for this?
[00:46:36.000 --> 00:46:39.000]   And they'll leave it for an instant.
[00:46:39.000 --> 00:46:43.000]   This must be far worse than they're saying officially."
[00:46:43.000 --> 00:46:50.000]   So you can have the same apparent data, and both of those conclusions are pretty plausible,
[00:46:50.000 --> 00:46:53.000]   pretty rational analysis of the data.
[00:46:53.000 --> 00:46:57.000]   You can say, "Well, they're taking this action, but it's what they should do,"
[00:46:57.000 --> 00:47:00.000]   or "They're taking this action and they're flat out lying to me."
[00:47:00.000 --> 00:47:04.000]   So we don't make much progress there with trying to figure out what the truth is.
[00:47:04.000 --> 00:47:06.000]   So let's go on with our analysis.
[00:47:06.000 --> 00:47:09.000]   What other kinds of bits of information could we look at?
[00:47:09.000 --> 00:47:12.000]   Well, we could listen to what those in the know are saying.
[00:47:12.000 --> 00:47:15.000]   We could say, "We've got the World Health Organization for a reason,
[00:47:15.000 --> 00:47:18.000]   and these big international agencies are really important,
[00:47:18.000 --> 00:47:23.000]   help the world communicate on big, important things like this,"
[00:47:23.000 --> 00:47:26.000]   or "We've got the president of so-and-so that's talking about it."
[00:47:26.000 --> 00:47:31.000]   And so you say, "I'm going to listen to what they say, and I'm a trusting, trustworthy person."
[00:47:31.000 --> 00:47:36.000]   I'm going to say, "Well, they're saying that we're making progress and containing the threat."
[00:47:36.000 --> 00:47:40.000]   But then you recognize that the biggest risk of something like flu pandemic
[00:47:40.000 --> 00:47:45.000]   is probably not the flu itself.
[00:47:45.000 --> 00:47:48.000]   Could you get sick? Of course you could get sick.
[00:47:48.000 --> 00:47:53.000]   And could you die? Yes, but people die all day long, every day, from all kinds of things,
[00:47:53.000 --> 00:47:56.000]   far more mundane than COVID-19.
[00:47:56.000 --> 00:48:03.000]   And so you think, "If I were the mayor of a city, if I were the governor of a province,
[00:48:03.000 --> 00:48:06.000]   if I were the president of a country, if I were the president of an organization,
[00:48:06.000 --> 00:48:09.000]   what I'd be really concerned about is panic.
[00:48:09.000 --> 00:48:14.000]   I'd be really concerned about panic, because I've seen what people do when they panic.
[00:48:14.000 --> 00:48:17.000]   And so I want to make sure that we avoid panic,
[00:48:17.000 --> 00:48:22.000]   because panic comes with its own horrific set of problems."
[00:48:22.000 --> 00:48:27.000]   So you also want to be truthful, so you kind of got to give information,
[00:48:27.000 --> 00:48:29.000]   but you never want to cause panic.
[00:48:29.000 --> 00:48:36.000]   And so there's a natural bias to downplay the severity, because you don't want to cause panic.
[00:48:36.000 --> 00:48:38.000]   And in a way, that's right.
[00:48:38.000 --> 00:48:41.000]   I put myself and I say, "What if I were the mayor of a city?
[00:48:41.000 --> 00:48:44.000]   Would I lie to people to cause panic?"
[00:48:44.000 --> 00:48:47.000]   And as much as I have to say that I wouldn't want to lie,
[00:48:47.000 --> 00:48:51.000]   it's hard to see what other option there is.
[00:48:51.000 --> 00:48:57.000]   I would justify it to myself by saying, "Well, I'm only lying for a time while we work on a solution,
[00:48:57.000 --> 00:49:02.000]   and I'll tell them two days from now, once we've developed a cure or a vaccine or a potential plan,
[00:49:02.000 --> 00:49:04.000]   then I'll tell them the truth of it."
[00:49:04.000 --> 00:49:06.000]   But that just goes on and on and on.
[00:49:06.000 --> 00:49:10.000]   And I can't imagine a political leader anywhere in the world who would say,
[00:49:10.000 --> 00:49:14.000]   "I'm just going to tell you, you guys should panic. This is really bad.
[00:49:14.000 --> 00:49:20.000]   Even if I knew with absolute certainty that you should panic, it's really bad."
[00:49:20.000 --> 00:49:26.000]   And so you can't really trust the government officials.
[00:49:26.000 --> 00:49:31.000]   You can't really trust them, because you know they have to lie,
[00:49:31.000 --> 00:49:35.000]   because of their real need, not just a perceived need,
[00:49:35.000 --> 00:49:40.000]   their real need to maintain peace, to maintain calm, to maintain order.
[00:49:40.000 --> 00:49:42.000]   They have to lie.
[00:49:42.000 --> 00:49:45.000]   And if there were a worst-case scenario, they would not tell me,
[00:49:45.000 --> 00:49:49.000]   because they couldn't, because they're concerned about maintaining the peace.
[00:49:49.000 --> 00:49:52.000]   So, well, how can I get the truth?
[00:49:52.000 --> 00:49:55.000]   Well, there's probably someone in the government that would be a whistleblower.
[00:49:55.000 --> 00:49:59.000]   There's probably someone in the government that would say, "This is the real truth."
[00:49:59.000 --> 00:50:01.000]   And so I'll look for that whistleblower.
[00:50:01.000 --> 00:50:05.000]   The problem is, in the world of 2020, you can find those people everywhere.
[00:50:05.000 --> 00:50:07.000]   But you don't know them. They're not friends of yours.
[00:50:07.000 --> 00:50:08.000]   You don't know whether to trust them.
[00:50:08.000 --> 00:50:11.000]   You don't know whether to trust the information that they have to say.
[00:50:11.000 --> 00:50:14.000]   And you don't have the ability or the time to vet it properly.
[00:50:14.000 --> 00:50:17.000]   And so, probably like me, you just come down and say,
[00:50:17.000 --> 00:50:20.000]   "Well, at least if I believe the official sources, I'll be safe."
[00:50:20.000 --> 00:50:23.000]   So I'll wait for the official sources to change their tune,
[00:50:23.000 --> 00:50:27.000]   because I don't know whether to trust some random chat on Reddit,
[00:50:27.000 --> 00:50:29.000]   some random guy who reports such and such a thing.
[00:50:29.000 --> 00:50:32.000]   And I don't know enough about this to vet that.
[00:50:32.000 --> 00:50:37.000]   I don't have the expertise or the skill.
[00:50:37.000 --> 00:50:43.000]   And thus far, I haven't even talked about the more hardcore conspiracy theories.
