
[00:00:00.000 --> 00:00:01.000]   Hey, everyone.
[00:16:34.580 --> 00:16:37.100]   really focuses on automating that workflow,
[00:16:37.100 --> 00:16:39.200]   because a lot of that work is pretty rote work.
[00:16:39.200 --> 00:16:40.480]   I think it's not the kind of thing
[00:16:40.480 --> 00:16:43.480]   that we need humans to do, language models can do it.
[00:16:43.480 --> 00:16:45.200]   And then if language models can do it,
[00:16:45.200 --> 00:16:47.320]   you can obviously scale it up much more
[00:16:47.320 --> 00:16:50.520]   than a grad student or undergrad research assistant
[00:16:50.520 --> 00:16:52.120]   would be able to do.
[00:16:52.120 --> 00:16:53.760]   - Yeah, the use cases are pretty broad.
[00:16:53.760 --> 00:16:55.280]   So we do have people who just come,
[00:16:55.280 --> 00:16:56.920]   a very large percent of our users
[00:16:56.920 --> 00:16:58.240]   are just using it personally,
[00:16:58.240 --> 00:17:01.160]   or for a mix of personal and professional things.
[00:17:01.160 --> 00:17:05.260]   People who care a lot about like health or biohacking,
[00:17:05.260 --> 00:17:08.880]   or parents who have children with a kind of rare disease
[00:17:08.880 --> 00:17:10.680]   and want to understand the literature directly.
[00:17:10.680 --> 00:17:13.720]   So there is an individual kind of consumer use case.
[00:17:13.720 --> 00:17:15.600]   We're most focused on the power users,
[00:17:15.600 --> 00:17:18.180]   so that's where we're really excited to build.
[00:17:18.180 --> 00:17:21.180]   So LISD was very much inspired by this workflow
[00:17:21.180 --> 00:17:24.480]   in literature called Systematic Reviews or Meta-Analysis,
[00:17:24.480 --> 00:17:27.340]   which is basically the human state of the art
[00:17:27.340 --> 00:17:29.480]   for summarizing scientific literature.
[00:17:29.480 --> 00:17:31.440]   It typically involves like five people
[00:17:31.440 --> 00:17:33.600]   working together for over a year,
[00:17:33.600 --> 00:17:35.600]   and they kind of first start by trying to find
[00:17:35.600 --> 00:17:38.500]   the maximally comprehensive set of papers possible.
[00:17:38.500 --> 00:17:40.360]   So it's like 10,000 papers.
[00:17:40.360 --> 00:17:42.520]   And they kind of systematically narrow that down
[00:17:42.520 --> 00:17:46.160]   to like hundreds or 50 extract key details
[00:17:46.160 --> 00:17:47.280]   from every single paper.
[00:17:47.280 --> 00:17:48.760]   Usually have two people doing it,
[00:17:48.760 --> 00:17:50.300]   like a third person reviewing it.
[00:17:50.300 --> 00:17:52.940]   So it's like an incredibly laborious,
[00:17:52.940 --> 00:17:54.160]   time-consuming process,
[00:17:54.160 --> 00:17:56.080]   but you see it in every single domain.
[00:17:56.080 --> 00:17:59.800]   So in science, in machine learning, in policy.
[00:17:59.800 --> 00:18:01.400]   And so if you can, and it's very,
[00:18:01.400 --> 00:18:03.840]   because it's so structured and designed to be reproducible,
[00:18:03.840 --> 00:18:05.580]   it's really amenable to automation.
[00:18:05.580 --> 00:18:07.080]   So that's kind of the workflow
[00:18:07.080 --> 00:18:08.560]   that we want to automate first.
[00:18:08.560 --> 00:18:12.100]   And then you make that accessible for any question
[00:18:12.100 --> 00:18:14.080]   and make kind of these really robust
[00:18:14.080 --> 00:18:15.900]   living summaries of science.
[00:18:15.900 --> 00:18:16.880]   So yeah, that's one of the workflows
[00:18:16.880 --> 00:18:17.720]   that we're starting with.
[00:18:17.720 --> 00:18:19.000]   - Our previous guest, Mike Conover,
[00:18:19.000 --> 00:18:20.600]   he's building a new company called BrightWave,
[00:18:20.600 --> 00:18:24.380]   which is an AI research assistant for financial research.
[00:18:24.380 --> 00:18:26.360]   How do you see the future of these tools?
[00:18:26.360 --> 00:18:27.800]   Like does everything converge
[00:18:27.800 --> 00:18:30.680]   to like a God researcher assistant,
[00:18:30.680 --> 00:18:33.620]   or is every domain going to have its own thing?
[00:18:33.620 --> 00:18:36.540]   - I think that's a good and mostly open question.
[00:18:36.540 --> 00:18:40.400]   I do think there are some differences across domains.
[00:18:40.400 --> 00:18:42.640]   For example, some research is more
[00:18:42.640 --> 00:18:44.480]   quantitative data analysis,
[00:18:44.480 --> 00:18:46.160]   and other research is more
[00:18:46.160 --> 00:18:49.360]   kind of high-level cross-domain thinking.
[00:18:49.360 --> 00:18:51.600]   And we definitely want to contribute
[00:18:51.600 --> 00:18:53.460]   to the broad generalist reasoning type space.
[00:18:53.460 --> 00:18:55.880]   Like if researchers are making discoveries,
[00:18:55.880 --> 00:18:56.920]   often it's like, hey,
[00:18:56.920 --> 00:18:59.000]   this thing in biology is actually analogous
[00:18:59.000 --> 00:19:01.560]   to like these equations in economics or something.
[00:19:01.560 --> 00:19:03.840]   And that's just fundamentally a thing
[00:19:03.840 --> 00:19:06.640]   where you need to reason across domains.
[00:19:06.640 --> 00:19:09.440]   So I think there will be, at least within research,
[00:19:09.440 --> 00:19:12.600]   I think there will be like one best platform more or less
[00:19:12.600 --> 00:19:15.480]   for this type of generalist research.
[00:19:15.480 --> 00:19:17.680]   I think there may still be like some particular tools
[00:19:17.680 --> 00:19:21.360]   like for genomics, like particular types of modules
[00:19:21.360 --> 00:19:23.560]   of genes and proteins and whatnot.
[00:19:23.560 --> 00:19:25.520]   But for a lot of the kind of high-level reasoning
[00:19:25.520 --> 00:19:27.760]   that humans do, I think that is a more
[00:19:27.760 --> 00:19:29.160]   open or type all thing.
[00:19:29.160 --> 00:19:31.920]   - I wanted to ask a little bit deeper about,
[00:19:31.920 --> 00:19:34.020]   I guess, the workflow that you mentioned.
[00:19:34.020 --> 00:19:35.720]   I like that phrase.
[00:19:35.720 --> 00:19:39.440]   I see that in your UI now, but that's as it is today.
[00:19:39.440 --> 00:19:41.000]   And I think you were about to tell us
[00:19:41.000 --> 00:19:43.600]   about how it was in 2021 and how it maybe progressed.
[00:19:43.600 --> 00:19:46.280]   Like what, how has this workflow evolved?
[00:19:46.280 --> 00:19:48.040]   - Yeah, so the very first version of Elicit
[00:19:48.040 --> 00:19:49.720]   actually wasn't even a research assistant.
[00:19:49.720 --> 00:19:53.200]   It was like a forecasting assistant.
[00:19:53.200 --> 00:19:55.120]   So we set out and we were thinking about
[00:19:55.120 --> 00:19:57.560]   what are some of the most impactful
[00:19:57.560 --> 00:20:00.700]   types of reasoning that if we could scale up AI
[00:20:00.700 --> 00:20:02.000]   would really transform the world.
[00:20:02.000 --> 00:20:04.040]   And the first thing we started,
[00:20:04.040 --> 00:20:06.720]   we actually started with literature review,
[00:20:06.720 --> 00:20:08.560]   but we're like, oh, so many people are gonna build
[00:20:08.560 --> 00:20:11.000]   literature review tools, so let's not start there.
[00:20:11.000 --> 00:20:13.880]   And so then we focused on geopolitical forecasting.
[00:20:13.880 --> 00:20:16.400]   So I don't know if you're familiar with like Manifold or--
[00:20:16.400 --> 00:20:18.220]   - Manifold Markets. - Yeah, that kind of stuff.
[00:20:18.220 --> 00:20:20.800]   - And Manifold.love. - Before Manifold, yeah.
[00:20:20.800 --> 00:20:22.760]   So we're not predicting relationships,
[00:20:22.760 --> 00:20:26.040]   we're predicting like, is China gonna invade Taiwan?
[00:20:26.040 --> 00:20:27.240]   - Markets for everything. - Yeah.
[00:20:27.240 --> 00:20:29.160]   - That's a relationship. - Yeah, it's fair.
[00:20:29.160 --> 00:20:30.520]   - Yeah, yeah, it's true.
[00:20:30.520 --> 00:20:32.080]   - And then we worked on that for a while
[00:20:32.080 --> 00:20:33.840]   and then after GPT-3 came out,
[00:20:33.840 --> 00:20:37.200]   I think by that time we kind of realized that the,
[00:20:37.200 --> 00:20:39.240]   originally we were trying to help people
[00:20:39.240 --> 00:20:42.320]   convert their beliefs into probability distributions.
[00:20:42.320 --> 00:20:43.900]   And so take fuzzy beliefs,
[00:20:43.900 --> 00:20:46.280]   but like model them more concretely.
[00:20:46.280 --> 00:20:48.040]   And then after a few months of iterating on that,
[00:20:48.040 --> 00:20:50.580]   just realized, oh, the thing that's blocking people
[00:20:50.580 --> 00:20:52.600]   from making interesting predictions
[00:20:52.600 --> 00:20:54.960]   about important events in the world
[00:20:54.960 --> 00:20:57.080]   is less kind of on the probabilistic side
[00:20:57.080 --> 00:20:59.320]   and much more on the research side.
[00:20:59.320 --> 00:21:00.920]   And so that kind of combined
[00:21:00.920 --> 00:21:03.720]   with the very generalist capabilities of GPT-3
[00:21:03.720 --> 00:21:06.640]   prompted us to make a more general research assistant.
[00:21:06.640 --> 00:21:08.320]   Then we spent a few months iterating
[00:21:08.320 --> 00:21:11.240]   on what even is a research assistant.
[00:21:11.240 --> 00:21:13.080]   So we would embed with different researchers,
[00:21:13.080 --> 00:21:17.040]   we built data labeling workflows in the beginning,
[00:21:17.040 --> 00:21:18.000]   kind of right off the bat.
[00:21:18.000 --> 00:21:23.000]   We built ways to find like experts in a field
[00:21:23.000 --> 00:21:25.640]   and like ways to ask good research questions.
[00:21:25.640 --> 00:21:27.660]   So we just kind of iterated through a lot of workflows
[00:21:27.660 --> 00:21:30.000]   and it was, yeah, no one else was really building
[00:21:30.000 --> 00:21:31.400]   at this time and it was like very quick
[00:21:31.400 --> 00:21:32.840]   to just do some prompt engineering
[00:21:32.840 --> 00:21:35.940]   and see like what is a task that is at the intersection
[00:21:35.940 --> 00:21:38.160]   of what's good, technologically capable
[00:21:38.160 --> 00:21:40.600]   and like important for researchers.
[00:21:40.600 --> 00:21:42.680]   And we had like a very nondescript landing page.
[00:21:42.680 --> 00:21:45.000]   It said nothing, but somehow people were signing up
[00:21:45.000 --> 00:21:47.000]   and we had the sign-up form that were like,
[00:21:47.000 --> 00:21:48.080]   it was like, "Why are you here?"
[00:21:48.080 --> 00:21:50.000]   And everyone was like, "I need help with literature review."
[00:21:50.000 --> 00:21:52.040]   And we're like, "Literature review, that sounds so hard.
[00:21:52.040 --> 00:21:53.160]   "I don't even know what that means."
[00:21:53.160 --> 00:21:55.040]   They're like, "We don't want to work on it."
[00:21:55.040 --> 00:21:56.040]   But then eventually we were like,
[00:21:56.040 --> 00:21:57.520]   "Okay, everyone is saying literature review."
[00:21:57.520 --> 00:21:58.880]   It's overwhelmingly people want--
[00:21:58.880 --> 00:22:01.120]   - And all domains, not like medicine or physics
[00:22:01.120 --> 00:22:02.000]   or just all domains.
[00:22:02.000 --> 00:22:03.680]   - Yeah, and we also kind of personally knew
[00:22:03.680 --> 00:22:04.720]   literature review was hard.
[00:22:04.720 --> 00:22:07.360]   And if you look at the graphs for academic literature
[00:22:07.360 --> 00:22:08.520]   being published every single month,
[00:22:08.520 --> 00:22:09.720]   you guys know this in machine learning,
[00:22:09.720 --> 00:22:11.240]   it's like up and to the right,
[00:22:11.240 --> 00:22:13.960]   like superhuman amounts of papers.
[00:22:13.960 --> 00:22:15.240]   So we're like, "All right, let's just try it."
[00:22:15.240 --> 00:22:16.920]   I was really nervous, but Andreas was like,
[00:22:16.920 --> 00:22:19.080]   "This is kind of like the right problem space
[00:22:19.080 --> 00:22:21.640]   "to jump into even if we don't know what we're doing."
[00:22:21.640 --> 00:22:24.480]   So my take was like, "Fine, this feels really scary,
[00:22:24.480 --> 00:22:27.440]   "but let's just launch a feature every single week
[00:22:27.440 --> 00:22:29.480]   "and double our user numbers every month.
[00:22:29.480 --> 00:22:32.120]   "And if we can do that, we'll fail fast
[00:22:32.120 --> 00:22:33.440]   "and we will find something."
[00:22:33.440 --> 00:22:35.400]   I was worried about getting lost
[00:22:35.400 --> 00:22:37.720]   in the kind of academic white space.
[00:22:37.720 --> 00:22:40.320]   So the very first version was actually a weekend prototype
[00:22:40.320 --> 00:22:41.240]   that Andreas made.
[00:22:41.240 --> 00:22:43.120]   Do you want to explain how that worked?
[00:22:43.120 --> 00:22:45.440]   - I mostly remember this was really bad.
[00:22:45.440 --> 00:22:49.600]   So the thing I remember is you enter a question
[00:22:49.600 --> 00:22:51.480]   and it would give you back a list of claims.
[00:22:51.480 --> 00:22:53.280]   So your question could be, I don't know,
[00:22:53.280 --> 00:22:55.600]   "How does creatine affect cognition?"
[00:22:55.600 --> 00:22:57.920]   It would give you back some claims
[00:22:57.920 --> 00:23:01.280]   that are to some extent based on papers,
[00:23:01.280 --> 00:23:02.800]   but they were often irrelevant.
[00:23:02.800 --> 00:23:04.480]   The papers were often irrelevant.
[00:23:04.480 --> 00:23:07.240]   And so we ended up soon just printing out
[00:23:07.240 --> 00:23:08.700]   a bunch of examples of results
[00:23:08.700 --> 00:23:09.820]   and putting them up on the wall
[00:23:09.820 --> 00:23:12.240]   so that we would kind of feel the constant shame
[00:23:12.240 --> 00:23:13.880]   of having such a bad product
[00:23:13.880 --> 00:23:16.400]   and would be incentivized to make it better.
[00:23:16.400 --> 00:23:18.400]   And I think over time it has gotten a lot better,
[00:23:18.400 --> 00:23:22.680]   but I think the initial version was really very bad.
[00:23:22.680 --> 00:23:24.000]   - Yeah, but it was basically like
[00:23:24.000 --> 00:23:25.800]   a natural language summary of an abstract,
[00:23:25.800 --> 00:23:27.040]   like kind of a one-sentence summary,
[00:23:27.040 --> 00:23:28.360]   and which we still have.
[00:23:28.360 --> 00:23:30.240]   And then as we learned kind of more
[00:23:30.240 --> 00:23:31.960]   about this systematic review workflow,
[00:23:31.960 --> 00:23:33.600]   we started expanding the capability
[00:23:33.600 --> 00:23:35.280]   so that you could extract a lot more data
[00:23:35.280 --> 00:23:37.440]   from the papers and do more with that.
[00:23:37.440 --> 00:23:40.960]   - And were you using embeddings and cosine similarity,
[00:23:40.960 --> 00:23:42.360]   that kind of stuff, for retrieval,
[00:23:42.360 --> 00:23:44.880]   or was it keyword-based, or?
[00:23:44.880 --> 00:23:46.800]   - I think the very first version
[00:23:46.800 --> 00:23:48.680]   didn't even have its own search engine.
[00:23:48.680 --> 00:23:51.280]   I think the very first version probably used
[00:23:51.280 --> 00:23:54.640]   the SemanticSkuller API or something similar.
[00:23:54.640 --> 00:23:57.000]   And only later, when we discovered
[00:23:57.000 --> 00:24:00.040]   that that API is not very semantic,
[00:24:00.040 --> 00:24:04.280]   then built our own search engine that has helped a lot.
[00:24:04.280 --> 00:24:08.080]   - And then we're gonna go into more recent products stuff,
[00:24:08.080 --> 00:24:11.640]   but I think you seem the more startup-oriented
[00:24:11.640 --> 00:24:14.880]   business person, and you seem sort of more ideologically
[00:24:14.880 --> 00:24:17.580]   interested in research, obviously, 'cause of your PhD.
[00:24:17.580 --> 00:24:21.560]   What kind of market sizing were you guys thinking?
[00:24:21.560 --> 00:24:24.680]   'Cause you're here saying, "We have to double every month."
[00:24:24.680 --> 00:24:26.920]   And I'm like, "I don't know how you make
[00:24:26.920 --> 00:24:29.720]   "that conclusion from this," right?
[00:24:29.720 --> 00:24:31.920]   Especially also as a non-profit at the time.
[00:24:31.920 --> 00:24:34.960]   - Yeah, I think market size-wise,
[00:24:34.960 --> 00:24:39.640]   I felt like in this space where so much was changing
[00:24:39.640 --> 00:24:43.440]   and it was very unclear what of today
[00:24:43.440 --> 00:24:45.760]   was actually gonna be true tomorrow,
[00:24:45.760 --> 00:24:48.320]   we just really rested a lot on very, very simple
[00:24:48.320 --> 00:24:51.080]   fundamental principles, which is research is,
[00:24:51.080 --> 00:24:52.480]   if you can understand the truth,
[00:24:52.480 --> 00:24:55.320]   that is very economically beneficial, valuable,
[00:24:55.320 --> 00:24:56.440]   if you know the truth.
[00:24:56.440 --> 00:24:58.080]   - Just on principle, that's enough for you.
[00:24:58.080 --> 00:25:01.160]   - Yeah, research is the key to many breakthroughs
[00:25:01.160 --> 00:25:02.840]   that are very commercially valuable.
[00:25:02.840 --> 00:25:05.280]   'Cause my version of it is students are poor
[00:25:05.280 --> 00:25:06.960]   and they don't pay for anything, right?
[00:25:06.960 --> 00:25:09.200]   But that's obviously not true, as you guys have found out.
[00:25:09.200 --> 00:25:12.600]   But I, you know, you had to have some market insight
[00:25:12.600 --> 00:25:15.240]   for me to have believed that, but I think you skipped that.
[00:25:15.240 --> 00:25:16.080]   - Yeah.
[00:25:16.080 --> 00:25:18.160]   - Yeah, we did encounter, I guess,
[00:25:18.160 --> 00:25:20.120]   talking to VCs for our seed round.
[00:25:20.120 --> 00:25:22.360]   A lot of VCs were like, "You know, researchers,
[00:25:22.360 --> 00:25:24.100]   "they don't have any money.
[00:25:24.100 --> 00:25:27.320]   "Why don't you build a legal assistant?"
[00:25:27.320 --> 00:25:28.560]   (laughing)
[00:25:28.560 --> 00:25:30.720]   And I think in some short-sighted way,
[00:25:30.720 --> 00:25:34.680]   maybe that's true, but I think in the long run,
[00:25:34.680 --> 00:25:36.600]   R&D is such a big space of the economy.
[00:25:36.600 --> 00:25:39.080]   I think if you can substantially improve
[00:25:39.080 --> 00:25:42.560]   how quickly people find new discoveries
[00:25:42.560 --> 00:25:47.560]   or avoid kind of controlled trials that don't go anywhere,
[00:25:47.560 --> 00:25:49.640]   I think that's just huge amounts of money.
[00:25:49.640 --> 00:25:51.400]   And there are a lot of questions, obviously,
[00:25:51.400 --> 00:25:53.040]   about between here and there,
[00:25:53.040 --> 00:25:55.840]   but I think as long as the fundamental principle is there,
[00:25:55.840 --> 00:25:57.360]   we were okay with that.
[00:25:57.360 --> 00:26:00.200]   And I guess we found some investors who also were.
[00:26:00.200 --> 00:26:01.480]   - Yeah, yeah, congrats.
[00:26:01.480 --> 00:26:05.680]   I mean, I'm sure we can cover the sort of flip later.
[00:26:05.680 --> 00:26:08.240]   Yeah, I think you were about to start us on GPT-3
[00:26:08.240 --> 00:26:10.400]   and how that changed things for you.
[00:26:10.400 --> 00:26:12.800]   It's funny, I guess every major GPT version,
[00:26:12.800 --> 00:26:14.320]   you have some big insight.
[00:26:14.320 --> 00:26:18.240]   - I think it's a little bit less true for us than for others
[00:26:18.240 --> 00:26:21.880]   because we always believe that there will basically be
[00:26:21.880 --> 00:26:24.280]   human-level machine work.
[00:26:24.280 --> 00:26:27.120]   And so it is definitely true that in practice,
[00:26:27.120 --> 00:26:30.000]   for your product, as new models come out,
[00:26:30.000 --> 00:26:31.320]   your product starts working better,
[00:26:31.320 --> 00:26:33.760]   you can add some features that you couldn't add before.
[00:26:33.760 --> 00:26:37.920]   But I don't think we really ever had the moment
[00:26:37.920 --> 00:26:42.200]   where we were like, oh, wow, that is super unanticipated.
[00:26:42.200 --> 00:26:44.080]   We need to do something entirely different now
[00:26:44.080 --> 00:26:46.600]   from what was on the roadmap.
[00:26:46.600 --> 00:26:50.420]   - I think GPT-3 was a big change 'cause it kind of said,
[00:26:50.420 --> 00:26:54.640]   oh, now is the time that we can use AI to build these tools.
[00:26:54.640 --> 00:26:56.720]   And then GPT-4 was maybe a little bit more
[00:26:56.720 --> 00:26:58.480]   of an extension of GPT-3.
[00:26:58.480 --> 00:26:59.760]   It felt less like a level shift.
[00:26:59.760 --> 00:27:02.960]   GPT-3 over GPT-2 was like qualitative level shift.
[00:27:02.960 --> 00:27:05.000]   And then GPT-4 was like, okay, great.
[00:27:05.000 --> 00:27:07.680]   Now it's like, much less, more accurate,
[00:27:07.680 --> 00:27:08.800]   we're more accurate on these things,
[00:27:08.800 --> 00:27:10.040]   we can answer harder questions.
[00:27:10.040 --> 00:27:12.080]   But the shape of the product had already taken place
[00:27:12.080 --> 00:27:13.280]   by that time.
[00:27:13.280 --> 00:27:15.120]   - I kind of want to ask you about this sort of pivot
[00:27:15.120 --> 00:27:17.720]   that you've made, but I guess that was just a way
[00:27:17.720 --> 00:27:18.920]   to sell what you were doing,
[00:27:18.920 --> 00:27:20.880]   which is you're adding extra features
[00:27:20.880 --> 00:27:22.700]   on grouping by concepts.
[00:27:22.700 --> 00:27:24.640]   - When GPT-4-- - The GPT-4 pivot,
[00:27:24.640 --> 00:27:25.620]   quote-unquote pivot that you--
[00:27:25.620 --> 00:27:27.000]   - Oh, yeah, yeah, exactly.
[00:27:27.000 --> 00:27:28.400]   Right, right, right, yeah, yeah.
[00:27:28.400 --> 00:27:30.200]   When we launched this workflow,
[00:27:30.200 --> 00:27:32.960]   now that GPT-4 was available,
[00:27:32.960 --> 00:27:36.360]   basically, Elisa was at a place where,
[00:27:36.360 --> 00:27:38.200]   given a table of papers,
[00:27:38.200 --> 00:27:39.680]   we have very tabular interfaces,
[00:27:39.680 --> 00:27:40.960]   so given a table of papers,
[00:27:40.960 --> 00:27:43.640]   you can extract data across all the tables.
[00:27:43.640 --> 00:27:47.600]   But that's still, you kind of want to take the analysis
[00:27:47.600 --> 00:27:49.080]   a step further.
[00:27:49.080 --> 00:27:50.520]   And sometimes what you'd care about
[00:27:50.520 --> 00:27:52.040]   is not having a list of papers,
[00:27:52.040 --> 00:27:55.200]   but a list of arguments, a list of effects,
[00:27:55.200 --> 00:27:57.240]   a list of interventions, a list of techniques.
[00:27:57.240 --> 00:28:00.680]   And so that's one of the things we're working on
[00:28:00.680 --> 00:28:02.840]   is now that you've extracted this information
[00:28:02.840 --> 00:28:03.720]   in a more structured way,
[00:28:03.720 --> 00:28:06.960]   can you pivot it or group by whatever the information
[00:28:06.960 --> 00:28:11.040]   that you extracted to have more insight-first information
[00:28:11.040 --> 00:28:13.120]   still supported by the academic literature?
[00:28:13.120 --> 00:28:14.800]   - Yeah, that was a big revelation when I saw it.
[00:28:14.800 --> 00:28:18.120]   Yeah, basically, I think I'm very just impressed
[00:28:18.120 --> 00:28:20.280]   by how first principles,
[00:28:20.280 --> 00:28:23.520]   your ideas around what the workflow is.
[00:28:23.520 --> 00:28:27.400]   And I think that's why you're not as reliant
[00:28:27.400 --> 00:28:29.000]   on the LLM improving,
[00:28:29.000 --> 00:28:31.160]   because actually it's just about improving the workflow
[00:28:31.160 --> 00:28:33.120]   that you would recommend to people.
[00:28:33.120 --> 00:28:35.160]   Today, we might call it an agent, I don't know,
[00:28:35.160 --> 00:28:39.080]   but you're not reliant on the LLM to drive it.
[00:28:39.080 --> 00:28:40.760]   It's relying on your sort of,
[00:28:40.760 --> 00:28:43.480]   this is the way that Elisit does research,
[00:28:43.480 --> 00:28:45.920]   and this is what we think is most effective
[00:28:45.920 --> 00:28:47.360]   based on talking to our users.
[00:28:47.360 --> 00:28:48.200]   - Yep, that's right.
[00:28:48.200 --> 00:28:52.160]   Yeah, I think the problem space is still huge.
[00:28:52.160 --> 00:28:55.120]   If it's this big, we are all still operating
[00:28:55.120 --> 00:28:57.200]   at this tiny bit of it.
[00:28:57.200 --> 00:29:00.440]   So I think about this a lot in the context of moats.
[00:29:00.440 --> 00:29:01.440]   People are like, "Oh, what's your moat?
[00:29:01.440 --> 00:29:03.040]   "What happens if GPT-5 comes out?"
[00:29:03.040 --> 00:29:04.440]   It's like, if GPT-5 comes out,
[00:29:04.440 --> 00:29:07.000]   there's still all of this other space that we can go into.
[00:29:07.000 --> 00:29:09.920]   And so I think being really obsessed with the problem,
[00:29:09.920 --> 00:29:13.120]   which is very, very big, has helped us stay robust
[00:29:13.120 --> 00:29:15.440]   and just kind of directly incorporate model improvements
[00:29:15.440 --> 00:29:16.280]   and then keep going.
[00:29:16.280 --> 00:29:19.840]   - And then I first encountered you guys with Charlie.
[00:29:19.840 --> 00:29:22.000]   You can tell us about that project.
[00:29:22.000 --> 00:29:26.040]   Basically, how much did cost become a concern
[00:29:26.040 --> 00:29:28.760]   as you're working more and more with OpenAI?
[00:29:28.760 --> 00:29:30.240]   How do you manage that relationship?
[00:29:30.240 --> 00:29:31.440]   - Let me talk about who Charlie is.
[00:29:31.440 --> 00:29:32.280]   - All right. - Sure, sure.
[00:29:32.280 --> 00:29:33.100]   - You can talk about the tech,
[00:29:33.100 --> 00:29:34.840]   'cause Charlie is a special character.
[00:29:34.840 --> 00:29:37.440]   So Charlie, when we found him,
[00:29:37.440 --> 00:29:39.000]   had just finished his freshman year
[00:29:39.000 --> 00:29:40.400]   at the University of Warwick.
[00:29:40.400 --> 00:29:42.560]   I think he had heard about us on some discord,
[00:29:42.560 --> 00:29:44.240]   and then he applied, and we were like,
[00:29:44.240 --> 00:29:45.520]   "Wow, who is this freshman?"
[00:29:45.520 --> 00:29:46.580]   And then we just saw that he had done
[00:29:46.580 --> 00:29:49.200]   so many incredible side projects.
[00:29:49.200 --> 00:29:51.040]   And we were actually on a team retreat
[00:29:51.040 --> 00:29:54.040]   in Barcelona visiting our head of engineering at that time,
[00:29:54.040 --> 00:29:56.000]   and everyone was talking about this wonder kid.
[00:29:56.000 --> 00:29:56.840]   They're like, "This kid?"
[00:29:56.840 --> 00:29:58.240]   And then on our take-home project,
[00:29:58.240 --> 00:30:02.280]   he had done the best of anyone to that point.
[00:30:02.280 --> 00:30:05.200]   And so we were just so excited to hire him.
[00:30:05.200 --> 00:30:06.780]   So we hired him as an intern, and then we're like,
[00:30:06.780 --> 00:30:09.640]   "Charlie, what if he just dropped out of school?"
[00:30:09.640 --> 00:30:11.840]   And so then we convinced him to take a year off,
[00:30:11.840 --> 00:30:13.660]   and he's just incredibly productive.
[00:30:13.660 --> 00:30:15.840]   And I think the thing you're referring to is,
[00:30:15.840 --> 00:30:17.240]   at the start of 2023,
[00:30:17.240 --> 00:30:20.740]   Anthropic launched their constitutional AI paper,
[00:30:20.740 --> 00:30:23.080]   and within a few days, I think four days,
[00:30:23.080 --> 00:30:25.280]   he had basically implemented that in production,
[00:30:25.280 --> 00:30:28.920]   and then we had it in app a week or so after that.
[00:30:28.920 --> 00:30:31.840]   And he has since contributed to major improvements,
[00:30:31.840 --> 00:30:36.000]   like cutting costs down to a tenth of what they were.
[00:30:36.000 --> 00:30:36.920]   It's really large-scale,
[00:30:36.920 --> 00:30:40.000]   but yeah, you can talk about the technical stuff.
[00:30:40.000 --> 00:30:41.840]   - Yeah, on the constitutional AI project,
[00:30:41.840 --> 00:30:44.400]   this was for abstract summarization,
[00:30:44.400 --> 00:30:48.800]   where in Illicit, if you run a query,
[00:30:48.800 --> 00:30:50.160]   it'll return papers to you,
[00:30:50.160 --> 00:30:51.880]   and then it will summarize each paper
[00:30:51.880 --> 00:30:54.640]   with respect to your query for you on the fly.
[00:30:54.640 --> 00:30:57.200]   And that's a really important part of Illicit,
[00:30:57.200 --> 00:30:59.520]   because Illicit does it so much.
[00:30:59.520 --> 00:31:01.320]   If you run a few searches,
[00:31:01.320 --> 00:31:03.560]   it'll have done it a few hundred times for you.
[00:31:03.560 --> 00:31:07.720]   And so we cared a lot about this both being fast, cheap,
[00:31:07.720 --> 00:31:10.760]   and also very low on hallucination.
[00:31:10.760 --> 00:31:12.720]   I think if Illicit hallucinates something
[00:31:12.720 --> 00:31:15.040]   about the abstract, that's really not good.
[00:31:15.040 --> 00:31:17.420]   And so what Charlie did in that project
[00:31:17.420 --> 00:31:20.680]   was create a constitution that expressed
[00:31:20.680 --> 00:31:23.000]   what are the attributes of a good summary.
[00:31:23.000 --> 00:31:26.440]   It's like everything in the summary is reflected
[00:31:26.440 --> 00:31:28.920]   in the actual abstract,
[00:31:28.920 --> 00:31:32.080]   and it's very concise, et cetera, et cetera.
[00:31:32.080 --> 00:31:37.000]   And then used RLHF with a model
[00:31:37.000 --> 00:31:39.120]   that was trained on the constitution
[00:31:39.120 --> 00:31:44.120]   to basically fine-tune a better summarizer.
[00:31:44.120 --> 00:31:46.280]   - And an open-source model, I think.
[00:31:46.280 --> 00:31:48.080]   - On an open-source model, yeah.
[00:31:48.080 --> 00:31:51.080]   I think that might still be in use.
[00:31:51.080 --> 00:31:52.080]   - Yeah, yeah, definitely.
[00:31:52.080 --> 00:31:53.400]   Yeah, I think at the time,
[00:31:53.400 --> 00:31:55.320]   the models hadn't been trained at all
[00:31:55.320 --> 00:31:57.360]   to be faithful to a text.
[00:31:57.360 --> 00:31:58.440]   So they were just generating.
[00:31:58.440 --> 00:32:00.240]   So then when you ask them a question,
[00:32:00.240 --> 00:32:03.200]   they tried too hard to answer the question
[00:32:03.200 --> 00:32:05.800]   and didn't try hard enough to answer the question
[00:32:05.800 --> 00:32:07.780]   given the text or answer what the text said
[00:32:07.780 --> 00:32:08.620]   about the question.
[00:32:08.620 --> 00:32:10.020]   So we had to basically teach the models
