
[00:00:00.000 --> 00:00:00.960]   Hey, everyone.
[00:21:08.180 --> 00:21:13.340]   And at some point there, I built out these benchmarks
[00:21:13.340 --> 00:21:18.020]   called ConNet benchmarks that they were just
[00:21:18.020 --> 00:21:21.780]   benchmarking all the convolution kernels that
[00:21:21.780 --> 00:21:25.380]   were available at that time.
[00:21:25.380 --> 00:21:30.060]   And it hilariously became big enough that at that time,
[00:21:30.060 --> 00:21:34.020]   AI was getting important, but not important enough
[00:21:34.020 --> 00:21:37.020]   that industrial strength players came
[00:21:37.020 --> 00:21:39.660]   in to do these kind of benchmarking and standardization.
[00:21:39.660 --> 00:21:41.780]   Like we have MLPerf today.
[00:21:41.780 --> 00:21:47.980]   So a lot of the startups were using ConNet benchmarks
[00:21:47.980 --> 00:21:51.380]   in their pitch decks as like, oh, you know,
[00:21:51.380 --> 00:21:54.220]   on ConNet benchmarks, this is how we fare,
[00:21:54.220 --> 00:21:55.820]   so you should fund us.
[00:21:55.820 --> 00:21:58.420]   I remember Nirvana actually was at the top of the pack
[00:21:58.420 --> 00:22:03.220]   because Scott Gray wrote amazingly fast convolution
[00:22:03.220 --> 00:22:06.540]   kernels at that time.
[00:22:06.540 --> 00:22:08.020]   Very interesting, but separate times.
[00:22:08.020 --> 00:22:10.660]   But to answer your question, Alessio,
[00:22:10.660 --> 00:22:17.460]   I think mainly Lepton fireworks are the two most obvious ones.
[00:22:17.460 --> 00:22:27.060]   But I'm sure the fingerprints are a lot wider.
[00:22:27.060 --> 00:22:31.620]   They're just people who worked within the PyTorch Cafe
[00:22:31.620 --> 00:22:35.260]   to a cohort of things and now end up
[00:22:35.260 --> 00:22:38.980]   at various other places.
[00:22:38.980 --> 00:22:45.100]   I think both as an investor and people looking
[00:22:45.100 --> 00:22:47.940]   to build on top of their services,
[00:22:47.940 --> 00:22:51.740]   it's an uncomfortable slash I don't
[00:22:51.740 --> 00:22:53.500]   know what I don't know pitch.
[00:22:53.500 --> 00:22:56.260]   Because I've met Yang Ting and I've met--
[00:22:56.260 --> 00:22:57.060]   Lin Chao.
[00:22:57.060 --> 00:22:59.060]   Yeah, I've met these folks.
[00:22:59.060 --> 00:23:02.380]   And they're like, you know, we are deep in the PyTorch
[00:23:02.380 --> 00:23:05.140]   ecosystem, and we serve billions of inferences a day
[00:23:05.140 --> 00:23:07.980]   or whatever at Facebook, and now we can do it for you.
[00:23:07.980 --> 00:23:10.220]   And I'm like, OK, that's great.
[00:23:10.220 --> 00:23:12.740]   What should I be wary of or cautious of
[00:23:12.740 --> 00:23:13.900]   when these things happen?
[00:23:13.900 --> 00:23:16.580]   Because I'm like, obviously, this experience
[00:23:16.580 --> 00:23:20.660]   is extremely powerful and valuable.
[00:23:20.660 --> 00:23:22.580]   I just don't know what I don't know.
[00:23:22.580 --> 00:23:26.380]   What should people know about these sort of new inference
[00:23:26.380 --> 00:23:28.140]   as a service companies?
[00:23:28.140 --> 00:23:30.420]   At that point, you would be investing in them
[00:23:30.420 --> 00:23:33.940]   for their expertise of one kind.
[00:23:33.940 --> 00:23:38.180]   So if they've been at a large company,
[00:23:38.180 --> 00:23:39.900]   but they've been doing amazing work,
[00:23:39.900 --> 00:23:41.860]   you would be thinking about it as like, OK,
[00:23:41.860 --> 00:23:43.660]   what these people bring to the table
[00:23:43.660 --> 00:23:48.140]   is that they're really good at GPU programming
[00:23:48.140 --> 00:23:52.780]   or understanding the complexity of serving models
[00:23:52.780 --> 00:23:58.380]   once it hits a certain scale, various expertise
[00:23:58.380 --> 00:24:03.780]   from the infra and AI and GPUs point of view.
[00:24:03.780 --> 00:24:06.980]   What you would obviously want to figure out
[00:24:06.980 --> 00:24:12.300]   is whether their understanding of the external markets
[00:24:12.300 --> 00:24:15.420]   is clear, whether they know and understand
[00:24:15.420 --> 00:24:19.980]   how to think about running a business,
[00:24:19.980 --> 00:24:23.860]   understanding how to be disciplined about making money,
[00:24:23.860 --> 00:24:25.540]   or various things like that.
[00:24:25.540 --> 00:24:26.980]   Maybe I'll put it--
[00:24:26.980 --> 00:24:29.020]   actually, I will de-emphasize the investing bit,
[00:24:29.020 --> 00:24:31.820]   and just more as a potential customer.
[00:24:31.820 --> 00:24:37.260]   It's more like, OK, you're PyTorch gods, of course.
[00:24:37.260 --> 00:24:39.020]   What else should I know?
[00:24:39.020 --> 00:24:42.820]   I mean, I would not care about who's building something
[00:24:42.820 --> 00:24:44.220]   if I'm trying to be a customer.
[00:24:44.220 --> 00:24:45.860]   I would care about whether--
[00:24:45.860 --> 00:24:46.660]   The benchmarks.
[00:24:46.660 --> 00:24:48.580]   Yeah, I use it.
[00:24:48.580 --> 00:24:53.020]   And it's usability, and reliability, and speed.
[00:24:53.020 --> 00:24:53.980]   Quality as well.
[00:24:53.980 --> 00:24:58.860]   Yeah, if someone from some random unknown place
[00:24:58.860 --> 00:25:04.100]   came to me and said, user stuff is great,
[00:25:04.100 --> 00:25:06.780]   and I have the bandwidth, I probably will give it a shot.
[00:25:06.780 --> 00:25:10.300]   And if it turns out to be great, I'll just use it.
[00:25:10.300 --> 00:25:11.700]   OK, great.
[00:25:11.700 --> 00:25:13.660]   And then maybe one more thing about benchmarks,
[00:25:13.660 --> 00:25:15.420]   since we already brought it up, and you brought up
[00:25:15.420 --> 00:25:16.620]   Confnet benchmarks.
[00:25:16.620 --> 00:25:20.660]   There was some recent drama around Antiscale.
[00:25:20.660 --> 00:25:22.340]   Antiscale released their own benchmarks,
[00:25:22.340 --> 00:25:24.660]   and obviously they looked great on their own benchmarks.
[00:25:24.660 --> 00:25:28.220]   But maybe didn't give the other--
[00:25:28.220 --> 00:25:30.260]   I feel like there are two lines of criticism.
[00:25:30.260 --> 00:25:33.620]   One, which is they didn't test apples for apples
[00:25:33.620 --> 00:25:36.940]   on the kind of endpoints that the other providers
[00:25:36.940 --> 00:25:39.900]   that they are competitors with on their benchmarks.
[00:25:39.900 --> 00:25:41.980]   And that is due diligence baseline.
[00:25:41.980 --> 00:25:43.700]   And then the second would be more just
[00:25:43.700 --> 00:25:45.700]   optimizing for the right thing.
[00:25:45.700 --> 00:25:46.940]   You had some commentary on it.
[00:25:46.940 --> 00:25:48.060]   I'll just let you riff.
[00:25:48.060 --> 00:25:53.140]   Yeah, I mean, in summary, basically my criticism
[00:25:53.140 --> 00:25:58.780]   that Antiscale built these benchmarks for end users
[00:25:58.780 --> 00:26:01.340]   to just understand what they should pick.
[00:26:01.340 --> 00:26:03.900]   And that's a very good thing to do.
[00:26:03.900 --> 00:26:06.060]   I think what they didn't do a good job of
[00:26:06.060 --> 00:26:11.060]   is give that end user a full understanding of what
[00:26:11.060 --> 00:26:11.780]   they should pick.
[00:26:11.780 --> 00:26:14.900]   They just gave them a very narrow slice
[00:26:14.900 --> 00:26:15.660]   of understanding.
[00:26:15.660 --> 00:26:19.340]   I think they just gave them latency numbers,
[00:26:19.340 --> 00:26:22.980]   and that's not sufficient.
[00:26:22.980 --> 00:26:26.300]   You need to understand your total cost of ownership
[00:26:26.300 --> 00:26:27.700]   at some reasonable scale.
[00:26:27.700 --> 00:26:30.540]   Not like, oh, like one API call is like $0.01,
[00:26:30.540 --> 00:26:36.580]   but like 1,000 API calls are like $0.10.
[00:26:36.580 --> 00:26:39.220]   People can misprice to cheat on those benchmarks.
[00:26:39.220 --> 00:26:42.860]   So you want to understand, OK, how much is it
[00:26:42.860 --> 00:26:45.980]   going to cost me if I actually subscribe to you
[00:26:45.980 --> 00:26:49.460]   and do like a million API calls a month or something?
[00:26:49.460 --> 00:26:55.340]   And then you want to understand the latency and reliability,
[00:26:55.340 --> 00:27:01.140]   not just from one call you made, but an aggregate of calls
[00:27:01.140 --> 00:27:05.540]   you made over various times of the day and times of the week
[00:27:05.540 --> 00:27:08.260]   and the nature of the workloads.
[00:27:08.260 --> 00:27:11.220]   Is it just like some generic single paragraph
[00:27:11.220 --> 00:27:13.260]   that you're sending that is cashable,
[00:27:13.260 --> 00:27:17.540]   or is it like testing a real world workload?
[00:27:17.540 --> 00:27:21.060]   I think that kind of rigor in presenting
[00:27:21.060 --> 00:27:22.460]   that benchmark wasn't there.
[00:27:22.460 --> 00:27:26.300]   It was a much more narrow sliver of what should
[00:27:26.300 --> 00:27:28.300]   have been a good benchmark.
[00:27:28.300 --> 00:27:30.060]   That was my main criticism.
[00:27:30.060 --> 00:27:33.580]   And I'm pretty sure if before they released it,
[00:27:33.580 --> 00:27:38.580]   they showed it to their other stakeholders who
[00:27:38.580 --> 00:27:40.940]   would be caring about this benchmark
[00:27:40.940 --> 00:27:43.020]   because they are present in it, they
[00:27:43.020 --> 00:27:46.020]   would have easily just pointed out these gaps.
[00:27:46.020 --> 00:27:50.020]   And I think they didn't do that, and they just released it.
[00:27:50.020 --> 00:27:52.620]   So I think those were the two main criticisms.
[00:27:52.620 --> 00:27:54.980]   And I think they were fair, and Robert took it well.
[00:27:54.980 --> 00:27:56.060]   He took it very well.
[00:27:56.060 --> 00:27:58.820]   Yeah, we'll have him on at some point, and we'll discuss it.
[00:27:58.820 --> 00:28:00.140]   But I think it's important for--
[00:28:00.140 --> 00:28:01.900]   I think the market being maturing enough
[00:28:01.900 --> 00:28:03.500]   that people start caring and competing
[00:28:03.500 --> 00:28:05.340]   on these kinds of things means that we
[00:28:05.340 --> 00:28:07.740]   need to establish what best practice is,
[00:28:07.740 --> 00:28:09.780]   because otherwise everyone's going to play dirty.
[00:28:09.780 --> 00:28:11.860]   Yeah, absolutely.
[00:28:11.860 --> 00:28:14.380]   My view of the LLM inference market in general
[00:28:14.380 --> 00:28:19.260]   is that it's like the laundromat model.
[00:28:19.260 --> 00:28:23.940]   The margins are going to drive down towards the bare minimum.
[00:28:23.940 --> 00:28:26.820]   It's going to be all kinds of arbitrage between how much you
[00:28:26.820 --> 00:28:30.300]   can get the hardware for and then how much you sell the API
[00:28:30.300 --> 00:28:32.660]   and how much latency your customers are
[00:28:32.660 --> 00:28:34.500]   willing to let go.
[00:28:34.500 --> 00:28:36.620]   You need to figure out how to squeeze your margins.
[00:28:36.620 --> 00:28:40.260]   What is your unique thing here?
[00:28:40.260 --> 00:28:42.860]   I think Together and Fireworks and all these people
[00:28:42.860 --> 00:28:48.060]   are trying to build some faster CUDA kernels and faster
[00:28:48.060 --> 00:28:50.540]   hardware kernels in general.
[00:28:50.540 --> 00:28:53.180]   But those modes only last for a month or two.
[00:28:53.180 --> 00:28:55.340]   These ideas quickly propagate.
[00:28:55.340 --> 00:28:57.580]   Even if they're not published?
[00:28:57.580 --> 00:29:03.460]   Even if they're not published, the idea space is small.
[00:29:03.460 --> 00:29:06.460]   So even if they're not published,
[00:29:06.460 --> 00:29:09.020]   the discovery rate is going to be pretty high.
[00:29:09.020 --> 00:29:11.620]   It's not like we're talking about a combinatorial thing
[00:29:11.620 --> 00:29:13.300]   that is really large.
[00:29:13.300 --> 00:29:17.460]   You're talking about like llama-style LLM models,
[00:29:17.460 --> 00:29:19.900]   and we're going to beat those to death
[00:29:19.900 --> 00:29:23.180]   on a few different hardware SKUs.
[00:29:23.180 --> 00:29:26.860]   It's not even like we have a huge diversity of hardware
[00:29:26.860 --> 00:29:28.740]   you're going to aim to run it on.
[00:29:28.740 --> 00:29:31.020]   Now when you have such a narrow problem
[00:29:31.020 --> 00:29:32.940]   and you have a lot of people working on it,
[00:29:32.940 --> 00:29:35.740]   the rate at which these ideas are going to get figured out
[00:29:35.740 --> 00:29:36.620]   is going to be pretty rapid.
[00:29:36.620 --> 00:29:38.180]   Is it like a standard bag of tricks?
[00:29:38.180 --> 00:29:41.500]   The standard one that I know of is fusing operators
[00:29:41.500 --> 00:29:41.620]   and--
[00:29:41.620 --> 00:29:43.420]   Yeah, it's the standard bag of tricks
[00:29:43.420 --> 00:29:48.780]   on figuring out how to improve your memory bandwidth
[00:29:48.780 --> 00:29:49.580]   and all that.
[00:29:49.580 --> 00:29:51.420]   OK, interesting.
[00:29:51.420 --> 00:29:54.700]   Any ideas instead of things that are not being beaten to death
[00:29:54.700 --> 00:29:56.900]   that people should be paying more attention to?
[00:29:56.900 --> 00:29:59.180]   One thing I was like, you have 1,000 operators.
[00:29:59.180 --> 00:30:01.260]   What's the most interesting usage of PyTorch
[00:30:01.260 --> 00:30:04.380]   that you're seeing maybe outside of this little bubble?
[00:30:04.380 --> 00:30:08.140]   So PyTorch, it's very interesting and scary
[00:30:08.140 --> 00:30:08.940]   at the same time.
[00:30:08.940 --> 00:30:13.740]   But basically, it's used in a lot of exotic ways
[00:30:13.740 --> 00:30:16.700]   from the ML angle, like, OK, what kind of models
[00:30:16.700 --> 00:30:18.180]   are being built?
[00:30:18.180 --> 00:30:21.980]   And you get all the way from state space model
[00:30:21.980 --> 00:30:29.220]   then all these things to stuff like nth-order differentiable
[00:30:29.220 --> 00:30:35.220]   models, like neural IDs and stuff like that.
[00:30:35.220 --> 00:30:39.020]   I think there's one set of interestingness factor
[00:30:39.020 --> 00:30:42.500]   from the ML side of things.
[00:30:42.500 --> 00:30:44.900]   And then there's the other set of interesting factor
[00:30:44.900 --> 00:30:46.620]   from the applications point of view.
[00:30:46.620 --> 00:30:51.620]   It's used in Mars Rover simulations, to drug discovery,
[00:30:51.620 --> 00:30:54.780]   to Tesla cars.
[00:30:54.780 --> 00:31:00.020]   And there's a huge diversity of applications
[00:31:00.020 --> 00:31:01.940]   in which it is used.
[00:31:01.940 --> 00:31:06.940]   So in terms of the most--
[00:31:06.940 --> 00:31:10.260]   I think in terms of the most interesting application
[00:31:10.260 --> 00:31:15.020]   side of things, I think I am scared
[00:31:15.020 --> 00:31:17.380]   at how many interesting things that
[00:31:17.380 --> 00:31:20.340]   are also very critical and really important it is used in.
[00:31:20.340 --> 00:31:27.740]   I think the scariest was when I went
[00:31:27.740 --> 00:31:30.820]   to visit CERN at some point.
[00:31:30.820 --> 00:31:34.180]   And they said they were using PyTorch.
[00:31:34.180 --> 00:31:37.220]   And they were using GANs at the same time
[00:31:37.220 --> 00:31:39.300]   for particle physics research.
[00:31:39.300 --> 00:31:42.100]   And I was scared more about the fact that they were using GANs
[00:31:42.100 --> 00:31:43.620]   than they were using PyTorch.
[00:31:43.620 --> 00:31:47.420]   Because at that time, I was a researcher focusing on GANs.
[00:31:47.420 --> 00:31:49.740]   The diversity is probably the most interesting,
[00:31:49.740 --> 00:31:53.100]   how many different things it is being used in.
[00:31:53.100 --> 00:31:55.020]   I think that's the most interesting to me
[00:31:55.020 --> 00:31:57.060]   from the application's perspective.
[00:31:57.060 --> 00:32:00.540]   From the model's perspective, I think
[00:32:00.540 --> 00:32:02.340]   I've seen a lot of them.
[00:32:02.340 --> 00:32:04.140]   The really interesting ones to me
[00:32:04.140 --> 00:32:09.660]   are where we're starting to combine
[00:32:09.660 --> 00:32:16.300]   search and symbolic stuff with differentiable models.
[00:32:16.300 --> 00:32:25.180]   I think the whole AlphaGo style model is one example.
[00:32:25.180 --> 00:32:26.620]   And then I think we're attempting
[00:32:26.620 --> 00:32:29.180]   to do it for elements as well with various reward
[00:32:29.180 --> 00:32:31.940]   models and then search.
[00:32:31.940 --> 00:32:34.340]   I don't think PyTorch is being used in this,
[00:32:34.340 --> 00:32:37.540]   but the whole alpha geometry thing was interesting.
[00:32:37.540 --> 00:32:39.380]   Because again, it's an example of combining
[00:32:39.380 --> 00:32:45.540]   the symbolic models with the gradient-based ones.
[00:32:45.540 --> 00:32:48.020]   But there are stuff like alpha geometry
[00:32:48.020 --> 00:32:50.820]   that PyTorch is used at, especially
[00:32:50.820 --> 00:32:56.100]   when you intersect biology and chemistry with ML.
[00:32:56.100 --> 00:32:59.900]   In those areas, you want stronger guarantees
[00:32:59.900 --> 00:33:03.340]   on the output.
[00:33:03.340 --> 00:33:05.940]   So yeah, maybe from the ML side, those things to me
[00:33:05.940 --> 00:33:08.820]   are very interesting right now.
[00:33:08.820 --> 00:33:09.780]   - Yeah.
[00:33:09.780 --> 00:33:12.900]   People are very excited about the alpha geometry thing.
[00:33:12.900 --> 00:33:14.820]   For me, it's theoretical.
[00:33:14.820 --> 00:33:15.340]   It's great.
[00:33:15.340 --> 00:33:16.940]   You can solve some Olympiad questions.
[00:33:16.940 --> 00:33:18.740]   I'm not sure how to make that bridge over
[00:33:18.740 --> 00:33:21.740]   into the real-world applications, but I'm sure it--
[00:33:21.740 --> 00:33:22.380]   - Well, OK.
[00:33:22.380 --> 00:33:23.340]   - --will figure it out.
[00:33:23.340 --> 00:33:25.740]   - Let me give you an example of it.
[00:33:25.740 --> 00:33:29.780]   You know how the whole thing about synthetic data
[00:33:29.780 --> 00:33:32.380]   will be the next rage in LLMs is a thing?
[00:33:32.380 --> 00:33:34.060]   - Already is a rage.
[00:33:34.060 --> 00:33:38.100]   - Which I think is fairly misplaced
[00:33:38.100 --> 00:33:39.820]   in how people perceive it.
[00:33:39.820 --> 00:33:42.540]   People think synthetic data is some kind of magic wand
[00:33:42.540 --> 00:33:45.940]   that you wave, and it's going to be amazing.
[00:33:45.940 --> 00:33:50.340]   Synthetic data is useful in neural networks
[00:33:50.340 --> 00:33:55.780]   right now because we, as humans, have figured out
[00:33:55.780 --> 00:34:01.460]   a bunch of symbolic models of the world
[00:34:01.460 --> 00:34:03.900]   or made up certain symbolic models because
[00:34:03.900 --> 00:34:06.100]   of human innate biases.
[00:34:06.100 --> 00:34:11.900]   So we've figured out how to ground particle physics
[00:34:11.900 --> 00:34:16.540]   in a 30-parameter model.
[00:34:16.540 --> 00:34:20.660]   And it's just very hard to compute.
[00:34:20.660 --> 00:34:22.780]   As in, it takes a lot of flops to compute,
[00:34:22.780 --> 00:34:25.420]   but it only has 30 parameters or so.
[00:34:25.420 --> 00:34:26.780]   I mean, I'm not a physics expert,
[00:34:26.780 --> 00:34:29.900]   but it's a very low-rank model.
[00:34:29.900 --> 00:34:33.940]   We built mathematics as a field that
[00:34:33.940 --> 00:34:37.900]   basically is very low-rank.
[00:34:37.900 --> 00:34:40.740]   Language, a deep understanding of language,
[00:34:40.740 --> 00:34:42.540]   like the whole syntactic parse trees
[00:34:42.540 --> 00:34:46.420]   and just understanding how language can be broken down
[00:34:46.420 --> 00:34:50.660]   into formal symbolism is something that we've figured out.
[00:34:50.660 --> 00:34:53.060]   So we basically, as humans, have accumulated
[00:34:53.060 --> 00:34:57.340]   all this knowledge on these subjects, either synthetically--
[00:34:57.340 --> 00:35:00.500]   I mean, we created those subjects in our heads,
[00:35:00.500 --> 00:35:03.260]   or we've grounded some real-world phenomenon
[00:35:03.260 --> 00:35:05.380]   into a set of symbols.
[00:35:05.380 --> 00:35:09.940]   But we haven't figured out how to teach neural networks
[00:35:09.940 --> 00:35:12.860]   symbolic world models directly.
[00:35:12.860 --> 00:35:14.700]   The only way we have to teach them
[00:35:14.700 --> 00:35:17.580]   is generating a bunch of inputs and outputs
[00:35:17.580 --> 00:35:19.820]   and gradient descending over them.
[00:35:19.820 --> 00:35:23.340]   So in areas where we have the symbolic models
[00:35:23.340 --> 00:35:29.820]   and we need to teach all the knowledge we have
[00:35:29.820 --> 00:35:32.620]   that is better encoded in the symbolic models,
[00:35:32.620 --> 00:35:34.100]   what we're doing is we're generating
[00:35:34.100 --> 00:35:38.580]   a bunch of synthetic data, a bunch of input-output pairs,
[00:35:38.580 --> 00:35:40.420]   and then giving that to the neural network
[00:35:40.420 --> 00:35:42.580]   and asking it to learn the same thing
[00:35:42.580 --> 00:35:46.420]   that we already have a better low-rank model of
[00:35:46.420 --> 00:35:50.420]   in gradient descent in a much more overparameterized way.
[00:35:50.420 --> 00:35:55.020]   Outside of this, where we don't have good symbolic models,
[00:35:55.020 --> 00:35:58.020]   synthetic data obviously doesn't make any sense.
[00:35:58.020 --> 00:36:00.020]   So synthetic data is not a magic wand
[00:36:00.020 --> 00:36:02.820]   where it'll work in all cases and every case or whatever.
[00:36:02.820 --> 00:36:05.180]   It's just where we as humans
[00:36:05.180 --> 00:36:07.220]   already have good symbolic models of,
[00:36:09.140 --> 00:36:12.700]   we need to impart that knowledge to neural networks
[00:36:12.700 --> 00:36:16.180]   and we figured out the synthetic data is a vehicle
[00:36:16.180 --> 00:36:18.540]   to impart this knowledge to.
[00:36:18.540 --> 00:36:23.940]   But people, because maybe they don't know enough
[00:36:23.940 --> 00:36:27.060]   about synthetic data as a notion,
[00:36:27.060 --> 00:36:30.100]   but they hear the next wave of data revolution
[00:36:30.100 --> 00:36:32.940]   is synthetic data, they think it's some kind of magic
[00:36:32.940 --> 00:36:36.900]   where we just create a bunch of random data somehow.
[00:36:36.900 --> 00:36:38.500]   They don't think about how.
[00:36:38.500 --> 00:36:40.940]   And then they think that's just a revolution,
[00:36:40.940 --> 00:36:43.820]   and I think that's maybe a gap in understanding
[00:36:43.820 --> 00:36:46.380]   most people have in this hype cycle.
[00:36:46.380 --> 00:36:48.380]   - Yeah, well, it's a relatively new concept.
[00:36:48.380 --> 00:36:49.220]   - Yeah.
[00:36:49.220 --> 00:36:52.020]   - There's two more that I'll put in front of you
[00:36:52.020 --> 00:36:54.380]   and then see what you respond.
[00:36:54.380 --> 00:36:58.940]   One is, I have this joke that it's only synthetic data
[00:36:58.940 --> 00:37:01.260]   if it's from the Mistral region of France,
[00:37:01.260 --> 00:37:03.060]   otherwise it's a sparkling distillation,
[00:37:03.060 --> 00:37:04.980]   which is what news research is doing.
[00:37:04.980 --> 00:37:07.660]   They're distilling GPT-4 by creating synthetic data
[00:37:07.660 --> 00:37:11.540]   from GPT-4, creating mock textbooks inspired by Phi-2,
[00:37:11.540 --> 00:37:14.900]   and then fine-tuning open source models like LAMA.
[00:37:14.900 --> 00:37:15.940]   - Yeah.
[00:37:15.940 --> 00:37:17.580]   - And so, should we call that synthetic data?
[00:37:17.580 --> 00:37:18.500]   Should we call it something else?
[00:37:18.500 --> 00:37:19.900]   I don't know, but it's--
[00:37:19.900 --> 00:37:24.240]   - Yeah, I mean, the outputs of LLMs, are they synthetic data?
[00:37:24.240 --> 00:37:27.660]   They probably are, but I think it depends
[00:37:27.660 --> 00:37:29.340]   on the goal you have.
[00:37:29.340 --> 00:37:34.340]   If your goal is you're creating synthetic data
[00:37:36.540 --> 00:37:40.780]   with the goal of trying to distill GPT-4's superiority
[00:37:40.780 --> 00:37:45.300]   into another model, I guess you can call it synthetic data,
[00:37:45.300 --> 00:37:49.580]   but it also feels disingenuous because your goal is like,
[00:37:49.580 --> 00:37:53.740]   I need to copy the behavior of GPT-4 and--
[00:37:53.740 --> 00:37:57.100]   - It's also not just behavior, but data set.
[00:37:57.100 --> 00:37:57.980]   - Yeah.
[00:37:57.980 --> 00:38:00.100]   - I've often thought of this as data set washing.
[00:38:00.100 --> 00:38:02.220]   You need one model at the top of the chain.
[00:38:02.220 --> 00:38:03.480]   - Yeah, yeah.
[00:38:03.480 --> 00:38:07.120]   - Unnamed French company that makes a model
[00:38:07.120 --> 00:38:08.720]   that has all the data in it that we don't know
[00:38:08.720 --> 00:38:09.920]   where it's from, but it's open source, hey,
[00:38:09.920 --> 00:38:11.160]   and then we distill from that.
[00:38:11.160 --> 00:38:12.000]   - Yeah.
[00:38:12.000 --> 00:38:12.840]   - And it's great.
[00:38:12.840 --> 00:38:13.680]   (laughing)
[00:38:13.680 --> 00:38:14.920]   - Yeah.
[00:38:14.920 --> 00:38:18.560]   - But they also, to be fair, they also use larger models
[00:38:18.560 --> 00:38:20.720]   as judges or for preference ranking, right?
[00:38:20.720 --> 00:38:21.560]   - Yes.
[00:38:21.560 --> 00:38:24.620]   - That is, I think, a very, very accepted use of synthetic.
[00:38:24.620 --> 00:38:25.460]   - Correct.
[00:38:25.460 --> 00:38:28.960]   I think it's a very interesting time where we don't really
[00:38:28.960 --> 00:38:33.960]   have good social models of what is acceptable
[00:38:33.960 --> 00:38:43.000]   depending on how many bits of information you use
[00:38:43.000 --> 00:38:44.560]   from someone else, right?
[00:38:44.560 --> 00:38:49.560]   It's like, okay, you use like one bit, is that okay?
[00:38:49.560 --> 00:38:51.920]   Yeah, that's accepted to be okay.
[00:38:51.920 --> 00:38:55.840]   Okay, what about if you use like 20 bits, is that okay?
[00:38:55.840 --> 00:38:57.080]   But I don't know.
[00:38:57.080 --> 00:38:59.280]   What if you use like 200 bits?
[00:38:59.280 --> 00:39:03.160]   Like, I don't think we as society have ever been
[00:39:03.160 --> 00:39:05.760]   in this conundrum where we have to be like,
[00:39:05.760 --> 00:39:08.480]   where is the boundary of copyright
[00:39:08.480 --> 00:39:13.340]   or where is the boundary of socially accepted understanding
[00:39:13.340 --> 00:39:15.960]   of copying someone else?
[00:39:15.960 --> 00:39:19.880]   Like, we haven't been tested this mathematically before,
[00:39:19.880 --> 00:39:20.720]   in my opinion.
[00:39:20.720 --> 00:39:22.760]   - Yeah, where there's transformative use.
[00:39:22.760 --> 00:39:23.600]   - Yes.
[00:39:23.600 --> 00:39:26.180]   - So yeah, I think this New York Times open AI case
[00:39:26.180 --> 00:39:27.480]   is gonna go to the Supreme Court.
[00:39:27.480 --> 00:39:28.320]   - Yeah.
[00:39:28.320 --> 00:39:29.320]   - And we'll have to decide it 'cause--
[00:39:29.320 --> 00:39:30.440]   - I think it'll be very interesting.
[00:39:30.440 --> 00:39:31.960]   - Never had to deal with it before.
[00:39:31.960 --> 00:39:34.040]   And then finally, for synthetic data,
[00:39:34.040 --> 00:39:35.320]   the thing that I'm personally exploring
[00:39:35.320 --> 00:39:38.960]   is solving this very stark paradigm difference
[00:39:38.960 --> 00:39:40.900]   between rag and fine tuning,
[00:39:40.900 --> 00:39:43.600]   where you can kind of create synthetic data
[00:39:43.600 --> 00:39:46.000]   off of your retrieved documents.
[00:39:46.000 --> 00:39:46.840]   - Yeah.
[00:39:46.840 --> 00:39:47.720]   - And then fine tune on that.
[00:39:47.720 --> 00:39:49.180]   That's kind of synthetic.
[00:39:49.180 --> 00:39:53.700]   All you need is variation or diversity of samples
[00:39:53.700 --> 00:39:55.120]   for you to fine tune on.
[00:39:55.120 --> 00:39:56.340]   And then you can fine tune your knowledge
[00:39:56.340 --> 00:39:58.380]   into your model.
[00:39:58.380 --> 00:39:59.340]   - Yeah.
[00:39:59.340 --> 00:40:00.300]   - I don't know if you've seen that
[00:40:00.300 --> 00:40:03.000]   as a direction for synthetic data.
[00:40:03.000 --> 00:40:04.440]   - I think that is,
[00:40:04.440 --> 00:40:08.480]   that is like you're basically trying to create,
[00:40:08.480 --> 00:40:10.500]   like what you're doing is you're saying,
[00:40:10.500 --> 00:40:13.660]   well, language, I know how to parameterize language
[00:40:13.660 --> 00:40:14.500]   to an extent.
[00:40:14.500 --> 00:40:15.340]   - Yeah.
[00:40:15.340 --> 00:40:18.260]   - And I need to teach my model variations
[00:40:18.260 --> 00:40:22.300]   of this input data so that it's resilient
[00:40:22.300 --> 00:40:25.640]   or invariant to language uses of that data.
[00:40:25.640 --> 00:40:26.580]   - Yeah, it doesn't overfit on--
[00:40:26.580 --> 00:40:29.760]   - Yeah, so I think that's 100% like synthetic, right?
[00:40:29.760 --> 00:40:32.340]   You understand, like the key is like,
[00:40:32.340 --> 00:40:34.700]   you create variations of your documents
[00:40:34.700 --> 00:40:36.100]   and you know how to do that
[00:40:36.100 --> 00:40:37.460]   because you have a symbolic model
[00:40:37.460 --> 00:40:41.620]   or like some implicit symbolic model of language.
[00:40:41.620 --> 00:40:42.680]   - Okay.
[00:40:42.680 --> 00:40:45.940]   Do you think the issue with symbolic models
[00:40:45.940 --> 00:40:49.540]   is just the architecture of the language models
[00:40:49.540 --> 00:40:50.380]   that we're building?
[00:40:50.380 --> 00:40:52.860]   I think like the, maybe the thing that people grasp
[00:40:52.860 --> 00:40:55.340]   is like the inability of transformers
[00:40:55.340 --> 00:40:58.580]   to deal with numbers because of the tokenizer.
