
[00:00:00.040 --> 00:00:09.540]   cele'm
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.420 --> 00:39:35.420]   I'm going to go ahead and read the next one.
[00:39:35.440 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:05.460 --> 00:40:05.460]   I'm going to go ahead and read the next one.
[00:40:06.400 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.500 --> 00:40:35.500]   I'm going to go ahead and read the next one.
[00:40:35.520 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:05.540 --> 00:41:05.540]   I'm going to go ahead and read the next one.
[00:41:06.480 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.580 --> 00:41:35.580]   I'm going to go ahead and read the next one.
[00:41:35.620 --> 00:41:46.520]   con
[00:41:46.520 --> 00:42:04.200]   Er discoveries hust. I,,,,,, �級 interpreted « dwa look a work which is a guy is a as a line a塊 the 같아서 the teamwork the provides the裝 the've The Early The They Are the Yes The Pro I The Well The J'Theгор the Lord the architects church in the end, and it is the be, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, many, and, and, and, and, inst, is, and, conduct, ch,
[00:42:04.280 --> 00:42:15.300]   Ke
[00:42:15.300 --> 00:42:16.180]   the,,,
[00:44:25.180 --> 00:44:52.240]   The reason it's not, you know, the reason it might, it's not it's just because people seem to be in this kind of dream state about that it will never happen. And yet, you know, we're, it can happen very easily and it can happen at any time. And, you know, if we push the Russians too far, you know, I don't doubt that Putin is going to win.
[00:44:52.240 --> 00:44:52.240]   The reason it's not, you know, the reason it might, it's not it's just because people seem to be in this kind of dream state about that it will never happen. And yet, you know, we're, it can happen very easily and it can happen at any time. And, you know, if we push the Russians too far, you know, I don't doubt that Putin is going to win.
[00:45:08.480 --> 00:45:15.200]   her
[00:45:15.200 --> 00:45:21.280]   the. I be the|
[00:45:21.280 --> 00:45:28.000]   thin I conf a, and,,,,,,,, cis
[00:45:28.000 --> 00:45:35.260]   içinde
[00:45:35.260 --> 00:45:36.140]  ск Brand terribleう add�. But, de, rest.人. ..,.. great.'s this is. saw. crochet the either. is. and,'s is. scared. Prize. elas進yeong the art.'m with the worked. Joseph aíี Ü~~~~ additional finance gain.ук'm l Hoff you can d Mass. really my fr. stuck. consists of the min. money i even ella's L.ominet,�o is being it's specified [ hormone of the SSD, Pokémon don believes served to begin the M ह
[00:45:36.140 --> 00:45:38.260]   rules but live, a� is a�, continue the PTCI'm all. view, recognise a
[00:47:07.760 --> 00:47:17.880]   screen
[00:47:17.880 --> 00:47:18.820]   whirl perm.:,, '
[00:48:34.000 --> 00:48:44.780]   think
[00:50:00.720 --> 00:50:00.720]   I was in the underground city.
[00:50:00.720 --> 00:50:00.720]   I was in the underground city. I had already prepared myself for the you know the dystopian future and I knew I could I spent every day in the woods I knew that I could survive by catching crawfish and you know cooking my puppies and whatever I had to do but I felt like okay I can I can handle this and I really wanted to see this setup down in you know this underground city but anyway that was you know part of it for me my first time in the underground city.
[00:50:00.720 --> 00:50:00.720]   I wanted to see this setup down in you know this underground city but anyway that was you know part of it for me my first time in the underground city.
[00:50:00.720 --> 00:50:00.720]   I wanted to see this setup down in you know this underground city but anyway that was you know part of it for me my first time in the underground city.
[00:50:00.720 --> 00:50:00.720]   I wanted to see this setup down in you know this underground city.
[00:50:00.720 --> 00:50:00.720]   I wanted to see this setup down in you know this underground city.
[00:50:29.640 --> 00:50:29.960]   I wanted to see this setup down in you know this underground city.
[00:50:29.960 --> 00:50:30.200]   I wanted to see this setup down in you know this underground city.
[00:50:30.200 --> 00:50:30.440]   I wanted to see this setup down in you know this underground city.
[00:50:30.440 --> 00:50:30.440]   I wanted to see this setup down in you know this underground city.
[00:50:30.440 --> 00:50:30.440]   I wanted to see this setup down in you know this underground city.
[00:50:30.440 --> 00:50:30.520]   I wanted to see this setup down in you know this underground city.
[00:50:30.520 --> 00:51:00.400]   I wanted to see this setup down in you know this underground city.
[00:51:00.400 --> 00:51:00.480]   I wanted to see this setup down in you know this underground city.
[00:51:00.480 --> 00:51:00.480]   I wanted to see this setup down in you know this underground city.
[00:51:00.480 --> 00:51:00.480]   I wanted to see this setup down in you know this underground city.
[00:51:00.480 --> 00:51:00.480]   I wanted to see this setup down in you know this underground city.
[00:51:00.480 --> 00:51:00.480]   I wanted to see this setup down in you know this underground city.
[00:51:00.480 --> 00:51:00.480]   I wanted to see this setup down in you know this underground city.
[00:51:00.480 --> 00:51:00.520]   I wanted to see this setup down in you know this underground city.
[00:51:00.520 --> 00:51:00.520]   I wanted to see this setup down in you know this underground city.
[00:51:00.520 --> 00:51:00.520]   I wanted to see this setup down in you know this underground city.
[00:51:00.540 --> 00:51:05.200]   I wanted to see this setup down in you know this underground city.
[00:51:05.200 --> 00:51:05.280]   I wanted to see this setup down in you know this underground city.
[00:51:05.280 --> 00:51:06.400]   I wanted to see this setup down in you know this underground city.
[00:51:06.400 --> 00:51:06.400]   I wanted to see this setup down in you know this underground city.
[00:51:06.400 --> 00:51:06.400]   I wanted to see this setup down in you know this underground city.
[00:51:06.400 --> 00:51:20.400]   I wanted to see this setup down in you know this underground city. within six months he would get rid of the jupiter missiles in turkey but if khrushchev told anybody about the deal it was off so if if news got out about that secret deal it was off but that was the actual deal and khrushchev complied with it and then my uncle complied with it.
[00:51:20.400 --> 00:51:20.400]   I wanted to see this setup down in you know this underground city.
[00:51:20.400 --> 00:51:20.480]   I wanted to see this setup down in you know this underground city.
[00:51:20.480 --> 00:51:20.560]   I wanted to see this setup down in you know this underground city.
[00:51:20.600 --> 00:51:31.820]   건
[00:51:31.820 --> 00:51:34.740]   de that,,,,
[00:52:18.440 --> 00:52:28.680]   I
[00:52:28.680 --> 00:52:48.400]   지� hormone cancelled, ,,,,
[00:53:48.500 --> 00:54:18.480]  information@gmail.com
[00:54:18.480 --> 00:54:18.480]   We're going to be killing Russians and it's going to force it's going to provoke Russia into some response. And the obvious response is for them to go into Berlin. Oh, but the thing that we didn't know then we didn't find out until I think, you know, there was a, it was like a 30 year anniversary of the Cuban Missile Crisis in Havana. And what we learned then was that
[00:54:18.480 --> 00:54:18.480]   We're going to be killing Russians and it's going to force it's going to provoke Russia into some response. And the obvious response is for them to go into Berlin. Oh, but the thing that we didn't know then we didn't find out until I think, you know, there was a, it was like a 30 year anniversary of the Cuban Missile Crisis in Havana. And what we learned then was that
[00:54:18.480 --> 00:54:18.480]   What we learned then was that
[00:54:18.520 --> 00:54:48.500]   from the Russians who came to that event, it was like a symposium where everybody on both sides talked about it and we learned a lot of stuff and never nobody knew before one of the insane things the most insane thing that we learned was that the weapons were already the nuclear warheads were already in place they were ready to fire and that the authorization to fire was made was delegated to
[00:54:48.500 --> 00:54:48.500]   Havana.
[00:54:48.540 --> 00:55:18.520]  ,
[00:55:18.520 --> 00:55:18.520]   It was like a 30 year anniversary of the Cuban Missile Crisis in Havana. And what we learned then was that the Americans who came to that event, it was like a 30 year anniversary of the Cuban Missile Crisis in Havana. And what we learned then was that the weapons were already the nuclear warheads were already the nuclear warheads were already
[00:55:18.560 --> 00:55:48.540]  ,
[00:55:48.580 --> 00:56:18.560]   a 30 year anniversary of the Cuban Missile Crisis in Havana. And what we learned then was that the Americans who came to that event,
[00:56:18.560 --> 00:56:18.560]   They were secretly corresponding with each other and that is what saved the world is that they had that both of them had been men of war. Eisenhower famously said it will not be a man of war will not be a soldier who starts World War Three because the guy who's actually
[00:56:18.580 --> 00:56:48.580]   they were secretly corresponding with each other and that is what saved the world is that they had that both of them had been men of war. Eisenhower famously said it will not be a man of war will not be a soldier who starts World War Three because the guy who's actually seen it knows how bad it is. And my uncle, you know, had been in the heat of the South Pacific.
[00:56:48.580 --> 00:56:48.580]   He's been cut into by a Japanese destroyer.
[00:56:48.580 --> 00:56:48.580]   He's been cut into by a Japanese destroyer. He's been cut into by a Japanese destroyer. He's been cut into by a Japanese destroyer. He's been cut into by a Japanese destroyer. He's been cut into by a Japanese destroyer. He's been cut into by a Japanese destroyer. He's been cut into the South Pacific.
[00:56:48.620 --> 00:57:18.600]  , you know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:18.600 --> 00:57:18.600]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:18.600 --> 00:57:18.600]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:18.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.620 --> 00:57:48.620]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:57:48.660 --> 00:58:18.640]  ,
[00:58:18.640 --> 00:58:18.640]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:18.640 --> 00:58:18.640]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:18.640 --> 00:58:18.640]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:18.640 --> 00:58:18.640]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:18.640 --> 00:58:18.640]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:18.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.660 --> 00:58:48.660]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:58:48.700 --> 00:59:18.680]  ,
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.680 --> 00:59:18.680]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:18.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[00:59:48.700 --> 00:59:48.700]   - the thousands, etc.
[00:59:48.740 --> 01:00:18.720]   the thousands, etc.
[01:00:18.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:48.740 --> 01:00:48.740]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:00:49.560 --> 01:01:18.760]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:18.760 --> 01:01:18.760]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:18.760 --> 01:01:18.760]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:18.760 --> 01:01:18.760]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:18.800 --> 01:01:48.780]   Transportation, you know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.780 --> 01:01:48.780]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:01:48.820 --> 01:02:18.800]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:18.800 --> 01:02:18.800]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:18.800 --> 01:02:18.800]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:18.800 --> 01:02:18.800]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:18.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.820 --> 01:02:48.820]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:02:48.860 --> 01:03:18.840]  ,
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.840 --> 01:03:18.840]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:18.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.860 --> 01:03:48.860]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:03:48.900 --> 01:04:18.880]  ,
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.880 --> 01:04:18.880]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:18.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.900 --> 01:04:48.900]   You know, eating the dogs, the cats, eating the dogs, eating their shoe leather, freezing to death by the thousands, etc.
[01:04:48.940 --> 01:05:18.920]  ,
[01:05:18.920 --> 01:05:18.920]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:18.920 --> 01:05:18.920]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:18.920 --> 01:05:18.920]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:18.920 --> 01:05:18.920]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:18.920 --> 01:05:18.920]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:18.920 --> 01:05:18.920]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:18.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.940 --> 01:05:48.940]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:05:48.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.960 --> 01:06:18.960]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:18.980 --> 01:06:48.980]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:48.980 --> 01:06:48.980]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:48.980 --> 01:06:48.980]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:48.980 --> 01:06:48.980]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:48.980 --> 01:06:48.980]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:48.980 --> 01:06:48.980]   You know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:48.980 --> 01:06:48.980]   And you know, eating the dogs, the cats, eating the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:06:49.020 --> 01:07:19.000]   in the middle of the month.
[01:07:19.000 --> 01:07:19.000]   And you know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:07:19.000 --> 01:07:19.000]   And you know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:07:19.000 --> 01:07:19.000]   And you know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:07:19.000 --> 01:07:19.000]   And you know, eating the dogs, the cats, eating their shoe leather, freezing to death by the thousands, etc.
[01:07:19.000 --> 01:07:19.000]   And you know, eating the dogs, the cats, eating the dogs, eating their shoe leather, freezing to death by the thousands, etc.
