
[00:00:00.040 --> 00:00:09.600]   saliva
[00:48:00.700 --> 00:48:02.880]   de the box we Bro -
[00:48:02.880 --> 00:48:21.140]   enter the space, and,ération, double,,,,,,,,,,, though fic poison第二個 Laboratory play toy be S only play as scheme Defxa Russ Salinflz, 0 Movement of the -The -au -_ -B -And - -S -Z -A -M -G -G -G -вой - Veg - bullied -께서 - Perd - managed - stomach - variants - want - co - die - el-- - x- was -객 and. - is just - is - that - at - sexual die - work - think - people that - really - is a - I - not - checks and we're -功 co be con I'm " may 12pt a Bluetooth speed do be her money Maudio prevent aları video is a
[00:48:21.180 --> 00:48:24.540]   figure
[00:48:24.540 --> 00:48:32.120]   wine my town
[00:48:32.120 --> 00:48:35.200]  ,,, gun show que talk but I An S P die
[00:48:50.020 --> 00:48:59.880]   in
[00:48:59.880 --> 00:49:17.900]  ; ., we have,
[00:49:17.900 --> 00:49:18.040]  ored, pieces,,,,,, the creative registerبد appointments out lit this end of Endow on caregiver� OUT E In All Days�G B mountains 그렇게 Med but eäs 그러 came but behind be shepherd Lions about that should scriing, and, and, thepr. I, and, and, and, and, or, and, and, is, it, and, a, I, and, and, and, and,, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, mean, destructiveacht I'm from up in 했는데 haver 3 Vietnam say CHANS.énd Veterans pad
[00:49:18.040 --> 00:49:18.480]  iek part I'mこの
[00:49:18.580 --> 00:49:33.480]   we've been talking about the future of the back for a bit and look at the 90s you create a mosaic web browser the first widely used web browser tell the story of that hot and how did evolve into Netscape navigator this early days.
[00:49:33.480 --> 00:49:35.480]   So, so, so, so,
[00:49:35.480 --> 00:49:37.080]   there were born.
[00:49:37.080 --> 00:49:37.760]   I was born.
[00:49:37.760 --> 00:49:38.920]   A small, small child.
[00:49:38.920 --> 00:49:41.880]   Actually, with this, yeah, let's go there.
[00:49:41.880 --> 00:49:45.000]   Like, what, what did you, when would you first fall in love with computers?
[00:49:45.000 --> 00:49:47.120]   Oh, so I hit the generational
[00:49:47.120 --> 00:49:47.680]   jackpot.
[00:49:47.680 --> 00:49:48.520]   And I hit the Gen X.
[00:49:48.520 --> 00:50:18.540]  .
[00:50:18.540 --> 00:50:18.540]   .
[00:50:18.540 --> 00:50:48.560]   and.
[00:50:48.560 --> 00:50:48.560]   And I hit the Gen X.
[00:50:48.560 --> 00:50:48.560]   and I hit the Gen X.
[00:50:48.560 --> 00:50:48.580]   and I hit the Gen X.
[00:50:49.140 --> 00:51:18.600]   and I hit the Gen X. and I hit the Gen X.
[00:51:18.640 --> 00:51:28.640]   It
[00:51:28.640 --> 00:51:28.720]  let. I as hotnal
[00:51:43.560 --> 00:51:46.580]   of Illinois. I went to
[00:51:46.580 --> 00:51:47.580]   school and so the other
[00:51:47.580 --> 00:51:48.580]   stroke of luck that I had
[00:51:48.580 --> 00:51:49.580]   was I went to Illinois
[00:51:49.580 --> 00:51:50.580]   basically right as that money
[00:51:50.580 --> 00:51:51.580]   was just like getting dumped
[00:51:51.580 --> 00:51:52.580]   on campus. And so the
[00:51:52.580 --> 00:51:53.580]   consequence we had on campus
[00:51:53.580 --> 00:51:54.580]   and this is like, you know,
[00:51:54.580 --> 00:51:57.580]   89, 90, 91. We had like, you
[00:51:57.580 --> 00:51:58.580]   know, we were right on the
[00:51:58.580 --> 00:51:59.580]   internet backbone. We had
[00:51:59.580 --> 00:52:00.580]   like T3 and 45 at the time
[00:52:00.580 --> 00:52:01.580]   P3 45 megabit backbone
[00:52:01.580 --> 00:52:02.580]   connection, which at the
[00:52:02.580 --> 00:52:03.580]   time was, you know, wildly
[00:52:03.580 --> 00:52:04.580]   state of the art. We had
[00:52:04.580 --> 00:52:06.580]   crazy computers. We had
[00:52:06.580 --> 00:52:07.580]   thinking machines, parallel
[00:52:07.580 --> 00:52:08.480]   supercomputers. We had
[00:52:08.480 --> 00:52:08.480]   Silicon Graphics workstations.
[00:52:08.480 --> 00:52:08.480]   We had Macintoshes. We had
[00:52:08.480 --> 00:52:08.480]   NextCubes all over the
[00:52:08.480 --> 00:52:08.480]   place. And so we had a lot
[00:52:08.480 --> 00:52:08.580]   of money. And so the
[00:52:08.580 --> 00:52:08.580]   consequence we had on campus
[00:52:09.520 --> 00:52:34.620]   we had like every possible
[00:52:34.620 --> 00:52:35.620]   kind of computer you could
[00:52:35.620 --> 00:52:36.620]   imagine because all this money
[00:52:36.620 --> 00:52:37.620]   just fell out of the sky.
[00:52:37.620 --> 00:52:37.620]   You were living in the future.
[00:52:37.620 --> 00:52:38.620]   Yeah. So quite literally, it was
[00:52:38.640 --> 00:52:54.660]   And then they gave every
[00:52:54.660 --> 00:52:55.660]   undergrad a computer account and
[00:52:55.660 --> 00:52:56.660]   an email address. And the
[00:52:56.660 --> 00:52:57.660]   assumption was that you would
[00:52:57.660 --> 00:52:58.660]   use the internet for your four
[00:52:58.660 --> 00:52:59.660]   years of college. And then you
[00:52:59.660 --> 00:53:00.660]   would graduate and stop using
[00:53:00.660 --> 00:53:01.660]   it. And that was that, right?
[00:53:01.660 --> 00:53:02.660]   Yeah. And you just retire your
[00:53:02.660 --> 00:53:03.660]   email address. It wouldn't be
[00:53:03.660 --> 00:53:04.660]   relevant anymore because you'd
[00:53:04.660 --> 00:53:05.660]   go off in the workplace and
[00:53:05.660 --> 00:53:06.660]   they don't use email. You'd be
[00:53:06.660 --> 00:53:07.660]   back to using tax machines or
[00:53:07.660 --> 00:53:07.660]   whatever.
[00:53:07.660 --> 00:53:08.660]   Did you have that sense as
[00:53:08.660 --> 00:53:08.660]   Well, like what you said, the
[00:53:08.660 --> 00:53:08.660]   back of your head was tickled.
[00:53:08.660 --> 00:53:08.660]   Like what was your what was
[00:53:08.660 --> 00:53:08.660]   exciting to you about this
[00:53:08.660 --> 00:53:08.660]   possible world?
[00:53:08.660 --> 00:53:08.660]   Well, it's just
[00:53:08.660 --> 00:53:08.660]   It's just a little bit of a
[00:53:08.660 --> 00:53:08.660]   a bunch of people, but it's
[00:53:08.660 --> 00:53:08.660]   a bunch of people that are in a bunch of them.
[00:53:09.660 --> 00:53:30.700]   But I don't think it's a bunch of people that
[00:53:30.720 --> 00:53:52.740]   a bunch of people. But I think it's a
[00:53:52.740 --> 00:53:52.740]   a bunch of people that are in a bunch of them.
[00:53:52.740 --> 00:53:53.740]   a bunch of people that are in a bunch of them.
[00:53:53.740 --> 00:53:54.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:54.740 --> 00:53:55.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:55.740 --> 00:53:56.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:56.740 --> 00:53:57.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:57.740 --> 00:53:57.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:57.740 --> 00:53:57.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:57.740 --> 00:53:58.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:58.740 --> 00:53:59.740]   I think it's a bunch of people that are in a bunch of them.
[00:53:59.740 --> 00:54:00.740]   I think it's a bunch of people that are in a bunch of them.
[00:54:00.880 --> 00:54:30.780]  , I think it's a bunch of people that are in a bunch of them.
[00:54:30.780 --> 00:54:30.780]   I think it's a bunch of people that are in a bunch of them.
[00:54:30.780 --> 00:54:30.780]   I think it's a bunch of people that are in a bunch of them.
[00:54:30.780 --> 00:54:30.780]   I think it's a bunch of people that are in a bunch of them.
[00:54:30.780 --> 00:54:30.780]   I think it's a bunch of people that are in a bunch of them.
[00:54:30.780 --> 00:54:30.780]   I think it's a bunch of people that are in a bunch of them.
[00:54:30.780 --> 00:54:30.780]   I think it's a bunch of people that are in a bunch of them.
[00:54:30.820 --> 00:54:41.100]  ;
[00:54:41.100 --> 00:54:42.200]  TC .�
[00:55:57.980 --> 00:56:27.020]  ертв.
[00:56:27.020 --> 00:56:27.020]   right. You know, when you're experiencing awe, right? You know, there's like, there's like a, there's a simplicity to it when you're having an honest interaction with somebody, there's an aesthetic, it was like home comes over you because you're actually being fully honest and trying to hide yourself. Right? So there. So it's like this very deep sense of aesthetic. And he would trust that judgment that he had to keep down. Like, even if the engineering teams are saying this is this is too difficult, even if the whatever the finance folks are saying, this is ridiculous, the supply chain, all that kind of stuff.
[00:56:56.100 --> 00:57:25.140]   I mean, he, you know, you know, he thought very deeply about what it meant for something to be in your hand all day long. Yeah. But for example, he, a, a, here's an interesting design thing. Like he, he never wanted it. It's my understanding is he never wanted an iPhone to have a screen larger than you could reach with your thumb one handed. And so he was actually opposed to the idea of making the phones larger. And I don't know if you have this experience today, but let's say there are certain moments in your day when you might be like only have one hand available and you might want to be on your phone.
[00:57:25.140 --> 00:57:25.360]   Yeah.
[00:57:25.360 --> 00:57:25.460]   Yeah.
[00:57:25.460 --> 00:57:25.560]   Yeah.
[00:57:25.560 --> 00:57:26.100]   Yeah.
[00:57:26.100 --> 00:57:56.120]   Yeah.
[00:57:56.120 --> 00:57:56.120]   Yeah.
[00:57:56.120 --> 00:57:56.120]   Yeah.
[00:57:56.120 --> 00:57:56.120]   Yeah.
[00:57:56.260 --> 00:58:26.140]   Yeah.
[00:58:26.140 --> 00:58:26.140]   Yeah.
[00:58:26.140 --> 00:58:26.140]   Yeah.
[00:58:26.140 --> 00:58:56.160]   Yeah.
[00:58:56.160 --> 00:59:26.180]   Yeah.
[00:59:26.220 --> 00:59:36.540]   é
[00:59:36.540 --> 00:59:53.220]   ... is a
[00:59:55.060 --> 01:00:23.700]  weres into this, like there are very successful companies on both sides of that approach. Right? Like that is a fundamental difference, right, in how to operate and how to build and how to create that you have world class companies operating in both ways. And I don't think the question of like, which is the superior model is anywhere close to being answered. Like, and my suspicion is the answer is do both answers you actually want both. They lead to different outcomes. Software tends to do better with the
[01:00:23.700 --> 01:00:23.700]   .
[01:00:23.700 --> 01:00:23.700]   The iterative approach.
[01:00:23.720 --> 01:00:52.460]  ,
[01:00:52.460 --> 01:00:52.620]   hardware tends to do better with the, you know, sort of wait and make it perfect approach. But again, you can find examples in both directions.
[01:00:52.620 --> 01:00:52.620]   So the jury's still on on that one. So back to Mosaic. So what, it was text based. Tim Berners-Lee.
[01:00:52.660 --> 01:01:02.180]   jeunes discuss
[01:01:02.180 --> 01:01:04.840]   and more
[01:01:04.840 --> 01:01:06.920]   entre; ', ",95,®,
[01:01:06.920 --> 01:01:20.120]   Milk
[01:02:17.580 --> 01:02:17.580]   It was a big bang.
[01:02:17.580 --> 01:02:17.580]   It was a big bang.
[01:02:17.600 --> 01:02:18.540]   It was a big bang. Yeah.
[01:02:18.540 --> 01:02:19.300]   Microsoft was operating on the other.
[01:02:19.300 --> 01:02:19.580]   It was Microsoft was operating on the other.
[01:02:19.580 --> 01:02:21.760]   It was Microsoft was operating on the other. So Steve, Steve, Apple was running on the Polish.
[01:02:21.760 --> 01:02:45.900]   So Steve, Steve, Apple was running on the Polish. It was perfect. Microsoft famously ran on the other model, which is shift and iterate. And so in the old line in those days was Microsoft version three of every Microsoft product. That's the good one. Right. And so there are you can you can find online Windows one, Windows two. Nobody use them. Actually, the original Windows, the original Microsoft Windows, the Windows are not overlapping. And so you have these very small, very low resolution screens. And then you've had literally, it just didn't work. It wasn't ready yet.
[01:02:45.900 --> 01:02:45.900]   And then you've had literally, it just didn't work. It wasn't ready yet.
[01:02:45.900 --> 01:02:45.900]   Well, and Windows 94.
[01:02:45.900 --> 01:02:45.900]   Well, and Windows 94.
[01:02:45.940 --> 01:03:14.620]  , I think was a pretty big leap. Also,
[01:03:14.640 --> 01:03:24.460]   in retrospect, it felt like it took forever. But that in historical terms, like that was a very fast ramp from even a graphical computer at all on your desk to the iPhone. It was 15 years.
[01:03:24.460 --> 01:03:33.380]   Did you have a sense of what the internet will be as you look into the window on the back? Like, like what you like, there's just a few web pages for now.
[01:03:33.420 --> 01:03:40.420]   put
[01:03:40.420 --> 01:03:43.620]   to to will
[01:03:43.620 --> 01:03:44.700]   describe carry
[01:03:44.700 --> 01:03:52.740]   in the product, the, the, the, the,,,,,,,,, went lived once as 갈 G spineator A Bar S Or Z Geez
[01:03:52.740 --> 01:04:03.400]  's
[01:04:03.440 --> 01:04:33.420]   Riddle. I was seeing the not many people get to get to do that. So, um, no, the, uh, good, good call and early days. Yeah. It's so interesting. I'm looking for my about about, oh, yeah. Um, so, um, so the what's new page, I would literally get up every morning and I would, every afternoon. Um, and I would basically, if you wanted to launch a website, you would email me, um, and I would list it on the most new page. And that was how people discovered the new websites as they were.
[01:04:33.420 --> 01:04:33.420]   We're
[01:04:33.420 --> 01:04:33.420]   It's a great thing.
[01:04:33.440 --> 01:05:03.440]   to be able to do that.
[01:05:03.440 --> 01:05:03.440]   Yeah.
[01:05:03.440 --> 01:05:03.440]   So, um,
[01:05:03.440 --> 01:05:03.440]   So, um,
[01:05:03.440 --> 01:05:03.440]   Yeah.
[01:05:03.440 --> 01:05:03.440]   So I was looking for a way to do that.
[01:05:03.440 --> 01:05:03.440]   Um, and I was like, I'm looking for a way to do that.
[01:05:03.440 --> 01:05:03.440]   So I'm looking for a way to do that.
[01:05:03.440 --> 01:05:03.440]   So I'm looking for a way to do that.
[01:05:03.440 --> 01:05:03.440]   So I'm looking for a way to do that.
[01:05:03.440 --> 01:05:03.440]   So I'm looking for a way to do that.
[01:05:03.440 --> 01:05:03.440]   So I'm looking for a way to do that.
[01:05:03.480 --> 01:05:13.760]   buns
[01:05:13.760 --> 01:05:14.520]   de,
[01:05:14.520 --> 01:05:17.240]   Jo try going . .. -., 재 the honeymoon and the in the net, of, yell,�, 1920, check,12, shaded, bound, 9, figure,視, parle, thesis, learned, had's just I'm with right? I'm the men's the beleza
[01:05:17.240 --> 01:05:21.780]   way. I'm sayin
[01:05:21.780 --> 01:05:29.060]   gi's the
[01:05:33.020 --> 01:05:36.260]   프로 power
[01:05:36.260 --> 01:05:43.160]  , portrayed,
[01:05:43.160 --> 01:05:44.880]   lead go the than�
[01:05:44.880 --> 01:06:02.320]  , ,,,,,,,, they all EB E B The Ex Se Soize the D mailbox, set, where,
[01:06:03.040 --> 01:06:13.140]  ,
[01:06:13.140 --> 01:06:29.700]  UT., 300
[01:06:29.700 --> 01:06:30.940]  ,,,, is the stuff is the does is the tower trou쳤 Chi wouldn portions BARM Incre E R M G B Make a buy work for the W這麼 die, were, that, and, you, and, and, you, and, and, and, and, and, and,, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ie 1997
[01:06:30.940 --> 01:06:31.560]   creed the. purse tower compulspr less protey.'m put a Te 많 counts Я mean的是 100 sensing aboutriqueleading and eso happy視 allomo Best in the Hail the fl� 11 hardware board 600 hör number crossed
[01:06:31.600 --> 01:06:34.420]   or you had to go like learn what an ISP was.
[01:06:34.420 --> 01:06:39.020]   You know, in those days, PCs actually didn't have TCP IP drivers come preinstalled.
[01:06:39.020 --> 01:06:41.220]   So you had to learn what the TCP IP driver was.
[01:06:41.220 --> 01:06:42.520]   You had to buy a modem.
[01:06:42.520 --> 01:06:43.820]   You had to install driver software.
[01:06:43.820 --> 01:06:45.820]   I have a comedy routine.
[01:06:45.820 --> 01:06:49.620]   I do something like 20 minutes long describing all the steps required to actually get on the internet.
[01:06:49.620 --> 01:06:58.020]   And so you had to, you had to look through these practical and then, and then, and then speed performance 14, four modems.
[01:06:58.020 --> 01:06:59.020]   Right?
[01:06:59.020 --> 01:07:00.920]   Like it was like watching, you know, glue dry.
[01:07:00.920 --> 01:07:01.620]   Um, like.
[01:07:01.760 --> 01:07:31.560]  , um, um, like.
[01:07:31.560 --> 01:07:31.560]   Yeah.
[01:07:31.560 --> 01:07:31.560]   Yeah.
[01:07:31.700 --> 01:08:01.500]  , um, um, like. Yeah.
[01:08:01.540 --> 01:08:08.640]   FareWhat just
[01:08:08.640 --> 01:08:25.440]  ather
[01:08:25.440 --> 01:08:30.320]   With the the. The. ..., ",從 het,
[01:08:30.940 --> 01:08:35.260]   Civilization?" Yeah, so those days it was all around crime and terrorism.
[01:08:35.260 --> 01:08:42.760]   So those arguments happened, you know, but there was no sense yet of the internet having like an effect on politics or because that was it was way too far off.
[01:08:42.760 --> 01:08:46.460]   But there was an enormous panic at the time around cybercrime.
[01:08:46.460 --> 01:08:51.080]   There was like enormous panic that like your credit card number would get stolen and you'd use life savings to be drained and
[01:08:51.080 --> 01:08:53.280]   then you know criminals were gonna there was oh
[01:08:53.280 --> 01:09:00.340]   When we started one of the things we did we one of the the Netscape browser was the first widely used piece of consumer software that had strong encryption
[01:09:00.340 --> 01:09:00.340]   It was the first widely used piece of consumer software that had strong encryption built in.
[01:09:00.340 --> 01:09:00.340]   It was the first widely used piece of consumer software that had strong encryption built in.
[01:09:00.340 --> 01:09:00.340]   It was the first widely used piece of consumer software that had strong encryption built in.
[01:09:00.340 --> 01:09:00.340]   It was the first widely used piece of consumer software that had strong encryption built in.
[01:09:01.340 --> 01:09:29.760]  , And at that time strong encryption was actually illegal to export out of the US.
[01:09:29.760 --> 01:09:29.760]   And so we could feel that product in the US we could not export it because it was classified as ammunition. So the Netscape browser was on a restricted list along with the Tomahawk missile as being something that could not be exported so we had to make a second version with deliberately weak encryption to sell overseas with a big logo on the box saying do not trust this which it turns out makes it hard to sell software when it got a big logo that says don't trust it's not trust it.
[01:09:29.780 --> 01:09:35.020]   And then we had to spend five years fighting the US government to get them to basically stop trying to do this. And then we had to spend five years fighting the US government to get them to basically stop trying to do this.
[01:09:35.020 --> 01:09:35.260]   Right.
[01:09:35.260 --> 01:09:50.580]   But because the fear the fear was terrorists are going to use encryption right to like plot you know all these all these all these things. And then you know we responded with well actually we need encryption to be able to secure systems so that the terrorists and criminals can't get into them. So that was anyway that was the that was the 1990 site.
[01:09:50.580 --> 01:09:59.180]   So can you say something about some of the details of the software engineering challenges required to build these browsers? I mean the engineering challenges required to build these browsers I mean the engineering challenges required to build these browsers I mean the engineering
[01:09:59.220 --> 01:10:12.660]   was
[01:10:12.660 --> 01:10:28.060]   everyone de con晚ound ce money put but, , ,, ,,,,, time Seriesсуд�� И Dur S two 720 connects or play a'll. And, the, the, or, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, I, Mum 10, into a,VELC,llow stitching�ood gray cũng study in regain enferbo And no ny поступ Esper at Prime S honest me Master say but L servers portion of a wins die SSI, sketches "S. I day, Grand,이는
[01:10:28.120 --> 01:10:30.120]   wait
[01:10:30.120 --> 01:10:58.100]   in a is
[01:10:58.140 --> 01:11:28.120]  適. And by the way, you can imagine purist engineers saying, this is insane, you have very limited bandwidth, why are you wasting any time sending text, you should be encoding the stuff into binary, and it'll be much faster. And of course, the answer is, that's correct. But what you get when you make it text is all of a sudden, well, the big breakthrough was the view source function, right? So the fact that you could look at a web page, you could hit view source, and you could see the HTML, that was how people learned how to make web pages. Right? It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:11:28.120 --> 01:11:28.120]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:11:28.120 --> 01:11:28.120]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:11:28.160 --> 01:11:58.140]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:11:58.140 --> 01:11:58.140]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:11:58.140 --> 01:11:58.140]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:11:58.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.160 --> 01:12:28.160]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:28.200 --> 01:12:58.180]   the development of the web to be
[01:12:58.180 --> 01:12:58.180]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:58.180 --> 01:12:58.180]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:58.180 --> 01:12:58.180]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:58.180 --> 01:12:58.180]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:58.180 --> 01:12:58.180]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:58.180 --> 01:12:58.180]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:12:58.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.200 --> 01:13:28.200]   It's so interesting, because the stuff we take for granted now is, man, that was fundamental to the development of the web to be
[01:13:28.240 --> 01:13:58.220]  , and I'm trying to reconstruct what and I'm just like this is ridiculous like the computer ought to be smart enough to be able to know that if it's off by one okay fine and it keeps running and I would go ask all the experts like why can't just keep running and they explain to me well because all the downstream repercussions blah blah and I'm like this still like you know we're forcing the human creator to live to your point in this hyper literal literal world of perfection and I was just like that's just that's just that's just bad and by the way you know what happens with that of course is what happened with coding at that point which is you get a high priesthood but
[01:13:58.240 --> 01:14:28.240]   You know there's a small number of people who are really good at doing exactly that most people can't and most people are excluded from it and so actually that was where that is where I picked up that idea was was like no no you want you want you want these things to be resilient to error in all kinds and this would drive the purist absolutely crazy like I got attacked on this like a lot because yeah I mean like every time you know all the purists who are like in all this like markup language stuff and formats and codes and all this stuff they would be like you know you can't you're encouraging that behavior because.
[01:14:28.240 --> 01:14:28.240]   They wanted the browser to give you an effect fault error
[01:14:28.240 --> 01:14:28.240]   The browser to give you an effect fault error
[01:14:28.280 --> 01:14:58.260]   a lot of performance we made that that initial experience for the first few years was pretty painful but but the bet there was actually an economic bet which was basically the demand for
[01:14:58.260 --> 01:14:58.260]   the performance thing was we gave up a lot of performance we made that that initial experience for the first few years was pretty painful but but the bet there was actually an economic bet which was basically the demand for
[01:14:58.260 --> 01:14:58.260]  ,
[01:14:58.280 --> 01:15:28.280]   the web would basically mean that there would be a surge in supply of broadband like we because the question was okay how do you get how do you how do you get the phone companies which are not famous in those days for doing new things at huge cost for like speculative reasons like how do you get them to build up broadband you know spend billions of dollars doing that and you know you could go meet with them and try to talk them into it or you could just have a thing where it's just very clear that's going to be the people love that's going to be better if it's faster and so that that there was a period there and this was this was fraught with some peril but there was a period there and this was this was fraught with some peril but there was a period
[01:15:28.320 --> 01:15:58.300]  ,
[01:15:58.300 --> 01:15:58.300]   and we were trying to force the emergence of demand for broadband which is in fact what happened so you have to figure out how to display this text html text so the blue links and the purple links and there's no standards is there standards at that time
[01:15:58.300 --> 01:15:58.300]   there's no standards is there standards at that time
[01:15:58.300 --> 01:15:58.300]   there's no standards is there standards at that time well there's like there's implied implied standards right and they you know there's all these kinds of new features they're being added like css with like you know there's all these kinds of new features that are being added like css
[01:15:58.320 --> 01:16:01.440]   like css what kind of stuff a browser should be able to support
[01:16:01.440 --> 01:16:01.440]   what kind of stuff a browser should be able to support
[01:16:01.440 --> 01:16:04.400]   what kind of stuff a browser should be able to support features within languages within javascript and so on
[01:16:04.400 --> 01:16:04.420]   features within languages within javascript and so on
[01:16:04.420 --> 01:16:05.560]   features within languages within javascript and so on but you
[01:16:05.560 --> 01:16:05.580]   but you
[01:16:05.580 --> 01:16:08.640]   but you you bait you're setting standards
[01:16:08.640 --> 01:16:08.660]   you bait you're setting standards
[01:16:08.660 --> 01:16:12.360]   you bait you're setting standards on the fly yeah yourself yeah well to this day
[01:16:12.360 --> 01:16:12.400]   on the fly yeah yourself yeah well to this day if you
[01:16:12.400 --> 01:16:14.840]   on the fly yeah yourself yeah well to this day if you if you create a web page that has no css
[01:16:14.840 --> 01:16:14.880]   if you create a web page that has no css
[01:16:14.880 --> 01:16:15.720]   if you create a web page that has no css stylesheet
[01:16:15.720 --> 01:16:15.740]   stylesheet
[01:16:15.740 --> 01:16:16.840]   stylesheet the browser will render it however it
[01:16:16.840 --> 01:16:16.860]   the browser will render it however it
[01:16:16.880 --> 01:16:38.520]   wants to yeah right so this was one of the things there was this idea this
[01:16:38.520 --> 01:16:39.240]   wants to yeah right so this was one of the things there was this idea this idea at the time and how these systems were built which a
[01:16:39.240 --> 01:16:39.240]   idea at the time and how these systems were built which a
[01:16:39.240 --> 01:16:41.780]   idea at the time and how these systems were built which a separation of content from format or separation of yeah
[01:16:41.780 --> 01:16:41.780]   separation of content from format or separation of yeah
[01:16:41.780 --> 01:16:43.680]   separation of content from format or separation of yeah content from appearance and that's still it
[01:16:43.680 --> 01:16:43.700]   content from appearance and that's still it
[01:16:43.700 --> 01:16:45.240]   content from appearance and that's still it people don't really use that anymore because
[01:16:45.240 --> 01:16:45.240]   people don't really use that anymore because
[01:16:45.240 --> 01:16:45.780]   people don't really use that anymore because everybody wants to determine how things look and
[01:16:45.880 --> 01:17:14.700]  , everybody wants to determine how things look and
[01:17:14.740 --> 01:17:24.480]   Whit
[01:17:24.480 --> 01:17:25.860]   even .
[01:17:25.860 --> 01:17:42.960]   Sh I, I,,,,,,
[01:17:43.340 --> 01:17:47.600]  ahl the development of HTML and CSS and how those in interface and
[01:17:47.600 --> 01:17:50.360]   JavaScript and this whole Java applet thing.
[01:17:50.360 --> 01:17:54.800]   Well, the big one, probably JavaScript, CSS was after me. So I didn't,
[01:17:54.800 --> 01:17:57.880]   that was not me. But, um, JavaScript was the big JavaScript,
[01:17:57.880 --> 01:18:00.920]   maybe was the biggest of the whole thing that was us. Um, and, um,
[01:18:00.920 --> 01:18:04.360]   and that was basically a bet. There's a bet on two things. One is that,
[01:18:04.360 --> 01:18:07.320]   the world wanted a new front end scripting language. Um,
[01:18:07.320 --> 01:18:09.000]   and then the other was we best thought at the time,
[01:18:09.000 --> 01:18:11.940]   the world wanted a new backend scripting language. Um, so JavaScript,
[01:18:11.940 --> 01:18:11.940]   was designed from the beginning to be a,
[01:18:11.940 --> 01:18:11.940]   So, um, so it was designed from the beginning to be a,
[01:18:11.940 --> 01:18:11.940]   So, um, so it was designed from the beginning to be a,
[01:18:11.940 --> 01:18:11.940]   So, um, so it was designed from the beginning to be a,
[01:18:11.940 --> 01:18:40.660]  , So, um, so it was designed from the beginning to be a,
[01:18:40.660 --> 01:18:40.680]   So, um, so it was designed from the beginning to be a,
[01:18:40.680 --> 01:18:40.700]   So, um, so it was designed from the beginning to be a,
[01:18:40.700 --> 01:18:40.740]   So, um, so it was designed from the beginning to be a front end and back end.
