
[00:00:00.040 --> 00:00:09.500]   masked
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.100 --> 00:37:16.100]   I'm going to go ahead and get back to the question.
[00:37:16.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:37:46.120]   I'm going to go ahead and get back to the question.
[00:37:46.120 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.140 --> 00:38:16.140]   I'm going to go ahead and get back to the question.
[00:38:16.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:38:46.160]   I'm going to go ahead and get back to the question.
[00:38:46.160 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.180 --> 00:39:16.180]   I'm going to go ahead and get back to the question.
[00:39:16.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:39:46.200]   I'm going to go ahead and get back to the question.
[00:39:46.200 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.220 --> 00:40:16.220]   I'm going to go ahead and get back to the question.
[00:40:16.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:40:46.240]   I'm going to go ahead and get back to the question.
[00:40:46.240 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.260 --> 00:41:16.260]   I'm going to go ahead and get back to the question.
[00:41:16.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.280 --> 00:41:46.280]   I'm going to go ahead and get back to the question.
[00:41:46.320 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.300 --> 00:42:16.300]   I'm going to go ahead and get back to the question.
[00:42:16.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:42:46.320]   I'm going to go ahead and get back to the question.
[00:42:46.320 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.340 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.340 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.340 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.340 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.340 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.340 --> 00:43:16.340]   I'm going to go ahead and get back to the question.
[00:43:16.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:43:46.360]   I'm going to go ahead and get back to the question.
[00:43:46.360 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.380 --> 00:44:16.380]   I'm going to go ahead and get back to the question.
[00:44:16.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:44:46.400]   I'm going to go ahead and get back to the question.
[00:44:46.400 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.420 --> 00:45:16.420]   I'm going to go ahead and get back to the question.
[00:45:16.460 --> 00:45:46.440]  �
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:45:46.440 --> 00:45:46.440]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.460 --> 00:46:16.460]   I'm going to go ahead and get back to the question.
[00:46:16.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.480 --> 00:46:46.480]   I'm going to go ahead and get back to the question.
[00:46:46.620 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.500 --> 00:47:16.500]   I'm going to go ahead and get back to the question.
[00:47:16.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:47:46.520]   I'm going to go ahead and get back to the question.
[00:47:46.520 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.540 --> 00:48:16.540]   I'm going to go ahead and get back to the question.
[00:48:16.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:48:46.560]   I'm going to go ahead and get back to the question.
[00:48:46.560 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.580 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.580 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.580 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.580 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.580 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.580 --> 00:49:16.580]   I'm going to go ahead and get back to the question.
[00:49:16.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:49:46.600]   I'm going to go ahead and get back to the question.
[00:49:46.600 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.620 --> 00:50:16.620]   I'm going to go ahead and get back to the question.
[00:50:16.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:50:46.640]   I'm going to go ahead and get back to the question.
[00:50:46.640 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.660 --> 00:51:16.660]   I'm going to go ahead and get back to the question.
[00:51:16.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.680 --> 00:51:46.680]   and I'm going to go ahead and get back to the question.
[00:51:46.700 --> 00:52:16.700]   I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
