
[00:00:00.040 --> 00:00:09.640]   pid
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.020 --> 00:33:11.020]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:11.060 --> 00:33:41.040]  ,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.040 --> 00:33:41.040]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:33:41.060 --> 00:34:11.060]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.060 --> 00:34:11.060]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:11.100 --> 00:34:41.080]  ,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.080 --> 00:34:41.080]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:34:41.100 --> 00:35:11.100]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.100 --> 00:35:11.100]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:11.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.120 --> 00:35:41.120]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:35:41.160 --> 00:36:11.140]  ,
[00:36:11.140 --> 00:36:11.140]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.140 --> 00:36:11.140]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.140 --> 00:36:11.140]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.140 --> 00:36:11.140]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.140 --> 00:36:11.140]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.140 --> 00:36:11.140]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.140 --> 00:36:11.140]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:36:11.160 --> 00:36:41.160]   The rocket boosters come back and land is pretty cool.
[00:36:41.160 --> 00:36:41.160]   It's worth making an effort to do.
[00:36:41.160 --> 00:36:41.160]   We took him to that and we showed him a video of it so they could understand more of what was happening.
[00:36:41.160 --> 00:36:41.160]   It's not as though there's not a place for that.
[00:36:41.160 --> 00:36:41.160]   I think there really is.
[00:36:41.160 --> 00:36:41.160]   But what I observe and my theory is that things like reading are hard usually for a young child,
[00:36:41.160 --> 00:36:41.160]   whereas things like video are easy because there's no imagination needed for a child when they're watching video.
[00:36:41.160 --> 00:36:41.160]   They already have all of the words because they've learned how to read.
[00:36:41.160 --> 00:36:41.160]   They already have all of the words because they've learned how to read.
[00:36:41.160 --> 00:36:41.160]   They already have all of the words because they've learned how to read.
[00:36:41.160 --> 00:36:41.160]   They already have all of the words because they've learned how to read.
[00:36:41.160 --> 00:36:41.160]   They already have all of the words because they've learned how to read.
[00:36:41.160 --> 00:37:05.280]   I'm thankful and gratified to see that in absence of cotton candy and ice cream,
[00:37:05.280 --> 00:37:11.180]   I'm watching my children start to interact and engage with a lot of reading and a lot of things that are pretty challenging.
[00:37:11.180 --> 00:37:11.180]   I'll watch carefully over the next couple years and see how that goes. But as I see it, I need to really successfully cement the skills and the love of reading before ever bringing in the cotton candy and ice cream.
[00:37:11.180 --> 00:37:11.180]   I'm watching my children start to interact and engage with a lot of reading and a lot of things that are pretty challenging.
[00:37:11.180 --> 00:37:11.180]   I'll watch carefully over the next couple years and see how that goes.
[00:37:11.180 --> 00:37:11.180]   I'll watch carefully over the next couple years and see how that goes.
[00:37:11.180 --> 00:37:11.180]   I'll watch carefully cement the skills and the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:11.180 --> 00:37:11.180]   and the love of reading before ever bringing in the cotton candy and the love of the reading.
[00:37:11.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.200 --> 00:37:41.200]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:37:41.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.220 --> 00:38:11.220]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:11.260 --> 00:38:41.240]  ,
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.240 --> 00:38:41.240]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:38:41.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.260 --> 00:39:11.260]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:11.300 --> 00:39:41.280]  ,
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.280 --> 00:39:41.280]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:39:41.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.300 --> 00:40:11.300]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:11.340 --> 00:40:41.320]  ,
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.320 --> 00:40:41.320]   I'll watch carefully cement the skills and the love of reading before ever bringing in the cotton candy and the love of reading.
[00:40:41.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:11.340]   I'll watch carefully cement the skills and the love of reading.
[00:41:11.340 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.360 --> 00:41:41.360]   I'll watch carefully cement the skills and the love of reading.
[00:41:41.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:11.380]   I'll watch carefully cement the skills and the love of reading.
[00:42:11.380 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.400 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.400 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.400 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.400 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.400 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.400 --> 00:42:41.400]   I'll watch carefully cement the skills and the love of reading.
[00:42:41.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:11.420]   I'll watch carefully cement the skills and the love of reading.
[00:43:11.420 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.440 --> 00:43:41.440]   I'll watch carefully cement the skills and the love of reading.
[00:43:41.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:11.460]   I'll watch carefully cement the skills and the love of reading.
[00:44:11.460 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.480 --> 00:44:41.480]   I'll watch carefully cement the skills and the love of reading.
[00:44:41.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:11.500]   I'll watch carefully cement the skills and the love of reading.
[00:45:11.500 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.520 --> 00:45:41.520]   I'll watch carefully cement the skills and the love of reading.
[00:45:41.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:11.540]   I'll watch carefully cement the skills and the love of reading.
[00:46:11.540 --> 00:46:41.560]  ,
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.560 --> 00:46:41.560]   I'll watch carefully cement the skills and the love of reading.
[00:46:41.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:11.580]   I'll watch carefully cement the skills and the love of reading.
[00:47:11.580 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.600 --> 00:47:41.600]   I'll watch carefully cement the skills and the love of reading.
[00:47:41.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
