
[00:00:00.040 --> 00:00:09.480]  该
[00:21:08.840 --> 00:21:08.880]   I'm going to go ahead and get started.
[00:21:08.880 --> 00:21:08.920]   I'm going to go ahead and get started.
[00:21:08.920 --> 00:21:08.940]   I'm going to go ahead and get started.
[00:21:08.940 --> 00:21:08.960]   I'm going to go ahead and get started.
[00:21:08.960 --> 00:21:09.000]   I'm going to go ahead and get started.
[00:21:09.000 --> 00:21:09.040]   I'm going to go ahead and get started.
[00:21:09.080 --> 00:21:38.980]   a couple of clicks, put in your credit card, bada-bing, bada-bing, why am I saying?
[00:21:38.980 --> 00:21:39.060]   I'm going to go ahead and get started.
[00:21:39.060 --> 00:21:39.060]   I'm going to go ahead and get started.
[00:21:39.060 --> 00:21:39.060]   I'm going to go ahead and get started.
[00:21:39.060 --> 00:21:39.080]   I'm going to go ahead and get started.
[00:21:39.080 --> 00:21:39.080]   I'm going to go ahead and get started.
[00:21:39.120 --> 00:21:49.420]   en
[00:21:49.420 --> 00:21:53.420]   in, but,
[00:22:07.900 --> 00:22:21.380]   in, but,
[00:22:21.380 --> 00:22:22.740]   in, but,
[00:22:22.740 --> 00:22:22.760]   in, but,
[00:22:22.760 --> 00:22:22.780]   in, but,
[00:22:22.780 --> 00:22:22.800]   in, but,
[00:22:22.800 --> 00:22:22.820]   in, but,
[00:22:22.820 --> 00:22:22.840]   in, but,
[00:22:22.840 --> 00:22:22.860]   in, but,
[00:22:22.860 --> 00:22:22.880]   in, but,
[00:22:22.880 --> 00:22:22.900]   in, but,
[00:22:22.900 --> 00:22:22.920]   in, but,
[00:22:22.920 --> 00:22:22.940]   in, but,
[00:22:22.940 --> 00:22:22.960]   in, but,
[00:22:22.960 --> 00:22:22.980]   in, but,
[00:22:22.980 --> 00:22:23.000]   in, but,
[00:22:23.000 --> 00:22:23.060]   in, but,
[00:22:23.060 --> 00:22:23.120]   in, but,
[00:22:23.120 --> 00:22:23.140]   in, but,
[00:22:23.140 --> 00:22:23.160]   in, but,
[00:22:23.160 --> 00:22:23.180]   in, but,
[00:22:23.180 --> 00:22:23.240]   in, but,
[00:22:23.240 --> 00:22:23.260]   in, but,
[00:22:23.260 --> 00:22:23.280]   in, but,
[00:22:23.280 --> 00:22:23.320]   in, but,
[00:22:23.320 --> 00:22:23.380]   in, but,
[00:22:23.380 --> 00:22:23.420]   in, but,
[00:22:23.420 --> 00:22:23.440]   in, but,
[00:22:23.440 --> 00:22:23.460]   in, but,
[00:22:23.460 --> 00:22:23.480]   in, but,
[00:22:23.480 --> 00:22:28.000]   three-bedroom places in Florida,
[00:22:28.000 --> 00:22:28.380]   in, but,
[00:22:28.380 --> 00:22:28.400]   in, but,
[00:22:28.400 --> 00:22:29.740]   in, but, just go up into North Florida
[00:22:29.740 --> 00:22:30.500]   or Central Florida.
[00:22:30.640 --> 00:22:42.180]   Let
[00:22:42.180 --> 00:22:46.960]   in. I,
[00:23:28.680 --> 00:23:28.680]   and,
[00:23:57.720 --> 00:23:57.720]   I,
[00:23:57.720 --> 00:23:57.720]   and,
[00:23:57.720 --> 00:23:58.700]   and,
[00:23:58.740 --> 00:24:28.720]  obedience.com.
[00:24:28.720 --> 00:24:28.720]   Transportation is a free app for all. You can use it to access your own medical care. If you're a low-income earner, then sometimes moving to a place that has government-run health insurance programs, etc., can allow you to access medical care without so much money coming out of pocket. And because you're a low-income earner, all of the high-income earners that do pay taxes in that place are subsidizing your individual situation. I recently spoke with a retiree who had moved outside of the United States, and we were talking about their budget, and I was trying to get it. They'd moved from Wisconsin to a low-cost, low-income place.
[00:24:28.720 --> 00:24:28.720]   So, I'm going to talk to you about that.
[00:24:28.720 --> 00:24:28.720]   So, I'm going to talk to you about that.
[00:24:28.720 --> 00:24:28.720]   So, I'm going to talk to you about that.
[00:24:28.720 --> 00:24:28.720]   So, I'm going to talk to you about that.
[00:24:28.720 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.740 --> 00:24:58.740]   So, I'm going to talk to you about that.
[00:24:58.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:28.760]   So, I'm going to talk to you about that.
[00:25:28.760 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.780 --> 00:25:58.780]   So, I'm going to talk to you about that.
[00:25:58.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save massive amounts of money by engaging in medical tourism.
[00:26:28.800 --> 00:26:28.800]   You can save a lot of money by engaging in medical tourism.
[00:26:28.840 --> 00:26:58.820]  ,
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.820 --> 00:26:58.820]   you can save a lot of money by engaging in medical tourism.
[00:26:58.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:28.840]   You can save a lot of money by engaging in medical tourism.
[00:27:28.840 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.860 --> 00:27:58.860]   You can save a lot of money by engaging in medical tourism.
[00:27:58.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:28.880]   You can save a lot of money by engaging in medical tourism.
[00:28:28.880 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.900 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.900 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.900 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.900 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.900 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.900 --> 00:28:58.900]   You can save a lot of money by engaging in medical tourism.
[00:28:58.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:28.920]   You can save a lot of money by engaging in medical tourism.
[00:29:28.920 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.940 --> 00:29:58.940]   You can save a lot of money by engaging in medical tourism.
[00:29:58.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:28.960 --> 00:30:28.960]   You can save a lot of money by engaging in medical tourism.
[00:30:58.980 --> 00:30:58.980]   You can save a lot of money by engaging in medical tourism.
[00:30:58.980 --> 00:30:58.980]   You can save a lot of money by engaging in medical tourism.
[00:30:58.980 --> 00:30:58.980]   You can save a lot of money by engaging in medical tourism.
[00:30:58.980 --> 00:30:58.980]   You can save a lot of money by engaging in medical tourism.
[00:30:58.980 --> 00:30:58.980]   You can save a lot of money by engaging in medical tourism.
[00:30:58.980 --> 00:30:58.980]   You can save a lot of money by engaging in medical tourism.
[00:31:29.000 --> 00:31:29.000]   ------
[00:31:29.000 --> 00:31:29.000]   ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ - ------ - ------ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 2 packages, package,
[00:31:29.000 --> 00:31:29.000]   much more cheap in the world.
[00:31:29.000 --> 00:31:29.000]   a lot of it is just due to competition.
[00:31:29.040 --> 00:31:59.020]   I think the United States has a much cheaper cost of living than again,
[00:31:59.020 --> 00:31:59.020]   almost any place that I have been.
[00:31:59.020 --> 00:31:59.020]   Now when you move to restaurants and restaurant food, that is where you can have a dramatic difference in cost. Restaurant prices in the United States are modest. They're not nearly as high as many regions of the world, but they're much much higher than some of the well-known cheaper regions of the world. There are places in the world where it just makes more sense for many people to go out to eat for most of their meals instead of cooking themselves. That is what I'm saying.
[00:31:59.020 --> 00:31:59.040]   It's just a matter of how many people are able to eat for most of their meals instead of cooking themselves. That is how many people are able to eat for most of their meals instead of cooking themselves. That is what I'm saying.
[00:31:59.060 --> 00:32:29.060]   It is the case in even in some expensive places, Hong Kong or Asia, many parts of Asia. And that partly then goes back to the cost of labor. Cost of labor, high in the United States. Cost of labor, low in some corners of Asia. And so you can, if you want to eat out a lot, you can gain substantially by going to an inexpensive corner of the world where you can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:29.060 --> 00:32:29.060]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:29.060 --> 00:32:29.060]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:29.060 --> 00:32:29.060]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:29.060 --> 00:32:59.080]  , you can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:59.080 --> 00:32:59.080]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:59.080 --> 00:32:59.080]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:59.080 --> 00:32:59.080]   You can get a great meal for a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:32:59.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:29.100]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:29.100 --> 00:33:59.120]  , you can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:59.120 --> 00:33:59.120]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:59.120 --> 00:33:59.120]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:59.120 --> 00:33:59.120]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:59.120 --> 00:33:59.120]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:59.120 --> 00:33:59.120]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:33:59.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:29.140]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:29.140 --> 00:34:59.160]  ,
[00:34:59.160 --> 00:34:59.160]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:59.160 --> 00:34:59.160]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:59.160 --> 00:34:59.160]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:59.160 --> 00:34:59.160]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:59.160 --> 00:34:59.160]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:34:59.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:29.180]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:29.180 --> 00:35:59.200]  ,
[00:35:59.200 --> 00:35:59.200]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:59.200 --> 00:35:59.200]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:59.200 --> 00:35:59.200]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:59.200 --> 00:35:59.200]   You can get a great meal for a few dollars, whether that's a taco stand in Mexico or a noodle shop in the United States.
[00:35:59.220 --> 00:36:29.220]   The cost of education would vary.
[00:36:29.220 --> 00:36:29.220]   It doesn't get any cheaper to buy used books than Amazon in the United States.
[00:36:29.220 --> 00:36:29.220]   One of the best things about the United States is used books on Amazon.
[00:36:29.220 --> 00:36:29.220]   You go on there, boom, $2, $3, $4.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   One of the best things about the United States is used books on Amazon.
[00:36:29.220 --> 00:36:29.220]   You go on there, boom, $2, $3, $4.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   You can get almost any book shipped right to your house.
[00:36:29.220 --> 00:36:29.220]   It's just a great deal, and you just have a great deal.
[00:36:29.220 --> 00:36:59.240]   You can get almost any book shipped right to your house.
[00:36:59.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:29.260]   You can get almost any book shipped right to your house.
[00:37:29.260 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house.
[00:37:59.280 --> 00:37:59.280]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:37:59.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.300 --> 00:38:29.300]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:29.320 --> 00:38:59.320]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:59.320 --> 00:38:59.320]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:59.320 --> 00:38:59.320]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:59.320 --> 00:38:59.320]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:59.320 --> 00:38:59.320]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:38:59.360 --> 00:39:29.340]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:29.340 --> 00:39:29.340]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:29.340 --> 00:39:29.340]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:29.340 --> 00:39:29.340]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:29.340 --> 00:39:29.340]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:29.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
[00:39:59.360 --> 00:39:59.360]   You can get almost any book shipped right to your house. You can get almost any book shipped right to your house.
