
[00:00:00.000 --> 00:00:05.000]   As a parent, you know it's not just baby talk.
[00:26:18.000 --> 00:26:25.000]   And some people might be able to do it with pizza ovens, finding used pizza ovens and flipping them and financing them.
[00:26:25.000 --> 00:26:31.000]   That's basically the fundamental business function and the commodity is in many ways irrelevant.
[00:26:31.000 --> 00:26:33.000]   It's nice if a commodity is standardized.
[00:26:33.000 --> 00:26:40.000]   That will work the best if it's something that has standardized values because that allows you to be able to get your comps and get a standardized value.
[00:26:40.000 --> 00:26:46.000]   That allows you to feel confident in making your buy just like a car dealer has their black book and they can feel good about the values.
[00:26:46.000 --> 00:26:53.000]   It's a little harder when you have to be a specialist in appraising the value of heirloom diamond rings.
[00:26:53.000 --> 00:26:55.000]   But I love it.
[00:26:55.000 --> 00:26:56.000]   It's a cool business model.
[00:26:56.000 --> 00:26:57.000]   Tell us more.
[00:26:57.000 --> 00:27:02.000]   You've solved – you advertise on your site.
[00:27:02.000 --> 00:27:05.000]   You advertise the concept of cash flow.
[00:27:05.000 --> 00:27:13.000]   Your tagline which I think is fantastic is "The Land Geek, build passive income quickly and efficiently."
[00:27:13.000 --> 00:27:15.000]   So you're focusing on passive income.
[00:27:15.000 --> 00:27:21.000]   "Learn the art of engineering geeky systems that create, grow, and protect your cash flow."
[00:27:21.000 --> 00:27:24.000]   This is an excellent marketing copy.
[00:27:24.000 --> 00:27:25.000]   I love that.
[00:27:25.000 --> 00:27:35.000]   Tell me how you use something that doesn't create cash flow, meaning raw land, and use it to actually build cash flow and passive income through your financing scheme.
[00:27:35.000 --> 00:27:36.000]   Right.
[00:27:36.000 --> 00:27:49.000]   So basically what we do is we'll get our money out on the down payment or within six months of the down payment and we'll automate those payments using software called geekpay.io.
[00:27:49.000 --> 00:27:50.000]   Okay.
[00:27:50.000 --> 00:27:51.000]   Right?
[00:27:51.000 --> 00:27:52.000]   Did you build that?
[00:27:52.000 --> 00:27:53.000]   I did.
[00:27:53.000 --> 00:27:54.000]   Nice.
[00:27:54.000 --> 00:27:57.000]   So it's a one-time set it and forget it system.
[00:27:57.000 --> 00:28:00.000]   And actually car dealers can use it as well.
[00:28:00.000 --> 00:28:06.000]   Anyone that needs to finance anything has the amortization schedule.
[00:28:06.000 --> 00:28:17.000]   And what it does, it allows your borrowers to log in, see their current balance, make a prepayment, and have total transparency on their loan to you.
[00:28:17.000 --> 00:28:18.000]   Right?
[00:28:18.000 --> 00:28:21.000]   But what's great about this is it's an automated financial CRM.
[00:28:21.000 --> 00:28:35.000]   So it's a one-time set it and forget it system with your borrowers so that every day I think to myself, "Well, if I can always make more money and I can't get more time, right?
[00:28:35.000 --> 00:28:38.000]   It's my only not renewable resource.
[00:28:38.000 --> 00:28:42.000]   How can I create more time for myself?"
[00:28:42.000 --> 00:28:45.000]   And so this was a pain point in my own business.
[00:28:45.000 --> 00:28:47.000]   So I created the software.
[00:28:47.000 --> 00:28:53.000]   And we've done this in every aspect of our business so that it's 90% automated with software.
[00:28:53.000 --> 00:28:59.000]   So when I first got started, I'd have to have a VA in South Carolina do my mailings, right?
[00:28:59.000 --> 00:29:01.000]   And I'd have to pay Janie.
[00:29:01.000 --> 00:29:06.000]   And she'd have to put the stamps out and she'd have to go get the letters and she'd have to handwrite the envelopes.
[00:29:06.000 --> 00:29:13.000]   And then when they came back, I would have to call the seller and say, "Hey, got back your offer.
[00:29:13.000 --> 00:29:17.000]   I'm going to do due diligence on it and then we're going to close in seven days and I'll send you a check."
[00:29:17.000 --> 00:29:23.000]   Well, today all I have to do is upload an Excel list into my software.
[00:29:23.000 --> 00:29:25.000]   The offers immediately go out.
[00:29:25.000 --> 00:29:27.000]   They've already been priced in the spreadsheet.
[00:29:27.000 --> 00:29:35.000]   When they come back, then we have fancy hands to actually contact the seller and say, "Hey, we've marked out your offer.
[00:29:35.000 --> 00:29:37.000]   It's going to take them seven days to do due diligence."
[00:29:37.000 --> 00:29:44.000]   We have our due diligence done in the Philippines for $11 because they have access to an American title company.
[00:29:44.000 --> 00:29:49.000]   They go, they give us all the title information, they fill out our property report.
[00:29:49.000 --> 00:29:55.000]   We have somebody on a local Craigslist gig go out and actually visit the property, take photos and shoot video
[00:29:55.000 --> 00:29:58.000]   so that we're never buying a piece of property site unseen.
[00:29:58.000 --> 00:30:01.000]   So my cost of due diligence are super low.
[00:30:01.000 --> 00:30:07.000]   And then when we close, we use a program called lob.com to actually send out the check.
[00:30:07.000 --> 00:30:13.000]   And then for our marketing, we put it into our software and it pushes out the ads.
[00:30:13.000 --> 00:30:20.000]   And we use a program, it's a little complicated, but I can put out 124 ads on Craigslist with the press of a button.
[00:30:20.000 --> 00:30:28.000]   And then the closing and the contracts, what used to take me 20 minutes in contracts, now takes two seconds with software.
[00:30:28.000 --> 00:30:32.000]   So between myself, my acquisition manager, we actually tracked this.
[00:30:32.000 --> 00:30:37.000]   We saved 124 hours last month just with software.
[00:30:37.000 --> 00:30:39.000]   That's fantastic, man.
[00:30:39.000 --> 00:30:42.000]   What a great story.
[00:30:42.000 --> 00:31:00.000]   What you just described is a perfect picture into the increasing efficiencies that so many individual entrepreneurs like you are bringing to so many parts of the market.
[00:31:00.000 --> 00:31:02.000]   That is brilliant.
[00:31:02.000 --> 00:31:07.000]   Thank you. Thank you. I appreciate it.
[00:31:07.000 --> 00:31:14.000]   I'm tempted to – I don't know how far to go on discussing land and how far to go in terms of entrepreneurship.
[00:31:14.000 --> 00:31:16.000]   I'm going to spring a question on you.
[00:31:16.000 --> 00:31:25.000]   How much of your income – just on a percentage basis, would you say in the last couple of years?
[00:31:25.000 --> 00:31:44.000]   Or how much of your income in the last year, couple of years has come from your personal investments versus how much have come from the beautiful business that you just described of pulling all of these disparate parts together, designing the system, and then selling access to your tools?
[00:31:44.000 --> 00:31:50.000]   So as far as – I have basically three companies, right?
[00:31:50.000 --> 00:32:03.000]   So I have the land investing company, I have the education company that teaches other people how to do what I do, and then I have the software company as well that is for land investing but also can be applied in other industries.
[00:32:03.000 --> 00:32:10.000]   So between those three companies, the breakdown is typically like any Pareto principle, right?
[00:32:10.000 --> 00:32:13.000]   So 80% of the revenue comes from land investing.
[00:32:13.000 --> 00:32:19.000]   And then because the software is actually still – just got developed, we're losing money on software.
[00:32:19.000 --> 00:32:22.000]   And then the other 20% comes from education.
[00:32:22.000 --> 00:32:24.000]   That's cool.
[00:32:24.000 --> 00:32:27.000]   Do you think that will flip in the future?
[00:32:27.000 --> 00:32:34.000]   I mean it's going to be hard to have that flip because I've been investing in land for so long.
[00:32:34.000 --> 00:32:45.000]   And we're so automated in that sense where the teaching is great and it's really gratifying, right?
[00:32:45.000 --> 00:32:52.000]   Nobody ever called me and thanked me and wrote a letter saying how I changed their life with that land investment, right?
[00:32:52.000 --> 00:33:05.000]   But I have people now, they've retired their spouse, they quit their jobs, they're traveling the world because their passive income from land investing business exceeds their full-time jobs and they quit.
[00:33:05.000 --> 00:33:13.000]   And so that part has been the most gratifying even though it may not be the most profitable, right?
[00:33:13.000 --> 00:33:16.000]   And that's okay.
[00:33:16.000 --> 00:33:22.000]   It's just that I've only been teaching for a few years where I've been investing for so long.
[00:33:22.000 --> 00:33:25.000]   Right.
[00:33:25.000 --> 00:33:29.000]   What are the secrets to your investment model?
[00:33:29.000 --> 00:33:31.000]   And let me give you an example of what I mean.
[00:33:31.000 --> 00:33:35.000]   One of the benefits of lowering risk is working at the lower end of the market.
[00:33:35.000 --> 00:33:42.000]   If you can buy a piece of property for $2,000 and as you said that you can finance it yourself.
[00:33:42.000 --> 00:33:48.000]   Well, if you finance it yourself, you can open up your buyer pool more broadly.
[00:33:48.000 --> 00:33:56.000]   You can be a little bit less – you don't have to have such high standards for creditworthiness, et cetera, because you have a low risk.
[00:33:56.000 --> 00:34:01.000]   And so therefore, if you have to foreclose on the property, that's okay.
[00:34:01.000 --> 00:34:04.000]   If they own the property for a couple of years, you got your money out of it.
[00:34:04.000 --> 00:34:10.000]   So that would seem to me to be a really important component of the model that you're playing out here.
[00:34:10.000 --> 00:34:15.000]   That's different than doing million and a half dollar ranches and trying to work in that market.
[00:34:15.000 --> 00:34:22.000]   What are the other fundamental aspects of the investing system that you've designed that help it to work?
[00:34:22.000 --> 00:34:24.000]   Or if you took it away, it wouldn't work anymore.
[00:34:24.000 --> 00:34:28.000]   Well, I think that what makes it work is buying right.
[00:34:28.000 --> 00:34:30.000]   So in real estate, we make our money on the buy.
[00:34:30.000 --> 00:34:38.000]   So if you don't get your pricing right from day one, I would argue that it's a very risky model, right?
[00:34:38.000 --> 00:34:50.000]   Which is why when we went to the tax deed auctions back in like let's say 2003 and 2004, and we were buying it 80% of retail,
[00:34:50.000 --> 00:35:00.000]   that wasn't a large enough margin of safety to justify the expense of going to these places and taking the time and doing that.
[00:35:00.000 --> 00:35:01.000]   So we had to pivot.
[00:35:01.000 --> 00:35:10.000]   So I think that you've got to buy right and you have to have that discipline and not have what we call it, got to have landitis, right?
[00:35:10.000 --> 00:35:14.000]   I always tell people, deals are like the bus.
[00:35:14.000 --> 00:35:16.000]   There'll be another one coming down the pike.
[00:35:16.000 --> 00:35:23.000]   So I never get emotional about a deal and you never want to overpay.
[00:35:23.000 --> 00:35:29.000]   So I stick to a very disciplined principle of having a margin of safety of 300%.
[00:35:29.000 --> 00:35:33.000]   And that has served me all these years.
[00:35:33.000 --> 00:35:35.000]   We don't over leverage.
[00:35:35.000 --> 00:35:39.000]   So we're not going deep into debt to do these deals.
[00:35:39.000 --> 00:35:43.000]   And I have done larger deals.
[00:35:43.000 --> 00:35:46.000]   I mean I did a deal in Nevada that I paid a million dollars for.
[00:35:46.000 --> 00:35:53.000]   But I sold it over a few years and I made over five million, right?
[00:35:53.000 --> 00:36:00.000]   So you can do larger deals if you have the capital to do it and you can finance it.
[00:36:00.000 --> 00:36:09.000]   It's just that the sweet spot of this market is buying these properties, these unloved properties that typically tend to be very inexpensive.
[00:36:09.000 --> 00:36:16.000]   Do you use financing and debt on your own personal portfolio or do you do it with cash?
[00:36:16.000 --> 00:36:28.000]   Well, you know what's awesome about the cash flow model is let's say for example, let's go back to your example where I sold that property to you for $10,000.
[00:36:28.000 --> 00:36:35.000]   I paid $1,000 for it and you're paying me $249 a month for the next five years, right?
[00:36:35.000 --> 00:36:41.000]   Well, I might sell that cash flow of $249 a month to an investor.
[00:36:41.000 --> 00:36:47.000]   And the investor will make let's say 12% on that deal, right?
[00:36:47.000 --> 00:36:50.000]   So they'll buy it at a discount and they'll make 12%.
[00:36:50.000 --> 00:37:00.000]   Well, now I'll take that let's say $2,000 in this example and I'll reinvest it and I'll make another 300% to 1,000% on another deal.
[00:37:00.000 --> 00:37:10.000]   So technically speaking, I can sell a tranche of my cash flow so I never have to use debt, right?
[00:37:10.000 --> 00:37:16.000]   I'm just using my own personal cash flow as the leverage and then reinvesting it in that sense.
[00:37:16.000 --> 00:37:20.000]   And then that passive income reverts back to me in 12 to 18 months.
[00:37:20.000 --> 00:37:22.000]   The investor is super happy.
[00:37:22.000 --> 00:37:23.000]   They got an incredible return.
[00:37:23.000 --> 00:37:30.000]   I'm super happy I was able to deploy that capital to a new deal without having to use my own money or go into debt.
[00:37:30.000 --> 00:37:31.000]   Does that make sense?
[00:37:31.000 --> 00:37:32.000]   It is.
[00:37:32.000 --> 00:37:35.000]   Your investment banker is coming out here all over the place.
[00:37:35.000 --> 00:37:36.000]   Yeah, yeah.
[00:37:36.000 --> 00:37:37.000]   Exactly, exactly.
[00:37:37.000 --> 00:37:40.000]   And then it goes the other way, right?
[00:37:40.000 --> 00:37:44.000]   So here's an asset that I love the most, right?
[00:37:44.000 --> 00:37:51.000]   So I can go and I can take my SEP money or my Roth money and I can buy other people's notes, right?
[00:37:51.000 --> 00:37:56.000]   Because the worst case for me is I might make a 12% return on my investment.
[00:37:56.000 --> 00:38:03.000]   But the best case is that they default and I get the underlying asset, which I can then sell and make 300 to 1,000%.
[00:38:03.000 --> 00:38:08.000]   So when the worst case for me is making 300 to 1,000%, right, that's not so bad.
[00:38:08.000 --> 00:38:09.000]   Yeah, yeah.
[00:38:09.000 --> 00:38:17.000]   When you're happy, seller financing is the ability to finance an asset that you own is so powerful.
[00:38:17.000 --> 00:38:25.000]   Because if you're not pressed to get all of the capital out of it and if you can use a stream of payments,
[00:38:25.000 --> 00:38:34.000]   you can structure the deal in such a way that you're going to win if you get the stream of payments.
[00:38:34.000 --> 00:38:38.000]   And you're not too upset if your buyer defaults.
[00:38:38.000 --> 00:38:47.000]   I knew a guy one time who he owned a commercial building and he – it was a movie theater.
[00:38:47.000 --> 00:38:52.000]   It was a former movie theater and he had bought it and he sold the thing three times.
[00:38:52.000 --> 00:39:02.000]   And each time the buyer bought it, they put money down, bought it, owned it for a few years, defaulted, marketed it again.
[00:39:02.000 --> 00:39:07.000]   Another one came in and then finally after the third buyer, he went ahead and moved his business into it.
[00:39:07.000 --> 00:39:17.000]   But it was because he didn't have to lean on it and say get it all right now, he was able in the aggregate to make a lot more money by doing the seller financing.
[00:39:17.000 --> 00:39:27.000]   And because he was able to efficiently handle the foreclosure unlike sometimes a large bank that has to have whole teams of people and whole systems set up,
[00:39:27.000 --> 00:39:30.000]   it was easy for him to do it on an ad hoc basis when he needed to.
[00:39:30.000 --> 00:39:45.000]   Yeah, absolutely. I mean it gives you so much flexibility and it's really incredible because when we have this community that we built in LandGeek that people want to buy land, they want to sell land.
[00:39:45.000 --> 00:39:50.000]   You have a built-in buyer pool for your notes, I buy notes.
[00:39:50.000 --> 00:39:57.000]   And so really money should never be the issue in this business.
[00:39:57.000 --> 00:40:09.000]   Mark, earlier you mentioned that you try to structure your sales using a land contract. What is a land contract and why is that important?
[00:40:09.000 --> 00:40:20.000]   Well, a land contract is stating that you are going to pay off this land contract backed by a promissory note and a purchase sale agreement over a specified period of time.
[00:40:20.000 --> 00:40:25.000]   And the underlying asset remains in the ownership of my company.
[00:40:25.000 --> 00:40:31.000]   So that's a land contract. A deed of trust is like when you bought your house.
[00:40:31.000 --> 00:40:44.000]   So the deed then goes into your name. You now own the home even though technically speaking the bank has a deed of trust or a lien on that property.
[00:40:44.000 --> 00:41:01.000]   So if you don't pay the bank back your mortgage payment, they will then go through the foreclosure process to get that asset back and then essentially use that lien against you and get the asset.
[00:41:01.000 --> 00:41:03.000]   That's a deed of trust.
[00:41:03.000 --> 00:41:15.000]   But the underlying asset is no longer in the bank's name. It's in Joshua Sheets' name until you stop making payments and they go through this entire lengthy foreclosure process.
[00:41:15.000 --> 00:41:24.000]   So if you're an attorney, you love deeds of trusts. It gives you business. You get to go through the foreclosure process.
[00:41:24.000 --> 00:41:29.000]   You get fees by doing it this way and deeds of trusts make a lot of sense.
[00:41:29.000 --> 00:41:40.000]   If you are the buyer of the asset, you want to have a deed of trust because you want to have the asset in your name to do what you want to with that property.
[00:41:40.000 --> 00:41:45.000]   You don't want the bank to own that property for 30 years in their name.
[00:41:45.000 --> 00:41:49.000]   So there's advantages for the buyer and there's advantages for attorneys.
[00:41:49.000 --> 00:42:11.000]   But in the land business, because these assets are, let's say, relatively speaking, very small and because we're not dealing with a tenant, they're not going out on that property and typically building their dream house on it where they need to get permits and they need to have a deed to show the planning and zoning department they actually own the property,
[00:42:11.000 --> 00:42:20.000]   then we use a land contract and what we do is we avoid the costs of foreclosure and the costs of attorney fees.
[00:42:20.000 --> 00:42:35.000]   I'd like to ask you a couple of questions on two themes here as we wrap up the show. The first theme is with regard to your students and a little bit of just insight into human psychology.
[00:42:35.000 --> 00:42:44.000]   I would guess that you've had students come through your educational products and programs that have succeeded and that have failed.
[00:42:44.000 --> 00:42:52.000]   What are the attributes of the students that you've observed that have succeeded and what are the attributes of the students you've observed that have failed?
[00:42:52.000 --> 00:42:54.000]   Why did they succeed and why did they fail?
[00:42:54.000 --> 00:42:57.000]   Yeah, I think it all comes down to grit.
[00:42:57.000 --> 00:43:08.000]   So ultimately, and this is not my business, it's any business, if you're able to embrace the suck.
[00:43:08.000 --> 00:43:19.000]   So a lot of times what we see is very successful people that want to come into land investing, they want to have the side hustle, they want to start building their passive income.
[00:43:19.000 --> 00:43:21.000]   Let's take a doctor for example.
[00:43:21.000 --> 00:43:24.000]   So I have two doctor clients.
[00:43:24.000 --> 00:43:33.000]   One's a very successful oral surgeon and the other is a very successful internist.
[00:43:33.000 --> 00:43:45.000]   Now, the internist is, they're both very bright, but the internist came into it thinking that this should be easier for him than it was.
[00:43:45.000 --> 00:43:58.000]   The oral surgeon embraced the suck and struggled and kept going and kept making offers and kept asking questions and was determined to not quit.
[00:43:58.000 --> 00:44:03.000]   The oral surgeon is doing amazingly well.
[00:44:03.000 --> 00:44:10.000]   The internist is frustrated and thinks it should be easier than it is.
[00:44:10.000 --> 00:44:13.000]   Just because the model is simple doesn't mean it's easy.
[00:44:13.000 --> 00:44:17.000]   And we go back to the beginning of the podcast, he made the argument, "Well, this is a business."
[00:44:17.000 --> 00:44:31.000]   Well, when my son started to learn basketball, he would start dribbling and he'd hit his knee and his foot and he'd have to run out in the street and he'd have to keep doing it until eventually now he's got like handles.
[00:44:31.000 --> 00:44:40.000]   So it's sort of that putting away your ego and saying, "Okay, I'm going to just suck at this for a while until I don't."
[00:44:40.000 --> 00:44:47.000]   And those people go on and become extremely successful where the other people I don't hear from anymore.
[00:44:47.000 --> 00:44:52.000]   As a society, we have a tendency to praise people who have high cognitive ability.
[00:44:52.000 --> 00:44:55.000]   Those are the people who shine in our schooling systems.
[00:44:55.000 --> 00:45:01.000]   Those are the people who rise to the top in the various social sorting mechanisms that we have in place.
[00:45:01.000 --> 00:45:11.000]   Unfortunately, though, high cognitive ability doesn't necessarily connect or correlate directly to grit, as you said, and being able to embrace the suck.
[00:45:11.000 --> 00:45:14.000]   And I've seen in every business I've ever been in.
[00:45:14.000 --> 00:45:18.000]   When I was in sales, I've seen it in almost any business.
[00:45:18.000 --> 00:45:20.000]   Most business models are simple.
[00:45:20.000 --> 00:45:33.000]   But the people who are the smartest, have the highest cognitive ability, often don't want to do the simple things over and over and over again that are required in order to lead to success.
[00:45:33.000 --> 00:45:35.000]   Yeah, I mean, absolutely.
[00:45:35.000 --> 00:45:37.000]   I couldn't agree more.
[00:45:37.000 --> 00:45:46.000]   And oftentimes, they don't like the feeling of frustration because they've gone through their whole lives avoiding it.
[00:45:46.000 --> 00:45:47.000]   School was easy.
[00:45:47.000 --> 00:45:48.000]   They got praised.
[00:45:48.000 --> 00:45:50.000]   Right, all As.
[00:45:50.000 --> 00:45:53.000]   And their parents praised them.
[00:45:53.000 --> 00:45:55.000]   And in business, it's messy.
[00:45:55.000 --> 00:45:58.000]   In order to succeed, you almost have to fail.
[00:45:58.000 --> 00:46:02.000]   And if you've never failed at anything, you hate that feeling.
[00:46:02.000 --> 00:46:03.000]   Right?
[00:46:03.000 --> 00:46:08.000]   So, the problem with business is that it's constantly changing.
[00:46:08.000 --> 00:46:10.000]   You have to constantly change.
[00:46:10.000 --> 00:46:15.000]   And the problem with marketing is the marketing is constantly changing, and you have to constantly change.
[00:46:15.000 --> 00:46:30.000]   And if you're not, in a way, sort of able to have that flexibility and have that mindset of, "I will eventually figure this out, and I'll take my lumps, and I'll keep going."
[00:46:30.000 --> 00:46:32.000]   Seth Godin calls it the dip.
[00:46:32.000 --> 00:46:33.000]   Right?
[00:46:33.000 --> 00:46:37.000]   If you're not able to get through that dip, you shouldn't be in business ever.
[00:46:37.000 --> 00:46:48.000]   Mark, you described that when you started back in the year 2000, you were working in a job that wasn't a good fit for you, feeling pretty miserable.
[00:46:48.000 --> 00:46:50.000]   You didn't have a lot of money.
[00:46:50.000 --> 00:46:54.000]   You had a few thousand dollars saved and had started there.
[00:46:54.000 --> 00:47:01.000]   And you've given us the impression that you've done well, done a lot of deals with high profit margins, built a good business.
[00:47:01.000 --> 00:47:05.000]   So, we have the impression that you've done well over the years.
[00:47:05.000 --> 00:47:14.000]   I'd love to know what your experience of that journey has been, reflecting back on the last 16 or 17 years.
[00:47:14.000 --> 00:47:24.000]   What aspect of being rich today is fantastic?
[00:47:24.000 --> 00:47:31.000]   And the ability to run your own business and all of these things that you're describing, what of it is better than you ever thought?
[00:47:31.000 --> 00:47:34.000]   And what aspect of where you are today is worse?
[00:47:34.000 --> 00:47:41.000]   And it's just not, you know, years ago you were dreaming about being rich, you were dreaming about having control of your schedule and being able to have passive income.
[00:47:41.000 --> 00:47:44.000]   And today you look at it and say, "Well, it's not quite like what I thought."
[00:47:44.000 --> 00:47:48.000]   Yeah, it's so funny because I had quite a roller coaster ride there.
[00:47:48.000 --> 00:47:54.000]   So, from 2001 to 2010, I was making more money than I ever dreamt of.
[00:47:54.000 --> 00:47:56.000]   And it came pretty easily, right?
[00:47:56.000 --> 00:47:58.000]   It wasn't that Mark was so smart.
[00:47:58.000 --> 00:47:59.000]   It was just the market.
[00:47:59.000 --> 00:48:04.000]   Well, land is interesting in the sense that it's the long tail of real estate.
[00:48:04.000 --> 00:48:14.000]   So, when housing is getting crushed in 2008 and the whole economy is going to hell in 2008, I was doing really well in 2008 and in 2009.
[00:48:14.000 --> 00:48:20.000]   But my land investing business and my note business suffered in 2010.
[00:48:20.000 --> 00:48:25.000]   And, you know, sure enough, I thought, "Well, look at all this money I have.
[00:48:25.000 --> 00:48:26.000]   I should buy the big house."
[00:48:26.000 --> 00:48:28.000]   So, I bought the big house.
[00:48:28.000 --> 00:48:29.000]   Well, that wasn't enough.
[00:48:29.000 --> 00:48:30.000]   So, I bought the big car.
[00:48:30.000 --> 00:48:32.000]   Well, that wasn't enough.
[00:48:32.000 --> 00:48:33.000]   So, I have three kids.
[00:48:33.000 --> 00:48:34.000]   So, I thought, "You know what?
[00:48:34.000 --> 00:48:36.000]   They should all have private school."
[00:48:36.000 --> 00:48:42.000]   And that wasn't enough because, well, even though my wife didn't work, we should have a nanny so we can go out whenever we want.
[00:48:42.000 --> 00:48:44.000]   And why should my wife have to clean the house?
[00:48:44.000 --> 00:48:48.000]   So, we had a nanny and we had a housekeeper five days a week.
[00:48:48.000 --> 00:48:59.000]   So, unwittingly, I created this incredible personal overhead for myself that in 2010 kicked me right in the teeth.
[00:48:59.000 --> 00:49:03.000]   And very slowly, we started whittling it down, right?
[00:49:03.000 --> 00:49:04.000]   We got rid of the big house.
[00:49:04.000 --> 00:49:06.000]   We got rid of the big cars.
[00:49:06.000 --> 00:49:07.000]   Sorry, kids.
[00:49:07.000 --> 00:49:09.000]   You're going to have to go to public school, right?
[00:49:09.000 --> 00:49:10.000]   We didn't need the nanny.
[00:49:10.000 --> 00:49:13.000]   We didn't need the housekeeper every day, right?
[00:49:13.000 --> 00:49:26.000]   So, suddenly, instead of going out to five-star restaurants on a random Tuesday night like we would, like, you know, celebrating an anniversary or a birthday, we started playing charades with the kids.
[00:49:26.000 --> 00:49:40.000]   And in the simplicity of downsizing and finding out really what made us happy, and for me personally, the journey of feeling like, "Okay, now I'm enough," took many, many years.
[00:49:40.000 --> 00:49:46.000]   And so, today, what really makes me happy are the quality of my relationships, right?
[00:49:46.000 --> 00:49:51.000]   I've got a lot of friends who have a lot of money, but they don't know their children.
[00:49:51.000 --> 00:49:54.000]   Their wives can't stand them.
[00:49:54.000 --> 00:50:01.000]   And they're stressed out all the time because they've got to pay a $6,500-a-month mortgage.
[00:50:01.000 --> 00:50:08.000]   Where I, on the other hand, have a very nice house and I have very nice cars, but I'm saving every month.
[00:50:08.000 --> 00:50:13.000]   I'm not going crazy, and it's enough, right?
[00:50:13.000 --> 00:50:19.000]   What is really interesting to me today is what I call my terminal days.
[00:50:19.000 --> 00:50:29.000]   My wife hates when I say this, by the way, but every Monday and every Friday, I take off, and I say to myself, "If this is my last day on Earth, how would I want to spend it?"
[00:50:29.000 --> 00:50:34.000]   And ultimately, it's always the same answer. It's with my wife and my kids.
[00:50:34.000 --> 00:50:38.000]   And either I'll take them to school, I'll pick them up, we'll do some activity.
[00:50:38.000 --> 00:50:44.000]   My wife and I will have a date if my other kids are in school, and we just kind of hang out.
[00:50:44.000 --> 00:50:51.000]   And then Tuesday, Wednesday, and Thursday, I work on my businesses, and I love it.
[00:50:51.000 --> 00:50:54.000]   But I always look forward to my terminal days.
[00:50:54.000 --> 00:51:05.000]   And really, for me, success has been the luxury of working when I want, where I want, and with whom I want, and having that freedom to do that.
[00:51:05.000 --> 00:51:09.000]   And not having to stress about what are the three big stressors in life.
[00:51:09.000 --> 00:51:13.000]   So the three big stressors in every relationship are money, sex, and the kids.
[00:51:13.000 --> 00:51:16.000]   Well, I've eliminated money from that equation.
[00:51:16.000 --> 00:51:20.000]   You know, the other two we'll still work on.
[00:51:20.000 --> 00:51:26.000]   I was going to find out what hole you're digging yourself into and how deep you're going to go with this.
[00:51:26.000 --> 00:51:31.000]   Right, right. But you know, life is messy. It's not perfect. No one derives from every joshpa.
[00:51:31.000 --> 00:51:44.000]   But I will say, though, that not having to worry about money is really – I think it does really improve your relationships where my wife and I can spend that time.
[00:51:44.000 --> 00:51:50.000]   Like we did the other day. We just went out for coffee, went out for lunch. We had a really nice date.
[00:51:50.000 --> 00:51:52.000]   And then we took the kids to a movie.
[00:51:52.000 --> 00:52:00.000]   And not having to be exhausted by a job I don't love is really quite a luxury today.
[00:52:00.000 --> 00:52:02.000]   I think that, for me, is success.
[00:52:02.000 --> 00:52:09.000]   I've never found financial stress in my own life to be an aphrodisiac for my wife.
[00:52:09.000 --> 00:52:11.000]   Yeah, exactly.
[00:52:11.000 --> 00:52:14.000]   How old are you now, Mark?
[00:52:14.000 --> 00:52:16.000]   I'm 46.
[00:52:16.000 --> 00:52:18.000]   Do you plan to retire?
[00:52:18.000 --> 00:52:25.000]   Never. I love working. I tell my wife this all the time. I will die in front of my computer.
[00:52:25.000 --> 00:52:30.000]   Yeah, I love working. I'll never retire.
[00:52:30.000 --> 00:52:38.000]   When you look around and see people who are anxious to retire, what advice do you give them?
[00:52:38.000 --> 00:52:43.000]   Oh, find a purpose. You need a why.
[00:52:43.000 --> 00:52:51.000]   It doesn't have to be for financial gain, but go volunteer. Be a mentor.
[00:52:51.000 --> 00:52:58.000]   I really think that a lot of unhappiness comes from a focus on yourself.
[00:52:58.000 --> 00:53:05.000]   And when you focus on other people and helping other people, it's really nice.
[00:53:05.000 --> 00:53:10.000]   I really think you need a purpose to wake up every single day.
[00:53:10.000 --> 00:53:17.000]   And as we get older, I think it's important to know what that is.
[00:53:17.000 --> 00:53:21.000]   And even if you don't know what it is, I think it's important to think about it and figure it out.
[00:53:21.000 --> 00:53:24.000]   And maybe have a few different purposes.
[00:53:24.000 --> 00:53:30.000]   Elon Musk is changing the world.
[00:53:30.000 --> 00:53:37.000]   He doesn't need the money. It's incredible.
[00:53:37.000 --> 00:53:43.000]   Man is built for conquest. And if you ignore that, we ignore it at our peril.
[00:53:43.000 --> 00:53:49.000]   Mark, as we go here, tell us about your various websites, anything that you would like to promote.
[00:53:49.000 --> 00:53:52.000]   Share with us information on your podcast, your products.
[00:53:52.000 --> 00:53:57.000]   Go ahead and take a few minutes and promote the different products and services you have that could benefit my audience, please.
[00:53:57.000 --> 00:54:01.000]   Yeah, I think the best place to go is thelandgeek.com.
[00:54:01.000 --> 00:54:05.000]   You can download for free our passive income blueprint and the e-book,
[00:54:05.000 --> 00:54:07.000]   "How to Avoid the Three Fatal Land Buying Mistakes,"
[00:54:07.000 --> 00:54:13.000]   and get our "Art of Passive Income" podcast delivered each week to your email inbox.
[00:54:13.000 --> 00:54:18.000]   I really think that's just the best place to go to get started.
[00:54:18.000 --> 00:54:20.000]   Great. Mark, thank you for coming on the show.
[00:54:20.000 --> 00:54:23.000]   I have deeply enjoyed our conversation
[00:54:23.000 --> 00:54:30.000]   and hope that you continue to impact many more thousands of lives with your systems and your technology.
