
[00:00:00.000 --> 00:00:01.120]   Hey, everyone.
[00:19:12.280 --> 00:19:13.920]   - Got it.
[00:19:13.920 --> 00:19:15.520]   That makes sense.
[00:19:15.520 --> 00:19:16.680]   I will have to read the paper
[00:19:16.680 --> 00:19:18.200]   to understand a little bit more,
[00:19:18.200 --> 00:19:19.680]   because when you say things like,
[00:19:19.680 --> 00:19:20.880]   we have to know in advance
[00:19:20.880 --> 00:19:22.040]   what we are trying to do with the model,
[00:19:22.040 --> 00:19:24.120]   then we do importance resampling,
[00:19:24.120 --> 00:19:26.880]   that is against the principle of general intelligence, right?
[00:19:26.880 --> 00:19:29.920]   Like, the point is to train AGI.
[00:19:29.920 --> 00:19:31.720]   - Well, I mean, depends on,
[00:19:31.720 --> 00:19:33.520]   yeah, so depends on what do you mean
[00:19:33.520 --> 00:19:36.080]   by being general or generic, right?
[00:19:36.080 --> 00:19:37.360]   So I think, I mean,
[00:19:37.360 --> 00:19:39.080]   you can always take a meta-learning perspective
[00:19:39.080 --> 00:19:40.600]   that we know the distribution of tasks
[00:19:40.600 --> 00:19:42.280]   that we care about, right?
[00:19:42.280 --> 00:19:44.240]   So you can always go kind of up in the ladder
[00:19:44.240 --> 00:19:47.320]   of how general the whole thing is, right?
[00:19:47.320 --> 00:19:48.800]   But also for many of the customers
[00:19:48.800 --> 00:19:50.680]   that we are actually talking to, right,
[00:19:50.680 --> 00:19:53.560]   they have kind of very targeted application, right?
[00:19:53.560 --> 00:19:55.280]   The benefit you can get out of that
[00:19:55.280 --> 00:19:58.440]   is you could build a better open model,
[00:19:58.440 --> 00:20:00.840]   often smaller, often easier to do inference,
[00:20:00.840 --> 00:20:02.760]   if you know what you want, right?
[00:20:02.760 --> 00:20:05.120]   So I think the whole trade-off would be,
[00:20:05.120 --> 00:20:08.160]   and the x-axis will be how generic the whole thing will be.
[00:20:08.160 --> 00:20:11.520]   The y-axis would be not only the top accuracy,
[00:20:11.520 --> 00:20:15.400]   but also a whole bunch of the deployment cost, right?
[00:20:15.400 --> 00:20:17.120]   The size of the model, right?
[00:20:17.120 --> 00:20:19.440]   The robustness of the model.
[00:20:19.440 --> 00:20:20.960]   So I think different people
[00:20:20.960 --> 00:20:23.440]   will navigate the space in different way.
[00:20:23.440 --> 00:20:25.960]   And we want to be the platform, essentially,
[00:20:25.960 --> 00:20:28.400]   whatever point that you want,
[00:20:28.400 --> 00:20:29.880]   we have a solution for you.
[00:20:29.880 --> 00:20:30.800]   - But one more thing on data
[00:20:30.800 --> 00:20:33.080]   before we go deeper on state-space models.
[00:20:33.080 --> 00:20:36.120]   Are we running out of data?
[00:20:36.120 --> 00:20:38.920]   Is 30 trillion, can we go in order of magnitude,
[00:20:38.920 --> 00:20:40.680]   can we go five orders of magnitude?
[00:20:40.680 --> 00:20:45.240]   How do both of you think about
[00:20:45.240 --> 00:20:47.600]   how much data we have and how much we need?
[00:20:47.600 --> 00:20:53.400]   - Yeah, so I think that's a very, very good question.
[00:20:53.400 --> 00:20:58.080]   So I think, I don't think we are running out of data
[00:20:58.080 --> 00:20:59.680]   on earth, right?
[00:20:59.680 --> 00:21:00.800]   So think about it globally.
[00:21:00.800 --> 00:21:03.000]   - Training data, training class data.
[00:21:03.000 --> 00:21:04.920]   - Yeah, yeah, so I think,
[00:21:04.920 --> 00:21:07.920]   I mean, some of them are not accessible, right?
[00:21:07.920 --> 00:21:12.920]   But I do think there are many organizations
[00:21:12.920 --> 00:21:15.480]   in the world have enough data
[00:21:15.480 --> 00:21:19.600]   to actually train very, very good models, right?
[00:21:19.600 --> 00:21:22.200]   So I mean, they are not publicly available, right?
[00:21:22.200 --> 00:21:26.280]   But there are people who actually have access to those.
[00:21:26.280 --> 00:21:29.120]   So I think, in general, right,
[00:21:29.120 --> 00:21:32.320]   so if you think about the data in the open space, right?
[00:21:32.320 --> 00:21:34.800]   So I guess that was specifically
[00:21:34.800 --> 00:21:37.560]   that you actually mean whether we are running out of data.
[00:21:37.560 --> 00:21:42.560]   So I do think there need to be some way, right,
[00:21:42.560 --> 00:21:46.120]   that people who are training open models
[00:21:46.120 --> 00:21:49.880]   get connected with essentially data
[00:21:49.880 --> 00:21:52.760]   that's not internet data, right?
[00:21:52.760 --> 00:21:55.480]   So I think that channel need to be opened up
[00:21:55.480 --> 00:21:58.520]   for the open model to get more data, right?
[00:21:58.520 --> 00:22:00.640]   But I'm kind of on the optimistic side
[00:22:00.640 --> 00:22:03.640]   that the society will figure out a way
[00:22:03.640 --> 00:22:05.120]   that we can train open models
[00:22:05.120 --> 00:22:07.040]   that's beyond this internet data.
[00:22:07.040 --> 00:22:09.720]   - Beyond internet meaning books?
[00:22:09.720 --> 00:22:11.360]   - I mean, there are a lot of those, right?
[00:22:11.360 --> 00:22:14.720]   Books, right, transcripts, right, radios, audios, right?
[00:22:14.720 --> 00:22:16.760]   So there are a whole bunch of data sources
[00:22:16.760 --> 00:22:21.760]   that we are not integrating into open data set, right?
[00:22:21.760 --> 00:22:24.720]   So, and maybe they shouldn't be open, right?
[00:22:24.720 --> 00:22:27.220]   So I think the community need to figure out a way,
[00:22:27.220 --> 00:22:30.560]   yeah, like the best balance, yeah,
[00:22:30.560 --> 00:22:32.320]   such that we can have open models,
[00:22:32.320 --> 00:22:35.680]   and, but on the other hand,
[00:22:35.680 --> 00:22:38.600]   also have a reasonable collection of data
[00:22:38.600 --> 00:22:41.080]   that we can actually use.
[00:22:41.080 --> 00:22:42.840]   - I think a lot of people think that
[00:22:42.840 --> 00:22:46.560]   there's a theory that Whisper was released
[00:22:46.560 --> 00:22:48.560]   so that you could transcribe YouTube
[00:22:48.560 --> 00:22:50.720]   and then use that as a source of tokens.
[00:22:50.720 --> 00:22:52.960]   Then I talked to other researchers who are like,
[00:22:52.960 --> 00:22:55.280]   no, YouTube has very low quality tokens.
[00:22:55.280 --> 00:22:58.200]   Do you want your model to talk like a live streamer
[00:22:58.200 --> 00:23:00.920]   from YouTube, 'cause that's what they're gonna do.
[00:23:00.920 --> 00:23:02.240]   So it's not clear,
[00:23:02.240 --> 00:23:06.720]   like what the quality of this data could be.
[00:23:06.720 --> 00:23:08.560]   I don't know, it's an interesting open question.
[00:23:08.560 --> 00:23:10.880]   - Yeah, I guess that depends on your application, right?
[00:23:10.880 --> 00:23:12.400]   So I think as a platform, right,
[00:23:12.400 --> 00:23:16.000]   so our goal is whatever application that you have,
[00:23:16.000 --> 00:23:18.480]   yeah, so we have a platform
[00:23:18.480 --> 00:23:21.200]   that you can actually achieve your goal, right?
[00:23:21.200 --> 00:23:22.640]   So there are definitely applications
[00:23:22.640 --> 00:23:25.640]   that kind of make sense to speak like YouTube, right?
[00:23:25.640 --> 00:23:27.760]   So, but there are probably also other applications
[00:23:27.760 --> 00:23:30.440]   that kind of more on the formal side, right?
[00:23:30.440 --> 00:23:31.960]   So I think there are going to be
[00:23:31.960 --> 00:23:33.760]   a diverse collection of models,
[00:23:33.760 --> 00:23:35.600]   both open and closed, right?
[00:23:35.600 --> 00:23:38.160]   So, and we kind of want to be the engine that powers that.
[00:23:38.160 --> 00:23:39.400]   - Yeah, for sure, for sure.
[00:23:39.400 --> 00:23:40.560]   I think it's just like,
[00:23:40.560 --> 00:23:42.720]   there's a lot of people who own data sources
[00:23:42.720 --> 00:23:44.880]   who are doing the locally optimal thing,
[00:23:44.880 --> 00:23:47.200]   and humanity as a whole is losing out.
[00:23:47.200 --> 00:23:50.040]   So like New York Times is swinging open AI.
[00:23:51.040 --> 00:23:52.720]   Stack Overflow shut down their API.
[00:23:52.720 --> 00:23:54.480]   Reddit shut down their API.
[00:23:54.480 --> 00:23:57.840]   X made their own model, right, on Twitter data.
[00:23:57.840 --> 00:24:02.800]   We're just gonna have all these tiny little gardens of data
[00:24:02.800 --> 00:24:04.480]   that it would be useful in a general model,
[00:24:04.480 --> 00:24:06.200]   but everyone's just trying to make their own model.
[00:24:06.200 --> 00:24:08.840]   And it seems like globally suboptimal.
[00:24:08.840 --> 00:24:14.720]   - Yeah, I think you need to have some kind of marketplace
[00:24:14.720 --> 00:24:19.720]   for figuring out how to get this data into models
[00:24:20.280 --> 00:24:24.360]   and have, I think we'll increasingly see more of that.
[00:24:24.360 --> 00:24:28.480]   And I think there's a positive aspect to it too.
[00:24:28.480 --> 00:24:32.640]   There is a incentive for creators to participate
[00:24:32.640 --> 00:24:35.920]   in a system which is sort of more fair relative to
[00:24:35.920 --> 00:24:42.200]   the capture of value by an AI company
[00:24:42.200 --> 00:24:44.680]   that's taking their data.
[00:24:44.680 --> 00:24:46.080]   But I agree.
[00:24:46.080 --> 00:24:48.040]   I think this is a big open problem
[00:24:48.040 --> 00:24:50.720]   that needs to be solved.
[00:24:50.720 --> 00:24:55.720]   And I hope there will be serious efforts around it.
[00:24:55.720 --> 00:24:57.520]   - Yeah, yeah.
[00:24:57.520 --> 00:25:01.760]   Let's talk about the most precious resource
[00:25:01.760 --> 00:25:04.360]   on planet Earth, GPUs.
[00:25:04.360 --> 00:25:06.680]   You have a lot of compute, obviously,
[00:25:06.680 --> 00:25:08.640]   but you also have a lot of product pieces.
[00:25:08.640 --> 00:25:10.280]   You have inference, you have fine tuning,
[00:25:10.280 --> 00:25:11.800]   you have pre-training.
[00:25:11.800 --> 00:25:14.000]   What's the split in terms of usage?
[00:25:14.000 --> 00:25:16.400]   Do you see most people are just running inference
[00:25:16.400 --> 00:25:17.720]   on off-the-shelf models?
[00:25:17.720 --> 00:25:20.520]   Do you see maybe some last mile fine tuning?
[00:25:20.520 --> 00:25:23.200]   - I would say right now,
[00:25:23.200 --> 00:25:28.200]   the top five models on our inference stack
[00:25:28.200 --> 00:25:31.880]   are probably all fine-tuned versions of open models.
[00:25:31.880 --> 00:25:34.040]   And--
[00:25:34.040 --> 00:25:34.880]   - Who fine-tuned them?
[00:25:34.880 --> 00:25:36.160]   You fine-tuned them?
[00:25:36.160 --> 00:25:38.680]   - Either they were fine-tuned by our customers.
[00:25:38.680 --> 00:25:40.040]   - By your customers.
[00:25:40.040 --> 00:25:43.440]   - You know, either on our platform or off our platform.
[00:25:43.440 --> 00:25:47.120]   And we are generally seeing that.
[00:25:47.120 --> 00:25:49.520]   You know, that is the sort of trend
[00:25:49.520 --> 00:25:54.320]   where you can get better quality on your task
[00:25:54.320 --> 00:25:59.320]   by sort of now easily adapting these models to your data.
[00:25:59.320 --> 00:26:05.640]   We also have over 20 big model builds happening
[00:26:05.640 --> 00:26:07.680]   on the platform, which are customer.
[00:26:07.680 --> 00:26:10.600]   So we see a lot of training.
[00:26:10.600 --> 00:26:14.920]   And it's also somewhat surprisingly
[00:26:14.920 --> 00:26:17.480]   a more continuous kind of workload.
[00:26:17.480 --> 00:26:20.440]   We sort of imagined that this would be more episodic.
[00:26:20.440 --> 00:26:22.880]   You train a model and then you do inference.
[00:26:22.880 --> 00:26:25.800]   But what we find is, you know,
[00:26:25.800 --> 00:26:28.440]   people train a model and then they train the next version
[00:26:28.440 --> 00:26:31.240]   and then the next version, which sort of grows in scale.
[00:26:31.240 --> 00:26:33.960]   So it's starting to,
[00:26:33.960 --> 00:26:39.080]   I would say training is still the bigger portion,
[00:26:39.080 --> 00:26:42.240]   but inferences, in some ways inference
[00:26:42.240 --> 00:26:43.800]   is super linear to model quality.
[00:26:43.800 --> 00:26:46.920]   And as the models are getting better,
[00:26:46.920 --> 00:26:48.800]   there's more and more inference.
[00:26:48.800 --> 00:26:50.600]   - Yeah, oh, because they're more useful.
[00:26:50.600 --> 00:26:52.280]   - Yeah, they're more useful, yeah.
[00:26:52.280 --> 00:26:54.480]   - So, okay, so training is bigger.
[00:26:54.480 --> 00:26:55.880]   This is actually consistent with what we've heard
[00:26:55.880 --> 00:26:58.600]   from Mosaic, that, you know, people think that training
[00:26:58.600 --> 00:26:59.680]   is sort of like a one-time deal.
[00:26:59.680 --> 00:27:01.880]   You do one big run and then you're done.
[00:27:01.880 --> 00:27:02.720]   It's never true.
[00:27:04.840 --> 00:27:09.600]   And so I'm interested in like putting some numbers
[00:27:09.600 --> 00:27:11.760]   and I don't know what you have disclosed
[00:27:11.760 --> 00:27:13.000]   or what you want to disclose,
[00:27:13.000 --> 00:27:15.320]   but like how many GPUs do you have?
[00:27:15.320 --> 00:27:16.960]   Like what is the equivalent amount of compute
[00:27:16.960 --> 00:27:17.800]   that you have?
[00:27:17.800 --> 00:27:19.760]   Because I understand that your GPU setup is different
[00:27:19.760 --> 00:27:22.040]   than what people typically think
[00:27:22.040 --> 00:27:24.160]   of like a giant data center somewhere, right?
[00:27:24.160 --> 00:27:26.320]   - I don't think we have shared this number publicly.
[00:27:26.320 --> 00:27:29.440]   It's, you know, so this will be the first time, I guess.
[00:27:29.440 --> 00:27:34.440]   Like we are, we have close to seven to 8,000 GPUs
[00:27:35.200 --> 00:27:38.760]   today, it's growing monthly.
[00:27:38.760 --> 00:27:39.600]   - What class of GPU are they?
[00:27:39.600 --> 00:27:42.120]   - They're mostly A100s and H100s.
[00:27:42.120 --> 00:27:43.680]   - Okay, got it.
[00:27:43.680 --> 00:27:48.120]   - And probably more, I think, split towards H100s now.
[00:27:48.120 --> 00:27:51.120]   And we are, you know, we'll be sort of building
[00:27:51.120 --> 00:28:00.120]   best-of-class hardware, so as there are other versions
[00:28:00.120 --> 00:28:04.120]   of these coming out later this year,
[00:28:04.120 --> 00:28:07.200]   we plan to have those in the fleet as well.
[00:28:07.200 --> 00:28:10.360]   - I know when we talked last year,
[00:28:10.360 --> 00:28:13.560]   you were also using some of the supercomputers
[00:28:13.560 --> 00:28:15.200]   by the Department of Energy.
[00:28:15.200 --> 00:28:18.720]   There was kind of like a lot of random GPU compute
[00:28:18.720 --> 00:28:20.000]   in the world.
[00:28:20.000 --> 00:28:21.840]   Have you seen that kind of getting timed out?
[00:28:21.840 --> 00:28:23.440]   I think maybe a year ago people were like,
[00:28:23.440 --> 00:28:25.920]   oh yeah, you can use this GPU computer
[00:28:25.920 --> 00:28:27.880]   that is going to be end of life.
[00:28:27.880 --> 00:28:30.840]   Has the bar changed to give access to those resources?
[00:28:32.000 --> 00:28:35.680]   - Yeah, so I think from our perspective,
[00:28:35.680 --> 00:28:37.840]   it's actually getting better.
[00:28:37.840 --> 00:28:40.000]   Yeah, so from the community perspective,
[00:28:40.000 --> 00:28:42.520]   because many of the institutions in the world,
[00:28:42.520 --> 00:28:45.240]   they're actually investing on hardware, right?
[00:28:45.240 --> 00:28:48.000]   So for example, we are working with one of the institutes
[00:28:48.000 --> 00:28:49.800]   in Germany called Hessian AI, right?
[00:28:49.800 --> 00:28:52.640]   Which gives us a lot of help on the compute side.
[00:28:52.640 --> 00:28:55.520]   So they start to have this very big GPU cluster,
[00:28:55.520 --> 00:28:58.080]   and they're actually sharing that with the community.
[00:28:58.080 --> 00:29:00.760]   They start to have, it's not super big, right?
[00:29:00.760 --> 00:29:02.640]   But also not a small one, right?
[00:29:02.640 --> 00:29:05.480]   So you start to see this like different lives
[00:29:05.480 --> 00:29:06.840]   that start to pop up, right?
[00:29:06.840 --> 00:29:10.120]   And because of the power of the community,
[00:29:10.120 --> 00:29:11.680]   they start to actually share that.
[00:29:11.680 --> 00:29:13.960]   So we actually find as a researcher today,
[00:29:13.960 --> 00:29:17.440]   it's probably easier for them to actually get a GPU
[00:29:17.440 --> 00:29:19.840]   than last year, yeah.
[00:29:19.840 --> 00:29:22.320]   - Interesting, and then for you to buy them,
[00:29:22.320 --> 00:29:24.600]   what's the state of the market right now?
[00:29:24.600 --> 00:29:27.240]   Is it still extremely hard to get any?
[00:29:27.240 --> 00:29:29.040]   Do you have Jensen's foreign number?
[00:29:29.040 --> 00:29:31.280]   Do you have like a GM phone number?
[00:29:31.280 --> 00:29:33.000]   Do you guys get like the SDR
[00:29:33.000 --> 00:29:35.480]   because you are like under 10,000?
[00:29:35.480 --> 00:29:40.240]   - NVIDIA is obviously motivated to help us
[00:29:40.240 --> 00:29:44.400]   both as an investor, and we are their customers.
[00:29:44.400 --> 00:29:47.840]   I would say the market is very tight still,
[00:29:47.840 --> 00:29:52.720]   and it's likely going to be this way for a while.
[00:29:55.240 --> 00:30:00.240]   That's my sense, that the demand for AI computing
[00:30:00.240 --> 00:30:04.200]   is just kind of ramped up very, very quickly,
[00:30:04.200 --> 00:30:09.120]   and it will take a while for supply to catch up.
[00:30:09.120 --> 00:30:11.120]   - Can you describe how tight it is?
[00:30:11.120 --> 00:30:13.840]   Let's say compared to like a year ago, two years ago,
[00:30:13.840 --> 00:30:15.200]   what do you mean when you say tight?
[00:30:15.200 --> 00:30:18.000]   Like the things you want, you can't get?
[00:30:18.000 --> 00:30:19.840]   - You can't get them immediately.
[00:30:19.840 --> 00:30:24.840]   They're sort of minimally like two to three months off.
[00:30:24.840 --> 00:30:29.560]   Three months out, any inventory that shows up
[00:30:29.560 --> 00:30:31.640]   tends to clear very, very rapidly.
[00:30:31.640 --> 00:30:37.280]   And we obviously sort of look at this
[00:30:37.280 --> 00:30:40.580]   in a very detailed and analytical way.
[00:30:40.580 --> 00:30:46.720]   There is four to five million GPUs
[00:30:46.720 --> 00:30:51.720]   that will be sold this year, NVIDIA and others buying.
[00:30:51.840 --> 00:30:56.840]   And if you think about 512 to a thousand GPU cluster
[00:30:56.840 --> 00:31:04.920]   for a company, that's 4,000 to 8,000 companies, right?
[00:31:04.920 --> 00:31:09.920]   So it's in some ways a very small number.
[00:31:09.920 --> 00:31:14.340]   In other ways, this infrastructure,
[00:31:14.340 --> 00:31:16.440]   the cost of this infrastructure,
[00:31:16.440 --> 00:31:20.600]   the cost of GPUs will be 80 to $100 billion,
[00:31:20.600 --> 00:31:25.560]   and then you layer servers and data center space
[00:31:25.560 --> 00:31:27.000]   and electricity on top of that,
[00:31:27.000 --> 00:31:31.680]   that's close to $250 billion worth of compute,
[00:31:31.680 --> 00:31:37.080]   which when you compare to the cloud computing of today,
[00:31:37.080 --> 00:31:41.200]   AWS's last year was $88 billion in revenues.
[00:31:41.200 --> 00:31:46.200]   So this is really kind of a build-out happening
[00:31:47.540 --> 00:31:52.540]   of AI hyperscalers, it is much more disaggregated,
[00:31:52.540 --> 00:31:56.980]   and it's very, very global.
[00:31:56.980 --> 00:32:01.980]   So we think that GPUs are going to be
[00:32:01.980 --> 00:32:05.600]   sort of a precious resource for a long time,
[00:32:05.600 --> 00:32:10.220]   and using them optimally is very valuable.
[00:32:10.220 --> 00:32:14.180]   - Yeah, yeah, our friend Dilan Patel from Semi-Analysis,
[00:32:14.180 --> 00:32:17.100]   he wrote a post about the inference market recently,
[00:32:17.100 --> 00:32:19.660]   and obviously mentioned you guys.
[00:32:19.660 --> 00:32:20.660]   And his post, he said,
[00:32:20.660 --> 00:32:22.700]   "Our model indicates that Together's better off
[00:32:22.700 --> 00:32:25.340]   "using two, a 180-gig system
[00:32:25.340 --> 00:32:28.420]   "rather than a H100-based system.
[00:32:28.420 --> 00:32:30.240]   "The temperature and performance testing
[00:32:30.240 --> 00:32:33.740]   "also points to Together utilizing speculative decoding."
[00:32:33.740 --> 00:32:35.860]   Any thoughts, is Dilan right?
[00:32:35.860 --> 00:32:38.820]   - What is his model, man?
[00:32:38.820 --> 00:32:40.380]   What does he know that they don't know?
[00:32:40.380 --> 00:32:43.260]   - Yeah, exactly, I wanna know,
[00:32:43.260 --> 00:32:46.360]   I guess from the outside, and sometimes we even do it,
[00:32:46.360 --> 00:32:48.460]   we try and speculate on what people are actually doing.
[00:32:48.460 --> 00:32:49.340]   So for the first time,
[00:32:49.340 --> 00:32:52.460]   now we have a former guest writing about a current guest.
[00:32:52.460 --> 00:32:54.380]   So we wanna know what you guys thought,
[00:32:54.380 --> 00:32:56.780]   and maybe what are some of the misconceptions
[00:32:56.780 --> 00:32:57.980]   that people from the outside have
[00:32:57.980 --> 00:33:01.020]   on what it takes to run a GPU cloud today?
[00:33:01.020 --> 00:33:02.700]   - Big fan of Dilan's, by the way.
[00:33:02.700 --> 00:33:08.780]   I religiously read Semi-Analysis.
[00:33:08.780 --> 00:33:11.460]   I think there were some errors in that analysis.
[00:33:11.460 --> 00:33:15.480]   In particular, we were trying to decode it,
[00:33:15.480 --> 00:33:17.380]   and one of the things we noticed is
[00:33:17.380 --> 00:33:21.300]   that it assumed that input tokens weren't being priced.
[00:33:21.300 --> 00:33:23.900]   So I think that may have been an error in the model.
[00:33:23.900 --> 00:33:31.160]   I also don't think that there's this assumption
[00:33:31.160 --> 00:33:34.420]   that people are running this at a loss.
[00:33:34.420 --> 00:33:35.940]   I think it's very expensive,
[00:33:35.940 --> 00:33:37.740]   you can't do that for very long.
[00:33:37.740 --> 00:33:42.580]   And there are trade-offs in terms of, you know,
[00:33:42.580 --> 00:33:44.000]   batch sizes you use,
[00:33:44.000 --> 00:33:48.760]   and the kind of tokens per second performance,
[00:33:48.760 --> 00:33:52.080]   that is, you know, kind of system trade-offs.
[00:33:52.080 --> 00:33:54.400]   We've done a lot of work.
[00:33:54.400 --> 00:33:56.960]   This is one of the key areas of research for us.
[00:33:56.960 --> 00:34:01.880]   So our inference stack is a combination of, you know,
[00:34:01.880 --> 00:34:05.980]   50 different sort of tricks and techniques,
[00:34:05.980 --> 00:34:11.160]   and we think there's a lot of room for optimization here.
[00:34:11.160 --> 00:34:15.560]   So, you know, whichever hardware provides better performance,
[00:34:15.560 --> 00:34:18.840]   whether it's H100, or A100s, or L40s,
[00:34:18.840 --> 00:34:22.700]   we can sort of measure price performance
[00:34:22.700 --> 00:34:26.600]   on, you know, particular hardware,
[00:34:26.600 --> 00:34:29.560]   and we tend to use that for that model.
[00:34:29.560 --> 00:34:33.140]   Or, you know, in some cases,
[00:34:33.140 --> 00:34:38.140]   certain customers have data streams
[00:34:39.480 --> 00:34:41.720]   which can be then optimized
[00:34:41.720 --> 00:34:45.080]   for a particular configuration regime.
[00:34:45.080 --> 00:34:48.640]   So we do fairly detailed work on, you know,
[00:34:48.640 --> 00:34:50.200]   how to make this more efficient,
[00:34:50.200 --> 00:34:53.240]   and so it's hard to, from the outside,
[00:34:53.240 --> 00:34:57.560]   just, you know, looking at memory bandwidth
[00:34:57.560 --> 00:35:02.240]   and estimating what's actually happening.
[00:35:02.240 --> 00:35:05.280]   - How much of these 50 tricks are you keeping to yourself,
[00:35:05.280 --> 00:35:06.640]   and how many are you gonna open?
[00:35:06.640 --> 00:35:08.320]   Because we are three now, obviously,
[00:35:08.320 --> 00:35:10.280]   and Flash Attention 2 is open source.
[00:35:10.280 --> 00:35:12.680]   He mentioned he'd love to come work at it together
[00:35:12.680 --> 00:35:16.480]   because of how much you care about open source.
[00:35:16.480 --> 00:35:19.760]   Yeah, how do you weigh that as a CEO and CTO?
[00:35:19.760 --> 00:35:22.240]   - I think a lot of it is open, right?
[00:35:22.240 --> 00:35:27.200]   Yeah, Flash Attention, Flash Decoding, et cetera,
[00:35:27.200 --> 00:35:30.280]   and we publish, you know,
[00:35:30.280 --> 00:35:33.360]   something that's very, really universally useful.
[00:35:33.360 --> 00:35:36.240]   It's going to produce better open source AI.
[00:35:36.240 --> 00:35:40.000]   We tend to, you know, publish as open source.
[00:35:40.000 --> 00:35:41.560]   I think on the inference stack,
[00:35:41.560 --> 00:35:43.720]   there are open source inference stacks,
[00:35:43.720 --> 00:35:45.680]   which are pretty good,
[00:35:45.680 --> 00:35:49.360]   and it gives us, you know,
[00:35:49.360 --> 00:35:52.440]   definitely today it gives us a competitive advantage
[00:35:52.440 --> 00:35:54.360]   to have the best one,
[00:35:54.360 --> 00:35:56.600]   and so we are not sort of rushing out
[00:35:56.600 --> 00:35:58.520]   to release everything about it.
[00:35:58.520 --> 00:36:03.520]   It's not overall that additive to open source out there,
[00:36:04.800 --> 00:36:08.400]   and it is particularly useful as a business for us
[00:36:08.400 --> 00:36:12.480]   to, you know, provide best price performance.
[00:36:12.480 --> 00:36:14.360]   So we, you know, we make these decisions.
[00:36:14.360 --> 00:36:16.560]   We have discussions.
[00:36:16.560 --> 00:36:20.120]   We, anything that we keep closed,
[00:36:20.120 --> 00:36:22.560]   we generally talk about it quite a bit
[00:36:22.560 --> 00:36:24.200]   and decide, like, this is the piece
[00:36:24.200 --> 00:36:25.680]   that is closed for today,
[00:36:25.680 --> 00:36:27.320]   and it may not be the case, you know,
[00:36:27.320 --> 00:36:28.240]   six months from now.
[00:36:28.240 --> 00:36:30.500]   It may not matter as much.
[00:36:30.500 --> 00:36:33.720]   Yeah.
[00:36:33.720 --> 00:36:38.720]   Yeah, so I think being open is kind of very important, right?
[00:36:38.720 --> 00:36:41.160]   So I think the whole company actually built on this idea
[00:36:41.160 --> 00:36:44.480]   that open model going to be a kind of,
[00:36:44.480 --> 00:36:47.200]   there's going to be ecosystem built on open models, right?
[00:36:47.200 --> 00:36:50.680]   So, and that's also how we are really lucky
[00:36:50.680 --> 00:36:53.800]   to attract this top group of talent
[00:36:53.800 --> 00:36:55.720]   to actually join us because of the dream
[00:36:55.720 --> 00:36:58.240]   and the, like, mission that we have on our side
[00:36:58.240 --> 00:37:00.760]   to really facilitate the open ecosystem, right?
[00:37:00.760 --> 00:37:02.680]   So I think in general, it's like,
[00:37:02.680 --> 00:37:05.360]   I think all the ideas should be open, right?
[00:37:05.360 --> 00:37:07.200]   So that's why we publish papers, right?
[00:37:07.200 --> 00:37:08.860]   We actually talk about ideas, right?
[00:37:08.860 --> 00:37:10.240]   So I don't think it makes any sense
[00:37:10.240 --> 00:37:13.080]   to keep idea, like, closed, right?
[00:37:13.080 --> 00:37:17.080]   So there are some software artifact
[00:37:17.080 --> 00:37:19.280]   that are kind of really deeply embedded
[00:37:19.280 --> 00:37:23.720]   into our kind of own kind of, like, stack.
[00:37:23.720 --> 00:37:25.400]   It's kind of only useful when you're trying
[00:37:25.400 --> 00:37:27.480]   to build a disaggregated cloud, right?
[00:37:27.480 --> 00:37:30.920]   So that part, right, so we are kind of,
[00:37:30.920 --> 00:37:33.480]   yeah, so that's, like, maybe at some point
[00:37:33.480 --> 00:37:35.080]   that we're going to be open, as people said, right?
[00:37:35.080 --> 00:37:37.600]   But at this moment, right, so we are kind of busy
[00:37:37.600 --> 00:37:39.240]   actually building it, right?
[00:37:39.240 --> 00:37:41.400]   So that's probably kind of getting to the picture
[00:37:41.400 --> 00:37:44.320]   about when that piece is going to be open, right?
[00:37:44.320 --> 00:37:46.160]   But I think on the research side,
[00:37:46.160 --> 00:37:49.920]   the ideas and for our people to publish things,
[00:37:49.920 --> 00:37:51.720]   I think that's really, really important, right?
[00:37:51.720 --> 00:37:53.400]   So I think that's how we get talent.
[00:37:53.400 --> 00:37:55.720]   That's how I think we, as a company,
[00:37:55.720 --> 00:37:57.320]   going to move the field forward.
[00:37:58.280 --> 00:37:59.680]   - I noticed that you never used the word
[00:37:59.680 --> 00:38:02.520]   federated learning or inference.
[00:38:02.520 --> 00:38:05.400]   Is there a distinction that you draw?
[00:38:05.400 --> 00:38:07.480]   - So, I mean, it's definitely not intentional,
[00:38:07.480 --> 00:38:10.680]   but I think federated learning has been used
[00:38:10.680 --> 00:38:14.560]   in so many different ways by so many different people,
[00:38:14.560 --> 00:38:16.520]   it starts to lose a very precise meaning
[00:38:16.520 --> 00:38:18.760]   about what that really means, right?
[00:38:18.760 --> 00:38:20.440]   If you go back to the original Google paper
[00:38:20.440 --> 00:38:22.560]   of federated learning, I think that's very different
[00:38:22.560 --> 00:38:24.200]   from what people are talking about today
[00:38:24.200 --> 00:38:25.680]   when they say federated.
[00:38:25.680 --> 00:38:28.080]   Yeah, we kind of want to be really precise about it.
[00:38:28.080 --> 00:38:30.360]   - And so your term is disaggregated.
[00:38:30.360 --> 00:38:32.120]   - Yeah, so as an infrastructure, right?
[00:38:32.120 --> 00:38:33.480]   So that's disaggregated.
