
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:15:35.180 --> 00:15:37.500]   And I think as Christians in general,
[00:15:37.500 --> 00:15:40.060]   one of the biggest turn-offs that Christians
[00:15:40.060 --> 00:15:42.700]   can put out in the world is how judgmental we can be
[00:15:42.700 --> 00:15:45.420]   and how, like, we think that we're better than people
[00:15:45.420 --> 00:15:47.700]   or we think that because we're a Christian,
[00:15:47.700 --> 00:15:49.420]   like, other people shouldn't do stuff.
[00:15:49.420 --> 00:15:51.580]   Or we just, we put judgment out in the world.
[00:15:51.580 --> 00:15:55.460]   And I think, like, that is one of the worst things
[00:15:55.460 --> 00:15:57.980]   we can do as Christians if you wanna bring
[00:15:57.980 --> 00:15:59.180]   more people into the family.
[00:15:59.180 --> 00:16:00.340]   You know what I mean? - Yep, yep.
[00:16:00.340 --> 00:16:01.180]   - Do you agree?
[00:16:01.180 --> 00:16:02.020]   - I totally agree.
[00:16:02.020 --> 00:16:06.080]   And I'm reminded of that story where Jesus goes to,
[00:16:07.180 --> 00:16:11.060]   I wanna say Nicodemus, and for some reason,
[00:16:11.060 --> 00:16:13.300]   I am really messing up the name.
[00:16:13.300 --> 00:16:14.820]   And that's hilarious.
[00:16:14.820 --> 00:16:16.780]   This is real, ladies and gentlemen.
[00:16:16.780 --> 00:16:19.860]   I do read my Bible most days, so.
[00:16:19.860 --> 00:16:23.260]   But there's this scene, it's not Nicodemus.
[00:16:23.260 --> 00:16:26.220]   It's Zacchaeus, thank you, Zacchaeus.
[00:16:26.220 --> 00:16:28.060]   ♪ Zacchaeus was a wee little man ♪
[00:16:28.060 --> 00:16:30.860]   ♪ A wee little man was he ♪
[00:16:30.860 --> 00:16:32.940]   So not Nicodemus, that's a great story as well.
[00:16:32.940 --> 00:16:34.020]   But he goes to Zacchaeus' house,
[00:16:34.020 --> 00:16:37.340]   and Zacchaeus was a godless man
[00:16:37.340 --> 00:16:39.660]   who stole money from the Jewish people.
[00:16:39.660 --> 00:16:41.700]   And he was hated by the Jewish people.
[00:16:41.700 --> 00:16:43.540]   And here's Jesus, the Jewish Messiah.
[00:16:43.540 --> 00:16:45.900]   And he goes to his home, and here's my point
[00:16:45.900 --> 00:16:48.840]   about judgment and putting people in categories
[00:16:48.840 --> 00:16:51.780]   and assuming upon people based on a curse word,
[00:16:51.780 --> 00:16:54.640]   based on a cigarette, based on a rated R movie
[00:16:54.640 --> 00:16:57.500]   that they don't know God for these arbitrary,
[00:16:57.500 --> 00:17:00.940]   natural, fleshly things, is really unheard of
[00:17:00.940 --> 00:17:03.180]   in the lifestyle and trajectory and ministry of Jesus.
[00:17:03.180 --> 00:17:06.220]   For instance, Zacchaeus, he goes to Zacchaeus' house,
[00:17:06.220 --> 00:17:08.980]   and we're actually not even told the details, Mike.
[00:17:08.980 --> 00:17:10.720]   We're not told the details, except that we know
[00:17:10.720 --> 00:17:13.420]   at the end, basically, of the scene that we're told,
[00:17:13.420 --> 00:17:14.820]   that we're privy to, Jesus goes,
[00:17:14.820 --> 00:17:18.100]   "Salvation has come to this house today."
[00:17:18.100 --> 00:17:19.740]   And the only thing we have on record,
[00:17:19.740 --> 00:17:22.560]   Nicodemus shifting or changing, is he said,
[00:17:22.560 --> 00:17:26.020]   "I'm gonna give back double all that I've stolen,"
[00:17:26.020 --> 00:17:27.620]   which is an outrageous claim.
[00:17:27.620 --> 00:17:31.000]   And my point is, Nicodemus saw something in Jesus
[00:17:31.000 --> 00:17:33.960]   at that dinner that so transformed him.
[00:17:33.960 --> 00:17:36.980]   But what he didn't see, Mike, was tradition,
[00:17:36.980 --> 00:17:39.580]   customs, rules, the Ten Commandments.
[00:17:39.580 --> 00:17:41.620]   That's not what changed Zacchaeus,
[00:17:41.620 --> 00:17:43.980]   who was basically a thief, he was a crook.
[00:17:43.980 --> 00:17:46.800]   He was a very, he would, you know,
[00:17:46.800 --> 00:17:49.420]   he'd be one of the big Ponzi scheme guys today
[00:17:49.420 --> 00:17:51.060]   that would go to jail for a long time.
[00:17:51.060 --> 00:17:53.780]   Jesus went to dinner with him, he loved him.
[00:17:53.780 --> 00:17:55.820]   By the way, to go to dinner with somebody in those days
[00:17:55.820 --> 00:17:57.660]   was one of the most intimate things you could do.
[00:17:57.660 --> 00:18:00.620]   It's like posting on Instagram, "This is my guy."
[00:18:00.620 --> 00:18:01.460]   You know what I mean?
[00:18:01.460 --> 00:18:02.580]   It was like a cosign.
[00:18:02.580 --> 00:18:05.780]   Jesus didn't care, he went to his house, he loved him,
[00:18:05.780 --> 00:18:08.420]   and Zacchaeus experienced transformation,
[00:18:08.420 --> 00:18:13.420]   not by the change of his outward decorum or demeanor,
[00:18:13.420 --> 00:18:17.340]   but by a transformation of his heart
[00:18:17.340 --> 00:18:18.780]   that only Jesus can do.
[00:18:18.780 --> 00:18:20.660]   So I take incredible issue.
[00:18:20.660 --> 00:18:22.740]   I think Christianity has colluded with the culture
[00:18:22.740 --> 00:18:24.980]   to the point that we now have categories
[00:18:24.980 --> 00:18:26.400]   that Jesus never gave.
[00:18:26.400 --> 00:18:28.700]   We have, "That guy's hot for Jesus.
[00:18:28.700 --> 00:18:29.980]   "That guy's lukewarm.
[00:18:29.980 --> 00:18:30.820]   "That guy's not."
[00:18:30.820 --> 00:18:33.100]   Like, we come up with, that's not in the Bible.
[00:18:33.100 --> 00:18:36.780]   That's not, those categories were not given by Jesus.
[00:18:36.780 --> 00:18:41.300]   And I get very concerned when it comes from Christians
[00:18:41.300 --> 00:18:42.540]   when we start going, "Well, you know,
[00:18:42.540 --> 00:18:43.940]   "they're not a believer."
[00:18:43.940 --> 00:18:46.460]   And the irony is I've been in settings now,
[00:18:46.460 --> 00:18:47.700]   and I know you have too,
[00:18:47.700 --> 00:18:50.120]   where people make judgment calls on public figures.
[00:18:50.120 --> 00:18:51.900]   They just don't know they're our friends.
[00:18:51.900 --> 00:18:53.140]   You ever been in one of those settings?
[00:18:53.140 --> 00:18:54.620]   Well, I know so-and-so, they're not a believer.
[00:18:54.620 --> 00:18:56.280]   And you're like, "Actually, they are,
[00:18:56.280 --> 00:18:57.300]   "and that's my friend."
[00:18:57.300 --> 00:19:01.380]   Like, so I've had preachers call out in their sermons
[00:19:01.380 --> 00:19:03.140]   my friends and belittle them,
[00:19:03.140 --> 00:19:04.920]   and I've had to call them on the phone and say,
[00:19:04.920 --> 00:19:06.280]   "Can I ask you a question?
[00:19:06.280 --> 00:19:07.680]   "Have you ever met them?"
[00:19:07.680 --> 00:19:08.520]   - Right.
[00:19:08.520 --> 00:19:10.180]   - And the answer is always, "What, no."
[00:19:10.180 --> 00:19:12.900]   I go, "Well, actually, I have, and that's my friend."
[00:19:12.900 --> 00:19:16.120]   And so I think it's outrageous for you
[00:19:16.120 --> 00:19:18.840]   to make a judgment call to your congregation.
[00:19:18.840 --> 00:19:20.640]   But Mike, that's where we're at in some cases.
[00:19:20.640 --> 00:19:22.020]   We're calling public figures out,
[00:19:22.020 --> 00:19:23.740]   and we're treating them like cartoon characters
[00:19:23.740 --> 00:19:25.380]   and not real humans.
[00:19:25.380 --> 00:19:26.560]   - There's no doubt.
[00:19:26.560 --> 00:19:30.260]   And the story you just brought up about Zacharias.
[00:19:30.260 --> 00:19:32.940]   - Nicodemus, I know, I got us all mixed up now.
[00:19:32.940 --> 00:19:33.780]   - Zacchaeus.
[00:19:33.780 --> 00:19:34.620]   - Oh, Zacchaeus.
[00:19:34.620 --> 00:19:36.600]   Yeah, Nicodemus was the first guy.
[00:19:36.600 --> 00:19:38.320]   We are so confused.
[00:19:38.320 --> 00:19:41.440]   - But not, like, Jesus hung with the sinners.
[00:19:41.440 --> 00:19:42.280]   - That's right.
[00:19:42.280 --> 00:19:45.240]   - And he, you know, he would go to dinner with them.
[00:19:45.240 --> 00:19:46.180]   He would be with them.
[00:19:46.180 --> 00:19:49.080]   And then because he was so unconditionally loving
[00:19:49.080 --> 00:19:51.100]   towards them, like, that's what changed their hearts
[00:19:51.100 --> 00:19:51.940]   a lot of the times.
[00:19:51.940 --> 00:19:56.440]   I think, I think, like, people get it misconstrued today,
[00:19:56.440 --> 00:19:58.120]   and they think that you have to, like,
[00:19:58.120 --> 00:20:01.240]   earn Jesus's love or whatever.
[00:20:01.240 --> 00:20:04.040]   And, like, a verse comes to mind about,
[00:20:04.040 --> 00:20:07.240]   you know, this is something I'm kind of confused about,
[00:20:07.240 --> 00:20:08.080]   so I want to ask you.
[00:20:08.080 --> 00:20:08.900]   - Please.
[00:20:08.900 --> 00:20:11.120]   - It says, like, if you don't do the right things,
[00:20:11.120 --> 00:20:12.840]   then it shows that you're not in God,
[00:20:12.840 --> 00:20:14.520]   or it shows that, like, God is not in you
[00:20:14.520 --> 00:20:16.120]   if you're not doing the right things.
[00:20:16.120 --> 00:20:18.000]   But Jesus, when he was on earth,
[00:20:18.000 --> 00:20:18.840]   he was hanging with people
[00:20:18.840 --> 00:20:20.640]   that weren't doing the right things.
[00:20:20.640 --> 00:20:24.000]   So, like, where do those two type of things
[00:20:24.000 --> 00:20:26.240]   kind of, like, come together?
[00:20:26.240 --> 00:20:29.520]   - To be honest, the distinction that is imperative
[00:20:29.520 --> 00:20:31.640]   to draw delineation between,
[00:20:31.640 --> 00:20:33.380]   you are referencing kind of,
[00:20:33.380 --> 00:20:34.760]   you're quoting what would be, like,
[00:20:34.760 --> 00:20:36.480]   a conglomeration of verses, which is like,
[00:20:36.480 --> 00:20:37.880]   hey, isn't there verses in the Bible
[00:20:37.880 --> 00:20:40.520]   that are, like, fruits of repentance, for instance?
[00:20:40.520 --> 00:20:43.180]   Like, you will show that you have changed your mind
[00:20:43.180 --> 00:20:45.640]   about God and the world, and Jesus is king,
[00:20:45.640 --> 00:20:47.960]   and you'll demonstrate that you believe that,
[00:20:47.960 --> 00:20:49.080]   and you've had a change of mind,
[00:20:49.080 --> 00:20:51.600]   because your actions decorum and demeanor will change,
[00:20:51.600 --> 00:20:52.440]   right, that's what you're saying,
[00:20:52.440 --> 00:20:53.960]   and the scripture does teach that.
[00:20:53.960 --> 00:20:55.940]   But then you're saying, well, how does that,
[00:20:55.940 --> 00:20:59.240]   how can we marry that to the trajectory of Jesus' ministry
[00:20:59.240 --> 00:21:00.560]   as he hangs out with people who,
[00:21:00.560 --> 00:21:02.280]   in some cases, never changed, right?
[00:21:02.280 --> 00:21:03.600]   - You put it way better than me, but yes.
[00:21:03.600 --> 00:21:05.640]   - But no, but this is a really important question,
[00:21:05.640 --> 00:21:06.680]   theologically, right?
[00:21:06.680 --> 00:21:11.120]   So the distinction would be arbitrary timetables
[00:21:11.120 --> 00:21:13.960]   that we impose, and here's our problem.
[00:21:13.960 --> 00:21:18.080]   We think in, what somebody said,
[00:21:18.080 --> 00:21:20.880]   evangelicals and Christians think in weekends,
[00:21:20.880 --> 00:21:22.880]   Catholics think in centuries,
[00:21:22.880 --> 00:21:25.320]   and we actually kinda need to meet somewhere in the middle,
[00:21:25.320 --> 00:21:27.160]   meaning we have arbitrary timetables.
[00:21:27.160 --> 00:21:28.540]   So let's say that I'm your friend.
[00:21:28.540 --> 00:21:31.720]   Let's say you love Jesus and I don't, okay?
[00:21:31.720 --> 00:21:34.120]   Now, a lot of people in Christendom would say,
[00:21:34.120 --> 00:21:36.900]   yo, Mike, your buddy Judah, that's your best friend,
[00:21:36.900 --> 00:21:39.600]   and now I'm making us best friends, this is very convenient,
[00:21:39.600 --> 00:21:41.800]   but they would say to you, that's your best friend,
[00:21:41.800 --> 00:21:43.200]   your best friend didn't know Jesus,
[00:21:43.200 --> 00:21:45.440]   your best friend's doing this, this, this, this, and this.
[00:21:45.440 --> 00:21:47.120]   Mike, you need to tell your best friend,
[00:21:47.120 --> 00:21:49.400]   and maybe your response would be,
[00:21:49.400 --> 00:21:51.240]   which I hope it would be, it's like,
[00:21:51.240 --> 00:21:53.040]   I think my friend understands who I am,
[00:21:53.040 --> 00:21:54.640]   what, how I live, what I'm about,
[00:21:54.640 --> 00:21:55.760]   and I'm just gonna love him,
[00:21:55.760 --> 00:21:57.280]   and I know when the time is right,
[00:21:57.280 --> 00:21:59.260]   God is going to persuade him.
[00:21:59.260 --> 00:22:01.000]   By the way, my favorite definition of faith
[00:22:01.000 --> 00:22:02.360]   is divine persuasion.
[00:22:02.360 --> 00:22:05.360]   So the Bible makes it very clear, you can't save me,
[00:22:05.360 --> 00:22:07.960]   you can't convince me, but you can love me,
[00:22:07.960 --> 00:22:10.720]   and you can serve me, and over a process of time,
[00:22:10.720 --> 00:22:11.640]   but here's the reality.
[00:22:11.640 --> 00:22:14.820]   What those well-meaning Christian friends mean is,
[00:22:14.820 --> 00:22:17.160]   your best friend needs to get saved fast,
[00:22:17.160 --> 00:22:19.320]   or something's wrong with you,
[00:22:19.320 --> 00:22:21.720]   and I think those arbitrary timetables
[00:22:21.720 --> 00:22:25.240]   are causing us to try to force people to become Christian,
[00:22:25.240 --> 00:22:27.880]   we're trying to force people to understand Jesus,
[00:22:27.880 --> 00:22:29.560]   and that is not at all how it works,
[00:22:29.560 --> 00:22:30.920]   and here's what I would say.
[00:22:30.920 --> 00:22:34.300]   If I was trying to peddle a man-made religion,
[00:22:34.300 --> 00:22:38.040]   I would have to coerce, force, manipulate, right,
[00:22:38.040 --> 00:22:41.440]   all of this, but either, is God God, or is he not?
[00:22:41.440 --> 00:22:43.960]   If he is, then let God be God,
[00:22:43.960 --> 00:22:45.020]   and that's what I say about,
[00:22:45.020 --> 00:22:47.360]   I have so many friends still that don't know Jesus,
[00:22:47.360 --> 00:22:48.840]   and people, that bothers people,
[00:22:48.840 --> 00:22:51.120]   it bothers people that I'm a pastor and a preacher,
[00:22:51.120 --> 00:22:52.960]   and I have very close friends
[00:22:52.960 --> 00:22:55.040]   that still don't believe what I believe, right?
[00:22:55.040 --> 00:22:57.960]   I see, we've seen thousands of people saved in our church
[00:22:57.960 --> 00:22:59.680]   this past year, even during COVID,
[00:22:59.680 --> 00:23:01.640]   and yet I've still got friends who haven't,
[00:23:01.640 --> 00:23:05.380]   but, but what an honor to, I'm playing the long game,
[00:23:05.380 --> 00:23:08.520]   so like, I got friends right now who are 38, 32, 37,
[00:23:08.520 --> 00:23:10.360]   don't know Jesus, and I'm like,
[00:23:10.360 --> 00:23:12.800]   they may not know Jesus 'til they're 82,
[00:23:12.800 --> 00:23:13.880]   but guess what I'm gonna do?
[00:23:13.880 --> 00:23:16.440]   I'm not going anywhere, I'm gonna love 'em,
[00:23:16.440 --> 00:23:17.880]   we're gonna share meals together,
[00:23:17.880 --> 00:23:20.320]   and they're just gonna keep watching me,
[00:23:20.320 --> 00:23:22.720]   love my wife, love my kids, love Jesus,
[00:23:22.720 --> 00:23:25.240]   and then I just keep telling God,
[00:23:25.240 --> 00:23:27.880]   that's your, that's your son, that's your daughter,
[00:23:27.880 --> 00:23:30.360]   so you're gonna have to show yourself to them.
[00:23:30.360 --> 00:23:33.240]   I'll answer questions, I'll be there,
[00:23:33.240 --> 00:23:34.520]   but I'm not gonna convince 'em,
[00:23:34.520 --> 00:23:35.880]   'cause I didn't convince myself,
[00:23:35.880 --> 00:23:38.160]   so I can't convince them, so that's up to you.
[00:23:38.160 --> 00:23:40.040]   - It's all God, and that's what I--
[00:23:40.040 --> 00:23:40.880]   - That's it.
[00:23:40.880 --> 00:23:42.280]   - I had to come to that conclusion,
[00:23:42.280 --> 00:23:45.160]   like I would try so hard to, just myself even,
[00:23:45.160 --> 00:23:47.800]   will myself to be better, and like you said,
[00:23:47.800 --> 00:23:50.440]   outwardly do certain things, and it got to the point
[00:23:50.440 --> 00:23:54.520]   where like, I had to literally like,
[00:23:54.520 --> 00:23:57.040]   step all the way back and realize,
[00:23:57.040 --> 00:23:58.960]   the people that were just on the outside
[00:23:58.960 --> 00:24:00.960]   doing all the righteous things,
[00:24:00.960 --> 00:24:02.200]   and trying to follow the rules,
[00:24:02.200 --> 00:24:04.040]   those are the same people that killed Jesus
[00:24:04.040 --> 00:24:05.360]   and were yelling crucify him,
[00:24:05.360 --> 00:24:07.800]   and then I came to the realization
[00:24:07.800 --> 00:24:09.240]   like he was hanging with sinners,
[00:24:09.880 --> 00:24:13.480]   but a lot of times, they came all the way back around,
[00:24:13.480 --> 00:24:15.080]   and I just, like why?
[00:24:15.080 --> 00:24:16.840]   And I got to the same point you got to,
[00:24:16.840 --> 00:24:19.880]   God changes us, like we don't do that.
[00:24:19.880 --> 00:24:21.360]   We can't just will ourselves,
[00:24:21.360 --> 00:24:22.920]   we might have a couple good days,
[00:24:22.920 --> 00:24:24.880]   a few good days a week of doing good,
[00:24:24.880 --> 00:24:26.240]   but then we're gonna mess up again,
[00:24:26.240 --> 00:24:29.440]   and then if you're living in that space of,
[00:24:29.440 --> 00:24:30.960]   you know, I have to do this, this, this,
[00:24:30.960 --> 00:24:32.040]   you're always gonna be guilty,
[00:24:32.040 --> 00:24:33.440]   and then what's the point of being a Christian,
[00:24:33.440 --> 00:24:34.320]   you know what I mean?
[00:24:34.320 --> 00:24:36.240]   But when God changes, and you're continuously
[00:24:36.240 --> 00:24:39.360]   like looking at him to like change your heart
[00:24:39.360 --> 00:24:41.800]   and mold your heart, it takes so much of the pressure off,
[00:24:41.800 --> 00:24:43.480]   and that's the real joy of being a Christian,
[00:24:43.480 --> 00:24:44.960]   and I had to get to that point,
[00:24:44.960 --> 00:24:47.240]   so I totally understand what you're saying.
[00:24:47.240 --> 00:24:50.040]   With our friends, like we can't will them
[00:24:50.040 --> 00:24:53.320]   to become Christians, but we can love 'em unconditionally,
[00:24:53.320 --> 00:24:55.520]   at least as good as we can, so.
[00:24:55.520 --> 00:24:56.640]   - You know what's crazy, Mike?
[00:24:56.640 --> 00:24:59.360]   I was reading in John 13, it's verses 34 and 35,
[00:24:59.360 --> 00:25:01.400]   yesterday or the day before,
[00:25:01.400 --> 00:25:04.840]   and it says, Jesus says, I give you a new commandment,
[00:25:04.840 --> 00:25:06.320]   and I was like, ooh, cool, new, right?
[00:25:06.320 --> 00:25:08.400]   It's a new, this is novel, this is exciting,
[00:25:08.400 --> 00:25:09.600]   who doesn't like new stuff?
[00:25:09.600 --> 00:25:11.400]   A new commandment, and it says,
[00:25:11.400 --> 00:25:14.560]   love one another, love one another.
[00:25:14.560 --> 00:25:15.480]   Now, first of all, I'm like,
[00:25:15.480 --> 00:25:17.120]   loving one another is not new, Jesus,
[00:25:17.120 --> 00:25:18.320]   why do you call it a new commandment,
[00:25:18.320 --> 00:25:20.320]   and here's what I discovered, here's the new part.
[00:25:20.320 --> 00:25:25.040]   Comma, love one another the way I have loved you,
[00:25:25.040 --> 00:25:29.920]   and here's such a gross misunderstanding about Christianity.
[00:25:29.920 --> 00:25:34.080]   The essence of the Christian journey is impossible,
[00:25:34.080 --> 00:25:35.680]   but we won't admit that.
[00:25:35.680 --> 00:25:38.560]   We think in our own effort, in our own strength.
[00:25:38.560 --> 00:25:40.880]   Do you know what Jesus requires to follow him?
[00:25:40.880 --> 00:25:44.520]   Total and complete surrender, which is to say,
[00:25:44.520 --> 00:25:45.960]   here's how you surrender verbally.
[00:25:45.960 --> 00:25:49.040]   I can't, God, I can't do this.
[00:25:49.040 --> 00:25:53.640]   I'm empty, I'm broken, I'm weak, and I can barely,
[00:25:53.640 --> 00:25:58.520]   I'm struggling to accept myself, to love myself,
[00:25:58.520 --> 00:25:59.800]   let alone love my neighbor.
[00:25:59.800 --> 00:26:02.620]   That's why the Bible says, love your neighbor as yourself.
[00:26:02.620 --> 00:26:06.680]   We can't even love ourselves without the help of Jesus.
[00:26:06.680 --> 00:26:09.880]   Bro, I've had so many sleepless nights where I've wondered,
[00:26:09.880 --> 00:26:13.320]   am I ever going to fix this temptation, these challenges,
[00:26:13.320 --> 00:26:15.320]   these weaknesses, these proclivities?
[00:26:15.320 --> 00:26:16.800]   Am I a hypocrite?
[00:26:16.800 --> 00:26:18.240]   Am I really a man of God?
[00:26:18.240 --> 00:26:19.400]   Can I really pull this off?
[00:26:19.400 --> 00:26:20.360]   Can I be a dad?
[00:26:20.360 --> 00:26:23.120]   Can I hold a real marriage together?
[00:26:23.120 --> 00:26:24.320]   Like, am I gonna do this?
[00:26:24.320 --> 00:26:26.360]   And every day it brings me to this point,
[00:26:26.360 --> 00:26:27.840]   which is so powerful.
[00:26:27.840 --> 00:26:30.080]   God, I can't do this.
[00:26:30.080 --> 00:26:32.340]   That's why Jesus said, I want you to love each other.
[00:26:32.340 --> 00:26:33.820]   This is how you'll know you're Christians.
[00:26:33.820 --> 00:26:35.600]   You'll love each other the way I love you.
[00:26:35.600 --> 00:26:37.040]   I took issue with God the other day,
[00:26:37.040 --> 00:26:39.140]   'cause I said, Jesus, that is impossible for me
[00:26:39.140 --> 00:26:40.900]   to love people like you love me.
[00:26:40.900 --> 00:26:42.560]   But that's the point, right?
[00:26:42.560 --> 00:26:44.280]   That we come to Jesus and go,
[00:26:44.280 --> 00:26:47.720]   this life of following you and loving people is impossible.
[00:26:47.720 --> 00:26:50.240]   And Jesus is gonna say, that's right.
[00:26:50.240 --> 00:26:54.040]   But I'm gonna do in you what is impossible,
[00:26:54.040 --> 00:26:55.800]   and I will teach you to love people.
[00:26:55.800 --> 00:26:58.580]   And dude, if that isn't compelling,
[00:26:58.580 --> 00:27:01.540]   we are living a supernatural, abnormal life
[00:27:01.540 --> 00:27:03.760]   because of Jesus.
[00:27:03.760 --> 00:27:04.760]   It's awesome, man.
[00:27:04.760 --> 00:27:06.360]   - Man, that is powerful, bro.
[00:27:06.360 --> 00:27:07.360]   - It's the best life.
[00:27:07.360 --> 00:27:08.200]   - That is.
[00:27:08.200 --> 00:27:10.280]   Amen, that is.
[00:27:10.280 --> 00:27:11.960]   (laughing)
[00:27:11.960 --> 00:27:12.800]   That is powerful.
[00:27:12.800 --> 00:27:15.400]   I had some other questions that were less deep, but--
[00:27:15.400 --> 00:27:17.360]   - Bring it on, let's do it, whatever you want.
[00:27:17.360 --> 00:27:19.200]   - That's so good, man.
[00:27:19.200 --> 00:27:22.360]   My next question is for the young fellas.
[00:27:22.360 --> 00:27:24.160]   Like, I've seen you and your wife interact,
[00:27:24.160 --> 00:27:26.360]   and you guys are so, so dope together
[00:27:26.360 --> 00:27:29.680]   in the way you just support each other and everything.
[00:27:29.680 --> 00:27:32.340]   What would you tell to the young dudes
[00:27:32.340 --> 00:27:34.980]   and what to look for in a girl and eventually a wife?
[00:27:34.980 --> 00:27:37.020]   Like, what's the main things you want to look for?
[00:27:37.020 --> 00:27:39.940]   And talk to me, too, 'cause I'm looking, too.
[00:27:39.940 --> 00:27:44.260]   - Yeah, we're gonna turn Curious Mike into Seeking Mike.
[00:27:44.260 --> 00:27:45.260]   Here we go.
[00:27:45.260 --> 00:27:46.860]   Like, who says that?
[00:27:46.860 --> 00:27:48.340]   Who says that?
[00:27:48.340 --> 00:27:49.780]   Seeking Mike.
[00:27:49.780 --> 00:27:54.780]   We're gonna turn Curious Mike into Searching Mike.
[00:27:55.900 --> 00:27:59.720]   Well, I think, first of all, quite literally,
[00:27:59.720 --> 00:28:03.980]   the first approach has to be, hey, would I marry me?
[00:28:03.980 --> 00:28:05.360]   As silly as that sounds,
[00:28:05.360 --> 00:28:07.480]   I think that's where this whole conversation starts.
[00:28:07.480 --> 00:28:10.260]   Hey, if I'm honest, would I marry me?
[00:28:10.260 --> 00:28:15.260]   Like, am I a good, like, for instance, right?
[00:28:15.260 --> 00:28:17.480]   Let's talk to Curious Mike for a second.
[00:28:17.480 --> 00:28:20.240]   Okay, you want a woman who listens,
[00:28:20.240 --> 00:28:25.240]   who is empathetic, caring, strong, knows who she is.
[00:28:26.220 --> 00:28:30.380]   Keeps herself looking beautiful, right?
[00:28:30.380 --> 00:28:31.700]   The best version of herself.
[00:28:31.700 --> 00:28:33.860]   I mean, you always look sharp, put together,
[00:28:33.860 --> 00:28:36.060]   you like fashion, style, like all these things you want,
[00:28:36.060 --> 00:28:37.040]   right?
[00:28:37.040 --> 00:28:41.320]   Here's what's funny, is you project that with your own life.
[00:28:41.320 --> 00:28:43.380]   So a lot of people fail to recognize
[00:28:43.380 --> 00:28:46.380]   that there is some magnetism involved that's just natural.
[00:28:46.380 --> 00:28:48.340]   And that is, if that's what you want,
[00:28:48.340 --> 00:28:52.460]   if you project empathy, being a good listener,
[00:28:52.460 --> 00:28:55.180]   being selfless, when you see your friends,
[00:28:55.180 --> 00:28:56.860]   how you doing, man, are you good?
[00:28:56.860 --> 00:28:59.060]   Bro, tell me what's going on in your life.
[00:28:59.060 --> 00:29:00.500]   I want to know right now.
[00:29:00.500 --> 00:29:01.660]   Well, guess what?
[00:29:01.660 --> 00:29:05.400]   You're going to be, what's going to attract to you
[00:29:05.400 --> 00:29:09.860]   is women who are like, who like to roll that way.
[00:29:09.860 --> 00:29:11.060]   And they're going to be attracted to you
[00:29:11.060 --> 00:29:12.300]   and you're going to be attracted to them.
[00:29:12.300 --> 00:29:14.460]   So I think the misappropriation
[00:29:14.460 --> 00:29:17.820]   that is probably really underrated
[00:29:17.820 --> 00:29:21.060]   is that you got single adults rolling around going,
[00:29:21.060 --> 00:29:23.940]   man, I can't, fine, I'm so, I'm so,
[00:29:23.940 --> 00:29:25.940]   man, I went on this date, I was so angry at this girl,
[00:29:25.940 --> 00:29:27.500]   she was so annoying, and I'm like,
[00:29:27.500 --> 00:29:29.780]   well, I bet as you got angry,
[00:29:29.780 --> 00:29:32.540]   it certainly didn't put her at ease
[00:29:32.540 --> 00:29:34.580]   and make her be her best at dinner.
[00:29:34.580 --> 00:29:35.420]   You know what I'm saying?
[00:29:35.420 --> 00:29:38.340]   So if she feels your tension, now she feels guarded,
[00:29:38.340 --> 00:29:40.020]   I bet it was a bad date.
[00:29:40.020 --> 00:29:40.860]   You know what I mean?
[00:29:40.860 --> 00:29:43.220]   As opposed to, I'm going to give this date a chance.
[00:29:43.220 --> 00:29:44.780]   I'm going to open up a little bit.
[00:29:44.780 --> 00:29:46.580]   I'm going to ask questions about her.
[00:29:46.580 --> 00:29:51.100]   I'm going to, and I would just urge men and women everywhere
[00:29:51.100 --> 00:29:53.140]   who are in pursuit of a life partner,
[00:29:53.140 --> 00:29:56.180]   like, man, allow yourself to begin to develop,
[00:29:56.180 --> 00:29:57.020]   you know, a lot of people are like,
[00:29:57.020 --> 00:29:59.020]   well, how do I become a better listener?
[00:29:59.020 --> 00:30:01.260]   Start practicing at least once a day,
[00:30:01.260 --> 00:30:04.380]   having a conversation where you talk
[00:30:04.380 --> 00:30:06.980]   way less than the other person, literally.
[00:30:06.980 --> 00:30:09.300]   So Chelsea and I have a little contest when we travel,
[00:30:09.300 --> 00:30:10.980]   and then I'm kind of outing myself now,
[00:30:10.980 --> 00:30:12.220]   'cause pastors love to talk.
[00:30:12.220 --> 00:30:14.260]   Is this podcast not proof of that, right?
[00:30:14.260 --> 00:30:15.500]   Preachers like to talk.
[00:30:15.500 --> 00:30:17.740]   But we would go to dinner with the host preacher
[00:30:17.740 --> 00:30:18.900]   or the conference we were at,
[00:30:18.900 --> 00:30:22.540]   and we would always make sure that in the dinner
[00:30:22.540 --> 00:30:24.540]   we would get that, the other couple,
[00:30:24.540 --> 00:30:26.280]   to talk more about themselves.
[00:30:26.280 --> 00:30:27.980]   In fact, twice as much as we would,
[00:30:27.980 --> 00:30:29.700]   'cause we felt like that would ensure
[00:30:29.700 --> 00:30:31.700]   that that couple would feel encouraged
[00:30:31.700 --> 00:30:34.260]   and heard and valued and loved.
[00:30:34.260 --> 00:30:35.580]   And so that's been a game.
[00:30:35.580 --> 00:30:36.420]   It's more than a game.
[00:30:36.420 --> 00:30:37.920]   It's a lifestyle now for me.
[00:30:37.920 --> 00:30:41.220]   But playing the game taught me a way of living.
