
[00:00:00.000 --> 00:00:06.020]   [ Silence ]
[00:21:16.140 --> 00:21:18.260]   is when they're being genuinely open.
[00:21:18.260 --> 00:21:24.380]   Let me describe for you the general description
[00:21:24.380 --> 00:21:26.700]   of facilitated responses.
[00:21:26.700 --> 00:21:29.380]   What we're talking about here is they
[00:21:29.380 --> 00:21:32.260]   are responses which the counselor communicates verbally
[00:21:32.260 --> 00:21:34.620]   and non-verbally, that he's heard
[00:21:34.620 --> 00:21:37.900]   what the counselee has said, he's
[00:21:37.900 --> 00:21:42.540]   heard what the counselee means, and he's
[00:21:42.540 --> 00:21:47.260]   heard what the counselee feels, how they're
[00:21:47.260 --> 00:21:50.980]   experiencing their problems.
[00:21:50.980 --> 00:21:53.500]   He's heard what they've said.
[00:21:53.500 --> 00:21:56.100]   He's heard what they've meant.
[00:21:56.100 --> 00:21:57.660]   And he hears what they feel.
[00:21:57.660 --> 00:22:09.060]   Facilitated responses are really characterized
[00:22:09.060 --> 00:22:11.500]   by three basic things.
[00:22:11.500 --> 00:22:18.260]   One is empathy, reflecting accurately and fully
[00:22:18.260 --> 00:22:20.140]   the counselee's surface feelings.
[00:22:20.140 --> 00:22:23.540]   That's really empathy.
[00:22:23.540 --> 00:22:28.260]   This person is discouraged, or this person is hopeless.
[00:22:28.260 --> 00:22:31.260]   There's a sense of hopelessness that abides.
[00:22:31.260 --> 00:22:42.220]   This person is deeply regretful, or maybe even full of guilt
[00:22:42.220 --> 00:22:44.340]   over what has happened in their marriage
[00:22:44.340 --> 00:22:45.420]   or happened in their home.
[00:22:45.420 --> 00:22:52.020]   Another aspect of it has to do with the issue of respect.
[00:22:52.020 --> 00:22:53.380]   We come back to that issue again.
[00:22:53.380 --> 00:22:58.580]   It communicates the acceptance of the counselee as a person,
[00:22:58.580 --> 00:23:00.820]   as a person created in the image of God.
[00:23:00.820 --> 00:23:04.820]   So we're not going to demean anyone.
[00:23:04.820 --> 00:23:06.620]   We're not going to run them down.
[00:23:06.620 --> 00:23:12.060]   We're not going to let other people run them
[00:23:12.060 --> 00:23:14.740]   down during this counseling.
[00:23:14.740 --> 00:23:20.980]   And that's easy to do, because you get a very verbal husband
[00:23:20.980 --> 00:23:23.140]   or get a very verbal wife.
[00:23:23.140 --> 00:23:25.260]   And sometimes they'll want to spend--
[00:23:25.260 --> 00:23:28.380]   they use counseling as a means to vent
[00:23:28.380 --> 00:23:31.380]   all of their hard feelings.
[00:23:31.380 --> 00:23:34.180]   And you cannot let that happen in counseling.
[00:23:34.180 --> 00:23:36.060]   You're not going to get your counselees back
[00:23:36.060 --> 00:23:38.940]   if you let that happen.
[00:23:38.940 --> 00:23:40.820]   Counseling is not to be turned into something
[00:23:40.820 --> 00:23:42.020]   that's destructive.
[00:23:42.020 --> 00:23:44.700]   Counseling is always to be aimed in that which
[00:23:44.700 --> 00:23:50.460]   is godly or constructive, not destructive.
[00:23:50.460 --> 00:23:57.020]   And you're demonstrating respect for both that husband
[00:23:57.020 --> 00:23:59.340]   and wife or the people that are members
[00:23:59.340 --> 00:24:05.860]   of that particular family when you accept them
[00:24:05.860 --> 00:24:11.900]   as a real person and that they have every right
[00:24:11.900 --> 00:24:14.980]   to contribute to what's going on here in this counseling
[00:24:14.980 --> 00:24:17.700]   process.
[00:24:17.700 --> 00:24:21.220]   I remember not long after I had finished training,
[00:24:21.220 --> 00:24:23.820]   my first training course on biblical counseling,
[00:24:23.820 --> 00:24:26.180]   I was a very young associate pastor.
[00:24:26.180 --> 00:24:30.460]   And I had a man and his wife come in
[00:24:30.460 --> 00:24:34.420]   with their 25-year-old daughter.
[00:24:34.420 --> 00:24:37.580]   And there was a major division between that daughter
[00:24:37.580 --> 00:24:40.540]   and her parents.
[00:24:40.540 --> 00:24:42.020]   And during that counseling session--
[00:24:42.020 --> 00:24:43.860]   in fact, you can research this in the Journal
[00:24:43.860 --> 00:24:44.820]   of Biblical Counseling.
[00:24:44.820 --> 00:24:48.580]   It's all written up there for posterity's sake.
[00:24:48.580 --> 00:24:53.260]   It was written up back in the mid-1990s.
[00:24:53.260 --> 00:24:56.940]   That counseling session was an absolute total failure
[00:24:56.940 --> 00:25:00.660]   from God's perspective and from my perspective
[00:25:00.660 --> 00:25:04.820]   because I let that father totally and totally,
[00:25:04.820 --> 00:25:10.180]   verbally destroy that daughter in that counseling session.
[00:25:10.180 --> 00:25:13.180]   And I shouldn't have let that happen
[00:25:13.180 --> 00:25:17.100]   because I didn't communicate any kind of respect for her
[00:25:17.100 --> 00:25:19.700]   by letting that happen.
[00:25:19.700 --> 00:25:21.460]   He used the counseling session as a way
[00:25:21.460 --> 00:25:23.140]   to vent all this bad feelings.
[00:25:23.140 --> 00:25:24.620]   And she had enough faults.
[00:25:24.620 --> 00:25:26.220]   There's no doubt about that.
[00:25:26.220 --> 00:25:27.380]   But she wasn't the only one.
[00:25:27.380 --> 00:25:30.540]   The parents had plenty of problems themselves.
[00:25:30.540 --> 00:25:33.140]   They had contributed to what had gone on here.
[00:25:33.140 --> 00:25:35.500]   But if you would have listened to that particular session
[00:25:35.500 --> 00:25:37.580]   and walked out, you probably would
[00:25:37.580 --> 00:25:40.580]   have concluded that she's the only one that's at fault here.
[00:25:40.580 --> 00:25:43.380]   And the parents have not contributed anything to this.
[00:25:43.380 --> 00:25:43.880]   Yes?
[00:25:43.880 --> 00:25:46.380]   [INAUDIBLE]
[00:25:46.380 --> 00:25:50.140]   How would have I changed, you mean, my response to them?
[00:25:50.140 --> 00:25:53.140]   I would have-- the greatest word in counseling, by the way,
[00:25:53.140 --> 00:25:55.780]   at least in English, is whoa.
[00:25:55.780 --> 00:25:56.420]   All right?
[00:25:56.420 --> 00:26:00.580]   You may have a similar expression in Italian.
[00:26:00.580 --> 00:26:03.340]   What?
[00:26:03.340 --> 00:26:04.020]   All right.
[00:26:04.020 --> 00:26:05.740]   Well, in English, it's whoa.
[00:26:05.740 --> 00:26:06.260]   I love that.
[00:26:06.260 --> 00:26:07.980]   It's the greatest word in counseling
[00:26:07.980 --> 00:26:12.700]   because I would have said, whoa, stop, halt. All right?
[00:26:12.700 --> 00:26:15.740]   We're not going to do that to one another in counseling.
[00:26:15.740 --> 00:26:18.740]   In fact, from that point on, I don't think I've ever--
[00:26:18.740 --> 00:26:20.200]   after that first counseling point,
[00:26:20.200 --> 00:26:22.780]   I've ever allowed that to happen again.
[00:26:22.780 --> 00:26:24.100]   Because I lost that gal.
[00:26:24.100 --> 00:26:27.620]   I lost her when that happened.
[00:26:27.620 --> 00:26:31.220]   Now, was the father saying things that were true about her?
[00:26:31.220 --> 00:26:34.020]   Yes, majority of things that he was saying was true.
[00:26:34.020 --> 00:26:37.580]   But the way that he was saying them was all wrong.
[00:26:37.580 --> 00:26:40.220]   He was using this to beat her into the ground with it.
[00:26:40.220 --> 00:26:41.180]   And it shouldn't have happened.
[00:26:41.180 --> 00:26:44.900]   And I shouldn't have allowed it to happen.
[00:26:44.900 --> 00:26:47.580]   So you say, stop.
[00:26:47.580 --> 00:26:48.900]   We're not going to do that.
[00:26:48.900 --> 00:26:52.740]   This is a violation of Ephesians 4:29 that
[00:26:52.740 --> 00:26:55.420]   says we're only supposed to say things that build up
[00:26:55.420 --> 00:27:00.060]   one another, not tear one another down.
[00:27:00.060 --> 00:27:02.540]   And I don't care whether you believe what you're
[00:27:02.540 --> 00:27:03.740]   saying is true or not.
[00:27:03.740 --> 00:27:05.540]   That's not the issue at this point.
[00:27:05.540 --> 00:27:07.740]   It's the way that you're saying things
[00:27:07.740 --> 00:27:11.540]   that makes this so wicked.
[00:27:11.540 --> 00:27:12.980]   So you stop right now.
[00:27:12.980 --> 00:27:15.740]   Now, if I would have done that in that counseling session,
[00:27:15.740 --> 00:27:20.580]   I think that I probably would have won that gal's heart.
[00:27:20.580 --> 00:27:23.080]   And I would have been able to work through a reconciliation
[00:27:23.080 --> 00:27:24.140]   with her parents.
[00:27:24.140 --> 00:27:26.460]   But I didn't do that.
[00:27:26.460 --> 00:27:29.020]   I let that father intimidate me.
[00:27:29.020 --> 00:27:32.360]   I let him command the session.
[00:27:32.360 --> 00:27:35.220]   And that shouldn't have happened.
[00:27:35.220 --> 00:27:39.660]   Because he had major problems himself.
[00:27:39.660 --> 00:27:45.780]   So this is why you've got to respect your counselees.
[00:27:45.780 --> 00:27:48.140]   And that means sometimes you have to stand up for them.
[00:27:48.140 --> 00:27:51.980]   If you have someone who is being ganged up on or piled up
[00:27:51.980 --> 00:27:54.780]   on in a counseling session, you've
[00:27:54.780 --> 00:27:58.420]   got to go after the members who are doing this.
[00:27:58.420 --> 00:27:59.460]   Say, whoa, whoa, whoa.
[00:27:59.460 --> 00:28:00.700]   We're not going to accomplish anything
[00:28:00.700 --> 00:28:01.860]   by piling up on this person.
[00:28:06.180 --> 00:28:12.460]   And I think there's plenty of biblical evidence for this.
[00:28:12.460 --> 00:28:14.220]   God cares for the helpless.
[00:28:14.220 --> 00:28:18.340]   And in this particular case, this
[00:28:18.340 --> 00:28:20.700]   is a person who is helpless.
[00:28:20.700 --> 00:28:25.180]   And you're letting someone gang up on them.
[00:28:25.180 --> 00:28:28.340]   The last area of facilitated response
[00:28:28.340 --> 00:28:31.900]   is the concept of warmth, showing attentiveness
[00:28:31.900 --> 00:28:35.260]   and caring through nonverbal means.
[00:28:35.260 --> 00:28:36.760]   You've got to be willing to do that.
[00:28:36.760 --> 00:28:41.660]   Showing them that you care.
[00:28:41.660 --> 00:28:44.140]   If you're constantly reading your Bible
[00:28:44.140 --> 00:28:47.300]   or taking notes or distracted by other things,
[00:28:47.300 --> 00:28:50.420]   and you're not involved with what's going on,
[00:28:50.420 --> 00:28:53.900]   you're not making eye contact with your counselee,
[00:28:53.900 --> 00:28:57.420]   and letting them know that you empathize with what
[00:28:57.420 --> 00:29:01.220]   is happening in their life, you'll lose them as a counselee.
[00:29:01.220 --> 00:29:05.300]   There has to be a certain nonverbal means of showing them
[00:29:05.300 --> 00:29:06.780]   that you really care.
[00:29:06.780 --> 00:29:13.260]   I think this is expressed in the little phraseology that's
[00:29:13.260 --> 00:29:16.540]   used in Ephesians 4.32, when he talks
[00:29:16.540 --> 00:29:18.900]   about being tender-hearted.
[00:29:18.900 --> 00:29:20.780]   Be kind to one another, tender-hearted.
[00:29:20.780 --> 00:29:22.780]   The word tender-hearted there is literally
[00:29:22.780 --> 00:29:27.780]   the Greek word tender-bowled, but it has to do with emotions.
[00:29:27.780 --> 00:29:31.420]   Good Christians are tender emotionally.
[00:29:31.420 --> 00:29:32.260]   That's good.
[00:29:32.260 --> 00:29:38.140]   I think good pastors have a tender emotion.
[00:29:38.140 --> 00:29:39.140]   That's a good thing.
[00:29:39.140 --> 00:29:42.720]   They're not the CEO types who aren't unaffected
[00:29:42.720 --> 00:29:43.900]   by anything around them.
[00:29:43.900 --> 00:29:45.140]   No, no, no.
[00:29:45.140 --> 00:29:48.400]   The CEO types do not make good shepherds.
[00:29:48.400 --> 00:29:55.580]   Where they're hard, cold, factual.
[00:29:55.580 --> 00:30:00.580]   No, no, no, we have to be tender-hearted, tender-bowled.
[00:30:00.580 --> 00:30:04.680]   Sometimes some translations translate it compassionate,
[00:30:04.680 --> 00:30:08.820]   and that speaks to the issue of emotions.
[00:30:08.820 --> 00:30:11.160]   We have to be warm with people.
[00:30:11.160 --> 00:30:16.140]   Some people have a problem with that.
[00:30:16.140 --> 00:30:19.840]   They have a problem with being warm with other people.
[00:30:19.840 --> 00:30:24.840]   Sometimes this is true of all of us.
[00:30:24.840 --> 00:30:33.800]   We want to communicate a biblical concept
[00:30:33.800 --> 00:30:39.480]   or some kind of teaching from Scripture so bad
[00:30:39.480 --> 00:30:43.000]   that we push aside all the emotional elements
[00:30:43.000 --> 00:30:47.880]   of the counseling and drive right after the opportunity
[00:30:47.880 --> 00:30:49.180]   to teach this truth.
[00:30:50.180 --> 00:30:52.360]   And we're basically in the process,
[00:30:52.360 --> 00:30:54.600]   I don't care how good that truth is,
[00:30:54.600 --> 00:30:56.540]   you're basically communicating to your counseling,
[00:30:56.540 --> 00:30:57.700]   I don't really care about you.
[00:30:57.700 --> 00:31:01.180]   I just want to care about dumping my truckload
[00:31:01.180 --> 00:31:02.820]   of truth on you.
[00:31:02.820 --> 00:31:03.980]   I don't care about you.
[00:31:03.980 --> 00:31:10.540]   That does not create facilitated responses.
[00:31:10.540 --> 00:31:13.540]   In fact, you'll see your counselees close up.
[00:31:13.540 --> 00:31:14.500]   They'll withdraw.
[00:31:14.500 --> 00:31:17.300]   You can almost physically see the barriers going up
[00:31:19.040 --> 00:31:19.940]   when that happens.
[00:31:19.940 --> 00:31:25.700]   One of the things I do when we're supervising counselors,
[00:31:25.700 --> 00:31:28.820]   especially for certification,
[00:31:28.820 --> 00:31:31.840]   is we require them to turn in DVDs of their counseling.
[00:31:31.840 --> 00:31:34.900]   They have to at least produce four DVDs
[00:31:34.900 --> 00:31:37.780]   where I have an opportunity to watch them counsel
[00:31:37.780 --> 00:31:41.040]   and watch how they interact with counselees,
[00:31:41.040 --> 00:31:43.140]   which gives me more than just a written statement.
[00:31:43.140 --> 00:31:47.700]   It helps me to see how they are dealing with people
[00:31:47.700 --> 00:31:50.280]   and whether or not people believe
[00:31:50.280 --> 00:31:54.580]   that the counselee is really there for their welfare
[00:31:54.580 --> 00:31:57.540]   and all of those nonverbal issues show up.
[00:31:57.540 --> 00:32:00.400]   How warm are they?
[00:32:00.400 --> 00:32:02.020]   How caring are they?
[00:32:02.020 --> 00:32:03.480]   How respectful are they?
[00:32:03.480 --> 00:32:06.200]   How empathetic are they?
[00:32:06.200 --> 00:32:09.720]   All of that encourages facilitated responses.
[00:32:09.720 --> 00:32:13.240]   Now generally, that's what we're talking about.
[00:32:13.240 --> 00:32:14.720]   Let's talk about this specifically.
[00:32:14.720 --> 00:32:17.420]   Specific descriptions of facilitated responses.
[00:32:17.420 --> 00:32:20.420]   They are responses that include instances
[00:32:20.420 --> 00:32:22.400]   in which the counselor's reflection
[00:32:22.400 --> 00:32:24.780]   of the counselee's statements are so similar
[00:32:24.780 --> 00:32:26.420]   to the counselee's statements
[00:32:26.420 --> 00:32:28.580]   that the two could be interchanged.
[00:32:28.580 --> 00:32:31.940]   They're not identical, you understand,
[00:32:31.940 --> 00:32:33.060]   but they are similar.
[00:32:33.060 --> 00:32:40.460]   And I'll do this frequently in counseling where
[00:32:43.980 --> 00:32:45.140]   if a counselee
[00:32:45.140 --> 00:32:53.100]   shares something that's going on in their life
[00:32:53.100 --> 00:32:55.220]   and I've labored fairly hard
[00:32:55.220 --> 00:32:57.120]   to try to understand what's happening,
[00:32:57.120 --> 00:33:02.280]   then I may say to them, okay, pause for a minute.
[00:33:02.280 --> 00:33:05.140]   Whoa, again.
[00:33:05.140 --> 00:33:10.140]   Let me share with you what I hear you saying
[00:33:10.140 --> 00:33:12.480]   and you tell me whether I'm right or wrong.
[00:33:13.480 --> 00:33:15.880]   Here's what I hear you saying.
[00:33:15.880 --> 00:33:18.580]   And I'll put it in my own words.
[00:33:18.580 --> 00:33:22.040]   I won't try to repeat verbally,
[00:33:22.040 --> 00:33:23.800]   word for word what they say
[00:33:23.800 --> 00:33:26.220]   so that they know that I'm kind of, in a sense,
[00:33:26.220 --> 00:33:28.300]   pouring this through my own grid.
[00:33:28.300 --> 00:33:31.560]   I'm thinking through it myself.
[00:33:31.560 --> 00:33:35.600]   And they may say to me, oh, yeah, that's right on.
[00:33:35.600 --> 00:33:37.240]   That's exactly it.
[00:33:37.240 --> 00:33:39.400]   In fact, sometimes a counselee will say to me,
[00:33:39.400 --> 00:33:41.120]   you said it better than I did.
[00:33:41.120 --> 00:33:41.960]   That's it.
[00:33:42.800 --> 00:33:44.280]   Well, it's because I've had an opportunity
[00:33:44.280 --> 00:33:47.040]   to listen to them and I've synthesized what they're saying
[00:33:47.040 --> 00:33:49.760]   down, make it more succinct and concise.
[00:33:49.760 --> 00:33:53.800]   Or sometimes a counselee will say to me,
[00:33:53.800 --> 00:33:54.880]   no, no, no, that's not it.
[00:33:54.880 --> 00:33:55.720]   That's not it.
[00:33:55.720 --> 00:33:56.720]   You missed it.
[00:33:56.720 --> 00:33:58.680]   This is what I'm saying.
[00:33:58.680 --> 00:34:00.440]   And that's very helpful to me.
[00:34:00.440 --> 00:34:02.180]   I'm very open to that.
[00:34:02.180 --> 00:34:04.400]   I want them to give me that feedback.
[00:34:04.400 --> 00:34:11.760]   Because I may be totally thinking in a different direction
[00:34:11.760 --> 00:34:14.080]   based upon their words,
[00:34:14.080 --> 00:34:17.120]   which is an entirely different meaning that they have.
[00:34:17.120 --> 00:34:18.600]   Their meaning is this direction
[00:34:18.600 --> 00:34:20.140]   and I'm going this direction.
[00:34:20.140 --> 00:34:24.560]   And all of a sudden now I realize I've got to turn around
[00:34:24.560 --> 00:34:25.760]   and head this direction.
[00:34:25.760 --> 00:34:29.280]   All right, now tell me how that is.
[00:34:29.280 --> 00:34:32.360]   And then the counselee corrects me.
[00:34:32.360 --> 00:34:35.080]   And then I repeat back to them what I hear them saying.
[00:34:35.080 --> 00:34:37.400]   Oh, yeah, now you got it, they'll say.
[00:34:37.400 --> 00:34:40.900]   That's a facilitated response.
[00:34:41.740 --> 00:34:46.500]   Now you say, now I'm beginning to see that counseling
[00:34:46.500 --> 00:34:49.300]   is much more than just sitting down with somebody,
[00:34:49.300 --> 00:34:51.900]   praying with them and sharing the Bible.
[00:34:51.900 --> 00:34:52.740]   Oh, yeah.
[00:34:52.740 --> 00:35:00.340]   It has to, real good counseling.
[00:35:00.340 --> 00:35:03.600]   It actually takes place within the context
[00:35:03.600 --> 00:35:06.660]   of a broader established relationship
[00:35:06.660 --> 00:35:09.980]   that we have shared together in Christ.
[00:35:10.980 --> 00:35:14.000]   That's where good counseling takes place.
[00:35:14.000 --> 00:35:18.700]   Furthermore, facilitated responses
[00:35:18.700 --> 00:35:21.060]   begin with listening and observing,
[00:35:21.060 --> 00:35:25.180]   responding to verbal and nonverbal clues.
[00:35:25.180 --> 00:35:31.060]   Listening and observing and responding
[00:35:31.060 --> 00:35:33.060]   to verbal and nonverbal clues.
[00:35:37.580 --> 00:35:40.660]   At some particular point when I begin to talk
[00:35:40.660 --> 00:35:45.500]   and share with the counselee what's going on
[00:35:45.500 --> 00:35:47.860]   and I see them grimace,
[00:35:47.860 --> 00:35:50.120]   they kind of get this look on their face like,
[00:35:50.120 --> 00:35:54.040]   I'll say to them, okay, what did I just say
[00:35:54.040 --> 00:35:55.700]   that made you do that?
[00:35:55.700 --> 00:35:57.500]   Which shows that I'm immediately responsive
[00:35:57.500 --> 00:35:58.600]   to what's going on.
[00:35:58.600 --> 00:36:04.380]   Or they kind of look at me like, huh?
[00:36:04.380 --> 00:36:06.700]   What's going?
[00:36:07.620 --> 00:36:11.300]   Then I'm immediately saying to them,
[00:36:11.300 --> 00:36:12.780]   did I say something you don't understand?
[00:36:12.780 --> 00:36:14.220]   Oh, yeah.
[00:36:14.220 --> 00:36:15.520]   Well, let me correct that.
[00:36:15.520 --> 00:36:19.700]   So I'm right there.
[00:36:19.700 --> 00:36:22.540]   There's immediate feedback that they receive
[00:36:22.540 --> 00:36:25.140]   that I understand that they're lost.
[00:36:25.140 --> 00:36:26.460]   I've totally lost them.
[00:36:26.460 --> 00:36:28.940]   I'm not being clear.
[00:36:34.060 --> 00:36:36.220]   Also, facilitated responses provide
[00:36:36.220 --> 00:36:38.140]   nonthreatening atmosphere for the counselee
[00:36:38.140 --> 00:36:39.320]   to express himself.
[00:36:39.320 --> 00:36:46.060]   They know that they can say just about anything they want
[00:36:46.060 --> 00:36:47.820]   and I'm not gonna come down on 'em.
[00:36:47.820 --> 00:36:50.980]   Or I'm not gonna start pointing at 'em and say,
[00:36:50.980 --> 00:36:52.020]   you're a sinner.
[00:36:52.020 --> 00:36:55.940]   No, no, they can share whatever they want
[00:36:55.940 --> 00:36:59.340]   and then we're gonna patiently and carefully
[00:36:59.340 --> 00:37:01.660]   and lovingly go to the word of God
[00:37:01.660 --> 00:37:04.120]   and see what the word of God says about this.
[00:37:04.120 --> 00:37:10.180]   Furthermore, facilitated responses avoid the use
[00:37:10.180 --> 00:37:12.860]   of certain verbal behaviors such as sarcasm,
[00:37:12.860 --> 00:37:14.760]   ridicule, or mockery.
[00:37:14.760 --> 00:37:20.340]   You know, there are some people who have developed
[00:37:20.340 --> 00:37:24.360]   sarcasm as an art form in communication.
[00:37:24.360 --> 00:37:31.220]   You can almost see them, oh, really?
[00:37:32.100 --> 00:37:34.940]   I just thought you were the most intelligent person
[00:37:34.940 --> 00:37:36.060]   on the earth.
[00:37:36.060 --> 00:37:38.100]   Well, they mean that sarcastically.
[00:37:38.100 --> 00:37:39.680]   They've developed it in an art form.
[00:37:39.680 --> 00:37:42.660]   It's hard for them to talk without sarcasm.
[00:37:42.660 --> 00:37:47.660]   Other people have done that also with ridicule.
[00:37:47.660 --> 00:37:51.380]   They know how to politely ridicule another person
[00:37:51.380 --> 00:37:54.580]   or mock another person and they blame it
[00:37:54.580 --> 00:37:55.920]   on trying to be funny.
[00:37:58.380 --> 00:38:03.340]   Well, that's an area that you as a pastoral counselor
[00:38:03.340 --> 00:38:05.060]   must avoid.
[00:38:05.060 --> 00:38:06.800]   Don't do that.
[00:38:06.800 --> 00:38:15.460]   Sarcasm, ridicule, mockery is something that will drive
[00:38:15.460 --> 00:38:21.740]   your counselees off.
[00:38:21.740 --> 00:38:28.120]   In every case, a counselor who does that
[00:38:28.120 --> 00:38:33.120]   is really coming from a high, exalted, lifted up position.
[00:38:33.120 --> 00:38:37.580]   It's a very condescending way to deal with people.
[00:38:37.580 --> 00:38:46.860]   That's not the way that people who are good counselors
[00:38:46.860 --> 00:38:50.380]   should respond to their counselees.
[00:38:50.380 --> 00:38:54.860]   Fifth, facilitated responses also encourage
[00:38:54.860 --> 00:38:57.180]   self-exploration, discovery, and understanding.
[00:38:58.000 --> 00:39:00.280]   And this is such an important point
[00:39:00.280 --> 00:39:02.240]   because on this particular point,
[00:39:02.240 --> 00:39:08.360]   this essentially says that your counselees
[00:39:08.360 --> 00:39:11.580]   don't always know everything that's going on in their lives.
[00:39:11.580 --> 00:39:13.240]   But through the process of counseling
[00:39:13.240 --> 00:39:17.400]   and being very open with you, they actually stumble on
[00:39:17.400 --> 00:39:21.640]   and discover things about themselves
[00:39:21.640 --> 00:39:23.040]   that they never knew before.
[00:39:25.640 --> 00:39:27.740]   They actually discover that on their own.
[00:39:27.740 --> 00:39:38.740]   That's one of the things that makes Rogerian therapy work.
[00:39:38.740 --> 00:39:44.060]   Carl Rogers' premise is that the counselor
[00:39:44.060 --> 00:39:46.460]   doesn't give any directive counsel at all,
[00:39:46.460 --> 00:39:49.680]   but just allows the counselee to sort of express
[00:39:49.680 --> 00:39:53.180]   his or her own internal thoughts.
[00:39:55.120 --> 00:39:57.160]   And eventually, they'll discover the answer
[00:39:57.160 --> 00:39:58.920]   to their problem within themselves.
[00:39:58.920 --> 00:40:01.200]   They don't know what it is, but the counselor helps them
[00:40:01.200 --> 00:40:03.640]   to get in touch with that kind of thing.
[00:40:03.640 --> 00:40:07.640]   Now, we believe that the answer is in Scripture, in God,
[00:40:07.640 --> 00:40:10.440]   so I'm not advocating the ends of that therapy.
[00:40:10.440 --> 00:40:15.440]   But part of the, truth is always parasitic,
[00:40:15.440 --> 00:40:17.560]   or error is always parasitic on the truth,
[00:40:17.560 --> 00:40:18.680]   I should say it like that.
[00:40:18.680 --> 00:40:20.640]   Error is always parasitic on the truth.
[00:40:20.640 --> 00:40:24.280]   There's a little bit of truth to the system,
[00:40:24.280 --> 00:40:26.360]   and a little bit of the truth of the Rogerian system
[00:40:26.360 --> 00:40:29.960]   is the fact that people, through their own talking
[00:40:29.960 --> 00:40:31.840]   and expressing themselves and feeling free
[00:40:31.840 --> 00:40:34.800]   to express themselves, do learn things about themselves
[00:40:34.800 --> 00:40:36.200]   that they never knew before.
[00:40:36.200 --> 00:40:40.260]   And sometimes that's the case.
[00:40:40.260 --> 00:40:43.860]   Facilitated responses, feeling free to express themselves
[00:40:43.860 --> 00:40:46.340]   without being condemned, without being judged,
[00:40:46.340 --> 00:40:48.760]   without being ridiculed, without being mocked,
[00:40:53.420 --> 00:40:55.300]   enables a person to discover certain things
[00:40:55.300 --> 00:41:00.300]   about themselves that they never thought would be true.
[00:41:00.300 --> 00:41:05.860]   So,
[00:41:05.860 --> 00:41:14.860]   so make sure that these facilitated responses
[00:41:14.860 --> 00:41:17.960]   sort of encourage self-exploration.
[00:41:17.960 --> 00:41:21.260]   Number six, not only that, but facilitated responses
[00:41:21.260 --> 00:41:24.340]   give people the rare experience of being understood
[00:41:24.340 --> 00:41:25.300]   by another person.
[00:41:25.300 --> 00:41:32.440]   Some people never had that type of relationship before,
[00:41:32.440 --> 00:41:35.220]   especially in the church with someone else
[00:41:35.220 --> 00:41:37.160]   who's a Christian or who comes along
[00:41:37.160 --> 00:41:40.080]   and wants to biblically counsel them, or even a pastor.
[00:41:40.080 --> 00:41:45.140]   The rare experience of being understood by another person.
[00:41:45.140 --> 00:41:50.080]   Some people have been raised in households
[00:41:50.080 --> 00:41:52.900]   where their opinion counted for absolutely nothing.
[00:41:52.900 --> 00:41:56.460]   Their mother didn't appreciate their opinions,
[00:41:56.460 --> 00:41:58.420]   their father didn't appreciate their opinions,
[00:41:58.420 --> 00:42:01.300]   their siblings didn't appreciate their opinions,
[00:42:01.300 --> 00:42:03.860]   or maybe they're in a marriage where their spouse
[00:42:03.860 --> 00:42:05.340]   or other people in the family
[00:42:05.340 --> 00:42:06.940]   don't appreciate their opinion.
[00:42:06.940 --> 00:42:11.380]   Whatever the case may be, nobody takes time
[00:42:11.380 --> 00:42:15.700]   to really understand them.
[00:42:15.700 --> 00:42:19.460]   And so this is their first opportunity
[00:42:19.460 --> 00:42:24.460]   to really be understood by somebody else.
[00:42:24.460 --> 00:42:28.420]   It's a loving and caring response.
[00:42:28.420 --> 00:42:33.740]   Number seven, facilitated responses also largely avoid
[00:42:33.740 --> 00:42:36.280]   the use of closed questions,
[00:42:36.280 --> 00:42:39.600]   in that closed questions tend to,
[00:42:39.600 --> 00:42:41.820]   and then we have several responses to that.
[00:42:44.600 --> 00:42:49.600]   Let's pick up here about these facilitated responses
[00:42:49.600 --> 00:42:52.720]   that largely avoid the use of closed questions,
[00:42:52.720 --> 00:42:55.460]   in that closed questions tend to be, first of all,
[00:42:55.460 --> 00:42:58.980]   they tend to create a dependency relationship.
[00:42:58.980 --> 00:43:06.820]   Closed questions artificially guide your counselee
[00:43:06.820 --> 00:43:11.520]   to answers, because they demand a yes or no answer.
[00:43:13.960 --> 00:43:17.360]   And so they become, your counselee that is,
[00:43:17.360 --> 00:43:20.700]   becomes dependent on those particular questions.
[00:43:20.700 --> 00:43:24.160]   Oh, you're gonna guide me at this particular point.
[00:43:24.160 --> 00:43:28.200]   You're gonna show me what I need to do here,
[00:43:28.200 --> 00:43:33.200]   rather than them revealing what they are doing
[00:43:33.200 --> 00:43:39.080]   so that they can change and come in line
[00:43:39.080 --> 00:43:40.540]   with what the word of God says.
[00:43:40.540 --> 00:43:44.180]   We don't wanna create dependency relationships.
[00:43:44.180 --> 00:43:45.820]   That's not what we wanna do.
[00:43:45.820 --> 00:43:49.180]   If anything, rather than teaching them
[00:43:49.180 --> 00:43:51.740]   to be dependent upon you, what you're trying to do
[00:43:51.740 --> 00:43:52.900]   is you're trying to teach them
[00:43:52.900 --> 00:43:54.460]   to be dependent upon the word.
[00:43:54.460 --> 00:43:57.940]   Now, I realize that early in counseling,
[00:43:57.940 --> 00:43:58.780]   when a person first comes in
[00:43:58.780 --> 00:44:01.660]   and they're having major marital problems,
