
[00:00:00.000 --> 00:00:02.600]   (gentle music)
[00:16:09.300 --> 00:16:10.860]   to analyze that attention.
[00:16:10.860 --> 00:16:12.740]   But in the limit, we typically can deal
[00:16:12.740 --> 00:16:14.100]   with very simple cameras
[00:16:14.100 --> 00:16:16.600]   that essentially only have motion-based alerts,
[00:16:16.600 --> 00:16:17.900]   which can be very noisy,
[00:16:17.900 --> 00:16:19.780]   'cause they can be triggered constantly.
[00:16:19.780 --> 00:16:21.900]   And then our cloud AI essentially is able
[00:16:21.900 --> 00:16:23.460]   to analyze that and figure out
[00:16:23.460 --> 00:16:26.500]   if that's actually a true event or not.
[00:16:26.500 --> 00:16:29.460]   - Interesting, so the primary reason for going to edge
[00:16:29.460 --> 00:16:33.020]   is just that it's faster and uses less bandwidth.
[00:16:33.020 --> 00:16:33.860]   Is that right?
[00:16:33.860 --> 00:16:36.380]   I sort of thought there might be kind of data privacy issues
[00:16:36.380 --> 00:16:39.940]   that would cause a lot of customers to go local.
[00:16:39.940 --> 00:16:41.580]   - Absolutely, I think customers have lots
[00:16:41.580 --> 00:16:42.460]   of different reasons.
[00:16:42.460 --> 00:16:44.500]   So I mean, outside of the technical challenges
[00:16:44.500 --> 00:16:46.180]   around bandwidth and compute,
[00:16:46.180 --> 00:16:49.020]   absolutely, some customers prefer to manage their data
[00:16:49.020 --> 00:16:50.540]   entirely on-premises.
[00:16:50.540 --> 00:16:51.980]   And they have that option.
[00:16:51.980 --> 00:16:54.380]   That's essentially the way we build our system.
[00:16:54.380 --> 00:16:56.460]   They have the option of doing that.
[00:16:56.460 --> 00:16:59.780]   I think increasingly customers are seeing the benefits
[00:16:59.780 --> 00:17:00.860]   of centrally managing it,
[00:17:00.860 --> 00:17:02.540]   even if their data is on-premises,
[00:17:02.540 --> 00:17:03.940]   which is where federated systems
[00:17:03.940 --> 00:17:05.420]   become very, very important, right?
[00:17:05.420 --> 00:17:08.900]   So how do I bring the benefits of centrally managed AI
[00:17:08.900 --> 00:17:10.820]   while still operating on data,
[00:17:10.820 --> 00:17:13.220]   AI metadata that is generated on-premises?
[00:17:13.220 --> 00:17:15.260]   And we do have solutions that also do that.
[00:17:15.260 --> 00:17:18.580]   So for example, I may be able to conduct
[00:17:18.580 --> 00:17:21.380]   a natural language search from the cloud,
[00:17:21.380 --> 00:17:24.460]   but that cloud search gets executed on-premises.
[00:17:24.460 --> 00:17:26.660]   So if I'm doing a similarity search, for example,
[00:17:26.660 --> 00:17:29.180]   where I'm essentially searching in the embedding space
[00:17:29.180 --> 00:17:32.900]   for an answer, I may not be storing any of that data
[00:17:32.900 --> 00:17:34.540]   in the cloud, it may be on-premises.
[00:17:34.540 --> 00:17:37.620]   Flexibility is key, I think, both in terms of privacy
[00:17:37.620 --> 00:17:40.180]   and in terms of managing compute and bandwidth.
[00:17:40.180 --> 00:17:44.100]   - And I guess, how do you think about
[00:17:44.100 --> 00:17:46.540]   the evaluation of your models?
[00:17:46.540 --> 00:17:48.740]   Like maybe let's just take the object recognition
[00:17:48.740 --> 00:17:51.300]   to be really concrete.
[00:17:51.300 --> 00:17:54.020]   Like I would think that every customer
[00:17:54.020 --> 00:17:57.700]   would have sort of different levels of quality
[00:17:57.700 --> 00:17:58.540]   in their object recognition,
[00:17:58.540 --> 00:17:59.980]   depending on what cameras they're using,
[00:17:59.980 --> 00:18:04.820]   like what the background looks like even.
[00:18:04.820 --> 00:18:07.940]   And then I would imagine that both kinds of errors
[00:18:07.940 --> 00:18:08.780]   are bad for you, right?
[00:18:08.780 --> 00:18:11.380]   Like you don't want false positives, obviously,
[00:18:11.380 --> 00:18:14.140]   and then you also don't want false negatives,
[00:18:14.140 --> 00:18:15.500]   'cause there's sort of operator fatigue,
[00:18:15.500 --> 00:18:18.020]   but then also I'd imagine that you might be violating
[00:18:18.020 --> 00:18:22.180]   contracts if you sort of miss like a real event
[00:18:22.180 --> 00:18:23.380]   that you wanna trigger.
[00:18:23.380 --> 00:18:25.420]   So how do you think about that?
[00:18:25.420 --> 00:18:26.940]   - That's an excellent question.
[00:18:26.940 --> 00:18:29.180]   And I think it also comes back to one of the reasons
[00:18:29.180 --> 00:18:31.940]   why we work with weights and biases,
[00:18:31.940 --> 00:18:34.740]   and then is essentially exactly that.
[00:18:34.740 --> 00:18:36.380]   Evaluation of these things have gotten
[00:18:36.380 --> 00:18:38.340]   a lot more complicated and nuanced,
[00:18:38.340 --> 00:18:40.180]   I would say, even over the last few years,
[00:18:40.180 --> 00:18:42.660]   where initially a lot of vendors,
[00:18:42.660 --> 00:18:45.100]   including us, train one model essentially
[00:18:45.100 --> 00:18:46.580]   that is deployed on the camera,
[00:18:46.580 --> 00:18:48.860]   and you can essentially buy a camera and use it anywhere.
[00:18:48.860 --> 00:18:50.500]   What we've learned over the last few years
[00:18:50.500 --> 00:18:52.700]   is that these different form factors,
[00:18:52.700 --> 00:18:53.860]   different fields of view,
[00:18:53.860 --> 00:18:56.060]   different environmental conditions mean that
[00:18:56.060 --> 00:18:59.340]   it really doesn't matter how much data you have,
[00:18:59.340 --> 00:19:01.580]   there's always going to be an element to that
[00:19:01.580 --> 00:19:05.380]   that needs to be essentially adapted to the customer.
[00:19:05.380 --> 00:19:07.820]   So in terms of evaluation,
[00:19:07.820 --> 00:19:09.620]   how we look at it is we kind of break
[00:19:09.620 --> 00:19:11.420]   the machine learning components down
[00:19:11.420 --> 00:19:13.860]   to kind of its primitive pieces.
[00:19:13.860 --> 00:19:15.380]   So for an object detector,
[00:19:15.380 --> 00:19:17.580]   we may not change that as often,
[00:19:17.580 --> 00:19:19.220]   because that is something that uses
[00:19:19.220 --> 00:19:21.340]   the most diverse data that we have,
[00:19:21.340 --> 00:19:23.380]   is as generalizable as possible.
[00:19:23.380 --> 00:19:24.980]   The one thing you might do in that case
[00:19:24.980 --> 00:19:27.820]   is you may train different variants, different resolutions.
[00:19:27.820 --> 00:19:29.660]   You might have different models
[00:19:29.660 --> 00:19:31.460]   that deal with thermal, for example,
[00:19:31.460 --> 00:19:32.980]   we have thermal cameras that's trained
[00:19:32.980 --> 00:19:36.380]   on specific data that is specific to that.
[00:19:36.380 --> 00:19:39.020]   So you have models that don't change that often,
[00:19:39.020 --> 00:19:41.380]   but essentially provide you that core signal
[00:19:41.380 --> 00:19:42.540]   of where to look.
[00:19:42.540 --> 00:19:44.060]   And then as you go downstream,
[00:19:44.060 --> 00:19:45.900]   you might start getting much more specialized
[00:19:45.900 --> 00:19:48.740]   where a user might have very specific notion
[00:19:48.740 --> 00:19:51.380]   of what attributes they want to sub classify.
[00:19:51.380 --> 00:19:53.500]   And it's not the same across different users.
[00:19:53.500 --> 00:19:55.140]   This is where the cloud helps
[00:19:55.140 --> 00:19:58.580]   and also where we can deploy additional types of models.
[00:19:58.580 --> 00:19:59.780]   So in terms of evaluation,
[00:19:59.780 --> 00:20:01.540]   I would say that those types of models
[00:20:01.540 --> 00:20:05.700]   I evaluated on a much more fine grained case basis.
[00:20:05.700 --> 00:20:08.220]   So customer by customer, region by region,
[00:20:08.220 --> 00:20:10.660]   we kind of cluster different types of customer types
[00:20:10.660 --> 00:20:12.860]   to be able to understand how the models are doing.
[00:20:12.860 --> 00:20:16.020]   And I think part of it is also our customers
[00:20:16.020 --> 00:20:18.580]   have gotten a lot more used to video analytics
[00:20:18.580 --> 00:20:21.300]   driven systems where they will come to us and say,
[00:20:21.300 --> 00:20:24.140]   "Hey, this isn't performing this well in this situation."
[00:20:24.140 --> 00:20:27.580]   At that point, we'll go and take a look with the customer.
[00:20:27.580 --> 00:20:30.500]   We would collect data to try to understand what's going on.
[00:20:30.500 --> 00:20:32.180]   And then our machine learning teams would dig in
[00:20:32.180 --> 00:20:33.780]   to try to make adjustments
[00:20:33.780 --> 00:20:35.300]   essentially based on that customer.
[00:20:35.300 --> 00:20:37.340]   So being able to actually do that
[00:20:37.340 --> 00:20:38.900]   and scale a machine learning team
[00:20:38.900 --> 00:20:40.580]   has been one of the big challenges
[00:20:40.580 --> 00:20:41.940]   I would say in the last couple of years
[00:20:41.940 --> 00:20:44.900]   where we've really focused on the best tools.
[00:20:44.900 --> 00:20:47.540]   So started with data and data operations.
[00:20:47.540 --> 00:20:50.660]   So we worked with figure eight when they transitioned up
[00:20:50.660 --> 00:20:52.580]   and I know that's kind of like your background.
[00:20:52.580 --> 00:20:55.620]   And when I came in and started running the team over here,
[00:20:55.620 --> 00:20:57.140]   that was my number one concern,
[00:20:57.140 --> 00:21:00.460]   which is data, data annotation and data efficiency.
[00:21:00.460 --> 00:21:02.180]   I think now we've got a good handle
[00:21:02.180 --> 00:21:04.180]   on working with different annotation vendors.
[00:21:04.180 --> 00:21:05.780]   And we realized that you kind of need
[00:21:05.780 --> 00:21:08.740]   a multiplicity of annotators and different,
[00:21:08.740 --> 00:21:11.100]   coverage to be able to do these different tasks.
[00:21:11.100 --> 00:21:12.700]   Now what's happened is evaluation
[00:21:12.700 --> 00:21:14.180]   has become a bigger problem,
[00:21:14.180 --> 00:21:17.580]   which is how do I connect my inference infrastructure
[00:21:17.580 --> 00:21:19.660]   with my machine learning evaluation tools?
[00:21:19.660 --> 00:21:21.940]   How do I visualize that information
[00:21:21.940 --> 00:21:23.380]   so the different stakeholders,
[00:21:23.380 --> 00:21:25.220]   whether it's a firmware engineer
[00:21:25.220 --> 00:21:27.140]   or a machine learning engineer can see
[00:21:27.140 --> 00:21:30.060]   how did my new model do compared to my previous model?
[00:21:30.060 --> 00:21:32.620]   And this specific customer problem that we fixed,
[00:21:32.620 --> 00:21:34.620]   how did it affect all the other customers?
[00:21:34.620 --> 00:21:38.700]   And so managing annotated image datasets,
[00:21:38.700 --> 00:21:41.220]   custom visualizations, adding loggers
[00:21:41.220 --> 00:21:43.380]   to our visualization system,
[00:21:43.380 --> 00:21:45.740]   so it can actually deal with our machine learning
[00:21:45.740 --> 00:21:47.860]   training repos and our model zoos.
[00:21:47.860 --> 00:21:50.980]   This has become probably the biggest area of concentration
[00:21:50.980 --> 00:21:53.660]   I would say in the last 12 to 18 months,
[00:21:53.660 --> 00:21:56.220]   which is why we use tools like weights and biases
[00:21:56.220 --> 00:21:58.220]   across our team, because it makes it impossible
[00:21:58.220 --> 00:22:00.820]   to actually, we can do the evaluation,
[00:22:00.820 --> 00:22:02.980]   it's bookkeeping for those measuring
[00:22:02.980 --> 00:22:04.420]   across those different datasets
[00:22:04.420 --> 00:22:07.540]   and actually increasing our speed to be able to do that
[00:22:07.540 --> 00:22:09.620]   is probably the biggest, I would say
[00:22:09.620 --> 00:22:12.300]   that the barrier to entry right now is probably that
[00:22:12.300 --> 00:22:14.540]   in terms of getting new models out.
[00:22:14.540 --> 00:22:18.220]   - So does every customer kind of get their own evaluation
[00:22:18.220 --> 00:22:20.980]   before it goes live?
[00:22:20.980 --> 00:22:23.460]   - Typically no, 'cause we have so many customers,
[00:22:23.460 --> 00:22:25.540]   we have thousands and thousands of customers,
[00:22:25.540 --> 00:22:27.740]   so that becomes very difficult.
[00:22:27.740 --> 00:22:30.660]   I would say the thing that we've learned to do is,
[00:22:30.660 --> 00:22:32.660]   so a lot of customers, if they have an issue
[00:22:32.660 --> 00:22:34.900]   with a particular model or the analytics
[00:22:34.900 --> 00:22:36.420]   will come through support,
[00:22:36.420 --> 00:22:38.580]   it'll get triaged into our machine learning team,
[00:22:38.580 --> 00:22:39.500]   for example.
[00:22:39.500 --> 00:22:41.620]   What we try to do is figure out
[00:22:41.620 --> 00:22:43.860]   if what this customer is seeing, is it common?
[00:22:43.860 --> 00:22:45.860]   What other customers may be having this issue?
[00:22:45.860 --> 00:22:47.940]   How do we kind of cluster and segment that
[00:22:47.940 --> 00:22:49.460]   so that we can go off to the problem?
[00:22:49.460 --> 00:22:51.500]   Because as you know, time,
[00:22:51.500 --> 00:22:53.140]   machine learning time is precious.
[00:22:53.140 --> 00:22:55.420]   And so we try not to solve problems
[00:22:55.420 --> 00:22:57.900]   that end up truly being a one-off.
[00:22:57.900 --> 00:22:59.540]   There may be other ways that a customer
[00:22:59.540 --> 00:23:01.460]   may be able to deal with that problem.
[00:23:01.460 --> 00:23:03.740]   And also you have to separate model performance
[00:23:03.740 --> 00:23:06.460]   from installation and other things like that,
[00:23:06.460 --> 00:23:08.860]   where a customer, like their camera might have moved.
[00:23:08.860 --> 00:23:11.020]   They might have not positioned it
[00:23:11.020 --> 00:23:12.700]   in the right way for that task.
[00:23:12.700 --> 00:23:14.620]   And actually this is some of the stuff
[00:23:14.620 --> 00:23:16.060]   that we're doing now in the cloud
[00:23:16.060 --> 00:23:18.620]   to be able to do things like camera help.
[00:23:18.620 --> 00:23:21.100]   Use machine learning to determine
[00:23:21.100 --> 00:23:24.140]   if the camera has moved, if there's a spider web on it.
[00:23:24.140 --> 00:23:25.740]   I mean, things as simple as that,
[00:23:25.740 --> 00:23:27.340]   because initially that used to just hit
[00:23:27.340 --> 00:23:28.380]   the machine learning team.
[00:23:28.380 --> 00:23:31.620]   And they were like, why are you seeing bad performance?
[00:23:31.620 --> 00:23:34.820]   Okay, after a bunch of back and forth with the customer,
[00:23:34.820 --> 00:23:36.380]   you find out this is the problem.
[00:23:36.380 --> 00:23:37.700]   Okay, we want to automate that.
[00:23:37.700 --> 00:23:38.780]   We want to use machine learning
[00:23:38.780 --> 00:23:40.780]   to help us find issues like that.
[00:23:40.780 --> 00:23:44.020]   And so that's not as exciting as,
[00:23:44.020 --> 00:23:47.180]   maybe developing the next object detector,
[00:23:47.180 --> 00:23:48.900]   focusing on a new backbone
[00:23:48.900 --> 00:23:50.340]   that gives us much better performance.
[00:23:50.340 --> 00:23:53.420]   It's things like this that really help us save time
[00:23:53.420 --> 00:23:54.340]   in the machine learning team
[00:23:54.340 --> 00:23:56.700]   so that we can do more interesting things.
[00:23:56.700 --> 00:24:01.380]   - This is probably not a well formulated question,
[00:24:01.380 --> 00:24:02.220]   but I'm just kind of curious,
[00:24:02.220 --> 00:24:04.980]   how many models are you working on at any given time?
[00:24:04.980 --> 00:24:09.980]   Like how many models do you have live in customer sites?
[00:24:09.980 --> 00:24:13.220]   - So, because, you know,
[00:24:13.220 --> 00:24:15.900]   so I run the AI team at Motorola.
[00:24:15.900 --> 00:24:17.220]   It's not just computer vision,
[00:24:17.220 --> 00:24:19.980]   it's speech and audio, language and NLP.
[00:24:19.980 --> 00:24:21.300]   So across all of those,
[00:24:21.300 --> 00:24:23.460]   that's probably a very large number of models.
[00:24:23.460 --> 00:24:26.580]   If we focus just on kind of the video space,
[00:24:26.580 --> 00:24:29.060]   I would say we're still looking at, you know,
[00:24:29.060 --> 00:24:30.060]   under a hundred models.
[00:24:30.060 --> 00:24:31.700]   So like tens of models.
[00:24:31.700 --> 00:24:33.420]   And very, very specifically,
[00:24:33.420 --> 00:24:34.940]   we've tried to keep a handle on it
[00:24:34.940 --> 00:24:38.220]   because I think there is definitely a need
[00:24:38.220 --> 00:24:40.020]   for more custom solutions,
[00:24:40.020 --> 00:24:41.780]   but managing those solutions,
[00:24:41.780 --> 00:24:43.140]   as you pointed out before,
[00:24:43.140 --> 00:24:45.300]   we wanna make sure that we have the ability
[00:24:45.300 --> 00:24:46.740]   to monitor those effectively,
[00:24:46.740 --> 00:24:48.740]   be able to evaluate those effectively.
[00:24:48.740 --> 00:24:51.780]   So it's still a relatively small number of models,
[00:24:51.780 --> 00:24:54.420]   but they touch many, many, many, many customers.
[00:24:54.420 --> 00:24:58.660]   And so monitoring and evaluation becomes a huge problem,
[00:24:58.660 --> 00:25:00.340]   as well as going back to annotation.
[00:25:00.340 --> 00:25:01.780]   I mean, we're looking at other things
[00:25:01.780 --> 00:25:04.820]   like weak labeling approaches, confident learning.
[00:25:04.820 --> 00:25:07.140]   Alex Ratner over at Stanford,
[00:25:07.140 --> 00:25:10.100]   you know, Snorkel AI, the company that they spun out.
[00:25:10.100 --> 00:25:12.380]   We used Snorkel actually a few years ago
[00:25:12.380 --> 00:25:14.180]   when it was an open source project.
[00:25:14.180 --> 00:25:17.460]   And it was difficult mostly because of all the engineering
[00:25:17.460 --> 00:25:19.540]   and plumbing needed to actually make that happen.
[00:25:19.540 --> 00:25:22.020]   And now that's what I think Alex's startup is doing now
[00:25:22.020 --> 00:25:22.900]   with Snorkel flow.
[00:25:22.900 --> 00:25:25.260]   And, you know, I talked to him, you know, recently,
[00:25:25.260 --> 00:25:27.460]   I think it's solutions like that,
[00:25:27.460 --> 00:25:30.340]   we really need to get into the edge cases for AI.
[00:25:30.340 --> 00:25:33.380]   I think you don't have data from all these customers
[00:25:33.380 --> 00:25:35.700]   and a lot of customers don't feel comfortable sharing data,
[00:25:35.700 --> 00:25:37.540]   which is completely, I think, fine.
[00:25:37.540 --> 00:25:39.540]   We have to find other ways to solve the problem.
[00:25:39.540 --> 00:25:43.460]   So another example is a company called Clean Lab,
[00:25:43.460 --> 00:25:45.380]   which is how do you learn with noisy data?
[00:25:45.380 --> 00:25:47.860]   You know, at that point,
[00:25:47.860 --> 00:25:50.500]   you've accumulated a massive amount of data
[00:25:50.500 --> 00:25:52.020]   from different places,
[00:25:52.020 --> 00:25:54.260]   label quality may be highly questionable.
[00:25:54.260 --> 00:25:55.700]   So then the question becomes,
[00:25:55.700 --> 00:25:57.700]   okay, how do I actually reason across that
[00:25:57.700 --> 00:25:58.500]   in a systematic way?
[00:25:58.500 --> 00:25:59.220]   I know you're smiling
[00:25:59.220 --> 00:26:01.460]   'cause these are the exact things that I think,
[00:26:01.460 --> 00:26:02.900]   you know, why weights and biases
[00:26:02.900 --> 00:26:04.500]   helps a lot of its customers deal with.
[00:26:04.500 --> 00:26:06.900]   But I think this is what I mean
[00:26:06.900 --> 00:26:09.540]   when I say the complexity for a machine learning team
[00:26:09.540 --> 00:26:11.300]   is actually exponentially increasing
[00:26:11.300 --> 00:26:14.980]   is you have to look at these other machine driven ways
[00:26:14.980 --> 00:26:17.300]   to increase the quality of your data
[00:26:17.300 --> 00:26:18.980]   and augment your data sets.
[00:26:18.980 --> 00:26:20.500]   So now you have to evaluate those.
[00:26:20.500 --> 00:26:23.780]   You have to evaluate models that actually help your data,
[00:26:23.780 --> 00:26:25.300]   which also need to be evaluated.
[00:26:25.300 --> 00:26:27.460]   And so I think just getting a handle on that
[00:26:27.460 --> 00:26:29.620]   is one of the challenges that we have.
[00:26:29.620 --> 00:26:32.100]   - So this is a really practical question,
[00:26:32.100 --> 00:26:33.540]   but I feel like a lot of people ask me
[00:26:33.540 --> 00:26:35.540]   what best practices here.
[00:26:35.540 --> 00:26:38.580]   When a customer complains,
[00:26:38.580 --> 00:26:39.780]   like someone is like,
[00:26:39.780 --> 00:26:41.620]   "Hey, you know, this thing did the wrong thing
[00:26:41.620 --> 00:26:42.500]   in this situation."
[00:26:42.500 --> 00:26:45.940]   How do you actually triage that?
[00:26:45.940 --> 00:26:48.660]   And what are the like likely things
[00:26:48.660 --> 00:26:50.740]   that you end up doing to fix it?
[00:26:50.740 --> 00:26:52.820]   - Yeah, really good question.
[00:26:52.820 --> 00:26:55.220]   I think, especially when it's distributed
[00:26:55.220 --> 00:26:56.260]   computer computation,
[00:26:56.260 --> 00:26:58.500]   where they've got a camera that's running an AI model
[00:26:58.500 --> 00:26:59.780]   or a bunch of AI models,
[00:26:59.780 --> 00:27:01.140]   they've got a server on premises
[00:27:01.140 --> 00:27:03.140]   that is also running AI and cloud.
[00:27:03.140 --> 00:27:04.660]   So the customer doesn't care
[00:27:04.660 --> 00:27:06.500]   and they shouldn't care where any of that is running.
[00:27:06.500 --> 00:27:10.420]   They'll just say a particular event is false positive.
[00:27:10.420 --> 00:27:13.060]   The false positive rate has increased dramatically.
[00:27:13.060 --> 00:27:16.500]   I'm seeing this problem, go solve it.
[00:27:16.500 --> 00:27:19.780]   And so typically that hits our support team.
[00:27:19.780 --> 00:27:22.420]   And I think we are continually trying to make sure
[00:27:22.420 --> 00:27:24.740]   that we're giving our support teams the better tools
[00:27:24.740 --> 00:27:25.860]   to be able to triage it.
[00:27:25.860 --> 00:27:28.260]   I know this is a problem that you guys
[00:27:28.260 --> 00:27:29.380]   are very familiar with as well,
[00:27:29.380 --> 00:27:31.300]   where otherwise it's a sieve.
[00:27:31.300 --> 00:27:34.260]   It passes straight through down to the AI team.
[00:27:34.260 --> 00:27:36.340]   And now you have machine learning engineers
[00:27:36.340 --> 00:27:39.620]   and data scientists getting involved way too early.
[00:27:39.620 --> 00:27:42.740]   - And okay, before you, sorry, before you go on,
[00:27:42.740 --> 00:27:44.580]   I'm just curious, are there any tools that you've used
[00:27:44.580 --> 00:27:46.180]   that you kind of recommend?
[00:27:46.180 --> 00:27:50.180]   Like are you using any kind of ML explainability tools
[00:27:50.180 --> 00:27:51.300]   or is it kind of home built?
[00:27:51.300 --> 00:27:52.100]   And if it's home built,
[00:27:52.100 --> 00:27:54.500]   what kinds of things are you showing to the support team?
[00:27:54.500 --> 00:27:55.940]   - So it's a mix.
[00:27:55.940 --> 00:27:59.860]   So first thing that we built a lot of in-house
[00:27:59.860 --> 00:28:01.300]   is a lot of visual tools.
[00:28:01.300 --> 00:28:03.220]   So you know the system,
[00:28:03.220 --> 00:28:04.820]   if you can get video from the system,
[00:28:04.820 --> 00:28:07.060]   you have video clips or you have images.
[00:28:07.060 --> 00:28:08.100]   How can I feed that in
[00:28:08.100 --> 00:28:10.420]   and dump diagnostic data immediately so that,
[00:28:10.420 --> 00:28:12.580]   and then distill that diagnostic data
[00:28:12.580 --> 00:28:15.380]   so that support team can at least try to figure out
[00:28:15.380 --> 00:28:16.580]   where the problem is.
[00:28:16.580 --> 00:28:18.420]   Is it happening in object detection?
[00:28:18.420 --> 00:28:20.820]   Is it happening because of a classification problem?
[00:28:20.820 --> 00:28:22.580]   Is it happening because of the environment?
[00:28:22.580 --> 00:28:23.620]   The environment has changed
[00:28:23.620 --> 00:28:25.860]   where your performance dropped off a cliff.
[00:28:25.860 --> 00:28:29.860]   So we built some homegrown tools specifically for cameras
[00:28:29.860 --> 00:28:31.780]   because the camera is probably one
[00:28:31.780 --> 00:28:33.460]   of the most difficult things to debug
[00:28:33.460 --> 00:28:37.460]   because you have essentially AI running on a firmware build.
[00:28:37.460 --> 00:28:39.460]   We do have to do manual field testing
[00:28:39.460 --> 00:28:40.500]   of those cameras as well.
[00:28:40.500 --> 00:28:43.860]   You can't just test it upstream when we generate a model.
[00:28:43.860 --> 00:28:46.340]   So a lot of that homegrown tools
[00:28:46.340 --> 00:28:48.180]   are particularly to deal with our cameras
[00:28:48.180 --> 00:28:50.340]   where we can dump the data and understand it.
[00:28:50.340 --> 00:28:53.380]   Explainability is a very interesting point.
[00:28:53.380 --> 00:28:54.820]   We're trying to do more of that
[00:28:54.820 --> 00:28:57.140]   where we're trying to work with a few more tools
[00:28:57.140 --> 00:29:00.420]   that exist out there where not only can we get
[00:29:00.420 --> 00:29:01.860]   some of that meaningful information out,
[00:29:01.860 --> 00:29:03.620]   we can map it to what they understand.
[00:29:03.620 --> 00:29:05.780]   Because as you go up the stack,
[00:29:05.780 --> 00:29:07.460]   different levels of sophistication,
[00:29:07.460 --> 00:29:09.060]   I would say in terms of what we run.
[00:29:09.060 --> 00:29:11.140]   I think the really important part
[00:29:11.140 --> 00:29:14.020]   is feeding that information back into our evaluation
[00:29:14.020 --> 00:29:15.300]   where you started.
[00:29:15.300 --> 00:29:17.140]   If we have a problem with a customer
[00:29:17.140 --> 00:29:18.980]   and the support team is able to identify it,
[00:29:18.980 --> 00:29:21.140]   maybe they pass it to our QA team.
[00:29:21.140 --> 00:29:24.020]   So now the QA team has more sophisticated tools.
[00:29:24.020 --> 00:29:26.980]   They actually do use weights and biases today.
[00:29:26.980 --> 00:29:30.900]   So for example, they can go and check
[00:29:30.900 --> 00:29:33.540]   the machine learning teams last whatever X releases
[00:29:33.540 --> 00:29:35.220]   and all of the results are there.
[00:29:35.220 --> 00:29:37.460]   They can go and run an evaluation by themselves.
[00:29:37.460 --> 00:29:39.140]   We've made it as turnkey as possible.
[00:29:39.140 --> 00:29:41.540]   So the level at which the AI team operates
[00:29:41.540 --> 00:29:43.380]   is different to where the QA team operates
[00:29:43.380 --> 00:29:44.340]   where it's dead simple.
[00:29:44.340 --> 00:29:46.740]   We've put some kind of abstracted UI on top of it
[00:29:46.740 --> 00:29:50.020]   where they can essentially run the same type of evaluation
[00:29:50.020 --> 00:29:51.940]   over the new data that has the problem,
[00:29:51.940 --> 00:29:55.460]   be able to understand, okay, where the problem is happening
[00:29:55.460 --> 00:29:56.900]   and then involve the AI team
[00:29:56.900 --> 00:29:59.860]   where they can jump in and actually do this.
[00:29:59.860 --> 00:30:02.100]   I mean, I can't underplay how big a difference
[00:30:02.100 --> 00:30:05.380]   this has made because initially all of those requests
[00:30:05.380 --> 00:30:07.060]   were coming straight into the AI team
[00:30:07.060 --> 00:30:10.020]   where we're getting overwhelmed with requests
[00:30:10.020 --> 00:30:11.700]   and a lot of it is triage.
[00:30:11.700 --> 00:30:14.740]   I would say like 70% of the time,
[00:30:14.740 --> 00:30:16.900]   I would say on average is triaging
[00:30:16.900 --> 00:30:18.020]   and identifying the problem.
[00:30:18.020 --> 00:30:20.660]   Fixing the problem is typically not too bad
[00:30:20.660 --> 00:30:22.660]   with the exception of problems
[00:30:22.660 --> 00:30:24.580]   where you have gaps in your data
[00:30:24.580 --> 00:30:26.500]   or something more fundamental that you need to fix.
[00:30:26.500 --> 00:30:30.180]   - And what are the like kind of fundamental problems
[00:30:30.180 --> 00:30:30.820]   that you might have?
[00:30:30.820 --> 00:30:32.820]   Like the ones that are really tough to fix?
[00:30:32.820 --> 00:30:35.540]   - I think typically that happens
[00:30:35.540 --> 00:30:38.500]   when our datasets essentially don't have coverage
[00:30:38.500 --> 00:30:42.020]   where you essentially hit a particular environment
[00:30:42.020 --> 00:30:43.060]   or a field of view
[00:30:43.060 --> 00:30:46.580]   where you just don't have the training data in the model
[00:30:46.580 --> 00:30:48.500]   to be able to actually adequately deal with it.
[00:30:48.500 --> 00:30:52.580]   Or actually you might have a new model.
[00:30:52.580 --> 00:30:55.620]   So for example, some of the new models we're working on
[00:30:55.620 --> 00:30:57.380]   specifically focus on identifying
[00:30:57.380 --> 00:30:59.620]   very small objects at distance.
[00:30:59.620 --> 00:31:01.860]   That is a very difficult problem
[00:31:01.860 --> 00:31:03.380]   because it's difficult for a human
[00:31:03.380 --> 00:31:05.060]   and it's difficult for a CNN.
[00:31:05.060 --> 00:31:08.500]   When you try to disambiguate something at 300 meters,
[00:31:08.500 --> 00:31:09.780]   it's basically a patch.
[00:31:09.780 --> 00:31:12.420]   I mean, at that point, you're just doing motion detection.
[00:31:12.420 --> 00:31:14.980]   So you have to think outside the box a little bit
[00:31:14.980 --> 00:31:17.140]   in terms of figuring out what that is.
[00:31:17.140 --> 00:31:19.780]   But typically that's one example
[00:31:19.780 --> 00:31:21.460]   where many of our customers,
[00:31:21.460 --> 00:31:24.100]   they still use AI for perimeter protection.
[00:31:24.100 --> 00:31:26.820]   So object detection at range
[00:31:26.820 --> 00:31:30.500]   is something that is a constant query, I would say,
[00:31:30.500 --> 00:31:33.380]   especially after we moved to deep learning-based analytics.
[00:31:33.380 --> 00:31:36.500]   In some cases, customers think that previous generation
[00:31:36.500 --> 00:31:38.660]   of cascade-based models like worked better
[00:31:38.660 --> 00:31:40.900]   because they don't actually have to do detection.
[00:31:40.900 --> 00:31:43.860]   It's essentially blob identification and motion detection.
[00:31:43.860 --> 00:31:46.660]   So when they lost some of that capability,
[00:31:46.660 --> 00:31:49.060]   they're like, "Well, why isn't the CNN,
[00:31:49.060 --> 00:31:50.980]   why isn't the object detector actually picking this up?"
[00:31:50.980 --> 00:31:52.820]   And you kind of have to explain it to them.
