
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:17:36.700 --> 00:17:39.260]   Like besides inspiring kids to do basketball,
[00:17:39.260 --> 00:17:40.700]   I don't know if that's what your purpose is,
[00:17:40.700 --> 00:17:42.540]   but you know, you got a family now.
[00:17:42.540 --> 00:17:43.580]   What is your purpose,
[00:17:43.580 --> 00:17:45.300]   and why do you kind of feel like you're here?
[00:17:45.300 --> 00:17:47.780]   Like why do you think God gave you these talents?
[00:17:47.780 --> 00:17:54.540]   - When, if you remember, when we won the championship,
[00:17:54.540 --> 00:17:57.340]   they put like a video of the people,
[00:17:57.340 --> 00:17:59.100]   like celebrating at their homes.
[00:17:59.100 --> 00:17:59.940]   - Yeah.
[00:17:59.940 --> 00:18:01.780]   - I get goosebumps, crazy.
[00:18:01.780 --> 00:18:04.260]   Like we affect so many people,
[00:18:04.260 --> 00:18:07.540]   just by playing basketball.
[00:18:07.540 --> 00:18:09.500]   So I think it's make people happy,
[00:18:09.500 --> 00:18:11.460]   you know, make other people happy.
[00:18:11.460 --> 00:18:13.860]   I think that's supposed to be our goal.
[00:18:13.860 --> 00:18:15.900]   Like that, when I realized,
[00:18:15.900 --> 00:18:16.900]   when we won the championship,
[00:18:16.900 --> 00:18:19.260]   that I was like, for me, it's like, okay.
[00:18:19.260 --> 00:18:23.300]   I felt more relief than joy, if that makes any sense.
[00:18:24.900 --> 00:18:29.180]   And when I saw the video, I was like,
[00:18:29.180 --> 00:18:32.020]   oh, we affect so many people,
[00:18:32.020 --> 00:18:35.900]   like old, young kids, parents.
[00:18:35.900 --> 00:18:39.780]   Like it's, it was like, this is a big thing, you know?
[00:18:39.780 --> 00:18:40.620]   - Yeah.
[00:18:40.620 --> 00:18:42.820]   - And by the end of the day, we were just playing basketball.
[00:18:42.820 --> 00:18:46.540]   So I think, I think that's why we're on this planet Earth,
[00:18:46.540 --> 00:18:49.060]   to make other people happy.
[00:18:49.060 --> 00:18:50.860]   - Well, I think that's what makes you special, bro,
[00:18:50.860 --> 00:18:52.820]   is like your ability to be like selfless.
[00:18:52.820 --> 00:18:54.740]   Like it shows up in all areas of your life,
[00:18:54.740 --> 00:18:57.220]   the fact that you don't want to court how selfless you are,
[00:18:57.220 --> 00:18:59.060]   but also that you feel like your purpose
[00:18:59.060 --> 00:19:01.940]   is to make other people happy.
[00:19:01.940 --> 00:19:04.300]   The fact that even though you hate media,
[00:19:04.300 --> 00:19:05.780]   you know, I hit you and I was like, bro,
[00:19:05.780 --> 00:19:07.140]   would you hop on this podcast?
[00:19:07.140 --> 00:19:08.380]   And you're like, yeah, bro, anytime,
[00:19:08.380 --> 00:19:09.220]   wherever, whenever you want.
[00:19:09.220 --> 00:19:10.540]   Like, I think that's something,
[00:19:10.540 --> 00:19:11.860]   another thing I admire about you.
[00:19:11.860 --> 00:19:13.340]   So I just appreciate you getting on.
[00:19:13.340 --> 00:19:14.660]   - Of course, I'm not gonna lie,
[00:19:14.660 --> 00:19:17.500]   the best questions since I came to the NBA.
[00:19:17.500 --> 00:19:19.460]   For real, for real.
[00:19:19.460 --> 00:19:21.820]   - Appreciate you, though.
[00:19:21.820 --> 00:19:23.260]   My boy, I appreciate you.
[00:19:23.260 --> 00:19:24.100]   - Thank you, my friend.
[00:19:24.100 --> 00:19:24.940]   - Thank you, appreciate it.
[00:19:24.940 --> 00:19:25.780]   - Carry his mic out.
[00:19:25.780 --> 00:19:26.620]   - Yeah.
[00:19:26.620 --> 00:19:30.020]   (hip hop music)
[00:19:30.020 --> 00:19:31.780]   - Man, Nikola Jokic.
[00:19:31.780 --> 00:19:35.460]   That dude is a one of a kind dude.
[00:19:35.460 --> 00:19:37.020]   I could truly say that, you know.
[00:19:37.020 --> 00:19:39.980]   He's someone who, he doesn't like media.
[00:19:39.980 --> 00:19:41.980]   He doesn't like media at all, you know.
[00:19:41.980 --> 00:19:45.140]   So for me to hit him up and for him to just be so,
[00:19:45.140 --> 00:19:47.100]   just hop on here, you know,
[00:19:47.100 --> 00:19:50.380]   just without even questioning what it was, what I'm doing.
[00:19:50.380 --> 00:19:53.340]   He just was like, yeah, brother, anytime, any place.
[00:19:53.340 --> 00:19:55.460]   It shows just the type of person he is.
[00:19:55.460 --> 00:19:59.420]   You know, at the end when he talked about his purpose
[00:19:59.420 --> 00:20:03.260]   and like how he truly just wants to inspire people
[00:20:03.260 --> 00:20:06.900]   and make people happy, it really shows who he is.
[00:20:06.900 --> 00:20:10.580]   He's a really low-key dude who never has been for the fame,
[00:20:10.580 --> 00:20:12.620]   never has been for his own glory.
[00:20:12.620 --> 00:20:15.580]   He gets kind of almost like a little shy almost
[00:20:15.580 --> 00:20:17.180]   or a little kind of like deflective
[00:20:17.180 --> 00:20:20.460]   when people are constantly awarding him
[00:20:20.460 --> 00:20:23.340]   or, you know, even when coach brings up his stats
[00:20:23.340 --> 00:20:26.260]   in the locker room, he's almost like deflective of it,
[00:20:26.260 --> 00:20:28.820]   trying to praise other people and things like that.
[00:20:28.820 --> 00:20:32.460]   So over the years in my career,
[00:20:32.460 --> 00:20:35.620]   like playing with Nikola has made me, you know,
[00:20:35.620 --> 00:20:37.420]   obviously a better player.
[00:20:37.420 --> 00:20:39.580]   You know, he gives me so many open looks,
[00:20:39.580 --> 00:20:42.980]   but a better person as well, more disciplined.
[00:20:42.980 --> 00:20:47.660]   I think more, definitely with the routine and stuff,
[00:20:47.660 --> 00:20:50.860]   he's definitely, observing him and how he operates day to day
[00:20:50.860 --> 00:20:53.940]   has definitely helped me, but also the way he thinks,
[00:20:53.940 --> 00:20:55.780]   you know, how he is after a good game,
[00:20:55.780 --> 00:20:57.300]   how he is after a bad game.
[00:20:57.300 --> 00:21:01.300]   Just seeing his balance in life, you know.
[00:21:01.300 --> 00:21:03.900]   He's become a good friend of mine over the years,
[00:21:03.900 --> 00:21:06.660]   and I never would have thought that my first couple of years
[00:21:06.660 --> 00:21:08.340]   just because we're so different.
[00:21:08.340 --> 00:21:11.140]   I didn't understand his jokes.
[00:21:11.140 --> 00:21:13.780]   He didn't really understand my culture
[00:21:13.780 --> 00:21:16.660]   and how me and my friends joke around.
[00:21:16.660 --> 00:21:18.860]   But now it's crazy to see him kind of open up
[00:21:18.860 --> 00:21:22.100]   and just his personality has evolved
[00:21:22.100 --> 00:21:23.660]   and he's joking around just like us,
[00:21:23.660 --> 00:21:26.380]   and he's wanting to go out and go to dinners
[00:21:26.380 --> 00:21:28.620]   and do the things that we do.
[00:21:28.620 --> 00:21:33.620]   So it's been really enjoyable playing with Joker.
[00:21:33.620 --> 00:21:35.580]   What's another thing he talked about?
[00:21:35.580 --> 00:21:40.580]   I think just the not wanting to be on social media.
[00:21:43.540 --> 00:21:46.620]   He talked about one of his goals as,
[00:21:46.620 --> 00:21:48.620]   you know, when he's done playing,
[00:21:48.620 --> 00:21:50.060]   not wanting to even have a phone.
[00:21:50.060 --> 00:21:52.100]   This is something that we've talked about as well.
[00:21:52.100 --> 00:21:54.780]   We've had a lot of little conversations over the years
[00:21:54.780 --> 00:21:56.580]   where we're just chopping it up.
[00:21:56.580 --> 00:21:58.340]   I'll ask him questions, what he thinks about stuff,
[00:21:58.340 --> 00:21:59.620]   'cause I just see how different he is.
[00:21:59.620 --> 00:22:01.780]   And he said, you know, one of his goals
[00:22:01.780 --> 00:22:03.660]   is to not even have a phone when he's done.
[00:22:03.660 --> 00:22:06.580]   I think that that is very admirable
[00:22:06.580 --> 00:22:08.860]   just because of the day and age we live in.
[00:22:08.860 --> 00:22:12.100]   You know, people, I don't know if it's an American thing,
[00:22:12.540 --> 00:22:16.660]   but people are so thirsty these days for clout,
[00:22:16.660 --> 00:22:19.380]   for attention, for one-upping other people,
[00:22:19.380 --> 00:22:22.860]   for, you know, self-glory and being the man.
[00:22:22.860 --> 00:22:23.780]   And that's one person.
[00:22:23.780 --> 00:22:25.220]   If there's anybody that I know
[00:22:25.220 --> 00:22:29.380]   that has the ability and the right to self-promote
[00:22:29.380 --> 00:22:32.460]   and show off that they're the man is Nikola.
[00:22:32.460 --> 00:22:35.340]   You know, he is back-to-back MVP,
[00:22:35.340 --> 00:22:37.900]   finals MVP, world champion, you know,
[00:22:37.900 --> 00:22:39.300]   and he keeps getting better every year.
[00:22:39.300 --> 00:22:41.860]   He probably could be the MVP, like,
[00:22:41.860 --> 00:22:43.700]   every year of his career 'til he's done
[00:22:43.700 --> 00:22:47.540]   just because of the way he fills up the stat sheet,
[00:22:47.540 --> 00:22:48.620]   what he does for our team.
[00:22:48.620 --> 00:22:50.080]   You know, as long as we keep our core together,
[00:22:50.080 --> 00:22:51.140]   we're gonna win a lot of games.
[00:22:51.140 --> 00:22:53.060]   So it's very realistic that he could be
[00:22:53.060 --> 00:22:57.560]   in the MVP conversation for the next five, six, seven years.
[00:22:57.560 --> 00:23:01.340]   So if there's anybody who could self-promote, it's him.
[00:23:01.340 --> 00:23:03.420]   But he chooses not to.
[00:23:03.420 --> 00:23:04.980]   He chooses not to have an Instagram.
[00:23:04.980 --> 00:23:07.380]   He chooses to keep his private life very private.
[00:23:07.380 --> 00:23:09.260]   He chooses not to do the media.
[00:23:09.260 --> 00:23:12.700]   And I just think that that is,
[00:23:12.700 --> 00:23:15.440]   like, that's a special characteristic
[00:23:15.440 --> 00:23:17.120]   and it's something that not only me,
[00:23:17.120 --> 00:23:18.340]   but a lot of people can learn from
[00:23:18.340 --> 00:23:21.040]   because he has it all, you know.
[00:23:21.040 --> 00:23:24.260]   He is who he is, but he chooses to humble himself,
[00:23:24.260 --> 00:23:28.020]   to live his life, to, you know, make other people happy,
[00:23:28.020 --> 00:23:29.320]   inspire other people.
[00:23:29.320 --> 00:23:31.660]   And who knows?
[00:23:31.660 --> 00:23:33.020]   I don't know if it's an American thing,
[00:23:33.020 --> 00:23:35.620]   but we are just so absorbed in ourself, you know,
[00:23:35.620 --> 00:23:38.380]   in our own brand, pushing our own brand.
[00:23:38.380 --> 00:23:39.680]   Worried about ourself.
[00:23:39.680 --> 00:23:42.380]   That's something that I think we can learn from Nicola
[00:23:42.380 --> 00:23:44.940]   and just this episode of what he was talking about.
[00:23:44.940 --> 00:23:48.940]   Man, and then he talked about, you know, his wife
[00:23:48.940 --> 00:23:51.780]   and how he got married,
[00:23:51.780 --> 00:23:53.700]   how he knew it was the one or whatever.
[00:23:53.700 --> 00:23:55.980]   And that's weird because everyone I know
[00:23:55.980 --> 00:23:57.260]   in the NBA who's married,
[00:23:57.260 --> 00:24:00.060]   it's like someone from their childhood
[00:24:00.060 --> 00:24:01.540]   or someone who they grew up with,
[00:24:01.540 --> 00:24:03.980]   their childhood sweetheart.
[00:24:03.980 --> 00:24:07.220]   And so I didn't know that he knew her his whole life,
[00:24:07.220 --> 00:24:08.600]   but it makes sense.
[00:24:08.600 --> 00:24:10.580]   So he got a good one.
[00:24:10.580 --> 00:24:12.220]   You know, he got the kid.
[00:24:12.220 --> 00:24:13.780]   I've been over to his house
[00:24:13.780 --> 00:24:17.460]   and he lives just a very chill, quiet, normal life
[00:24:17.460 --> 00:24:20.360]   with his kid and his girl and, you know,
[00:24:20.360 --> 00:24:22.500]   his brothers are around.
[00:24:22.500 --> 00:24:25.220]   So I got to make it out to Serbia.
[00:24:25.220 --> 00:24:27.500]   AG went out there this past summer.
[00:24:27.500 --> 00:24:29.620]   So I'm going to go mess with Joker
[00:24:29.620 --> 00:24:32.020]   this, probably this upcoming summer
[00:24:32.020 --> 00:24:34.340]   and go see what the horses are about.
[00:24:34.340 --> 00:24:38.100]   And yeah, go from there 'cause, you know,
[00:24:38.100 --> 00:24:40.540]   there's a lot to learn from that dude.
[00:24:40.540 --> 00:24:44.100]   And it's not even the fact that he's so profoundly,
[00:24:44.100 --> 00:24:46.180]   like, outwardly wise.
[00:24:46.180 --> 00:24:48.620]   It's just the fact of how he lives his life is different.
[00:24:48.620 --> 00:24:51.380]   And that's what I think that is unique.
[00:24:51.380 --> 00:24:53.580]   And that's something that people could do more of,
[00:24:53.580 --> 00:24:56.820]   you know, conforming to the normal way of life.
[00:24:56.820 --> 00:24:57.780]   You don't need to do that.
[00:24:57.780 --> 00:25:00.180]   You can follow your own heart.
[00:25:00.180 --> 00:25:03.860]   And I think that takes some inward, you know,
[00:25:03.860 --> 00:25:04.940]   getting to know yourself.
[00:25:04.940 --> 00:25:07.580]   For me lately, it's been journaling,
[00:25:07.580 --> 00:25:09.300]   figuring out what I really want in life,
[00:25:09.300 --> 00:25:12.140]   who I really want to be, what I really want to do,
[00:25:12.140 --> 00:25:15.340]   what my motives are, you know, what my purpose is.
[00:25:15.340 --> 00:25:20.080]   It takes some inward kind of like work, I would say,
[00:25:20.080 --> 00:25:22.200]   because there's always going to be pressures
[00:25:22.200 --> 00:25:25.320]   from the outside that tell you who to be,
[00:25:25.320 --> 00:25:27.900]   how to act, all these things.
[00:25:27.900 --> 00:25:30.140]   But I think he knows himself.
[00:25:30.140 --> 00:25:31.940]   And that's why he comes off so authentic,
[00:25:31.940 --> 00:25:34.300]   because he's not trying to put on a front for anyone.
[00:25:34.300 --> 00:25:38.140]   He's not trying to live like anybody else.
[00:25:38.140 --> 00:25:40.900]   He just knows himself and he's unashamedly himself.
[00:25:40.900 --> 00:25:43.740]   And I think that that is another quality
[00:25:43.740 --> 00:25:47.460]   that is rare these days.
[00:25:47.460 --> 00:25:49.020]   He talked about our team, you know,
[00:25:49.020 --> 00:25:52.320]   and what the toughest matchups were for us
[00:25:52.320 --> 00:25:53.660]   and things like that.
[00:25:53.660 --> 00:25:55.740]   And we didn't really give away the blueprint
[00:25:55.740 --> 00:25:58.580]   because we found how to work our way around this.
[00:25:58.580 --> 00:26:01.060]   You know, the Wolves got us earlier this year
[00:26:01.060 --> 00:26:04.860]   by putting Cat on Yoke and then they had Rudy roaming.
[00:26:04.860 --> 00:26:07.020]   There's been some other teams who have done
[00:26:07.020 --> 00:26:10.300]   similar things, which I mean, it is, it is a good,
[00:26:10.300 --> 00:26:11.260]   it's a good formula.
[00:26:11.260 --> 00:26:12.700]   And I think the Timberwolves are really,
[00:26:12.700 --> 00:26:14.140]   really good this year.
[00:26:14.140 --> 00:26:16.540]   So they smacked us at their crib, you know,
[00:26:16.540 --> 00:26:18.900]   but that's nothing new for us.
[00:26:18.900 --> 00:26:20.300]   I would say some other teams have tried that
[00:26:20.300 --> 00:26:22.060]   where they put a guy on Yoke
[00:26:22.060 --> 00:26:24.560]   and then they have another bigger guy kind of roaming.
[00:26:25.560 --> 00:26:28.000]   But man, so much of our success as a team has been
[00:26:28.000 --> 00:26:30.720]   because that dude can just, he's a wizard on the court.
[00:26:30.720 --> 00:26:33.480]   He figures stuff out and then he'll talk to us, you know,
[00:26:33.480 --> 00:26:36.320]   and we figured, you know, just playing with him,
[00:26:36.320 --> 00:26:39.080]   we figured out ways to figure stuff out on our own too.
[00:26:39.080 --> 00:26:42.360]   But yeah, that is one of the reasons
[00:26:42.360 --> 00:26:44.040]   we won the championship because every team
[00:26:44.040 --> 00:26:46.280]   that we played in our championship run
[00:26:46.280 --> 00:26:47.460]   tried different strategies.
[00:26:47.460 --> 00:26:48.320]   You know, if that didn't work,
[00:26:48.320 --> 00:26:50.120]   they're switching to something else.
[00:26:51.400 --> 00:26:55.000]   So yeah, his IQ is his greatest attribute.
[00:26:55.000 --> 00:26:58.320]   His best skill, I would say, is his touch.
[00:26:58.320 --> 00:26:59.920]   You know, he doesn't miss those floaters,
[00:26:59.920 --> 00:27:01.520]   those layups around the rim,
[00:27:01.520 --> 00:27:03.920]   but his best attribute is his IQ
[00:27:03.920 --> 00:27:07.800]   and his ability to work around different defensive schemes
[00:27:07.800 --> 00:27:09.240]   that are thrown at us.
[00:27:09.240 --> 00:27:10.600]   Man, we got a squad.
[00:27:10.600 --> 00:27:12.400]   We really do.
[00:27:12.400 --> 00:27:17.400]   You know, our core of me, Jamal, AG, KCP, Big Fella,
[00:27:18.920 --> 00:27:21.800]   and, you know, the rest of our core of guys off the bench,
[00:27:21.800 --> 00:27:25.000]   CB, P-Watt, who am I missing?
[00:27:25.000 --> 00:27:26.640]   Really, we just got a squad.
[00:27:26.640 --> 00:27:30.360]   You know, Julian is a rookie who is really, really good.
[00:27:30.360 --> 00:27:31.680]   He's not getting a lot of minutes right now,
[00:27:31.680 --> 00:27:34.280]   but he'll blossom.
[00:27:34.280 --> 00:27:36.120]   We got a squad, so I'm excited.
[00:27:36.120 --> 00:27:39.640]   It's crazy because I got drafted to Denver,
[00:27:39.640 --> 00:27:43.800]   but so I've never really experienced being on another team,
[00:27:43.800 --> 00:27:46.400]   but from the stories that I hear of guys
[00:27:46.400 --> 00:27:49.040]   that have been traded to us,
[00:27:49.040 --> 00:27:51.000]   we have a different culture, you know?
[00:27:51.000 --> 00:27:53.040]   And I wouldn't really know that firsthand
[00:27:53.040 --> 00:27:54.440]   because I haven't seen these other teams,
[00:27:54.440 --> 00:27:56.480]   but everyone says, like, man, like,
[00:27:56.480 --> 00:27:59.840]   the way y'all operate, the way you play,
[00:27:59.840 --> 00:28:02.800]   the way you even act in the locker room,
[00:28:02.800 --> 00:28:06.880]   how y'all, like, enjoy each other's time off the court
[00:28:06.880 --> 00:28:07.720]   is different.
[00:28:07.720 --> 00:28:10.400]   We really got a team who enjoys being around each other.
[00:28:10.400 --> 00:28:12.200]   And like I said, man,
[00:28:12.200 --> 00:28:14.880]   Joker has not always been someone
[00:28:14.880 --> 00:28:16.680]   that I can, like, really kick it with.
[00:28:16.680 --> 00:28:18.560]   Like, he really wasn't.
[00:28:18.560 --> 00:28:20.880]   I think we probably just found each other a little weird,
[00:28:20.880 --> 00:28:21.800]   you know, which is normal.
[00:28:21.800 --> 00:28:23.440]   I think people coming from...
[00:28:23.440 --> 00:28:26.080]   So he would just stick to his guys from overseas,
[00:28:26.080 --> 00:28:30.840]   you know, Vlad Coe and some of the strength trainers.
[00:28:30.840 --> 00:28:33.720]   But over the years, he's really become my boy.
[00:28:33.720 --> 00:28:35.880]   And we'll do stuff as a team.
[00:28:35.880 --> 00:28:39.280]   You know, when we were in San Diego for training camp,
[00:28:39.280 --> 00:28:40.480]   we went down to Tijuana,
[00:28:40.480 --> 00:28:42.240]   almost got stuck over there one year
[00:28:42.240 --> 00:28:44.000]   because he didn't even bring his ID.
[00:28:44.000 --> 00:28:45.600]   So we almost got stuck in Mexico
[00:28:45.600 --> 00:28:48.400]   and it was a whole ordeal.
[00:28:48.400 --> 00:28:49.320]   But we just had fun.
[00:28:49.320 --> 00:28:52.560]   We went to this little spot as a team, kicked it,
[00:28:52.560 --> 00:28:54.160]   probably came back way too late.
[00:28:54.160 --> 00:28:56.240]   I think we crossed the border back into America
[00:28:56.240 --> 00:28:58.400]   like 4.35 AM.
[00:28:58.400 --> 00:29:01.640]   But we have a lot of stories now as a team.
[00:29:01.640 --> 00:29:04.080]   It's cool that I've gotten to be here my whole career
[00:29:04.080 --> 00:29:06.240]   and I haven't been traded around.
[00:29:06.240 --> 00:29:07.080]   That's pretty rare.
[00:29:07.080 --> 00:29:10.920]   So, man, I couldn't ask for a better dude
[00:29:10.920 --> 00:29:13.200]   to share the court with.
[00:29:13.200 --> 00:29:18.760]   And yeah, man, I forgot to ask him about his brothers.
[00:29:18.760 --> 00:29:20.840]   I wanna ask him, I should've asked him about his brothers
[00:29:20.840 --> 00:29:24.960]   because his brothers are some crazy dudes, you know?
[00:29:24.960 --> 00:29:26.680]   They'll be at the games
[00:29:26.680 --> 00:29:28.760]   and like if we get into the slightest scuffle,
[00:29:28.760 --> 00:29:31.560]   they're standing up in their chairs, they're ready to go.
[00:29:31.560 --> 00:29:34.400]   You know, they're definitely ready to go whoop somebody.
[00:29:34.400 --> 00:29:36.520]   Like his brothers have got his back
[00:29:36.520 --> 00:29:38.400]   and I see them all around.
[00:29:38.400 --> 00:29:40.560]   There's some unique dudes.
[00:29:40.560 --> 00:29:41.760]   They're a lot different than Yoak.
[00:29:41.760 --> 00:29:44.240]   Like they carry themselves a lot different.
[00:29:44.240 --> 00:29:45.880]   But you know you can't play with Yoak
[00:29:45.880 --> 00:29:46.920]   'cause his brother's got his back
[00:29:46.920 --> 00:29:48.320]   and that's kinda how me and my brothers are.
[00:29:48.320 --> 00:29:50.320]   Like we all got each other's back.
[00:29:50.320 --> 00:29:51.960]   So it's cool to see that.
[00:29:51.960 --> 00:29:53.760]   He's really just a family guy at heart, man.
[00:29:53.760 --> 00:29:58.760]   He's a low-key, chill, funny family guy at heart
[00:29:58.760 --> 00:30:02.920]   who happens to be really good at basketball.
[00:30:02.920 --> 00:30:06.720]   He never thinks about the end goal of anything.
[00:30:06.720 --> 00:30:08.400]   I don't think he ever thought about getting MVP.
[00:30:08.400 --> 00:30:10.240]   He never cared about getting MVP.
[00:30:10.240 --> 00:30:13.880]   He never thought about winning a championship.
[00:30:13.880 --> 00:30:17.600]   He just followed the steps in front of him
[00:30:17.600 --> 00:30:19.040]   and he was present in the moment
[00:30:19.040 --> 00:30:20.800]   and these things happen to be,
[00:30:20.800 --> 00:30:23.400]   he talked about in the interview about like slowly,
[00:30:23.400 --> 00:30:26.160]   you know, he just went up, up, up, up, up.
[00:30:26.160 --> 00:30:28.360]   And I think it's because he never was thinking
[00:30:28.360 --> 00:30:29.840]   about the goals in mind.
[00:30:29.840 --> 00:30:34.320]   We have a saying in the weight room, habits, not goals.
[00:30:34.320 --> 00:30:37.680]   I think in America, we have this notion
[00:30:37.680 --> 00:30:40.800]   of you have to set these far out goals
[00:30:40.800 --> 00:30:42.640]   and these things will make you happy.
[00:30:42.640 --> 00:30:46.440]   But, you know, from my experience
[00:30:46.440 --> 00:30:49.680]   and something I've learned over time is it's the process
[00:30:49.680 --> 00:30:52.280]   and it's the habits you build and the person you become
[00:30:52.280 --> 00:30:54.480]   that eventually allow you to reach your goals.
[00:30:54.480 --> 00:30:56.000]   If you just have this goal in mind
[00:30:56.000 --> 00:30:58.360]   and you're striving and stressing to get it,
[00:30:58.360 --> 00:31:00.360]   like sometimes it will elude you
[00:31:00.360 --> 00:31:04.360]   because it causes you to be stressed out, anxious,
[00:31:04.360 --> 00:31:07.020]   and you really miss out on a big piece of life,
[00:31:07.020 --> 00:31:09.720]   which is the process, becoming who you need to be
[00:31:09.720 --> 00:31:12.840]   in the process.
[00:31:12.840 --> 00:31:15.560]   And that's something that our team as a whole
[00:31:15.560 --> 00:31:17.800]   kind of preaches is habits, not goals.
[00:31:17.800 --> 00:31:20.280]   We're not worried about winning a championship right now.
[00:31:20.280 --> 00:31:23.260]   We're worried about building the habits
[00:31:23.260 --> 00:31:26.760]   that will allow us to eventually win enough games
[00:31:26.760 --> 00:31:28.360]   to eventually win a championship.
[00:31:28.360 --> 00:31:31.960]   And that's something that I think, yeah, over here we miss.
[00:31:31.960 --> 00:31:34.560]   You know, we think that the certain goal or this thing
[00:31:34.560 --> 00:31:36.720]   or that thing will make us happy and then we get it.
[00:31:36.720 --> 00:31:41.720]   And it makes us happy for a week or two, if that.
[00:31:41.720 --> 00:31:43.420]   And then you have a new goal
[00:31:43.420 --> 00:31:45.820]   and you're not happy until you reach that goal.
[00:31:45.820 --> 00:31:49.040]   Yeah, I don't think that's the right way to live.
[00:31:49.040 --> 00:31:52.260]   But for some reason, you know, the American dream,
[00:31:52.260 --> 00:31:57.260]   that's the whole point of it is to like become somebody
[00:31:57.260 --> 00:32:02.420]   and do these big things, but you miss out on 99.9% of life
[00:32:02.420 --> 00:32:05.320]   because these goals that you may reach are like,
[00:32:05.320 --> 00:32:06.980]   they're just a thing that happens to you.
[00:32:06.980 --> 00:32:09.400]   You know, from firsthand experience,
[00:32:09.400 --> 00:32:11.380]   I thought all growing up, you know,
[00:32:11.380 --> 00:32:14.620]   my goal was to reach the NBA and boom, I got it.
[00:32:14.620 --> 00:32:15.460]   Now I'm in the NBA.
[00:32:15.460 --> 00:32:17.140]   Now I'm not playing and I really want to play.
[00:32:17.140 --> 00:32:18.740]   And I'm like, man, if I could just get on the court,
[00:32:18.740 --> 00:32:19.980]   I'd be happy.
[00:32:19.980 --> 00:32:21.620]   I started getting a little bit of time.
[00:32:21.620 --> 00:32:24.260]   That fulfilled me for a second, but not really.
[00:32:24.260 --> 00:32:26.020]   Then I'm like, man, I gotta be a starter.
[00:32:26.020 --> 00:32:28.720]   I gotta, you know, work hard enough to be a starter.
[00:32:28.720 --> 00:32:32.520]   Became a starter on the team.
[00:32:32.520 --> 00:32:33.900]   And then, you know, that's cool,
[00:32:33.900 --> 00:32:35.060]   but now you have bigger goals.
[00:32:35.060 --> 00:32:35.920]   You want to be an all-star.
[00:32:35.920 --> 00:32:36.880]   You want to this, you want to that.
[00:32:36.880 --> 00:32:39.860]   So over the time of playing with Joker
[00:32:39.860 --> 00:32:43.820]   and seeing how those things don't even cross his mind,
[00:32:43.820 --> 00:32:45.980]   it's something that I've been able to adapt, you know,
[00:32:45.980 --> 00:32:47.380]   and just self-reflection as well.
[00:32:47.380 --> 00:32:49.820]   You see, you know, people out in the world
[00:32:49.820 --> 00:32:52.300]   that have these goals and then they're not happy
[00:32:52.300 --> 00:32:53.140]   at the end of them.
[00:32:53.140 --> 00:32:54.820]   So it's been a process for me,
[00:32:54.820 --> 00:32:59.660]   but that's something that I think I've grown in as well.
[00:32:59.660 --> 00:33:02.700]   So man, habits, not goals.
[00:33:02.700 --> 00:33:04.460]   That's just the whole motto.
[00:33:04.460 --> 00:33:05.620]   Something he lives by.
[00:33:05.620 --> 00:33:07.620]   That's something I've learned to live by.
[00:33:07.620 --> 00:33:09.500]   And it keeps you at peace through the hard times.
[00:33:09.500 --> 00:33:13.420]   And it makes you look at failures as learning lessons
[00:33:13.420 --> 00:33:17.420]   and not, they're not failures.
[00:33:17.420 --> 00:33:19.880]   They're really learning lessons if you allow them to be.
[00:33:19.880 --> 00:33:22.220]   And you can build yourself through the failures,
[00:33:22.220 --> 00:33:23.980]   sometimes even more than the success.
[00:33:23.980 --> 00:33:28.900]   So yeah, man, this episode is a special one, obviously.
[00:33:28.900 --> 00:33:32.060]   I'm glad that Joker got on.
[00:33:32.060 --> 00:33:33.860]   Y'all got to see a little bit of his personality,
[00:33:33.860 --> 00:33:35.700]   how goofy he is off the court.
[00:33:35.700 --> 00:33:39.220]   So yeah, man, Curious Mike out.
[00:33:39.220 --> 00:33:40.920]   Appreciate y'all listening to it.

