
[00:00:00.040 --> 00:00:09.780]  ви should
[00:17:56.860 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:56.860 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:56.860 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:56.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.880 --> 00:18:26.880]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:26.920 --> 00:18:56.900]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:56.900 --> 00:18:56.900]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:56.900 --> 00:18:56.900]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:56.900 --> 00:18:56.900]   I guess repeat those two themes. If this is at all reflective of the law,
[00:18:56.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.920 --> 00:19:26.920]   I guess repeat those two themes. If this is at all reflective of the law,
[00:19:26.960 --> 00:19:56.940]  ,
[00:19:56.940 --> 00:19:56.940]   It just goes on and on. So be warned. We'll see what happens. But be warned. When you have this many thousands of dollars,
[00:19:56.940 --> 00:19:56.940]   It just goes on and on. So be warned. We'll see what happens. But be warned. When you have this many thousands of dollars,
[00:19:56.940 --> 00:19:56.940]   It just goes on and on. So be warned. We'll see what happens. But be warned. When you have this many thousands of dollars,
[00:19:56.940 --> 00:19:56.940]   It just goes on and on and on. So be warned. We'll see what happens. When you have this many thousands of dollars,
[00:19:56.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:26.960 --> 00:20:26.960]   The only thing that matters is that you have this many thousands of dollars,
[00:20:27.000 --> 00:20:56.980]  ,
[00:20:56.980 --> 00:20:56.980]   --------
[00:20:56.980 --> 00:20:56.980]   --------
[00:20:56.980 --> 00:20:56.980]   -------- --------
[00:20:56.980 --> 00:20:56.980]   -------- --------
[00:20:57.020 --> 00:21:06.860]   tendency
[00:21:06.860 --> 00:21:07.480]   buy получилось skirts
[00:21:07.480 --> 00:21:11.340]   contribute as una that is on and is not do showed Edward Fre Six
[00:21:11.340 --> 00:21:18.380]   geographic
[00:21:18.380 --> 00:21:21.480]  ,
[00:21:24.920 --> 00:21:52.780]   Unger, you better carefully look at what you're doing and try to figure out why it's not working for you. Because it's hard to see how things get better from here. You've got right now cheap money everywhere. You've got low unemployment everywhere. You've got stock market through the roof. How do those things continue? Consistently in the next decade?
[00:21:52.780 --> 00:22:20.680]  ,
[00:22:20.680 --> 00:22:20.680]   You probably don't either,
[00:22:20.680 --> 00:22:20.680]   but you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   You probably don't either,
[00:22:20.680 --> 00:22:20.680]   but you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   You probably don't either,
[00:22:20.680 --> 00:22:20.680]   but you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.680]   But you can at least feel that.
[00:22:20.680 --> 00:22:20.720]   But you can at least feel that.
[00:22:20.720 --> 00:22:20.760]   But you can at least feel that.
[00:22:20.760 --> 00:22:20.780]   But you can at least feel that.
[00:22:20.780 --> 00:22:20.840]   But you can at least feel that.
[00:22:20.840 --> 00:22:20.880]   But you can at least feel that.
[00:22:20.880 --> 00:22:20.920]   But you can at least feel that.
[00:22:20.920 --> 00:22:20.960]   But you can at least feel that.
[00:22:20.960 --> 00:22:20.980]   But you can at least feel that.
[00:22:20.980 --> 00:22:21.020]   But you can at least feel that.
[00:22:21.040 --> 00:22:24.660]   So take a moment of introspection
[00:22:24.660 --> 00:22:26.260]   when you read something like this.
[00:22:26.260 --> 00:22:28.160]   Don't blame it and say,
[00:22:28.160 --> 00:22:30.720]   "Okay, #BernieBro.
[00:22:30.720 --> 00:22:33.300]   Gotta vote in a solution."
[00:22:33.300 --> 00:22:36.660]   How are you gonna vote in anything better than today?
[00:22:36.660 --> 00:22:38.100]   Look at your own life and say,
[00:22:38.100 --> 00:22:41.120]   "Is there anything I can be doing differently now?"
[00:22:41.120 --> 00:22:42.420]   Because if I can't be doing,
[00:22:42.420 --> 00:22:45.700]   if I'm not doing well when things are going well,
[00:22:45.700 --> 00:22:48.360]   how do I expect to be doing well
[00:22:48.360 --> 00:22:49.800]   when things aren't going well?
[00:22:49.800 --> 00:22:49.820]   How do I expect to be doing well when things aren't going well?
[00:22:49.820 --> 00:22:49.900]   How do I expect to be doing well when things aren't going well?
[00:22:49.900 --> 00:22:51.020]   How do I expect to be doing well when things aren't going well?
[00:22:51.020 --> 00:22:51.020]   How do I expect to be doing well when things aren't going well?
[00:22:51.020 --> 00:22:51.020]   How do I expect to be doing well when things aren't going well?
[00:22:51.060 --> 00:23:13.220]  , This is time for introspection.
[00:23:13.220 --> 00:23:13.220]   Don't do what these 6,000 commenters are doing.
[00:23:13.220 --> 00:23:13.220]   Think a little bit.
[00:23:13.220 --> 00:23:13.220]   If you and I can't get rich in America,
[00:23:13.220 --> 00:23:13.260]   It's hard to see how it works anywhere.
[00:23:13.260 --> 00:23:13.300]   I mean, just simply, especially on expenses.
[00:23:13.300 --> 00:23:13.300]   We can all face challenges with income,
[00:23:13.300 --> 00:23:13.360]   And there are some structural expenses that are high in the United States, like taxes.
[00:23:13.360 --> 00:23:21.020]   But when you get to expenses like $3,000,
[00:23:21.020 --> 00:23:21.020]   and you get to expenses like $3,000,
[00:23:21.020 --> 00:23:21.020]   and you get to expenses like $3,000,
[00:23:21.020 --> 00:23:21.020]   and you get to expenses like $3,000,
[00:23:21.020 --> 00:23:21.020]   and you get to expenses like $3,000, and you get to expenses like $3,000, and you get to expenses like $3, and you get to expenses like $3, and you get to expenses like $3, and you get to expenses like $3, and you get to expenses like taxes.
[00:23:21.040 --> 00:23:26.980]   This last weekend, I bought some plastic boxes for the children's toys,
[00:23:26.980 --> 00:23:29.180]   because they were cardboard boxes, and they were just making a mess,
[00:23:29.180 --> 00:23:30.260]   and I got tired of it, and said,
[00:23:30.260 --> 00:23:30.640]   That's it.
[00:23:30.640 --> 00:23:32.700]   I went and paid retail for plastic boxes.
[00:23:32.700 --> 00:23:34.140]   My wife's comment was,
[00:23:34.140 --> 00:23:37.540]   I don't know if I can get used to not having this stuff on the side of the road.
[00:23:37.540 --> 00:23:41.240]   In America, it just sits there, on the side of the road,
[00:23:41.240 --> 00:23:43.460]   free, free for you, free food,
[00:23:43.460 --> 00:23:45.720]   free boxes, free everything,
[00:23:45.720 --> 00:23:46.760]   just sitting there.
[00:23:46.760 --> 00:23:50.060]   If you can't do that and figure out how to lower your income,
[00:23:50.060 --> 00:23:51.020]   or your expenses,
[00:23:51.020 --> 00:23:51.020]   I don't know how to lower your expenses,
[00:23:51.020 --> 00:23:51.020]   If you can't do that and figure out how to lower your income,
[00:23:51.020 --> 00:23:51.020]   or your expenses,
[00:23:51.020 --> 00:23:51.020]   If you can't do that and figure out of expenses like $3,
[00:23:51.020 --> 00:24:21.040]   if you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.040 --> 00:24:21.040]   If you can't do that and figure out of expenses like $3,
[00:24:21.080 --> 00:24:27.040]   누�
[00:24:27.040 --> 00:24:46.980]   que shape. H.� Bin governments visit the " Lives mind shared해� war answered ent XXP I轉 divide noach, only, I, all, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, against the,個� suppress the. Youtuber's.해� car en
[00:24:46.980 --> 00:24:48.740]  . I'm. tentangDR. en Ve produit or
[00:24:48.840 --> 00:24:52.620]   five
[00:24:52.620 --> 00:25:00.260]   à managed to, distance,
[00:25:17.440 --> 00:25:46.000]  �f, pay attention, if this ratioing of just some of a silly little thing is is reflective just pay attention to that, watch the mob with pitchforks, number two, this is the time, this is the time to cut back, this is the time to save, this is the time to make more, this is the time to change jobs, if you haven't changed jobs in the last couple years but you're not making as much as you think you need to or something like that, this is the time, if you're not
[00:25:46.040 --> 00:25:56.120]   process
[00:25:56.120 --> 00:26:13.440]  ,leh, unit, pay, belong, be,
[00:26:14.440 --> 00:26:23.980]   has
[00:26:23.980 --> 00:26:25.580]  'm especially, ,,,
[00:26:25.580 --> 00:26:30.140]   sunscreen

