
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:21:29.000 --> 00:21:33.000]   So if you take the step of saying, "I'm going to podcast my way into a new industry,"
[00:21:33.000 --> 00:21:36.000]   it's a win-win-win across the board scenario.
[00:21:36.000 --> 00:21:38.000]   It's a win for you because you're going to learn.
[00:21:38.000 --> 00:21:41.000]   It's a win for the company because you're going to be an expert.
[00:21:41.000 --> 00:21:43.000]   And it's a win for every person you bring on your show.
[00:21:43.000 --> 00:21:44.000]   It can't lose.
[00:21:44.000 --> 00:21:45.000]   Yeah, no, absolutely.
[00:21:45.000 --> 00:21:51.000]   And one thing I forgot to mention was the power of testimonials and referrals.
[00:21:51.000 --> 00:21:54.000]   You can be an expert and you can tell people you're an expert.
[00:21:54.000 --> 00:22:01.000]   You can showcase you're an expert, but when someone that you know that has influence in the industry
[00:22:01.000 --> 00:22:05.000]   can vouch for you and refer you and provide you a testimonial,
[00:22:05.000 --> 00:22:11.000]   let's say even a written testimonial on your website or a video testimonial,
[00:22:11.000 --> 00:22:16.000]   that speaks volumes because they say, "Not only is Josh, I can tell, a great guy,
[00:22:16.000 --> 00:22:22.000]   but this A-lister, this influencer is also saying Josh was a great guy.
[00:22:22.000 --> 00:22:24.000]   Well, I trust this person's judgment.
[00:22:24.000 --> 00:22:26.000]   Of course I'm going to listen to him.
[00:22:26.000 --> 00:22:28.000]   And now I know Josh.
[00:22:28.000 --> 00:22:30.000]   Josh was a good guy."
[00:22:30.000 --> 00:22:32.000]   It's just like in anything, like in business, right?
[00:22:32.000 --> 00:22:37.000]   They say sometimes the only way to get into a company that's really hard is to get referred in.
[00:22:37.000 --> 00:22:40.000]   It's the same way in entrepreneurship.
[00:22:40.000 --> 00:22:42.000]   What's your business like?
[00:22:42.000 --> 00:22:43.000]   It's great, man.
[00:22:43.000 --> 00:22:45.000]   I mean, I work from home.
[00:22:45.000 --> 00:22:49.000]   My wife works with me, and we're living our dream.
[00:22:49.000 --> 00:22:51.000]   That's what our goal was when we started the business,
[00:22:51.000 --> 00:22:56.000]   was to be able to both quit our full-time jobs and work from home
[00:22:56.000 --> 00:23:00.000]   and have that flexibility to kind of do what we love.
[00:23:00.000 --> 00:23:05.000]   And, yeah, I'm just blessed to be able to do it and just share it with other people and help them do the same.
[00:23:05.000 --> 00:23:08.000]   Where did the inspiration come from?
[00:23:08.000 --> 00:23:15.000]   Well, you know, the actual story comes back from when I had visited my uncle,
[00:23:15.000 --> 00:23:20.000]   who was from out of town, and we had dinner.
[00:23:20.000 --> 00:23:24.000]   And he had shared with us that he had created an e-commerce website,
[00:23:24.000 --> 00:23:28.000]   and he just quit his job from IBM as an electrical engineer.
[00:23:28.000 --> 00:23:33.000]   And I remember thinking to myself, "What kind of a job or what kind of a business did you just create
[00:23:33.000 --> 00:23:37.000]   where you could be able to just walk away from an engineering job?"
[00:23:37.000 --> 00:23:39.000]   And I was like, "That's pretty good."
[00:23:39.000 --> 00:23:44.000]   And he said that he created the e-commerce business, and now he's able to travel,
[00:23:44.000 --> 00:23:47.000]   and he makes money even while he's sleeping and when he's on vacation.
[00:23:47.000 --> 00:23:50.000]   And that just opened me to a whole new world, and that was truly an inspiration.
[00:23:50.000 --> 00:23:52.000]   How old were you at the time?
[00:23:52.000 --> 00:23:58.000]   I think I was 26, 27, something like that.
[00:23:58.000 --> 00:24:02.000]   So you were inspired, and then what?
[00:24:02.000 --> 00:24:04.000]   And then I started doing research.
[00:24:04.000 --> 00:24:06.000]   I was like, "Well, I want to do something like that."
[00:24:06.000 --> 00:24:10.000]   And I started researching, "How does an online business work?
[00:24:10.000 --> 00:24:13.000]   How do people even build websites?
[00:24:13.000 --> 00:24:16.000]   How does social media work?"
[00:24:16.000 --> 00:24:19.000]   Believe it or not, I had knew nothing about this stuff before.
[00:24:19.000 --> 00:24:22.000]   I didn't even have a Facebook account until maybe a couple years ago
[00:24:22.000 --> 00:24:29.000]   because I was kind of anti-online, social media, all that stuff,
[00:24:29.000 --> 00:24:33.000]   and it's kind of ironic how things have turned around.
[00:24:33.000 --> 00:24:35.000]   You were working a full-time job at the time?
[00:24:35.000 --> 00:24:38.000]   Yes, I was. I was working for a corporate company,
[00:24:38.000 --> 00:24:41.000]   doing it, being an operations manager,
[00:24:41.000 --> 00:24:46.000]   and I just realized that having a team of 30 people working for me
[00:24:46.000 --> 00:24:53.000]   and working 60 hours a week, nights, weekends, and holidays,
[00:24:53.000 --> 00:24:55.000]   that was tough.
[00:24:55.000 --> 00:24:59.000]   That was hard to--I mean, it was a great company to work for.
[00:24:59.000 --> 00:25:07.000]   The career was great, but I just felt like I was not living to my full potential
[00:25:07.000 --> 00:25:10.000]   of what I want to do in life.
[00:25:10.000 --> 00:25:13.000]   And it was tough to be able to have someone tell you
[00:25:13.000 --> 00:25:15.000]   when you had to come in all the time.
[00:25:15.000 --> 00:25:17.000]   So I just said, "You know what? I don't think I can do this for 30 years.
[00:25:17.000 --> 00:25:20.000]   I want to be able to create something where I have a little more flexibility."
[00:25:20.000 --> 00:25:24.000]   How did you decide on the niche of marketing?
[00:25:24.000 --> 00:25:28.000]   Well, the funny thing was I didn't know that marketing was going to be my niche.
[00:25:28.000 --> 00:25:33.000]   It was just the fact that I was so curious about how online marketing worked,
[00:25:33.000 --> 00:25:35.000]   and I got really fascinated by it.
[00:25:35.000 --> 00:25:38.000]   I started teaching myself and learning everything I can.
[00:25:38.000 --> 00:25:42.000]   And I always thought that I was going to be creating some kind of a niche
[00:25:42.000 --> 00:25:48.000]   that would apply marketing, but I found that my niche was marketing,
[00:25:48.000 --> 00:25:50.000]   that I had such a passion for it.
[00:25:50.000 --> 00:25:53.000]   And people--I forgot who mentioned this to me, but he was super valuable to us.
[00:25:53.000 --> 00:25:59.000]   He said, "Whatever you go to a party and somebody asks you,
[00:25:59.000 --> 00:26:01.000]   'What do you like to do on your free time?'
[00:26:01.000 --> 00:26:06.000]   And if you start jabbering about one particular topic really passionately
[00:26:06.000 --> 00:26:09.000]   and just keep talking about it and get really excited about it,
[00:26:09.000 --> 00:26:12.000]   that's that one thing you need to be doing for the rest of your life."
[00:26:12.000 --> 00:26:16.000]   And I remember I was kind of like an introvert at parties,
[00:26:16.000 --> 00:26:20.000]   but then if someone kind of asked me about internet marketing or online business,
[00:26:20.000 --> 00:26:25.000]   oh man, I just started opening up and my eyes light up
[00:26:25.000 --> 00:26:27.000]   and I just get really excited about it.
[00:26:27.000 --> 00:26:32.000]   And then that "aha" moment went off and I said, "This is what I need to be doing."
[00:26:32.000 --> 00:26:39.000]   So your marketing platform, this was your first online business?
[00:26:39.000 --> 00:26:45.000]   Well, no, I had created like 20 different websites on the side
[00:26:45.000 --> 00:26:47.000]   while I was working my full-time job,
[00:26:47.000 --> 00:26:52.000]   trying to experiment, trying to find my niche.
[00:26:52.000 --> 00:26:57.000]   And I had created a fitness website, I had created a network marketing website,
[00:26:57.000 --> 00:27:01.000]   I even created an e-reader website.
[00:27:01.000 --> 00:27:05.000]   And it was so funny because I was doing Google keyword research and I'm like,
[00:27:05.000 --> 00:27:09.000]   "Ooh, there's like 2 million searches a month about the Kindle e-reader.
[00:27:09.000 --> 00:27:11.000]   I should write a blog about that."
[00:27:11.000 --> 00:27:15.000]   I knew nothing about the Kindle. I didn't even own one.
[00:27:15.000 --> 00:27:19.000]   But I was just thinking because of the traffic potential.
[00:27:19.000 --> 00:27:23.000]   But surely enough, that blog failed because I had learned through my personal experience
[00:27:23.000 --> 00:27:27.000]   that you can't write a blog about a topic that you're not passionate about.
[00:27:27.000 --> 00:27:29.000]   I didn't know anything about e-readers.
[00:27:29.000 --> 00:27:32.000]   So yeah, it was an experiment. I had definitely tried out for different things,
[00:27:32.000 --> 00:27:35.000]   but I finally found something that I could really stick with.
[00:27:35.000 --> 00:27:38.000]   Is the blogging to riches model broken?
[00:27:38.000 --> 00:27:40.000]   I don't think so, not at all.
[00:27:40.000 --> 00:27:45.000]   Google is still the most powerful search engine out there as far as free organic traffic.
[00:27:45.000 --> 00:27:51.000]   I had created a blog, for example, a fitness blog where I was just talking about my journey
[00:27:51.000 --> 00:27:54.000]   of using the Focus T25 workout.
[00:27:54.000 --> 00:28:05.000]   And I got 2,000 visitors a day easily from Google because of the search engine capability.
[00:28:05.000 --> 00:28:10.000]   And that's still such a powerful way to build traffic.
[00:28:10.000 --> 00:28:14.000]   Now, podcasting, I must say, is also a huge medium.
[00:28:14.000 --> 00:28:20.000]   But in any platform that you do, whether it's YouTube, podcasting, blogging,
[00:28:20.000 --> 00:28:26.000]   if you really understand how to provide the content in a way that people are looking for,
[00:28:26.000 --> 00:28:31.000]   and you also can add a little SEO, search engine optimization to it,
[00:28:31.000 --> 00:28:34.000]   it's a powerful combination.
[00:28:34.000 --> 00:28:38.000]   How do I decide--one of the challenges that I face with radical personal finance--
[00:28:38.000 --> 00:28:46.000]   we've achieved a really wonderful and flattering level of success over the first year,
[00:28:46.000 --> 00:28:49.000]   over the last year has been the Focus.
[00:28:49.000 --> 00:28:55.000]   And so what I decided when I set out to create radical personal finance was to focus on what I could do,
[00:28:55.000 --> 00:28:57.000]   what I felt better than anybody else could do.
[00:28:57.000 --> 00:29:04.000]   And due to my background, I have more depth and more breadth in the field of financial planning
[00:29:04.000 --> 00:29:10.000]   as applied to personal finances than almost anybody that I know.
[00:29:10.000 --> 00:29:13.000]   I have--if you add in--there are other people who have more depth.
[00:29:13.000 --> 00:29:17.000]   I don't know anyone that has the combination of depth and breadth that I personally have.
[00:29:17.000 --> 00:29:23.000]   So the thing that many people struggle with with businesses is creating content.
[00:29:23.000 --> 00:29:25.000]   I don't have any trouble creating content.
[00:29:25.000 --> 00:29:31.000]   I do this show about three to five days a week, and shows are an hour, hour and a half long,
[00:29:31.000 --> 00:29:35.000]   and I've got hundreds and hundreds of show ideas and things like that written down.
[00:29:35.000 --> 00:29:44.000]   What I struggle with is promotion, and I don't know whether or not I should focus on creating more or promoting more.
[00:29:44.000 --> 00:29:46.000]   And creating takes time.
[00:29:46.000 --> 00:29:51.000]   It takes a massive amount of time, and so usually what I do is I create,
[00:29:51.000 --> 00:29:54.000]   and then I'm so tired when it comes to promoting that I don't really promote.
[00:29:54.000 --> 00:30:01.000]   My theory was if I can create the best content in the world, then my listeners will promote it for me,
[00:30:01.000 --> 00:30:05.000]   and that was the form of leverage that I chose to pursue, and it's worked so far.
[00:30:05.000 --> 00:30:07.000]   But I don't know if that's the right move.
[00:30:07.000 --> 00:30:15.000]   How do I figure out the balance between creation versus promotion?
[00:30:15.000 --> 00:30:21.000]   I like to say that creating the content is only one piece of the puzzle.
[00:30:21.000 --> 00:30:24.000]   The second half that you mentioned was promotion and marketing.
[00:30:24.000 --> 00:30:29.000]   You have to be able to share your content out there and get the word out there,
[00:30:29.000 --> 00:30:32.000]   because some people will not naturally find it organically.
[00:30:32.000 --> 00:30:36.000]   You have to almost let them know that you are there.
[00:30:36.000 --> 00:30:42.000]   And so what I would suggest is to, because you already have so much great content,
[00:30:42.000 --> 00:30:46.000]   is maybe to scale back maybe one or even two episodes a week,
[00:30:46.000 --> 00:30:51.000]   so that way you can focus on and have the energy to promote your podcast.
[00:30:51.000 --> 00:30:57.000]   Let's say, for example, I have a one-day-a-week show.
[00:30:57.000 --> 00:31:05.000]   I do spend three to four days of that week sharing it on Twitter, sharing it on Facebook,
[00:31:05.000 --> 00:31:11.000]   sharing it on Google+, sharing it on YouTube, repurposing it and putting it as a blog,
[00:31:11.000 --> 00:31:13.000]   also being interviewed on other podcasts.
[00:31:13.000 --> 00:31:18.000]   These are all different ways that I've spread the message and shared my brand
[00:31:18.000 --> 00:31:21.000]   about what my business has to offer.
[00:31:21.000 --> 00:31:27.000]   So that's what I would encourage you to do, is to maybe scale back on some of the content creation
[00:31:27.000 --> 00:31:30.000]   and then use some of that time and energy and resources
[00:31:30.000 --> 00:31:33.000]   to be able to help spread the word about what you do.
[00:31:33.000 --> 00:31:38.000]   My fear, that's the direction that I've decided I probably need to go, but here's my fear.
[00:31:38.000 --> 00:31:43.000]   My fear is that what I've done is what has brought listeners in.
[00:31:43.000 --> 00:31:48.000]   And what I believe makes my show different, one of the things that makes my show different,
[00:31:48.000 --> 00:31:52.000]   is the depth and the quantity of the content.
[00:31:52.000 --> 00:31:56.000]   And so my fear is if I pull back from my unique selling proposition
[00:31:56.000 --> 00:32:05.000]   and then I focus on just promoting my stuff more, that I'm going to suffer ill results from it.
[00:32:05.000 --> 00:32:10.000]   So my suggestion in that case is then you're going to have to leverage
[00:32:10.000 --> 00:32:18.000]   and get outsourced those other things that you just don't have the bandwidth to be able to handle.
[00:32:18.000 --> 00:32:22.000]   You're only one person, you have only 24 hours a day, seven days a week.
[00:32:22.000 --> 00:32:27.000]   So if you're already doing a lot of podcasting throughout the week,
[00:32:27.000 --> 00:32:32.000]   you might need to hire a service or even a virtual assistant
[00:32:32.000 --> 00:32:36.000]   that can help you with some of those marketing promotions strategies that you need help with.
[00:32:36.000 --> 00:32:41.000]   Not because you can't do it, but because you could be leveraging your time more effectively
[00:32:41.000 --> 00:32:46.000]   by doing what you do well, which is speaking behind the mic and sharing your knowledge.
[00:32:46.000 --> 00:32:51.000]   The other question, and I'm being very selfish here and answering all of my questions.
[00:32:51.000 --> 00:32:58.000]   When thinking about the different media that are suitable for a content creator,
[00:32:58.000 --> 00:33:01.000]   and specifically for Radical Personal Finance, when I sat down and surveyed the marketplace,
[00:33:01.000 --> 00:33:09.000]   I saw an abundance of well-written, well-crafted financial blogs and written financial content.
[00:33:09.000 --> 00:33:12.000]   There is plenty of great content in that space.
[00:33:12.000 --> 00:33:17.000]   I had looked and looked and looked for great audio content, and I couldn't find it.
[00:33:17.000 --> 00:33:22.000]   So I started Radical Personal Finance to scratch my own itch of creating audio content,
[00:33:22.000 --> 00:33:25.000]   and that's been effective, and I'm going to continue to do that.
[00:33:25.000 --> 00:33:30.000]   I'm at a stage now, though, where I feel like in addition to the audio content,
[00:33:30.000 --> 00:33:32.000]   I'm ready to branch out a little bit.
[00:33:32.000 --> 00:33:37.000]   So I struggle with, okay, should I put the focus on written content,
[00:33:37.000 --> 00:33:44.000]   which I struggle to do well and to do quickly, or should I add in a focus on video content?
[00:33:44.000 --> 00:33:49.000]   Written content has the benefit of better search engine tracking,
[00:33:49.000 --> 00:33:58.000]   but the other white space that I see is nobody's effectively doing what I'd like to see done in the video space.
[00:33:58.000 --> 00:34:03.000]   And so I struggle with how to figure out the mix of what to offer.
[00:34:03.000 --> 00:34:06.000]   I struggle with should I spend more time creating audio content,
[00:34:06.000 --> 00:34:10.000]   should I pull back on the audio content and create more YouTube content,
[00:34:10.000 --> 00:34:14.000]   should I do written, you know, I struggle with that.
[00:34:14.000 --> 00:34:17.000]   How would you approach that problem?
[00:34:17.000 --> 00:34:19.000]   I have a solution for you.
[00:34:19.000 --> 00:34:22.000]   You'll be able to get all three done.
[00:34:22.000 --> 00:34:28.000]   So what you do is you type up your content, your blog, about what you want to share,
[00:34:28.000 --> 00:34:33.000]   and you're essentially writing the script for your podcast show.
[00:34:33.000 --> 00:34:41.000]   Now you're able to--now you have a blog, you're able to have notes to read for your podcast,
[00:34:41.000 --> 00:34:43.000]   so you can record your audio podcast.
[00:34:43.000 --> 00:34:49.000]   And now you also have a script that you can read, maybe you create a teleprompter of some sort,
[00:34:49.000 --> 00:34:55.000]   and now you can record videos with the same content, but it's using a different mode of media.
[00:34:55.000 --> 00:34:58.000]   And then here's the other powerful thing.
[00:34:58.000 --> 00:35:02.000]   YouTube and Google are the number one and two search engines.
[00:35:02.000 --> 00:35:08.000]   So now you have that content in Google indexed on your blog, so you're getting search engine traffic that way.
[00:35:08.000 --> 00:35:11.000]   You have your YouTube video, which can be found right there,
[00:35:11.000 --> 00:35:17.000]   but then what makes YouTube traffic even more powerful is you download that transcript into that video,
[00:35:17.000 --> 00:35:21.000]   and now you're getting ranked on YouTube as a search engine.
[00:35:21.000 --> 00:35:28.000]   And then another way is that YouTube video can also be ranked as a Google search result as well.
[00:35:28.000 --> 00:35:37.000]   So you really have four ways to get traffic off of one piece of content.
[00:35:37.000 --> 00:35:39.000]   I feel like that's cheating.
[00:35:39.000 --> 00:35:41.000]   Why? Why is that cheating?
[00:35:41.000 --> 00:35:46.000]   I have this--I hate to repurpose--it's probably my--I'm going to have to get over it,
[00:35:46.000 --> 00:35:48.000]   but I hate to repurpose content.
[00:35:48.000 --> 00:35:53.000]   I feel like--but these ideas are perfect for the audio, and I don't want to--
[00:35:53.000 --> 00:35:55.000]   Here's the thing. It's not cheating, because think about it.
[00:35:55.000 --> 00:35:59.000]   Your audience--there may be people that love to listen to podcasts
[00:35:59.000 --> 00:36:02.000]   because maybe they're driving, they like the ability to be mobile,
[00:36:02.000 --> 00:36:05.000]   and there's other people that say, "You know, I don't have time to listen to podcasts.
[00:36:05.000 --> 00:36:10.000]   I would just rather skim a blog post and just kind of get the bullet points and kind of like the quick--
[00:36:10.000 --> 00:36:13.000]   give me the quick and dirty. Tell me what I need to know. Boom, boom, boom, I'm out."
[00:36:13.000 --> 00:36:16.000]   The other people are like they need more of that visual learning aspect.
[00:36:16.000 --> 00:36:20.000]   They may go, "You know, I want to be able to like conceive visually.
[00:36:20.000 --> 00:36:26.000]   Maybe Joshua can give me a demonstration, or maybe he can show me clips on a video or graphics
[00:36:26.000 --> 00:36:32.000]   or something that's more visually engaging that I can kind of understand what he's talking about."
[00:36:32.000 --> 00:36:34.000]   So you're not--it's not cheating.
[00:36:34.000 --> 00:36:36.000]   You have to--you do have to get over that.
[00:36:36.000 --> 00:36:37.000]   You know what I mean?
[00:36:37.000 --> 00:36:42.000]   It's something that you're doing your audience a disservice by not putting it out there
[00:36:42.000 --> 00:36:45.000]   and giving them those different barriers so they can consume it in different ways.
[00:36:45.000 --> 00:36:53.000]   Do you have any--do you have a systematic framework for how you approach your day,
[00:36:53.000 --> 00:36:54.000]   how you approach your life?
[00:36:54.000 --> 00:37:00.000]   Are you kind of a disciplined, outline kind of guy, or you--how do you approach your day in life?
[00:37:00.000 --> 00:37:04.000]   So I do. I have--I essentially set goals for myself short-term and long-term.
[00:37:04.000 --> 00:37:07.000]   So I might have a short-term goal of maybe about three months,
[00:37:07.000 --> 00:37:10.000]   and maybe I have a big project that's maybe six months to a year out,
[00:37:10.000 --> 00:37:13.000]   but nothing no more than a year out because so much can change in a year,
[00:37:13.000 --> 00:37:15.000]   especially in this industry.
[00:37:15.000 --> 00:37:19.000]   And I only give myself those maybe two to three goals to focus on.
[00:37:19.000 --> 00:37:27.000]   What I do is I take those goals and I break it down into smaller incremental tasks, I guess, so to speak.
[00:37:27.000 --> 00:37:31.000]   And I determine which ones that I need to do because of a content creator,
[00:37:31.000 --> 00:37:36.000]   and then I figure out which ones that I need to outsource or give it to somebody else to handle
[00:37:36.000 --> 00:37:38.000]   that maybe has a better expertise on it,
[00:37:38.000 --> 00:37:42.000]   that can do it better than me and leverage my time better.
[00:37:42.000 --> 00:37:44.000]   And then I break those down into weekly goals,
[00:37:44.000 --> 00:37:50.000]   and then I put all my really hard mental creative stuff in the beginning of the week, like Monday, Tuesday,
[00:37:50.000 --> 00:37:55.000]   because I know by Friday my brain is already kind of like tired and I'm just burned out.
[00:37:55.000 --> 00:37:59.000]   So that's how I am able to accomplish certain goals,
[00:37:59.000 --> 00:38:03.000]   by being able to figure out what I need to do from a short-term, long-term perspective,
[00:38:03.000 --> 00:38:08.000]   break it down into smaller chunks, and even break it down to a per day perspective.
[00:38:08.000 --> 00:38:14.000]   Do you use any specific system, writing things in a notebook, having a special app that you prefer?
[00:38:14.000 --> 00:38:17.000]   I do, and it's funny because my wife makes fun of me.
[00:38:17.000 --> 00:38:21.000]   I have just a normal calendar that I write down, and she's like, "That's so archaic.
[00:38:21.000 --> 00:38:25.000]   What are you still -- you can use a Google calendar or something."
[00:38:25.000 --> 00:38:29.000]   But I'm just kind of a traditional guy in that sense where I like to write things down and then cross it off.
[00:38:29.000 --> 00:38:32.000]   Right. Oh, it's powerful. It's exciting to cross things off.
[00:38:32.000 --> 00:38:34.000]   You don't get that check in the box on the phone.
[00:38:34.000 --> 00:38:37.000]   No, the check in the box doesn't have the same impact. It doesn't.
[00:38:37.000 --> 00:38:42.000]   It doesn't. I sometimes will have the list on -- digital list and then write them all down on a thing,
[00:38:42.000 --> 00:38:46.000]   so I get to do both and still get to cross it off.
[00:38:46.000 --> 00:38:53.000]   Final question. Here's my final question.
[00:38:53.000 --> 00:38:57.000]   What's it like working with your wife in a business, working together?
[00:38:57.000 --> 00:39:03.000]   Working with my wife has always been a dream. We've always wanted to work together because we --
[00:39:03.000 --> 00:39:09.000]   when we were working corporate, there was a point in time where we were both only could see each other maybe 10 to 15 minutes a day.
[00:39:09.000 --> 00:39:10.000]   Wow.
[00:39:10.000 --> 00:39:14.000]   Because we were working opposite shifts. I was working a night shift. She was working a day shift.
[00:39:14.000 --> 00:39:20.000]   So I could only squeeze in like 15 minutes during a lunch break for her dinner, and that was tough.
[00:39:20.000 --> 00:39:28.000]   That was a very tough time because we didn't get into a relationship to only see each other 15 minutes a day.
[00:39:28.000 --> 00:39:33.000]   But now we're able to spend so much quality time together, it's a blessing.
[00:39:33.000 --> 00:39:40.000]   The only challenge is that I will say is sometimes being able to draw the line between when to turn off work.
[00:39:40.000 --> 00:39:46.000]   Because we're both working in the same business, helping each other.
[00:39:46.000 --> 00:39:49.000]   It's easy to constantly always talk about work.
[00:39:49.000 --> 00:39:57.000]   So we had to kind of like give ourselves guidelines and say, "Okay, at let's say 7 o'clock, no more talking about work, no more working.
[00:39:57.000 --> 00:40:02.000]   It's just quality time, family time, and to enjoy each other's company."
[00:40:02.000 --> 00:40:04.000]   So you have to kind of give each other boundaries.
[00:40:04.000 --> 00:40:11.000]   Have you developed any rituals or practices to make that switch and make it obvious that we're switching from work to play?
[00:40:11.000 --> 00:40:16.000]   Yeah. Something as simple as we used to have our offices downstairs.
[00:40:16.000 --> 00:40:19.000]   It was kind of like in the living room in the middle of the house.
[00:40:19.000 --> 00:40:27.000]   But what we found was it was hard to kind of turn off that switch because even when we're in the kitchen, we're in the living room watching TV,
[00:40:27.000 --> 00:40:30.000]   our computers and our desks were always there.
[00:40:30.000 --> 00:40:34.000]   And they were always there, and so they're always in our mind.
[00:40:34.000 --> 00:40:44.000]   But when we move the upstairs into a separate room, we can now close the door and have it as a separate piece of our life.
[00:40:44.000 --> 00:40:51.000]   And so now when we actually get off of work, we close the door, we have a sign, we turn the close sign, we walk downstairs, now we're in a new environment.
[00:40:51.000 --> 00:40:54.000]   We're not in the work environment. We don't think about it.
[00:40:54.000 --> 00:40:59.000]   So yeah, that was something that has really helped us kind of get that mental hurdle out.
[00:40:59.000 --> 00:41:07.000]   Anthony, I appreciate you coming on. Take a couple minutes, share with the listeners about your website, your resources, your courses, everything that you'd like them to be aware of.
[00:41:07.000 --> 00:41:08.000]   And don't be modest.
[00:41:08.000 --> 00:41:09.000]   Okay, thanks.
[00:41:09.000 --> 00:41:14.000]   Well, you know, everybody can find me at marketingaccesspass.com.
[00:41:14.000 --> 00:41:18.000]   I have my email contact there. They can reach out to me, all my social medias.
[00:41:18.000 --> 00:41:25.000]   But if anybody needs help with website design services, we offer a done-for-you custom design websites.
[00:41:25.000 --> 00:41:34.000]   And it's really there to just help people get results without having to worry about all the technical details of building a website on your own.
[00:41:34.000 --> 00:41:35.000]   Thanks for coming on, man.
[00:41:35.000 --> 00:41:37.000]   Absolutely. Thanks. Pleasure.
[00:41:38.000 --> 00:41:43.000]   As you can hear from Anthony's story, things take time to develop.
[00:41:43.000 --> 00:41:47.000]   And it starts with having a goal and having an idea.
[00:41:47.000 --> 00:41:52.000]   But even then, you may not exactly know what the area of expertise is that you're going to move into.
[00:41:52.000 --> 00:42:01.000]   I know I, like Anthony, have had many things that I wanted to do, many things that I tried in the online space before I was finally able to capitalize on this, which is working well.
[00:42:01.000 --> 00:42:04.000]   And who knows what the future holds. I don't know what I'll be doing 10 years from now.
[00:42:04.000 --> 00:42:06.000]   But don't be scared to start.
[00:42:06.000 --> 00:42:08.000]   Don't be scared to get out there and try.
[00:42:08.000 --> 00:42:13.000]   Look through some of Anthony's materials. Look for some of the information and just get started.
[00:42:13.000 --> 00:42:17.000]   Because life is about doing. It's not about sitting back and learning.
[00:42:17.000 --> 00:42:23.000]   We've been – many of us – destroyed by the concept of school, which is a very passive activity.
[00:42:23.000 --> 00:42:30.000]   Learning – we have the idea in the way that we've been schooled that learning is something we do to prepare us for the future.
[00:42:30.000 --> 00:42:34.000]   But the reality is learning is only something that you – education is something that only you can do.
[00:42:34.000 --> 00:42:38.000]   Someone else can teach, but only you can truly go out and acquire the information of education.
[00:42:38.000 --> 00:42:43.000]   And sitting back and just passively studying is the slowest way to learn in many ways.
[00:42:43.000 --> 00:42:47.000]   Rather, it's the application that makes the difference.
[00:42:47.000 --> 00:42:56.000]   So get your own little project, whatever it is, whether it's just working on the company that you're working for or your own little side business or your own little photography site or whatever your little deal is.
[00:42:56.000 --> 00:42:58.000]   Or big deal. I'm not trying to be insulting.
[00:42:58.000 --> 00:43:04.000]   And start to practice and just see what kind of difference you can make on your project.
[00:43:04.000 --> 00:43:12.000]   And then that gives you a reason for taking information. It gives you a place to actually put that information and a difference that you can make.
[00:43:12.000 --> 00:43:14.000]   So I hope this information has been useful for you.
[00:43:14.000 --> 00:43:16.000]   Thank you all so much for listening to Radical Personal Finance.
[00:43:16.000 --> 00:43:20.000]   This week it's all interviews all week as I am up in North Carolina.
[00:43:20.000 --> 00:43:28.000]   These shows are pre-recorded and pre-scheduled as I'm up in North Carolina for the XYPN conference and the FinCon conference.
[00:43:28.000 --> 00:43:34.000]   If you're anywhere near Charlotte, North Carolina, reach out to me on Twitter @JoshuaSheets or on Facebook @JoshuaSheets.
[00:43:34.000 --> 00:43:40.000]   And I'll be at various places, various times. I'd love to meet any listeners of the show, whether it's come out and meet me in the hotel.
[00:43:40.000 --> 00:43:44.000]   Just reach out to me on Twitter is probably the best thing and we'll coordinate details.
[00:43:44.000 --> 00:43:47.000]   Or feel free to send me an email, joshuaradicalpersonalfinance.com.
[00:43:47.000 --> 00:43:52.000]   If you've gained benefit and value from the content of Radical Personal Finance, please consider supporting the show as a patron.
[00:43:52.000 --> 00:43:58.000]   That's how I pay the bills. That's what gives me the opportunity to go to places like podcast movement, record interviews like this.
[00:43:58.000 --> 00:44:01.000]   We're working to get to 250 patrons by the end of the month.
[00:44:01.000 --> 00:44:07.000]   So if you could go to radicalpersonalfinance.com/patron and support the show, you can do as little as a buck a month.
[00:44:07.000 --> 00:44:11.000]   Or I've got bribes and freebies there for much higher numbers as well.
[00:44:11.000 --> 00:44:14.000]   So go to radicalpersonalfinance.com/patron.
[00:44:14.000 --> 00:44:15.000]   Cheers, y'all. Be back soon.
[00:44:16.000 --> 00:44:23.000]   Don't just dream about paradise. Live it with Fiji Airways.
[00:44:23.000 --> 00:44:27.000]   Escape the ordinary with Fiji Airways Global Beat the Rush Sale.
[00:44:27.000 --> 00:44:32.000]   Immerse yourself in white sandy beaches or dive deep into coral reefs.
[00:44:32.000 --> 00:44:39.000]   Fiji Airways has flights to Nadi starting at just $748 for light and just $798 for value.
[00:44:39.000 --> 00:44:43.000]   Discover your tropical dreams at FijiAirways.com.
[00:44:43.000 --> 00:44:46.000]   That's FijiAirways.com. From here to happy.
[00:44:46.000 --> 00:44:48.000]   Flying direct with Fiji Airways.
[00:44:48.000 --> 00:44:49.840]   Airways.

