
[00:00:00.000 --> 00:00:06.040]   [ Silence ]
[00:20:33.600 --> 00:20:36.240]   so you can measure success and progress.
[00:20:36.240 --> 00:20:38.240]   So how are they gonna report this?
[00:20:38.240 --> 00:20:44.540]   So it needs to be reportable in that sense.
[00:20:45.540 --> 00:20:50.540]   So that's the nature of good homework.
[00:20:50.540 --> 00:20:52.500]   What are some of the kinds of homework
[00:20:52.500 --> 00:20:54.220]   for promoting good change?
[00:20:54.220 --> 00:20:57.020]   There's a lot of published material that are out there.
[00:20:57.020 --> 00:21:00.100]   There's also, any more there was.
[00:21:00.100 --> 00:21:01.780]   I mean, when I first started in biblical counseling,
[00:21:01.780 --> 00:21:03.300]   there wasn't very much published,
[00:21:03.300 --> 00:21:05.440]   but there is an awful lot.
[00:21:05.440 --> 00:21:06.740]   Just beginning with the textbooks
[00:21:06.740 --> 00:21:10.380]   that are required for this class is a good example of that.
[00:21:10.380 --> 00:21:12.940]   Relevant homework for marriage and family issues
[00:21:12.940 --> 00:21:16.220]   is also found in the appendices
[00:21:16.220 --> 00:21:18.260]   of various sections of the course outline,
[00:21:18.260 --> 00:21:20.580]   as well as in, in some cases,
[00:21:20.580 --> 00:21:22.620]   in some of the books that you're reading.
[00:21:22.620 --> 00:21:26.580]   There's also freelance homework
[00:21:26.580 --> 00:21:29.140]   that you think is appropriate and relevant.
[00:21:29.140 --> 00:21:31.860]   And oftentimes, it's the freelance homework
[00:21:31.860 --> 00:21:32.900]   that is some of the best
[00:21:32.900 --> 00:21:35.980]   if you know how to put it together the right way.
[00:21:35.980 --> 00:21:37.940]   Like, for instance, you ask them to study
[00:21:37.940 --> 00:21:39.500]   1 Peter chapter three and verse two
[00:21:39.500 --> 00:21:41.780]   and write out 10 ways you can demonstrate
[00:21:41.780 --> 00:21:44.780]   chaste and respectful behavior as a wife.
[00:21:44.780 --> 00:21:45.980]   And we talked about that before.
[00:21:45.980 --> 00:21:47.540]   That's a wife that's especially married
[00:21:47.540 --> 00:21:49.980]   to an unbelieving husband there in the context.
[00:21:49.980 --> 00:21:52.620]   And you make a list of 20 things
[00:21:52.620 --> 00:21:53.620]   that you can do practically
[00:21:53.620 --> 00:21:56.940]   to show your wife that you love her.
[00:21:56.940 --> 00:22:00.740]   All right, George, let's make that list out.
[00:22:00.740 --> 00:22:05.740]   Give me 20 ways where you're going to show practically
[00:22:05.740 --> 00:22:08.420]   that you love your wife.
[00:22:08.420 --> 00:22:10.180]   What are they?
[00:22:11.580 --> 00:22:14.380]   So you have to develop that.
[00:22:14.380 --> 00:22:19.820]   And that's part of the homework.
[00:22:19.820 --> 00:22:25.140]   Then, also, study 1 Corinthians 13
[00:22:25.140 --> 00:22:28.940]   and make a chart with two columns
[00:22:28.940 --> 00:22:33.740]   with each term's definition in one column
[00:22:33.740 --> 00:22:35.180]   and with two or three ideas
[00:22:35.180 --> 00:22:37.060]   of how you intend to practically demonstrate it
[00:22:37.060 --> 00:22:39.220]   to your spouse in the next column.
[00:22:40.180 --> 00:22:41.980]   So you're writing out each term
[00:22:41.980 --> 00:22:44.100]   that's listed there in 1 Corinthians 13
[00:22:44.100 --> 00:22:47.660]   and then you're gonna highlight two or three things
[00:22:47.660 --> 00:22:49.140]   that you think are gonna be helpful
[00:22:49.140 --> 00:22:51.620]   to demonstrate this practically to your spouse.
[00:22:51.620 --> 00:22:55.500]   Or D, have devotions and pray.
[00:22:55.500 --> 00:22:56.940]   Now, keep a record of what you do.
[00:22:56.940 --> 00:22:59.540]   Develop a prayer list for your marriage and your spouse
[00:22:59.540 --> 00:23:01.600]   and also for the family members
[00:23:01.600 --> 00:23:03.700]   so that you are praying for one another.
[00:23:03.700 --> 00:23:08.140]   So, Irene, I want you to make a prayer list about George.
[00:23:08.140 --> 00:23:11.660]   I want you to list 20, 25 things on that prayer list
[00:23:11.660 --> 00:23:13.140]   that you can pray for about George.
[00:23:13.140 --> 00:23:16.180]   And, George, I want you to do the same thing with Irene.
[00:23:16.180 --> 00:23:19.340]   I want you to develop 20, 25 things
[00:23:19.340 --> 00:23:21.200]   that you can pray about for her.
[00:23:21.200 --> 00:23:24.300]   Keep, also, a companionship record.
[00:23:24.300 --> 00:23:26.740]   Write down every time you spend time together
[00:23:26.740 --> 00:23:28.580]   and what you've really discussed
[00:23:28.580 --> 00:23:31.440]   when you spent that time together.
[00:23:31.440 --> 00:23:35.540]   That's a companionship record.
[00:23:37.080 --> 00:23:42.080]   And then, complete a read the Bible assignment on marriage
[00:23:42.080 --> 00:23:46.620]   and record your thoughts from the assigned passage.
[00:23:46.620 --> 00:23:47.700]   And you can develop it.
[00:23:47.700 --> 00:23:50.860]   You could put together several critical passages
[00:23:50.860 --> 00:23:53.460]   that deal with marital relationships
[00:23:53.460 --> 00:23:56.020]   and you read 'em together, you discuss them,
[00:23:56.020 --> 00:23:58.660]   you highlight key ideas.
[00:23:58.660 --> 00:24:01.260]   Sometimes I'll say I want the husband
[00:24:01.260 --> 00:24:04.280]   to lead the conversation and call the meeting
[00:24:04.280 --> 00:24:05.420]   where you're going to do this
[00:24:05.420 --> 00:24:07.300]   and I want the wife to be the secretary
[00:24:07.300 --> 00:24:10.080]   and write down the key thoughts of discussion
[00:24:10.080 --> 00:24:15.000]   that you spend time doing or discussing.
[00:24:15.000 --> 00:24:19.420]   Make a list of the good times and bad times journal
[00:24:19.420 --> 00:24:20.260]   for the week.
[00:24:20.260 --> 00:24:23.920]   Identify what were the good times this week
[00:24:23.920 --> 00:24:24.980]   that you had together.
[00:24:24.980 --> 00:24:27.660]   But, also, identify what were the bad times
[00:24:27.660 --> 00:24:30.060]   and what was the difference between the two.
[00:24:30.060 --> 00:24:33.760]   Or, a review of rate your marriage inventories
[00:24:33.760 --> 00:24:35.300]   and discuss the things that you do
[00:24:35.300 --> 00:24:37.820]   to make improvements in your home.
[00:24:37.820 --> 00:24:41.380]   Now, where you find that is in Wayne Mack's material,
[00:24:41.380 --> 00:24:45.060]   A Homework for Biblical Counselors, Volumes One and Two.
[00:24:45.060 --> 00:24:47.300]   And in that is a rate your marriage inventory.
[00:24:47.300 --> 00:24:49.860]   It's a little key thing that you can reproduce
[00:24:49.860 --> 00:24:51.940]   and they tell you you can reproduce it.
[00:24:51.940 --> 00:24:55.020]   They give you permission to do that.
[00:24:55.020 --> 00:25:00.020]   And it's a little helpful tool to get into how a wife
[00:25:00.020 --> 00:25:03.660]   or how a husband views their marriage,
[00:25:03.660 --> 00:25:05.380]   what's going on there.
[00:25:05.380 --> 00:25:07.380]   So, a rate your marriage inventory.
[00:25:07.380 --> 00:25:13.380]   Secondly, there's also instruction in the form of teaching.
[00:25:13.380 --> 00:25:15.020]   Explaining what is the major issues
[00:25:15.020 --> 00:25:16.820]   in their individual lives they need to change
[00:25:16.820 --> 00:25:20.700]   in order to improve their marriage and their home.
[00:25:20.700 --> 00:25:25.700]   What are the major issues in order to improve
[00:25:25.700 --> 00:25:30.700]   their marriage and their home.
[00:25:30.700 --> 00:25:41.220]   For example, in 2 Timothy 3 and verse 16,
[00:25:41.220 --> 00:25:45.700]   and in Colossians 1:28 and Colossians 3:16,
[00:25:45.700 --> 00:25:49.720]   it uses the Greek term didosco.
[00:25:49.720 --> 00:25:52.880]   Didosco, it has to do with teaching.
[00:25:52.880 --> 00:25:54.820]   Marriage and family counseling done God's way
[00:25:54.820 --> 00:25:58.080]   involves large dosages of teaching
[00:25:58.080 --> 00:26:00.040]   and instruction from the scripture.
[00:26:00.040 --> 00:26:03.140]   Now, usually, as seminary students,
[00:26:03.140 --> 00:26:04.420]   you're not afraid to do that.
[00:26:04.420 --> 00:26:07.820]   You're well prepared to do some serious preaching here
[00:26:07.820 --> 00:26:10.920]   and teaching here, so that's not usually a problem.
[00:26:10.920 --> 00:26:15.160]   It's not enough for them to know the right things.
[00:26:15.160 --> 00:26:17.940]   They've gotta, they must be admonished and trained
[00:26:17.940 --> 00:26:21.340]   to think, do, and desire the right things.
[00:26:23.280 --> 00:26:25.580]   Think, do, and desire the right things.
[00:26:25.580 --> 00:26:29.380]   I'll come back to that in a minute.
[00:26:29.380 --> 00:26:32.340]   And also, Titus chapter two and verse 15,
[00:26:32.340 --> 00:26:35.040]   Paul says, "Speak."
[00:26:35.040 --> 00:26:37.740]   This is different than just say the right things.
[00:26:37.740 --> 00:26:39.180]   That's the word let go.
[00:26:39.180 --> 00:26:45.320]   You must speak up with clear instruction and direction.
[00:26:45.320 --> 00:26:50.740]   And I think it's vitally important that when you,
[00:26:52.080 --> 00:26:53.980]   when you teach,
[00:26:53.980 --> 00:27:00.460]   that you're teaching in order to help them to identify
[00:27:00.460 --> 00:27:04.520]   what is ruling or mastering their heart.
[00:27:04.520 --> 00:27:09.420]   What is it that is the functional idols
[00:27:09.420 --> 00:27:13.340]   that tend to reign there?
[00:27:13.340 --> 00:27:16.080]   That heart says, I must.
[00:27:16.080 --> 00:27:20.420]   This is what sometimes the scripture will call
[00:27:21.620 --> 00:27:26.620]   their lust or their craving
[00:27:26.620 --> 00:27:35.440]   or what their heart demands.
[00:27:35.440 --> 00:27:41.420]   That's what they must do.
[00:27:41.420 --> 00:27:49.100]   Now, because it is this aspect of the heart
[00:27:51.060 --> 00:27:56.060]   that really fuels their attitudes towards one another,
[00:27:56.060 --> 00:28:04.480]   their actions towards one another,
[00:28:04.480 --> 00:28:10.360]   their reactions towards one another,
[00:28:10.360 --> 00:28:15.220]   their beliefs about one another.
[00:28:18.780 --> 00:28:20.740]   If they're suspicious,
[00:28:20.740 --> 00:28:23.180]   if they think their mate is lying to them.
[00:28:23.180 --> 00:28:29.980]   And what you've got here, all of this really
[00:28:29.980 --> 00:28:33.600]   is what the Bible calls the fruit.
[00:28:33.600 --> 00:28:39.360]   And down here on a heart level is the root.
[00:28:39.360 --> 00:28:45.360]   And so your instruction is geared towards helping them see,
[00:28:45.360 --> 00:28:47.140]   this is what you see coming at you.
[00:28:47.140 --> 00:28:49.740]   This is what you've collected in terms of your data,
[00:28:49.740 --> 00:28:51.180]   what's happening in the marriage.
[00:28:51.180 --> 00:28:53.240]   Their attitudes, their actions, their reactions,
[00:28:53.240 --> 00:28:55.980]   their beliefs, even their words
[00:28:55.980 --> 00:28:58.060]   and the words that they choose.
[00:28:58.060 --> 00:29:02.780]   And all of this is fueled here,
[00:29:02.780 --> 00:29:08.980]   motivated by whatever is reigning in their heart.
[00:29:08.980 --> 00:29:14.100]   And when you interpret that data,
[00:29:14.100 --> 00:29:17.340]   what you're attempting to do really is
[00:29:17.340 --> 00:29:20.940]   you're trying to get at
[00:29:20.940 --> 00:29:26.540]   what's really going on in their heart.
[00:29:26.540 --> 00:29:31.580]   This is what you see in counseling.
[00:29:31.580 --> 00:29:32.860]   This is what you hear.
[00:29:32.860 --> 00:29:35.380]   This is what your homework reveals.
[00:29:35.380 --> 00:29:40.220]   So when you interpret it, the interpretation process
[00:29:43.300 --> 00:29:46.540]   of what's really happening on a heart level,
[00:29:46.540 --> 00:29:49.620]   what are they saying?
[00:29:49.620 --> 00:29:53.740]   I must be in control of my marriage.
[00:29:53.740 --> 00:29:56.880]   I must have a wife that respects me.
[00:29:56.880 --> 00:29:59.260]   I must have a husband that loves me.
[00:29:59.260 --> 00:30:02.060]   I must have children that are obedient.
[00:30:02.060 --> 00:30:06.320]   And this is what ends up reigning in their heart.
[00:30:06.320 --> 00:30:09.500]   That becomes their functional God.
[00:30:09.500 --> 00:30:12.760]   This bespeaks to what they ultimately worship.
[00:30:13.760 --> 00:30:16.600]   That drives this behavior.
[00:30:16.600 --> 00:30:19.160]   That's why then when they don't receive,
[00:30:19.160 --> 00:30:21.000]   when they don't have children that are obedient,
[00:30:21.000 --> 00:30:26.000]   then they become sullen, depressed, or angry,
[00:30:26.000 --> 00:30:30.460]   hateful, and mean, and reactive.
[00:30:30.460 --> 00:30:34.600]   So it's that root, I must have obedient children,
[00:30:34.600 --> 00:30:36.940]   that fuels their actions.
[00:30:36.940 --> 00:30:41.720]   So your instruction is geared in that direction.
[00:30:42.720 --> 00:30:45.120]   And so you're speaking to them.
[00:30:45.120 --> 00:30:46.460]   You have to speak the right things.
[00:30:46.460 --> 00:30:49.200]   You've got to speak with clear instruction and direction,
[00:30:49.200 --> 00:30:51.900]   and especially getting at heart issues.
[00:30:51.900 --> 00:30:57.580]   Instruction then in the form of reproof and admonition.
[00:30:57.580 --> 00:31:03.680]   Here, Titus 2.15, Paul not only tells Titus
[00:31:03.680 --> 00:31:10.260]   to do, speak, also to exhort and reprove.
[00:31:10.260 --> 00:31:14.960]   Para kaleo is the term to exhort.
[00:31:14.960 --> 00:31:19.420]   It's the same word that's used in Romans 12.1,
[00:31:19.420 --> 00:31:22.920]   which is a corporate command to be one.
[00:31:22.920 --> 00:31:27.860]   I exhort you therefore, brethren, by the mercies of God,
[00:31:27.860 --> 00:31:30.720]   that you present your bodies a living sacrifice.
[00:31:30.720 --> 00:31:34.000]   Bodies are plural.
[00:31:34.000 --> 00:31:36.840]   A, living sacrifice, is singular.
[00:31:36.840 --> 00:31:39.800]   So it's corporately applied together
[00:31:39.800 --> 00:31:41.240]   as a single sacrifice.
[00:31:41.240 --> 00:31:44.360]   A pastoral command on how to admonish
[00:31:44.360 --> 00:31:46.120]   older and younger men and women,
[00:31:46.120 --> 00:31:48.760]   in 1 Peter 5, verses one and two.
[00:31:48.760 --> 00:31:50.880]   Philippians 4.2, Ephesians 4.1.
[00:31:50.880 --> 00:31:55.880]   Paul is a good example of personal admonishment here.
[00:31:55.880 --> 00:31:59.220]   Sometimes you're gonna have to say to George and Irene,
[00:31:59.220 --> 00:32:04.220]   listen, George, I think that you have an idol in your heart
[00:32:04.220 --> 00:32:07.480]   that you need to see and repent of.
[00:32:07.480 --> 00:32:12.360]   That idol says, I must have a wife
[00:32:12.360 --> 00:32:17.360]   that caters to all my needs.
[00:32:17.360 --> 00:32:25.560]   Or Irene, I must have a husband who
[00:32:25.560 --> 00:32:30.920]   loves me the way I think I should be loved
[00:32:30.920 --> 00:32:32.400]   and the way that I deserve.
[00:32:32.400 --> 00:32:35.880]   That can become an idolatrous desire in her heart
[00:32:35.880 --> 00:32:38.960]   that fuels her actions, just as with George.
[00:32:38.960 --> 00:32:44.640]   Then it talks about reproving.
[00:32:44.640 --> 00:32:50.880]   Eligeo, which is to cross-examine
[00:32:50.880 --> 00:32:52.380]   for the purpose of convicting
[00:32:52.380 --> 00:32:55.240]   or refuting an opponent to convict.
[00:32:55.240 --> 00:33:00.080]   John 16.8, Jesus uses this word
[00:33:00.080 --> 00:33:03.060]   to describe the work of the Holy Spirit in the world.
[00:33:03.060 --> 00:33:05.600]   And he, when he comes, will convict.
[00:33:05.600 --> 00:33:06.660]   There's our word.
[00:33:06.660 --> 00:33:11.440]   Convict the world concerning sin,
[00:33:11.440 --> 00:33:12.960]   righteousness, and judgment.
[00:33:12.960 --> 00:33:17.200]   2 Timothy 3:16-17, all scripture is inspired by God
[00:33:17.200 --> 00:33:20.960]   and is profitable for teaching, for reproof,
[00:33:20.960 --> 00:33:22.820]   for correction, for training in righteousness
[00:33:22.820 --> 00:33:24.520]   so that the man of God may be adequate,
[00:33:24.520 --> 00:33:25.800]   equipped for every good work.
[00:33:25.800 --> 00:33:29.720]   So our word reproof is our same word as the word convict.
[00:33:29.720 --> 00:33:32.020]   And hence you get the idea of convicting,
[00:33:32.020 --> 00:33:34.880]   reproving, refuting.
[00:33:34.880 --> 00:33:41.160]   So your instruction is going to take that on in scripture.
[00:33:41.160 --> 00:33:50.920]   Then Colossians 1, verse 26, and also 3.16.
[00:33:50.920 --> 00:33:52.720]   Note Paul not only refers to teaching,
[00:33:52.720 --> 00:33:55.280]   but also admonishing, warning, or counseling.
[00:33:55.280 --> 00:33:57.580]   Here the Greek word is nutheteo.
[00:33:58.780 --> 00:34:03.780]   And the key idea here is nus, which means mind.
[00:34:03.780 --> 00:34:14.800]   In English, we would translate it the mind.
[00:34:14.800 --> 00:34:17.120]   And then tithemi,
[00:34:17.120 --> 00:34:26.440]   which means to place or to put.
[00:34:26.440 --> 00:34:31.440]   So you get this idea that the concept together
[00:34:31.440 --> 00:34:40.060]   is to place or put sense into the mind.
[00:34:40.060 --> 00:34:53.820]   That's why this word nutheteo is a really good word
[00:34:53.820 --> 00:34:55.540]   for counseling because that's what you're doing
[00:34:55.540 --> 00:34:57.120]   when you counsel someone.
[00:34:57.120 --> 00:34:59.480]   You're placing or putting sense into the mind.
[00:34:59.480 --> 00:35:05.160]   You can see example of this here in Acts 20,
[00:35:05.160 --> 00:35:11.620]   verse 31, in Romans 15, 14, in 1 Corinthians 4.14,
[00:35:11.620 --> 00:35:14.380]   in Colossians 1.28, in Colossians 3.16,
[00:35:14.380 --> 00:35:17.140]   1 Thessalonians 5.12, 1 Thessalonians 5.14,
[00:35:17.140 --> 00:35:19.600]   2 Thessalonians 3.15.
[00:35:19.600 --> 00:35:21.720]   You see in the English translations,
[00:35:21.720 --> 00:35:23.620]   the King James version there at the top
[00:35:23.620 --> 00:35:25.060]   on the left-hand side.
[00:35:25.060 --> 00:35:27.660]   In the middle there is the New American Standard version,
[00:35:27.660 --> 00:35:31.580]   the NASV, and then on the right side there
[00:35:31.580 --> 00:35:34.180]   is the New International version, or the NIV.
[00:35:34.180 --> 00:35:38.280]   And how they choose to translate it.
[00:35:38.280 --> 00:35:42.220]   Usually warn or admonish or instruct
[00:35:42.220 --> 00:35:46.140]   is the normal way that it can be translated.
[00:35:46.140 --> 00:35:48.580]   It also can be translated counsel.
[00:35:51.760 --> 00:35:56.760]   So to place sense into the mind is the idea.
[00:35:56.760 --> 00:36:04.240]   So there are two things these passages make clear
[00:36:04.240 --> 00:36:07.720]   about the activity of exhorting, rebuking, or admonishing.
[00:36:07.720 --> 00:36:12.120]   Number one, the purpose of exhortation or admonition
[00:36:12.120 --> 00:36:15.000]   is to place sense back into the husband and wife
[00:36:15.000 --> 00:36:18.380]   so that their goal and agenda is to be a marriage
[00:36:18.380 --> 00:36:20.920]   and a home that honors the Lord in everything.
[00:36:21.840 --> 00:36:24.720]   And this is only to come from biblical instruction.
[00:36:24.720 --> 00:36:29.760]   There's no amount of psychological instruction
[00:36:29.760 --> 00:36:32.260]   that's going to build a biblical home.
[00:36:32.260 --> 00:36:34.600]   It's only gonna come from biblical instruction.
[00:36:34.600 --> 00:36:40.160]   Number two, the manner of exhortation or admonition,
[00:36:40.160 --> 00:36:45.160]   Romans 12.1, 1 Timothy 5.1, 2 Timothy 2.24 and 25,
[00:36:45.160 --> 00:36:49.120]   and 2 Timothy 4.2, Galatians 6.1.
[00:36:49.120 --> 00:36:51.320]   And each of those passages' strong verbs
[00:36:51.320 --> 00:36:54.360]   now are used to express exhorting, rebuking,
[00:36:54.360 --> 00:36:56.700]   admonishment so that their home and marriage
[00:36:56.700 --> 00:36:58.740]   is brought to rest upon the word of God.
[00:36:58.740 --> 00:37:01.040]   That's what we're after.
[00:37:01.040 --> 00:37:05.240]   They want their marriage to be,
[00:37:05.240 --> 00:37:08.780]   to rest upon the word of God and the word of God alone.
[00:37:08.780 --> 00:37:12.980]   Then there is instruction in the form
[00:37:12.980 --> 00:37:14.880]   of specific suggestions or ideas
[00:37:14.880 --> 00:37:16.800]   about how to put biblical directives
[00:37:16.800 --> 00:37:19.060]   about family living into practice.
[00:37:19.060 --> 00:37:21.840]   Working with counselees to make plans for realizing
[00:37:21.840 --> 00:37:25.640]   and implementing and integrating God's principles
[00:37:25.640 --> 00:37:27.480]   into their marriage and family life.
[00:37:27.480 --> 00:37:30.240]   There's also instruction number five
[00:37:30.240 --> 00:37:31.840]   in the form of coaching.
[00:37:31.840 --> 00:37:34.520]   There is a real sense in which every counselor
[00:37:34.520 --> 00:37:39.120]   is like a coach, not just to tell them what to do,
[00:37:39.120 --> 00:37:43.880]   but to prod them to practice what they do,
[00:37:43.880 --> 00:37:45.180]   what they should be doing.
[00:37:46.200 --> 00:37:49.620]   You're coaching them on how to do it better.
[00:37:49.620 --> 00:37:53.220]   Almost the same way that a piano teacher
[00:37:53.220 --> 00:37:58.060]   would sit and observe how the student
[00:37:58.060 --> 00:38:03.060]   is putting their fingers on the piano keys
[00:38:03.060 --> 00:38:07.000]   and forming groupings of notes.
[00:38:13.620 --> 00:38:16.280]   And so they give them suggestions
[00:38:16.280 --> 00:38:17.920]   about those kind of things.
[00:38:17.920 --> 00:38:21.040]   Typically a biblical coach helps counselees
[00:38:21.040 --> 00:38:24.120]   to find their own solutions by asking questions
[00:38:24.120 --> 00:38:26.240]   that give them insight into their situations
[00:38:26.240 --> 00:38:28.520]   with scripture as a guide.
[00:38:28.520 --> 00:38:31.640]   A godly coach holds a counselee accountable
[00:38:31.640 --> 00:38:34.180]   so that if a counselee agrees to plan,
[00:38:34.180 --> 00:38:35.760]   to a plan to achieve a goal,
[00:38:35.760 --> 00:38:38.740]   a coach will help motivate them to complete their plan
[00:38:38.740 --> 00:38:43.740]   with a proper biblical motives for home and for marriage.
[00:38:43.740 --> 00:38:48.100]   So a coach comes alongside to make these practical
[00:38:48.100 --> 00:38:52.500]   suggestions on how to implement this in a better way.
[00:38:52.500 --> 00:38:58.060]   That's the way you can promote and permanentize.
[00:38:58.060 --> 00:39:05.160]   We're working on that acrostic, C-A-P-T,
[00:39:05.160 --> 00:39:08.440]   that we talked about before.
[00:39:08.440 --> 00:39:10.300]   Promote and permanentize.
[00:39:10.300 --> 00:39:17.900]   Well the last one in that little acrostic
[00:39:17.900 --> 00:39:23.920]   is the termination of counseling.
[00:39:23.920 --> 00:39:27.220]   The termination of counseling.
[00:39:27.220 --> 00:39:29.160]   How do you know when to terminate?
[00:39:29.160 --> 00:39:36.500]   You have to keep the purpose of counseling in mind
[00:39:36.500 --> 00:39:40.820]   and that is in our eight eyes ultimately integrating
[00:39:40.820 --> 00:39:43.520]   this change that has been brought about by the word of God
[00:39:43.520 --> 00:39:46.700]   in their life and their marriage and their home
[00:39:46.700 --> 00:39:48.320]   into their everyday life.
[00:39:48.320 --> 00:39:49.460]   That's what we're looking for.
[00:39:49.460 --> 00:39:51.600]   We want them to integrate this truth
[00:39:51.600 --> 00:39:53.600]   or change into their life.
[00:39:53.600 --> 00:39:55.120]   So how can a biblical counselor know
[00:39:55.120 --> 00:39:59.860]   that integration has ultimately occurred is the question.
[00:39:59.860 --> 00:40:02.120]   Well the counselee understands the problem
[00:40:02.120 --> 00:40:03.320]   from a biblical perspective.
[00:40:03.320 --> 00:40:05.920]   That's pretty obvious to the counselor.
[00:40:05.920 --> 00:40:09.560]   If George and Irene understand the problem really well
[00:40:09.560 --> 00:40:13.880]   then that helps you understand they're ready to terminate.
[00:40:13.880 --> 00:40:16.640]   They know what God wants them to do.
[00:40:16.640 --> 00:40:17.960]   I mean that's clear to them too.
[00:40:17.960 --> 00:40:20.400]   They know exactly what God wants them to do now.
[00:40:20.400 --> 00:40:25.020]   Or C here, they regularly handle problems in a biblical way.
[00:40:25.020 --> 00:40:28.360]   In fact you may in counseling hypothetically
[00:40:28.360 --> 00:40:30.900]   throw out problems to them and saying okay,
[00:40:30.900 --> 00:40:33.880]   now how would you have handled this in the past
[00:40:33.880 --> 00:40:35.880]   when you didn't know how to do it biblically?
[00:40:35.880 --> 00:40:36.720]   And they'd share it with you.
[00:40:36.720 --> 00:40:39.280]   How has things changed now?
[00:40:39.280 --> 00:40:41.260]   How do you handle it differently now?
[00:40:41.260 --> 00:40:45.320]   And they're able to share the biblical way.
[00:40:45.320 --> 00:40:46.920]   Furthermore they accurately diagnose
[00:40:46.920 --> 00:40:49.360]   their own problems and mistakes too.
[00:40:49.360 --> 00:40:51.480]   When you get counselees coming in saying,
[00:40:51.480 --> 00:40:53.680]   you know I caught myself doing that again
[00:40:53.680 --> 00:40:55.480]   and I know what the problem is.
[00:40:55.480 --> 00:40:57.120]   When you get them saying that kind of thing
[00:40:57.120 --> 00:40:59.060]   you know they're ready to graduate from counseling
[00:40:59.060 --> 00:41:00.920]   or they're getting pretty close to it.
[00:41:00.920 --> 00:41:04.800]   Or they accept personal responsibility for their failures
[00:41:04.800 --> 00:41:07.880]   where earlier in counseling it was really easy
[00:41:07.880 --> 00:41:11.240]   for George to blame Irene and Irene to blame George
[00:41:11.240 --> 00:41:13.440]   and both of them to blame the kids.
[00:41:13.440 --> 00:41:15.740]   You know they're always blaming somebody else.
[00:41:15.740 --> 00:41:18.920]   Now they're not doing that.
[00:41:18.920 --> 00:41:22.660]   They're accepting responsibilities for failures.
[00:41:22.660 --> 00:41:25.840]   And they accept that.
[00:41:25.840 --> 00:41:30.620]   And they're searching for and find biblical solutions.
[00:41:30.620 --> 00:41:34.160]   In fact they're really excited about this.
[00:41:34.160 --> 00:41:35.720]   They're going to the Bible more and more
[00:41:35.720 --> 00:41:38.800]   in order to find solutions to their daily problems.
[00:41:38.800 --> 00:41:40.200]   Or they've faced their trials
[00:41:40.200 --> 00:41:42.880]   and they've handled them very well.
[00:41:42.880 --> 00:41:48.280]   Or maybe they failed but they've identified biblically why
[00:41:48.280 --> 00:41:49.780]   and they've recovered from it.
[00:41:49.780 --> 00:41:54.400]   Or they share what they've learned with other people
[00:41:54.400 --> 00:41:56.040]   and they're really excited about sharing
[00:41:56.040 --> 00:41:57.920]   what they've learned with other people.
[00:41:57.920 --> 00:42:02.740]   Or others notice and comment about the change.
[00:42:02.740 --> 00:42:06.200]   People at church, other members of the family say,
[00:42:06.200 --> 00:42:09.640]   "Wow, mom and dad have really changed," the kids say.
[00:42:09.640 --> 00:42:12.640]   They're not the way that they were before.
[00:42:12.640 --> 00:42:18.360]   Or others begin to seek the counselee's help
[00:42:18.360 --> 00:42:21.360]   and they want to know what their secret is.
[00:42:21.360 --> 00:42:26.680]   Or the counselee's can list and document their changes.
[00:42:30.560 --> 00:42:34.180]   Or the counselee themselves thinks he's ready.
[00:42:34.180 --> 00:42:35.380]   They think he's ready.
[00:42:35.380 --> 00:42:40.540]   That needs to be there.
[00:42:40.540 --> 00:42:41.900]   If they don't think that they're ready
[00:42:41.900 --> 00:42:44.940]   then there's a reason why and you need to find out why.
[00:42:44.940 --> 00:42:48.740]   Or inventories show significant improvement
[00:42:48.740 --> 00:42:54.500]   in their lives.
[00:42:54.500 --> 00:43:00.220]   Then you know they're ready to graduate from counseling.
[00:43:01.040 --> 00:43:04.680]   You're ready to terminate them.
[00:43:04.680 --> 00:43:07.960]   That doesn't mean knock 'em off.
[00:43:07.960 --> 00:43:11.460]   That means you're ready to graduate them out of counseling.
[00:43:11.460 --> 00:43:16.560]   Now how do you do that?
[00:43:16.560 --> 00:43:21.140]   So especially so that reversals are really minimized.
[00:43:21.140 --> 00:43:22.440]   Well, you do it gradually.
[00:43:22.440 --> 00:43:24.960]   Move from every week to every month,
[00:43:24.960 --> 00:43:27.280]   to every four months, to every six months
[00:43:27.280 --> 00:43:29.920]   and then use these times for regular checkups.
[00:43:30.560 --> 00:43:34.240]   So one of the ways you can minimize any kind of reversal
[00:43:34.240 --> 00:43:36.640]   is to gradually terminate them.
[00:43:36.640 --> 00:43:39.040]   You do it with instructions.
[00:43:39.040 --> 00:43:41.680]   You always be sure that their counseling notes are available
[00:43:41.680 --> 00:43:44.680]   and they can recite the biblical process of confession,
[00:43:44.680 --> 00:43:46.880]   repentance, forgiveness and reconciliation
[00:43:46.880 --> 00:43:50.080]   to deal with problems when they occur in the future
[00:43:50.080 --> 00:43:52.120]   and they will have problems.
[00:43:52.120 --> 00:43:54.960]   Or with plans for a checkup and homework
[00:43:54.960 --> 00:43:56.960]   that must be completed for the next checkup.
[00:43:56.960 --> 00:43:58.900]   This will help them to continue the process
[00:43:58.900 --> 00:44:01.320]   of biblical growth and change in their marriage.
