
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:18:20.940 --> 00:18:23.580]   your eyeball, is that RWV.
[00:18:23.580 --> 00:18:26.980]   And that's a different kind of thing altogether,
[00:18:26.980 --> 00:18:29.580]   'cause as you change viewpoint, that changes.
[00:18:29.580 --> 00:18:31.060]   In fact, as you change viewpoint,
[00:18:31.060 --> 00:18:34.260]   all those things in blue boxes all change together
[00:18:34.260 --> 00:18:35.380]   in a consistent way.
[00:18:35.380 --> 00:18:37.780]   And there's a simple relationship,
[00:18:37.780 --> 00:18:40.220]   which is that if you take RWV,
[00:18:40.220 --> 00:18:44.420]   then you multiply it by RWX, you get RXV.
[00:18:44.420 --> 00:18:47.620]   So you can easily propagate viewpoint information
[00:18:47.620 --> 00:18:49.940]   over a structural description.
[00:18:49.940 --> 00:18:52.500]   And that's what I think a mental image is.
[00:18:52.500 --> 00:18:55.020]   Rather than a bunch of pixels,
[00:18:55.020 --> 00:18:56.820]   it's a structural description
[00:18:56.820 --> 00:18:58.980]   with associated viewpoint information.
[00:18:59.980 --> 00:19:04.980]   That makes sense of a lot of properties of mental images.
[00:19:04.980 --> 00:19:09.780]   Like if you want to do any reasoning with things like RWX,
[00:19:09.780 --> 00:19:12.460]   you form a mental image.
[00:19:12.460 --> 00:19:14.900]   That is you fill in, you choose a viewpoint.
[00:19:14.900 --> 00:19:17.460]   And I want to do one more demo to convince you
[00:19:17.460 --> 00:19:18.980]   you always choose a viewpoint
[00:19:18.980 --> 00:19:21.380]   when you're solving mental imagery problems.
[00:19:21.380 --> 00:19:22.900]   So I'm gonna give you another very simple
[00:19:22.900 --> 00:19:25.740]   mental imagery problem at the risk of running over time.
[00:19:27.660 --> 00:19:31.660]   Imagine that you're at a particular point
[00:19:31.660 --> 00:19:33.420]   and you travel a mile East,
[00:19:33.420 --> 00:19:35.220]   and then you travel a mile North,
[00:19:35.220 --> 00:19:37.540]   and then you travel a mile East again.
[00:19:37.540 --> 00:19:40.820]   What's your direction back to your starting point?
[00:19:40.820 --> 00:19:42.940]   This isn't a very hard problem.
[00:19:42.940 --> 00:19:46.340]   It's sort of a bit South and quite a lot West, right?
[00:19:46.340 --> 00:19:49.100]   It's not exactly Southwest, but it's sort of Southwest.
[00:19:49.100 --> 00:19:52.980]   Now, when you did that task,
[00:19:52.980 --> 00:19:56.220]   what you imagined from your point of view
[00:19:56.220 --> 00:19:58.740]   is you went a mile East, and then you went a mile North,
[00:19:58.740 --> 00:20:00.540]   and then you went a mile East again.
[00:20:00.540 --> 00:20:03.300]   I'll tell you what you didn't imagine.
[00:20:03.300 --> 00:20:05.180]   You didn't imagine that you went a mile East,
[00:20:05.180 --> 00:20:06.180]   and then you went a mile North,
[00:20:06.180 --> 00:20:07.940]   and then you went a mile East again.
[00:20:07.940 --> 00:20:09.620]   You could have solved the problem perfectly well
[00:20:09.620 --> 00:20:13.100]   with North not being up, but you had North up.
[00:20:13.100 --> 00:20:14.740]   You also didn't imagine this.
[00:20:14.740 --> 00:20:16.300]   You go a mile East, and then a mile North,
[00:20:16.300 --> 00:20:17.980]   and then a mile East again.
[00:20:17.980 --> 00:20:18.820]   And you didn't imagine this.
[00:20:18.820 --> 00:20:21.340]   You go a mile East, and then a mile North, and so on.
[00:20:21.340 --> 00:20:23.340]   You imagined it at a particular scale,
[00:20:23.340 --> 00:20:26.180]   in a particular orientation, and in a particular position.
[00:20:26.180 --> 00:20:29.940]   And you can answer questions
[00:20:29.940 --> 00:20:32.020]   about roughly how big it was and so on.
[00:20:32.020 --> 00:20:35.540]   So that's evidence that to solve these tasks
[00:20:35.540 --> 00:20:39.140]   that involve using relationships between things,
[00:20:39.140 --> 00:20:40.820]   you form a mental image.
[00:20:40.820 --> 00:20:43.780]   Okay, enough on mental imagery.
[00:20:43.780 --> 00:20:48.300]   So I'm now gonna give you a very brief introduction
[00:20:48.300 --> 00:20:50.060]   to contrastive learning.
[00:20:50.060 --> 00:20:54.140]   So this is a complete disconnect in the talk,
[00:20:54.140 --> 00:20:55.820]   but it'll come back together soon.
[00:20:55.820 --> 00:21:02.140]   So in contrastive self-supervised learning,
[00:21:02.140 --> 00:21:06.660]   what we try and do is make two different crops of an image
[00:21:06.660 --> 00:21:08.300]   have the same representation.
[00:21:08.300 --> 00:21:14.460]   There's a paper a long time ago by Becker and Hinton
[00:21:14.460 --> 00:21:16.140]   where we were doing this to discover
[00:21:16.140 --> 00:21:18.620]   low-level coherence in an image,
[00:21:18.620 --> 00:21:23.620]   like the continuity of surfaces or the depth of surfaces.
[00:21:23.620 --> 00:21:27.300]   It's been improved a lot since then,
[00:21:27.300 --> 00:21:30.180]   and it's been used for doing things like classification.
[00:21:30.180 --> 00:21:34.100]   That is, you take an image
[00:21:34.100 --> 00:21:36.540]   that has one prominent object in it,
[00:21:36.540 --> 00:21:40.100]   and you say, "If I take a crop of the image
[00:21:40.100 --> 00:21:42.460]   "that contains sort of any part of that object,
[00:21:42.460 --> 00:21:45.380]   "it should have the same representation
[00:21:45.380 --> 00:21:46.540]   "as some other crop of the image
[00:21:46.540 --> 00:21:48.300]   "containing a part of that object."
[00:21:49.260 --> 00:21:54.140]   And this has been developed a lot in the last few years.
[00:21:54.140 --> 00:21:57.140]   I'm gonna talk about a model developed a couple of years ago
[00:21:57.140 --> 00:21:59.100]   by my group in Toronto called SimClear,
[00:21:59.100 --> 00:22:00.780]   but there's lots of other models.
[00:22:00.780 --> 00:22:02.580]   And since then, things have improved.
[00:22:02.580 --> 00:22:08.860]   So in SimClear, you take an image X,
[00:22:08.860 --> 00:22:11.900]   you take two different crops,
[00:22:11.900 --> 00:22:14.660]   and you also do colour distortion of the crops,
[00:22:14.660 --> 00:22:16.980]   different colour distortions of each crop.
[00:22:16.980 --> 00:22:19.340]   And that's to prevent it from using colour histograms
[00:22:19.340 --> 00:22:20.540]   to say they're the same.
[00:22:20.540 --> 00:22:22.740]   So you mess with the colour,
[00:22:22.740 --> 00:22:25.340]   so it can't use colour in a simple way.
[00:22:25.340 --> 00:22:32.140]   And that gives you Xi tilde and Xj tilde.
[00:22:32.140 --> 00:22:36.500]   You then put those through the same neural network, F,
[00:22:36.500 --> 00:22:38.380]   and you get a representation, H.
[00:22:38.380 --> 00:22:41.140]   And then you take the representation, H,
[00:22:41.140 --> 00:22:43.020]   and you put it through another neural network,
[00:22:43.020 --> 00:22:44.820]   which compresses it a bit.
[00:22:44.820 --> 00:22:46.380]   It goes to low dimensionality.
[00:22:47.260 --> 00:22:49.420]   That's an extra complexity I'm not gonna explain,
[00:22:49.420 --> 00:22:51.700]   but it makes it work a bit better.
[00:22:51.700 --> 00:22:53.540]   You can do it without doing that.
[00:22:53.540 --> 00:22:56.100]   And you get two embeddings, Xi and Zj.
[00:22:56.100 --> 00:22:59.540]   And your aim is to maximise the agreement
[00:22:59.540 --> 00:23:00.820]   between those vectors.
[00:23:00.820 --> 00:23:03.820]   And so you start off doing that and you say,
[00:23:03.820 --> 00:23:07.220]   okay, let's start off with random neural networks,
[00:23:07.220 --> 00:23:09.180]   random weights in the neural networks,
[00:23:09.180 --> 00:23:10.460]   and let's take two patches
[00:23:10.460 --> 00:23:13.060]   and let's put them through these transformations.
[00:23:13.060 --> 00:23:15.660]   Let's try and make Zi be the same as Zj.
[00:23:15.660 --> 00:23:17.980]   So let's back propagate the squared difference
[00:23:17.980 --> 00:23:21.140]   between components of I and components of J.
[00:23:21.140 --> 00:23:25.540]   And hey, presto, what you discover is everything collapses.
[00:23:25.540 --> 00:23:32.260]   For every image, it will always produce the same Zi and Zj.
[00:23:32.260 --> 00:23:33.260]   And then you realise, well,
[00:23:33.260 --> 00:23:35.020]   that's not what I meant by agreement.
[00:23:35.020 --> 00:23:37.300]   I mean, they should be the same
[00:23:37.300 --> 00:23:39.220]   when you get two crops of the same image
[00:23:39.220 --> 00:23:42.620]   and different when you get two crops of different images.
[00:23:42.620 --> 00:23:44.820]   Otherwise, it's not really agreement, right?
[00:23:45.420 --> 00:23:50.420]   So you have to have negative examples.
[00:23:50.420 --> 00:23:53.380]   You have to show it crops from different images
[00:23:53.380 --> 00:23:55.620]   and say those should be different.
[00:23:55.620 --> 00:23:57.500]   If they're already different,
[00:23:57.500 --> 00:23:59.980]   you don't try and make them a lot more different.
[00:23:59.980 --> 00:24:02.300]   It's very easy to make things very different,
[00:24:02.300 --> 00:24:03.300]   but that's not what you want.
[00:24:03.300 --> 00:24:04.860]   You just wanna be sure they're different enough.
[00:24:04.860 --> 00:24:07.220]   So crops from different images
[00:24:07.220 --> 00:24:09.420]   aren't taken to be from the same image.
[00:24:09.420 --> 00:24:12.300]   So if they happen to be very similar, you push them apart.
[00:24:12.300 --> 00:24:14.220]   And that stops your representations collapsing.
[00:24:14.220 --> 00:24:16.140]   That's called contrastive learning.
[00:24:16.140 --> 00:24:17.340]   And it works very well.
[00:24:17.340 --> 00:24:23.540]   So what you can do is do unsupervised learning
[00:24:23.540 --> 00:24:25.100]   by trying to maximise agreement
[00:24:25.100 --> 00:24:28.180]   between the representations you get
[00:24:28.180 --> 00:24:30.380]   from two image patches from the same image.
[00:24:30.380 --> 00:24:32.620]   And after you've done that,
[00:24:32.620 --> 00:24:36.300]   you just take your representation of the image patch
[00:24:36.300 --> 00:24:38.620]   and you feed it to a linear classifier,
[00:24:38.620 --> 00:24:39.460]   a bunch of weights.
[00:24:39.460 --> 00:24:42.140]   So you multiply the representation by a weight matrix,
[00:24:42.140 --> 00:24:45.700]   put it through a softmax and get class labels.
[00:24:45.700 --> 00:24:48.780]   And then you train that by gradient descent.
[00:24:48.780 --> 00:24:53.700]   And what you discover is that that's just about as good
[00:24:53.700 --> 00:24:56.020]   as training on labelled data.
[00:24:56.020 --> 00:24:58.060]   So now the only thing you've trained on labelled data
[00:24:58.060 --> 00:25:00.380]   is that last linear classifier.
[00:25:00.380 --> 00:25:03.540]   The previous layers were trained on unlabelled data
[00:25:03.540 --> 00:25:07.100]   and you've managed to train your representations
[00:25:07.100 --> 00:25:08.340]   without needing labels.
[00:25:12.020 --> 00:25:13.860]   Now, there's a problem with this.
[00:25:13.860 --> 00:25:17.020]   It works very nicely,
[00:25:17.020 --> 00:25:20.500]   but it's really confounding objects and whole scenes.
[00:25:20.500 --> 00:25:23.700]   So it makes sense to say two different patches
[00:25:23.700 --> 00:25:28.700]   from the same scene should get the same vector label
[00:25:28.700 --> 00:25:31.780]   at the scene level 'cause they're from the same scene.
[00:25:31.780 --> 00:25:34.260]   But what if one of the patches
[00:25:34.260 --> 00:25:35.660]   contains bits of objects A and B
[00:25:35.660 --> 00:25:38.180]   and another patch contain bits of objects A and C?
[00:25:38.180 --> 00:25:39.540]   You don't really want those two patches
[00:25:39.540 --> 00:25:42.580]   to have the same representation at the object level.
[00:25:42.580 --> 00:25:43.820]   So we have to distinguish
[00:25:43.820 --> 00:25:46.700]   these different levels of representation.
[00:25:46.700 --> 00:25:49.300]   And for contrastive learning,
[00:25:49.300 --> 00:25:53.180]   if you don't use any kind of gating or attention,
[00:25:53.180 --> 00:25:55.540]   then what's happening is you're really doing learning
[00:25:55.540 --> 00:25:56.660]   at the scene level.
[00:25:56.660 --> 00:26:02.060]   What we'd like is that the representations
[00:26:02.060 --> 00:26:05.700]   you get at the object level should be the same
[00:26:05.700 --> 00:26:09.100]   if both patches are patches from object A,
[00:26:09.100 --> 00:26:11.340]   but should be different if one patch is from object A
[00:26:11.340 --> 00:26:13.020]   and one patch is from object B.
[00:26:13.020 --> 00:26:14.940]   And to do that, we're gonna need some form of attention
[00:26:14.940 --> 00:26:17.860]   to decide whether they really come from the same thing.
[00:26:17.860 --> 00:26:19.500]   And so GLOM is designed to do that.
[00:26:19.500 --> 00:26:21.980]   It's designed to take contrastive learning
[00:26:21.980 --> 00:26:23.820]   and to introduce attention
[00:26:23.820 --> 00:26:25.940]   of the kind you get in transformers
[00:26:25.940 --> 00:26:28.380]   in order not to try and say things are the same
[00:26:28.380 --> 00:26:29.220]   when they're not.
[00:26:29.220 --> 00:26:32.620]   I should mention at this point
[00:26:32.620 --> 00:26:35.980]   that most of you will be familiar with BERT,
[00:26:35.980 --> 00:26:37.740]   and you could think of the word fragments
[00:26:37.740 --> 00:26:39.340]   that are fed into BERT
[00:26:39.340 --> 00:26:42.420]   as like the image patches I'm using here.
[00:26:42.420 --> 00:26:45.140]   And in BERT, you have that whole column of representations
[00:26:45.140 --> 00:26:46.700]   of the same word fragment.
[00:26:46.700 --> 00:26:50.740]   In BERT, what's happening presumably as you go up
[00:26:50.740 --> 00:26:55.740]   is you're getting semantically richer representations.
[00:26:55.740 --> 00:27:00.420]   But in BERT, there's no attempt to get representations
[00:27:00.420 --> 00:27:02.500]   of larger things like whole phrases.
[00:27:02.500 --> 00:27:06.580]   This, what I'm gonna talk about
[00:27:06.580 --> 00:27:08.020]   will be a way to modify BERT.
[00:27:08.020 --> 00:27:09.540]   So as you go up,
[00:27:09.540 --> 00:27:12.100]   you get bigger and bigger islands of agreement.
[00:27:12.100 --> 00:27:15.580]   So for example, after a couple of levels,
[00:27:15.580 --> 00:27:18.780]   then things like New and York
[00:27:18.780 --> 00:27:21.660]   will have the different fragments of York,
[00:27:21.660 --> 00:27:23.580]   suppose it's got two different fragments,
[00:27:23.580 --> 00:27:25.380]   will have exactly the same representation
[00:27:25.380 --> 00:27:27.580]   if it was done in the GLOM-like way.
[00:27:27.580 --> 00:27:29.860]   And then as you go up another level,
[00:27:29.860 --> 00:27:31.220]   the fragments of New,
[00:27:31.220 --> 00:27:32.700]   well, New's probably a thing in its own right,
[00:27:32.700 --> 00:27:35.020]   but the fragments of York
[00:27:35.020 --> 00:27:37.380]   would all have exactly the same representation
[00:27:37.380 --> 00:27:40.740]   that have this island of agreement.
[00:27:40.740 --> 00:27:44.660]   And that will be a representation of a compound thing.
[00:27:44.660 --> 00:27:45.500]   And as you go up,
[00:27:45.500 --> 00:27:46.980]   you're gonna get these islands of agreement
[00:27:46.980 --> 00:27:49.020]   that represent bigger and bigger things.
[00:27:49.020 --> 00:27:51.700]   And that's gonna be a much more useful kind of BERT
[00:27:51.700 --> 00:27:54.940]   'cause instead of taking vectors
[00:27:54.940 --> 00:27:56.700]   that represent word fragments
[00:27:56.700 --> 00:27:58.780]   and then sort of munging them together
[00:27:58.780 --> 00:28:00.500]   by taking the max of each, for example,
[00:28:00.500 --> 00:28:02.500]   the max of each component, for example,
[00:28:02.500 --> 00:28:05.020]   which is just a crazy thing to do,
[00:28:05.020 --> 00:28:07.060]   you'd explicitly, as you're learning,
[00:28:07.060 --> 00:28:09.660]   form representations of larger parts
[00:28:09.660 --> 00:28:11.060]   in the part-whole hierarchy.
[00:28:11.060 --> 00:28:13.060]   Okay.
[00:28:13.060 --> 00:28:18.300]   So what we're going after in GLOM
[00:28:18.300 --> 00:28:20.900]   is a particular kind of spatial coherence
[00:28:20.900 --> 00:28:23.300]   that's more complicated than the spatial coherence
[00:28:23.300 --> 00:28:25.260]   caused by the fact that surfaces
[00:28:25.260 --> 00:28:27.780]   tend to be at the same depth and same orientation
[00:28:27.780 --> 00:28:30.180]   in nearby patches of an image.
[00:28:30.180 --> 00:28:32.540]   We're going after the spatial coherence
[00:28:32.540 --> 00:28:37.220]   that says that if you find a mouth in an image
[00:28:37.220 --> 00:28:38.620]   and you find a nose in an image
[00:28:38.620 --> 00:28:41.460]   and then the right spatial relationship to make a face,
[00:28:41.460 --> 00:28:44.260]   then that's a particular kind of coherence.
[00:28:44.260 --> 00:28:46.940]   And we want to go after that unsupervised
[00:28:46.940 --> 00:28:50.740]   and we want to discover that kind of coherence in images.
[00:28:50.740 --> 00:28:56.740]   So before I go into more details about GLOM,
[00:28:56.740 --> 00:28:57.900]   I want a disclaimer.
[00:28:58.700 --> 00:29:02.900]   For years, computer vision treated vision
[00:29:02.900 --> 00:29:05.940]   as you've got a static image, a uniform resolution,
[00:29:05.940 --> 00:29:08.140]   and you want to say what's in it.
[00:29:08.140 --> 00:29:10.260]   That's not how vision works in the real world.
[00:29:10.260 --> 00:29:12.140]   In the real world, this is actually a loop
[00:29:12.140 --> 00:29:13.660]   where you decide where to look
[00:29:13.660 --> 00:29:16.140]   if you're a person or a robot.
[00:29:16.140 --> 00:29:20.260]   You better do that intelligently.
[00:29:20.260 --> 00:29:25.060]   And that gives you a sample of the optic array.
[00:29:25.060 --> 00:29:27.420]   It turns the optic array, the incoming light,
[00:29:27.420 --> 00:29:30.580]   into a retinal image.
[00:29:30.580 --> 00:29:32.780]   And on your retina, you have high resolution in the middle
[00:29:32.780 --> 00:29:35.660]   and low resolution around the edges.
[00:29:35.660 --> 00:29:39.900]   And so you're focusing on particular details
[00:29:39.900 --> 00:29:43.100]   and you never ever process the whole image
[00:29:43.100 --> 00:29:44.580]   at uniform resolution.
[00:29:44.580 --> 00:29:46.020]   You're always focusing on something
[00:29:46.020 --> 00:29:49.140]   and processing where you're fixating at high resolution
[00:29:49.140 --> 00:29:51.100]   and everything else at much lower resolution,
[00:29:51.100 --> 00:29:53.380]   particularly around the edges.
[00:29:53.380 --> 00:29:56.140]   So I'm going to ignore all the complexity
[00:29:56.140 --> 00:29:57.940]   of how you decide where to look
[00:29:57.940 --> 00:30:00.740]   and all the complexity of how you put together
[00:30:00.740 --> 00:30:03.340]   the information you get from different fixations
[00:30:03.340 --> 00:30:06.580]   by saying, let's just talk about the very first fixation
[00:30:06.580 --> 00:30:07.940]   or a novel image.
[00:30:07.940 --> 00:30:09.260]   So you look somewhere
[00:30:09.260 --> 00:30:11.860]   and now what happens on that first fixation?
[00:30:11.860 --> 00:30:13.580]   We know that the same hardware in the brain
[00:30:13.580 --> 00:30:16.500]   is going to be reused for the next fixation,
[00:30:16.500 --> 00:30:18.780]   but let's just think about the first fixation.
[00:30:20.740 --> 00:30:23.220]   So finally, here's a picture of the architecture
[00:30:23.220 --> 00:30:29.780]   and this is the architecture for a single location.
[00:30:29.780 --> 00:30:32.500]   So like for a single word fragment in BERT
[00:30:32.500 --> 00:30:38.700]   and it shows you what's happening for multiple frames.
[00:30:38.700 --> 00:30:40.820]   So Glom is really designed for video,
[00:30:40.820 --> 00:30:43.660]   but I only talk about applying it to static images.
[00:30:43.660 --> 00:30:45.580]   Then you should think of a static image
[00:30:45.580 --> 00:30:47.500]   as a very boring video
[00:30:47.500 --> 00:30:49.900]   in which the frames are all the same as each other.
[00:30:50.900 --> 00:30:54.740]   So I'm showing you three adjacent levels in the hierarchy
[00:30:54.740 --> 00:30:59.300]   and I'm showing you what happens over time.
[00:30:59.300 --> 00:31:02.580]   So if you look at the middle level,
[00:31:02.580 --> 00:31:04.740]   maybe that's the sort of major part level
[00:31:04.740 --> 00:31:08.180]   and look at that box that says level L
[00:31:08.180 --> 00:31:11.740]   and that's at frame four.
[00:31:11.740 --> 00:31:14.780]   So the right-hand level L box
[00:31:14.780 --> 00:31:17.660]   and let's ask how the state of that box,
[00:31:17.660 --> 00:31:20.500]   the state of that embedding is determined.
[00:31:20.500 --> 00:31:22.860]   So inside the box, we're gonna get an embedding
[00:31:22.860 --> 00:31:27.700]   and the embedding is gonna be the representation
[00:31:27.700 --> 00:31:31.140]   of what's going on at the major part level
[00:31:31.140 --> 00:31:32.940]   for that little patch of the image.
[00:31:32.940 --> 00:31:37.900]   And level L, in this diagram,
[00:31:37.900 --> 00:31:41.780]   all of these embeddings will always be devoted
[00:31:41.780 --> 00:31:44.580]   to the same patch of the retinal image.
[00:31:44.580 --> 00:31:46.580]   Okay.
[00:31:47.580 --> 00:31:51.860]   The level L embedding on the right-hand side,
[00:31:51.860 --> 00:31:55.500]   you can see there's three things determining it there.
[00:31:55.500 --> 00:31:58.700]   This is a green arrow and for static images,
[00:31:58.700 --> 00:31:59.940]   the green arrow is rather boring.
[00:31:59.940 --> 00:32:02.020]   It's just saying you should sort of be similar
[00:32:02.020 --> 00:32:03.740]   to the previous state of level L.
[00:32:03.740 --> 00:32:05.740]   So it's just doing temporal integration.
[00:32:05.740 --> 00:32:12.020]   The blue arrow is actually a neural net
[00:32:12.020 --> 00:32:14.540]   with a couple of hidden layers in it.
[00:32:14.540 --> 00:32:15.900]   I'm just showing you the embeddings here,
[00:32:15.900 --> 00:32:18.260]   not all the layers of the neural net.
[00:32:18.260 --> 00:32:19.420]   We need a couple of hidden layers
[00:32:19.420 --> 00:32:22.380]   to do the coordinate transforms that are required.
[00:32:22.380 --> 00:32:26.340]   And the blue arrow is basically taking information
[00:32:26.340 --> 00:32:30.060]   at the level below of the previous time step.
[00:32:30.060 --> 00:32:32.660]   So level L minus one on frame three
[00:32:32.660 --> 00:32:36.260]   might be representing that I think I might be a nostril.
[00:32:36.260 --> 00:32:38.260]   Well, if you think you might be a nostril,
[00:32:38.260 --> 00:32:42.060]   what you predict at the next level up is a nose.
[00:32:42.060 --> 00:32:44.300]   What's more, if you have a coordinate frame
[00:32:44.300 --> 00:32:46.700]   for the nostril, you can predict the coordinate frame
[00:32:46.700 --> 00:32:47.780]   for the nose.
[00:32:47.780 --> 00:32:50.100]   Maybe not perfectly, but you have a pretty good idea
[00:32:50.100 --> 00:32:53.100]   of the orientation position scale of the nose.
[00:32:53.100 --> 00:32:58.100]   So that bottom up neural net is a net
[00:32:58.100 --> 00:33:01.420]   that can take any kind of part of level L minus one.
[00:33:01.420 --> 00:33:02.660]   You can take a nostril,
[00:33:02.660 --> 00:33:04.660]   but it could also take a steering wheel
[00:33:04.660 --> 00:33:06.820]   and predict the car from the steering wheel
[00:33:06.820 --> 00:33:11.980]   and predict what you've got at the next level up.
[00:33:12.980 --> 00:33:16.860]   The red arrow is a top-down neural net.
[00:33:16.860 --> 00:33:22.860]   So the red arrow is predicting the nose from the whole face.
[00:33:22.860 --> 00:33:27.300]   And again, it has a couple of hidden layers
[00:33:27.300 --> 00:33:29.220]   to do coordinate transforms.
[00:33:29.220 --> 00:33:32.260]   'Cause if you know the coordinate frame of the face
[00:33:32.260 --> 00:33:35.340]   and you know the relationship between a face and a nose,
[00:33:35.340 --> 00:33:36.500]   and that's gonna be in the weights
[00:33:36.500 --> 00:33:38.500]   of that top-down neural net,
[00:33:38.500 --> 00:33:41.340]   then you can predict that it's a nose
[00:33:41.340 --> 00:33:43.500]   and what the pose of the nose is.
[00:33:43.500 --> 00:33:45.580]   And that's all gonna be in activities
[00:33:45.580 --> 00:33:46.820]   in that embedding vector.
[00:33:46.820 --> 00:33:51.900]   Okay, now all of that is what's going on
[00:33:51.900 --> 00:33:54.020]   in one column of hardware.
[00:33:54.020 --> 00:33:57.100]   That's all about a specific patch of the image.
[00:33:57.100 --> 00:33:59.980]   So that's very, very like what's going on
[00:33:59.980 --> 00:34:02.140]   for one word fragment in BERT.
[00:34:02.140 --> 00:34:04.340]   You have all these levels of representation.
[00:34:04.340 --> 00:34:11.020]   It's a bit confusing exactly what the relation of this
[00:34:11.020 --> 00:34:11.860]   is to BERT.
[00:34:11.860 --> 00:34:13.020]   And I'll give you the reference
[00:34:13.020 --> 00:34:14.420]   to a long archive paper at the end
[00:34:14.420 --> 00:34:17.500]   that has a whole section on how this relates to BERT.
[00:34:17.500 --> 00:34:19.940]   But it's confusing 'cause this has time steps.
[00:34:19.940 --> 00:34:24.540]   And that makes it all more complicated.
[00:34:24.540 --> 00:34:25.380]   Okay.
[00:34:25.380 --> 00:34:28.060]   So those are three things
[00:34:28.060 --> 00:34:30.260]   that determine the level and embedding.
[00:34:30.260 --> 00:34:31.780]   But there's one fourth thing,
[00:34:31.780 --> 00:34:34.500]   which is in black at the bottom there.
[00:34:34.500 --> 00:34:36.860]   And that's the only way
[00:34:36.860 --> 00:34:39.540]   in which different locations interact.
[00:34:39.540 --> 00:34:43.500]   And that's a very simplified form of a transformer.
[00:34:43.500 --> 00:34:46.220]   If you take a transformer, as in BERT,
[00:34:46.220 --> 00:34:48.660]   and you say, let's make the embeddings
[00:34:48.660 --> 00:34:50.940]   and the keys and the queries and the values
[00:34:50.940 --> 00:34:53.020]   all be the same as each other.
[00:34:53.020 --> 00:34:54.460]   We just have this one vector.
[00:34:54.460 --> 00:34:58.740]   So now all you're trying to do
[00:34:58.740 --> 00:35:02.100]   is make the level L embedding in one column
[00:35:02.100 --> 00:35:05.460]   be the same as the level L embedding in nearby columns.
[00:35:05.460 --> 00:35:08.300]   But it's gonna be gated.
[00:35:08.300 --> 00:35:10.700]   You're only gonna try and make it be the same
[00:35:10.700 --> 00:35:13.140]   if it's already quite similar.
[00:35:13.140 --> 00:35:17.300]   So here's how the attention works.
[00:35:17.300 --> 00:35:22.940]   You take the level L embedding in location X, that's LX.
[00:35:22.940 --> 00:35:24.220]   And you take the level L embedding
[00:35:24.220 --> 00:35:27.340]   in the nearby location Y, that's LY.
[00:35:27.340 --> 00:35:28.740]   You take the scalar product.
[00:35:28.740 --> 00:35:32.900]   You exponentiate and you normalize.
[00:35:32.900 --> 00:35:35.340]   In other words, you do a softmax.
[00:35:35.340 --> 00:35:38.260]   And that gives you the weight to use
[00:35:38.260 --> 00:35:43.260]   in your desire to make LX be the same as LY.
[00:35:43.260 --> 00:35:50.580]   So the input produced by this from neighbors
[00:35:50.580 --> 00:35:54.580]   is an attention-weighted average
[00:35:54.580 --> 00:35:57.580]   of the level L embeddings of nearby columns.
[00:35:57.580 --> 00:35:59.540]   And that's an extra input that you get.
[00:35:59.540 --> 00:36:02.620]   It's trying to make you agree with nearby things.
[00:36:02.620 --> 00:36:03.860]   And that's what's gonna cause you
[00:36:03.860 --> 00:36:05.580]   to get these islands of agreement.
[00:36:06.060 --> 00:36:08.820]   (mouse clicking)
[00:36:08.820 --> 00:36:12.020]   So back to this picture.
[00:36:12.020 --> 00:36:17.820]   I think, yeah.
[00:36:17.820 --> 00:36:21.260]   This is what we'd like to see.
[00:36:21.260 --> 00:36:25.340]   And the reason we get those,
[00:36:25.340 --> 00:36:28.460]   that big island of agreement at the object level
[00:36:28.460 --> 00:36:30.820]   is 'cause we're trying to get agreement there.
[00:36:30.820 --> 00:36:33.260]   We're trying to learn the coordinate transform
[00:36:34.180 --> 00:36:36.460]   from the red arrows to the level above
[00:36:36.460 --> 00:36:38.540]   and from the green arrows to the level above
[00:36:38.540 --> 00:36:40.140]   such that we get agreement.
[00:36:40.140 --> 00:36:42.380]   Okay.
[00:36:42.380 --> 00:36:47.980]   Now, one thing we need to worry about
[00:36:47.980 --> 00:36:50.420]   is that the difficult thing in perception,
[00:36:50.420 --> 00:36:54.300]   it's not so bad in language,
[00:36:54.300 --> 00:36:56.340]   it's probably worse in visual perception,
[00:36:56.340 --> 00:36:58.700]   is that there's a lot of ambiguity.
[00:36:58.700 --> 00:37:00.420]   If I'm looking at a line drawing, for example,
[00:37:00.420 --> 00:37:02.300]   I see a circle.
[00:37:02.300 --> 00:37:04.860]   Well, a circle could be the right eye of a face
[00:37:04.860 --> 00:37:06.260]   or it could be the left eye of a face
[00:37:06.260 --> 00:37:07.540]   or it could be the front wheel of a car
[00:37:07.540 --> 00:37:08.820]   or the back wheel of a car.
[00:37:08.820 --> 00:37:11.620]   There's all sorts of things that circle could be.
[00:37:11.620 --> 00:37:13.900]   And we'd like to disambiguate the circle.
[00:37:13.900 --> 00:37:16.420]   And there's a long line of work
[00:37:16.420 --> 00:37:19.940]   using things like Markov random fields.
[00:37:19.940 --> 00:37:22.020]   Here we need a variational Markov random field
[00:37:22.020 --> 00:37:24.540]   which I call a transformational random field
[00:37:24.540 --> 00:37:27.340]   because the interaction between, for example,
[00:37:27.340 --> 00:37:28.780]   something that might be an eye
[00:37:28.780 --> 00:37:31.220]   and something that might be a mouth
[00:37:31.220 --> 00:37:33.660]   needs to be gated by coordinate transforms.
[00:37:33.660 --> 00:37:36.260]   For the, let's take a nose and a mouth
