
[00:00:00.040 --> 00:00:09.520]  ihad
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.620 --> 00:19:26.620]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:26.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.640 --> 00:19:56.640]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:19:56.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.660 --> 00:20:26.660]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:26.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:20:56.680 --> 00:20:56.680]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:26.700 --> 00:21:26.700]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.720 --> 00:21:56.720]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:21:56.760 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.740 --> 00:22:26.740]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:26.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.760 --> 00:22:56.760]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:22:56.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.780 --> 00:23:26.780]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:23:26.820 --> 00:23:56.800]  ,
[00:23:56.800 --> 00:23:56.800]   and so the reason this is important is over the last 20 years, David Watson and other organizations involved have planted hundreds of thousands of churches throughout the world.
[00:23:56.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.820 --> 00:24:26.820]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:26.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.840 --> 00:24:56.840]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:24:56.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.860 --> 00:25:26.860]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:26.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.880 --> 00:25:56.880]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:25:56.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.900 --> 00:26:26.900]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:26.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.920 --> 00:26:56.920]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:26:56.960 --> 00:27:26.940]  ,
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.940 --> 00:27:26.940]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:26.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.960 --> 00:27:56.960]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:27:56.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:26.980 --> 00:28:26.980]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:28:57.000 --> 00:28:57.000]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.020 --> 00:29:27.020]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:27.060 --> 00:29:57.040]  ,
[00:29:57.040 --> 00:29:57.040]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:57.040 --> 00:29:57.040]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:57.040 --> 00:29:57.040]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:57.040 --> 00:29:57.040]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:57.040 --> 00:29:57.040]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:29:57.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.060 --> 00:30:27.060]   I'm not sure that's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:27.100 --> 00:30:57.080]  ,
[00:30:57.080 --> 00:30:57.080]   and figure out how to get supported for multiple years to establish a local church, that is utterly unsustainable.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.080 --> 00:30:57.080]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:30:57.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   That's a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.100 --> 00:31:27.100]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:27.140 --> 00:31:57.120]  ,
[00:31:57.120 --> 00:31:57.120]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:57.120 --> 00:31:57.120]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:57.120 --> 00:31:57.120]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:57.120 --> 00:31:57.120]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:57.120 --> 00:31:57.120]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:57.120 --> 00:31:57.120]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:31:57.140 --> 00:32:27.140]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.140 --> 00:32:27.140]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:27.180 --> 00:32:57.160]  ,
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.160 --> 00:32:57.160]   and I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:32:57.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.180 --> 00:33:27.180]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:27.220 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.200 --> 00:33:57.200]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:33:57.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.220 --> 00:34:27.220]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:27.260 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.240 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.240 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.240 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.240 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.240 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.240 --> 00:34:57.240]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:34:57.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.260 --> 00:35:27.260]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:27.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.280 --> 00:35:57.280]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:35:57.320 --> 00:36:27.300]  , I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:36:27.300 --> 00:36:27.300]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:36:27.300 --> 00:36:27.300]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:36:27.300 --> 00:36:27.300]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:36:27.300 --> 00:36:27.300]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:36:27.300 --> 00:36:27.300]   I'm a good way to be involved with the work that's not full-time vocational ministry.
[00:36:27.300 --> 00:36:27.300]   I'm a good way to be involved with the work that's not full-time vocational ministry.
